,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DALLAS_ACTION,HOUSTON_SCORE,DALLAS_SCORE
47,1,5:55.0,,T. Chandler makes free throw 1 of 2,19,12
48,1,5:55.0,,T. Chandler makes free throw 2 of 2,19,13
49,1,5:41.0,J. Harden makes 2-pt jump shot from 16 ft,,21,13
50,1,5:33.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),21,15
51,1,5:22.0,J. Harden makes 2-pt jump shot from 11 ft,,23,15
52,1,5:04.0,,D. Harris misses 3-pt jump shot from 25 ft,23,15
53,1,5:02.0,,Offensive rebound by C. Villanueva,23,15
54,1,5:02.0,,C. Villanueva misses 2-pt tip-in from 2 ft,23,15
55,1,5:00.0,Defensive rebound by D. Howard,,23,15
56,1,4:53.0,Personal foul by A. Aminu (drawn by T. Jones),,23,15
57,1,4:53.0,T. Jones makes free throw 1 of 2,,24,15
58,1,4:53.0,P. Prigioni enters the game for J. Terry,,24,15
59,1,4:53.0,J. Smith enters the game for D. Howard,,24,15
60,1,4:53.0,,A. Stoudemire enters the game for T. Chandler,24,15
61,1,4:53.0,,D. Nowitzki enters the game for C. Villanueva,24,15
62,1,4:53.0,,R. Jefferson enters the game for A. Aminu,24,15
63,1,4:53.0,T. Jones makes free throw 2 of 2,,25,15
64,1,4:37.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,25,15
65,1,4:36.0,Defensive rebound by T. Jones,,25,15
66,1,4:26.0,T. Jones makes 2-pt layup from 3 ft (assist by P. Prigioni),,27,15
67,1,4:26.0,Shooting foul by A. Stoudemire (drawn by T. Jones),,27,15
68,1,4:26.0,C. Brewer enters the game for T. Ariza,,27,15
69,1,4:26.0,T. Jones misses free throw 1 of 1,,27,15
70,1,4:25.0,,Defensive rebound by A. Stoudemire,27,15
71,1,4:18.0,,M. Ellis makes 2-pt layup from 2 ft,27,17
72,1,3:58.0,J. Smith misses 2-pt hook shot from 8 ft,,27,17
73,1,3:57.0,Offensive rebound by J. Smith,,27,17
74,1,3:57.0,J. Smith makes 2-pt layup from 8 ft,,29,17
75,1,3:57.0,Shooting foul by D. Harris (drawn by J. Smith),,29,17
76,1,3:57.0,J. Smith misses free throw 1 of 1,,29,17
77,1,3:57.0,,Defensive rebound by A. Stoudemire,29,17
78,1,3:43.0,,D. Harris makes 2-pt jump shot from 10 ft (assist by D. Nowitzki),29,19
79,1,3:43.0,,Shooting foul by T. Jones (drawn by D. Harris),29,19
80,1,3:43.0,C. Capela enters the game for T. Jones,,29,19
81,1,3:43.0,,D. Harris misses free throw 1 of 1,29,19
82,1,3:42.0,,Offensive rebound by A. Stoudemire,29,19
83,1,3:32.0,,A. Stoudemire makes 2-pt dunk at rim (assist by D. Harris),29,21
84,1,3:22.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,31,21
85,1,3:05.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),31,24
86,1,2:59.0,Personal take foul by M. Ellis (drawn by C. Capela),,31,24
87,1,2:59.0,Houston full timeout,,31,24
88,1,2:59.0,C. Capela makes free throw 1 of 2,,32,24
89,1,2:59.0,C. Capela makes free throw 2 of 2,,33,24
90,1,2:43.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,33,24
91,1,2:42.0,Defensive rebound by C. Capela,,33,24
92,1,2:37.0,,Offensive charge foul by J. Harden (drawn by D. Harris),33,24
93,1,2:37.0,Turnover by J. Harden (offensive foul),,33,24
94,1,2:25.0,,M. Ellis makes 2-pt jump shot from 7 ft,33,26
95,1,2:13.0,C. Brewer makes 2-pt jump shot from 11 ft,,35,26
96,1,2:07.0,,Personal block foul by P. Prigioni (drawn by D. Harris),35,26
97,1,2:07.0,,D. Harris makes free throw 1 of 2,35,27
98,1,2:07.0,,J. Barea enters the game for R. Jefferson,35,27
99,1,2:07.0,,D. Harris makes free throw 2 of 2,35,28
100,1,1:55.0,J. Harden makes 2-pt jump shot from 14 ft,,37,28
101,1,1:45.0,,A. Stoudemire makes 2-pt hook shot from 2 ft,37,30
102,1,1:45.0,,Shooting foul by C. Capela (drawn by A. Stoudemire),37,30
103,1,1:45.0,D. Howard enters the game for C. Capela,,37,30
104,1,1:45.0,,A. Stoudemire makes free throw 1 of 1,37,31
105,1,1:35.0,J. Smith misses 2-pt dunk at rim (block by A. Stoudemire),,37,31
106,1,1:33.0,,Defensive rebound by D. Harris,37,31
107,1,1:30.0,,Turnover by D. Harris (lost ball; steal by J. Harden),37,31
108,1,1:26.0,J. Harden misses 2-pt layup from 2 ft,,37,31
109,1,1:24.0,Offensive rebound by C. Brewer,,37,31
110,1,1:22.0,C. Brewer misses 2-pt layup at rim,,37,31
111,1,1:21.0,,Defensive rebound by J. Barea,37,31
112,1,1:14.0,,M. Ellis makes 3-pt jump shot from 23 ft (assist by J. Barea),37,34
113,1,0:57.0,J. Harden misses 2-pt jump shot from 18 ft,,37,34
114,1,0:56.0,,Defensive rebound by J. Barea,37,34
115,1,0:51.0,,M. Ellis makes 2-pt layup from 1 ft (assist by J. Barea),37,36
116,1,0:51.0,Houston full timeout,,37,36
117,1,0:51.0,T. Ariza enters the game for J. Harden,,37,36
118,1,0:38.0,J. Smith makes 2-pt jump shot from 7 ft,,39,36
119,1,0:20.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,39,36
120,1,0:19.0,Defensive rebound by D. Howard,,39,36
121,1,0:03.0,J. Smith makes 3-pt jump shot from 25 ft (assist by P. Prigioni),,42,36
122,2,11:44.0,,Shooting foul by J. Smith (drawn by A. Stoudemire),42,36
123,2,11:44.0,,A. Stoudemire misses free throw 1 of 2,42,36
124,2,11:44.0,,Offensive rebound by Team,42,36
125,2,11:44.0,,R. Felton enters the game for D. Harris,42,36
126,2,11:44.0,,A. Stoudemire makes free throw 2 of 2,42,37
127,2,11:32.0,T. Ariza misses 3-pt jump shot from 25 ft,,42,37
128,2,11:31.0,,Defensive rebound by Team,42,37
129,2,11:18.0,,J. Barea misses 2-pt jump shot from 5 ft,42,37
130,2,11:17.0,Defensive rebound by D. Howard,,42,37
131,2,11:08.0,D. Howard makes 2-pt dunk at rim (assist by J. Smith),,44,37
132,2,10:54.0,,Personal foul by D. Howard (drawn by A. Stoudemire),44,37
133,2,10:40.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),44,40
134,2,10:32.0,J. Smith misses 2-pt layup from 2 ft (block by A. Stoudemire),,44,40
135,2,10:30.0,,Defensive rebound by R. Felton,44,40
136,2,10:25.0,,J. Barea misses 3-pt jump shot from 25 ft,44,40
137,2,10:24.0,,Offensive rebound by A. Aminu,44,40
138,2,10:18.0,,D. Nowitzki makes 2-pt jump shot from 19 ft,44,42
139,2,10:08.0,T. Ariza misses 3-pt jump shot from 24 ft,,44,42
140,2,10:07.0,,Defensive rebound by R. Felton,44,42
141,2,10:00.0,,J. Barea makes 2-pt jump shot from 4 ft,44,44
142,2,9:52.0,Houston full timeout,,44,44
143,2,9:52.0,T. Jones enters the game for J. Smith,,44,44
144,2,9:46.0,D. Howard misses 2-pt jump shot from 6 ft (block by A. Aminu),,44,44
145,2,9:45.0,,Defensive rebound by A. Aminu,44,44
146,2,9:37.0,,Turnover by J. Barea (bad pass),44,44
147,2,9:27.0,P. Prigioni makes 3-pt jump shot from 24 ft,,47,44
148,2,9:11.0,,J. Barea makes 2-pt jump shot from 9 ft,47,46
149,2,8:56.0,Personal foul by A. Stoudemire (drawn by D. Howard),,47,46
150,2,8:56.0,,T. Chandler enters the game for A. Stoudemire,47,46
151,2,8:56.0,,C. Villanueva enters the game for D. Nowitzki,47,46
152,2,8:51.0,T. Ariza misses 3-pt jump shot from 22 ft,,47,46
153,2,8:51.0,Offensive rebound by D. Howard,,47,46
154,2,8:48.0,D. Howard misses 2-pt tip-in from 1 ft,,47,46
155,2,8:47.0,Offensive rebound by D. Howard,,47,46
156,2,8:44.0,T. Ariza makes 2-pt dunk at rim (assist by D. Howard),,49,46
157,2,8:30.0,,C. Villanueva misses 3-pt jump shot from 25 ft,49,46
158,2,8:29.0,Defensive rebound by T. Ariza,,49,46
159,2,8:27.0,Turnover by C. Brewer (traveling),,49,46
160,2,8:13.0,,R. Felton misses 2-pt jump shot from 21 ft,49,46
161,2,8:12.0,Defensive rebound by D. Howard,,49,46
162,2,8:04.0,P. Prigioni misses 2-pt layup from 2 ft,,49,46
163,2,8:02.0,,Defensive rebound by C. Villanueva,49,46
164,2,7:50.0,,C. Villanueva misses 3-pt jump shot from 24 ft,49,46
165,2,7:49.0,Defensive rebound by D. Howard,,49,46
166,2,7:46.0,Turnover by D. Howard (bad pass; steal by C. Villanueva),,49,46
167,2,7:40.0,,C. Villanueva makes 2-pt layup from 2 ft (assist by J. Barea),49,48
168,2,7:18.0,C. Brewer misses 2-pt jump shot from 14 ft,,49,48
169,2,7:16.0,,Defensive rebound by J. Barea,49,48
170,2,7:09.0,,T. Chandler misses 2-pt layup from 2 ft,49,48
171,2,7:08.0,Defensive rebound by D. Howard,,49,48
172,2,7:03.0,C. Brewer misses 2-pt layup from 1 ft,,49,48
173,2,7:02.0,,Defensive rebound by C. Villanueva,49,48
174,2,6:56.0,,J. Barea misses 3-pt jump shot from 24 ft,49,48
175,2,6:54.0,,Offensive rebound by A. Aminu,49,48
176,2,6:38.0,,T. Chandler makes 2-pt dunk at rim (assist by J. Barea),49,50
177,2,6:21.0,P. Prigioni misses 3-pt jump shot from 25 ft,,49,50
178,2,6:20.0,,Defensive rebound by R. Felton,49,50
179,2,6:17.0,,J. Barea makes 2-pt layup from 1 ft (assist by R. Felton),49,52
180,2,6:16.0,Houston full timeout,,49,52
181,2,6:16.0,,M. Ellis enters the game for R. Felton,49,52
182,2,6:16.0,J. Harden enters the game for D. Howard,,49,52
183,2,6:16.0,J. Terry enters the game for P. Prigioni,,49,52
184,2,6:16.0,J. Smith enters the game for C. Brewer,,49,52
185,2,5:54.0,J. Smith misses 2-pt jump shot from 13 ft,,49,52
186,2,5:53.0,,Defensive rebound by C. Villanueva,49,52
187,2,5:39.0,,C. Villanueva makes 3-pt jump shot from 25 ft (assist by J. Barea),49,55
188,2,5:23.0,Turnover by T. Jones (lost ball),,49,55
189,2,5:12.0,,Shooting block foul by J. Smith (drawn by M. Ellis),49,55
190,2,5:12.0,,M. Ellis misses free throw 1 of 2,49,55
191,2,5:12.0,,Offensive rebound by Team,49,55
192,2,5:12.0,,M. Ellis makes free throw 2 of 2,49,56
193,2,4:47.0,Turnover by J. Harden (lost ball; steal by M. Ellis),,49,56
194,2,4:40.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by J. Barea),49,59
195,2,4:27.0,Shooting foul by C. Villanueva (drawn by J. Harden),,49,59
196,2,4:27.0,J. Harden makes free throw 1 of 2,,50,59
197,2,4:27.0,J. Harden makes free throw 2 of 2,,51,59
198,2,4:10.0,,M. Ellis makes 2-pt layup from 1 ft,51,61
199,2,4:02.0,T. Jones misses 2-pt jump shot from 14 ft,,51,61
200,2,4:01.0,,Defensive rebound by J. Barea,51,61
201,2,3:53.0,,M. Ellis misses 3-pt jump shot from 23 ft,51,61
202,2,3:52.0,,Offensive rebound by T. Chandler,51,61
203,2,3:51.0,,Shooting foul by J. Terry (drawn by A. Aminu),51,61
204,2,3:51.0,,A. Aminu makes free throw 1 of 2,51,62
205,2,3:51.0,D. Howard enters the game for T. Jones,,51,62
206,2,3:51.0,,A. Aminu misses free throw 2 of 2,51,62
207,2,3:51.0,Defensive rebound by J. Smith,,51,62
208,2,3:40.0,J. Harden misses 3-pt jump shot from 24 ft,,51,62
209,2,3:39.0,Offensive rebound by D. Howard,,51,62
210,2,3:34.0,J. Terry makes 3-pt jump shot from 24 ft (assist by T. Ariza),,54,62
211,2,3:27.0,,Dallas full timeout,54,62
212,2,3:27.0,,D. Harris enters the game for C. Villanueva,54,62
213,2,3:27.0,,D. Nowitzki enters the game for J. Barea,54,62
214,2,3:18.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by M. Ellis),54,65
215,2,2:56.0,T. Ariza makes 2-pt layup from 1 ft,,56,65
216,2,2:40.0,,Turnover by A. Aminu (bad pass),56,65
217,2,2:29.0,,Violation by A. Aminu (kicked ball),56,65
218,2,2:18.0,Shooting foul by D. Nowitzki (drawn by T. Ariza),,56,65
219,2,2:18.0,T. Ariza misses free throw 1 of 2,,56,65
220,2,2:18.0,Offensive rebound by Team,,56,65
221,2,2:18.0,T. Ariza makes free throw 2 of 2,,57,65
222,2,1:55.0,,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Harris),57,68
223,2,1:47.0,Turnover by J. Smith (bad pass; steal by A. Aminu),,57,68
224,2,1:42.0,,M. Ellis makes 2-pt dunk at rim (assist by D. Nowitzki),57,70
225,2,1:13.0,J. Harden misses 2-pt jump shot from 14 ft,,57,70
226,2,1:13.0,Offensive rebound by D. Howard,,57,70
227,2,1:13.0,D. Howard makes 2-pt layup at rim,,59,70
228,2,1:13.0,Shooting foul by D. Nowitzki (drawn by D. Howard),,59,70
229,2,1:13.0,D. Howard misses free throw 1 of 1,,59,70
230,2,1:12.0,,Defensive rebound by D. Nowitzki,59,70
231,2,1:08.0,,Shooting foul by J. Terry (drawn by A. Aminu),59,70
232,2,1:08.0,,A. Aminu makes free throw 1 of 2,59,71
233,2,1:08.0,,A. Aminu makes free throw 2 of 2,59,72
234,2,0:59.0,J. Harden makes 2-pt jump shot from 3 ft,,61,72
235,2,0:43.0,,M. Ellis misses 2-pt jump shot from 6 ft,61,72
236,2,0:43.0,,Offensive rebound by Team,61,72
237,2,0:43.0,Loose ball foul by D. Howard (drawn by T. Chandler),,61,72
238,2,0:43.0,,T. Chandler misses free throw 1 of 2,61,72
239,2,0:43.0,,Offensive rebound by Team,61,72
240,2,0:43.0,,R. Jefferson enters the game for D. Nowitzki,61,72
241,2,0:43.0,,T. Chandler misses free throw 2 of 2,61,72
242,2,0:42.0,Defensive rebound by D. Howard,,61,72
243,2,0:34.0,J. Smith makes 2-pt dunk at rim (assist by J. Harden),,63,72
244,2,0:14.0,,M. Ellis misses 2-pt jump shot from 19 ft,63,72
245,2,0:13.0,Defensive rebound by D. Howard,,63,72
246,2,0:06.0,J. Harden makes 2-pt jump shot from 10 ft,,65,72
247,2,0:01.0,,D. Harris misses 3-pt jump shot from 26 ft,65,72
248,2,0:00.0,,Offensive rebound by Team,65,72
249,3,11:40.0,,R. Jefferson misses 3-pt jump shot from 23 ft,65,72
250,3,11:39.0,,Offensive rebound by T. Chandler,65,72
251,3,11:28.0,,D. Nowitzki misses 2-pt jump shot from 11 ft,65,72
252,3,11:27.0,Defensive rebound by J. Harden,,65,72
253,3,11:21.0,J. Terry misses 2-pt jump shot from 19 ft,,65,72
254,3,11:20.0,,Defensive rebound by D. Nowitzki,65,72
255,3,11:02.0,,R. Felton misses 2-pt jump shot from 19 ft,65,72
256,3,11:01.0,Defensive rebound by D. Howard,,65,72
257,3,10:53.0,T. Ariza misses 2-pt jump shot from 21 ft,,65,72
258,3,10:52.0,,Defensive rebound by T. Chandler,65,72
259,3,10:46.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by M. Ellis),65,74
260,3,10:26.0,T. Jones misses 2-pt jump shot from 5 ft (block by D. Nowitzki),,65,74
261,3,10:26.0,Offensive rebound by Team,,65,74
262,3,10:19.0,,Violation by R. Jefferson (kicked ball),65,74
263,3,10:07.0,T. Jones misses 2-pt hook shot from 6 ft,,65,74
264,3,10:05.0,Offensive rebound by D. Howard,,65,74
265,3,9:53.0,J. Terry misses 3-pt jump shot from 23 ft,,65,74
266,3,9:52.0,,Defensive rebound by R. Jefferson,65,74
267,3,9:47.0,,M. Ellis misses 2-pt jump shot from 18 ft,65,74
268,3,9:46.0,Defensive rebound by J. Harden,,65,74
269,3,9:29.0,T. Jones misses 2-pt hook shot from 5 ft,,65,74
270,3,9:28.0,Offensive rebound by T. Jones,,65,74
271,3,9:22.0,J. Harden makes 3-pt jump shot from 26 ft (assist by J. Terry),,68,74
272,3,9:12.0,,Personal foul by J. Terry (drawn by R. Jefferson),68,74
273,3,9:01.0,,R. Jefferson misses 2-pt jump shot from 5 ft (block by D. Howard),68,74
274,3,8:59.0,Defensive rebound by T. Jones,,68,74
275,3,8:58.0,Shooting foul by M. Ellis (drawn by J. Harden),,68,74
276,3,8:58.0,J. Harden makes free throw 1 of 2,,69,74
277,3,8:58.0,J. Harden makes free throw 2 of 2,,70,74
278,3,8:38.0,,D. Nowitzki makes 2-pt jump shot from 9 ft,70,76
279,3,8:25.0,J. Harden makes 2-pt jump shot from 12 ft,,72,76
280,3,8:00.0,,R. Jefferson misses 2-pt jump shot from 21 ft,72,76
281,3,7:59.0,Defensive rebound by D. Howard,,72,76
282,3,7:58.0,Personal take foul by R. Jefferson (drawn by J. Harden),,72,76
283,3,7:58.0,,D. Harris enters the game for R. Jefferson,72,76
284,3,7:58.0,,A. Aminu enters the game for R. Felton,72,76
285,3,7:43.0,T. Ariza makes 2-pt dunk at rim,,74,76
286,3,7:24.0,,M. Ellis misses 2-pt jump shot from 18 ft,74,76
287,3,7:23.0,Defensive rebound by J. Harden,,74,76
288,3,7:18.0,T. Ariza misses 2-pt jump shot from 5 ft (block by T. Chandler),,74,76
289,3,7:18.0,Offensive rebound by Team,,74,76
290,3,7:13.0,J. Harden makes 3-pt jump shot from 25 ft,,77,76
291,3,7:10.0,,Dallas full timeout,77,76
292,3,6:57.0,,Shooting foul by T. Jones (drawn by D. Nowitzki),77,76
293,3,6:57.0,,D. Nowitzki makes free throw 1 of 2,77,77
294,3,6:57.0,,D. Nowitzki makes free throw 2 of 2,77,78
295,3,6:41.0,J. Terry makes 2-pt jump shot from 16 ft,,79,78
296,3,6:31.0,,Personal foul by D. Howard (drawn by T. Chandler),79,78
297,3,6:26.0,,Personal foul by T. Ariza (drawn by M. Ellis),79,78
298,3,6:16.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,79,78
299,3,6:15.0,Defensive rebound by D. Howard,,79,78
300,3,6:05.0,J. Harden makes 2-pt jump shot from 20 ft,,81,78
301,3,5:53.0,,M. Ellis makes 2-pt layup from 2 ft,81,80
302,3,5:39.0,J. Harden misses 2-pt jump shot from 11 ft,,81,80
303,3,5:38.0,,Defensive rebound by D. Nowitzki,81,80
304,3,5:30.0,,A. Aminu makes 2-pt layup at rim (assist by M. Ellis),81,82
305,3,5:09.0,Shooting foul by M. Ellis (drawn by J. Harden),,81,82
306,3,5:09.0,J. Harden makes free throw 1 of 2,,82,82
307,3,5:09.0,J. Smith enters the game for T. Ariza,,82,82
308,3,5:09.0,C. Brewer enters the game for T. Jones,,82,82
309,3,5:09.0,J. Harden makes free throw 2 of 2,,83,82
310,3,4:58.0,,D. Harris misses 2-pt jump shot from 7 ft,83,82
311,3,4:57.0,Defensive rebound by J. Harden,,83,82
312,3,4:51.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by J. Terry),,86,82
313,3,4:50.0,,Dallas full timeout,86,82
314,3,4:50.0,,C. Villanueva enters the game for D. Nowitzki,86,82
315,3,4:34.0,,C. Villanueva misses 3-pt jump shot from 25 ft,86,82
316,3,4:32.0,Defensive rebound by C. Brewer,,86,82
317,3,4:25.0,J. Smith makes 2-pt hook shot from 1 ft (assist by J. Harden),,88,82
318,3,4:10.0,,Personal foul by C. Brewer (drawn by D. Harris),88,82
319,3,4:10.0,,D. Harris makes free throw 1 of 2,88,83
320,3,4:10.0,C. Capela enters the game for D. Howard,,88,83
321,3,4:10.0,,D. Harris makes free throw 2 of 2,88,84
322,3,3:56.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by J. Harden),,91,84
323,3,3:35.0,,M. Ellis makes 2-pt jump shot from 20 ft,91,86
324,3,3:13.0,Turnover by J. Harden (bad pass; steal by M. Ellis),,91,86
325,3,3:06.0,,A. Aminu makes 2-pt dunk at rim (assist by M. Ellis),91,88
326,3,2:51.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,93,88
327,3,2:51.0,Shooting foul by T. Chandler (drawn by C. Capela),,93,88
328,3,2:51.0,Houston full timeout,,93,88
329,3,2:51.0,,A. Stoudemire enters the game for T. Chandler,93,88
330,3,2:51.0,,J. Barea enters the game for D. Harris,93,88
331,3,2:51.0,P. Prigioni enters the game for J. Terry,,93,88
332,3,2:51.0,C. Capela makes free throw 1 of 1,,94,88
333,3,2:37.0,,Turnover by M. Ellis (lost ball; steal by P. Prigioni),94,88
334,3,2:22.0,J. Smith misses 2-pt jump shot from 17 ft,,94,88
335,3,2:21.0,Offensive rebound by Team,,94,88
336,3,2:11.0,J. Harden misses 2-pt jump shot from 14 ft,,94,88
337,3,2:10.0,Offensive rebound by P. Prigioni,,94,88
338,3,2:07.0,J. Smith makes 3-pt jump shot from 24 ft (assist by P. Prigioni),,97,88
339,3,1:52.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by C. Villanueva),97,91
340,3,1:33.0,J. Harden makes 2-pt jump shot from 4 ft,,99,91
341,3,1:27.0,,Personal foul by P. Prigioni (drawn by J. Barea),99,91
342,3,1:27.0,,J. Barea makes free throw 1 of 2,99,92
343,3,1:27.0,,D. Nowitzki enters the game for C. Villanueva,99,92
344,3,1:27.0,,J. Barea makes free throw 2 of 2,99,93
345,3,1:09.0,J. Harden misses 2-pt layup from 2 ft (block by A. Aminu),,99,93
346,3,1:07.0,,Defensive rebound by A. Aminu,99,93
347,3,1:00.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by M. Ellis),99,95
348,3,0:51.0,C. Brewer makes 2-pt layup from 1 ft (assist by J. Smith),,101,95
349,3,0:33.0,,A. Aminu misses 3-pt jump shot from 23 ft,101,95
350,3,0:32.0,,Offensive rebound by A. Stoudemire,101,95
351,3,0:20.0,,A. Stoudemire makes 2-pt hook shot from 7 ft,101,97
352,3,0:03.0,J. Harden misses 3-pt jump shot from 25 ft,,101,97
353,3,0:02.0,,Defensive rebound by A. Aminu,101,97
354,3,0:02.0,Loose ball foul by C. Capela (drawn by A. Aminu),,101,97
355,3,0:02.0,,A. Aminu makes free throw 1 of 2,101,98
356,3,0:02.0,,R. Jefferson enters the game for D. Nowitzki,101,98
357,3,0:02.0,,A. Aminu makes free throw 2 of 2,101,99
358,3,0:00.0,C. Brewer misses 3-pt jump shot from 51 ft,,101,99
359,3,0:00.0,Offensive rebound by Team,,101,99
360,4,11:47.0,Personal foul by D. Harris (drawn by D. Howard),,101,99
361,4,11:38.0,J. Smith misses 3-pt jump shot from 24 ft,,101,99
362,4,11:38.0,Offensive rebound by D. Howard,,101,99
363,4,11:32.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by D. Howard),,104,99
364,4,11:10.0,,Turnover by A. Stoudemire (lost ball; steal by D. Howard),104,99
365,4,11:08.0,Personal foul by J. Barea (drawn by D. Howard),,104,99
366,4,10:51.0,Turnover by D. Howard (lost ball; steal by J. Barea),,104,99
367,4,10:51.0,,Personal foul by P. Prigioni (drawn by J. Barea),104,99
368,4,10:36.0,,D. Nowitzki misses 2-pt jump shot from 5 ft,104,99
369,4,10:35.0,Defensive rebound by J. Smith,,104,99
370,4,10:30.0,C. Brewer makes 2-pt layup from 2 ft,,106,99
371,4,10:16.0,,Shooting block foul by C. Brewer (drawn by D. Nowitzki),106,99
372,4,10:16.0,,D. Nowitzki makes free throw 1 of 2,106,100
373,4,10:16.0,,D. Nowitzki makes free throw 2 of 2,106,101
374,4,10:01.0,Personal block foul by A. Stoudemire (drawn by D. Howard),,106,101
375,4,9:52.0,D. Howard misses 2-pt jump shot from 2 ft,,106,101
376,4,9:51.0,Offensive rebound by D. Howard,,106,101
377,4,9:38.0,Personal foul by J. Barea (drawn by J. Smith),,106,101
378,4,9:28.0,J. Smith misses 3-pt jump shot from 25 ft,,106,101
379,4,9:27.0,,Defensive rebound by J. Barea,106,101
380,4,9:15.0,,D. Harris misses 3-pt jump shot from 24 ft,106,101
381,4,9:15.0,,Offensive rebound by D. Nowitzki,106,101
382,4,9:15.0,Loose ball foul by T. Ariza (drawn by D. Nowitzki),,106,101
383,4,9:05.0,,A. Stoudemire misses 2-pt jump shot from 11 ft,106,101
