,QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW YORK_ACTION,DETROIT_SCORE,NEW YORK_SCORE
0,1,11:37.0,A. Drummond makes 2-pt layup from 1 ft,,2,0
1,1,11:22.0,,L. Thomas misses 3-pt jump shot from 24 ft,2,0
2,1,11:21.0,,Offensive rebound by Team,2,0
3,1,11:18.0,,L. Galloway makes 2-pt jump shot from 19 ft (assist by L. Thomas),2,2
4,1,10:59.0,C. Butler makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,5,2
5,1,10:44.0,,L. Thomas makes 2-pt jump shot from 12 ft,5,4
6,1,10:26.0,C. Butler misses 3-pt jump shot from 24 ft,,5,4
7,1,10:25.0,,Defensive rebound by J. Smith,5,4
8,1,10:19.0,,T. Hardaway misses 3-pt jump shot from 23 ft,5,4
9,1,10:18.0,Defensive rebound by A. Drummond,,5,4
10,1,10:01.0,G. Monroe misses 2-pt jump shot from 16 ft,,5,4
11,1,10:00.0,,Defensive rebound by C. Aldrich,5,4
12,1,9:57.0,,Turnover by C. Aldrich (bad pass; steal by A. Drummond),5,4
13,1,9:52.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,7,4
14,1,9:35.0,,J. Smith misses 2-pt jump shot from 8 ft,7,4
15,1,9:34.0,Defensive rebound by K. Caldwell-Pope,,7,4
16,1,9:21.0,A. Drummond misses 2-pt layup from 2 ft,,7,4
17,1,9:20.0,Offensive rebound by A. Drummond,,7,4
18,1,9:20.0,A. Drummond misses 2-pt tip-in from 2 ft,,7,4
19,1,9:19.0,Offensive rebound by A. Drummond,,7,4
20,1,9:19.0,A. Drummond makes 2-pt tip-in from 2 ft,,9,4
21,1,9:00.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by L. Galloway),9,6
22,1,8:41.0,A. Drummond misses 2-pt jump shot from 5 ft (block by C. Aldrich),,9,6
23,1,8:40.0,,Defensive rebound by C. Aldrich,9,6
24,1,8:35.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by L. Galloway),9,9
25,1,8:15.0,R. Jackson misses 2-pt jump shot from 14 ft,,9,9
