,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MIAMI_ACTION,PHILADELPHIA_SCORE,MIAMI_SCORE
48,1,6:31.0,,H. Walker enters the game for U. Haslem,11,12
49,1,6:14.0,,Violation by L. Deng (kicked ball),11,12
50,1,6:09.0,R. Covington misses 2-pt jump shot from 1 ft,,11,12
51,1,6:08.0,Offensive rebound by R. Covington,,11,12
52,1,6:07.0,R. Covington misses 2-pt jump shot from 2 ft,,11,12
53,1,6:06.0,,Defensive rebound by Team,11,12
54,1,6:05.0,Loose ball foul by R. Covington (drawn by H. Whiteside),,11,12
55,1,5:51.0,,G. Dragić misses 2-pt jump shot from 12 ft,11,12
56,1,5:50.0,Defensive rebound by L. Mbah a Moute,,11,12
57,1,5:32.0,N. Noel makes 2-pt jump shot from 19 ft (assist by H. Sims),,13,12
58,1,5:16.0,,G. Dragić makes 2-pt layup from 2 ft,13,14
59,1,4:54.0,Shooting foul by H. Walker (drawn by H. Sims),,13,14
60,1,4:54.0,H. Sims makes free throw 1 of 2,,14,14
61,1,4:54.0,H. Sims makes free throw 2 of 2,,15,14
62,1,4:41.0,,H. Walker makes 3-pt jump shot from 25 ft (assist by G. Dragić),15,17
63,1,4:34.0,I. Canaan makes 3-pt jump shot from 24 ft,,18,17
64,1,4:21.0,,H. Walker makes 3-pt jump shot from 24 ft (assist by D. Wade),18,20
65,1,4:09.0,Turnover by H. Sims (bad pass),,18,20
66,1,4:09.0,H. Thompson enters the game for H. Sims,,18,20
67,1,4:09.0,,M. Chalmers enters the game for D. Wade,18,20
68,1,3:49.0,,Turnover by L. Deng (bad pass; steal by R. Covington),18,20
69,1,3:43.0,N. Noel misses 2-pt layup at rim,,18,20
70,1,3:42.0,,Defensive rebound by H. Walker,18,20
71,1,3:38.0,,Turnover by G. Dragić (bad pass; steal by R. Covington),18,20
72,1,3:32.0,H. Thompson makes 2-pt jump shot from 21 ft (assist by R. Covington),,20,20
73,1,3:32.0,,Miami full timeout,20,20
74,1,3:32.0,J. Sampson enters the game for L. Mbah a Moute,,20,20
75,1,3:32.0,,C. Andersen enters the game for H. Whiteside,20,20
76,1,3:16.0,,M. Chalmers makes 2-pt layup from 1 ft,20,22
77,1,3:16.0,,Shooting foul by I. Canaan (drawn by M. Chalmers),20,22
78,1,3:16.0,T. Frazier enters the game for I. Canaan,,20,22
79,1,3:16.0,J. McGee enters the game for N. Noel,,20,22
80,1,3:16.0,,M. Chalmers misses free throw 1 of 1,20,22
81,1,3:15.0,Defensive rebound by J. McGee,,20,22
82,1,3:03.0,R. Covington makes 2-pt layup from 1 ft (assist by J. McGee),,22,22
83,1,3:03.0,Shooting foul by M. Chalmers (drawn by R. Covington),,22,22
84,1,3:03.0,R. Covington misses free throw 1 of 1,,22,22
85,1,3:01.0,,Defensive rebound by Team,22,22
86,1,2:46.0,,G. Dragić makes 2-pt layup at rim,22,24
87,1,2:34.0,J. McGee makes 2-pt dunk at rim (assist by H. Thompson),,24,24
88,1,2:18.0,,G. Dragić misses 3-pt jump shot from 25 ft,24,24
89,1,2:17.0,,Offensive rebound by M. Chalmers,24,24
90,1,2:13.0,,Turnover by M. Chalmers (bad pass; steal by T. Frazier),24,24
91,1,2:09.0,R. Covington misses 3-pt jump shot from 25 ft,,24,24
92,1,2:08.0,,Defensive rebound by Team,24,24
93,1,2:08.0,I. Smith enters the game for R. Covington,,24,24
94,1,1:57.0,,C. Andersen makes 2-pt dunk at rim (assist by G. Dragić),24,26
95,1,1:49.0,J. Sampson misses 2-pt layup from 1 ft (block by C. Andersen),,24,26
96,1,1:48.0,,Defensive rebound by C. Andersen,24,26
97,1,1:43.0,,L. Deng makes 2-pt layup from 1 ft (assist by G. Dragić),24,28
98,1,1:23.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. Frazier),,27,28
99,1,1:11.0,,G. Dragić makes 2-pt layup from 1 ft (assist by M. Chalmers),27,30
100,1,1:00.0,,J. Ennis enters the game for G. Dragić,27,30
101,1,1:00.0,,S. Napier enters the game for L. Deng,27,30
102,1,0:55.0,J. McGee makes 2-pt dunk at rim (assist by T. Frazier),,29,30
103,1,0:43.0,,Turnover by J. Ennis (bad pass; steal by I. Smith),29,30
104,1,0:40.0,Shooting foul by M. Chalmers (drawn by I. Smith),,29,30
105,1,0:40.0,I. Smith misses free throw 1 of 2,,29,30
106,1,0:40.0,Offensive rebound by Team,,29,30
107,1,0:40.0,I. Smith misses free throw 2 of 2,,29,30
108,1,0:39.0,,Defensive rebound by C. Andersen,29,30
109,1,0:23.0,,H. Walker makes 2-pt dunk at rim,29,32
110,1,0:04.0,I. Smith misses 2-pt jump shot from 4 ft,,29,32
111,1,0:02.0,Offensive rebound by J. McGee,,29,32
112,1,0:01.0,J. McGee makes 2-pt tip-in at rim,,31,32
113,1,0:01.0,,Turnover by H. Walker (bad pass; steal by H. Thompson),31,32
114,1,0:00.0,H. Thompson misses 3-pt jump shot from 26 ft,,31,32
115,1,0:00.0,,Defensive rebound by Team,31,32
116,2,11:43.0,I. Smith makes 2-pt layup from 1 ft,,33,32
117,2,11:18.0,,M. Chalmers misses 2-pt jump shot from 12 ft (block by J. Sampson),33,32
118,2,11:17.0,Defensive rebound by Team,,33,32
119,2,11:05.0,J. McGee misses 2-pt jump shot from 11 ft,,33,32
120,2,11:04.0,Offensive rebound by J. Sampson,,33,32
121,2,10:53.0,H. Thompson makes 3-pt jump shot from 23 ft (assist by T. Frazier),,36,32
122,2,10:44.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by S. Napier),36,35
123,2,10:24.0,Turnover by I. Smith (bad pass; steal by C. Andersen),,36,35
124,2,10:10.0,,H. Walker makes 3-pt jump shot from 24 ft (assist by J. Ennis),36,38
125,2,10:00.0,,Offensive charge foul by I. Smith (drawn by H. Walker),36,38
126,2,10:00.0,Turnover by I. Smith (offensive foul),,36,38
127,2,10:00.0,N. Noel enters the game for J. McGee,,36,38
128,2,9:45.0,,J. Ennis misses 2-pt jump shot from 5 ft,36,38
129,2,9:44.0,,Offensive rebound by C. Andersen,36,38
130,2,9:34.0,,S. Napier misses 2-pt layup from 2 ft,36,38
131,2,9:33.0,Defensive rebound by H. Thompson,,36,38
132,2,9:23.0,Shooting foul by C. Andersen (drawn by N. Noel),,36,38
133,2,9:23.0,N. Noel makes free throw 1 of 2,,37,38
134,2,9:23.0,N. Noel makes free throw 2 of 2,,38,38
135,2,9:12.0,,M. Chalmers misses 2-pt jump shot from 3 ft (block by N. Noel),38,38
136,2,9:11.0,Defensive rebound by I. Smith,,38,38
137,2,9:05.0,J. Sampson misses 2-pt layup from 1 ft (block by J. Ennis),,38,38
138,2,9:04.0,,Defensive rebound by S. Napier,38,38
139,2,8:59.0,,M. Chalmers makes 2-pt layup from 1 ft (assist by S. Napier),38,40
140,2,8:54.0,Philadelphia full timeout,,38,40
141,2,8:38.0,J. Sampson misses 2-pt jump shot from 8 ft,,38,40
142,2,8:37.0,,Defensive rebound by C. Andersen,38,40
143,2,8:29.0,,J. Ennis misses 3-pt jump shot from 23 ft,38,40
144,2,8:28.0,Defensive rebound by J. Sampson,,38,40
145,2,8:18.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by J. Sampson),,41,40
146,2,7:58.0,,Personal foul by I. Smith (drawn by J. Ennis),41,40
147,2,7:58.0,I. Canaan enters the game for I. Smith,,41,40
148,2,7:58.0,L. Mbah a Moute enters the game for T. Frazier,,41,40
149,2,7:58.0,R. Covington enters the game for H. Thompson,,41,40
150,2,7:44.0,,H. Walker misses 3-pt jump shot from 24 ft,41,40
151,2,7:43.0,,Offensive rebound by Team,41,40
152,2,7:43.0,,Turnover by Team (shot clock),41,40
153,2,7:22.0,J. Sampson makes 2-pt layup from 1 ft (assist by N. Noel),,43,40
154,2,7:13.0,,Miami full timeout,43,40
155,2,7:13.0,,G. Dragić enters the game for H. Walker,43,40
156,2,7:13.0,,L. Deng enters the game for M. Chalmers,43,40
157,2,7:13.0,,D. Wade enters the game for C. Andersen,43,40
158,2,7:13.0,,H. Whiteside enters the game for J. Ennis,43,40
159,2,6:58.0,,Shooting foul by R. Covington (drawn by D. Wade),43,40
160,2,6:58.0,,D. Wade makes free throw 1 of 2,43,41
161,2,6:58.0,,D. Wade makes free throw 2 of 2,43,42
162,2,6:49.0,Shooting foul by H. Whiteside (drawn by N. Noel),,43,42
163,2,6:49.0,N. Noel misses free throw 1 of 2,,43,42
164,2,6:49.0,Offensive rebound by Team,,43,42
165,2,6:49.0,N. Noel makes free throw 2 of 2,,44,42
166,2,6:32.0,,D. Wade misses 2-pt jump shot from 12 ft,44,42
167,2,6:31.0,Defensive rebound by N. Noel,,44,42
168,2,6:20.0,I. Canaan makes 3-pt jump shot from 24 ft,,47,42
169,2,6:05.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),47,44
170,2,5:42.0,N. Noel makes 2-pt jump shot from 14 ft (assist by J. Sampson),,49,44
171,2,5:22.0,,L. Deng makes 2-pt hook shot from 5 ft (assist by D. Wade),49,46
172,2,4:54.0,J. Sampson misses 3-pt jump shot from 24 ft,,49,46
173,2,4:53.0,,Defensive rebound by L. Deng,49,46
174,2,4:48.0,Offensive charge foul by D. Wade (drawn by J. Sampson),,49,46
175,2,4:48.0,,Turnover by D. Wade (offensive foul),49,46
176,2,4:48.0,H. Thompson enters the game for J. Sampson,,49,46
177,2,4:48.0,,H. Walker enters the game for S. Napier,49,46
178,2,4:31.0,H. Thompson misses 3-pt jump shot from 23 ft,,49,46
179,2,4:30.0,Offensive rebound by R. Covington,,49,46
180,2,4:29.0,R. Covington makes 2-pt layup at rim,,51,46
181,2,4:17.0,,L. Deng makes 3-pt jump shot from 25 ft (assist by D. Wade),51,49
182,2,4:03.0,N. Noel makes 2-pt jump shot from 12 ft (assist by I. Canaan),,53,49
183,2,3:46.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by G. Dragić),53,51
184,2,3:32.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,53,51
185,2,3:31.0,,Defensive rebound by L. Deng,53,51
186,2,3:27.0,,D. Wade makes 2-pt layup at rim (assist by G. Dragić),53,53
187,2,3:08.0,I. Canaan misses 3-pt jump shot from 25 ft,,53,53
188,2,3:07.0,,Defensive rebound by D. Wade,53,53
189,2,3:03.0,,Turnover by D. Wade (bad pass),53,53
190,2,2:50.0,Official timeout,,53,53
191,2,2:50.0,H. Sims enters the game for N. Noel,,53,53
192,2,2:40.0,Turnover by H. Thompson (bad pass; steal by D. Wade),,53,53
193,2,2:36.0,,D. Wade makes 2-pt layup from 1 ft,53,55
194,2,2:11.0,R. Covington makes 3-pt jump shot from 25 ft (assist by I. Canaan),,56,55
195,2,1:47.0,,G. Dragić makes 2-pt jump shot from 16 ft,56,57
196,2,1:19.0,I. Canaan misses 3-pt jump shot from 24 ft,,56,57
197,2,1:18.0,,Defensive rebound by H. Whiteside,56,57
198,2,1:02.0,,Shooting foul by H. Thompson (drawn by H. Whiteside),56,57
199,2,1:02.0,,H. Whiteside makes free throw 1 of 2,56,58
200,2,1:02.0,,H. Whiteside makes free throw 2 of 2,56,59
201,2,0:44.0,H. Sims makes 2-pt hook shot from 9 ft,,58,59
202,2,0:32.0,,D. Wade makes 2-pt jump shot from 5 ft (assist by G. Dragić),58,61
203,2,0:30.0,Philadelphia full timeout,,58,61
204,2,0:30.0,,U. Haslem enters the game for H. Walker,58,61
205,2,0:06.0,I. Canaan makes 2-pt jump shot from 22 ft,,60,61
206,2,0:01.0,,D. Wade misses 3-pt jump shot from 24 ft,60,61
207,2,0:00.0,,Offensive rebound by Team,60,61
208,3,11:41.0,H. Sims makes 2-pt jump shot from 17 ft (assist by N. Noel),,62,61
209,3,11:15.0,,H. Whiteside misses 2-pt jump shot from 3 ft (block by L. Mbah a Moute),62,61
210,3,11:14.0,Defensive rebound by H. Sims,,62,61
211,3,11:10.0,,Violation by H. Whiteside (def goaltending),62,61
212,3,11:10.0,R. Covington makes 2-pt layup from 2 ft (assist by I. Canaan),,64,61
213,3,10:51.0,,U. Haslem misses 2-pt jump shot from 7 ft,64,61
214,3,10:50.0,Defensive rebound by L. Mbah a Moute,,64,61
215,3,10:32.0,R. Covington makes 3-pt jump shot from 24 ft (assist by L. Mbah a Moute),,67,61
216,3,10:16.0,,D. Wade misses 2-pt jump shot from 16 ft,67,61
217,3,10:15.0,,Offensive rebound by G. Dragić,67,61
218,3,10:08.0,,D. Wade misses 2-pt layup from 1 ft (block by H. Sims),67,61
219,3,10:07.0,,Offensive rebound by H. Whiteside,67,61
220,3,10:07.0,,Shooting foul by N. Noel (drawn by H. Whiteside),67,61
221,3,10:07.0,,H. Whiteside misses free throw 1 of 2,67,61
222,3,10:07.0,,Offensive rebound by Team,67,61
223,3,10:07.0,,H. Whiteside misses free throw 2 of 2,67,61
224,3,10:06.0,Defensive rebound by N. Noel,,67,61
225,3,10:00.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,67,61
226,3,9:59.0,,Defensive rebound by U. Haslem,67,61
227,3,9:36.0,,G. Dragić misses 2-pt jump shot from 14 ft,67,61
228,3,9:35.0,,Offensive rebound by U. Haslem,67,61
229,3,9:19.0,,D. Wade misses 2-pt jump shot from 18 ft,67,61
230,3,9:18.0,Defensive rebound by L. Mbah a Moute,,67,61
231,3,9:04.0,R. Covington misses 3-pt jump shot from 23 ft,,67,61
232,3,9:03.0,,Defensive rebound by D. Wade,67,61
233,3,8:57.0,,G. Dragić makes 2-pt layup from 1 ft,67,63
234,3,8:48.0,N. Noel misses 2-pt layup from 1 ft,,67,63
235,3,8:47.0,,Defensive rebound by U. Haslem,67,63
236,3,8:45.0,Technical foul by Team,,67,63
237,3,8:45.0,,D. Wade misses technical free throw,67,63
238,3,8:45.0,,Offensive rebound by Team,67,63
239,3,8:38.0,,G. Dragić misses 2-pt jump shot from 9 ft (block by N. Noel),67,63
240,3,8:37.0,Defensive rebound by N. Noel,,67,63
241,3,8:37.0,Personal foul by G. Dragić (drawn by N. Noel),,67,63
242,3,8:15.0,Turnover by I. Canaan (bad pass),,67,63
243,3,7:51.0,,L. Deng makes 2-pt jump shot from 10 ft,67,65
244,3,7:31.0,I. Canaan misses 2-pt jump shot from 11 ft,,67,65
245,3,7:30.0,,Defensive rebound by U. Haslem,67,65
246,3,7:27.0,,Turnover by D. Wade (bad pass),67,65
247,3,7:02.0,L. Mbah a Moute misses 2-pt jump shot from 19 ft,,67,65
248,3,7:01.0,,Defensive rebound by H. Whiteside,67,65
249,3,6:58.0,,Shooting foul by R. Covington (drawn by G. Dragić),67,65
250,3,6:58.0,,G. Dragić misses free throw 1 of 2,67,65
251,3,6:58.0,,Offensive rebound by Team,67,65
252,3,6:58.0,J. McGee enters the game for N. Noel,,67,65
253,3,6:58.0,I. Smith enters the game for I. Canaan,,67,65
254,3,6:58.0,,G. Dragić makes free throw 2 of 2,67,66
255,3,6:44.0,R. Covington misses 2-pt layup from 2 ft,,67,66
256,3,6:43.0,,Defensive rebound by H. Whiteside,67,66
257,3,6:36.0,Violation by J. McGee (def goaltending),,67,66
258,3,6:36.0,,L. Deng makes 2-pt layup from 1 ft,67,68
259,3,6:24.0,L. Mbah a Moute misses 2-pt jump shot from 20 ft,,67,68
260,3,6:23.0,,Defensive rebound by H. Whiteside,67,68
261,3,6:17.0,,L. Deng makes 2-pt layup at rim (assist by G. Dragić),67,70
262,3,6:09.0,H. Sims makes 2-pt layup from 2 ft (assist by I. Smith),,69,70
263,3,6:09.0,Shooting foul by D. Wade (drawn by H. Sims),,69,70
264,3,6:09.0,H. Sims misses free throw 1 of 1,,69,70
265,3,6:08.0,,Defensive rebound by H. Whiteside,69,70
266,3,5:52.0,,U. Haslem misses 2-pt jump shot from 16 ft,69,70
267,3,5:51.0,Defensive rebound by R. Covington,,69,70
268,3,5:45.0,H. Sims makes 2-pt dunk at rim (assist by I. Smith),,71,70
269,3,5:15.0,,D. Wade makes 2-pt jump shot from 13 ft,71,72
270,3,5:08.0,L. Mbah a Moute misses 2-pt jump shot from 20 ft,,71,72
271,3,5:07.0,,Defensive rebound by H. Whiteside,71,72
272,3,4:58.0,,D. Wade makes 2-pt layup from 2 ft,71,74
273,3,4:49.0,Turnover by I. Smith (lost ball; steal by U. Haslem),,71,74
274,3,4:45.0,,Shooting foul by H. Sims (drawn by D. Wade),71,74
275,3,4:45.0,,Miami full timeout,71,74
276,3,4:45.0,H. Thompson enters the game for H. Sims,,71,74
277,3,4:45.0,J. Sampson enters the game for R. Covington,,71,74
278,3,4:45.0,,H. Walker enters the game for U. Haslem,71,74
279,3,4:45.0,,D. Wade makes free throw 1 of 2,71,75
280,3,4:45.0,,D. Wade makes free throw 2 of 2,71,76
281,3,4:34.0,J. Sampson makes 2-pt layup from 2 ft,,73,76
282,3,4:17.0,,Turnover by G. Dragić (bad pass; steal by I. Smith),73,76
283,3,4:15.0,Turnover by I. Smith (bad pass; steal by G. Dragić),,73,76
284,3,4:06.0,,L. Deng misses 3-pt jump shot from 25 ft,73,76
285,3,4:05.0,Defensive rebound by J. Sampson,,73,76
286,3,3:56.0,J. McGee misses 2-pt jump shot from 13 ft,,73,76
287,3,3:55.0,,Defensive rebound by Team,73,76
288,3,3:55.0,,M. Chalmers enters the game for D. Wade,73,76
289,3,3:43.0,,H. Whiteside makes 2-pt jump shot from 15 ft (assist by G. Dragić),73,78
290,3,3:21.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,73,78
291,3,3:20.0,,Defensive rebound by H. Whiteside,73,78
292,3,3:13.0,,G. Dragić misses 3-pt jump shot from 25 ft,73,78
293,3,3:12.0,Defensive rebound by Team,,73,78
294,3,3:12.0,,Loose ball foul by L. Deng (drawn by I. Smith),73,78
295,3,2:50.0,L. Mbah a Moute misses 2-pt jump shot from 16 ft,,73,78
296,3,2:49.0,,Defensive rebound by H. Whiteside,73,78
297,3,2:43.0,T. Frazier enters the game for L. Mbah a Moute,,73,78
298,3,2:43.0,,J. Ennis enters the game for H. Walker,73,78
299,3,2:31.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by M. Chalmers),73,81
300,3,2:13.0,I. Smith makes 2-pt dunk at rim,,75,81
301,3,1:56.0,,G. Dragić makes 2-pt jump shot from 16 ft,75,83
302,3,1:44.0,I. Smith misses 3-pt jump shot from 24 ft,,75,83
303,3,1:43.0,,Defensive rebound by H. Whiteside,75,83
304,3,1:31.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by L. Deng),75,86
305,3,1:15.0,,Violation by G. Dragić (kicked ball),75,86
306,3,1:15.0,Philadelphia full timeout,,75,86
307,3,1:06.0,H. Thompson makes 3-pt jump shot from 23 ft (assist by I. Smith),,78,86
308,3,0:49.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by M. Chalmers),78,89
309,3,0:39.0,Shooting foul by G. Dragić (drawn by T. Frazier),,78,89
310,3,0:39.0,T. Frazier misses free throw 1 of 2,,78,89
311,3,0:39.0,Offensive rebound by Team,,78,89
312,3,0:39.0,T. Frazier misses free throw 2 of 2,,78,89
313,3,0:39.0,,Defensive rebound by L. Deng,78,89
314,3,0:22.0,,H. Whiteside misses 2-pt hook shot from 2 ft,78,89
315,3,0:21.0,Defensive rebound by J. Sampson,,78,89
316,3,0:20.0,Shooting foul by M. Chalmers (drawn by J. Sampson),,78,89
317,3,0:20.0,J. Sampson misses free throw 1 of 2,,78,89
318,3,0:20.0,Offensive rebound by Team,,78,89
319,3,0:20.0,L. Mbah a Moute enters the game for J. McGee,,78,89
320,3,0:20.0,J. Sampson makes free throw 2 of 2,,79,89
321,3,0:03.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by M. Chalmers),79,91
322,4,11:41.0,,J. Ennis misses 2-pt jump shot from 18 ft,79,91
323,4,11:40.0,,Offensive rebound by C. Andersen,79,91
324,4,11:39.0,,C. Andersen makes 2-pt tip-in at rim,79,93
325,4,11:27.0,H. Thompson misses 3-pt jump shot from 23 ft,,79,93
326,4,11:26.0,Offensive rebound by I. Canaan,,79,93
327,4,11:17.0,I. Smith misses 2-pt jump shot from 5 ft,,79,93
328,4,11:16.0,Offensive rebound by I. Smith,,79,93
329,4,11:15.0,I. Smith makes 2-pt jump shot from 5 ft,,81,93
330,4,10:56.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by J. Ennis),81,96
331,4,10:45.0,Shooting foul by J. Ennis (drawn by N. Noel),,81,96
332,4,10:45.0,N. Noel makes free throw 1 of 2,,82,96
333,4,10:45.0,J. Sampson enters the game for R. Covington,,82,96
334,4,10:45.0,N. Noel makes free throw 2 of 2,,83,96
335,4,10:45.0,,Personal foul by I. Smith (drawn by M. Chalmers),83,96
336,4,10:36.0,Violation by N. Noel (kicked ball),,83,96
337,4,10:31.0,,J. Ennis misses 3-pt jump shot from 23 ft,83,96
338,4,10:30.0,Defensive rebound by J. Sampson,,83,96
339,4,10:24.0,J. Sampson misses 2-pt layup from 2 ft (block by C. Andersen),,83,96
340,4,10:23.0,,Defensive rebound by S. Napier,83,96
341,4,10:03.0,,L. Deng makes 2-pt layup from 1 ft (assist by M. Chalmers),83,98
342,4,9:45.0,Turnover by H. Thompson (lost ball),,83,98
343,4,9:24.0,,L. Deng makes 2-pt jump shot from 16 ft (assist by M. Chalmers),83,100
344,4,9:24.0,Philadelphia full timeout,,83,100
345,4,9:24.0,,U. Haslem enters the game for L. Deng,83,100
346,4,9:24.0,R. Covington enters the game for I. Smith,,83,100
347,4,9:14.0,Turnover by J. Sampson (lost ball; steal by M. Chalmers),,83,100
348,4,9:07.0,,M. Chalmers misses 3-pt jump shot from 25 ft,83,100
349,4,9:06.0,,Offensive rebound by C. Andersen,83,100
350,4,9:06.0,,Shooting foul by R. Covington (drawn by C. Andersen),83,100
351,4,9:06.0,,C. Andersen makes free throw 1 of 2,83,101
352,4,9:06.0,,C. Andersen makes free throw 2 of 2,83,102
353,4,8:57.0,,Offensive charge foul by J. Sampson (drawn by C. Andersen),83,102
354,4,8:57.0,Turnover by J. Sampson (offensive foul),,83,102
355,4,8:41.0,,M. Chalmers makes 2-pt jump shot from 15 ft,83,104
356,4,8:32.0,I. Canaan makes 3-pt jump shot from 24 ft,,86,104
357,4,8:17.0,,Offensive foul by U. Haslem (drawn by I. Canaan),86,104
358,4,8:17.0,,Turnover by U. Haslem (offensive foul),86,104
359,4,7:59.0,Shooting foul by M. Chalmers (drawn by N. Noel),,86,104
360,4,7:59.0,N. Noel makes free throw 1 of 2,,87,104
361,4,7:59.0,N. Noel misses free throw 2 of 2,,87,104
362,4,7:58.0,,Defensive rebound by C. Andersen,87,104
363,4,7:50.0,,Turnover by S. Napier (bad pass),87,104
364,4,7:50.0,I. Smith enters the game for J. Sampson,,87,104
365,4,7:42.0,I. Canaan misses 3-pt jump shot from 25 ft,,87,104
366,4,7:41.0,,Defensive rebound by S. Napier,87,104
367,4,7:26.0,,M. Chalmers makes 3-pt jump shot from 23 ft,87,107
368,4,7:06.0,Turnover by I. Canaan (bad pass),,87,107
369,4,6:58.0,,Personal block foul by N. Noel (drawn by M. Chalmers),87,107
370,4,6:48.0,,C. Andersen misses 2-pt jump shot from 5 ft (block by N. Noel),87,107
371,4,6:47.0,,Offensive rebound by C. Andersen,87,107
372,4,6:42.0,,J. Ennis misses 2-pt jump shot from 22 ft,87,107
373,4,6:41.0,Defensive rebound by N. Noel,,87,107
374,4,6:30.0,R. Covington misses 3-pt jump shot from 23 ft,,87,107
375,4,6:29.0,Offensive rebound by Team,,87,107
376,4,6:27.0,Shooting foul by C. Andersen (drawn by N. Noel),,87,107
377,4,6:27.0,N. Noel makes free throw 1 of 2,,88,107
378,4,6:27.0,N. Noel makes free throw 2 of 2,,89,107
379,4,6:19.0,,Miami full timeout,89,107
380,4,6:19.0,,G. Dragić enters the game for S. Napier,89,107
381,4,6:19.0,L. Mbah a Moute enters the game for H. Thompson,,89,107
382,4,6:02.0,,G. Dragić makes 2-pt jump shot from 11 ft,89,109
383,4,5:43.0,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by I. Smith),,92,109
384,4,5:27.0,,Turnover by G. Dragić (step out of bounds),92,109
