,QUARTER,TIME_REMAINING,MIAMI_ACTION,CLEVELAND_ACTION,MIAMI_SCORE,CLEVELAND_SCORE
139,2,6:30.0,U. Haslem enters the game for C. Bosh,,30,54
140,2,6:15.0,,J. Smith misses 3-pt jump shot from 25 ft,30,54
141,2,6:14.0,Defensive rebound by L. Deng,,30,54
142,2,5:58.0,H. Whiteside makes 2-pt dunk at rim (assist by U. Haslem),,32,54
143,2,5:45.0,,K. Irving misses 3-pt jump shot from 24 ft,32,54
144,2,5:44.0,Defensive rebound by H. Whiteside,,32,54
145,2,5:30.0,H. Whiteside makes 2-pt hook shot from 7 ft,,34,54
146,2,5:21.0,,Cleveland full timeout,34,54
147,2,5:21.0,S. Napier enters the game for T. Johnson,,34,54
148,2,5:07.0,,T. Mozgov makes 2-pt dunk at rim (assist by J. Smith),34,56
149,2,4:55.0,,Violation by M. Dellavedova (kicked ball),34,56
150,2,4:55.0,,T. Thompson enters the game for K. Love,34,56
151,2,4:55.0,,L. James enters the game for M. Dellavedova,34,56
152,2,4:41.0,H. Whiteside misses 2-pt jump shot from 10 ft,,34,56
153,2,4:38.0,Offensive rebound by U. Haslem,,34,56
154,2,4:34.0,M. Chalmers misses 2-pt layup from 2 ft,,34,56
155,2,4:32.0,,Defensive rebound by T. Thompson,34,56
156,2,4:22.0,,L. James misses 3-pt jump shot from 27 ft,34,56
157,2,4:21.0,Defensive rebound by H. Whiteside,,34,56
158,2,4:12.0,U. Haslem misses 2-pt jump shot from 20 ft,,34,56
159,2,4:11.0,Offensive rebound by Team,,34,56
160,2,4:11.0,,Loose ball foul by T. Mozgov (drawn by H. Whiteside),34,56
161,2,4:11.0,H. Whiteside makes free throw 1 of 2,,35,56
162,2,4:11.0,H. Whiteside misses free throw 2 of 2,,35,56
163,2,4:10.0,,Defensive rebound by T. Thompson,35,56
164,2,3:54.0,,Turnover by L. James (bad pass; steal by H. Whiteside),35,56
165,2,3:50.0,Shooting foul by K. Irving (drawn by U. Haslem),,35,56
166,2,3:50.0,U. Haslem makes 2-pt layup from 1 ft (assist by S. Napier),,37,56
167,2,3:50.0,U. Haslem makes free throw 1 of 1,,38,56
168,2,3:38.0,,L. James misses 2-pt jump shot from 5 ft (block by L. Deng),38,56
169,2,3:36.0,Defensive rebound by U. Haslem,,38,56
170,2,3:31.0,L. Deng makes 3-pt jump shot from 23 ft (assist by S. Napier),,41,56
171,2,3:15.0,,Turnover by L. James (bad pass),41,56
172,2,3:04.0,U. Haslem misses 2-pt jump shot from 17 ft,,41,56
173,2,3:03.0,,Defensive rebound by T. Mozgov,41,56
174,2,2:51.0,,L. James misses 2-pt jump shot from 10 ft,41,56
175,2,2:49.0,Defensive rebound by U. Haslem,,41,56
176,2,2:43.0,L. Deng makes 3-pt jump shot from 24 ft (assist by M. Chalmers),,44,56
177,2,2:31.0,,Cleveland full timeout,44,56
178,2,2:31.0,Official timeout,,44,56
179,2,2:31.0,,K. Love enters the game for T. Mozgov,44,56
180,2,2:21.0,,K. Irving misses 2-pt layup from 1 ft,44,56
181,2,2:18.0,Defensive rebound by S. Napier,,44,56
182,2,2:13.0,S. Napier makes 2-pt jump shot from 18 ft,,46,56
183,2,1:55.0,,K. Love makes 2-pt jump shot from 16 ft,46,58
184,2,1:29.0,S. Napier misses 3-pt jump shot from 25 ft,,46,58
185,2,1:29.0,,Defensive rebound by Team,46,58
186,2,1:29.0,C. Bosh enters the game for U. Haslem,,46,58
187,2,1:29.0,T. Johnson enters the game for M. Chalmers,,46,58
188,2,1:06.0,,L. James misses 3-pt jump shot from 28 ft,46,58
189,2,1:05.0,Defensive rebound by C. Bosh,,46,58
190,2,0:54.0,C. Bosh misses 2-pt jump shot from 17 ft,,46,58
191,2,0:53.0,Offensive rebound by H. Whiteside,,46,58
192,2,0:52.0,H. Whiteside makes 2-pt layup from 1 ft,,48,58
193,2,0:52.0,Shooting foul by K. Love (drawn by H. Whiteside),,48,58
194,2,0:52.0,H. Whiteside misses free throw 1 of 1,,48,58
195,2,0:51.0,,Defensive rebound by L. James,48,58
196,2,0:38.0,,K. Love misses 3-pt jump shot from 24 ft,48,58
197,2,0:37.0,,Offensive rebound by Team,48,58
198,2,0:37.0,Loose ball foul by H. Whiteside (drawn by T. Thompson),,48,58
199,2,0:31.0,,J. Smith misses 3-pt jump shot from 24 ft,48,58
200,2,0:29.0,,Offensive rebound by J. Smith,48,58
201,2,0:14.0,,Shooting foul by H. Whiteside (drawn by L. James),48,58
202,2,0:14.0,,L. James makes free throw 1 of 2,48,59
203,2,0:14.0,,L. James misses free throw 2 of 2,48,59
204,2,0:13.0,Defensive rebound by H. Whiteside,,48,59
205,2,0:10.0,Miami full timeout,,48,59
206,2,0:10.0,M. Chalmers enters the game for H. Whiteside,,48,59
207,2,0:10.0,,I. Shumpert enters the game for K. Love,48,59
208,2,0:01.0,C. Bosh misses 2-pt layup from 1 ft,,48,59
209,2,0:01.0,Offensive rebound by L. Deng,,48,59
210,2,0:01.0,L. Deng misses 2-pt tip-in at rim,,48,59
211,2,0:00.0,Offensive rebound by Team,,48,59
212,3,11:45.0,,K. Irving makes 2-pt jump shot from 22 ft (assist by K. Love),48,61
213,3,11:26.0,C. Bosh misses 2-pt jump shot from 15 ft,,48,61
214,3,11:25.0,,Defensive rebound by L. James,48,61
215,3,11:08.0,,K. Irving misses 2-pt jump shot from 12 ft,48,61
216,3,11:06.0,Defensive rebound by H. Whiteside,,48,61
217,3,10:57.0,M. Chalmers misses 2-pt jump shot from 12 ft,,48,61
218,3,10:55.0,,Defensive rebound by L. James,48,61
219,3,10:49.0,,K. Love misses 3-pt jump shot from 24 ft,48,61
220,3,10:48.0,,Offensive rebound by K. Love,48,61
221,3,10:48.0,,Shooting foul by H. Whiteside (drawn by K. Love),48,61
222,3,10:48.0,,K. Love misses free throw 1 of 2,48,61
223,3,10:48.0,,Offensive rebound by Team,48,61
224,3,10:48.0,,K. Love makes free throw 2 of 2,48,62
225,3,10:44.0,Turnover by S. Napier (bad pass; steal by J. Smith),,48,62
226,3,10:39.0,,Turnover by J. Smith (bad pass; steal by L. Deng),48,62
227,3,10:32.0,M. Chalmers misses 2-pt jump shot from 10 ft,,48,62
228,3,10:31.0,,Defensive rebound by K. Love,48,62
229,3,10:22.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by J. Smith),48,64
230,3,9:57.0,M. Chalmers misses 2-pt layup from 2 ft,,48,64
231,3,9:56.0,Offensive rebound by H. Whiteside,,48,64
232,3,9:56.0,H. Whiteside misses 2-pt tip-in at rim,,48,64
233,3,9:54.0,Offensive rebound by H. Whiteside,,48,64
234,3,9:51.0,H. Whiteside misses 2-pt hook shot from 3 ft,,48,64
235,3,9:49.0,,Defensive rebound by L. James,48,64
236,3,9:48.0,,Cleveland full timeout,48,64
237,3,9:48.0,,T. Thompson enters the game for K. Love,48,64
238,3,9:41.0,,L. James makes 2-pt layup at rim,48,66
239,3,9:25.0,C. Bosh misses 3-pt jump shot from 24 ft,,48,66
240,3,9:24.0,,Defensive rebound by J. Smith,48,66
241,3,9:15.0,,L. James makes 2-pt jump shot from 21 ft,48,68
242,3,9:13.0,Miami full timeout,,48,68
243,3,8:56.0,M. Chalmers misses 3-pt jump shot from 23 ft,,48,68
244,3,8:54.0,Offensive rebound by L. Deng,,48,68
245,3,8:39.0,S. Napier misses 3-pt jump shot from 26 ft,,48,68
246,3,8:38.0,,Defensive rebound by J. Smith,48,68
247,3,8:28.0,,Personal foul by H. Whiteside (drawn by L. James),48,68
248,3,8:28.0,C. Andersen enters the game for H. Whiteside,,48,68
249,3,8:16.0,,Turnover by L. James (bad pass; steal by C. Bosh),48,68
250,3,8:05.0,,Technical foul by T. Mozgov,48,68
251,3,8:05.0,C. Bosh misses technical free throw,,48,68
252,3,8:05.0,Offensive rebound by Team,,48,68
253,3,7:55.0,L. Deng makes 3-pt jump shot from 24 ft (assist by C. Bosh),,51,68
254,3,7:31.0,,J. Smith makes 2-pt jump shot from 17 ft,51,70
255,3,7:17.0,L. Deng misses 2-pt jump shot from 12 ft,,51,70
256,3,7:16.0,,Defensive rebound by L. James,51,70
257,3,7:07.0,,Turnover by T. Thompson (traveling),51,70
258,3,6:45.0,M. Chalmers makes 3-pt jump shot from 23 ft (assist by S. Napier),,54,70
259,3,6:31.0,,K. Irving makes 3-pt jump shot from 25 ft,54,73
260,3,6:12.0,C. Bosh misses 3-pt jump shot from 24 ft,,54,73
261,3,6:11.0,,Defensive rebound by T. Mozgov,54,73
262,3,5:59.0,,T. Mozgov makes 2-pt layup at rim (assist by K. Irving),54,75
263,3,5:38.0,Turnover by M. Chalmers (bad pass; steal by J. Smith),,54,75
264,3,5:17.0,,L. James misses 3-pt jump shot from 25 ft,54,75
265,3,5:16.0,Defensive rebound by L. Deng,,54,75
266,3,5:02.0,C. Bosh makes 3-pt jump shot from 23 ft (assist by L. Deng),,57,75
267,3,4:48.0,,Turnover by K. Irving (bad pass; steal by C. Andersen),57,75
268,3,4:39.0,L. Deng makes 2-pt jump shot from 9 ft (assist by S. Napier),,59,75
269,3,4:12.0,,Turnover by J. Smith (lost ball; steal by M. Chalmers),59,75
270,3,4:06.0,M. Chalmers misses 2-pt jump shot from 11 ft,,59,75
271,3,4:03.0,,Defensive rebound by L. James,59,75
272,3,3:56.0,,J. Smith misses 2-pt layup at rim (block by C. Andersen),59,75
273,3,3:53.0,Defensive rebound by C. Andersen,,59,75
274,3,3:53.0,,Technical foul by J. Smith,59,75
275,3,3:53.0,M. Chalmers makes technical free throw,,60,75
276,3,3:53.0,T. Johnson enters the game for S. Napier,,60,75
277,3,3:53.0,,I. Shumpert enters the game for L. James,60,75
278,3,3:34.0,M. Chalmers makes 3-pt jump shot from 23 ft (assist by C. Bosh),,63,75
279,3,3:13.0,,K. Irving misses 3-pt jump shot from 27 ft,63,75
280,3,3:12.0,,Offensive rebound by T. Thompson,63,75
281,3,3:09.0,,Turnover by T. Thompson (lost ball; steal by M. Chalmers),63,75
282,3,2:58.0,Personal foul by I. Shumpert (drawn by M. Chalmers),,63,75
283,3,2:58.0,N. Cole enters the game for L. Deng,,63,75
284,3,2:49.0,C. Bosh misses 2-pt jump shot from 12 ft,,63,75
285,3,2:47.0,,Defensive rebound by J. Smith,63,75
286,3,2:41.0,Violation by C. Andersen (def goaltending),,63,75
287,3,2:41.0,,I. Shumpert makes 2-pt layup at rim (assist by J. Smith),63,77
288,3,2:41.0,,Shooting foul by T. Johnson (drawn by I. Shumpert),63,77
289,3,2:41.0,,I. Shumpert misses free throw 1 of 1,63,77
290,3,2:35.0,Defensive rebound by C. Andersen,,63,77
291,3,2:18.0,T. Johnson misses 2-pt jump shot from 13 ft,,63,77
292,3,2:17.0,,Defensive rebound by T. Thompson,63,77
293,3,2:06.0,,T. Mozgov makes 2-pt hook shot from 4 ft (assist by K. Irving),63,79
294,3,1:46.0,C. Bosh makes 2-pt jump shot from 14 ft (assist by C. Andersen),,65,79
295,3,1:26.0,,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),65,81
296,3,0:59.0,Turnover by M. Chalmers (bad pass; steal by I. Shumpert),,65,81
297,3,0:53.0,,Shooting foul by T. Johnson (drawn by T. Mozgov),65,81
298,3,0:53.0,,T. Mozgov makes free throw 1 of 2,65,82
299,3,0:53.0,U. Haslem enters the game for C. Bosh,,65,82
300,3,0:53.0,,M. Dellavedova enters the game for J. Smith,65,82
301,3,0:53.0,,T. Mozgov makes free throw 2 of 2,65,83
302,3,0:39.0,N. Cole misses 2-pt jump shot from 12 ft,,65,83
303,3,0:39.0,Offensive rebound by Team,,65,83
304,3,0:39.0,,S. Marion enters the game for T. Mozgov,65,83
305,3,0:36.0,Shooting foul by K. Irving (drawn by M. Chalmers),,65,83
306,3,0:36.0,M. Chalmers makes free throw 1 of 2,,66,83
307,3,0:36.0,M. Chalmers makes free throw 2 of 2,,67,83
308,3,0:14.0,,K. Irving misses 2-pt jump shot from 7 ft,67,83
309,3,0:11.0,,Offensive rebound by T. Thompson,67,83
310,3,0:08.0,,I. Shumpert makes 2-pt jump shot from 16 ft (assist by M. Dellavedova),67,85
311,3,0:00.0,M. Chalmers makes 2-pt jump shot from 22 ft,,69,85
312,4,11:36.0,L. Deng misses 3-pt jump shot from 23 ft,,69,85
313,4,11:36.0,Offensive rebound by Team,,69,85
314,4,11:36.0,Turnover by Team (shot clock),,69,85
315,4,11:12.0,,L. James misses 3-pt jump shot from 39 ft,69,85
316,4,11:12.0,,Offensive rebound by Team,69,85
317,4,11:12.0,,Turnover by Team (shot clock),69,85
318,4,11:00.0,,Violation by M. Dellavedova (kicked ball),69,85
319,4,10:51.0,M. Chalmers makes 2-pt jump shot from 11 ft,,71,85
320,4,10:43.0,,Turnover by T. Thompson (traveling),71,85
321,4,10:24.0,L. Deng misses 2-pt jump shot from 16 ft,,71,85
322,4,10:22.0,,Defensive rebound by L. James,71,85
323,4,10:14.0,,Shooting foul by L. Deng (drawn by L. James),71,85
324,4,10:14.0,,L. James makes free throw 1 of 2,71,86
325,4,10:14.0,,L. James makes free throw 2 of 2,71,87
326,4,9:52.0,N. Cole misses 3-pt jump shot from 25 ft,,71,87
327,4,9:50.0,Offensive rebound by U. Haslem,,71,87
328,4,9:47.0,Shooting block foul by M. Dellavedova (drawn by U. Haslem),,71,87
329,4,9:47.0,U. Haslem makes free throw 1 of 2,,72,87
330,4,9:47.0,U. Haslem makes free throw 2 of 2,,73,87
331,4,9:29.0,,L. James misses 2-pt jump shot from 21 ft,73,87
332,4,9:28.0,,Offensive rebound by M. Dellavedova,73,87
333,4,9:19.0,,S. Marion makes 2-pt jump shot from 6 ft (assist by M. Dellavedova),73,89
334,4,9:19.0,,Shooting foul by U. Haslem (drawn by S. Marion),73,89
335,4,9:19.0,,S. Marion makes free throw 1 of 1,73,90
336,4,9:10.0,Personal foul by L. James (drawn by M. Chalmers),,73,90
337,4,8:55.0,M. Chalmers misses 3-pt jump shot from 27 ft,,73,90
338,4,8:54.0,Offensive rebound by N. Cole,,73,90
339,4,8:43.0,N. Cole makes 2-pt jump shot from 21 ft,,75,90
340,4,8:24.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by L. James),75,93
341,4,8:23.0,Miami full timeout,,75,93
342,4,8:23.0,H. Whiteside enters the game for M. Chalmers,,75,93
343,4,8:23.0,C. Bosh enters the game for C. Andersen,,75,93
344,4,8:23.0,S. Napier enters the game for U. Haslem,,75,93
345,4,8:02.0,C. Bosh misses 2-pt jump shot from 10 ft,,75,93
346,4,8:01.0,,Defensive rebound by S. Marion,75,93
347,4,7:50.0,,Shooting foul by N. Cole (drawn by T. Thompson),75,93
348,4,7:50.0,,T. Thompson misses free throw 1 of 2,75,93
349,4,7:50.0,,Offensive rebound by Team,75,93
350,4,7:50.0,,T. Thompson makes free throw 2 of 2,75,94
351,4,7:39.0,Personal foul by M. Dellavedova (drawn by S. Napier),,75,94
352,4,7:39.0,,T. Mozgov enters the game for S. Marion,75,94
353,4,7:39.0,Offensive foul by S. Napier (drawn by M. Dellavedova),,75,94
354,4,7:39.0,Turnover by S. Napier (offensive foul),,75,94
355,4,7:29.0,,T. Thompson makes 2-pt layup at rim,75,96
356,4,7:29.0,,Shooting foul by C. Bosh (drawn by T. Thompson),75,96
357,4,7:29.0,,T. Thompson makes free throw 1 of 1,75,97
358,4,7:10.0,H. Whiteside makes 2-pt jump shot from 5 ft (assist by N. Cole),,77,97
359,4,7:00.0,,J. Smith enters the game for L. James,77,97
360,4,7:00.0,,K. Irving enters the game for M. Dellavedova,77,97
361,4,6:50.0,,T. Thompson misses 2-pt layup from 2 ft,77,97
362,4,6:49.0,Defensive rebound by C. Bosh,,77,97
363,4,6:49.0,Personal foul by J. Smith (drawn by S. Napier),,77,97
364,4,6:38.0,L. Deng misses 2-pt jump shot from 20 ft,,77,97
365,4,6:37.0,,Defensive rebound by T. Thompson,77,97
366,4,6:17.0,,I. Shumpert misses 2-pt jump shot from 14 ft,77,97
367,4,6:15.0,,Offensive rebound by T. Mozgov,77,97
368,4,6:15.0,,T. Mozgov misses 2-pt tip-in from 1 ft,77,97
369,4,6:13.0,Defensive rebound by L. Deng,,77,97
370,4,6:00.0,N. Cole makes 3-pt jump shot from 26 ft (assist by S. Napier),,80,97
371,4,5:45.0,,Offensive foul by T. Thompson (drawn by S. Napier),80,97
372,4,5:45.0,,Turnover by T. Thompson (offensive foul),80,97
373,4,5:45.0,Official timeout,,80,97
374,4,5:31.0,Turnover by S. Napier (bad pass; steal by K. Irving),,80,97
375,4,5:27.0,,Shooting foul by N. Cole (drawn by K. Irving),80,97
376,4,5:27.0,,K. Irving makes free throw 1 of 2,80,98
377,4,5:27.0,M. Chalmers enters the game for S. Napier,,80,98
378,4,5:27.0,,K. Irving makes free throw 2 of 2,80,99
379,4,5:17.0,L. Deng misses 2-pt layup from 2 ft,,80,99
380,4,5:15.0,,Defensive rebound by T. Mozgov,80,99
381,4,5:07.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by K. Irving),80,102
382,4,4:53.0,H. Whiteside makes 2-pt dunk at rim (assist by M. Chalmers),,82,102
383,4,4:30.0,,J. Smith misses 3-pt jump shot from 24 ft,82,102
384,4,4:29.0,Defensive rebound by N. Cole,,82,102
385,4,4:12.0,Shooting foul by T. Thompson (drawn by L. Deng),,82,102
386,4,4:12.0,L. Deng makes free throw 1 of 2,,83,102
387,4,4:12.0,L. Deng makes free throw 2 of 2,,84,102
388,4,3:52.0,,I. Shumpert misses 3-pt jump shot from 22 ft,84,102
