,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CHICAGO_ACTION,BROOKLYN_SCORE,CHICAGO_SCORE
46,1,5:28.0,,Turnover by J. Butler (lost ball; steal by J. Jack),12,13
47,1,5:18.0,Turnover by M. Plumlee (offensive foul),,12,13
48,1,5:18.0,,Offensive charge foul by M. Plumlee (drawn by M. Dunleavy),12,13
49,1,5:06.0,,P. Gasol misses 2-pt jump shot from 11 ft,12,13
50,1,5:06.0,Defensive rebound by J. Johnson,,12,13
51,1,4:57.0,J. Johnson misses 2-pt jump shot from 7 ft,,12,13
52,1,4:57.0,,Defensive rebound by J. Noah,12,13
53,1,4:46.0,,D. Rose makes 2-pt jump shot from 20 ft,12,15
54,1,4:34.0,J. Jack misses 2-pt jump shot from 10 ft,,12,15
55,1,4:34.0,Offensive rebound by M. Plumlee,,12,15
56,1,4:33.0,M. Plumlee misses 2-pt layup from 3 ft (block by P. Gasol),,12,15
57,1,4:32.0,,Defensive rebound by M. Dunleavy,12,15
58,1,4:26.0,,M. Dunleavy makes 2-pt layup from 1 ft,12,17
59,1,4:13.0,Brooklyn full timeout,,12,17
60,1,4:13.0,Technical foul by Team,,12,17
61,1,4:13.0,,T. Gibson enters the game for J. Noah,12,17
62,1,4:13.0,,A. Brooks enters the game for D. Rose,12,17
63,1,4:13.0,M. Teletović enters the game for B. Lopez,,12,17
64,1,4:13.0,J. Jordan enters the game for J. Johnson,,12,17
65,1,4:13.0,A. Anderson enters the game for M. Plumlee,,12,17
66,1,4:13.0,,J. Butler makes technical free throw,12,18
67,1,4:00.0,M. Teletović misses 2-pt layup from 2 ft,,12,18
68,1,3:59.0,Offensive rebound by J. Jordan,,12,18
69,1,3:59.0,J. Jordan makes 2-pt dunk at rim,,14,18
70,1,3:37.0,,M. Dunleavy makes 2-pt jump shot from 21 ft (assist by T. Gibson),14,20
71,1,3:24.0,S. Karasev misses 2-pt jump shot from 11 ft,,14,20
72,1,3:23.0,,Defensive rebound by P. Gasol,14,20
73,1,3:14.0,,Shooting foul by M. Teletović (drawn by P. Gasol),14,20
74,1,3:14.0,,P. Gasol makes free throw 1 of 2,14,21
75,1,3:14.0,D. Williams enters the game for S. Karasev,,14,21
76,1,3:14.0,,P. Gasol makes free throw 2 of 2,14,22
77,1,2:51.0,J. Jack misses 2-pt layup from 2 ft,,14,22
78,1,2:49.0,Offensive rebound by J. Jordan,,14,22
79,1,2:47.0,J. Jordan makes 2-pt dunk at rim,,16,22
80,1,2:45.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by P. Gasol),16,25
81,1,2:35.0,A. Anderson makes 3-pt jump shot from 24 ft (assist by D. Williams),,19,25
82,1,2:17.0,,T. Gibson misses 2-pt jump shot from 19 ft,19,25
83,1,2:16.0,Defensive rebound by J. Jack,,19,25
84,1,2:03.0,,Violation by P. Gasol (kicked ball),19,25
85,1,2:03.0,,Chicago full timeout,19,25
86,1,2:03.0,,E. Moore enters the game for M. Dunleavy,19,25
87,1,1:52.0,J. Jack makes 2-pt jump shot from 10 ft,,21,25
88,1,1:33.0,,Turnover by J. Butler (bad pass),21,25
89,1,1:26.0,Personal foul by A. Brooks (drawn by J. Jack),,21,25
90,1,1:26.0,M. Teletović misses 2-pt jump shot from 9 ft,,21,25
91,1,1:24.0,,Defensive rebound by T. Gibson,21,25
92,1,1:16.0,,T. Gibson makes 2-pt layup from 2 ft (assist by P. Gasol),21,27
93,1,1:04.0,J. Jordan misses 2-pt layup from 2 ft,,21,27
94,1,1:02.0,Offensive rebound by D. Williams,,21,27
95,1,0:50.0,Shooting foul by J. Butler (drawn by D. Williams),,21,27
96,1,0:50.0,D. Williams makes 2-pt layup from 2 ft,,23,27
97,1,0:50.0,D. Williams makes free throw 1 of 1,,24,27
98,1,0:39.0,,A. Brooks makes 2-pt layup from 2 ft,24,29
99,1,0:35.0,D. Williams misses 2-pt layup from 2 ft (block by E. Moore),,24,29
100,1,0:33.0,,Defensive rebound by P. Gasol,24,29
101,1,0:17.0,,Shooting foul by J. Jordan (drawn by A. Brooks),24,29
102,1,0:17.0,,A. Brooks makes free throw 1 of 2,24,30
103,1,0:17.0,,A. Brooks makes free throw 2 of 2,24,31
104,1,0:05.0,D. Williams misses 2-pt jump shot from 17 ft (block by P. Gasol),,24,31
105,1,0:04.0,,Defensive rebound by E. Moore,24,31
106,2,11:37.0,,A. Brooks misses 2-pt jump shot from 16 ft,24,31
107,2,11:35.0,Defensive rebound by M. Teletović,,24,31
108,2,11:28.0,Turnover by D. Williams (bad pass; steal by N. Mirotić),,24,31
109,2,11:27.0,,Turnover by J. Butler (step out of bounds),24,31
110,2,11:17.0,J. Johnson makes 2-pt jump shot from 14 ft,,26,31
111,2,10:57.0,,N. Mirotić misses 3-pt jump shot from 26 ft,26,31
112,2,10:54.0,Defensive rebound by D. Williams,,26,31
113,2,10:42.0,D. Williams misses 2-pt jump shot from 13 ft,,26,31
114,2,10:41.0,,Defensive rebound by T. Gibson,26,31
115,2,10:29.0,,T. Gibson misses 2-pt layup from 1 ft,26,31
116,2,10:28.0,,Offensive rebound by N. Mirotić,26,31
117,2,10:26.0,,N. Mirotić misses 2-pt hook shot from 1 ft,26,31
118,2,10:26.0,Defensive rebound by M. Teletović,,26,31
119,2,10:19.0,Personal foul by A. Brooks (drawn by D. Williams),,26,31
120,2,10:13.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by D. Williams),,29,31
121,2,9:57.0,,Turnover by T. Gibson (lost ball; steal by A. Anderson),29,31
122,2,9:51.0,A. Anderson makes 3-pt jump shot from 25 ft (assist by D. Williams),,32,31
123,2,9:42.0,,Chicago full timeout,32,31
124,2,9:42.0,,Technical foul by A. Brooks,32,31
125,2,9:42.0,,Technical foul by A. Brooks,32,31
126,2,9:42.0,,D. Rose enters the game for A. Brooks,32,31
127,2,9:42.0,D. Williams misses technical free throw,,32,31
128,2,9:42.0,,Offensive rebound by Team,32,31
129,2,9:42.0,D. Williams makes technical free throw,,33,31
130,2,9:42.0,,E. Moore misses 3-pt jump shot from 24 ft,33,31
131,2,9:41.0,Defensive rebound by J. Johnson,,33,31
132,2,9:18.0,Personal foul by J. Butler (drawn by J. Johnson),,33,31
133,2,9:18.0,,M. Dunleavy enters the game for E. Moore,33,31
134,2,9:18.0,M. Teletović misses 3-pt jump shot from 24 ft,,33,31
135,2,9:17.0,,Defensive rebound by T. Gibson,33,31
136,2,9:03.0,,J. Butler misses 2-pt layup from 2 ft,33,31
137,2,9:01.0,,Offensive rebound by T. Gibson,33,31
138,2,9:00.0,,T. Gibson makes 2-pt layup from 1 ft,33,33
139,2,8:39.0,Turnover by A. Anderson (traveling),,33,33
140,2,8:23.0,,Personal foul by D. Williams (drawn by J. Butler),33,33
141,2,8:09.0,,D. Rose misses 3-pt jump shot from 24 ft,33,33
142,2,8:08.0,,Offensive rebound by J. Butler,33,33
143,2,8:07.0,Violation by J. Jordan (def goaltending),,33,33
144,2,8:07.0,,J. Butler makes 2-pt layup from 2 ft,33,35
145,2,7:57.0,Personal foul by D. Rose (drawn by D. Williams),,33,35
146,2,7:50.0,D. Williams misses 2-pt layup from 2 ft (block by T. Gibson),,33,35
147,2,7:49.0,Offensive rebound by Team,,33,35
148,2,7:45.0,D. Williams misses 2-pt layup from 2 ft,,33,35
149,2,7:44.0,Offensive rebound by D. Williams,,33,35
150,2,7:43.0,Turnover by Team (shot clock),,33,35
151,2,7:30.0,,Shooting foul by J. Jordan (drawn by T. Gibson),33,35
152,2,7:30.0,,T. Gibson misses free throw 1 of 2,33,35
153,2,7:30.0,,Offensive rebound by Team,33,35
154,2,7:30.0,B. Lopez enters the game for J. Jordan,,33,35
155,2,7:30.0,S. Karasev enters the game for A. Anderson,,33,35
156,2,7:30.0,,J. Noah enters the game for N. Mirotić,33,35
157,2,7:30.0,,T. Gibson misses free throw 2 of 2,33,35
158,2,7:30.0,Defensive rebound by J. Johnson,,33,35
159,2,7:16.0,J. Johnson makes 2-pt jump shot from 17 ft (assist by D. Williams),,35,35
160,2,7:00.0,,D. Rose misses 2-pt jump shot from 14 ft (block by D. Williams),35,35
161,2,7:00.0,,Offensive rebound by Team,35,35
162,2,6:58.0,,Turnover by J. Noah (bad pass; steal by D. Williams),35,35
163,2,6:52.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by M. Teletović),,38,35
164,2,6:39.0,,Turnover by D. Rose (lost ball; steal by D. Williams),38,35
165,2,6:33.0,D. Williams misses 3-pt jump shot from 25 ft,,38,35
166,2,6:31.0,,Defensive rebound by D. Rose,38,35
167,2,6:24.0,,Turnover by D. Rose (lost ball),38,35
168,2,6:15.0,Turnover by D. Williams (lost ball; steal by J. Butler),,38,35
169,2,6:11.0,,J. Butler misses 2-pt layup from 2 ft,38,35
170,2,6:10.0,,Offensive rebound by T. Gibson,38,35
171,2,6:10.0,,Personal foul by S. Karasev (drawn by T. Gibson),38,35
172,2,6:10.0,,T. Snell enters the game for J. Butler,38,35
173,2,6:00.0,,M. Dunleavy misses 2-pt jump shot from 20 ft,38,35
174,2,5:59.0,Defensive rebound by D. Williams,,38,35
175,2,5:52.0,Personal foul by T. Snell (drawn by J. Johnson),,38,35
176,2,5:52.0,Brooklyn full timeout,,38,35
177,2,5:52.0,,P. Gasol enters the game for T. Gibson,38,35
178,2,5:52.0,J. Johnson makes 2-pt jump shot from 8 ft,,40,35
179,2,5:30.0,,P. Gasol misses 2-pt jump shot from 15 ft,40,35
180,2,5:29.0,Defensive rebound by J. Johnson,,40,35
181,2,5:20.0,J. Johnson misses 2-pt layup from 1 ft (block by T. Snell),,40,35
182,2,5:19.0,,Defensive rebound by P. Gasol,40,35
183,2,5:06.0,,D. Rose misses 2-pt jump shot from 21 ft,40,35
184,2,5:05.0,Defensive rebound by D. Williams,,40,35
185,2,4:47.0,B. Lopez makes 2-pt jump shot from 20 ft (assist by S. Karasev),,42,35
186,2,4:31.0,,P. Gasol misses 2-pt jump shot from 17 ft,42,35
187,2,4:30.0,Defensive rebound by J. Johnson,,42,35
188,2,4:15.0,B. Lopez makes 2-pt layup from 2 ft (assist by J. Johnson),,44,35
189,2,3:55.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by D. Rose),44,38
190,2,3:39.0,Personal foul by T. Snell (drawn by J. Johnson),,44,38
191,2,3:39.0,J. Johnson makes free throw 1 of 2,,45,38
192,2,3:39.0,,J. Butler enters the game for T. Snell,45,38
193,2,3:39.0,J. Johnson misses free throw 2 of 2,,45,38
194,2,3:39.0,Offensive rebound by B. Lopez,,45,38
195,2,3:23.0,Personal foul by J. Noah (drawn by M. Teletović),,45,38
196,2,3:23.0,M. Teletović makes free throw 1 of 2,,46,38
197,2,3:23.0,M. Teletović makes free throw 2 of 2,,47,38
198,2,3:11.0,,J. Butler misses 2-pt jump shot from 6 ft,47,38
199,2,3:09.0,,Offensive rebound by Team,47,38
200,2,3:03.0,,J. Butler misses 2-pt jump shot from 20 ft,47,38
201,2,3:01.0,,Offensive rebound by P. Gasol,47,38
202,2,3:01.0,,P. Gasol makes 2-pt layup from 1 ft,47,40
203,2,2:48.0,J. Johnson misses 2-pt jump shot from 20 ft,,47,40
204,2,2:47.0,Offensive rebound by S. Karasev,,47,40
205,2,2:37.0,Personal foul by P. Gasol (drawn by B. Lopez),,47,40
206,2,2:37.0,Brooklyn full timeout,,47,40
207,2,2:37.0,J. Jack enters the game for D. Williams,,47,40
208,2,2:37.0,B. Lopez makes free throw 1 of 2,,48,40
209,2,2:37.0,B. Lopez makes free throw 2 of 2,,49,40
210,2,2:19.0,,D. Rose misses 2-pt layup from 2 ft (block by B. Lopez),49,40
211,2,2:17.0,Defensive rebound by M. Teletović,,49,40
212,2,2:03.0,J. Johnson makes 2-pt layup from 2 ft (assist by J. Jack),,51,40
213,2,1:40.0,,P. Gasol misses 3-pt jump shot from 23 ft,51,40
214,2,1:39.0,Defensive rebound by J. Johnson,,51,40
215,2,1:26.0,B. Lopez misses 2-pt jump shot from 16 ft,,51,40
216,2,1:25.0,,Defensive rebound by J. Noah,51,40
217,2,1:16.0,,D. Rose misses 2-pt jump shot from 2 ft,51,40
218,2,1:15.0,,Offensive rebound by D. Rose,51,40
219,2,1:15.0,,D. Rose misses 2-pt layup from 2 ft,51,40
220,2,1:15.0,,Offensive rebound by J. Noah,51,40
221,2,1:15.0,,J. Noah misses 2-pt tip-in at rim,51,40
222,2,1:15.0,,Offensive rebound by J. Noah,51,40
223,2,1:15.0,,J. Noah makes 2-pt tip-in at rim,51,42
224,2,0:54.0,Shooting foul by J. Butler (drawn by J. Johnson),,51,42
225,2,0:54.0,J. Johnson makes free throw 1 of 2,,52,42
226,2,0:54.0,,T. Snell enters the game for J. Butler,52,42
227,2,0:54.0,J. Johnson makes free throw 2 of 2,,53,42
228,2,0:38.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by J. Noah),53,45
229,2,0:24.0,B. Lopez makes 2-pt hook shot from 5 ft (assist by J. Jack),,55,45
230,2,0:05.0,,Personal take foul by J. Jack (drawn by D. Rose),55,45
231,2,0:01.0,,P. Gasol misses 2-pt jump shot from 4 ft,55,45
232,2,0:00.0,,Offensive rebound by T. Snell,55,45
233,3,11:41.0,,D. Rose misses 3-pt jump shot from 24 ft,55,45
234,3,11:39.0,,Offensive rebound by J. Noah,55,45
235,3,11:22.0,,J. Noah makes 2-pt hook shot from 5 ft,55,47
236,3,11:09.0,M. Teletović misses 3-pt jump shot from 25 ft,,55,47
237,3,11:08.0,,Defensive rebound by M. Dunleavy,55,47
238,3,10:56.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by P. Gasol),55,50
239,3,10:32.0,B. Lopez makes 2-pt hook shot from 8 ft,,57,50
240,3,10:13.0,,J. Butler misses 2-pt jump shot from 17 ft,57,50
241,3,10:12.0,Defensive rebound by M. Teletović,,57,50
242,3,10:03.0,J. Jack makes 2-pt jump shot from 19 ft,,59,50
243,3,9:46.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by J. Noah),59,53
244,3,9:30.0,S. Karasev misses 2-pt layup from 2 ft,,59,53
245,3,9:29.0,,Defensive rebound by J. Noah,59,53
246,3,9:27.0,,Turnover by D. Rose (bad pass; steal by S. Karasev),59,53
247,3,9:26.0,Turnover by S. Karasev (bad pass; steal by J. Noah),,59,53
248,3,9:23.0,,J. Noah makes 2-pt layup from 1 ft,59,55
249,3,9:21.0,Brooklyn full timeout,,59,55
250,3,9:21.0,A. Anderson enters the game for S. Karasev,,59,55
251,3,9:03.0,A. Anderson misses 3-pt jump shot from 24 ft,,59,55
252,3,9:01.0,,Defensive rebound by P. Gasol,59,55
253,3,8:53.0,,D. Rose misses 3-pt jump shot from 27 ft,59,55
254,3,8:52.0,Defensive rebound by J. Johnson,,59,55
255,3,8:36.0,J. Johnson makes 2-pt jump shot from 19 ft,,61,55
256,3,8:23.0,,M. Dunleavy misses 3-pt jump shot from 26 ft,61,55
257,3,8:23.0,Defensive rebound by Team,,61,55
258,3,8:07.0,M. Teletović misses 3-pt jump shot from 24 ft,,61,55
259,3,8:06.0,,Defensive rebound by M. Dunleavy,61,55
260,3,8:03.0,,J. Noah makes 2-pt dunk at rim (assist by M. Dunleavy),61,57
261,3,7:50.0,J. Jack makes 2-pt jump shot from 20 ft,,63,57
262,3,7:35.0,,J. Noah misses 2-pt jump shot from 18 ft,63,57
263,3,7:34.0,Defensive rebound by J. Johnson,,63,57
264,3,7:19.0,J. Johnson misses 2-pt jump shot from 19 ft,,63,57
265,3,7:18.0,,Defensive rebound by P. Gasol,63,57
266,3,7:05.0,,M. Dunleavy misses 2-pt jump shot from 21 ft,63,57
267,3,7:04.0,Defensive rebound by J. Johnson,,63,57
268,3,6:51.0,M. Teletović misses 2-pt layup from 2 ft,,63,57
269,3,6:51.0,,Defensive rebound by J. Noah,63,57
270,3,6:46.0,,Shooting foul by B. Lopez (drawn by J. Butler),63,57
271,3,6:46.0,,J. Butler misses free throw 1 of 2,63,57
272,3,6:46.0,,Offensive rebound by Team,63,57
273,3,6:46.0,M. Plumlee enters the game for M. Teletović,,63,57
274,3,6:46.0,,J. Butler makes free throw 2 of 2,63,58
275,3,6:35.0,B. Lopez misses 2-pt jump shot from 21 ft,,63,58
276,3,6:34.0,,Defensive rebound by J. Butler,63,58
277,3,6:22.0,,D. Rose misses 3-pt jump shot from 25 ft,63,58
278,3,6:21.0,Defensive rebound by B. Lopez,,63,58
279,3,6:21.0,Personal foul by J. Noah (drawn by B. Lopez),,63,58
280,3,6:07.0,B. Lopez makes 2-pt hook shot from 8 ft (assist by J. Jack),,65,58
281,3,5:52.0,,J. Noah makes 2-pt layup from 2 ft (assist by P. Gasol),65,60
282,3,5:36.0,B. Lopez makes 2-pt jump shot from 19 ft (assist by J. Jack),,67,60
283,3,5:14.0,,D. Rose misses 2-pt jump shot from 10 ft,67,60
284,3,5:13.0,Defensive rebound by M. Plumlee,,67,60
285,3,5:07.0,Shooting foul by D. Rose (drawn by J. Jack),,67,60
286,3,5:07.0,,Chicago full timeout,67,60
287,3,5:07.0,J. Jack makes free throw 1 of 2,,68,60
288,3,5:07.0,J. Jack makes free throw 2 of 2,,69,60
289,3,4:46.0,,P. Gasol misses 2-pt jump shot from 10 ft,69,60
290,3,4:45.0,,Offensive rebound by J. Noah,69,60
291,3,4:45.0,,J. Noah misses 2-pt tip-in from 1 ft,69,60
292,3,4:44.0,Defensive rebound by A. Anderson,,69,60
293,3,4:31.0,Shooting foul by J. Noah (drawn by B. Lopez),,69,60
294,3,4:31.0,B. Lopez misses free throw 1 of 2,,69,60
295,3,4:31.0,Offensive rebound by Team,,69,60
296,3,4:31.0,B. Lopez makes free throw 2 of 2,,70,60
297,3,4:13.0,,D. Rose makes 2-pt jump shot from 21 ft (assist by P. Gasol),70,62
298,3,3:50.0,Turnover by B. Lopez (3 sec),,70,62
299,3,3:37.0,,J. Butler misses 3-pt jump shot from 25 ft,70,62
300,3,3:36.0,Defensive rebound by M. Plumlee,,70,62
301,3,3:19.0,B. Lopez makes 2-pt jump shot from 20 ft (assist by J. Johnson),,72,62
302,3,3:03.0,,D. Rose misses 2-pt jump shot from 20 ft,72,62
303,3,3:03.0,Defensive rebound by J. Johnson,,72,62
304,3,2:50.0,J. Jack makes 3-pt jump shot from 26 ft (assist by A. Anderson),,75,62
305,3,2:32.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by P. Gasol),75,65
306,3,2:12.0,B. Lopez makes 2-pt jump shot from 20 ft (assist by A. Anderson),,77,65
307,3,1:57.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by D. Rose),77,67
308,3,1:48.0,Brooklyn full timeout,,77,67
309,3,1:48.0,,T. Gibson enters the game for J. Noah,77,67
310,3,1:48.0,,E. Moore enters the game for D. Rose,77,67
311,3,1:33.0,A. Anderson makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,80,67
312,3,1:11.0,,P. Gasol misses 2-pt jump shot from 4 ft (block by M. Plumlee),80,67
313,3,1:10.0,Defensive rebound by A. Anderson,,80,67
314,3,1:06.0,,Offensive charge foul by J. Jack (drawn by M. Dunleavy),80,67
315,3,1:06.0,Turnover by J. Jack (offensive foul),,80,67
316,3,1:06.0,D. Williams enters the game for J. Jack,,80,67
317,3,0:56.0,,J. Butler misses 2-pt jump shot from 16 ft,80,67
318,3,0:55.0,,Offensive rebound by T. Gibson,80,67
319,3,0:54.0,,Shooting foul by M. Plumlee (drawn by T. Gibson),80,67
320,3,0:54.0,,T. Gibson misses free throw 1 of 2,80,67
321,3,0:54.0,,Offensive rebound by Team,80,67
322,3,0:54.0,M. Teletović enters the game for B. Lopez,,80,67
323,3,0:54.0,,T. Gibson misses free throw 2 of 2,80,67
324,3,0:53.0,Defensive rebound by M. Plumlee,,80,67
325,3,0:37.0,A. Anderson makes 2-pt jump shot from 20 ft,,82,67
326,3,0:18.0,,M. Dunleavy makes 2-pt jump shot from 14 ft (assist by P. Gasol),82,69
327,3,0:00.0,M. Plumlee makes 2-pt layup from 2 ft (assist by M. Teletović),,84,69
328,4,11:40.0,J. Johnson makes 2-pt jump shot from 16 ft,,86,69
329,4,11:13.0,,Turnover by Team (shot clock),86,69
330,4,11:13.0,S. Karasev enters the game for J. Johnson,,86,69
331,4,10:59.0,M. Teletović misses 3-pt jump shot from 26 ft,,86,69
332,4,10:59.0,,Defensive rebound by M. Dunleavy,86,69
333,4,10:53.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,86,69
334,4,10:52.0,Defensive rebound by M. Teletović,,86,69
335,4,10:31.0,Shooting foul by E. Moore (drawn by D. Williams),,86,69
336,4,10:31.0,D. Williams makes free throw 1 of 2,,87,69
337,4,10:31.0,,T. Snell enters the game for J. Butler,87,69
338,4,10:31.0,D. Williams makes free throw 2 of 2,,88,69
339,4,10:19.0,,N. Mirotić misses 3-pt jump shot from 22 ft,88,69
340,4,10:18.0,Defensive rebound by A. Anderson,,88,69
341,4,10:00.0,M. Plumlee misses 2-pt dunk at rim,,88,69
342,4,10:00.0,,Defensive rebound by Team,88,69
343,4,9:45.0,,E. Moore misses 2-pt jump shot from 15 ft,88,69
344,4,9:44.0,Defensive rebound by M. Teletović,,88,69
345,4,9:22.0,Shooting foul by T. Gibson (drawn by M. Plumlee),,88,69
346,4,9:22.0,M. Plumlee makes free throw 1 of 2,,89,69
347,4,9:22.0,M. Plumlee makes free throw 2 of 2,,90,69
348,4,9:13.0,,Personal foul by M. Plumlee (drawn by T. Gibson),90,69
349,4,9:13.0,B. Lopez enters the game for M. Plumlee,,90,69
350,4,9:04.0,,T. Gibson makes 2-pt layup from 1 ft (assist by M. Dunleavy),90,71
351,4,8:40.0,B. Lopez makes 2-pt jump shot from 5 ft (assist by A. Anderson),,92,71
352,4,8:24.0,,Personal foul by B. Lopez (drawn by T. Gibson),92,71
353,4,8:24.0,,Chicago full timeout,92,71
354,4,8:24.0,,J. Noah enters the game for M. Dunleavy,92,71
355,4,8:18.0,,E. Moore misses 2-pt jump shot from 8 ft (block by B. Lopez),92,71
356,4,8:15.0,Defensive rebound by D. Williams,,92,71
357,4,8:14.0,S. Karasev misses 2-pt layup from 2 ft (block by T. Snell),,92,71
358,4,8:14.0,Offensive rebound by Team,,92,71
359,4,8:14.0,Brooklyn full timeout,,92,71
360,4,8:03.0,M. Teletović misses 3-pt jump shot from 25 ft,,92,71
361,4,8:02.0,,Defensive rebound by J. Noah,92,71
362,4,7:53.0,,J. Noah misses 2-pt jump shot from 18 ft,92,71
363,4,7:52.0,Defensive rebound by A. Anderson,,92,71
364,4,7:28.0,D. Williams misses 2-pt jump shot from 20 ft,,92,71
365,4,7:27.0,,Defensive rebound by N. Mirotić,92,71
366,4,7:20.0,,Turnover by J. Noah (bad pass; steal by M. Teletović),92,71
367,4,7:04.0,Personal foul by E. Moore (drawn by D. Williams),,92,71
368,4,6:51.0,Turnover by D. Williams (bad pass; steal by E. Moore),,92,71
369,4,6:49.0,,Personal foul by D. Williams (drawn by E. Moore),92,71
370,4,6:34.0,,Shooting foul by D. Williams (drawn by N. Mirotić),92,71
371,4,6:34.0,,N. Mirotić misses free throw 1 of 2,92,71
372,4,6:34.0,,Offensive rebound by Team,92,71
373,4,6:34.0,J. Johnson enters the game for S. Karasev,,92,71
374,4,6:34.0,,J. Butler enters the game for T. Snell,92,71
375,4,6:34.0,,N. Mirotić misses free throw 2 of 2,92,71
376,4,6:32.0,Defensive rebound by B. Lopez,,92,71
377,4,6:09.0,J. Johnson misses 2-pt jump shot from 19 ft,,92,71
378,4,6:08.0,,Defensive rebound by J. Noah,92,71
379,4,5:58.0,,Turnover by J. Noah (lost ball; steal by D. Williams),92,71
380,4,5:36.0,B. Lopez makes 2-pt jump shot from 6 ft (assist by J. Johnson),,94,71
381,4,5:13.0,,J. Butler misses 3-pt jump shot from 23 ft,94,71
382,4,5:13.0,Defensive rebound by Team,,94,71
383,4,5:13.0,J. Jack enters the game for D. Williams,,94,71
384,4,4:59.0,,Offensive charge foul by B. Lopez (drawn by J. Butler),94,71
385,4,4:59.0,Turnover by B. Lopez (offensive foul),,94,71
386,4,4:47.0,,T. Gibson misses 2-pt jump shot from 17 ft,94,71
387,4,4:46.0,Defensive rebound by Team,,94,71
