,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHOENIX_ACTION,LA LAKERS_SCORE,PHOENIX_SCORE
178,2,4:21.0,R. Price misses 2-pt jump shot from 8 ft,,39,48
179,2,4:21.0,,Defensive rebound by Team,39,48
180,2,4:21.0,Loose ball foul by E. Davis (drawn by M. Morris),,39,48
181,2,4:21.0,W. Johnson enters the game for E. Davis,,39,48
182,2,4:21.0,C. Boozer enters the game for W. Ellington,,39,48
183,2,4:10.0,,Shooting foul by J. Hill (drawn by E. Bledsoe),39,48
184,2,4:10.0,,E. Bledsoe makes free throw 1 of 2,39,49
185,2,4:10.0,,E. Bledsoe makes free throw 2 of 2,39,50
186,2,3:47.0,K. Bryant makes 3-pt jump shot from 28 ft,,42,50
187,2,3:27.0,J. Lin enters the game for R. Price,,42,50
188,2,3:20.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),42,52
189,2,3:01.0,W. Johnson makes 2-pt jump shot from 15 ft (assist by K. Bryant),,44,52
190,2,2:48.0,,Personal block foul by J. Hill (drawn by G. Dragić),44,52
191,2,2:48.0,LA Lakers full timeout,,44,52
192,2,2:48.0,E. Davis enters the game for J. Hill,,44,52
193,2,2:48.0,,G. Dragić makes free throw 1 of 2,44,53
194,2,2:48.0,,G. Dragić makes free throw 2 of 2,44,54
195,2,2:22.0,K. Bryant misses 2-pt jump shot from 20 ft,,44,54
196,2,2:22.0,Offensive rebound by Team,,44,54
197,2,2:22.0,Turnover by Team (shot clock),,44,54
198,2,2:09.0,,Turnover by A. Len (bad pass; steal by W. Johnson),44,54
199,2,2:05.0,K. Bryant makes 2-pt layup at rim,,46,54
200,2,1:45.0,,M. Morris misses 2-pt jump shot from 15 ft,46,54
201,2,1:43.0,Defensive rebound by C. Boozer,,46,54
202,2,1:42.0,Turnover by C. Boozer (bad pass; steal by M. Morris),,46,54
203,2,1:28.0,,G. Dragić misses 2-pt jump shot from 15 ft,46,54
204,2,1:26.0,Defensive rebound by C. Boozer,,46,54
205,2,1:24.0,Turnover by C. Boozer (lost ball),,46,54
206,2,1:24.0,,I. Thomas enters the game for E. Bledsoe,46,54
207,2,1:12.0,,I. Thomas makes 3-pt jump shot from 23 ft (assist by M. Morris),46,57
208,2,0:55.0,K. Bryant misses 2-pt layup from 1 ft,,46,57
209,2,0:54.0,Offensive rebound by E. Davis,,46,57
210,2,0:54.0,E. Davis makes 2-pt tip-in at rim,,48,57
211,2,0:46.0,,M. Morris makes 2-pt jump shot from 8 ft,48,59
212,2,0:23.0,J. Lin makes 2-pt layup from 1 ft,,50,59
213,2,0:03.0,,Turnover by G. Dragić (offensive foul),50,59
214,2,0:03.0,,Offensive foul by G. Dragić (drawn by W. Johnson),50,59
215,2,0:00.0,J. Lin misses 3-pt jump shot from 26 ft,,50,59
216,2,0:00.0,Offensive rebound by Team,,50,59
217,3,11:49.0,Shooting foul by M. Plumlee (drawn by W. Johnson),,50,59
218,3,11:49.0,W. Johnson makes free throw 1 of 3,,51,59
219,3,11:49.0,W. Johnson makes free throw 2 of 3,,52,59
220,3,11:49.0,W. Johnson makes free throw 3 of 3,,53,59
221,3,11:31.0,,G. Dragić makes 2-pt layup from 1 ft,53,61
222,3,11:18.0,K. Bryant misses 2-pt jump shot from 18 ft,,53,61
223,3,11:16.0,Offensive rebound by J. Hill,,53,61
224,3,11:15.0,Shooting foul by M. Morris (drawn by J. Hill),,53,61
225,3,11:15.0,J. Hill makes free throw 1 of 2,,54,61
226,3,11:15.0,J. Hill makes free throw 2 of 2,,55,61
227,3,10:51.0,,G. Dragić makes 2-pt jump shot from 15 ft,55,63
228,3,10:42.0,Offensive foul by C. Boozer (drawn by M. Morris),,55,63
229,3,10:42.0,Turnover by C. Boozer (offensive foul),,55,63
230,3,10:27.0,,M. Plumlee makes 2-pt dunk at rim (assist by E. Bledsoe),55,65
231,3,10:11.0,Personal foul by M. Morris (drawn by K. Bryant),,55,65
232,3,9:58.0,Turnover by C. Boozer (3 sec),,55,65
233,3,9:45.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),55,68
234,3,9:27.0,Turnover by C. Boozer (bad pass; steal by G. Dragić),,55,68
235,3,9:25.0,,Shooting foul by W. Johnson (drawn by G. Dragić),55,68
236,3,9:25.0,,G. Dragić makes free throw 1 of 2,55,69
237,3,9:25.0,,G. Dragić makes free throw 2 of 2,55,70
238,3,9:25.0,LA Lakers full timeout,,55,70
239,3,9:10.0,K. Bryant makes 2-pt jump shot from 16 ft,,57,70
240,3,8:48.0,,M. Morris misses 2-pt jump shot from 9 ft,57,70
241,3,8:46.0,,Offensive rebound by M. Plumlee,57,70
242,3,8:29.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by M. Morris),57,72
243,3,8:09.0,J. Lin misses 3-pt jump shot from 24 ft,,57,72
244,3,8:07.0,,Defensive rebound by G. Dragić,57,72
245,3,8:00.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by G. Dragić),57,75
246,3,7:43.0,K. Bryant misses 3-pt jump shot from 25 ft,,57,75
247,3,7:41.0,Offensive rebound by J. Hill,,57,75
248,3,7:39.0,J. Hill misses 2-pt jump shot from 16 ft,,57,75
249,3,7:37.0,,Defensive rebound by G. Dragić,57,75
250,3,7:30.0,,M. Morris misses 3-pt jump shot from 25 ft,57,75
251,3,7:29.0,Defensive rebound by J. Lin,,57,75
252,3,7:29.0,Personal foul by M. Plumlee (drawn by J. Lin),,57,75
253,3,7:09.0,J. Hill makes 2-pt dunk at rim (assist by K. Bryant),,59,75
254,3,6:53.0,,G. Dragić misses 3-pt jump shot from 25 ft,59,75
255,3,6:50.0,Defensive rebound by J. Hill,,59,75
256,3,6:43.0,Offensive foul by K. Bryant (drawn by M. Morris),,59,75
257,3,6:43.0,Turnover by K. Bryant (offensive foul),,59,75
258,3,6:43.0,,A. Len enters the game for M. Plumlee,59,75
259,3,6:27.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),59,77
260,3,6:12.0,K. Bryant makes 2-pt layup from 2 ft (assist by C. Boozer),,61,77
261,3,6:03.0,,G. Dragić makes 2-pt layup from 2 ft,61,79
262,3,5:53.0,W. Johnson misses 2-pt jump shot from 14 ft,,61,79
263,3,5:51.0,,Defensive rebound by G. Dragić,61,79
264,3,5:47.0,,G. Dragić makes 2-pt layup at rim,61,81
265,3,5:20.0,K. Bryant misses 3-pt jump shot from 26 ft,,61,81
266,3,5:20.0,Offensive rebound by Team,,61,81
267,3,5:20.0,Turnover by Team (shot clock),,61,81
268,3,5:20.0,E. Davis enters the game for C. Boozer,,61,81
269,3,5:10.0,,M. Morris makes 2-pt jump shot from 14 ft,61,83
270,3,4:56.0,K. Bryant makes 3-pt jump shot from 26 ft (assist by W. Johnson),,64,83
271,3,4:35.0,,G. Dragić makes 2-pt layup from 2 ft,64,85
272,3,4:20.0,Shooting foul by A. Len (drawn by E. Davis),,64,85
273,3,4:20.0,E. Davis misses free throw 1 of 2,,64,85
274,3,4:20.0,Offensive rebound by Team,,64,85
275,3,4:20.0,R. Price enters the game for J. Lin,,64,85
276,3,4:20.0,,S. Randolph enters the game for M. Morris,64,85
277,3,4:20.0,E. Davis misses free throw 2 of 2,,64,85
278,3,4:19.0,,Defensive rebound by S. Randolph,64,85
279,3,4:09.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,64,88
280,3,3:53.0,Turnover by K. Bryant (bad pass),,64,88
281,3,3:43.0,,G. Dragić misses 2-pt jump shot from 12 ft,64,88
282,3,3:41.0,Defensive rebound by J. Hill,,64,88
283,3,3:36.0,R. Price makes 2-pt jump shot from 17 ft,,66,88
284,3,3:19.0,,E. Bledsoe misses 2-pt jump shot from 4 ft,66,88
285,3,3:18.0,,Offensive rebound by A. Len,66,88
286,3,3:18.0,,A. Len makes 2-pt layup from 2 ft,66,90
287,3,3:18.0,,Shooting foul by J. Hill (drawn by A. Len),66,90
288,3,3:18.0,,I. Thomas enters the game for G. Dragić,66,90
289,3,3:18.0,,A. Len makes free throw 1 of 1,66,91
290,3,3:02.0,K. Bryant misses 2-pt jump shot from 21 ft,,66,91
291,3,3:00.0,Offensive rebound by E. Davis,,66,91
292,3,2:56.0,K. Bryant misses 2-pt jump shot from 10 ft,,66,91
293,3,2:55.0,,Defensive rebound by A. Len,66,91
294,3,2:55.0,Technical foul by K. Bryant,,66,91
295,3,2:55.0,,E. Bledsoe makes technical free throw,66,92
296,3,2:55.0,W. Ellington enters the game for J. Hill,,66,92
297,3,2:55.0,,Phoenix full timeout,66,92
298,3,2:34.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by I. Thomas),66,95
299,3,2:18.0,W. Johnson makes 2-pt jump shot from 22 ft (assist by K. Bryant),,68,95
300,3,2:02.0,,A. Len misses 2-pt jump shot from 3 ft (block by E. Davis),68,95
301,3,2:02.0,,Offensive rebound by Team,68,95
302,3,2:02.0,,G. Green enters the game for A. Len,68,95
303,3,1:58.0,Violation by K. Bryant (kicked ball),,68,95
304,3,1:58.0,,Technical foul by E. Bledsoe,68,95
305,3,1:58.0,K. Bryant makes technical free throw,,69,95
306,3,1:51.0,,Shooting foul by E. Davis (drawn by S. Randolph),69,95
307,3,1:51.0,,S. Randolph misses free throw 1 of 2,69,95
308,3,1:51.0,,Offensive rebound by Team,69,95
309,3,1:51.0,,Turnover by E. Bledsoe (lane violation.),69,95
310,3,1:39.0,E. Davis misses 2-pt jump shot from 7 ft,,69,95
311,3,1:38.0,,Defensive rebound by E. Bledsoe,69,95
312,3,1:18.0,,I. Thomas makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),69,97
313,3,0:54.0,K. Bryant makes 2-pt jump shot from 6 ft,,71,97
314,3,0:54.0,Shooting block foul by S. Randolph (drawn by K. Bryant),,71,97
315,3,0:54.0,K. Bryant makes free throw 1 of 1,,72,97
316,3,0:46.0,,Shooting foul by E. Davis (drawn by S. Randolph),72,97
317,3,0:46.0,,S. Randolph makes free throw 1 of 2,72,98
318,3,0:46.0,,S. Randolph misses free throw 2 of 2,72,98
319,3,0:45.0,Defensive rebound by K. Bryant,,72,98
320,3,0:33.0,K. Bryant misses 2-pt jump shot from 8 ft,,72,98
321,3,0:32.0,,Defensive rebound by E. Bledsoe,72,98
322,3,0:30.0,,Technical foul by E. Bledsoe,72,98
323,3,0:30.0,,T. Ennis enters the game for E. Bledsoe,72,98
324,3,0:30.0,K. Bryant makes technical free throw,,73,98
325,3,0:30.0,,Turnover by T. Ennis (lost ball; steal by K. Bryant),73,98
326,3,0:23.0,W. Johnson misses 3-pt jump shot from 23 ft,,73,98
327,3,0:21.0,,Defensive rebound by I. Thomas,73,98
328,3,0:09.0,,Personal foul by R. Price (drawn by I. Thomas),73,98
329,3,0:09.0,,I. Thomas misses free throw 1 of 2,73,98
330,3,0:09.0,,Offensive rebound by Team,73,98
331,3,0:09.0,,I. Thomas misses free throw 2 of 2,73,98
332,3,0:08.0,,Offensive rebound by S. Randolph,73,98
333,3,0:01.0,,M. Morris misses 3-pt jump shot from 23 ft,73,98
334,3,0:00.0,,Offensive rebound by Team,73,98
335,4,11:50.0,,Turnover by I. Thomas (lost ball; steal by R. Price),73,98
336,4,11:50.0,,Loose ball foul by I. Thomas (drawn by R. Price),73,98
337,4,11:31.0,R. Sacre misses 2-pt jump shot from 17 ft,,73,98
338,4,11:31.0,Offensive rebound by E. Davis,,73,98
339,4,11:30.0,Shooting foul by M. Plumlee (drawn by R. Sacre),,73,98
340,4,11:30.0,R. Sacre makes free throw 1 of 2,,74,98
341,4,11:30.0,R. Sacre makes free throw 2 of 2,,75,98
342,4,11:20.0,,T. Ennis makes 2-pt jump shot from 9 ft,75,100
343,4,11:08.0,J. Clarkson makes 2-pt layup from 1 ft,,77,100
344,4,11:01.0,,I. Thomas misses 3-pt jump shot from 24 ft,77,100
345,4,10:58.0,Defensive rebound by E. Davis,,77,100
346,4,10:49.0,Turnover by R. Sacre (lost ball; steal by M. Plumlee),,77,100
347,4,10:38.0,,Turnover by T. Ennis (bad pass; steal by E. Davis),77,100
348,4,10:28.0,W. Ellington makes 2-pt jump shot from 22 ft (assist by E. Davis),,79,100
349,4,10:14.0,,S. Randolph misses 2-pt layup from 2 ft,79,100
350,4,10:13.0,,Offensive rebound by M. Plumlee,79,100
351,4,10:08.0,,I. Thomas makes 2-pt layup from 1 ft,79,102
352,4,9:45.0,J. Clarkson misses 2-pt jump shot from 9 ft,,79,102
353,4,9:44.0,,Defensive rebound by M. Plumlee,79,102
354,4,9:34.0,,S. Randolph misses 3-pt jump shot from 25 ft,79,102
355,4,9:33.0,Defensive rebound by W. Ellington,,79,102
356,4,9:20.0,R. Sacre makes 2-pt jump shot from 15 ft,,81,102
357,4,9:01.0,,G. Green misses 2-pt jump shot from 17 ft,81,102
358,4,9:00.0,,Offensive rebound by S. Randolph,81,102
359,4,8:49.0,,G. Green misses 3-pt jump shot from 22 ft,81,102
360,4,8:47.0,Defensive rebound by R. Sacre,,81,102
361,4,8:42.0,Personal foul by S. Randolph (drawn by E. Davis),,81,102
362,4,8:42.0,Official timeout,,81,102
363,4,8:26.0,R. Price misses 3-pt jump shot from 25 ft,,81,102
364,4,8:24.0,,Defensive rebound by M. Plumlee,81,102
365,4,8:07.0,,M. Plumlee makes 2-pt jump shot from 15 ft,81,104
366,4,7:57.0,Personal foul by G. Green (drawn by W. Ellington),,81,104
367,4,7:44.0,W. Ellington misses 3-pt jump shot from 25 ft,,81,104
368,4,7:42.0,,Defensive rebound by S. Randolph,81,104
369,4,7:19.0,,M. Plumlee misses 2-pt hook shot from 11 ft,81,104
370,4,7:16.0,Defensive rebound by J. Clarkson,,81,104
371,4,7:09.0,J. Clarkson makes 2-pt jump shot from 21 ft,,83,104
372,4,6:58.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by T. Ennis),83,107
373,4,6:43.0,R. Sacre misses 2-pt jump shot from 11 ft,,83,107
374,4,6:42.0,,Defensive rebound by S. Randolph,83,107
375,4,6:29.0,,I. Thomas makes 3-pt jump shot from 22 ft (assist by T. Ennis),83,110
376,4,6:14.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by R. Price),,86,110
377,4,5:58.0,,Offensive foul by G. Green (drawn by W. Ellington),86,110
378,4,5:58.0,,Turnover by G. Green (offensive foul),86,110
379,4,5:58.0,,Phoenix full timeout,86,110
380,4,5:58.0,,A. Goodwin enters the game for I. Thomas,86,110
381,4,5:58.0,,A. Tolliver enters the game for S. Randolph,86,110
382,4,5:35.0,J. Clarkson misses 2-pt jump shot from 18 ft (block by M. Plumlee),,86,110
383,4,5:34.0,,Defensive rebound by A. Tolliver,86,110
384,4,5:18.0,,G. Green makes 2-pt jump shot from 5 ft,86,112
385,4,5:05.0,J. Clarkson misses 2-pt jump shot from 6 ft,,86,112
386,4,5:03.0,,Defensive rebound by A. Tolliver,86,112
387,4,4:47.0,,G. Green misses 3-pt jump shot from 24 ft,86,112
