,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHILADELPHIA_ACTION,SAN ANTONIO_SCORE,PHILADELPHIA_SCORE
116,2,11:31.0,Shooting foul by H. Sims (drawn by M. Ginóbili),,27,22
117,2,11:31.0,M. Ginóbili misses free throw 1 of 2,,27,22
118,2,11:31.0,Offensive rebound by Team,,27,22
119,2,11:31.0,M. Ginóbili makes free throw 2 of 2,,28,22
120,2,11:17.0,,A. Shved misses 2-pt layup from 1 ft (block by J. Ayres),28,22
121,2,11:14.0,Defensive rebound by M. Belinelli,,28,22
122,2,11:09.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,31,22
123,2,11:09.0,,Philadelphia full timeout,31,22
124,2,11:09.0,K. Anderson enters the game for M. Bonner,,31,22
125,2,11:09.0,K. Leonard enters the game for M. Ginóbili,,31,22
126,2,10:49.0,,A. Shved misses 2-pt jump shot from 19 ft,31,22
127,2,10:48.0,Defensive rebound by D. Green,,31,22
128,2,10:41.0,,M. Carter-Williams enters the game for A. Shved,31,22
129,2,10:41.0,,H. Thompson enters the game for R. Covington,31,22
130,2,10:39.0,D. Green misses 2-pt jump shot from 16 ft,,31,22
131,2,10:37.0,,Defensive rebound by K. McDaniels,31,22
132,2,10:29.0,,J. Grant misses 3-pt jump shot from 23 ft,31,22
133,2,10:26.0,Defensive rebound by K. Leonard,,31,22
134,2,10:07.0,M. Belinelli makes 2-pt dunk at rim (assist by J. Ayres),,33,22
135,2,9:53.0,,H. Sims misses 2-pt jump shot from 17 ft,33,22
136,2,9:52.0,Defensive rebound by M. Belinelli,,33,22
137,2,9:38.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,36,22
138,2,9:32.0,,Philadelphia full timeout,36,22
139,2,9:32.0,,R. Covington enters the game for H. Sims,36,22
140,2,9:32.0,,B. Davies enters the game for H. Thompson,36,22
141,2,9:32.0,,L. Mbah a Moute enters the game for J. Grant,36,22
142,2,9:19.0,,Shooting foul by J. Ayres (drawn by B. Davies),36,22
143,2,9:19.0,,B. Davies makes free throw 1 of 2,36,23
144,2,9:19.0,A. Baynes enters the game for J. Ayres,,36,23
145,2,9:19.0,,B. Davies misses free throw 2 of 2,36,23
146,2,9:18.0,Defensive rebound by A. Baynes,,36,23
147,2,9:10.0,Shooting foul by L. Mbah a Moute (drawn by A. Baynes),,36,23
148,2,9:10.0,A. Baynes makes free throw 1 of 2,,37,23
149,2,9:10.0,A. Baynes makes free throw 2 of 2,,38,23
150,2,8:57.0,,L. Mbah a Moute makes 2-pt jump shot from 16 ft (assist by M. Carter-Williams),38,25
151,2,8:41.0,A. Baynes makes 2-pt layup from 1 ft (assist by K. Leonard),,40,25
152,2,8:20.0,,K. McDaniels misses 2-pt jump shot from 4 ft,40,25
153,2,8:18.0,Defensive rebound by K. Leonard,,40,25
154,2,8:07.0,A. Baynes makes 2-pt jump shot from 12 ft (assist by K. Leonard),,42,25
155,2,7:54.0,,L. Mbah a Moute misses 3-pt jump shot from 22 ft (block by K. Anderson),42,25
156,2,7:54.0,,Offensive rebound by B. Davies,42,25
157,2,7:52.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,42,25
158,2,7:51.0,Defensive rebound by K. Leonard,,42,25
159,2,7:47.0,C. Joseph enters the game for D. Green,,42,25
160,2,7:41.0,K. Leonard misses 3-pt jump shot from 26 ft,,42,25
161,2,7:39.0,Offensive rebound by M. Belinelli,,42,25
162,2,7:29.0,Turnover by K. Leonard (bad pass; steal by L. Mbah a Moute),,42,25
163,2,7:23.0,,Turnover by M. Carter-Williams (lost ball; steal by A. Baynes),42,25
164,2,7:18.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by K. Leonard),,45,25
165,2,7:00.0,,B. Davies makes 2-pt jump shot from 11 ft (assist by M. Carter-Williams),45,27
166,2,6:44.0,C. Joseph misses 2-pt layup at rim,,45,27
167,2,6:43.0,,Defensive rebound by M. Carter-Williams,45,27
168,2,6:37.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),45,30
169,2,6:36.0,San Antonio full timeout,,45,30
170,2,6:36.0,B. Diaw enters the game for K. Anderson,,45,30
171,2,6:36.0,,D. Gordon enters the game for B. Davies,45,30
172,2,6:24.0,Turnover by K. Leonard (bad pass; steal by L. Mbah a Moute),,45,30
173,2,6:15.0,,M. Carter-Williams makes 3-pt jump shot from 26 ft (assist by K. McDaniels),45,33
174,2,6:00.0,Shooting foul by K. McDaniels (drawn by K. Leonard),,45,33
175,2,6:00.0,K. Leonard makes free throw 1 of 2,,46,33
176,2,6:00.0,,A. Shved enters the game for R. Covington,46,33
177,2,6:00.0,A. Daye enters the game for M. Belinelli,,46,33
178,2,6:00.0,K. Leonard misses free throw 2 of 2,,46,33
179,2,6:00.0,,Defensive rebound by K. McDaniels,46,33
180,2,5:45.0,,L. Mbah a Moute misses 2-pt layup from 1 ft,46,33
181,2,5:44.0,Defensive rebound by B. Diaw,,46,33
182,2,5:31.0,A. Daye makes 3-pt jump shot from 24 ft (assist by K. Leonard),,49,33
183,2,5:11.0,,M. Carter-Williams misses 2-pt jump shot from 3 ft,49,33
184,2,5:09.0,Defensive rebound by A. Daye,,49,33
185,2,4:51.0,K. Leonard makes 2-pt jump shot from 15 ft,,51,33
186,2,4:35.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,51,33
187,2,4:33.0,Defensive rebound by C. Joseph,,51,33
188,2,4:26.0,A. Baynes misses 2-pt jump shot from 3 ft,,51,33
189,2,4:24.0,Offensive rebound by C. Joseph,,51,33
190,2,4:24.0,C. Joseph misses 2-pt layup from 1 ft,,51,33
191,2,4:22.0,,Defensive rebound by D. Gordon,51,33
192,2,4:03.0,,K. McDaniels misses 3-pt jump shot from 25 ft,51,33
193,2,4:00.0,,Offensive rebound by D. Gordon,51,33
194,2,3:57.0,,A. Shved misses 3-pt jump shot from 27 ft,51,33
195,2,3:56.0,Defensive rebound by A. Baynes,,51,33
196,2,3:42.0,K. Leonard makes 2-pt jump shot from 12 ft,,53,33
197,2,3:15.0,,A. Shved misses 2-pt jump shot from 6 ft,53,33
198,2,3:15.0,Defensive rebound by Team,,53,33
199,2,3:15.0,,Loose ball foul by D. Gordon (drawn by A. Baynes),53,33
200,2,3:15.0,,R. Covington enters the game for L. Mbah a Moute,53,33
201,2,3:15.0,,J. Grant enters the game for K. McDaniels,53,33
202,2,3:15.0,,J. Sampson enters the game for R. Covington,53,33
203,2,3:04.0,B. Diaw makes 2-pt layup from 1 ft (assist by C. Joseph),,55,33
204,2,3:04.0,,Violation by J. Grant (def goaltending),55,33
205,2,2:47.0,,M. Carter-Williams misses 2-pt jump shot from 11 ft,55,33
206,2,2:45.0,Defensive rebound by C. Joseph,,55,33
207,2,2:37.0,C. Joseph makes 2-pt layup at rim,,57,33
208,2,2:28.0,,Shooting foul by A. Daye (drawn by M. Carter-Williams),57,33
209,2,2:28.0,Official timeout,,57,33
210,2,2:28.0,M. Belinelli enters the game for K. Leonard,,57,33
211,2,2:28.0,,M. Carter-Williams makes free throw 1 of 2,57,34
212,2,2:28.0,,M. Carter-Williams makes free throw 2 of 2,57,35
213,2,2:15.0,A. Baynes makes 2-pt jump shot from 19 ft (assist by B. Diaw),,59,35
214,2,1:59.0,,M. Carter-Williams makes 2-pt layup from 1 ft,59,37
215,2,1:56.0,,H. Thompson enters the game for M. Carter-Williams,59,37
216,2,1:34.0,M. Belinelli misses 2-pt jump shot from 5 ft,,59,37
217,2,1:33.0,Offensive rebound by Team,,59,37
218,2,1:33.0,Turnover by Team (shot clock),,59,37
219,2,1:17.0,,J. Sampson makes 3-pt jump shot from 23 ft (assist by A. Shved),59,40
220,2,0:57.0,A. Baynes makes 2-pt dunk at rim (assist by A. Daye),,61,40
221,2,0:50.0,,Shooting foul by A. Baynes (drawn by A. Shved),61,40
222,2,0:50.0,,A. Shved makes free throw 1 of 2,61,41
223,2,0:50.0,,A. Shved makes free throw 2 of 2,61,42
224,2,0:41.0,Turnover by A. Daye (bad pass),,61,42
225,2,0:31.0,,H. Thompson makes 2-pt jump shot from 19 ft (assist by A. Shved),61,44
226,2,0:12.0,A. Baynes misses 2-pt layup at rim (block by J. Grant),,61,44
227,2,0:10.0,,Defensive rebound by J. Sampson,61,44
228,2,0:00.0,,A. Shved makes 2-pt jump shot from 15 ft,61,46
229,3,11:44.0,,H. Sims makes 3-pt jump shot from 25 ft (assist by L. Mbah a Moute),61,49
230,3,11:24.0,K. Leonard makes 2-pt jump shot from 9 ft,,63,49
231,3,11:06.0,,B. Davies makes 2-pt jump shot from 10 ft (assist by M. Carter-Williams),63,51
232,3,10:41.0,B. Diaw misses 2-pt jump shot from 17 ft,,63,51
233,3,10:39.0,,Defensive rebound by M. Carter-Williams,63,51
234,3,10:28.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by H. Thompson),63,53
235,3,10:14.0,,Violation by L. Mbah a Moute (kicked ball),63,53
236,3,10:06.0,B. Diaw misses 3-pt jump shot from 23 ft,,63,53
237,3,10:04.0,,Defensive rebound by M. Carter-Williams,63,53
238,3,9:52.0,,Turnover by M. Carter-Williams (lost ball; steal by D. Green),63,53
239,3,9:41.0,K. Leonard misses 3-pt jump shot from 24 ft,,63,53
240,3,9:39.0,,Defensive rebound by H. Sims,63,53
241,3,9:28.0,,H. Thompson misses 3-pt jump shot from 24 ft,63,53
242,3,9:26.0,Defensive rebound by K. Leonard,,63,53
243,3,9:22.0,D. Green misses 3-pt jump shot from 25 ft,,63,53
244,3,9:20.0,,Defensive rebound by M. Carter-Williams,63,53
245,3,9:12.0,,H. Sims misses 3-pt jump shot from 25 ft,63,53
246,3,9:10.0,Defensive rebound by D. Green,,63,53
247,3,9:06.0,Shooting foul by M. Carter-Williams (drawn by D. Green),,63,53
248,3,9:06.0,D. Green makes free throw 1 of 2,,64,53
249,3,9:06.0,,K. McDaniels enters the game for B. Davies,64,53
250,3,9:06.0,D. Green makes free throw 2 of 2,,65,53
251,3,8:48.0,,Turnover by M. Carter-Williams (lost ball; steal by B. Diaw),65,53
252,3,8:45.0,Shooting foul by K. McDaniels (drawn by C. Joseph),,65,53
253,3,8:45.0,C. Joseph misses free throw 1 of 2,,65,53
254,3,8:45.0,Offensive rebound by Team,,65,53
255,3,8:45.0,C. Joseph makes free throw 2 of 2,,66,53
256,3,8:26.0,,M. Carter-Williams misses 2-pt jump shot from 16 ft,66,53
257,3,8:25.0,Defensive rebound by K. Leonard,,66,53
258,3,8:08.0,K. Leonard makes 2-pt layup from 2 ft,,68,53
259,3,8:08.0,Shooting foul by K. McDaniels (drawn by K. Leonard),,68,53
260,3,8:08.0,M. Belinelli enters the game for D. Green,,68,53
261,3,8:08.0,K. Leonard makes free throw 1 of 1,,69,53
262,3,7:57.0,Offensive charge foul by H. Thompson (drawn by A. Baynes),,69,53
263,3,7:57.0,,Turnover by H. Thompson (offensive foul),69,53
264,3,7:57.0,,A. Shved enters the game for M. Carter-Williams,69,53
265,3,7:57.0,A. Daye enters the game for K. Leonard,,69,53
266,3,7:37.0,Personal foul by H. Sims (drawn by C. Joseph),,69,53
267,3,7:33.0,M. Belinelli misses 3-pt jump shot from 22 ft,,69,53
268,3,7:31.0,,Defensive rebound by K. McDaniels,69,53
269,3,7:17.0,,L. Mbah a Moute misses 2-pt layup from 1 ft,69,53
270,3,7:16.0,Defensive rebound by B. Diaw,,69,53
271,3,7:11.0,B. Diaw makes 2-pt layup from 2 ft,,71,53
272,3,7:11.0,Shooting foul by H. Sims (drawn by B. Diaw),,71,53
273,3,7:11.0,J. Ayres enters the game for A. Baynes,,71,53
274,3,7:11.0,,B. Davies enters the game for H. Sims,71,53
275,3,7:11.0,B. Diaw makes free throw 1 of 1,,72,53
276,3,7:00.0,,K. McDaniels misses 3-pt jump shot from 25 ft,72,53
277,3,6:59.0,Defensive rebound by A. Daye,,72,53
278,3,6:55.0,M. Belinelli misses 2-pt jump shot from 3 ft (block by K. McDaniels),,72,53
279,3,6:51.0,,Defensive rebound by A. Shved,72,53
280,3,6:48.0,,Shooting foul by A. Daye (drawn by K. McDaniels),72,53
281,3,6:48.0,,K. McDaniels makes free throw 1 of 2,72,54
282,3,6:48.0,,K. McDaniels makes free throw 2 of 2,72,55
283,3,6:44.0,Turnover by J. Ayres (bad pass; steal by A. Shved),,72,55
284,3,6:44.0,,Shooting foul by J. Ayres (drawn by K. McDaniels),72,55
285,3,6:44.0,,K. McDaniels misses free throw 1 of 2,72,55
286,3,6:44.0,,Offensive rebound by Team,72,55
287,3,6:44.0,,K. McDaniels misses free throw 2 of 2,72,55
288,3,6:40.0,Defensive rebound by A. Daye,,72,55
289,3,6:30.0,Turnover by C. Joseph (bad pass; steal by L. Mbah a Moute),,72,55
290,3,6:26.0,,A. Shved makes 2-pt layup from 1 ft (assist by L. Mbah a Moute),72,57
291,3,6:16.0,Personal foul by A. Shved (drawn by C. Joseph),,72,57
292,3,6:16.0,C. Joseph makes free throw 1 of 2,,73,57
293,3,6:16.0,C. Joseph makes free throw 2 of 2,,74,57
294,3,6:04.0,,B. Davies makes 2-pt jump shot from 3 ft (assist by A. Shved),74,59
295,3,6:04.0,,Shooting foul by C. Joseph (drawn by B. Davies),74,59
296,3,6:04.0,M. Ginóbili enters the game for C. Joseph,,74,59
297,3,6:04.0,,B. Davies makes free throw 1 of 1,74,60
298,3,5:49.0,M. Belinelli misses 3-pt jump shot from 24 ft,,74,60
299,3,5:47.0,,Defensive rebound by B. Davies,74,60
300,3,5:38.0,,B. Davies misses 3-pt jump shot from 25 ft,74,60
301,3,5:37.0,Defensive rebound by B. Diaw,,74,60
302,3,5:23.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,74,60
303,3,5:22.0,,Defensive rebound by L. Mbah a Moute,74,60
304,3,5:18.0,,Philadelphia full timeout,74,60
305,3,5:18.0,M. Bonner enters the game for B. Diaw,,74,60
306,3,5:00.0,,B. Davies misses 2-pt jump shot from 11 ft,74,60
307,3,4:59.0,,Offensive rebound by Team,74,60
308,3,4:59.0,,Turnover by Team (shot clock),74,60
309,3,4:48.0,A. Daye misses 2-pt layup from 2 ft,,74,60
310,3,4:47.0,,Defensive rebound by K. McDaniels,74,60
311,3,4:33.0,,Shooting foul by A. Daye (drawn by K. McDaniels),74,60
312,3,4:33.0,,K. McDaniels makes free throw 1 of 2,74,61
313,3,4:33.0,,R. Covington enters the game for L. Mbah a Moute,74,61
314,3,4:33.0,,M. Carter-Williams enters the game for H. Thompson,74,61
315,3,4:33.0,,K. McDaniels misses free throw 2 of 2,74,61
316,3,4:31.0,Defensive rebound by A. Daye,,74,61
317,3,4:23.0,Personal foul by B. Davies (drawn by J. Ayres),,74,61
318,3,4:23.0,J. Ayres makes free throw 1 of 2,,75,61
319,3,4:23.0,J. Ayres makes free throw 2 of 2,,76,61
320,3,4:14.0,,K. McDaniels makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),76,64
321,3,3:49.0,M. Bonner makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,79,64
322,3,3:25.0,,K. McDaniels misses 2-pt layup from 2 ft,79,64
323,3,3:23.0,,Offensive rebound by K. McDaniels,79,64
324,3,3:23.0,,J. Grant enters the game for B. Davies,79,64
325,3,3:13.0,,Personal foul by J. Ayres (drawn by J. Grant),79,64
326,3,3:13.0,,J. Grant misses free throw 1 of 2,79,64
327,3,3:13.0,,Offensive rebound by Team,79,64
328,3,3:13.0,A. Baynes enters the game for J. Ayres,,79,64
329,3,3:13.0,,J. Sampson enters the game for K. McDaniels,79,64
330,3,3:13.0,,J. Grant misses free throw 2 of 2,79,64
331,3,3:11.0,Defensive rebound by A. Daye,,79,64
332,3,2:57.0,M. Bonner makes 2-pt hook shot from 14 ft (assist by M. Ginóbili),,81,64
333,3,2:40.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Sampson),81,67
334,3,2:17.0,Personal foul by J. Grant (drawn by M. Ginóbili),,81,67
335,3,2:17.0,San Antonio full timeout,,81,67
336,3,2:17.0,M. Ginóbili makes free throw 1 of 2,,82,67
337,3,2:17.0,M. Ginóbili makes free throw 2 of 2,,83,67
338,3,2:01.0,,R. Covington misses 2-pt layup from 2 ft,83,67
339,3,2:00.0,Defensive rebound by A. Daye,,83,67
340,3,1:58.0,Turnover by A. Daye (lost ball; steal by J. Grant),,83,67
341,3,1:55.0,,J. Grant makes 2-pt dunk at rim,83,69
342,3,1:33.0,M. Ginóbili misses 2-pt layup from 2 ft,,83,69
343,3,1:32.0,,Defensive rebound by J. Grant,83,69
344,3,1:27.0,Offensive charge foul by J. Sampson (drawn by A. Daye),,83,69
345,3,1:27.0,,Turnover by J. Sampson (offensive foul),83,69
346,3,1:20.0,A. Daye misses 2-pt layup from 1 ft,,83,69
347,3,1:19.0,,Defensive rebound by J. Grant,83,69
348,3,1:13.0,,M. Carter-Williams makes 2-pt layup from 2 ft,83,71
349,3,1:00.0,Personal foul by R. Covington (drawn by A. Baynes),,83,71
350,3,1:00.0,A. Baynes misses free throw 1 of 2,,83,71
351,3,1:00.0,Offensive rebound by Team,,83,71
352,3,1:00.0,A. Baynes makes free throw 2 of 2,,84,71
353,3,0:48.0,,J. Grant misses 3-pt jump shot from 26 ft,84,71
354,3,0:46.0,,Offensive rebound by J. Grant,84,71
355,3,0:43.0,,J. Grant misses 2-pt layup from 2 ft,84,71
356,3,0:41.0,,Offensive rebound by A. Shved,84,71
357,3,0:40.0,,A. Shved makes 2-pt layup from 1 ft,84,73
358,3,0:32.0,M. Ginóbili misses 2-pt jump shot from 18 ft,,84,73
359,3,0:31.0,,Defensive rebound by J. Sampson,84,73
360,3,0:16.0,,M. Carter-Williams misses 2-pt layup from 1 ft,84,73
361,3,0:14.0,Defensive rebound by M. Belinelli,,84,73
362,3,0:05.0,Offensive foul by A. Baynes (drawn by R. Covington),,84,73
363,3,0:05.0,Turnover by A. Baynes (offensive foul),,84,73
364,3,0:01.0,,A. Shved misses 3-pt jump shot from 24 ft,84,73
365,3,0:00.0,,Offensive rebound by Team,84,73
366,4,11:48.0,Offensive foul by A. Baynes (drawn by M. Carter-Williams),,84,73
367,4,11:48.0,Turnover by A. Baynes (offensive foul),,84,73
368,4,11:36.0,,K. McDaniels misses 3-pt jump shot from 24 ft,84,73
369,4,11:34.0,,Offensive rebound by M. Carter-Williams,84,73
370,4,11:34.0,,M. Carter-Williams misses 2-pt layup from 1 ft,84,73
371,4,11:32.0,,Offensive rebound by Team,84,73
372,4,11:29.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),84,76
373,4,11:15.0,M. Belinelli misses 3-pt jump shot from 26 ft,,84,76
374,4,11:14.0,,Defensive rebound by R. Covington,84,76
375,4,11:04.0,,R. Covington misses 2-pt jump shot from 17 ft,84,76
376,4,11:03.0,Defensive rebound by C. Joseph,,84,76
377,4,10:56.0,M. Bonner makes 3-pt jump shot from 26 ft (assist by C. Joseph),,87,76
378,4,10:41.0,,R. Covington misses 2-pt jump shot from 3 ft,87,76
379,4,10:40.0,Defensive rebound by A. Baynes,,87,76
