,QUARTER,TIME_REMAINING,DENVER_ACTION,DETROIT_ACTION,DENVER_SCORE,DETROIT_SCORE
429,4,0:36.0,,Personal foul by T. Lawson (drawn by G. Monroe),84,90
430,4,0:36.0,,G. Monroe makes free throw 1 of 2,84,91
431,4,0:36.0,,K. Caldwell-Pope enters the game for J. Meeks,84,91
432,4,0:36.0,D. Gallinari enters the game for A. Gee,,84,91
433,4,0:36.0,,G. Monroe makes free throw 2 of 2,84,92
434,4,0:25.0,W. Chandler misses 3-pt jump shot from 26 ft,,84,92
435,4,0:24.0,Offensive rebound by D. Gallinari,,84,92
436,4,0:20.0,R. Foye misses 3-pt jump shot from 26 ft,,84,92
437,4,0:20.0,,Defensive rebound by D. Augustin,84,92
438,4,0:20.0,,Personal foul by D. Gallinari (drawn by D. Augustin),84,92
439,4,0:20.0,,D. Augustin makes free throw 1 of 2,84,93
440,4,0:20.0,,D. Augustin makes free throw 2 of 2,84,94
441,4,0:20.0,T. Lawson makes 2-pt jump shot from 18 ft,,86,94
442,4,0:17.0,,Personal foul by T. Lawson (drawn by D. Augustin),86,94
443,4,0:17.0,,D. Augustin makes free throw 1 of 2,86,95
444,4,0:17.0,,D. Augustin makes free throw 2 of 2,86,96
445,4,0:13.0,D. Gallinari misses 3-pt jump shot from 23 ft,,86,96
446,4,0:10.0,Offensive rebound by K. Faried,,86,96
447,4,0:09.0,K. Faried makes 2-pt layup at rim,,88,96
448,4,0:02.0,,Personal foul by R. Foye (drawn by D. Augustin),88,96
449,4,0:02.0,,D. Augustin makes free throw 1 of 2,88,97
450,4,0:02.0,,D. Augustin makes free throw 2 of 2,88,98
451,4,0:01.0,R. Foye misses 3-pt jump shot from 84 ft,,88,98
452,4,0:00.0,Offensive rebound by Team,,88,98
