,QUARTER,TIME_REMAINING,DENVER_ACTION,DETROIT_ACTION,DENVER_SCORE,DETROIT_SCORE
382,4,4:47.0,J. Nurkić misses 2-pt jump shot from 5 ft,,72,82
383,4,4:46.0,,Defensive rebound by J. Meeks,72,82
384,4,4:39.0,,Turnover by C. Butler (lost ball),72,82
385,4,4:39.0,,K. Singler enters the game for C. Butler,72,82
386,4,4:25.0,A. Gee misses 2-pt jump shot from 9 ft,,72,82
387,4,4:24.0,,Defensive rebound by D. Augustin,72,82
388,4,4:21.0,,J. Meeks makes 2-pt layup at rim (assist by D. Augustin),72,84
389,4,4:02.0,Turnover by R. Foye (bad pass),,72,84
390,4,3:40.0,,G. Monroe misses 2-pt jump shot from 5 ft,72,84
391,4,3:39.0,Defensive rebound by A. Gee,,72,84
392,4,3:34.0,A. Gee makes 2-pt layup at rim,,74,84
393,4,3:14.0,,D. Augustin makes 2-pt layup at rim (assist by G. Monroe),74,86
394,4,2:58.0,A. Gee misses 3-pt jump shot from 23 ft,,74,86
395,4,2:57.0,,Defensive rebound by G. Monroe,74,86
396,4,2:51.0,,J. Meeks misses 3-pt jump shot from 24 ft,74,86
397,4,2:50.0,Defensive rebound by D. Gallinari,,74,86
398,4,2:42.0,R. Foye makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,77,86
399,4,2:21.0,,J. Jerebko makes 2-pt hook shot from 4 ft (assist by G. Monroe),77,88
400,4,2:21.0,Denver full timeout,,77,88
401,4,2:21.0,,K. Caldwell-Pope enters the game for J. Meeks,77,88
402,4,2:21.0,W. Chandler enters the game for J. Nurkić,,77,88
403,4,2:21.0,K. Faried enters the game for A. Gee,,77,88
404,4,2:12.0,K. Faried makes 2-pt layup at rim (assist by D. Gallinari),,79,88
405,4,1:50.0,,Turnover by G. Monroe (lost ball; steal by K. Faried),79,88
406,4,1:40.0,Shooting foul by J. Jerebko (drawn by T. Lawson),,79,88
407,4,1:40.0,T. Lawson makes free throw 1 of 2,,80,88
408,4,1:40.0,T. Lawson misses free throw 2 of 2,,80,88
409,4,1:39.0,,Defensive rebound by G. Monroe,80,88
410,4,1:28.0,,J. Jerebko misses 2-pt jump shot from 21 ft,80,88
411,4,1:26.0,,Offensive rebound by G. Monroe,80,88
412,4,1:08.0,,K. Singler misses 2-pt jump shot from 3 ft (block by K. Faried),80,88
413,4,1:06.0,Defensive rebound by K. Faried,,80,88
414,4,1:01.0,W. Chandler makes 2-pt layup at rim (assist by T. Lawson),,82,88
415,4,0:58.0,Violation by T. Lawson (kicked ball),,82,88
416,4,0:53.0,,Personal foul by R. Foye (drawn by D. Augustin),82,88
417,4,0:53.0,,D. Augustin makes free throw 1 of 2,82,89
418,4,0:53.0,,D. Augustin makes free throw 2 of 2,82,90
419,4,0:53.0,Denver full timeout,,82,90
420,4,0:50.0,Shooting foul by D. Augustin (drawn by T. Lawson),,82,90
421,4,0:50.0,T. Lawson makes free throw 1 of 2,,83,90
422,4,0:50.0,T. Lawson makes free throw 2 of 2,,84,90
423,4,0:43.0,,Detroit full timeout,84,90
424,4,0:43.0,,Detroit full timeout,84,90
425,4,0:43.0,,J. Meeks enters the game for K. Caldwell-Pope,84,90
426,4,0:43.0,A. Gee enters the game for D. Gallinari,,84,90
427,4,0:40.0,,D. Augustin misses 2-pt layup at rim (block by W. Chandler),84,90
428,4,0:38.0,,Offensive rebound by J. Jerebko,84,90
