,QUARTER,TIME_REMAINING,PORTLAND_ACTION,OKLAHOMA CITY_ACTION,PORTLAND_SCORE,OKLAHOMA CITY_SCORE
0,1,11:45.0,,D. Waiters misses 2-pt jump shot from 13 ft,0,0
1,1,11:44.0,Defensive rebound by D. Lillard,,0,0
2,1,11:37.0,M. Leonard misses 2-pt jump shot from 15 ft,,0,0
3,1,11:36.0,,Defensive rebound by R. Westbrook,0,0
4,1,11:25.0,,R. Westbrook misses 2-pt jump shot from 14 ft,0,0
5,1,11:24.0,,Offensive rebound by E. Freedom,0,0
6,1,11:24.0,,E. Freedom misses 2-pt tip-in from 2 ft,0,0
7,1,11:23.0,,Offensive rebound by S. Adams,0,0
8,1,11:23.0,,S. Adams misses 2-pt tip-in from 1 ft,0,0
9,1,11:23.0,,Offensive rebound by S. Adams,0,0
10,1,11:23.0,,Shooting foul by M. Leonard (drawn by S. Adams),0,0
11,1,11:23.0,,S. Adams misses free throw 1 of 2,0,0
12,1,11:23.0,,Offensive rebound by Team,0,0
13,1,11:23.0,,S. Adams makes free throw 2 of 2,0,1
14,1,11:07.0,Turnover by N. Batum (bad pass; steal by R. Westbrook),,0,1
15,1,10:59.0,,E. Freedom makes 2-pt jump shot from 14 ft (assist by D. Waiters),0,3
16,1,10:39.0,C. McCollum misses 2-pt jump shot from 7 ft,,0,3
17,1,10:38.0,,Defensive rebound by D. Waiters,0,3
18,1,10:28.0,,R. Westbrook makes 3-pt jump shot from 22 ft (assist by D. Waiters),0,6
19,1,10:15.0,Personal foul by D. Waiters (drawn by C. McCollum),,0,6
20,1,10:07.0,M. Leonard makes 3-pt jump shot from 23 ft (assist by D. Lillard),,3,6
21,1,9:42.0,,D. Waiters makes 2-pt jump shot from 23 ft,3,8
22,1,9:23.0,M. Leonard makes 2-pt jump shot from 14 ft (assist by D. Lillard),,5,8
23,1,9:03.0,,R. Westbrook misses 2-pt jump shot from 15 ft,5,8
24,1,9:03.0,,Offensive rebound by S. Adams,5,8
25,1,8:59.0,,Shooting foul by M. Leonard (drawn by S. Adams),5,8
26,1,8:59.0,,S. Adams makes free throw 1 of 2,5,9
27,1,8:59.0,C. Kaman enters the game for M. Leonard,,5,9
28,1,8:59.0,,S. Adams misses free throw 2 of 2,5,9
29,1,8:58.0,Defensive rebound by C. Kaman,,5,9
30,1,8:50.0,D. Lillard makes 2-pt jump shot from 14 ft,,7,9
31,1,8:38.0,,R. Westbrook makes 2-pt layup from 1 ft,7,11
32,1,8:17.0,C. Kaman makes 2-pt dunk at rim (assist by C. McCollum),,9,11
33,1,8:03.0,,D. Waiters misses 2-pt jump shot from 15 ft,9,11
34,1,8:02.0,Defensive rebound by C. Kaman,,9,11
35,1,7:53.0,C. McCollum makes 2-pt jump shot from 11 ft,,11,11
36,1,7:43.0,,Def 3 sec tech foul by C. Kaman,11,11
37,1,7:43.0,,R. Westbrook makes technical free throw,11,12
38,1,7:32.0,,R. Westbrook misses 2-pt jump shot from 13 ft,11,12
39,1,7:31.0,Defensive rebound by N. Batum,,11,12
40,1,7:22.0,N. Batum misses 2-pt jump shot from 14 ft,,11,12
41,1,7:20.0,,Defensive rebound by D. Waiters,11,12
42,1,7:15.0,,Personal foul by C. Kaman (drawn by S. Adams),11,12
43,1,7:08.0,,E. Freedom makes 2-pt jump shot from 18 ft (assist by R. Westbrook),11,14
44,1,6:56.0,Personal foul by A. Roberson (drawn by N. Batum),,11,14
45,1,6:48.0,C. Kaman makes 2-pt layup from 1 ft (assist by R. Lopez),,13,14
46,1,6:30.0,,E. Freedom makes 2-pt hook shot from 3 ft (assist by D. Waiters),13,16
47,1,6:15.0,D. Lillard makes 2-pt layup from 1 ft,,15,16
48,1,6:09.0,,E. Freedom misses 2-pt hook shot from 5 ft,15,16
49,1,6:08.0,,Offensive rebound by R. Westbrook,15,16
50,1,6:02.0,,D. Waiters misses 2-pt jump shot from 6 ft (block by C. McCollum),15,16
51,1,6:02.0,,Offensive rebound by Team,15,16
52,1,5:50.0,,E. Freedom misses 2-pt jump shot from 12 ft,15,16
53,1,5:50.0,,Offensive rebound by E. Freedom,15,16
54,1,5:46.0,,E. Freedom makes 2-pt hook shot from 4 ft,15,18
55,1,5:31.0,D. Lillard misses 3-pt jump shot from 24 ft,,15,18
56,1,5:31.0,,Defensive rebound by E. Freedom,15,18
57,1,5:25.0,,R. Westbrook makes 3-pt jump shot from 24 ft,15,21
58,1,5:24.0,Portland full timeout,,15,21
59,1,5:24.0,,A. Morrow enters the game for A. Roberson,15,21
60,1,5:24.0,,N. Collison enters the game for S. Adams,15,21
61,1,5:24.0,A. Crabbe enters the game for C. McCollum,,15,21
62,1,5:01.0,C. Kaman misses 2-pt hook shot from 4 ft,,15,21
63,1,5:00.0,,Defensive rebound by E. Freedom,15,21
64,1,4:45.0,,Offensive foul by E. Freedom (drawn by D. Lillard),15,21
65,1,4:45.0,,Turnover by E. Freedom (offensive foul),15,21
66,1,4:45.0,J. Freeland enters the game for R. Lopez,,15,21
67,1,4:32.0,N. Batum misses 3-pt jump shot from 24 ft,,15,21
68,1,4:32.0,,Defensive rebound by D. Waiters,15,21
69,1,4:26.0,,D. Waiters makes 2-pt jump shot from 3 ft,15,23
70,1,4:07.0,J. Freeland misses 2-pt jump shot from 10 ft,,15,23
71,1,4:06.0,,Defensive rebound by E. Freedom,15,23
72,1,3:57.0,,E. Freedom makes 2-pt jump shot from 6 ft (assist by R. Westbrook),15,25
73,1,3:43.0,Personal foul by N. Collison (drawn by D. Lillard),,15,25
74,1,3:43.0,T. Frazier enters the game for D. Lillard,,15,25
75,1,3:30.0,A. Crabbe misses 3-pt jump shot from 22 ft,,15,25
76,1,3:29.0,,Defensive rebound by R. Westbrook,15,25
77,1,3:23.0,,R. Westbrook makes 2-pt layup from 1 ft,15,27
78,1,3:11.0,C. Kaman makes 2-pt jump shot from 15 ft (assist by T. Frazier),,17,27
79,1,2:58.0,,D. Waiters misses 2-pt layup from 1 ft,17,27
80,1,2:56.0,,Offensive rebound by E. Freedom,17,27
81,1,2:56.0,,E. Freedom makes 2-pt layup from 1 ft,17,29
82,1,2:39.0,A. Crabbe misses 2-pt jump shot from 14 ft,,17,29
83,1,2:38.0,,Defensive rebound by N. Collison,17,29
84,1,2:27.0,,E. Freedom misses 2-pt jump shot from 9 ft,17,29
85,1,2:27.0,Defensive rebound by C. Kaman,,17,29
86,1,2:24.0,Turnover by C. Kaman (bad pass; steal by A. Morrow),,17,29
87,1,2:21.0,,Oklahoma City full timeout,17,29
88,1,2:16.0,,D. Waiters misses 2-pt layup from 2 ft,17,29
89,1,2:13.0,,Offensive rebound by N. Collison,17,29
90,1,2:13.0,,N. Collison makes 2-pt layup at rim,17,31
91,1,1:55.0,C. Kaman makes 2-pt hook shot from 3 ft,,19,31
92,1,1:38.0,,D. Waiters misses 3-pt jump shot from 23 ft,19,31
