,QUARTER,TIME_REMAINING,INDIANA_ACTION,BOSTON_ACTION,INDIANA_SCORE,BOSTON_SCORE
0,1,11:36.0,D. West misses 2-pt jump shot from 19 ft,,0,0
1,1,11:35.0,,Defensive rebound by T. Zeller,0,0
2,1,11:25.0,,Turnover by E. Turner (bad pass),0,0
3,1,11:06.0,R. Hibbert misses 2-pt hook shot from 5 ft,,0,0
4,1,11:05.0,,Defensive rebound by E. Turner,0,0
5,1,10:56.0,,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),0,2
6,1,10:42.0,Turnover by R. Hibbert (bad pass; steal by M. Smart),,0,2
7,1,10:28.0,,M. Smart misses 2-pt jump shot from 13 ft (block by C. Miles),0,2
8,1,10:27.0,Defensive rebound by C. Miles,,0,2
9,1,10:16.0,D. West makes 2-pt jump shot from 19 ft (assist by G. Hill),,2,2
10,1,10:01.0,,A. Bradley misses 2-pt jump shot from 18 ft,2,2
11,1,10:00.0,Defensive rebound by C. Miles,,2,2
12,1,9:55.0,Turnover by G. Hill (bad pass),,2,2
13,1,9:40.0,,Turnover by A. Bradley (bad pass; steal by C. Miles),2,2
14,1,9:36.0,C. Miles makes 2-pt dunk at rim,,4,2
15,1,9:18.0,,B. Bass makes 2-pt jump shot from 17 ft (assist by E. Turner),4,4
16,1,9:06.0,Shooting foul by B. Bass (drawn by D. West),,4,4
17,1,9:06.0,D. West misses free throw 1 of 2,,4,4
18,1,9:06.0,Offensive rebound by Team,,4,4
19,1,9:06.0,D. West makes free throw 2 of 2,,5,4
20,1,8:53.0,,A. Bradley misses 2-pt jump shot from 18 ft,5,4
21,1,8:52.0,Defensive rebound by D. West,,5,4
22,1,8:39.0,G. Hill makes 2-pt jump shot from 19 ft,,7,4
23,1,8:24.0,,T. Zeller makes 2-pt layup at rim (assist by E. Turner),7,6
24,1,8:07.0,R. Hibbert misses 2-pt jump shot from 18 ft,,7,6
25,1,8:06.0,,Defensive rebound by M. Smart,7,6
26,1,8:00.0,,B. Bass makes 2-pt dunk at rim (assist by M. Smart),7,8
27,1,7:42.0,C. Miles makes 2-pt jump shot from 21 ft (assist by G. Hill),,9,8
28,1,7:24.0,,E. Turner makes 2-pt jump shot from 17 ft (assist by T. Zeller),9,10
29,1,7:08.0,R. Hibbert misses 2-pt layup at rim,,9,10
30,1,7:07.0,,Defensive rebound by E. Turner,9,10
31,1,7:03.0,,T. Zeller makes 2-pt layup at rim (assist by E. Turner),9,12
32,1,7:03.0,,Shooting block foul by C. Miles (drawn by T. Zeller),9,12
33,1,7:03.0,,T. Zeller makes free throw 1 of 1,9,13
34,1,6:47.0,D. West misses 2-pt layup at rim,,9,13
35,1,6:46.0,,Defensive rebound by Team,9,13
36,1,6:37.0,,E. Turner misses 2-pt jump shot from 15 ft,9,13
