,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,BOSTON_ACTION,GOLDEN STATE_SCORE,BOSTON_SCORE
119,2,10:38.0,Turnover by D. Lee (lost ball; steal by M. Smart),,25,40
120,2,10:29.0,,I. Thomas misses 3-pt jump shot from 24 ft,25,40
121,2,10:28.0,Defensive rebound by H. Barnes,,25,40
122,2,10:15.0,S. Livingston misses 2-pt jump shot from 11 ft,,25,40
123,2,10:14.0,,Defensive rebound by J. Crowder,25,40
124,2,9:57.0,,I. Thomas makes 2-pt layup from 1 ft,25,42
125,2,9:57.0,,Shooting foul by D. Lee (drawn by I. Thomas),25,42
126,2,9:57.0,,I. Thomas makes free throw 1 of 1,25,43
127,2,9:42.0,H. Barnes makes 2-pt jump shot from 18 ft,,27,43
128,2,9:28.0,,I. Thomas makes 2-pt layup from 1 ft,27,45
129,2,9:18.0,L. Barbosa misses 2-pt jump shot from 6 ft (block by J. Crowder),,27,45
130,2,9:17.0,Offensive rebound by D. Lee,,27,45
131,2,9:16.0,Shooting foul by M. Smart (drawn by D. Lee),,27,45
132,2,9:16.0,D. Lee makes free throw 1 of 2,,28,45
133,2,9:16.0,D. Lee misses free throw 2 of 2,,28,45
134,2,9:16.0,,Defensive rebound by J. Young,28,45
135,2,9:00.0,,I. Thomas misses 3-pt jump shot from 26 ft,28,45
136,2,8:59.0,Defensive rebound by D. Lee,,28,45
137,2,8:46.0,H. Barnes misses 3-pt jump shot from 22 ft,,28,45
138,2,8:45.0,,Defensive rebound by J. Young,28,45
139,2,8:40.0,,J. Young misses 2-pt jump shot from 4 ft,28,45
140,2,8:39.0,Defensive rebound by H. Barnes,,28,45
141,2,8:35.0,Official timeout,,28,45
142,2,8:21.0,L. Barbosa misses 2-pt jump shot from 6 ft,,28,45
143,2,8:20.0,,Defensive rebound by M. Smart,28,45
144,2,8:17.0,,I. Thomas makes 2-pt layup from 2 ft (assist by M. Smart),28,47
145,2,8:01.0,D. Lee misses 2-pt layup from 2 ft (block by J. Jerebko),,28,47
146,2,7:59.0,,Defensive rebound by J. Crowder,28,47
147,2,7:53.0,,J. Young makes 3-pt jump shot from 25 ft (assist by J. Crowder),28,50
148,2,7:39.0,H. Barnes misses 2-pt jump shot from 15 ft,,28,50
149,2,7:37.0,Offensive rebound by D. Lee,,28,50
150,2,7:37.0,D. Lee makes 2-pt tip-in at rim,,30,50
151,2,7:37.0,Violation by Team (delay of game),,30,50
152,2,7:25.0,,M. Smart misses 3-pt jump shot from 25 ft,30,50
153,2,7:24.0,,Offensive rebound by J. Jerebko,30,50
154,2,7:18.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by I. Thomas),30,53
155,2,7:09.0,S. Livingston misses 2-pt jump shot from 10 ft,,30,53
156,2,7:08.0,,Defensive rebound by J. Crowder,30,53
157,2,6:53.0,,J. Jerebko makes 3-pt jump shot from 26 ft (assist by I. Thomas),30,56
158,2,6:47.0,Golden State full timeout,,30,56
159,2,6:47.0,D. Green enters the game for D. Lee,,30,56
160,2,6:47.0,K. Thompson enters the game for L. Barbosa,,30,56
161,2,6:47.0,S. Curry enters the game for S. Livingston,,30,56
162,2,6:40.0,K. Thompson makes 2-pt jump shot from 10 ft (assist by D. Green),,32,56
163,2,6:23.0,,I. Thomas misses 2-pt hook shot from 2 ft,32,56
164,2,6:22.0,Defensive rebound by S. Curry,,32,56
165,2,6:14.0,S. Curry misses 3-pt jump shot from 22 ft,,32,56
166,2,6:13.0,Offensive rebound by H. Barnes,,32,56
167,2,6:12.0,Shooting foul by J. Jerebko (drawn by H. Barnes),,32,56
168,2,6:12.0,H. Barnes makes free throw 1 of 2,,33,56
169,2,6:12.0,H. Barnes makes free throw 2 of 2,,34,56
170,2,5:47.0,,I. Thomas misses 3-pt jump shot from 24 ft,34,56
171,2,5:46.0,Defensive rebound by H. Barnes,,34,56
172,2,5:38.0,Turnover by S. Curry (bad pass; steal by J. Jerebko),,34,56
173,2,5:29.0,,M. Smart misses 2-pt jump shot from 6 ft,34,56
174,2,5:28.0,,Offensive rebound by J. Crowder,34,56
175,2,5:28.0,,J. Crowder makes 2-pt layup from 1 ft,34,58
176,2,5:12.0,Turnover by D. Green (bad pass),,34,58
177,2,5:12.0,,B. Bass enters the game for J. Jerebko,34,58
178,2,5:00.0,,J. Crowder misses 3-pt jump shot from 26 ft,34,58
179,2,4:59.0,Defensive rebound by A. Iguodala,,34,58
180,2,4:43.0,K. Thompson misses 3-pt jump shot from 25 ft,,34,58
181,2,4:42.0,,Defensive rebound by J. Crowder,34,58
182,2,4:26.0,,J. Young misses 3-pt jump shot from 22 ft,34,58
183,2,4:25.0,Defensive rebound by K. Thompson,,34,58
184,2,4:17.0,K. Thompson makes 2-pt layup from 1 ft,,36,58
185,2,3:59.0,,J. Crowder misses 3-pt jump shot from 25 ft,36,58
186,2,3:58.0,Defensive rebound by A. Iguodala,,36,58
187,2,3:51.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,39,58
188,2,3:40.0,,Boston full timeout,39,58
189,2,3:40.0,,A. Bradley enters the game for M. Smart,39,58
190,2,3:40.0,,E. Turner enters the game for J. Young,39,58
191,2,3:19.0,,B. Bass misses 2-pt jump shot from 6 ft,39,58
192,2,3:18.0,,Offensive rebound by A. Bradley,39,58
193,2,3:18.0,,A. Bradley misses 2-pt layup at rim,39,58
194,2,3:17.0,Defensive rebound by K. Thompson,,39,58
195,2,3:06.0,K. Thompson makes 2-pt layup from 1 ft,,41,58
196,2,2:43.0,,A. Bradley misses 2-pt jump shot from 18 ft,41,58
197,2,2:42.0,,Offensive rebound by B. Bass,41,58
198,2,2:42.0,,Shooting foul by D. Green (drawn by B. Bass),41,58
199,2,2:42.0,,B. Bass misses free throw 1 of 2,41,58
200,2,2:42.0,,Offensive rebound by Team,41,58
201,2,2:42.0,,B. Bass makes free throw 2 of 2,41,59
202,2,2:35.0,Shooting foul by B. Bass (drawn by D. Green),,41,59
203,2,2:35.0,D. Green makes free throw 1 of 2,,42,59
204,2,2:35.0,D. Green makes free throw 2 of 2,,43,59
205,2,2:19.0,,E. Turner misses 2-pt jump shot from 14 ft,43,59
206,2,2:18.0,,Offensive rebound by J. Crowder,43,59
207,2,2:17.0,,J. Crowder makes 2-pt layup at rim,43,61
208,2,2:07.0,S. Curry makes 2-pt jump shot from 4 ft,,45,61
209,2,1:44.0,,B. Bass misses 2-pt layup from 2 ft,45,61
210,2,1:43.0,Defensive rebound by A. Iguodala,,45,61
211,2,1:38.0,K. Thompson misses 2-pt jump shot from 15 ft,,45,61
212,2,1:37.0,Offensive rebound by Team,,45,61
213,2,1:37.0,Personal foul by I. Thomas (drawn by H. Barnes),,45,61
214,2,1:37.0,,M. Smart enters the game for I. Thomas,45,61
215,2,1:37.0,,T. Zeller enters the game for J. Crowder,45,61
216,2,1:31.0,D. Green misses 3-pt jump shot from 26 ft,,45,61
217,2,1:30.0,,Defensive rebound by A. Bradley,45,61
218,2,1:19.0,,Personal foul by D. Green (drawn by E. Turner),45,61
219,2,1:07.0,,B. Bass makes 2-pt dunk at rim (assist by M. Smart),45,63
220,2,0:54.0,K. Thompson misses 2-pt jump shot from 5 ft,,45,63
221,2,0:53.0,,Defensive rebound by E. Turner,45,63
222,2,0:49.0,,A. Bradley misses 2-pt layup from 2 ft (block by D. Green),45,63
223,2,0:47.0,Defensive rebound by A. Iguodala,,45,63
224,2,0:42.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,48,63
225,2,0:22.0,,B. Bass misses 2-pt jump shot from 16 ft,48,63
226,2,0:21.0,,Offensive rebound by Team,48,63
227,2,0:21.0,Loose ball foul by H. Barnes (drawn by T. Zeller),,48,63
228,2,0:21.0,,T. Zeller makes free throw 1 of 2,48,64
229,2,0:21.0,,J. Crowder enters the game for B. Bass,48,64
230,2,0:21.0,,T. Zeller makes free throw 2 of 2,48,65
231,2,0:04.0,S. Curry misses 2-pt jump shot from 3 ft,,48,65
232,2,0:03.0,Offensive rebound by D. Green,,48,65
233,2,0:02.0,Shooting foul by J. Crowder (drawn by D. Green),,48,65
234,2,0:02.0,D. Green makes free throw 1 of 2,,49,65
235,2,0:02.0,,I. Thomas enters the game for M. Smart,49,65
236,2,0:02.0,D. Green misses free throw 2 of 2,,49,65
237,2,0:01.0,,Defensive rebound by J. Crowder,49,65
238,2,0:00.0,,J. Crowder misses 3-pt jump shot from 80 ft,49,65
239,2,0:00.0,,Offensive rebound by Team,49,65
240,3,11:40.0,,E. Turner misses 2-pt jump shot from 14 ft,49,65
241,3,11:38.0,Defensive rebound by D. Green,,49,65
242,3,11:27.0,H. Barnes misses 3-pt jump shot from 24 ft,,49,65
243,3,11:26.0,,Defensive rebound by B. Bass,49,65
244,3,11:09.0,,A. Bradley makes 2-pt jump shot from 17 ft (assist by E. Turner),49,67
245,3,10:41.0,D. Green misses 2-pt jump shot from 3 ft (block by T. Zeller),,49,67
246,3,10:40.0,Offensive rebound by A. Bogut,,49,67
247,3,10:39.0,A. Bogut makes 2-pt layup from 1 ft,,51,67
248,3,10:14.0,,B. Bass makes 2-pt jump shot from 16 ft,51,69
249,3,10:04.0,S. Curry makes 2-pt layup from 1 ft,,53,69
250,3,9:52.0,,A. Bradley misses 2-pt jump shot from 19 ft,53,69
251,3,9:51.0,Defensive rebound by D. Green,,53,69
252,3,9:47.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,55,69
253,3,9:27.0,,Personal foul by S. Curry (drawn by A. Bradley),55,69
254,3,9:20.0,,A. Bradley misses 2-pt jump shot from 16 ft,55,69
255,3,9:19.0,,Offensive rebound by B. Bass,55,69
256,3,9:16.0,,A. Bradley misses 2-pt jump shot from 19 ft,55,69
257,3,9:15.0,Defensive rebound by A. Bogut,,55,69
258,3,9:03.0,Personal foul by E. Turner (drawn by D. Green),,55,69
259,3,8:55.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by A. Bogut),,57,69
260,3,8:44.0,,Turnover by E. Turner (bad pass; steal by S. Curry),57,69
261,3,8:40.0,S. Curry makes 3-pt jump shot from 25 ft,,60,69
262,3,8:40.0,,Boston full timeout,60,69
263,3,8:23.0,,T. Zeller misses 2-pt jump shot from 3 ft,60,69
264,3,8:22.0,Defensive rebound by K. Thompson,,60,69
265,3,8:08.0,S. Curry misses 2-pt jump shot from 20 ft,,60,69
266,3,8:07.0,,Defensive rebound by B. Bass,60,69
267,3,7:59.0,,B. Bass misses 2-pt layup from 1 ft (block by A. Bogut),60,69
268,3,7:58.0,,Offensive rebound by Team,60,69
269,3,7:55.0,,T. Zeller makes 2-pt jump shot from 13 ft (assist by E. Turner),60,71
270,3,7:32.0,Personal foul by E. Turner (drawn by S. Curry),,60,71
271,3,7:28.0,Personal foul by M. Smart (drawn by K. Thompson),,60,71
272,3,7:17.0,H. Barnes misses 2-pt jump shot from 4 ft,,60,71
273,3,7:16.0,Offensive rebound by A. Bogut,,60,71
274,3,7:16.0,A. Bogut misses 2-pt tip-in at rim,,60,71
275,3,7:14.0,,Defensive rebound by E. Turner,60,71
276,3,7:04.0,,T. Zeller misses 2-pt jump shot from 17 ft,60,71
277,3,7:03.0,Defensive rebound by S. Curry,,60,71
278,3,6:54.0,H. Barnes misses 3-pt jump shot from 23 ft,,60,71
279,3,6:53.0,,Defensive rebound by T. Zeller,60,71
280,3,6:48.0,,A. Bradley makes 2-pt layup from 1 ft (assist by E. Turner),60,73
281,3,6:24.0,K. Thompson misses 2-pt jump shot from 19 ft,,60,73
282,3,6:23.0,Offensive rebound by H. Barnes,,60,73
283,3,6:23.0,H. Barnes makes 2-pt tip-in from 1 ft,,62,73
284,3,6:10.0,A. Iguodala enters the game for H. Barnes,,62,73
285,3,6:00.0,,A. Bradley makes 2-pt jump shot from 19 ft (assist by M. Smart),62,75
286,3,5:51.0,Turnover by S. Curry (lost ball),,62,75
287,3,5:51.0,,I. Thomas enters the game for M. Smart,62,75
288,3,5:40.0,,T. Zeller makes 2-pt dunk at rim (assist by A. Bradley),62,77
289,3,5:24.0,K. Thompson misses 2-pt jump shot from 16 ft,,62,77
290,3,5:23.0,Offensive rebound by A. Bogut,,62,77
291,3,5:15.0,D. Green misses 3-pt jump shot from 25 ft,,62,77
292,3,5:14.0,,Defensive rebound by T. Zeller,62,77
293,3,4:56.0,,Turnover by T. Zeller (lost ball; steal by A. Bogut),62,77
294,3,4:54.0,Golden State full timeout,,62,77
295,3,4:44.0,A. Bogut misses 2-pt hook shot from 2 ft,,62,77
296,3,4:43.0,,Defensive rebound by E. Turner,62,77
297,3,4:26.0,,A. Bradley misses 2-pt layup from 1 ft,62,77
298,3,4:24.0,,Offensive rebound by B. Bass,62,77
299,3,4:22.0,,B. Bass misses 2-pt jump shot from 17 ft,62,77
300,3,4:21.0,,Offensive rebound by A. Bradley,62,77
301,3,4:21.0,,A. Bradley misses 2-pt tip-in at rim,62,77
302,3,4:20.0,Defensive rebound by A. Bogut,,62,77
303,3,4:14.0,K. Thompson misses 3-pt jump shot from 27 ft,,62,77
304,3,4:13.0,,Defensive rebound by B. Bass,62,77
305,3,3:58.0,,Personal foul by D. Green (drawn by T. Zeller),62,77
306,3,3:58.0,S. Livingston enters the game for S. Curry,,62,77
307,3,3:51.0,,Personal foul by S. Livingston (drawn by I. Thomas),62,77
308,3,3:45.0,,Personal foul by S. Livingston (drawn by I. Thomas),62,77
309,3,3:30.0,,E. Turner misses 2-pt jump shot from 20 ft,62,77
310,3,3:29.0,Defensive rebound by K. Thompson,,62,77
311,3,3:26.0,Personal foul by I. Thomas (drawn by K. Thompson),,62,77
312,3,3:19.0,K. Thompson makes 2-pt jump shot from 10 ft,,64,77
313,3,2:57.0,,B. Bass makes 2-pt dunk at rim,64,79
314,3,2:46.0,Personal foul by I. Thomas (drawn by S. Livingston),,64,79
315,3,2:46.0,S. Livingston makes free throw 1 of 2,,65,79
316,3,2:46.0,,J. Crowder enters the game for T. Zeller,65,79
317,3,2:46.0,,J. Young enters the game for E. Turner,65,79
318,3,2:46.0,H. Barnes enters the game for A. Bogut,,65,79
319,3,2:46.0,S. Livingston makes free throw 2 of 2,,66,79
320,3,2:35.0,,J. Young misses 3-pt jump shot from 25 ft,66,79
321,3,2:34.0,Defensive rebound by D. Green,,66,79
322,3,2:29.0,A. Iguodala makes 2-pt layup at rim (assist by D. Green),,68,79
323,3,2:18.0,,I. Thomas misses 2-pt jump shot from 4 ft,68,79
324,3,2:17.0,,Offensive rebound by Team,68,79
325,3,2:17.0,Loose ball foul by H. Barnes (drawn by B. Bass),,68,79
326,3,2:17.0,,B. Bass makes free throw 1 of 2,68,80
327,3,2:17.0,,B. Bass makes free throw 2 of 2,68,81
328,3,1:54.0,K. Thompson misses 3-pt jump shot from 25 ft,,68,81
329,3,1:53.0,Offensive rebound by H. Barnes,,68,81
330,3,1:44.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by S. Livingston),,70,81
331,3,1:18.0,,I. Thomas misses 2-pt layup from 1 ft,70,81
332,3,1:17.0,,Offensive rebound by J. Crowder,70,81
333,3,1:12.0,,I. Thomas misses 2-pt layup from 1 ft,70,81
334,3,1:11.0,,Offensive rebound by B. Bass,70,81
335,3,1:11.0,,B. Bass makes 2-pt tip-in at rim,70,83
336,3,0:57.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,73,83
337,3,0:41.0,,Shooting foul by H. Barnes (drawn by J. Young),73,83
338,3,0:41.0,,J. Young misses free throw 1 of 2,73,83
339,3,0:41.0,,Offensive rebound by Team,73,83
340,3,0:41.0,J. Holiday enters the game for H. Barnes,,73,83
341,3,0:41.0,,J. Young makes free throw 2 of 2,73,84
342,3,0:31.0,K. Thompson misses 3-pt jump shot from 26 ft,,73,84
343,3,0:30.0,,Defensive rebound by J. Crowder,73,84
344,3,0:08.0,,B. Bass makes 2-pt dunk at rim (assist by I. Thomas),73,86
345,3,0:02.0,S. Livingston makes 2-pt jump shot from 16 ft,,75,86
346,3,0:00.0,,I. Thomas misses 3-pt jump shot from 51 ft,75,86
347,3,0:00.0,,Offensive rebound by Team,75,86
348,4,11:37.0,D. Green makes 3-pt jump shot from 27 ft (assist by A. Iguodala),,78,86
349,4,11:13.0,,I. Thomas misses 2-pt jump shot from 4 ft (block by S. Livingston),78,86
350,4,11:11.0,,Offensive rebound by M. Smart,78,86
351,4,11:01.0,,J. Crowder misses 3-pt jump shot from 27 ft,78,86
352,4,11:00.0,Defensive rebound by D. Green,,78,86
353,4,10:49.0,S. Livingston makes 2-pt layup at rim,,80,86
354,4,10:49.0,Shooting foul by J. Crowder (drawn by S. Livingston),,80,86
355,4,10:49.0,S. Curry enters the game for K. Thompson,,80,86
356,4,10:49.0,S. Livingston makes free throw 1 of 1,,81,86
357,4,10:40.0,,J. Crowder misses 2-pt layup from 2 ft (block by A. Iguodala),81,86
358,4,10:40.0,,Offensive rebound by Team,81,86
359,4,10:32.0,,M. Smart misses 3-pt jump shot from 25 ft,81,86
360,4,10:31.0,Defensive rebound by A. Iguodala,,81,86
361,4,10:20.0,J. Holiday misses 3-pt jump shot from 26 ft,,81,86
362,4,10:19.0,,Defensive rebound by I. Thomas,81,86
363,4,10:17.0,,Shooting foul by J. Holiday (drawn by J. Young),81,86
364,4,10:17.0,,J. Young makes free throw 1 of 2,81,87
365,4,10:17.0,,J. Young misses free throw 2 of 2,81,87
366,4,10:15.0,Defensive rebound by J. Holiday,,81,87
367,4,10:03.0,D. Green misses 2-pt jump shot from 3 ft,,81,87
368,4,10:02.0,Offensive rebound by A. Iguodala,,81,87
369,4,9:46.0,S. Livingston misses 2-pt jump shot from 11 ft,,81,87
370,4,9:45.0,,Defensive rebound by J. Crowder,81,87
371,4,9:35.0,,J. Young misses 3-pt jump shot from 25 ft,81,87
372,4,9:34.0,Defensive rebound by D. Green,,81,87
373,4,9:25.0,S. Curry makes 3-pt jump shot from 25 ft (assist by S. Livingston),,84,87
374,4,9:09.0,,I. Thomas makes 3-pt jump shot from 26 ft,84,90
375,4,8:58.0,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),,87,90
376,4,8:43.0,,I. Thomas misses 3-pt jump shot from 25 ft (block by D. Green),87,90
377,4,8:41.0,Defensive rebound by J. Holiday,,87,90
378,4,8:33.0,Personal block foul by J. Jerebko (drawn by D. Green),,87,90
379,4,8:33.0,Official timeout,,87,90
380,4,8:33.0,,T. Zeller enters the game for J. Young,87,90
381,4,8:28.0,D. Green misses 3-pt jump shot from 26 ft,,87,90
382,4,8:27.0,,Defensive rebound by Team,87,90
383,4,8:27.0,Loose ball foul by S. Livingston (drawn by M. Smart),,87,90
384,4,8:13.0,,J. Crowder makes 2-pt jump shot from 16 ft (assist by I. Thomas),87,92
385,4,7:56.0,Shooting foul by T. Zeller (drawn by D. Green),,87,92
386,4,7:56.0,D. Green misses free throw 1 of 2,,87,92
387,4,7:56.0,Offensive rebound by Team,,87,92
388,4,7:56.0,D. Green makes free throw 2 of 2,,88,92
389,4,7:42.0,,J. Crowder misses 2-pt jump shot from 13 ft,88,92
390,4,7:41.0,Defensive rebound by A. Iguodala,,88,92
391,4,7:28.0,S. Curry makes 2-pt jump shot from 12 ft,,90,92
392,4,7:12.0,,I. Thomas misses 3-pt jump shot from 26 ft,90,92
