,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ORLANDO_ACTION,CHARLOTTE_SCORE,ORLANDO_SCORE
0,1,11:39.0,M. Williams misses 2-pt layup from 2 ft,,0,0
1,1,11:38.0,Offensive rebound by C. Zeller,,0,0
2,1,11:38.0,C. Zeller makes 2-pt dunk at rim,,2,0
3,1,11:25.0,,Shooting foul by M. Kidd-Gilchrist (drawn by T. Harris),2,0
4,1,11:25.0,,T. Harris misses free throw 1 of 2,2,0
5,1,11:25.0,,Offensive rebound by Team,2,0
6,1,11:25.0,,T. Harris makes free throw 2 of 2,2,1
7,1,11:14.0,C. Zeller makes 2-pt dunk at rim (assist by M. Williams),,4,1
8,1,10:48.0,,C. Frye misses 3-pt jump shot from 24 ft,4,1
9,1,10:46.0,Defensive rebound by A. Jefferson,,4,1
10,1,10:36.0,M. Williams misses 2-pt jump shot from 19 ft,,4,1
11,1,10:35.0,,Defensive rebound by T. Harris,4,1
12,1,10:26.0,,T. Harris makes 2-pt jump shot from 7 ft,4,3
13,1,10:08.0,Def 3 sec tech foul by C. Frye,,4,3
14,1,10:08.0,M. Williams makes technical free throw,,5,3
15,1,10:00.0,A. Jefferson makes 2-pt jump shot from 15 ft (assist by G. Henderson),,7,3
16,1,9:42.0,,N. Vučević misses 2-pt jump shot from 18 ft,7,3
17,1,9:41.0,Defensive rebound by C. Zeller,,7,3
18,1,9:29.0,A. Jefferson misses 2-pt hook shot from 10 ft,,7,3
19,1,9:27.0,,Defensive rebound by C. Frye,7,3
20,1,9:12.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by N. Vučević),7,6
21,1,8:52.0,A. Jefferson misses 2-pt hook shot from 10 ft,,7,6
22,1,8:51.0,Offensive rebound by C. Zeller,,7,6
23,1,8:39.0,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft (assist by M. Williams),,9,6
24,1,8:24.0,,V. Oladipo makes 2-pt jump shot from 10 ft,9,8
