,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,INDIANA_ACTION,BROOKLYN_SCORE,INDIANA_SCORE
37,1,6:28.0,,Indiana full timeout,17,15
38,1,6:16.0,,D. West makes 2-pt jump shot from 13 ft,17,17
39,1,6:01.0,J. Johnson misses 2-pt layup at rim,,17,17
40,1,6:00.0,Offensive rebound by J. Johnson,,17,17
41,1,5:55.0,Shooting foul by D. West (drawn by M. Brown),,17,17
42,1,5:55.0,M. Brown makes free throw 1 of 2,,18,17
43,1,5:55.0,M. Brown makes free throw 2 of 2,,19,17
44,1,5:44.0,,S. Hill makes 2-pt layup at rim,19,19
45,1,5:18.0,D. Williams makes 2-pt jump shot from 8 ft,,21,19
46,1,4:57.0,,R. Hibbert misses 2-pt layup from 1 ft,21,19
47,1,4:56.0,Defensive rebound by T. Young,,21,19
48,1,4:41.0,D. Williams makes 3-pt jump shot from 23 ft (assist by T. Young),,24,19
49,1,4:25.0,,Turnover by R. Hibbert (offensive foul),24,19
50,1,4:25.0,Offensive charge foul by R. Hibbert (drawn by M. Brown),,24,19
51,1,4:25.0,A. Anderson enters the game for J. Johnson,,24,19
52,1,4:25.0,,I. Mahinmi enters the game for R. Hibbert,24,19
53,1,4:25.0,,R. Stuckey enters the game for S. Hill,24,19
54,1,4:12.0,D. Williams misses 3-pt jump shot from 24 ft,,24,19
55,1,4:11.0,,Defensive rebound by C. Miles,24,19
56,1,4:01.0,,R. Stuckey misses 2-pt jump shot from 18 ft,24,19
57,1,3:59.0,,Offensive rebound by D. West,24,19
58,1,3:59.0,,D. West makes 2-pt tip-in at rim,24,21
59,1,3:46.0,T. Young makes 2-pt dunk at rim (assist by A. Anderson),,26,21
60,1,3:32.0,,G. Hill makes 2-pt jump shot from 11 ft,26,23
61,1,3:19.0,D. Williams misses 2-pt layup from 3 ft,,26,23
62,1,3:18.0,,Defensive rebound by I. Mahinmi,26,23
63,1,3:08.0,,I. Mahinmi makes 2-pt dunk at rim (assist by D. West),26,25
64,1,2:58.0,Brooklyn full timeout,,26,25
65,1,2:58.0,,C. Watson enters the game for G. Hill,26,25
66,1,2:58.0,C. Jefferson enters the game for T. Young,,26,25
67,1,2:50.0,D. Williams makes 2-pt jump shot from 20 ft (assist by A. Anderson),,28,25
68,1,2:33.0,,D. West makes 2-pt jump shot from 18 ft,28,27
69,1,2:21.0,B. Lopez misses 2-pt jump shot from 9 ft,,28,27
70,1,2:20.0,Offensive rebound by C. Jefferson,,28,27
71,1,2:04.0,B. Lopez makes 2-pt jump shot from 9 ft,,30,27
72,1,1:51.0,Violation by B. Lopez (kicked ball),,30,27
73,1,1:51.0,J. Jack enters the game for D. Williams,,30,27
74,1,1:51.0,B. Bogdanović enters the game for M. Brown,,30,27
75,1,1:41.0,,R. Stuckey misses 2-pt jump shot from 17 ft,30,27
76,1,1:40.0,Defensive rebound by C. Jefferson,,30,27
77,1,1:26.0,B. Lopez misses 2-pt jump shot from 16 ft,,30,27
78,1,1:25.0,,Defensive rebound by C. Watson,30,27
79,1,1:13.0,,D. West misses 2-pt jump shot from 4 ft (block by B. Lopez),30,27
80,1,1:12.0,Defensive rebound by C. Jefferson,,30,27
81,1,1:01.0,Turnover by B. Lopez (lost ball),,30,27
82,1,1:01.0,,D. Rudež enters the game for C. Miles,30,27
83,1,1:01.0,,L. Scola enters the game for D. West,30,27
84,1,1:01.0,M. Plumlee enters the game for B. Lopez,,30,27
85,1,0:49.0,,Shooting foul by A. Anderson (drawn by R. Stuckey),30,27
86,1,0:49.0,,R. Stuckey makes free throw 1 of 2,30,28
87,1,0:49.0,,R. Stuckey makes free throw 2 of 2,30,29
88,1,0:39.0,Shooting foul by L. Scola (drawn by C. Jefferson),,30,29
89,1,0:39.0,C. Jefferson misses free throw 1 of 2,,30,29
90,1,0:39.0,Offensive rebound by Team,,30,29
91,1,0:39.0,C. Jefferson makes free throw 2 of 2,,31,29
92,1,0:16.0,,R. Stuckey misses 3-pt jump shot from 25 ft,31,29
93,1,0:14.0,Defensive rebound by A. Anderson,,31,29
94,1,0:03.0,J. Jack misses 2-pt jump shot from 13 ft,,31,29
95,1,0:02.0,,Defensive rebound by L. Scola,31,29
96,2,11:41.0,,Turnover by R. Stuckey (traveling),31,29
97,2,11:31.0,B. Bogdanović makes 2-pt jump shot from 8 ft,,33,29
98,2,11:12.0,,D. Rudež makes 3-pt jump shot from 22 ft (assist by R. Stuckey),33,32
99,2,10:56.0,B. Bogdanović makes 2-pt jump shot from 7 ft,,35,32
100,2,10:27.0,,L. Scola makes 2-pt jump shot from 15 ft,35,34
101,2,10:12.0,Personal foul by D. Rudež (drawn by B. Bogdanović),,35,34
102,2,10:08.0,Turnover by M. Plumlee (bad pass),,35,34
103,2,9:59.0,,I. Mahinmi makes 2-pt dunk at rim (assist by C. Watson),35,36
104,2,9:46.0,Turnover by B. Bogdanović (lost ball; steal by D. Rudež),,35,36
105,2,9:41.0,,Shooting foul by C. Jefferson (drawn by L. Scola),35,36
106,2,9:41.0,,L. Scola makes free throw 1 of 2,35,37
107,2,9:41.0,,L. Scola misses free throw 2 of 2,35,37
108,2,9:41.0,Defensive rebound by M. Plumlee,,35,37
109,2,9:25.0,A. Anderson makes 3-pt jump shot from 26 ft (assist by J. Jack),,38,37
110,2,9:07.0,,D. Rudež misses 2-pt jump shot from 17 ft,38,37
111,2,9:06.0,Defensive rebound by M. Plumlee,,38,37
112,2,8:59.0,J. Jack makes 2-pt jump shot from 19 ft,,40,37
113,2,8:42.0,,Shooting foul by C. Jefferson (drawn by L. Scola),40,37
114,2,8:42.0,Official timeout,,40,37
115,2,8:42.0,,L. Scola misses free throw 1 of 2,40,37
116,2,8:42.0,,Offensive rebound by Team,40,37
117,2,8:42.0,,L. Scola makes free throw 2 of 2,40,38
118,2,8:31.0,B. Bogdanović makes 2-pt jump shot from 11 ft,,42,38
119,2,8:31.0,Shooting foul by D. Rudež (drawn by B. Bogdanović),,42,38
120,2,8:31.0,B. Bogdanović makes free throw 1 of 1,,43,38
121,2,8:15.0,,I. Mahinmi misses 2-pt jump shot from 11 ft,43,38
122,2,8:13.0,Defensive rebound by A. Anderson,,43,38
123,2,8:01.0,M. Plumlee makes 2-pt layup from 1 ft (assist by J. Jack),,45,38
124,2,7:53.0,,C. Watson misses 3-pt jump shot from 25 ft,45,38
125,2,7:50.0,Defensive rebound by A. Anderson,,45,38
126,2,7:41.0,C. Jefferson makes 2-pt dunk at rim (assist by A. Anderson),,47,38
127,2,7:40.0,,Indiana full timeout,47,38
128,2,7:40.0,,R. Hibbert enters the game for I. Mahinmi,47,38
129,2,7:40.0,,S. Hill enters the game for D. Rudež,47,38
130,2,7:28.0,,L. Scola makes 2-pt jump shot from 17 ft (assist by R. Hibbert),47,40
131,2,7:14.0,,Offensive charge foul by M. Plumlee (drawn by R. Hibbert),47,40
132,2,7:14.0,Turnover by M. Plumlee (offensive foul),,47,40
133,2,6:59.0,,C. Watson misses 3-pt jump shot from 27 ft,47,40
134,2,6:58.0,Defensive rebound by A. Anderson,,47,40
135,2,6:42.0,M. Plumlee makes 2-pt jump shot from 16 ft,,49,40
136,2,6:29.0,,R. Hibbert makes 2-pt hook shot from 5 ft,49,42
137,2,6:15.0,,Violation by R. Hibbert (kicked ball),49,42
138,2,6:15.0,D. Williams enters the game for J. Jack,,49,42
139,2,6:15.0,,G. Hill enters the game for C. Watson,49,42
140,2,6:15.0,T. Young enters the game for C. Jefferson,,49,42
141,2,6:02.0,T. Young makes 2-pt layup from 2 ft,,51,42
142,2,5:45.0,,L. Scola makes 2-pt layup from 1 ft (assist by R. Hibbert),51,44
143,2,5:30.0,A. Anderson misses 2-pt layup from 1 ft,,51,44
144,2,5:28.0,Offensive rebound by M. Plumlee,,51,44
145,2,5:28.0,M. Plumlee makes 2-pt dunk at rim,,53,44
146,2,5:16.0,,Shooting foul by T. Young (drawn by S. Hill),53,44
147,2,5:16.0,,S. Hill misses free throw 1 of 2,53,44
148,2,5:16.0,,Offensive rebound by Team,53,44
149,2,5:16.0,J. Johnson enters the game for B. Bogdanović,,53,44
150,2,5:16.0,,S. Hill makes free throw 2 of 2,53,45
151,2,4:56.0,A. Anderson misses 2-pt jump shot from 21 ft,,53,45
152,2,4:55.0,,Defensive rebound by S. Hill,53,45
153,2,4:47.0,,S. Hill misses 2-pt layup from 1 ft,53,45
154,2,4:46.0,Defensive rebound by M. Plumlee,,53,45
155,2,4:36.0,M. Plumlee makes 2-pt dunk at rim (assist by D. Williams),,55,45
156,2,4:16.0,,L. Scola makes 2-pt layup from 1 ft,55,47
157,2,4:00.0,T. Young misses 2-pt jump shot from 6 ft,,55,47
158,2,3:59.0,,Defensive rebound by R. Hibbert,55,47
159,2,3:49.0,,G. Hill misses 2-pt jump shot from 5 ft,55,47
160,2,3:48.0,Defensive rebound by M. Plumlee,,55,47
161,2,3:37.0,D. Williams misses 2-pt jump shot from 19 ft,,55,47
162,2,3:36.0,,Defensive rebound by L. Scola,55,47
163,2,3:17.0,Violation by D. Williams (kicked ball),,55,47
164,2,3:17.0,B. Lopez enters the game for M. Plumlee,,55,47
165,2,3:17.0,,C. Miles enters the game for R. Stuckey,55,47
166,2,3:17.0,,D. West enters the game for L. Scola,55,47
167,2,3:04.0,,R. Hibbert misses 2-pt jump shot from 4 ft,55,47
168,2,3:03.0,Defensive rebound by B. Lopez,,55,47
169,2,2:51.0,D. Williams makes 2-pt jump shot from 13 ft,,57,47
170,2,2:37.0,,G. Hill makes 2-pt layup at rim,57,49
171,2,2:22.0,B. Lopez makes 2-pt jump shot from 16 ft,,59,49
172,2,2:03.0,,Turnover by G. Hill (bad pass; steal by A. Anderson),59,49
173,2,1:55.0,T. Young makes 2-pt layup at rim (assist by D. Williams),,61,49
174,2,1:37.0,,R. Hibbert misses 2-pt layup from 2 ft,61,49
175,2,1:36.0,,Offensive rebound by D. West,61,49
176,2,1:34.0,,D. West makes 2-pt layup from 2 ft,61,51
177,2,1:08.0,A. Anderson makes 2-pt layup from 1 ft,,63,51
178,2,1:08.0,,Indiana full timeout,63,51
179,2,1:08.0,Brooklyn full timeout,,63,51
180,2,1:08.0,B. Bogdanović enters the game for A. Anderson,,63,51
181,2,0:58.0,,R. Hibbert makes 2-pt jump shot from 8 ft (assist by G. Hill),63,53
182,2,0:48.0,J. Johnson misses 3-pt jump shot from 22 ft,,63,53
183,2,0:47.0,,Defensive rebound by R. Hibbert,63,53
184,2,0:34.0,,S. Hill makes 3-pt jump shot from 24 ft (assist by G. Hill),63,56
185,2,0:13.0,D. Williams misses 2-pt jump shot from 16 ft,,63,56
186,2,0:12.0,,Defensive rebound by S. Hill,63,56
187,2,0:01.0,,D. West misses 2-pt jump shot from 3 ft,63,56
188,2,0:00.0,Defensive rebound by B. Lopez,,63,56
189,3,11:46.0,,S. Hill makes 3-pt jump shot from 26 ft (assist by G. Hill),63,59
190,3,11:26.0,Personal block foul by G. Hill (drawn by D. Williams),,63,59
191,3,11:17.0,B. Lopez makes 2-pt jump shot from 18 ft (assist by T. Young),,65,59
192,3,10:56.0,,Turnover by R. Hibbert (3 sec),65,59
193,3,10:43.0,J. Johnson misses 2-pt jump shot from 18 ft,,65,59
194,3,10:42.0,,Defensive rebound by C. Miles,65,59
195,3,10:25.0,,R. Hibbert misses 2-pt jump shot from 10 ft,65,59
196,3,10:24.0,Defensive rebound by Team,,65,59
197,3,10:15.0,T. Young misses 3-pt jump shot from 27 ft,,65,59
198,3,10:14.0,,Defensive rebound by G. Hill,65,59
199,3,10:09.0,,Shooting foul by D. Williams (drawn by G. Hill),65,59
200,3,10:09.0,,G. Hill makes free throw 1 of 2,65,60
201,3,10:09.0,,G. Hill makes free throw 2 of 2,65,61
202,3,9:58.0,D. Williams misses 2-pt jump shot from 7 ft,,65,61
203,3,9:57.0,,Defensive rebound by C. Miles,65,61
204,3,9:48.0,,G. Hill misses 2-pt jump shot from 7 ft,65,61
205,3,9:46.0,Defensive rebound by T. Young,,65,61
206,3,9:30.0,J. Johnson makes 2-pt jump shot from 9 ft,,67,61
207,3,9:12.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by S. Hill),67,64
208,3,8:48.0,D. Williams misses 2-pt jump shot from 9 ft,,67,64
209,3,8:47.0,,Defensive rebound by S. Hill,67,64
210,3,8:36.0,,R. Hibbert misses 2-pt jump shot from 17 ft,67,64
211,3,8:35.0,Defensive rebound by D. Williams,,67,64
212,3,8:27.0,Shooting foul by G. Hill (drawn by B. Lopez),,67,64
213,3,8:27.0,B. Lopez makes 2-pt layup at rim (assist by D. Williams),,69,64
214,3,8:27.0,B. Lopez makes free throw 1 of 1,,70,64
215,3,8:17.0,,G. Hill misses 2-pt layup from 2 ft (block by B. Lopez),70,64
216,3,8:15.0,Defensive rebound by T. Young,,70,64
217,3,8:08.0,M. Brown misses 2-pt layup from 2 ft (block by R. Hibbert),,70,64
218,3,8:07.0,,Defensive rebound by G. Hill,70,64
219,3,8:00.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by G. Hill),70,67
220,3,7:32.0,Turnover by Team (shot clock),,70,67
221,3,7:14.0,,Personal foul by D. Williams (drawn by S. Hill),70,67
222,3,7:08.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by G. Hill),70,70
223,3,7:05.0,Brooklyn full timeout,,70,70
224,3,7:05.0,A. Anderson enters the game for J. Johnson,,70,70
225,3,7:05.0,B. Bogdanović enters the game for M. Brown,,70,70
226,3,6:56.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by D. Williams),,72,70
227,3,6:44.0,,Shooting foul by B. Lopez (drawn by G. Hill),72,70
228,3,6:44.0,,G. Hill makes 2-pt layup from 1 ft,72,72
229,3,6:44.0,,G. Hill misses free throw 1 of 1,72,72
230,3,6:44.0,Defensive rebound by B. Bogdanović,,72,72
231,3,6:28.0,T. Young misses 2-pt jump shot from 5 ft,,72,72
232,3,6:27.0,,Defensive rebound by R. Hibbert,72,72
233,3,6:27.0,Loose ball foul by B. Lopez (drawn by R. Hibbert),,72,72
234,3,6:17.0,,Shooting foul by A. Anderson (drawn by R. Hibbert),72,72
235,3,6:17.0,,R. Hibbert makes free throw 1 of 2,72,73
236,3,6:17.0,,R. Hibbert makes free throw 2 of 2,72,74
237,3,6:09.0,D. Williams misses 2-pt jump shot from 15 ft,,72,74
238,3,6:08.0,,Defensive rebound by D. West,72,74
239,3,5:57.0,,R. Hibbert makes 2-pt dunk at rim (assist by D. West),72,76
240,3,5:41.0,Shooting foul by G. Hill (drawn by B. Lopez),,72,76
241,3,5:41.0,B. Lopez makes free throw 1 of 2,,73,76
242,3,5:41.0,B. Lopez makes free throw 2 of 2,,74,76
243,3,5:29.0,,R. Hibbert misses 2-pt dunk at rim (block by B. Lopez),74,76
244,3,5:28.0,Defensive rebound by A. Anderson,,74,76
245,3,5:19.0,B. Lopez misses 2-pt jump shot from 19 ft,,74,76
246,3,5:18.0,,Defensive rebound by C. Miles,74,76
247,3,5:09.0,,R. Hibbert makes 2-pt hook shot from 6 ft (assist by G. Hill),74,78
248,3,4:51.0,Personal foul by R. Hibbert (drawn by B. Lopez),,74,78
249,3,4:51.0,J. Jack enters the game for D. Williams,,74,78
250,3,4:40.0,J. Jack misses 2-pt jump shot from 8 ft (block by S. Hill),,74,78
251,3,4:38.0,,Defensive rebound by D. West,74,78
252,3,4:29.0,,S. Hill misses 2-pt jump shot from 3 ft,74,78
253,3,4:26.0,Defensive rebound by T. Young,,74,78
254,3,4:13.0,Personal foul by G. Hill (drawn by A. Anderson),,74,78
255,3,4:13.0,A. Anderson makes free throw 1 of 2,,75,78
256,3,4:13.0,,C. Watson enters the game for G. Hill,75,78
257,3,4:13.0,,I. Mahinmi enters the game for R. Hibbert,75,78
258,3,4:13.0,A. Anderson makes free throw 2 of 2,,76,78
259,3,3:58.0,,C. Miles misses 3-pt jump shot from 22 ft,76,78
260,3,3:57.0,Defensive rebound by J. Jack,,76,78
261,3,3:42.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by J. Jack),,79,78
262,3,3:25.0,,Indiana full timeout,79,78
263,3,3:19.0,,C. Miles misses 3-pt jump shot from 27 ft,79,78
264,3,3:17.0,Defensive rebound by B. Bogdanović,,79,78
265,3,2:58.0,Shooting foul by I. Mahinmi (drawn by J. Jack),,79,78
266,3,2:58.0,J. Jack makes free throw 1 of 2,,80,78
267,3,2:58.0,,D. Rudež enters the game for C. Miles,80,78
268,3,2:58.0,J. Jack makes free throw 2 of 2,,81,78
269,3,2:43.0,,D. West misses 2-pt jump shot from 5 ft,81,78
270,3,2:41.0,,Offensive rebound by I. Mahinmi,81,78
271,3,2:41.0,,I. Mahinmi misses 2-pt tip-in at rim,81,78
272,3,2:40.0,Defensive rebound by T. Young,,81,78
273,3,2:29.0,,Technical foul by Team,81,78
274,3,2:29.0,J. Jack makes technical free throw,,82,78
275,3,2:23.0,Personal foul by S. Hill (drawn by B. Bogdanović),,82,78
276,3,2:23.0,B. Bogdanović makes free throw 1 of 2,,83,78
277,3,2:23.0,,L. Scola enters the game for D. West,83,78
278,3,2:23.0,B. Bogdanović misses free throw 2 of 2,,83,78
279,3,2:23.0,,Defensive rebound by L. Scola,83,78
280,3,2:10.0,,D. Rudež makes 3-pt jump shot from 30 ft (assist by C. Watson),83,81
281,3,1:55.0,A. Anderson misses 3-pt jump shot from 25 ft,,83,81
282,3,1:54.0,,Defensive rebound by S. Hill,83,81
283,3,1:47.0,,S. Hill misses 2-pt layup at rim,83,81
284,3,1:46.0,,Offensive rebound by I. Mahinmi,83,81
285,3,1:46.0,,I. Mahinmi makes 2-pt dunk at rim,83,83
286,3,1:33.0,B. Lopez makes 2-pt jump shot from 16 ft (assist by J. Jack),,85,83
287,3,1:20.0,,Shooting foul by T. Young (drawn by L. Scola),85,83
288,3,1:20.0,,L. Scola makes free throw 1 of 2,85,84
289,3,1:20.0,,L. Scola makes free throw 2 of 2,85,85
290,3,1:02.0,Turnover by T. Young (lost ball; steal by I. Mahinmi),,85,85
291,3,0:53.0,,S. Hill misses 2-pt layup from 1 ft,85,85
292,3,0:52.0,,Offensive rebound by S. Hill,85,85
293,3,0:50.0,,S. Hill misses 2-pt jump shot from 7 ft,85,85
294,3,0:49.0,,Offensive rebound by S. Hill,85,85
295,3,0:49.0,,S. Hill makes 2-pt tip-in from 3 ft,85,87
296,3,0:49.0,Brooklyn full timeout,,85,87
297,3,0:49.0,C. Jefferson enters the game for T. Young,,85,87
298,3,0:35.0,Personal foul by L. Scola (drawn by B. Lopez),,85,87
299,3,0:35.0,B. Lopez makes free throw 1 of 2,,86,87
300,3,0:35.0,B. Lopez misses free throw 2 of 2,,86,87
301,3,0:35.0,,Defensive rebound by I. Mahinmi,86,87
302,3,0:19.0,,S. Hill misses 2-pt layup at rim,86,87
303,3,0:18.0,Defensive rebound by B. Lopez,,86,87
304,3,0:02.0,B. Lopez makes 2-pt layup from 1 ft,,88,87
305,3,0:00.0,,S. Hill misses 3-pt jump shot from 68 ft,88,87
306,3,0:00.0,,Offensive rebound by Team,88,87
307,4,11:47.0,J. Jack misses 2-pt jump shot from 8 ft,,88,87
308,4,11:46.0,,Defensive rebound by L. Scola,88,87
309,4,11:28.0,,C. Miles misses 3-pt jump shot from 24 ft,88,87
310,4,11:28.0,Defensive rebound by Team,,88,87
311,4,11:28.0,,Loose ball foul by I. Mahinmi (drawn by M. Plumlee),88,87
312,4,11:17.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Jack),,91,87
313,4,11:04.0,,C. Watson misses 3-pt jump shot from 27 ft,91,87
314,4,11:03.0,,Offensive rebound by I. Mahinmi,91,87
315,4,10:59.0,,C. Watson misses 3-pt jump shot from 25 ft,91,87
316,4,10:58.0,Defensive rebound by B. Bogdanović,,91,87
317,4,10:38.0,Shooting foul by I. Mahinmi (drawn by M. Plumlee),,91,87
318,4,10:38.0,M. Plumlee misses free throw 1 of 2,,91,87
319,4,10:38.0,Offensive rebound by Team,,91,87
320,4,10:38.0,M. Plumlee makes free throw 2 of 2,,92,87
321,4,10:28.0,,Turnover by C. Watson (bad pass; steal by A. Anderson),92,87
322,4,10:15.0,B. Bogdanović makes 2-pt jump shot from 12 ft (assist by J. Jack),,94,87
323,4,9:58.0,,Turnover by C. Watson (bad pass; steal by A. Anderson),94,87
324,4,9:54.0,A. Anderson makes 2-pt layup at rim,,96,87
325,4,9:52.0,,Indiana full timeout,96,87
326,4,9:52.0,,S. Hill enters the game for C. Watson,96,87
327,4,9:52.0,,G. Hill enters the game for D. Rudež,96,87
328,4,9:43.0,,G. Hill makes 2-pt layup from 1 ft,96,89
329,4,9:28.0,Shooting foul by L. Scola (drawn by M. Plumlee),,96,89
330,4,9:28.0,M. Plumlee misses free throw 1 of 2,,96,89
331,4,9:28.0,Offensive rebound by Team,,96,89
332,4,9:28.0,M. Plumlee makes free throw 2 of 2,,97,89
333,4,9:13.0,,G. Hill makes 2-pt jump shot from 4 ft,97,91
334,4,8:51.0,J. Jack misses 2-pt jump shot from 16 ft,,97,91
335,4,8:50.0,,Defensive rebound by C. Miles,97,91
336,4,8:45.0,,S. Hill makes 2-pt dunk at rim,97,93
337,4,8:28.0,,Offensive charge foul by B. Bogdanović (drawn by G. Hill),97,93
338,4,8:28.0,Turnover by B. Bogdanović (offensive foul),,97,93
339,4,8:12.0,,S. Hill misses 3-pt jump shot from 25 ft,97,93
340,4,8:11.0,,Offensive rebound by Team,97,93
341,4,8:11.0,J. Johnson enters the game for C. Jefferson,,97,93
342,4,8:08.0,,C. Miles misses 2-pt jump shot from 14 ft,97,93
343,4,8:06.0,,Offensive rebound by L. Scola,97,93
344,4,8:04.0,,L. Scola makes 2-pt layup from 1 ft,97,95
345,4,8:04.0,,Shooting foul by J. Johnson (drawn by L. Scola),97,95
346,4,8:04.0,,L. Scola makes free throw 1 of 1,97,96
347,4,7:44.0,J. Jack misses 2-pt jump shot from 16 ft,,97,96
348,4,7:43.0,,Defensive rebound by G. Hill,97,96
349,4,7:35.0,,C. Miles misses 2-pt jump shot from 19 ft,97,96
350,4,7:32.0,Defensive rebound by J. Johnson,,97,96
351,4,7:20.0,J. Johnson makes 2-pt jump shot from 14 ft,,99,96
352,4,6:55.0,,L. Scola misses 2-pt jump shot from 16 ft,99,96
353,4,6:54.0,,Offensive rebound by I. Mahinmi,99,96
354,4,6:46.0,,L. Scola makes 2-pt layup from 1 ft (assist by I. Mahinmi),99,98
355,4,6:22.0,J. Johnson makes 2-pt jump shot from 18 ft,,101,98
356,4,6:13.0,,Turnover by C. Miles (lost ball),101,98
357,4,6:13.0,Brooklyn full timeout,,101,98
358,4,6:13.0,B. Lopez enters the game for M. Plumlee,,101,98
359,4,5:52.0,J. Johnson misses 2-pt jump shot from 14 ft,,101,98
360,4,5:51.0,,Defensive rebound by I. Mahinmi,101,98
361,4,5:28.0,,C. Miles misses 3-pt jump shot from 25 ft,101,98
362,4,5:26.0,Defensive rebound by B. Lopez,,101,98
363,4,5:24.0,Personal foul by L. Scola (drawn by J. Jack),,101,98
364,4,5:24.0,,R. Hibbert enters the game for I. Mahinmi,101,98
365,4,5:05.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Jack),,103,98
366,4,4:45.0,,R. Hibbert misses 2-pt jump shot from 19 ft,103,98
367,4,4:44.0,Defensive rebound by B. Bogdanović,,103,98
368,4,4:33.0,J. Johnson makes 2-pt layup from 2 ft,,105,98
369,4,4:33.0,Shooting foul by C. Miles (drawn by J. Johnson),,105,98
370,4,4:33.0,,D. West enters the game for L. Scola,105,98
371,4,4:33.0,,C. Watson enters the game for C. Miles,105,98
372,4,4:33.0,J. Johnson makes free throw 1 of 1,,106,98
373,4,4:18.0,,D. West makes 2-pt layup from 1 ft,106,100
374,4,4:18.0,Violation by B. Lopez (def goaltending),,106,100
375,4,4:00.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by A. Anderson),,109,100
376,4,3:45.0,,Shooting foul by J. Jack (drawn by D. West),109,100
377,4,3:45.0,,D. West misses free throw 1 of 2,109,100
378,4,3:45.0,,Offensive rebound by Team,109,100
379,4,3:45.0,,D. West makes free throw 2 of 2,109,101
380,4,3:31.0,B. Lopez makes 2-pt jump shot from 18 ft (assist by J. Jack),,111,101
381,4,3:30.0,,Indiana full timeout,111,101
382,4,3:18.0,,G. Hill makes 2-pt jump shot from 22 ft (assist by C. Watson),111,103
383,4,3:04.0,A. Anderson makes 2-pt layup from 2 ft,,113,103
384,4,2:51.0,,D. West makes 2-pt jump shot from 5 ft,113,105
385,4,2:37.0,Offensive foul by A. Anderson (drawn by C. Watson),,113,105
386,4,2:37.0,Turnover by A. Anderson (offensive foul),,113,105
387,4,2:37.0,Official timeout,,113,105
388,4,2:37.0,,C. Miles enters the game for S. Hill,113,105
