,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHOENIX_ACTION,SACRAMENTO_SCORE,PHOENIX_SCORE
0,1,11:42.0,,M. Plumlee makes 2-pt hook shot from 9 ft,0,2
1,1,11:30.0,,Violation by M. Morris (kicked ball),0,2
2,1,11:22.0,J. Thompson misses 2-pt jump shot from 17 ft,,0,2
3,1,11:20.0,,Defensive rebound by G. Dragić,0,2
4,1,11:16.0,,Personal foul by D. Collison (drawn by E. Bledsoe),0,2
5,1,11:07.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,0,2
6,1,11:05.0,Defensive rebound by D. Cousins,,0,2
7,1,10:54.0,J. Thompson misses 2-pt jump shot from 3 ft (block by M. Morris),,0,2
8,1,10:54.0,Offensive rebound by Team,,0,2
9,1,10:41.0,Turnover by Team (shot clock),,0,2
10,1,10:25.0,,E. Bledsoe misses 2-pt jump shot from 8 ft,0,2
11,1,10:23.0,Defensive rebound by R. Gay,,0,2
12,1,10:19.0,Shooting foul by M. Plumlee (drawn by B. McLemore),,0,2
13,1,10:19.0,B. McLemore makes free throw 1 of 2,,1,2
14,1,10:19.0,B. McLemore makes free throw 2 of 2,,2,2
15,1,10:07.0,,M. Morris misses 2-pt jump shot from 17 ft,2,2
16,1,10:05.0,Defensive rebound by R. Gay,,2,2
17,1,9:53.0,J. Thompson makes 2-pt jump shot from 9 ft,,4,2
18,1,9:39.0,,M. Morris makes 2-pt jump shot from 20 ft (assist by M. Morris),4,4
19,1,9:16.0,Turnover by D. Collison (bad pass; steal by E. Bledsoe),,4,4
20,1,9:12.0,,E. Bledsoe makes 2-pt layup from 1 ft,4,6
21,1,9:12.0,,Shooting block foul by D. Collison (drawn by E. Bledsoe),4,6
22,1,9:12.0,R. Sessions enters the game for D. Collison,,4,6
23,1,9:12.0,,E. Bledsoe makes free throw 1 of 1,4,7
24,1,8:57.0,R. Sessions misses 2-pt jump shot from 5 ft (block by E. Bledsoe),,4,7
25,1,8:55.0,Offensive rebound by J. Thompson,,4,7
26,1,8:55.0,Shooting foul by E. Bledsoe (drawn by J. Thompson),,4,7
27,1,8:55.0,J. Thompson makes free throw 1 of 2,,5,7
28,1,8:55.0,J. Thompson misses free throw 2 of 2,,5,7
29,1,8:53.0,,Defensive rebound by M. Plumlee,5,7
30,1,8:42.0,,G. Dragić makes 2-pt layup from 1 ft (assist by E. Bledsoe),5,9
31,1,8:26.0,,Offensive charge foul by B. McLemore (drawn by M. Plumlee),5,9
32,1,8:26.0,Turnover by B. McLemore (offensive foul),,5,9
33,1,8:14.0,,M. Morris makes 2-pt layup at rim,5,11
34,1,8:13.0,Sacramento full timeout,,5,11
35,1,7:55.0,R. Gay misses 2-pt jump shot from 12 ft,,5,11
36,1,7:52.0,Offensive rebound by J. Thompson,,5,11
37,1,7:52.0,J. Thompson makes 2-pt layup from 1 ft,,7,11
38,1,7:27.0,,M. Plumlee makes 2-pt jump shot from 15 ft,7,13
39,1,7:12.0,R. Sessions misses 2-pt layup from 2 ft,,7,13
40,1,7:10.0,,Defensive rebound by M. Plumlee,7,13
41,1,6:59.0,,M. Morris makes 2-pt layup from 1 ft,7,15
42,1,6:43.0,Personal foul by M. Morris (drawn by R. Gay),,7,15
43,1,6:36.0,Turnover by R. Sessions (bad pass; steal by G. Dragić),,7,15
44,1,6:20.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),7,18
45,1,6:13.0,Sacramento full timeout,,7,18
46,1,6:13.0,C. Landry enters the game for J. Thompson,,7,18
47,1,6:13.0,R. Evans enters the game for D. Cousins,,7,18
48,1,6:02.0,B. McLemore makes 2-pt jump shot from 4 ft (assist by R. Evans),,9,18
49,1,6:02.0,,Violation by M. Morris (def goaltending),9,18
50,1,5:41.0,,M. Plumlee makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),9,20
51,1,5:30.0,Personal foul by M. Morris (drawn by C. Landry),,9,20
52,1,5:30.0,,A. Len enters the game for M. Plumlee,9,20
53,1,5:20.0,R. Gay misses 2-pt jump shot from 4 ft,,9,20
54,1,5:18.0,,Defensive rebound by E. Bledsoe,9,20
55,1,5:13.0,,G. Dragić misses 2-pt layup from 1 ft,9,20
56,1,5:11.0,Defensive rebound by C. Landry,,9,20
57,1,4:54.0,R. Gay makes 2-pt layup from 1 ft,,11,20
58,1,4:33.0,,M. Morris makes 2-pt jump shot from 12 ft,11,22
59,1,4:12.0,B. McLemore misses 3-pt jump shot from 25 ft,,11,22
60,1,4:09.0,,Defensive rebound by M. Morris,11,22
61,1,4:01.0,,A. Len misses 2-pt jump shot from 5 ft,11,22
62,1,3:59.0,Defensive rebound by R. Evans,,11,22
63,1,3:48.0,R. Gay makes 2-pt layup from 1 ft,,13,22
64,1,3:27.0,,E. Bledsoe misses 2-pt jump shot from 8 ft (block by R. Evans),13,22
65,1,3:25.0,Defensive rebound by C. Landry,,13,22
66,1,3:20.0,B. McLemore makes 2-pt layup from 2 ft,,15,22
67,1,3:14.0,,Phoenix full timeout,15,22
68,1,3:14.0,,G. Green enters the game for M. Morris,15,22
69,1,3:14.0,,P. Tucker enters the game for E. Bledsoe,15,22
70,1,3:04.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by G. Dragić),15,25
71,1,2:41.0,C. Landry makes 2-pt layup from 1 ft (assist by R. Sessions),,17,25
72,1,2:35.0,,Offensive foul by A. Len (drawn by R. Sessions),17,25
73,1,2:35.0,,Turnover by A. Len (offensive foul),17,25
74,1,2:21.0,R. Gay misses 2-pt jump shot from 18 ft,,17,25
75,1,2:19.0,Offensive rebound by C. Landry,,17,25
76,1,2:10.0,R. Gay misses 2-pt layup from 2 ft,,17,25
77,1,2:08.0,,Defensive rebound by G. Dragić,17,25
78,1,2:05.0,,Shooting foul by B. McLemore (drawn by G. Dragić),17,25
79,1,2:05.0,,G. Dragić makes free throw 1 of 2,17,26
80,1,2:05.0,N. Stauskas enters the game for B. McLemore,,17,26
81,1,2:05.0,,G. Dragić misses free throw 2 of 2,17,26
82,1,2:04.0,Defensive rebound by R. Evans,,17,26
83,1,1:59.0,R. Sessions makes 2-pt layup from 1 ft,,19,26
84,1,1:59.0,Shooting foul by G. Dragić (drawn by R. Sessions),,19,26
85,1,1:59.0,R. Sessions makes free throw 1 of 1,,20,26
