,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SAN ANTONIO_ACTION,PHILADELPHIA_SCORE,SAN ANTONIO_SCORE
59,1,4:36.0,K. McDaniels enters the game for H. Sims,,6,16
60,1,4:36.0,,A. Baynes enters the game for T. Duncan,6,16
61,1,4:36.0,,M. Ginóbili enters the game for D. Green,6,16
62,1,4:36.0,,C. Joseph enters the game for T. Parker,6,16
63,1,4:14.0,L. Mbah a Moute misses 2-pt layup from 1 ft (block by A. Baynes),,6,16
64,1,4:12.0,,Defensive rebound by K. Leonard,6,16
65,1,4:06.0,,B. Diaw misses 2-pt layup at rim,6,16
66,1,4:05.0,Defensive rebound by L. Mbah a Moute,,6,16
67,1,3:56.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,6,16
68,1,3:55.0,,Defensive rebound by K. Leonard,6,16
69,1,3:49.0,,Turnover by K. Leonard (bad pass; steal by M. Carter-Williams),6,16
70,1,3:43.0,L. Mbah a Moute misses 2-pt layup from 2 ft,,6,16
71,1,3:42.0,,Defensive rebound by A. Baynes,6,16
72,1,3:39.0,,San Antonio full timeout,6,16
73,1,3:39.0,,A. Daye enters the game for K. Leonard,6,16
74,1,3:39.0,H. Thompson enters the game for L. Mbah a Moute,,6,16
75,1,3:20.0,,Turnover by M. Ginóbili (bad pass; steal by H. Thompson),6,16
76,1,3:15.0,N. Noel misses 2-pt layup from 1 ft (block by A. Daye),,6,16
77,1,3:14.0,,Defensive rebound by A. Baynes,6,16
78,1,3:14.0,,Personal foul by K. McDaniels (drawn by A. Baynes),6,16
79,1,2:59.0,,A. Baynes makes 2-pt layup from 2 ft,6,18
80,1,2:35.0,N. Noel makes 2-pt jump shot from 12 ft,,8,18
81,1,2:18.0,,B. Diaw makes 2-pt layup at rim (assist by A. Daye),8,20
82,1,2:01.0,H. Thompson misses 2-pt layup at rim,,8,20
83,1,2:00.0,,Defensive rebound by A. Baynes,8,20
84,1,1:40.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,8,20
85,1,1:39.0,Defensive rebound by N. Noel,,8,20
86,1,1:29.0,M. Carter-Williams makes 2-pt layup at rim,,10,20
87,1,1:29.0,Shooting foul by A. Daye (drawn by M. Carter-Williams),,10,20
88,1,1:29.0,M. Carter-Williams misses free throw 1 of 1,,10,20
89,1,1:28.0,,Defensive rebound by C. Joseph,10,20
90,1,1:09.0,,A. Baynes makes 2-pt dunk at rim (assist by M. Ginóbili),10,22
91,1,0:52.0,N. Noel misses 2-pt layup from 2 ft,,10,22
92,1,0:51.0,,Defensive rebound by M. Ginóbili,10,22
93,1,0:45.0,,A. Daye makes 3-pt jump shot from 24 ft (assist by B. Diaw),10,25
94,1,0:35.0,H. Thompson makes 3-pt jump shot from 22 ft (assist by M. Carter-Williams),,13,25
95,1,0:31.0,,Shooting foul by N. Noel (drawn by M. Ginóbili),13,25
96,1,0:31.0,,M. Ginóbili makes free throw 1 of 2,13,26
97,1,0:31.0,,M. Ginóbili makes free throw 2 of 2,13,27
98,1,0:08.0,A. Shved misses 3-pt jump shot from 24 ft,,13,27
99,1,0:06.0,,Defensive rebound by C. Joseph,13,27
100,1,0:02.0,,C. Joseph makes 2-pt layup from 1 ft,13,29
101,1,0:02.0,,Shooting foul by M. Carter-Williams (drawn by C. Joseph),13,29
102,1,0:02.0,,C. Joseph makes free throw 1 of 1,13,30
103,2,11:52.0,M. Carter-Williams misses 2-pt layup from 2 ft,,13,30
104,2,11:51.0,,Defensive rebound by Team,13,30
105,2,11:35.0,,Turnover by M. Ginóbili (bad pass; steal by H. Thompson),13,30
106,2,11:29.0,A. Shved misses 3-pt jump shot from 24 ft,,13,30
107,2,11:28.0,,Defensive rebound by A. Baynes,13,30
108,2,11:08.0,,K. Anderson misses 2-pt jump shot from 9 ft,13,30
109,2,11:07.0,Defensive rebound by M. Carter-Williams,,13,30
110,2,10:59.0,N. Noel misses 2-pt jump shot from 11 ft,,13,30
111,2,10:59.0,,Defensive rebound by K. Anderson,13,30
112,2,10:48.0,,A. Baynes misses 2-pt hook shot from 3 ft,13,30
113,2,10:47.0,Defensive rebound by N. Noel,,13,30
114,2,10:31.0,Shooting foul by A. Baynes (drawn by A. Shved),,13,30
115,2,10:31.0,A. Shved makes free throw 1 of 2,,14,30
116,2,10:31.0,B. Davies enters the game for N. Noel,,14,30
117,2,10:31.0,H. Sims enters the game for H. Thompson,,14,30
118,2,10:31.0,A. Shved makes free throw 2 of 2,,15,30
119,2,10:16.0,,A. Baynes misses 2-pt dunk at rim,15,30
120,2,10:15.0,Defensive rebound by K. McDaniels,,15,30
121,2,10:04.0,A. Shved misses 3-pt jump shot from 25 ft,,15,30
122,2,10:02.0,,Defensive rebound by A. Daye,15,30
123,2,9:59.0,,Turnover by A. Daye (bad pass; steal by A. Shved),15,30
124,2,9:54.0,A. Shved makes 2-pt dunk at rim,,17,30
125,2,9:54.0,,San Antonio full timeout,17,30
126,2,9:54.0,,K. Leonard enters the game for A. Daye,17,30
127,2,9:54.0,,D. Green enters the game for M. Ginóbili,17,30
128,2,9:54.0,T. Wroten enters the game for K. McDaniels,,17,30
129,2,9:31.0,,A. Baynes makes 2-pt dunk at rim (assist by K. Leonard),17,32
130,2,9:18.0,T. Wroten makes 2-pt layup from 3 ft (assist by H. Sims),,19,32
131,2,9:06.0,,A. Baynes makes 2-pt layup from 1 ft (assist by D. Green),19,34
132,2,8:46.0,M. Carter-Williams misses 3-pt jump shot from 23 ft,,19,34
133,2,8:46.0,,Defensive rebound by Team,19,34
134,2,8:46.0,K. McDaniels enters the game for M. Carter-Williams,,19,34
135,2,8:46.0,,T. Parker enters the game for C. Joseph,19,34
136,2,8:46.0,,T. Duncan enters the game for A. Baynes,19,34
137,2,8:29.0,,T. Duncan misses 2-pt jump shot from 4 ft (block by K. McDaniels),19,34
138,2,8:28.0,Defensive rebound by H. Sims,,19,34
139,2,8:14.0,H. Sims misses 2-pt jump shot from 17 ft,,19,34
140,2,8:13.0,,Defensive rebound by K. Leonard,19,34
141,2,7:50.0,,K. Leonard misses 2-pt jump shot from 13 ft,19,34
142,2,7:47.0,,Offensive rebound by K. Leonard,19,34
143,2,7:40.0,,Turnover by T. Duncan (lost ball; steal by B. Davies),19,34
144,2,7:31.0,R. Covington enters the game for A. Shved,,19,34
145,2,7:31.0,Philadelphia full timeout,,19,34
146,2,7:28.0,T. Wroten makes 2-pt layup from 1 ft (assist by B. Davies),,21,34
147,2,7:07.0,,K. Anderson makes 2-pt layup at rim (assist by T. Parker),21,36
148,2,7:01.0,B. Davies misses 2-pt layup from 2 ft,,21,36
149,2,7:00.0,,Defensive rebound by T. Duncan,21,36
150,2,6:53.0,,Turnover by T. Duncan (lost ball; steal by R. Covington),21,36
151,2,6:48.0,T. Wroten makes 2-pt dunk at rim (assist by R. Covington),,23,36
152,2,6:20.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by K. Leonard),23,39
153,2,6:05.0,R. Covington misses 3-pt jump shot from 25 ft,,23,39
154,2,6:04.0,,Defensive rebound by Team,23,39
155,2,5:49.0,,Personal foul by R. Covington (drawn by K. Leonard),23,39
156,2,5:40.0,,K. Leonard misses 3-pt jump shot from 25 ft,23,39
157,2,5:39.0,Defensive rebound by B. Davies,,23,39
158,2,5:27.0,R. Covington makes 2-pt layup at rim (assist by B. Davies),,25,39
159,2,5:10.0,,T. Duncan makes 2-pt jump shot from 8 ft,25,41
160,2,5:10.0,,Shooting foul by K. McDaniels (drawn by T. Duncan),25,41
161,2,5:10.0,,C. Joseph enters the game for T. Parker,25,41
162,2,5:10.0,N. Noel enters the game for B. Davies,,25,41
163,2,5:10.0,,M. Ginóbili enters the game for K. Leonard,25,41
164,2,5:10.0,L. Mbah a Moute enters the game for K. McDaniels,,25,41
165,2,5:10.0,,T. Duncan makes free throw 1 of 1,25,42
166,2,4:55.0,R. Covington misses 2-pt jump shot from 4 ft,,25,42
167,2,4:54.0,,Defensive rebound by T. Duncan,25,42
168,2,4:50.0,,Turnover by D. Green (bad pass),25,42
169,2,4:50.0,,J. Ayres enters the game for T. Duncan,25,42
170,2,4:35.0,T. Wroten misses 3-pt jump shot from 24 ft,,25,42
171,2,4:34.0,,Defensive rebound by Team,25,42
172,2,4:15.0,,D. Green misses 3-pt jump shot from 23 ft,25,42
173,2,4:14.0,Defensive rebound by R. Covington,,25,42
174,2,4:08.0,Turnover by T. Wroten (bad pass),,25,42
175,2,3:47.0,,J. Ayres makes 2-pt dunk at rim (assist by M. Ginóbili),25,44
176,2,3:34.0,Shooting foul by J. Ayres (drawn by L. Mbah a Moute),,25,44
177,2,3:34.0,L. Mbah a Moute makes free throw 1 of 2,,26,44
178,2,3:34.0,,A. Daye enters the game for D. Green,26,44
179,2,3:34.0,,B. Diaw enters the game for K. Anderson,26,44
180,2,3:34.0,M. Carter-Williams enters the game for R. Covington,,26,44
181,2,3:34.0,L. Mbah a Moute makes free throw 2 of 2,,27,44
182,2,3:21.0,,A. Daye misses 2-pt jump shot from 10 ft,27,44
183,2,3:20.0,Defensive rebound by N. Noel,,27,44
184,2,2:59.0,M. Carter-Williams makes 2-pt layup from 2 ft,,29,44
185,2,2:51.0,,Shooting foul by H. Sims (drawn by C. Joseph),29,44
186,2,2:51.0,Official timeout,,29,44
187,2,2:51.0,,C. Joseph makes free throw 1 of 2,29,45
188,2,2:51.0,,C. Joseph makes free throw 2 of 2,29,46
189,2,2:41.0,Turnover by L. Mbah a Moute (bad pass),,29,46
190,2,2:27.0,,C. Joseph misses 2-pt jump shot from 17 ft,29,46
191,2,2:26.0,Defensive rebound by M. Carter-Williams,,29,46
192,2,2:15.0,Shooting foul by B. Diaw (drawn by H. Sims),,29,46
193,2,2:15.0,H. Sims makes free throw 1 of 2,,30,46
194,2,2:15.0,H. Sims misses free throw 2 of 2,,30,46
195,2,2:14.0,,Defensive rebound by J. Ayres,30,46
196,2,1:55.0,,J. Ayres misses 2-pt layup from 1 ft,30,46
197,2,1:54.0,Defensive rebound by N. Noel,,30,46
198,2,1:45.0,H. Sims misses 2-pt jump shot from 13 ft,,30,46
199,2,1:44.0,Offensive rebound by T. Wroten,,30,46
200,2,1:43.0,T. Wroten misses 2-pt layup at rim (block by A. Daye),,30,46
201,2,1:43.0,Offensive rebound by Team,,30,46
202,2,1:27.0,T. Wroten makes 2-pt layup from 2 ft,,32,46
203,2,1:21.0,,M. Ginóbili misses 2-pt layup from 1 ft,32,46
204,2,1:20.0,,Offensive rebound by C. Joseph,32,46
205,2,1:02.0,,A. Daye misses 2-pt jump shot from 8 ft,32,46
206,2,1:01.0,Defensive rebound by L. Mbah a Moute,,32,46
207,2,0:46.0,M. Carter-Williams makes 2-pt jump shot from 20 ft,,34,46
208,2,0:28.0,,A. Daye misses 3-pt jump shot from 24 ft,34,46
209,2,0:27.0,Defensive rebound by H. Sims,,34,46
210,2,0:20.0,Philadelphia full timeout,,34,46
211,2,0:05.0,Turnover by H. Sims (lost ball),,34,46
212,2,0:05.0,,Personal take foul by L. Mbah a Moute (drawn by C. Joseph),34,46
213,2,0:05.0,H. Thompson enters the game for H. Sims,,34,46
214,3,11:37.0,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by T. Wroten),,37,46
215,3,11:25.0,,T. Duncan makes 2-pt layup from 1 ft (assist by T. Parker),37,48
216,3,11:13.0,Turnover by T. Wroten (traveling),,37,48
217,3,11:03.0,,T. Duncan misses 2-pt layup from 1 ft,37,48
218,3,11:02.0,Defensive rebound by L. Mbah a Moute,,37,48
219,3,10:55.0,H. Sims misses 2-pt jump shot from 20 ft,,37,48
220,3,10:54.0,,Defensive rebound by K. Leonard,37,48
221,3,10:29.0,,Turnover by Team (shot clock),37,48
222,3,10:06.0,L. Mbah a Moute misses 2-pt jump shot from 21 ft,,37,48
223,3,10:05.0,,Defensive rebound by T. Duncan,37,48
224,3,9:52.0,,D. Green makes 3-pt jump shot from 25 ft (assist by M. Bonner),37,51
225,3,9:42.0,Turnover by H. Thompson (bad pass; steal by T. Parker),,37,51
226,3,9:26.0,,T. Parker misses 2-pt jump shot from 3 ft (block by L. Mbah a Moute),37,51
227,3,9:25.0,,Offensive rebound by Team,37,51
228,3,9:23.0,,K. Leonard makes 2-pt layup from 1 ft (assist by M. Bonner),37,53
229,3,9:23.0,,Shooting foul by L. Mbah a Moute (drawn by K. Leonard),37,53
230,3,9:23.0,,K. Leonard makes free throw 1 of 1,37,54
231,3,9:09.0,T. Wroten misses 2-pt jump shot from 8 ft,,37,54
232,3,9:08.0,,Defensive rebound by T. Duncan,37,54
233,3,8:57.0,,Shooting foul by H. Sims (drawn by T. Duncan),37,54
234,3,8:57.0,,T. Duncan makes free throw 1 of 2,37,55
235,3,8:57.0,,T. Duncan misses free throw 2 of 2,37,55
236,3,8:56.0,Defensive rebound by B. Davies,,37,55
237,3,8:43.0,Shooting foul by K. Leonard (drawn by H. Sims),,37,55
238,3,8:43.0,H. Sims makes free throw 1 of 2,,38,55
239,3,8:43.0,M. Carter-Williams enters the game for L. Mbah a Moute,,38,55
240,3,8:43.0,H. Sims makes free throw 2 of 2,,39,55
241,3,8:30.0,,M. Bonner makes 3-pt jump shot from 24 ft (assist by T. Duncan),39,58
242,3,8:15.0,Turnover by H. Sims (lost ball; steal by D. Green),,39,58
243,3,7:57.0,,M. Bonner misses 3-pt jump shot from 24 ft,39,58
244,3,7:55.0,Defensive rebound by B. Davies,,39,58
245,3,7:40.0,H. Thompson misses 3-pt jump shot from 23 ft,,39,58
246,3,7:39.0,,Defensive rebound by K. Leonard,39,58
247,3,7:32.0,,K. Leonard misses 2-pt layup at rim,39,58
248,3,7:31.0,,Offensive rebound by T. Duncan,39,58
249,3,7:31.0,,T. Duncan makes 2-pt layup from 2 ft,39,60
250,3,7:13.0,H. Sims makes 2-pt jump shot from 12 ft (assist by M. Carter-Williams),,41,60
251,3,6:59.0,Offensive charge foul by T. Duncan (drawn by B. Davies),,41,60
252,3,6:59.0,,Turnover by T. Duncan (offensive foul),41,60
253,3,6:59.0,N. Noel enters the game for B. Davies,,41,60
254,3,6:59.0,,A. Baynes enters the game for T. Duncan,41,60
255,3,6:46.0,Turnover by T. Wroten (bad pass; steal by K. Leonard),,41,60
256,3,6:34.0,,M. Bonner makes 2-pt layup from 2 ft,41,62
257,3,6:33.0,Philadelphia full timeout,,41,62
258,3,6:33.0,R. Covington enters the game for H. Sims,,41,62
259,3,6:12.0,M. Carter-Williams makes 3-pt jump shot from 25 ft (assist by R. Covington),,44,62
260,3,6:00.0,,A. Baynes makes 2-pt jump shot from 3 ft (assist by T. Parker),44,64
261,3,5:54.0,T. Wroten misses 2-pt layup from 2 ft (block by D. Green),,44,64
262,3,5:53.0,,Defensive rebound by D. Green,44,64
263,3,5:42.0,,Turnover by T. Parker (bad pass; steal by T. Wroten),44,64
264,3,5:36.0,R. Covington misses 2-pt jump shot from 18 ft,,44,64
265,3,5:34.0,,Defensive rebound by T. Parker,44,64
266,3,5:27.0,,Personal foul by M. Carter-Williams (drawn by K. Leonard),44,64
267,3,5:27.0,K. McDaniels enters the game for T. Wroten,,44,64
268,3,5:27.0,,K. Anderson enters the game for K. Leonard,44,64
269,3,5:27.0,,C. Joseph enters the game for T. Parker,44,64
270,3,5:19.0,,A. Baynes misses 2-pt layup from 1 ft,44,64
271,3,5:19.0,Defensive rebound by K. McDaniels,,44,64
272,3,5:12.0,Shooting foul by A. Baynes (drawn by K. McDaniels),,44,64
273,3,5:12.0,K. McDaniels makes free throw 1 of 2,,45,64
274,3,5:12.0,K. McDaniels makes free throw 2 of 2,,46,64
275,3,4:56.0,,Turnover by K. Anderson (lost ball; steal by M. Carter-Williams),46,64
276,3,4:45.0,K. McDaniels misses 2-pt layup from 2 ft (block by D. Green),,46,64
277,3,4:44.0,Offensive rebound by Team,,46,64
278,3,4:42.0,N. Noel misses 2-pt jump shot from 10 ft,,46,64
279,3,4:40.0,,Defensive rebound by M. Bonner,46,64
280,3,4:29.0,,C. Joseph makes 3-pt jump shot from 24 ft (assist by D. Green),46,67
281,3,4:09.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,46,67
282,3,4:08.0,Offensive rebound by N. Noel,,46,67
283,3,4:07.0,N. Noel misses 2-pt jump shot from 3 ft (block by K. Anderson),,46,67
284,3,4:06.0,Offensive rebound by H. Thompson,,46,67
285,3,4:06.0,Shooting foul by M. Bonner (drawn by H. Thompson),,46,67
286,3,4:06.0,H. Thompson makes free throw 1 of 2,,47,67
287,3,4:06.0,H. Thompson misses free throw 2 of 2,,47,67
288,3,4:02.0,Offensive rebound by Team,,47,67
289,3,3:47.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,47,67
290,3,3:46.0,,Defensive rebound by A. Baynes,47,67
291,3,3:37.0,,Turnover by D. Green (bad pass; steal by R. Covington),47,67
292,3,3:33.0,Shooting foul by D. Green (drawn by R. Covington),,47,67
293,3,3:33.0,R. Covington makes free throw 1 of 2,,48,67
294,3,3:33.0,R. Covington makes free throw 2 of 2,,49,67
295,3,3:22.0,,C. Joseph makes 2-pt jump shot from 6 ft,49,69
296,3,3:08.0,N. Noel misses 2-pt jump shot from 3 ft,,49,69
297,3,3:07.0,,Defensive rebound by Team,49,69
298,3,2:57.0,,Turnover by C. Joseph (lost ball),49,69
299,3,2:57.0,,San Antonio full timeout,49,69
300,3,2:57.0,,B. Diaw enters the game for M. Bonner,49,69
301,3,2:57.0,,A. Daye enters the game for D. Green,49,69
302,3,2:57.0,L. Mbah a Moute enters the game for H. Thompson,,49,69
303,3,2:41.0,K. McDaniels misses 3-pt jump shot from 24 ft,,49,69
304,3,2:40.0,,Defensive rebound by K. Anderson,49,69
305,3,2:25.0,,C. Joseph misses 3-pt jump shot from 23 ft,49,69
306,3,2:24.0,Defensive rebound by K. McDaniels,,49,69
307,3,2:13.0,M. Carter-Williams makes 2-pt jump shot from 4 ft,,51,69
308,3,1:58.0,,B. Diaw makes 2-pt jump shot from 3 ft (assist by C. Joseph),51,71
309,3,1:39.0,K. McDaniels makes 2-pt layup at rim (assist by M. Carter-Williams),,53,71
310,3,1:13.0,,A. Daye misses 2-pt jump shot from 16 ft,53,71
311,3,1:12.0,Defensive rebound by M. Carter-Williams,,53,71
312,3,1:00.0,K. McDaniels misses 3-pt jump shot from 22 ft,,53,71
313,3,0:59.0,,Defensive rebound by A. Baynes,53,71
314,3,0:49.0,,Shooting foul by N. Noel (drawn by A. Baynes),53,71
315,3,0:49.0,,A. Baynes makes free throw 1 of 2,53,72
316,3,0:49.0,,A. Baynes makes free throw 2 of 2,53,73
317,3,0:38.0,M. Carter-Williams makes 2-pt jump shot from 6 ft,,55,73
318,3,0:27.0,,K. Anderson misses 2-pt jump shot from 14 ft,55,73
319,3,0:26.0,Defensive rebound by K. McDaniels,,55,73
320,3,0:03.0,K. McDaniels makes 2-pt layup from 2 ft,,57,73
321,3,0:00.0,,C. Joseph misses 3-pt jump shot from 37 ft,57,73
322,3,0:00.0,,Offensive rebound by Team,57,73
323,4,11:51.0,,K. Anderson misses 2-pt jump shot from 4 ft (block by L. Mbah a Moute),57,73
324,4,11:50.0,Defensive rebound by H. Sims,,57,73
325,4,11:42.0,K. McDaniels misses 3-pt jump shot from 24 ft,,57,73
326,4,11:42.0,Offensive rebound by R. Covington,,57,73
327,4,11:42.0,Shooting foul by K. Anderson (drawn by R. Covington),,57,73
328,4,11:42.0,R. Covington makes free throw 1 of 2,,58,73
329,4,11:42.0,R. Covington makes free throw 2 of 2,,59,73
330,4,11:23.0,,C. Joseph misses 2-pt layup from 3 ft,59,73
331,4,11:21.0,Defensive rebound by M. Carter-Williams,,59,73
332,4,11:05.0,H. Sims makes 2-pt jump shot from 9 ft,,61,73
333,4,10:53.0,,Shooting foul by R. Covington (drawn by C. Joseph),61,73
334,4,10:53.0,,C. Joseph misses free throw 1 of 2,61,73
335,4,10:53.0,,Offensive rebound by Team,61,73
336,4,10:53.0,,C. Joseph makes free throw 2 of 2,61,74
337,4,10:42.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,61,74
338,4,10:41.0,,Defensive rebound by C. Joseph,61,74
339,4,10:25.0,,K. Anderson misses 3-pt jump shot from 23 ft,61,74
340,4,10:24.0,Defensive rebound by M. Carter-Williams,,61,74
341,4,10:15.0,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,64,74
342,4,10:02.0,,D. Green enters the game for C. Joseph,64,74
343,4,10:02.0,H. Thompson enters the game for K. McDaniels,,64,74
344,4,10:00.0,,B. Diaw makes 2-pt layup from 1 ft (assist by J. Ayres),64,76
345,4,9:40.0,H. Thompson misses 2-pt layup from 2 ft,,64,76
346,4,9:39.0,,Defensive rebound by B. Diaw,64,76
347,4,9:25.0,,Turnover by B. Diaw (lost ball; steal by H. Sims),64,76
348,4,9:18.0,Personal foul by D. Green (drawn by L. Mbah a Moute),,64,76
349,4,9:18.0,T. Wroten enters the game for M. Carter-Williams,,64,76
350,4,9:13.0,T. Wroten misses 2-pt layup at rim (block by J. Ayres),,64,76
351,4,9:12.0,Offensive rebound by Team,,64,76
352,4,9:12.0,,M. Bonner enters the game for K. Anderson,64,76
353,4,9:01.0,L. Mbah a Moute misses 2-pt jump shot from 18 ft,,64,76
354,4,9:00.0,Offensive rebound by Team,,64,76
355,4,9:00.0,Turnover by Team (shot clock),,64,76
356,4,9:00.0,,C. Joseph enters the game for A. Daye,64,76
357,4,8:42.0,,M. Bonner makes 3-pt jump shot from 25 ft (assist by B. Diaw),64,79
358,4,8:28.0,T. Wroten misses 2-pt layup at rim,,64,79
359,4,8:28.0,,Defensive rebound by J. Ayres,64,79
360,4,8:09.0,,C. Joseph misses 3-pt jump shot from 25 ft,64,79
361,4,8:07.0,Defensive rebound by R. Covington,,64,79
362,4,8:00.0,H. Thompson misses 3-pt jump shot from 22 ft,,64,79
363,4,7:59.0,,Defensive rebound by J. Ayres,64,79
364,4,7:42.0,,D. Green misses 3-pt jump shot from 26 ft,64,79
365,4,7:41.0,Defensive rebound by H. Sims,,64,79
366,4,7:34.0,Philadelphia full timeout,,64,79
367,4,7:29.0,Shooting foul by B. Diaw (drawn by L. Mbah a Moute),,64,79
368,4,7:29.0,L. Mbah a Moute makes free throw 1 of 2,,65,79
369,4,7:29.0,L. Mbah a Moute misses free throw 2 of 2,,65,79
370,4,7:28.0,,Defensive rebound by C. Joseph,65,79
371,4,7:07.0,,Shooting foul by H. Thompson (drawn by C. Joseph),65,79
372,4,7:07.0,,C. Joseph misses free throw 1 of 2,65,79
373,4,7:07.0,,Offensive rebound by Team,65,79
374,4,7:07.0,,C. Joseph makes free throw 2 of 2,65,80
375,4,6:56.0,L. Mbah a Moute misses 3-pt jump shot from 26 ft,,65,80
376,4,6:56.0,,Defensive rebound by J. Ayres,65,80
377,4,6:56.0,Loose ball foul by H. Sims (drawn by J. Ayres),,65,80
378,4,6:56.0,M. Carter-Williams enters the game for L. Mbah a Moute,,65,80
379,4,6:56.0,N. Noel enters the game for H. Sims,,65,80
380,4,6:40.0,,Turnover by J. Ayres (bad pass; steal by N. Noel),65,80
381,4,6:21.0,H. Thompson misses 3-pt jump shot from 25 ft,,65,80
382,4,6:20.0,,Defensive rebound by D. Green,65,80
383,4,6:03.0,,J. Ayres misses 2-pt jump shot from 9 ft,65,80
