,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DALLAS_ACTION,PHILADELPHIA_SCORE,DALLAS_SCORE
385,4,9:54.0,Philadelphia full timeout,,56,95
386,4,9:42.0,H. Thompson misses 2-pt layup from 1 ft,,56,95
387,4,9:41.0,,Defensive rebound by R. Jefferson,56,95
388,4,9:28.0,,Turnover by A. Aminu (traveling),56,95
389,4,9:08.0,J. Sampson misses 2-pt jump shot from 16 ft (block by A. Aminu),,56,95
390,4,9:06.0,,Defensive rebound by A. Aminu,56,95
391,4,9:00.0,C. Johnson enters the game for J. Sampson,,56,95
392,4,8:52.0,,J. Barea makes 2-pt layup from 1 ft,56,97
393,4,8:52.0,,Shooting foul by H. Thompson (drawn by J. Barea),56,97
394,4,8:52.0,,J. Barea makes free throw 1 of 1,56,98
395,4,8:27.0,K. McDaniels misses 3-pt jump shot from 25 ft,,56,98
396,4,8:27.0,Offensive rebound by Team,,56,98
397,4,8:27.0,Turnover by Team (shot clock),,56,98
398,4,8:27.0,M. Carter-Williams enters the game for T. Wroten,,56,98
399,4,8:13.0,,R. Jefferson misses 3-pt jump shot from 24 ft,56,98
400,4,8:12.0,,Offensive rebound by A. Aminu,56,98
401,4,8:03.0,,J. Crowder misses 3-pt jump shot from 22 ft (block by K. McDaniels),56,98
402,4,8:01.0,Defensive rebound by C. Johnson,,56,98
403,4,7:57.0,Personal block foul by R. Jefferson (drawn by H. Thompson),,56,98
404,4,7:57.0,L. Mbah a Moute enters the game for K. McDaniels,,56,98
405,4,7:57.0,,C. Villanueva enters the game for R. Jefferson,56,98
406,4,7:45.0,Personal foul by G. Smith (drawn by D. Gordon),,56,98
407,4,7:39.0,Personal foul by J. Barea (drawn by M. Carter-Williams),,56,98
408,4,7:32.0,D. Gordon misses 3-pt jump shot from 24 ft,,56,98
409,4,7:30.0,Offensive rebound by M. Carter-Williams,,56,98
410,4,7:26.0,H. Thompson misses 3-pt jump shot from 25 ft,,56,98
411,4,7:24.0,Offensive rebound by L. Mbah a Moute,,56,98
412,4,7:24.0,Turnover by L. Mbah a Moute (step out of bounds),,56,98
413,4,7:24.0,N. Noel enters the game for D. Gordon,,56,98
414,4,7:09.0,,C. Villanueva makes 3-pt jump shot from 24 ft (assist by A. Aminu),56,101
415,4,6:54.0,Turnover by N. Noel (lost ball; steal by G. Smith),,56,101
416,4,6:45.0,,C. Villanueva misses 3-pt jump shot from 24 ft,56,101
417,4,6:44.0,Defensive rebound by C. Johnson,,56,101
418,4,6:37.0,Shooting foul by A. Aminu (drawn by M. Carter-Williams),,56,101
419,4,6:37.0,M. Carter-Williams makes free throw 1 of 2,,57,101
420,4,6:37.0,,R. Jefferson enters the game for A. Aminu,57,101
421,4,6:37.0,M. Carter-Williams misses free throw 2 of 2,,57,101
422,4,6:36.0,,Defensive rebound by R. Jefferson,57,101
423,4,6:35.0,,Personal foul by M. Carter-Williams (drawn by R. Jefferson),57,101
424,4,6:23.0,,Turnover by R. Jefferson (bad pass; steal by N. Noel),57,101
425,4,6:18.0,C. Johnson misses 3-pt jump shot from 24 ft,,57,101
426,4,6:17.0,,Defensive rebound by G. Smith,57,101
427,4,6:00.0,,Shooting foul by C. Johnson (drawn by G. Smith),57,101
428,4,6:00.0,,G. Smith makes free throw 1 of 2,57,102
429,4,6:00.0,,G. Smith misses free throw 2 of 2,57,102
430,4,5:59.0,Defensive rebound by L. Mbah a Moute,,57,102
431,4,5:44.0,Personal foul by G. Smith (drawn by N. Noel),,57,102
432,4,5:44.0,Official timeout,,57,102
433,4,5:44.0,J. Sampson enters the game for L. Mbah a Moute,,57,102
434,4,5:44.0,D. Gordon enters the game for H. Thompson,,57,102
435,4,5:44.0,N. Noel misses free throw 1 of 2,,57,102
436,4,5:44.0,Offensive rebound by Team,,57,102
437,4,5:44.0,N. Noel misses free throw 2 of 2,,57,102
438,4,5:44.0,,Defensive rebound by R. Jefferson,57,102
439,4,5:29.0,,C. Villanueva makes 2-pt jump shot from 3 ft (assist by J. Barea),57,104
440,4,5:17.0,Shooting foul by J. Crowder (drawn by C. Johnson),,57,104
441,4,5:17.0,C. Johnson makes free throw 1 of 2,,58,104
442,4,5:17.0,C. Johnson makes free throw 2 of 2,,59,104
443,4,4:57.0,,J. Barea misses 2-pt jump shot from 16 ft,59,104
444,4,4:56.0,Defensive rebound by Team,,59,104
445,4,4:52.0,Turnover by M. Carter-Williams (bad pass; steal by J. Crowder),,59,104
446,4,4:47.0,,R. Jefferson makes 2-pt hook shot from 6 ft (assist by J. Barea),59,106
447,4,4:37.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,59,106
448,4,4:36.0,Offensive rebound by C. Johnson,,59,106
449,4,4:25.0,Turnover by M. Carter-Williams (bad pass; steal by J. Crowder),,59,106
450,4,4:12.0,,Shooting foul by N. Noel (drawn by G. Smith),59,106
451,4,4:12.0,,Dallas full timeout,59,106
452,4,4:12.0,,G. Smith makes free throw 1 of 2,59,107
453,4,4:12.0,,G. Smith makes free throw 2 of 2,59,108
454,4,3:50.0,M. Carter-Williams misses 2-pt jump shot at rim,,59,108
455,4,3:49.0,Offensive rebound by M. Carter-Williams,,59,108
456,4,3:49.0,M. Carter-Williams makes 2-pt layup at rim,,61,108
457,4,3:28.0,,C. Villanueva makes 3-pt jump shot from 23 ft (assist by J. Barea),61,111
458,4,3:21.0,C. Johnson misses 3-pt jump shot from 24 ft,,61,111
459,4,3:20.0,,Defensive rebound by G. Smith,61,111
460,4,3:14.0,,C. Villanueva misses 3-pt jump shot from 24 ft,61,111
461,4,3:12.0,Defensive rebound by D. Gordon,,61,111
462,4,2:57.0,J. Sampson makes 2-pt jump shot from 7 ft,,63,111
463,4,2:44.0,,J. Crowder misses 3-pt jump shot from 25 ft,63,111
464,4,2:43.0,Defensive rebound by M. Carter-Williams,,63,111
465,4,2:34.0,D. Gordon misses 2-pt hook shot from 4 ft,,63,111
466,4,2:33.0,Offensive rebound by D. Gordon,,63,111
467,4,2:30.0,D. Gordon misses 2-pt layup from 1 ft (block by R. Jefferson),,63,111
468,4,2:28.0,,Defensive rebound by C. Villanueva,63,111
469,4,2:21.0,,C. Villanueva makes 2-pt layup from 1 ft (assist by J. Barea),63,113
470,4,2:21.0,Philadelphia full timeout,,63,113
471,4,2:10.0,M. Carter-Williams makes 2-pt layup at rim,,65,113
472,4,1:59.0,,Turnover by C. Villanueva (bad pass; steal by C. Johnson),65,113
473,4,1:56.0,Turnover by C. Johnson (bad pass; steal by J. Barea),,65,113
474,4,1:50.0,,G. Smith makes 2-pt layup at rim (assist by R. Jefferson),65,115
475,4,1:47.0,Turnover by M. Carter-Williams (bad pass),,65,115
476,4,1:31.0,,J. Crowder misses 2-pt jump shot from 15 ft,65,115
477,4,1:30.0,,Offensive rebound by G. Smith,65,115
478,4,1:27.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by J. Barea),65,118
479,4,1:14.0,C. Johnson misses 3-pt jump shot from 26 ft,,65,118
480,4,1:13.0,,Defensive rebound by C. Villanueva,65,118
481,4,1:05.0,,J. Barea makes 2-pt jump shot from 8 ft,65,120
482,4,0:52.0,J. Sampson misses 2-pt jump shot from 5 ft,,65,120
483,4,0:51.0,,Defensive rebound by J. Barea,65,120
484,4,0:45.0,,J. Crowder makes 2-pt layup at rim (assist by J. Barea),65,122
485,4,0:45.0,,Shooting foul by C. Johnson (drawn by J. Crowder),65,122
486,4,0:45.0,,J. Crowder makes free throw 1 of 1,65,123
487,4,0:33.0,J. Sampson makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,68,123
488,4,0:08.0,,J. Crowder misses 2-pt jump shot from 6 ft (block by N. Noel),68,123
489,4,0:06.0,Defensive rebound by M. Carter-Williams,,68,123
490,4,0:04.0,M. Carter-Williams makes 2-pt dunk at rim,,70,123
