,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
0,1,11:39.0,G. Vásquez misses 3-pt jump shot from 25 ft,,0,0
1,1,11:38.0,,Defensive rebound by T. Snell,0,0
2,1,11:29.0,Violation by A. Johnson (def goaltending),,0,0
3,1,11:29.0,,J. Noah makes 2-pt layup from 1 ft (assist by P. Gasol),0,2
4,1,11:20.0,Personal foul by M. Dunleavy (drawn by T. Ross),,0,2
5,1,11:15.0,A. Johnson misses 2-pt jump shot from 20 ft,,0,2
6,1,11:14.0,,Defensive rebound by P. Gasol,0,2
7,1,11:11.0,,Turnover by A. Brooks (bad pass),0,2
8,1,10:52.0,T. Ross misses 3-pt jump shot from 26 ft,,0,2
9,1,10:51.0,,Defensive rebound by J. Noah,0,2
10,1,10:44.0,,T. Snell misses 3-pt jump shot from 24 ft,0,2
11,1,10:43.0,Defensive rebound by J. Valančiūnas,,0,2
12,1,10:31.0,D. DeRozan makes 3-pt jump shot from 22 ft (assist by G. Vásquez),,3,2
13,1,10:13.0,,P. Gasol misses 2-pt jump shot from 13 ft,3,2
14,1,10:12.0,Defensive rebound by D. DeRozan,,3,2
15,1,9:56.0,A. Johnson makes 2-pt jump shot from 4 ft (assist by T. Ross),,5,2
16,1,9:36.0,,A. Brooks makes 2-pt jump shot from 15 ft,5,4
17,1,9:20.0,T. Ross makes 2-pt jump shot from 13 ft,,7,4
18,1,8:58.0,,M. Dunleavy makes 2-pt layup from 1 ft (assist by J. Noah),7,6
19,1,8:34.0,G. Vásquez makes 2-pt jump shot from 11 ft (assist by D. DeRozan),,9,6
20,1,8:24.0,,A. Brooks misses 2-pt jump shot from 9 ft,9,6
21,1,8:21.0,Defensive rebound by A. Johnson,,9,6
22,1,8:05.0,Turnover by D. DeRozan (bad pass; steal by M. Dunleavy),,9,6
23,1,7:58.0,,A. Brooks misses 3-pt jump shot from 25 ft,9,6
24,1,7:57.0,,Offensive rebound by J. Noah,9,6
25,1,7:57.0,,J. Noah misses 2-pt tip-in from 2 ft,9,6
26,1,7:56.0,Defensive rebound by D. DeRozan,,9,6
27,1,7:53.0,,Offensive charge foul by D. DeRozan (drawn by M. Dunleavy),9,6
28,1,7:53.0,Turnover by D. DeRozan (offensive foul),,9,6
29,1,7:41.0,,J. Noah misses 2-pt layup from 2 ft (block by J. Valančiūnas),9,6
30,1,7:41.0,,Offensive rebound by Team,9,6
31,1,7:31.0,,M. Dunleavy makes 2-pt layup from 1 ft (assist by J. Noah),9,8
32,1,7:06.0,Turnover by A. Johnson (bad pass; steal by M. Dunleavy),,9,8
33,1,6:58.0,,T. Snell misses 3-pt jump shot from 24 ft,9,8
34,1,6:57.0,,Offensive rebound by P. Gasol,9,8
35,1,6:55.0,,T. Snell makes 2-pt layup from 1 ft (assist by P. Gasol),9,10
36,1,6:47.0,Toronto full timeout,,9,10
37,1,6:40.0,D. DeRozan makes 2-pt jump shot from 21 ft (assist by A. Johnson),,11,10
