,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SACRAMENTO_ACTION,CHICAGO_SCORE,SACRAMENTO_SCORE
384,4,4:56.0,Turnover by A. Brooks (offensive foul),,82,90
385,4,4:56.0,,D. Cousins enters the game for C. Landry,82,90
386,4,4:47.0,,Shooting foul by A. Brooks (drawn by D. Collison),82,90
387,4,4:47.0,,D. Collison makes free throw 1 of 2,82,91
388,4,4:47.0,,D. Collison makes free throw 2 of 2,82,92
389,4,4:28.0,J. Butler makes 2-pt jump shot from 12 ft,,84,92
390,4,4:14.0,,Def 3 sec tech foul by J. Noah,84,92
391,4,4:14.0,,R. Gay makes technical free throw,84,93
392,4,4:09.0,,R. Gay makes 2-pt layup from 1 ft (assist by D. Collison),84,95
393,4,3:50.0,T. Gibson misses 2-pt jump shot from 7 ft,,84,95
394,4,3:50.0,,Defensive rebound by D. Cousins,84,95
395,4,3:30.0,,D. Cousins makes 2-pt jump shot from 6 ft (assist by R. Gay),84,97
396,4,3:29.0,Chicago full timeout,,84,97
397,4,3:13.0,T. Gibson makes 2-pt dunk at rim (assist by M. Dunleavy),,86,97
398,4,2:49.0,,R. Gay misses 2-pt jump shot from 21 ft,86,97
399,4,2:48.0,,Offensive rebound by D. Cousins,86,97
400,4,2:45.0,,D. Cousins makes 2-pt layup from 2 ft,86,99
401,4,2:32.0,A. Brooks misses 2-pt jump shot from 15 ft,,86,99
402,4,2:28.0,,Defensive rebound by D. Cousins,86,99
403,4,2:10.0,,D. Collison misses 2-pt jump shot from 20 ft,86,99
404,4,2:09.0,Defensive rebound by J. Noah,,86,99
405,4,1:59.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,86,99
406,4,1:59.0,,Defensive rebound by D. Collison,86,99
407,4,1:44.0,,D. Cousins misses 2-pt jump shot from 8 ft,86,99
408,4,1:43.0,Defensive rebound by T. Gibson,,86,99
409,4,1:37.0,,Turnover by R. Gay (bad pass),86,99
410,4,1:37.0,Turnover by A. Brooks (bad pass; steal by D. Collison),,86,99
411,4,1:13.0,T. Snell enters the game for T. Gibson,,86,99
412,4,1:13.0,N. Mohammed enters the game for J. Butler,,86,99
413,4,1:13.0,D. McDermott enters the game for M. Dunleavy,,86,99
414,4,1:13.0,N. Mirotić enters the game for J. Noah,,86,99
415,4,1:13.0,E. Moore enters the game for A. Brooks,,86,99
416,4,1:10.0,,O. Casspi enters the game for J. Thompson,86,99
417,4,0:57.0,T. Snell makes 2-pt jump shot from 5 ft (assist by E. Moore),,88,99
418,4,0:37.0,,D. Cousins makes 2-pt jump shot from 6 ft (assist by D. Collison),88,101
419,4,0:25.0,Turnover by D. McDermott (bad pass),,88,101
420,4,0:25.0,,R. McCallum enters the game for B. McLemore,88,101
421,4,0:25.0,,R. Hollins enters the game for R. Gay,88,101
422,4,0:25.0,,N. Stauskas enters the game for D. Cousins,88,101
423,4,0:12.0,,O. Casspi makes 2-pt layup from 2 ft (assist by R. Hollins),88,103
424,4,0:05.0,E. Moore misses 2-pt jump shot from 18 ft,,88,103
425,4,0:03.0,,Defensive rebound by R. Hollins,88,103
