,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,BROOKLYN_ACTION,WASHINGTON_SCORE,BROOKLYN_SCORE
29,1,7:06.0,,Shooting foul by M. Gortat (drawn by B. Lopez),5,11
30,1,7:06.0,,B. Lopez misses free throw 1 of 1,5,11
31,1,7:05.0,Defensive rebound by M. Gortat,,5,11
32,1,6:49.0,M. Gortat makes 2-pt layup from 1 ft (assist by P. Pierce),,7,11
33,1,6:49.0,Shooting foul by T. Young (drawn by M. Gortat),,7,11
34,1,6:49.0,M. Gortat makes free throw 1 of 1,,8,11
35,1,6:31.0,,B. Lopez misses 2-pt hook shot from 10 ft,8,11
36,1,6:30.0,Defensive rebound by P. Pierce,,8,11
37,1,6:25.0,R. Sessions misses 2-pt layup from 1 ft,,8,11
38,1,6:24.0,,Defensive rebound by T. Young,8,11
39,1,6:19.0,,D. Williams makes 3-pt jump shot from 25 ft,8,14
40,1,5:52.0,P. Pierce misses 2-pt jump shot from 17 ft,,8,14
41,1,5:51.0,,Defensive rebound by B. Lopez,8,14
42,1,5:40.0,,T. Young makes 2-pt layup at rim (assist by D. Williams),8,16
43,1,5:32.0,Washington full timeout,,8,16
44,1,5:32.0,D. Gooden enters the game for N. Hilário,,8,16
45,1,5:32.0,O. Porter enters the game for P. Pierce,,8,16
46,1,5:23.0,Personal foul by M. Brown (drawn by B. Beal),,8,16
47,1,5:09.0,D. Gooden misses 2-pt jump shot from 18 ft,,8,16
48,1,5:08.0,,Defensive rebound by J. Johnson,8,16
49,1,4:54.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Williams),8,18
50,1,4:35.0,M. Gortat makes 2-pt hook shot from 7 ft (assist by O. Porter),,10,18
51,1,4:22.0,,B. Lopez misses 2-pt hook shot from 4 ft,10,18
52,1,4:21.0,Defensive rebound by D. Gooden,,10,18
53,1,4:05.0,,B. Bogdanović enters the game for J. Johnson,10,18
54,1,3:57.0,Turnover by Team (shot clock),,10,18
55,1,3:40.0,,B. Lopez misses 2-pt layup from 1 ft,10,18
56,1,3:39.0,,Offensive rebound by B. Lopez,10,18
57,1,3:38.0,,B. Lopez makes 2-pt tip-in at rim,10,20
58,1,3:25.0,Shooting foul by D. Williams (drawn by R. Sessions),,10,20
59,1,3:25.0,R. Sessions misses free throw 1 of 2,,10,20
60,1,3:25.0,Offensive rebound by Team,,10,20
61,1,3:25.0,R. Butler enters the game for B. Beal,,10,20
62,1,3:25.0,R. Sessions misses free throw 2 of 2,,10,20
63,1,3:24.0,,Defensive rebound by B. Lopez,10,20
64,1,3:14.0,,D. Williams misses 2-pt layup from 1 ft,10,20
65,1,3:13.0,,Offensive rebound by B. Lopez,10,20
66,1,3:12.0,,B. Lopez makes 2-pt layup from 2 ft,10,22
67,1,2:56.0,O. Porter makes 2-pt jump shot from 12 ft,,12,22
68,1,2:44.0,,D. Williams misses 2-pt jump shot from 17 ft,12,22
69,1,2:43.0,Defensive rebound by M. Gortat,,12,22
70,1,2:36.0,D. Gooden misses 2-pt jump shot from 19 ft,,12,22
71,1,2:35.0,Offensive rebound by R. Sessions,,12,22
72,1,2:31.0,R. Sessions misses 2-pt layup at rim,,12,22
73,1,2:30.0,,Defensive rebound by B. Bogdanović,12,22
74,1,2:23.0,,M. Brown misses 3-pt jump shot from 23 ft,12,22
75,1,2:22.0,,Offensive rebound by D. Williams,12,22
76,1,2:17.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Williams),12,25
77,1,2:00.0,R. Butler misses 2-pt hook shot from 4 ft,,12,25
78,1,1:59.0,,Defensive rebound by T. Young,12,25
79,1,1:48.0,,B. Lopez makes 2-pt jump shot from 18 ft (assist by D. Williams),12,27
80,1,1:41.0,Washington full timeout,,12,27
81,1,1:41.0,,Brooklyn full timeout,12,27
82,1,1:41.0,W. Bynum enters the game for R. Sessions,,12,27
83,1,1:41.0,,J. Jack enters the game for M. Brown,12,27
84,1,1:41.0,,C. Jefferson enters the game for T. Young,12,27
85,1,1:28.0,Turnover by O. Porter (bad pass; steal by B. Lopez),,12,27
86,1,1:15.0,,J. Jack makes 2-pt layup from 1 ft,12,29
87,1,0:52.0,D. Gooden misses 2-pt jump shot from 8 ft,,12,29
88,1,0:51.0,Offensive rebound by M. Gortat,,12,29
89,1,0:47.0,M. Gortat makes 2-pt jump shot from 5 ft,,14,29
90,1,0:39.0,,B. Lopez misses 2-pt hook shot from 5 ft,14,29
91,1,0:38.0,Defensive rebound by M. Gortat,,14,29
92,1,0:33.0,,Offensive charge foul by W. Bynum (drawn by D. Williams),14,29
93,1,0:33.0,Turnover by W. Bynum (offensive foul),,14,29
94,1,0:33.0,K. Séraphin enters the game for M. Gortat,,14,29
95,1,0:16.0,,B. Lopez makes 2-pt jump shot from 4 ft (assist by D. Williams),14,31
96,1,0:01.0,K. Séraphin misses 2-pt layup from 4 ft,,14,31
97,1,0:00.0,Offensive rebound by Team,,14,31
98,2,11:57.0,Personal foul by J. Jack (drawn by W. Bynum),,14,31
99,2,11:43.0,K. Séraphin misses 2-pt jump shot from 8 ft,,14,31
100,2,11:42.0,Offensive rebound by D. Gooden,,14,31
101,2,11:40.0,D. Gooden misses 2-pt tip-in from 1 ft,,14,31
102,2,11:39.0,,Defensive rebound by M. Plumlee,14,31
103,2,11:29.0,,C. Jefferson makes 2-pt hook shot from 7 ft (assist by J. Jack),14,33
104,2,11:12.0,O. Porter misses 3-pt jump shot from 25 ft,,14,33
105,2,11:11.0,Offensive rebound by D. Gooden,,14,33
106,2,11:09.0,D. Gooden misses 2-pt tip-in at rim,,14,33
107,2,11:08.0,,Defensive rebound by Team,14,33
108,2,10:52.0,,B. Bogdanović misses 2-pt jump shot from 11 ft,14,33
109,2,10:51.0,Defensive rebound by R. Butler,,14,33
110,2,10:37.0,Turnover by K. Séraphin (bad pass; steal by B. Bogdanović),,14,33
111,2,10:36.0,,Personal foul by W. Bynum (drawn by B. Bogdanović),14,33
112,2,10:36.0,K. Humphries enters the game for D. Gooden,,14,33
113,2,10:36.0,B. Beal enters the game for R. Butler,,14,33
114,2,10:17.0,,J. Jack makes 3-pt jump shot from 25 ft (assist by M. Plumlee),14,36
115,2,10:01.0,Shooting foul by C. Jefferson (drawn by K. Séraphin),,14,36
116,2,10:01.0,K. Séraphin makes free throw 1 of 2,,15,36
117,2,10:01.0,K. Séraphin makes free throw 2 of 2,,16,36
118,2,9:41.0,,C. Jefferson misses 3-pt jump shot from 23 ft,16,36
119,2,9:40.0,Defensive rebound by B. Beal,,16,36
120,2,9:32.0,Personal foul by C. Jefferson (drawn by K. Humphries),,16,36
121,2,9:32.0,,T. Young enters the game for C. Jefferson,16,36
122,2,9:23.0,B. Beal misses 2-pt jump shot from 21 ft,,16,36
123,2,9:23.0,Offensive rebound by O. Porter,,16,36
124,2,9:18.0,K. Humphries misses 2-pt jump shot from 20 ft,,16,36
125,2,9:17.0,,Defensive rebound by J. Jack,16,36
126,2,9:13.0,,M. Plumlee misses 2-pt layup from 2 ft (block by K. Séraphin),16,36
127,2,9:12.0,,Offensive rebound by Team,16,36
128,2,9:03.0,,J. Johnson makes 2-pt jump shot from 6 ft,16,38
129,2,8:51.0,Turnover by K. Humphries (bad pass; steal by J. Johnson),,16,38
130,2,8:42.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by J. Johnson),16,41
131,2,8:34.0,Washington full timeout,,16,41
132,2,8:34.0,R. Sessions enters the game for W. Bynum,,16,41
133,2,8:16.0,B. Beal misses 2-pt jump shot from 16 ft,,16,41
134,2,8:15.0,Offensive rebound by K. Humphries,,16,41
135,2,8:14.0,K. Humphries makes 2-pt tip-in at rim,,18,41
136,2,7:59.0,,Turnover by J. Johnson (bad pass; steal by K. Humphries),18,41
137,2,7:55.0,R. Sessions makes 2-pt dunk at rim (assist by O. Porter),,20,41
138,2,7:34.0,,T. Young misses 2-pt layup from 3 ft,20,41
139,2,7:33.0,Defensive rebound by K. Humphries,,20,41
140,2,7:23.0,B. Beal misses 2-pt jump shot from 17 ft,,20,41
141,2,7:22.0,,Defensive rebound by M. Plumlee,20,41
142,2,7:09.0,,J. Johnson makes 2-pt jump shot from 5 ft (assist by M. Plumlee),20,43
143,2,6:46.0,Personal foul by J. Jack (drawn by K. Humphries),,20,43
144,2,6:46.0,,D. Williams enters the game for J. Jack,20,43
145,2,6:31.0,Turnover by Team (shot clock),,20,43
146,2,6:10.0,,M. Plumlee makes 2-pt layup at rim (assist by J. Johnson),20,45
147,2,5:53.0,Turnover by O. Porter (traveling),,20,45
148,2,5:53.0,Official timeout,,20,45
149,2,5:53.0,,B. Lopez enters the game for M. Plumlee,20,45
150,2,5:53.0,P. Pierce enters the game for O. Porter,,20,45
151,2,5:53.0,N. Hilário enters the game for K. Séraphin,,20,45
152,2,5:53.0,,M. Brown enters the game for J. Johnson,20,45
153,2,5:33.0,,B. Lopez makes 2-pt layup from 1 ft,20,47
154,2,5:16.0,Turnover by B. Beal (bad pass; steal by T. Young),,20,47
155,2,5:07.0,,B. Bogdanović misses 2-pt layup from 1 ft,20,47
156,2,5:06.0,Defensive rebound by B. Beal,,20,47
157,2,4:59.0,B. Beal makes 2-pt jump shot from 19 ft,,22,47
158,2,4:43.0,,D. Williams misses 2-pt layup from 2 ft,22,47
159,2,4:42.0,Defensive rebound by K. Humphries,,22,47
160,2,4:35.0,N. Hilário misses 2-pt layup from 1 ft (block by B. Lopez),,22,47
161,2,4:33.0,Offensive rebound by R. Sessions,,22,47
162,2,4:30.0,R. Sessions misses 2-pt layup from 1 ft,,22,47
163,2,4:30.0,,Defensive rebound by B. Lopez,22,47
164,2,4:26.0,,Turnover by D. Williams (lost ball; steal by B. Beal),22,47
165,2,4:23.0,B. Beal makes 2-pt layup at rim,,24,47
166,2,4:23.0,Shooting foul by B. Lopez (drawn by B. Beal),,24,47
167,2,4:23.0,M. Gortat enters the game for K. Humphries,,24,47
168,2,4:23.0,B. Beal makes free throw 1 of 1,,25,47
169,2,4:12.0,,B. Bogdanović misses 2-pt layup from 4 ft,25,47
170,2,4:11.0,Defensive rebound by R. Sessions,,25,47
171,2,4:03.0,N. Hilário makes 2-pt dunk at rim (assist by R. Sessions),,27,47
172,2,4:00.0,,Brooklyn full timeout,27,47
173,2,3:47.0,,B. Lopez makes 2-pt jump shot from 21 ft (assist by M. Brown),27,49
174,2,3:21.0,B. Beal makes 2-pt dunk at rim (assist by P. Pierce),,29,49
175,2,3:02.0,,M. Brown misses 2-pt jump shot from 19 ft,29,49
176,2,3:01.0,Defensive rebound by M. Gortat,,29,49
177,2,2:52.0,N. Hilário misses 2-pt jump shot from 12 ft,,29,49
178,2,2:51.0,Offensive rebound by M. Gortat,,29,49
179,2,2:46.0,R. Sessions misses 3-pt jump shot from 25 ft,,29,49
180,2,2:45.0,Offensive rebound by N. Hilário,,29,49
181,2,2:25.0,N. Hilário makes 2-pt jump shot from 12 ft (assist by R. Sessions),,31,49
182,2,2:08.0,,B. Lopez misses 2-pt hook shot from 10 ft (block by M. Gortat),31,49
183,2,2:07.0,Defensive rebound by P. Pierce,,31,49
184,2,2:02.0,B. Beal makes 2-pt layup from 2 ft (assist by R. Sessions),,33,49
185,2,1:52.0,,Personal foul by B. Beal (drawn by M. Brown),33,49
186,2,1:52.0,,J. Johnson enters the game for B. Bogdanović,33,49
187,2,1:37.0,,J. Johnson misses 2-pt jump shot from 11 ft,33,49
188,2,1:36.0,Defensive rebound by P. Pierce,,33,49
189,2,1:27.0,N. Hilário misses 2-pt layup from 3 ft,,33,49
190,2,1:26.0,,Defensive rebound by D. Williams,33,49
191,2,1:21.0,,M. Brown misses 2-pt layup at rim,33,49
192,2,1:20.0,,Offensive rebound by D. Williams,33,49
193,2,1:12.0,,Shooting foul by N. Hilário (drawn by D. Williams),33,49
194,2,1:12.0,,D. Williams misses free throw 1 of 2,33,49
195,2,1:12.0,,Offensive rebound by Team,33,49
196,2,1:12.0,,D. Williams makes free throw 2 of 2,33,50
197,2,1:07.0,B. Beal makes 2-pt layup from 2 ft (assist by R. Sessions),,35,50
198,2,1:07.0,Shooting foul by M. Brown (drawn by B. Beal),,35,50
199,2,1:07.0,B. Beal misses free throw 1 of 1,,35,50
200,2,1:06.0,,Defensive rebound by B. Lopez,35,50
201,2,0:50.0,,B. Lopez makes 2-pt jump shot from 14 ft (assist by D. Williams),35,52
202,2,0:45.0,Offensive foul by M. Gortat (drawn by M. Brown),,35,52
203,2,0:45.0,Turnover by M. Gortat (offensive foul),,35,52
204,2,0:45.0,,B. Bogdanović enters the game for M. Brown,35,52
205,2,0:45.0,K. Séraphin enters the game for M. Gortat,,35,52
206,2,0:38.0,,T. Young makes 2-pt layup from 1 ft (assist by J. Johnson),35,54
207,2,0:24.0,,Violation by D. Williams (kicked ball),35,54
208,2,0:15.0,B. Beal makes 3-pt jump shot from 24 ft,,38,54
209,2,0:02.0,,D. Williams misses 3-pt jump shot from 24 ft,38,54
210,2,0:00.0,,Offensive rebound by Team,38,54
211,3,11:44.0,B. Beal makes 3-pt jump shot from 25 ft (assist by P. Pierce),,41,54
212,3,11:22.0,,T. Young makes 2-pt layup from 1 ft,41,56
213,3,11:05.0,B. Beal makes 3-pt jump shot from 24 ft (assist by R. Sessions),,44,56
214,3,10:45.0,,M. Brown misses 3-pt jump shot from 24 ft,44,56
215,3,10:44.0,Defensive rebound by N. Hilário,,44,56
216,3,10:36.0,Personal foul by M. Brown (drawn by B. Beal),,44,56
217,3,10:36.0,,B. Bogdanović enters the game for M. Brown,44,56
218,3,10:25.0,B. Beal misses 2-pt jump shot from 8 ft,,44,56
219,3,10:24.0,,Defensive rebound by D. Williams,44,56
220,3,10:10.0,,B. Lopez misses 2-pt jump shot from 21 ft,44,56
221,3,10:09.0,Defensive rebound by P. Pierce,,44,56
222,3,9:57.0,M. Gortat makes 2-pt jump shot from 7 ft (assist by R. Sessions),,46,56
223,3,9:57.0,,Brooklyn full timeout,46,56
224,3,9:40.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by J. Johnson),46,59
225,3,9:21.0,Personal foul by B. Bogdanović (drawn by B. Beal),,46,59
226,3,9:10.0,M. Gortat makes 2-pt layup from 1 ft (assist by N. Hilário),,48,59
227,3,8:52.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by J. Johnson),48,62
228,3,8:33.0,R. Sessions misses 2-pt jump shot from 12 ft,,48,62
229,3,8:32.0,,Defensive rebound by T. Young,48,62
230,3,8:24.0,,D. Williams makes 2-pt jump shot from 11 ft,48,64
231,3,8:04.0,Turnover by B. Beal (bad pass; steal by D. Williams),,48,64
232,3,7:58.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by J. Johnson),48,66
233,3,7:58.0,Washington full timeout,,48,66
234,3,7:40.0,N. Hilário misses 2-pt layup from 1 ft,,48,66
235,3,7:39.0,,Defensive rebound by D. Williams,48,66
236,3,7:25.0,,D. Williams misses 2-pt jump shot from 3 ft,48,66
237,3,7:24.0,Defensive rebound by M. Gortat,,48,66
238,3,7:13.0,Personal foul by B. Lopez (drawn by N. Hilário),,48,66
239,3,7:01.0,B. Beal makes 2-pt layup from 1 ft (assist by N. Hilário),,50,66
240,3,6:44.0,,T. Young makes 2-pt jump shot from 19 ft (assist by J. Johnson),50,68
241,3,6:35.0,M. Gortat makes 2-pt dunk at rim (assist by R. Sessions),,52,68
242,3,6:26.0,,B. Bogdanović misses 2-pt layup from 3 ft,52,68
243,3,6:25.0,Defensive rebound by M. Gortat,,52,68
244,3,6:18.0,P. Pierce misses 3-pt jump shot from 25 ft,,52,68
245,3,6:17.0,,Defensive rebound by B. Lopez,52,68
246,3,6:10.0,,D. Williams misses 3-pt jump shot from 24 ft,52,68
247,3,6:09.0,Defensive rebound by B. Beal,,52,68
248,3,6:01.0,B. Beal makes 2-pt jump shot from 19 ft,,54,68
249,3,5:48.0,,B. Lopez misses 2-pt jump shot from 8 ft,54,68
250,3,5:47.0,Defensive rebound by M. Gortat,,54,68
251,3,5:33.0,B. Beal misses 2-pt jump shot from 19 ft,,54,68
252,3,5:32.0,,Defensive rebound by D. Williams,54,68
253,3,5:24.0,,T. Young misses 3-pt jump shot from 24 ft,54,68
254,3,5:23.0,Defensive rebound by M. Gortat,,54,68
255,3,5:05.0,N. Hilário misses 2-pt jump shot from 18 ft,,54,68
256,3,5:04.0,Offensive rebound by M. Gortat,,54,68
257,3,5:00.0,M. Gortat makes 2-pt jump shot from 17 ft,,56,68
258,3,4:59.0,,Brooklyn full timeout,56,68
259,3,4:59.0,D. Gooden enters the game for N. Hilário,,56,68
260,3,4:59.0,,J. Jack enters the game for B. Bogdanović,56,68
261,3,4:39.0,Violation by R. Sessions (kicked ball),,56,68
262,3,4:27.0,,J. Jack makes 2-pt layup from 1 ft (assist by D. Williams),56,70
263,3,4:14.0,Turnover by P. Pierce (bad pass; steal by J. Johnson),,56,70
264,3,4:10.0,,Shooting foul by D. Gooden (drawn by T. Young),56,70
265,3,4:10.0,,T. Young misses free throw 1 of 2,56,70
266,3,4:10.0,,Offensive rebound by Team,56,70
267,3,4:10.0,O. Porter enters the game for P. Pierce,,56,70
268,3,4:10.0,W. Bynum enters the game for B. Beal,,56,70
269,3,4:10.0,,M. Plumlee enters the game for B. Lopez,56,70
270,3,4:10.0,,T. Young misses free throw 2 of 2,56,70
271,3,4:09.0,Defensive rebound by D. Gooden,,56,70
272,3,3:57.0,D. Gooden misses 2-pt layup from 2 ft,,56,70
273,3,3:56.0,Offensive rebound by M. Gortat,,56,70
274,3,3:55.0,M. Gortat misses 2-pt tip-in from 2 ft,,56,70
275,3,3:54.0,Offensive rebound by M. Gortat,,56,70
276,3,3:53.0,M. Gortat makes 2-pt tip-in from 1 ft,,58,70
277,3,3:43.0,,Turnover by D. Williams (bad pass),58,70
278,3,3:27.0,D. Gooden misses 2-pt jump shot from 18 ft,,58,70
279,3,3:26.0,Offensive rebound by M. Gortat,,58,70
280,3,3:15.0,M. Gortat makes 2-pt hook shot from 5 ft (assist by D. Gooden),,60,70
281,3,2:57.0,,D. Williams misses 2-pt layup from 3 ft,60,70
282,3,2:56.0,Defensive rebound by D. Gooden,,60,70
283,3,2:48.0,W. Bynum misses 2-pt layup from 1 ft,,60,70
284,3,2:47.0,,Defensive rebound by D. Williams,60,70
285,3,2:39.0,,Shooting foul by R. Sessions (drawn by M. Plumlee),60,70
286,3,2:39.0,,M. Plumlee misses free throw 1 of 2,60,70
287,3,2:39.0,,Offensive rebound by Team,60,70
288,3,2:39.0,,C. Jefferson enters the game for T. Young,60,70
289,3,2:39.0,,M. Plumlee misses free throw 2 of 2,60,70
290,3,2:38.0,Defensive rebound by D. Gooden,,60,70
291,3,2:23.0,Turnover by W. Bynum (bad pass; steal by M. Plumlee),,60,70
292,3,2:17.0,,M. Plumlee misses 2-pt layup from 2 ft,60,70
293,3,2:16.0,,Offensive rebound by C. Jefferson,60,70
294,3,2:15.0,,C. Jefferson makes 2-pt tip-in from 2 ft,60,72
295,3,1:56.0,Shooting foul by C. Jefferson (drawn by M. Gortat),,60,72
296,3,1:56.0,M. Gortat makes free throw 1 of 2,,61,72
297,3,1:56.0,M. Gortat makes free throw 2 of 2,,62,72
298,3,1:41.0,,J. Jack makes 2-pt jump shot from 19 ft,62,74
299,3,1:15.0,M. Gortat misses 2-pt jump shot from 9 ft,,62,74
300,3,1:14.0,,Defensive rebound by J. Jack,62,74
301,3,1:09.0,,J. Jack misses 2-pt jump shot from 14 ft,62,74
302,3,1:08.0,Defensive rebound by D. Gooden,,62,74
303,3,0:59.0,Turnover by W. Bynum (bad pass; steal by M. Plumlee),,62,74
304,3,0:57.0,,Personal foul by M. Gortat (drawn by D. Williams),62,74
305,3,0:57.0,K. Séraphin enters the game for M. Gortat,,62,74
306,3,0:45.0,,Shooting foul by K. Séraphin (drawn by M. Plumlee),62,74
307,3,0:45.0,,M. Plumlee makes free throw 1 of 2,62,75
308,3,0:45.0,,M. Plumlee misses free throw 2 of 2,62,75
309,3,0:45.0,Defensive rebound by K. Séraphin,,62,75
310,3,0:35.0,Offensive foul by K. Séraphin (drawn by M. Plumlee),,62,75
311,3,0:35.0,Turnover by K. Séraphin (offensive foul),,62,75
312,3,0:28.0,,C. Jefferson misses 2-pt jump shot from 3 ft,62,75
313,3,0:27.0,,Offensive rebound by Team,62,75
314,3,0:27.0,,B. Bogdanović enters the game for C. Jefferson,62,75
315,3,0:08.0,,J. Johnson misses 3-pt jump shot from 24 ft,62,75
316,3,0:07.0,Defensive rebound by O. Porter,,62,75
317,3,0:00.0,,C. Jefferson enters the game for B. Bogdanović,62,75
318,4,11:42.0,,Shooting foul by W. Bynum (drawn by J. Jack),62,75
319,4,11:42.0,,J. Jack makes free throw 1 of 2,62,76
320,4,11:42.0,,J. Jack makes free throw 2 of 2,62,77
321,4,11:27.0,B. Beal misses 3-pt jump shot from 24 ft,,62,77
322,4,11:26.0,,Defensive rebound by J. Jack,62,77
323,4,11:14.0,,Personal foul by B. Beal (drawn by M. Plumlee),62,77
324,4,11:09.0,,J. Jack makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),62,80
325,4,10:52.0,Turnover by K. Séraphin (discontinued dribble),,62,80
326,4,10:35.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Jack),62,83
327,4,10:10.0,O. Porter misses 3-pt jump shot from 25 ft,,62,83
328,4,10:09.0,,Defensive rebound by J. Jack,62,83
329,4,10:01.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by M. Brown),62,86
330,4,9:59.0,Washington full timeout,,62,86
331,4,9:49.0,B. Beal misses 2-pt jump shot from 19 ft,,62,86
332,4,9:48.0,Offensive rebound by Team,,62,86
333,4,9:48.0,,Loose ball foul by M. Plumlee (drawn by K. Séraphin),62,86
334,4,9:38.0,K. Séraphin misses 2-pt hook shot from 7 ft,,62,86
335,4,9:37.0,Offensive rebound by K. Séraphin,,62,86
336,4,9:27.0,Turnover by B. Beal (traveling),,62,86
337,4,9:10.0,,Shooting foul by D. Gooden (drawn by B. Lopez),62,86
338,4,9:10.0,,B. Lopez makes free throw 1 of 2,62,87
339,4,9:10.0,,B. Lopez makes free throw 2 of 2,62,88
340,4,8:52.0,Shooting foul by M. Plumlee (drawn by D. Gooden),,62,88
341,4,8:52.0,D. Gooden makes free throw 1 of 2,,63,88
342,4,8:52.0,D. Gooden misses free throw 2 of 2,,63,88
343,4,8:51.0,,Defensive rebound by B. Bogdanović,63,88
344,4,8:41.0,,M. Plumlee misses 2-pt layup from 1 ft (block by B. Beal),63,88
345,4,8:39.0,,Offensive rebound by M. Plumlee,63,88
346,4,8:33.0,,M. Plumlee makes 2-pt hook shot from 5 ft,63,90
347,4,8:20.0,D. Gooden misses 3-pt jump shot from 25 ft,,63,90
348,4,8:19.0,,Defensive rebound by J. Jack,63,90
349,4,8:02.0,,Personal foul by K. Séraphin (drawn by M. Plumlee),63,90
350,4,8:02.0,K. Humphries enters the game for D. Gooden,,63,90
351,4,7:57.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Jack),63,93
352,4,7:43.0,W. Bynum misses 2-pt jump shot from 18 ft,,63,93
353,4,7:42.0,,Defensive rebound by B. Bogdanović,63,93
354,4,7:31.0,,B. Lopez misses 2-pt layup from 2 ft (block by K. Séraphin),63,93
355,4,7:30.0,,Offensive rebound by B. Lopez,63,93
356,4,7:29.0,,B. Lopez makes 2-pt dunk at rim,63,95
357,4,7:28.0,Washington full timeout,,63,95
358,4,7:28.0,R. Sessions enters the game for W. Bynum,,63,95
359,4,7:13.0,K. Séraphin makes 2-pt jump shot from 12 ft (assist by B. Beal),,65,95
360,4,6:53.0,,B. Lopez misses 2-pt jump shot from 7 ft,65,95
361,4,6:52.0,Defensive rebound by R. Sessions,,65,95
362,4,6:47.0,M. Webster enters the game for B. Beal,,65,95
363,4,6:30.0,Shooting foul by M. Plumlee (drawn by M. Webster),,65,95
364,4,6:30.0,M. Webster makes free throw 1 of 2,,66,95
365,4,6:30.0,M. Webster makes free throw 2 of 2,,67,95
366,4,6:09.0,,B. Lopez makes 2-pt layup from 1 ft (assist by B. Bogdanović),67,97
367,4,5:47.0,K. Humphries misses 2-pt layup from 1 ft,,67,97
368,4,5:46.0,,Defensive rebound by M. Plumlee,67,97
369,4,5:26.0,,M. Plumlee misses 2-pt hook shot from 1 ft,67,97
370,4,5:25.0,,Offensive rebound by M. Plumlee,67,97
371,4,5:24.0,,M. Plumlee makes 2-pt layup from 1 ft,67,99
372,4,5:24.0,,Shooting foul by K. Humphries (drawn by M. Plumlee),67,99
373,4,5:24.0,,C. Jefferson enters the game for B. Lopez,67,99
374,4,5:24.0,D. Blair enters the game for K. Séraphin,,67,99
375,4,5:24.0,,M. Plumlee makes free throw 1 of 1,67,100
376,4,5:13.0,O. Porter makes 2-pt jump shot from 21 ft (assist by K. Humphries),,69,100
377,4,4:59.0,,M. Brown misses 2-pt jump shot from 17 ft,69,100
378,4,4:58.0,Defensive rebound by R. Sessions,,69,100
379,4,4:53.0,K. Humphries makes 2-pt dunk at rim (assist by R. Sessions),,71,100
380,4,4:40.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,71,100
381,4,4:39.0,,Offensive rebound by C. Jefferson,71,100
382,4,4:38.0,,Shooting foul by K. Humphries (drawn by C. Jefferson),71,100
383,4,4:38.0,,C. Jefferson misses free throw 1 of 2,71,100
384,4,4:38.0,,Offensive rebound by Team,71,100
385,4,4:38.0,,D. Morris enters the game for J. Jack,71,100
