,QUARTER,TIME_REMAINING,BOSTON_ACTION,HOUSTON_ACTION,BOSTON_SCORE,HOUSTON_SCORE
178,2,5:44.0,,J. Harden misses 2-pt jump shot from 20 ft,30,46
179,2,5:42.0,Defensive rebound by K. Olynyk,,30,46
180,2,5:25.0,J. Green misses 2-pt jump shot from 15 ft,,30,46
181,2,5:23.0,,Defensive rebound by J. Harden,30,46
182,2,5:15.0,,T. Jones misses 2-pt jump shot from 4 ft,30,46
183,2,5:13.0,,Offensive rebound by T. Black,30,46
184,2,5:13.0,,Shooting foul by K. Olynyk (drawn by T. Black),30,46
185,2,5:13.0,,T. Black misses free throw 1 of 2,30,46
186,2,5:13.0,,Offensive rebound by Team,30,46
187,2,5:13.0,T. Zeller enters the game for K. Olynyk,,30,46
188,2,5:13.0,,T. Black makes free throw 2 of 2,30,47
189,2,4:49.0,M. Smart misses 3-pt jump shot from 26 ft,,30,47
190,2,4:47.0,Offensive rebound by B. Bass,,30,47
191,2,4:44.0,M. Smart misses 2-pt dunk at rim (block by T. Black),,30,47
192,2,4:42.0,,Defensive rebound by T. Jones,30,47
193,2,4:35.0,,Shooting foul by T. Zeller (drawn by T. Black),30,47
194,2,4:35.0,,T. Black misses free throw 1 of 2,30,47
195,2,4:35.0,,Offensive rebound by Team,30,47
196,2,4:35.0,,T. Black makes free throw 2 of 2,30,48
197,2,4:25.0,M. Smart misses 2-pt layup from 2 ft,,30,48
198,2,4:23.0,,Defensive rebound by T. Black,30,48
199,2,4:09.0,,J. Harden misses 3-pt jump shot from 24 ft,30,48
200,2,4:06.0,,Offensive rebound by T. Jones,30,48
201,2,4:04.0,,Shooting foul by T. Zeller (drawn by J. Harden),30,48
202,2,4:04.0,,J. Harden makes free throw 1 of 2,30,49
203,2,4:04.0,,D. Howard enters the game for T. Black,30,49
204,2,4:04.0,E. Turner enters the game for M. Smart,,30,49
205,2,4:04.0,R. Rondo enters the game for B. Bass,,30,49
206,2,4:04.0,,J. Harden makes free throw 2 of 2,30,50
207,2,3:48.0,J. Green misses 2-pt jump shot from 21 ft,,30,50
208,2,3:47.0,,Defensive rebound by T. Ariza,30,50
209,2,3:31.0,,D. Howard makes 2-pt hook shot from 6 ft (assist by I. Canaan),30,52
210,2,3:14.0,A. Bradley misses 2-pt jump shot from 20 ft,,30,52
211,2,3:12.0,,Defensive rebound by T. Ariza,30,52
212,2,2:53.0,,J. Harden misses 3-pt jump shot from 25 ft,30,52
213,2,2:52.0,Defensive rebound by J. Green,,30,52
214,2,2:46.0,T. Zeller makes 2-pt dunk at rim (assist by E. Turner),,32,52
215,2,2:27.0,,D. Howard misses 2-pt dunk at rim,32,52
216,2,2:25.0,,Offensive rebound by T. Jones,32,52
217,2,2:20.0,,I. Canaan misses 3-pt jump shot from 25 ft,32,52
218,2,2:20.0,Defensive rebound by Team,,32,52
219,2,2:20.0,,Loose ball foul by D. Howard (drawn by T. Zeller),32,52
220,2,2:20.0,Boston full timeout,,32,52
221,2,2:20.0,,J. Terry enters the game for I. Canaan,32,52
222,2,2:08.0,Personal foul by T. Ariza (drawn by A. Bradley),,32,52
223,2,1:59.0,A. Bradley makes 2-pt jump shot from 6 ft (assist by R. Rondo),,34,52
224,2,1:33.0,,T. Jones makes 3-pt jump shot from 26 ft (assist by D. Howard),34,55
225,2,1:14.0,J. Green makes 2-pt layup from 4 ft,,36,55
226,2,0:56.0,,T. Ariza misses 3-pt jump shot from 24 ft,36,55
227,2,0:55.0,Defensive rebound by A. Bradley,,36,55
228,2,0:43.0,A. Bradley makes 2-pt layup from 1 ft (assist by R. Rondo),,38,55
229,2,0:27.0,,Shooting foul by A. Bradley (drawn by J. Harden),38,55
230,2,0:27.0,,J. Harden makes free throw 1 of 2,38,56
231,2,0:27.0,,K. Papanikolaou enters the game for T. Ariza,38,56
232,2,0:27.0,,J. Harden makes free throw 2 of 2,38,57
233,2,0:02.0,J. Green misses 3-pt jump shot from 26 ft,,38,57
234,2,0:01.0,,Defensive rebound by T. Jones,38,57
235,3,11:36.0,A. Bradley misses 3-pt jump shot from 25 ft,,38,57
236,3,11:33.0,Offensive rebound by R. Rondo,,38,57
237,3,11:31.0,Turnover by R. Rondo (bad pass; steal by J. Harden),,38,57
238,3,11:13.0,,I. Canaan makes 3-pt jump shot from 23 ft (assist by J. Harden),38,60
239,3,10:58.0,Turnover by R. Rondo (bad pass),,38,60
240,3,10:44.0,,Turnover by J. Harden (bad pass; steal by J. Sullinger),38,60
241,3,10:39.0,A. Bradley misses 3-pt jump shot from 23 ft,,38,60
242,3,10:37.0,,Defensive rebound by T. Jones,38,60
243,3,10:26.0,,T. Ariza misses 3-pt jump shot from 24 ft,38,60
244,3,10:25.0,Defensive rebound by J. Sullinger,,38,60
245,3,10:10.0,B. Bass makes 2-pt layup from 3 ft (assist by R. Rondo),,40,60
246,3,9:41.0,,Turnover by T. Jones (lost ball; steal by R. Rondo),40,60
247,3,9:41.0,Personal foul by T. Jones (drawn by R. Rondo),,40,60
248,3,9:28.0,R. Rondo misses 3-pt jump shot from 25 ft,,40,60
249,3,9:27.0,,Defensive rebound by T. Ariza,40,60
250,3,9:21.0,,I. Canaan misses 2-pt layup from 1 ft (block by J. Sullinger),40,60
251,3,9:18.0,Defensive rebound by J. Sullinger,,40,60
252,3,9:09.0,J. Green misses 3-pt jump shot from 25 ft,,40,60
253,3,9:08.0,Offensive rebound by Team,,40,60
254,3,9:08.0,,Loose ball foul by D. Howard (drawn by A. Bradley),40,60
255,3,8:57.0,R. Rondo misses 2-pt layup from 3 ft (block by T. Jones),,40,60
256,3,8:55.0,,Defensive rebound by D. Howard,40,60
257,3,8:50.0,,J. Harden misses 2-pt layup from 2 ft,40,60
258,3,8:48.0,,Offensive rebound by I. Canaan,40,60
259,3,8:35.0,,T. Jones misses 3-pt jump shot from 24 ft,40,60
260,3,8:34.0,Defensive rebound by A. Bradley,,40,60
261,3,8:30.0,Personal foul by T. Jones (drawn by J. Sullinger),,40,60
262,3,8:25.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by J. Sullinger),,42,60
263,3,8:24.0,,Houston full timeout,42,60
264,3,7:59.0,,J. Harden misses 3-pt jump shot from 24 ft,42,60
265,3,7:59.0,,Offensive rebound by Team,42,60
266,3,7:59.0,,Turnover by Team (shot clock),42,60
267,3,7:47.0,J. Sullinger misses 2-pt jump shot from 7 ft,,42,60
268,3,7:46.0,Offensive rebound by J. Sullinger,,42,60
269,3,7:45.0,J. Sullinger makes 2-pt layup from 1 ft,,44,60
270,3,7:31.0,,Shooting foul by B. Bass (drawn by D. Howard),44,60
271,3,7:31.0,,D. Howard misses free throw 1 of 2,44,60
272,3,7:31.0,,Offensive rebound by Team,44,60
273,3,7:31.0,,D. Howard misses free throw 2 of 2,44,60
274,3,7:31.0,Defensive rebound by B. Bass,,44,60
275,3,7:16.0,J. Sullinger misses 2-pt hook shot from 8 ft,,44,60
276,3,7:15.0,Offensive rebound by J. Sullinger,,44,60
277,3,7:14.0,J. Sullinger makes 2-pt layup from 1 ft,,46,60
278,3,7:14.0,Shooting foul by D. Howard (drawn by J. Sullinger),,46,60
279,3,7:14.0,J. Sullinger makes free throw 1 of 1,,47,60
280,3,6:52.0,,T. Ariza makes 2-pt layup from 2 ft (assist by I. Canaan),47,62
281,3,6:40.0,A. Bradley misses 2-pt jump shot from 19 ft,,47,62
282,3,6:38.0,,Defensive rebound by D. Howard,47,62
283,3,6:32.0,,Shooting foul by R. Rondo (drawn by J. Harden),47,62
284,3,6:32.0,,J. Harden makes free throw 1 of 2,47,63
285,3,6:32.0,T. Zeller enters the game for B. Bass,,47,63
286,3,6:32.0,,J. Harden makes free throw 2 of 2,47,64
287,3,6:18.0,Personal foul by T. Jones (drawn by T. Zeller),,47,64
288,3,6:18.0,T. Zeller makes free throw 1 of 2,,48,64
289,3,6:18.0,,D. Motiejūnas enters the game for T. Jones,48,64
290,3,6:18.0,T. Zeller makes free throw 2 of 2,,49,64
291,3,6:03.0,,D. Motiejūnas misses 3-pt jump shot from 23 ft,49,64
292,3,6:02.0,Defensive rebound by J. Green,,49,64
293,3,5:51.0,J. Sullinger misses 3-pt jump shot from 26 ft,,49,64
294,3,5:51.0,,Defensive rebound by Team,49,64
295,3,5:51.0,,Personal foul by T. Zeller (drawn by D. Motiejūnas),49,64
296,3,5:32.0,,Personal foul by A. Bradley (drawn by J. Harden),49,64
297,3,5:26.0,,Turnover by I. Canaan (bad pass; steal by R. Rondo),49,64
298,3,5:22.0,R. Rondo makes 2-pt dunk at rim,,51,64
299,3,5:16.0,,Personal foul by A. Bradley (drawn by I. Canaan),51,64
300,3,5:16.0,,I. Canaan misses free throw 1 of 2,51,64
301,3,5:16.0,,Offensive rebound by Team,51,64
302,3,5:16.0,,I. Canaan misses free throw 2 of 2,51,64
303,3,5:16.0,Defensive rebound by J. Green,,51,64
304,3,5:08.0,A. Bradley misses 2-pt layup at rim,,51,64
305,3,5:07.0,Offensive rebound by J. Sullinger,,51,64
306,3,5:07.0,J. Sullinger makes 2-pt tip-in at rim,,53,64
307,3,5:04.0,,Houston full timeout,53,64
308,3,5:04.0,,J. Terry enters the game for I. Canaan,53,64
309,3,5:04.0,,K. Papanikolaou enters the game for D. Howard,53,64
310,3,4:36.0,A. Bradley misses 2-pt layup from 2 ft,,53,64
311,3,4:35.0,,Defensive rebound by Team,53,64
312,3,4:35.0,Loose ball foul by A. Bradley (drawn by D. Motiejūnas),,53,64
313,3,4:35.0,,D. Motiejūnas makes free throw 1 of 2,53,65
314,3,4:35.0,E. Turner enters the game for J. Sullinger,,53,65
315,3,4:35.0,M. Thornton enters the game for A. Bradley,,53,65
316,3,4:35.0,,D. Motiejūnas makes free throw 2 of 2,53,66
317,3,4:20.0,Turnover by R. Rondo (bad pass; steal by K. Papanikolaou),,53,66
318,3,4:14.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by K. Papanikolaou),53,69
319,3,3:57.0,E. Turner misses 2-pt jump shot from 15 ft,,53,69
320,3,3:55.0,,Defensive rebound by J. Terry,53,69
321,3,3:49.0,,Shooting foul by T. Zeller (drawn by J. Harden),53,69
322,3,3:49.0,,J. Harden makes free throw 1 of 2,53,70
323,3,3:49.0,K. Olynyk enters the game for T. Zeller,,53,70
324,3,3:49.0,,J. Harden makes free throw 2 of 2,53,71
325,3,3:38.0,J. Green misses 2-pt jump shot from 9 ft,,53,71
326,3,3:36.0,,Defensive rebound by T. Ariza,53,71
327,3,3:33.0,,Turnover by J. Harden (bad pass),53,71
328,3,3:10.0,J. Green makes 2-pt jump shot from 20 ft (assist by R. Rondo),,55,71
329,3,2:42.0,,K. Papanikolaou misses 3-pt jump shot from 25 ft,55,71
330,3,2:40.0,,Offensive rebound by T. Ariza,55,71
331,3,2:38.0,,Turnover by K. Papanikolaou (bad pass; steal by K. Olynyk),55,71
332,3,2:30.0,R. Rondo misses 2-pt jump shot from 19 ft,,55,71
333,3,2:28.0,,Defensive rebound by T. Ariza,55,71
334,3,2:19.0,,J. Harden misses 2-pt layup at rim,55,71
335,3,2:18.0,,Offensive rebound by D. Motiejūnas,55,71
336,3,2:18.0,,D. Motiejūnas makes 2-pt tip-in from 1 ft,55,73
337,3,2:01.0,J. Green misses 2-pt layup from 4 ft (block by J. Harden),,55,73
338,3,2:00.0,Offensive rebound by Team,,55,73
339,3,2:00.0,Boston full timeout,,55,73
340,3,2:00.0,M. Smart enters the game for R. Rondo,,55,73
341,3,2:00.0,,I. Canaan enters the game for T. Ariza,55,73
342,3,1:58.0,J. Green makes 2-pt jump shot from 9 ft (assist by E. Turner),,57,73
343,3,1:32.0,,K. Papanikolaou makes 3-pt jump shot from 23 ft (assist by J. Harden),57,76
344,3,1:24.0,Turnover by M. Smart (lost ball; steal by J. Harden),,57,76
345,3,1:20.0,,J. Harden makes 2-pt dunk at rim,57,78
346,3,1:09.0,Shooting block foul by J. Harden (drawn by J. Green),,57,78
347,3,1:09.0,J. Green makes free throw 1 of 2,,58,78
348,3,1:09.0,J. Green makes free throw 2 of 2,,59,78
349,3,0:53.0,B. Bass enters the game for J. Green,,59,78
350,3,0:46.0,,J. Harden misses 2-pt jump shot from 14 ft,59,78
351,3,0:46.0,,Offensive rebound by Team,59,78
352,3,0:46.0,Loose ball foul by K. Olynyk (drawn by D. Motiejūnas),,59,78
353,3,0:46.0,,D. Motiejūnas misses free throw 1 of 2,59,78
354,3,0:46.0,,Offensive rebound by Team,59,78
355,3,0:46.0,,D. Motiejūnas misses free throw 2 of 2,59,78
356,3,0:46.0,Defensive rebound by K. Olynyk,,59,78
357,3,0:36.0,Def 3 sec tech foul by D. Motiejūnas,,59,78
358,3,0:36.0,M. Thornton makes technical free throw,,60,78
359,3,0:27.0,E. Turner misses 2-pt jump shot from 11 ft (block by J. Terry),,60,78
360,3,0:26.0,Offensive rebound by K. Olynyk,,60,78
361,3,0:25.0,Shooting foul by D. Motiejūnas (drawn by K. Olynyk),,60,78
362,3,0:25.0,K. Olynyk makes free throw 1 of 2,,61,78
363,3,0:25.0,K. Olynyk makes free throw 2 of 2,,62,78
364,3,0:03.0,,J. Harden makes 3-pt jump shot from 25 ft,62,81
365,3,0:00.0,M. Smart misses 3-pt jump shot from 53 ft,,62,81
366,3,0:00.0,Offensive rebound by Team,,62,81
367,4,11:49.0,,D. Howard misses 2-pt hook shot from 9 ft,62,81
368,4,11:47.0,Defensive rebound by R. Rondo,,62,81
369,4,11:35.0,B. Bass misses 3-pt jump shot from 23 ft,,62,81
370,4,11:34.0,Offensive rebound by J. Sullinger,,62,81
371,4,11:34.0,J. Sullinger misses 2-pt tip-in from 1 ft,,62,81
372,4,11:33.0,Offensive rebound by R. Rondo,,62,81
373,4,11:31.0,R. Rondo misses 2-pt layup from 2 ft (block by D. Howard),,62,81
374,4,11:30.0,Offensive rebound by R. Rondo,,62,81
375,4,11:26.0,Personal foul by D. Howard (drawn by R. Rondo),,62,81
376,4,11:21.0,J. Sullinger misses 3-pt jump shot from 24 ft,,62,81
377,4,11:20.0,,Defensive rebound by I. Canaan,62,81
378,4,11:07.0,,J. Terry makes 3-pt jump shot from 25 ft (assist by D. Howard),62,84
379,4,10:49.0,M. Thornton makes 2-pt layup from 3 ft,,64,84
380,4,10:37.0,,J. Terry misses 3-pt jump shot from 26 ft,64,84
381,4,10:35.0,Defensive rebound by B. Bass,,64,84
382,4,10:25.0,Shooting foul by D. Howard (drawn by J. Sullinger),,64,84
383,4,10:25.0,J. Sullinger misses free throw 1 of 2,,64,84
384,4,10:25.0,Offensive rebound by Team,,64,84
385,4,10:25.0,J. Sullinger makes free throw 2 of 2,,65,84
386,4,10:17.0,Violation by E. Turner (kicked ball),,65,84
387,4,10:13.0,,Turnover by K. Papanikolaou (lost ball; steal by R. Rondo),65,84
388,4,10:04.0,B. Bass misses 2-pt jump shot from 4 ft (block by D. Howard),,65,84
389,4,10:02.0,Offensive rebound by J. Sullinger,,65,84
390,4,10:00.0,J. Sullinger misses 2-pt jump shot from 6 ft,,65,84
391,4,9:58.0,,Defensive rebound by D. Howard,65,84
