,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PORTLAND_ACTION,ORLANDO_SCORE,PORTLAND_SCORE
119,2,10:14.0,L. Ridnour makes 2-pt jump shot from 18 ft (assist by A. Nicholson),,17,30
120,2,10:00.0,Offensive charge foul by W. Barton (drawn by L. Ridnour),,17,30
121,2,10:00.0,,Turnover by W. Barton (offensive foul),17,30
122,2,10:00.0,,D. Wright enters the game for M. Leonard,17,30
123,2,9:45.0,Offensive foul by K. O'Quinn (drawn by S. Blake),,17,30
124,2,9:45.0,Turnover by K. O'Quinn (offensive foul),,17,30
125,2,9:34.0,,Offensive foul by C. Kaman (drawn by B. Gordon),17,30
126,2,9:34.0,,Turnover by C. Kaman (offensive foul),17,30
127,2,9:34.0,,T. Robinson enters the game for C. Kaman,17,30
128,2,9:13.0,A. Nicholson misses 2-pt hook shot from 11 ft,,17,30
129,2,9:11.0,,Defensive rebound by T. Robinson,17,30
130,2,9:06.0,,Shooting foul by A. Nicholson (drawn by D. Wright),17,30
131,2,9:06.0,,D. Wright makes free throw 1 of 3,17,31
132,2,9:06.0,,D. Wright misses free throw 2 of 3,17,31
133,2,9:06.0,,Offensive rebound by Team,17,31
134,2,9:06.0,,D. Wright makes free throw 3 of 3,17,32
135,2,8:48.0,L. Ridnour misses 2-pt jump shot from 15 ft,,17,32
136,2,8:47.0,,Defensive rebound by W. Matthews,17,32
137,2,8:28.0,,D. Wright makes 3-pt jump shot from 24 ft (assist by S. Blake),17,35
138,2,8:21.0,Official timeout,,17,35
139,2,8:21.0,V. Oladipo enters the game for K. O'Quinn,,17,35
140,2,8:21.0,N. Vučević enters the game for A. Nicholson,,17,35
141,2,8:07.0,B. Gordon makes 3-pt jump shot from 25 ft (assist by L. Ridnour),,20,35
142,2,7:53.0,,T. Robinson makes 2-pt dunk at rim (assist by D. Wright),20,37
143,2,7:39.0,Turnover by B. Gordon (bad pass),,20,37
144,2,7:39.0,,D. Lillard enters the game for W. Matthews,20,37
145,2,7:39.0,,N. Batum enters the game for S. Blake,20,37
146,2,7:22.0,,T. Robinson makes 2-pt dunk at rim (assist by N. Batum),20,39
147,2,6:53.0,L. Ridnour makes 3-pt jump shot from 32 ft (assist by N. Vučević),,23,39
148,2,6:33.0,,N. Batum misses 3-pt jump shot from 26 ft,23,39
149,2,6:32.0,Defensive rebound by N. Vučević,,23,39
150,2,6:18.0,M. Harkless misses 2-pt layup from 2 ft,,23,39
151,2,6:16.0,Offensive rebound by N. Vučević,,23,39
152,2,6:16.0,N. Vučević makes 2-pt tip-in at rim,,25,39
153,2,5:52.0,,Portland full timeout,25,39
154,2,5:52.0,C. Frye enters the game for M. Harkless,,25,39
155,2,5:52.0,E. Payton enters the game for L. Ridnour,,25,39
156,2,5:48.0,,T. Robinson misses 2-pt jump shot from 16 ft,25,39
157,2,5:47.0,Defensive rebound by C. Frye,,25,39
158,2,5:39.0,V. Oladipo misses 2-pt jump shot from 5 ft (block by T. Robinson),,25,39
159,2,5:39.0,Offensive rebound by Team,,25,39
160,2,5:36.0,V. Oladipo makes 2-pt jump shot from 14 ft (assist by E. Payton),,27,39
161,2,5:16.0,,T. Robinson makes 2-pt hook shot from 6 ft (assist by W. Barton),27,41
162,2,5:09.0,,L. Aldridge enters the game for D. Wright,27,41
163,2,5:04.0,V. Oladipo misses 2-pt jump shot from 12 ft (block by N. Batum),,27,41
164,2,5:00.0,Offensive rebound by V. Oladipo,,27,41
165,2,4:57.0,N. Vučević makes 2-pt jump shot from 8 ft (assist by V. Oladipo),,29,41
166,2,4:39.0,,L. Aldridge makes 3-pt jump shot from 25 ft (assist by N. Batum),29,44
167,2,4:25.0,N. Vučević makes 2-pt jump shot from 13 ft (assist by E. Payton),,31,44
168,2,4:10.0,,D. Lillard misses 3-pt jump shot from 24 ft,31,44
169,2,4:09.0,Defensive rebound by V. Oladipo,,31,44
170,2,4:02.0,B. Gordon misses 3-pt jump shot from 25 ft,,31,44
171,2,4:01.0,,Defensive rebound by L. Aldridge,31,44
172,2,3:42.0,,L. Aldridge misses 2-pt jump shot from 15 ft,31,44
173,2,3:41.0,Defensive rebound by C. Frye,,31,44
174,2,3:34.0,E. Payton misses 2-pt jump shot from 21 ft,,31,44
175,2,3:33.0,Offensive rebound by B. Gordon,,31,44
176,2,3:29.0,Orlando full timeout,,31,44
177,2,3:29.0,,M. Leonard enters the game for T. Robinson,31,44
178,2,3:29.0,,W. Matthews enters the game for W. Barton,31,44
179,2,3:20.0,V. Oladipo misses 2-pt jump shot from 7 ft,,31,44
180,2,3:18.0,Offensive rebound by N. Vučević,,31,44
181,2,3:18.0,N. Vučević makes 2-pt tip-in from 1 ft,,33,44
182,2,3:07.0,,Offensive foul by L. Aldridge (drawn by N. Vučević),33,44
183,2,3:07.0,,Turnover by N. Batum (offensive foul),33,44
184,2,2:53.0,V. Oladipo misses 2-pt layup from 1 ft,,33,44
185,2,2:52.0,Offensive rebound by N. Vučević,,33,44
186,2,2:52.0,N. Vučević makes 2-pt tip-in at rim,,35,44
187,2,2:31.0,,D. Lillard misses 3-pt jump shot from 25 ft,35,44
188,2,2:28.0,Defensive rebound by Team,,35,44
189,2,2:21.0,Offensive foul by N. Vučević (drawn by W. Matthews),,35,44
190,2,2:21.0,Turnover by N. Vučević (offensive foul),,35,44
191,2,2:03.0,,N. Batum misses 2-pt jump shot from 20 ft,35,44
192,2,2:02.0,Defensive rebound by N. Vučević,,35,44
193,2,1:42.0,V. Oladipo makes 2-pt jump shot from 18 ft,,37,44
194,2,1:22.0,,Shooting foul by N. Vučević (drawn by L. Aldridge),37,44
195,2,1:22.0,,L. Aldridge makes free throw 1 of 2,37,45
196,2,1:22.0,,L. Aldridge makes free throw 2 of 2,37,46
197,2,1:10.0,Shooting foul by M. Leonard (drawn by V. Oladipo),,37,46
198,2,1:10.0,V. Oladipo makes free throw 1 of 2,,38,46
199,2,1:10.0,V. Oladipo makes free throw 2 of 2,,39,46
200,2,0:54.0,,L. Aldridge misses 2-pt jump shot from 14 ft,39,46
201,2,0:52.0,Defensive rebound by B. Gordon,,39,46
202,2,0:44.0,E. Payton makes 2-pt jump shot from 5 ft,,41,46
203,2,0:44.0,,Portland full timeout,41,46
204,2,0:33.0,,D. Lillard misses 3-pt jump shot from 26 ft,41,46
205,2,0:32.0,Defensive rebound by C. Frye,,41,46
206,2,0:21.0,C. Frye misses 3-pt jump shot from 25 ft,,41,46
207,2,0:19.0,,Defensive rebound by D. Lillard,41,46
208,2,0:01.0,,D. Lillard misses 3-pt jump shot from 33 ft,41,46
209,2,0:00.0,,Offensive rebound by Team,41,46
210,3,11:40.0,D. Marble misses 3-pt jump shot from 24 ft,,41,46
211,3,11:39.0,Offensive rebound by E. Payton,,41,46
212,3,11:32.0,Turnover by V. Oladipo (lost ball),,41,46
213,3,11:20.0,,C. Kaman makes 2-pt jump shot from 13 ft (assist by D. Lillard),41,48
214,3,11:09.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),,43,48
215,3,10:54.0,,Turnover by C. Kaman (lost ball; steal by C. Frye),43,48
216,3,10:50.0,V. Oladipo makes 2-pt layup at rim (assist by C. Frye),,45,48
217,3,10:31.0,,Turnover by D. Lillard (bad pass; steal by C. Frye),45,48
218,3,10:15.0,N. Vučević misses 2-pt dunk at rim,,45,48
219,3,10:13.0,Offensive rebound by V. Oladipo,,45,48
220,3,10:12.0,Shooting foul by C. Kaman (drawn by N. Vučević),,45,48
221,3,10:12.0,N. Vučević misses free throw 1 of 2,,45,48
222,3,10:12.0,Offensive rebound by Team,,45,48
223,3,10:12.0,,M. Leonard enters the game for C. Kaman,45,48
224,3,10:12.0,N. Vučević makes free throw 2 of 2,,46,48
225,3,9:59.0,,Turnover by D. Lillard (bad pass; steal by D. Marble),46,48
226,3,9:55.0,V. Oladipo makes 2-pt layup from 2 ft (assist by D. Marble),,48,48
227,3,9:55.0,,Portland full timeout,48,48
228,3,9:36.0,,D. Lillard misses 2-pt jump shot from 17 ft,48,48
229,3,9:34.0,Defensive rebound by D. Marble,,48,48
230,3,9:24.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by V. Oladipo),,50,48
231,3,9:09.0,,Turnover by D. Lillard (bad pass; steal by D. Marble),50,48
232,3,9:04.0,E. Payton makes 2-pt layup from 1 ft (assist by D. Marble),,52,48
233,3,8:48.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by L. Aldridge),52,51
234,3,8:27.0,N. Vučević misses 2-pt jump shot from 12 ft,,52,51
235,3,8:26.0,,Defensive rebound by W. Matthews,52,51
236,3,8:15.0,,L. Aldridge makes 2-pt jump shot from 14 ft,52,53
237,3,8:07.0,Shooting foul by M. Leonard (drawn by V. Oladipo),,52,53
238,3,8:07.0,V. Oladipo makes free throw 1 of 2,,53,53
239,3,8:07.0,V. Oladipo misses free throw 2 of 2,,53,53
240,3,8:06.0,,Defensive rebound by D. Lillard,53,53
241,3,8:01.0,,W. Matthews makes 2-pt layup from 2 ft (assist by D. Lillard),53,55
242,3,7:48.0,N. Vučević makes 2-pt jump shot from 8 ft (assist by E. Payton),,55,55
243,3,7:34.0,,M. Leonard misses 3-pt jump shot from 26 ft,55,55
244,3,7:33.0,Defensive rebound by D. Marble,,55,55
245,3,7:27.0,Personal foul by W. Matthews (drawn by E. Payton),,55,55
246,3,7:19.0,N. Vučević misses 2-pt jump shot from 17 ft,,55,55
247,3,7:18.0,,Defensive rebound by N. Batum,55,55
248,3,7:08.0,,Turnover by W. Matthews (bad pass; steal by D. Marble),55,55
249,3,7:06.0,D. Marble makes 2-pt dunk at rim,,57,55
250,3,6:51.0,,L. Aldridge makes 2-pt hook shot from 7 ft,57,57
251,3,6:39.0,N. Vučević makes 2-pt hook shot from 5 ft (assist by C. Frye),,59,57
252,3,6:22.0,,L. Aldridge makes 2-pt jump shot from 15 ft,59,59
253,3,6:07.0,C. Frye misses 3-pt jump shot from 25 ft,,59,59
254,3,6:06.0,Offensive rebound by E. Payton,,59,59
255,3,6:00.0,D. Marble misses 2-pt jump shot from 5 ft,,59,59
256,3,5:59.0,,Defensive rebound by L. Aldridge,59,59
257,3,5:53.0,,N. Batum makes 3-pt jump shot from 26 ft,59,62
258,3,5:46.0,Orlando full timeout,,59,62
259,3,5:46.0,,S. Blake enters the game for W. Matthews,59,62
260,3,5:46.0,,C. Kaman enters the game for M. Leonard,59,62
261,3,5:38.0,V. Oladipo makes 2-pt layup from 1 ft,,61,62
262,3,5:17.0,,L. Aldridge misses 2-pt jump shot from 20 ft,61,62
263,3,5:16.0,Defensive rebound by V. Oladipo,,61,62
264,3,5:12.0,E. Payton makes 2-pt dunk at rim (assist by V. Oladipo),,63,62
265,3,4:55.0,,N. Batum misses 3-pt jump shot from 28 ft,63,62
266,3,4:53.0,,Offensive rebound by Team,63,62
267,3,4:41.0,,N. Batum misses 2-pt jump shot from 14 ft,63,62
268,3,4:39.0,Defensive rebound by V. Oladipo,,63,62
269,3,4:32.0,C. Frye misses 2-pt layup at rim (block by C. Kaman),,63,62
270,3,4:32.0,,Defensive rebound by Team,63,62
271,3,4:23.0,,D. Lillard makes 2-pt jump shot from 10 ft,63,64
272,3,4:14.0,E. Payton misses 2-pt jump shot from 5 ft,,63,64
273,3,4:13.0,Offensive rebound by N. Vučević,,63,64
274,3,4:13.0,N. Vučević makes 2-pt tip-in at rim,,65,64
275,3,3:59.0,,N. Batum makes 2-pt dunk at rim (assist by L. Aldridge),65,66
276,3,3:36.0,N. Vučević misses 2-pt jump shot from 7 ft,,65,66
277,3,3:35.0,,Defensive rebound by L. Aldridge,65,66
278,3,3:25.0,,L. Aldridge misses 2-pt jump shot from 19 ft,65,66
279,3,3:24.0,Defensive rebound by V. Oladipo,,65,66
280,3,3:13.0,C. Frye makes 3-pt jump shot from 24 ft (assist by N. Vučević),,68,66
281,3,2:52.0,,C. Kaman misses 2-pt jump shot from 4 ft,68,66
282,3,2:51.0,,Offensive rebound by S. Blake,68,66
283,3,2:42.0,,Personal foul by E. Payton (drawn by C. Kaman),68,66
284,3,2:42.0,,W. Matthews enters the game for N. Batum,68,66
285,3,2:31.0,,L. Aldridge misses 2-pt jump shot from 13 ft,68,66
286,3,2:29.0,Defensive rebound by E. Payton,,68,66
287,3,2:20.0,N. Vučević misses 2-pt jump shot from 18 ft,,68,66
288,3,2:19.0,,Defensive rebound by S. Blake,68,66
289,3,2:07.0,,L. Aldridge makes 2-pt layup from 2 ft,68,68
290,3,2:05.0,Orlando full timeout,,68,68
291,3,2:05.0,,C. McCollum enters the game for D. Lillard,68,68
292,3,2:05.0,L. Ridnour enters the game for E. Payton,,68,68
293,3,1:52.0,N. Vučević makes 2-pt hook shot from 7 ft (assist by C. Frye),,70,68
294,3,1:40.0,,Personal foul by D. Marble (drawn by W. Matthews),70,68
295,3,1:30.0,,C. McCollum misses 2-pt layup from 1 ft,70,68
296,3,1:29.0,Defensive rebound by D. Marble,,70,68
297,3,1:20.0,C. Frye misses 3-pt jump shot from 24 ft,,70,68
298,3,1:19.0,,Defensive rebound by W. Matthews,70,68
299,3,1:09.0,,C. Kaman makes 2-pt jump shot from 18 ft (assist by W. Matthews),70,70
300,3,0:54.0,L. Ridnour misses 2-pt jump shot from 18 ft,,70,70
301,3,0:52.0,Offensive rebound by N. Vučević,,70,70
302,3,0:49.0,V. Oladipo misses 3-pt jump shot from 22 ft,,70,70
303,3,0:48.0,,Defensive rebound by C. Kaman,70,70
304,3,0:33.0,,L. Aldridge misses 2-pt jump shot from 18 ft,70,70
305,3,0:32.0,,Offensive rebound by C. Kaman,70,70
306,3,0:17.0,,Shooting foul by N. Vučević (drawn by L. Aldridge),70,70
307,3,0:17.0,,L. Aldridge makes free throw 1 of 2,70,71
308,3,0:17.0,,M. Leonard enters the game for C. Kaman,70,71
309,3,0:17.0,B. Gordon enters the game for D. Marble,,70,71
310,3,0:17.0,,L. Aldridge makes free throw 2 of 2,70,72
311,3,0:04.0,Turnover by V. Oladipo (lost ball),,70,72
312,3,0:04.0,,D. Lillard enters the game for M. Leonard,70,72
313,3,0:04.0,E. Payton enters the game for C. Frye,,70,72
314,3,0:01.0,,L. Aldridge misses 2-pt jump shot from 21 ft,70,72
315,3,0:00.0,,Offensive rebound by D. Lillard,70,72
316,4,11:38.0,,Turnover by C. Kaman (lost ball; steal by K. O'Quinn),70,72
317,4,11:31.0,D. Marble makes 2-pt jump shot from 6 ft,,72,72
318,4,11:15.0,,S. Blake misses 3-pt jump shot from 25 ft,72,72
319,4,11:14.0,,Offensive rebound by Team,72,72
320,4,11:14.0,Loose ball foul by L. Ridnour (drawn by W. Matthews),,72,72
321,4,11:03.0,,W. Matthews makes 3-pt jump shot from 25 ft,72,75
322,4,10:41.0,,Violation by C. McCollum (kicked ball),72,75
323,4,10:34.0,K. O'Quinn makes 2-pt jump shot from 14 ft (assist by L. Ridnour),,74,75
324,4,10:18.0,,Personal foul by K. O'Quinn (drawn by C. Kaman),74,75
325,4,10:12.0,,C. Kaman misses 2-pt hook shot from 6 ft,74,75
326,4,10:10.0,Defensive rebound by M. Harkless,,74,75
327,4,10:02.0,Shooting foul by C. McCollum (drawn by B. Gordon),,74,75
328,4,10:02.0,B. Gordon makes free throw 1 of 2,,75,75
329,4,10:02.0,B. Gordon makes free throw 2 of 2,,76,75
330,4,9:45.0,,W. Matthews misses 2-pt hook shot from 3 ft,76,75
331,4,9:43.0,,Offensive rebound by C. Kaman,76,75
332,4,9:43.0,,C. Kaman makes 2-pt tip-in from 1 ft,76,77
333,4,9:22.0,B. Gordon misses 2-pt jump shot from 13 ft,,76,77
334,4,9:21.0,,Defensive rebound by W. Matthews,76,77
335,4,9:12.0,,Personal foul by K. O'Quinn (drawn by S. Blake),76,77
336,4,9:02.0,,S. Blake misses 3-pt jump shot from 25 ft,76,77
337,4,9:01.0,Defensive rebound by B. Gordon,,76,77
338,4,8:50.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,76,77
339,4,8:49.0,,Defensive rebound by W. Matthews,76,77
340,4,8:45.0,,Turnover by S. Blake (lost ball; steal by D. Marble),76,77
341,4,8:40.0,D. Marble makes 2-pt dunk at rim (assist by K. O'Quinn),,78,77
342,4,8:40.0,,Portland full timeout,78,77
343,4,8:40.0,,D. Lillard enters the game for W. Matthews,78,77
344,4,8:40.0,,N. Batum enters the game for C. McCollum,78,77
345,4,8:23.0,,Turnover by C. Kaman (lost ball; steal by M. Harkless),78,77
346,4,8:04.0,B. Gordon misses 2-pt jump shot from 18 ft,,78,77
347,4,8:03.0,,Defensive rebound by D. Wright,78,77
348,4,7:56.0,,Shooting foul by M. Harkless (drawn by D. Wright),78,77
349,4,7:56.0,,D. Wright makes free throw 1 of 2,78,78
350,4,7:56.0,,L. Aldridge enters the game for C. Kaman,78,78
351,4,7:56.0,N. Vučević enters the game for K. O'Quinn,,78,78
352,4,7:56.0,,D. Wright makes free throw 2 of 2,78,79
353,4,7:44.0,N. Vučević makes 2-pt hook shot from 8 ft (assist by L. Ridnour),,80,79
354,4,7:29.0,E. Payton enters the game for L. Ridnour,,80,79
355,4,7:19.0,,N. Batum makes 2-pt dunk at rim (assist by L. Aldridge),80,81
356,4,6:52.0,Turnover by N. Vučević (lost ball; steal by L. Aldridge),,80,81
357,4,6:50.0,,Personal foul by D. Marble (drawn by S. Blake),80,81
358,4,6:50.0,,S. Blake misses free throw 1 of 2,80,81
359,4,6:50.0,,Offensive rebound by Team,80,81
360,4,6:50.0,V. Oladipo enters the game for D. Marble,,80,81
361,4,6:50.0,,S. Blake makes free throw 2 of 2,80,82
362,4,6:37.0,Offensive foul by N. Vučević (drawn by D. Wright),,80,82
363,4,6:37.0,Turnover by N. Vučević (offensive foul),,80,82
364,4,6:19.0,,D. Lillard makes 3-pt jump shot from 30 ft (assist by S. Blake),80,85
365,4,6:06.0,E. Payton misses 2-pt jump shot from 7 ft,,80,85
366,4,6:05.0,,Defensive rebound by L. Aldridge,80,85
367,4,6:01.0,Orlando full timeout,,80,85
368,4,5:48.0,,S. Blake misses 2-pt jump shot from 19 ft,80,85
369,4,5:47.0,Defensive rebound by E. Payton,,80,85
370,4,5:46.0,Personal foul by N. Batum (drawn by E. Payton),,80,85
371,4,5:46.0,,W. Matthews enters the game for S. Blake,80,85
372,4,5:25.0,Shooting foul by D. Wright (drawn by V. Oladipo),,80,85
373,4,5:25.0,V. Oladipo misses free throw 1 of 2,,80,85
374,4,5:25.0,Offensive rebound by Team,,80,85
375,4,5:25.0,V. Oladipo makes free throw 2 of 2,,81,85
376,4,5:09.0,Offensive charge foul by L. Aldridge (drawn by M. Harkless),,81,85
377,4,5:09.0,,Turnover by L. Aldridge (offensive foul),81,85
378,4,4:56.0,V. Oladipo misses 2-pt jump shot from 20 ft,,81,85
379,4,4:55.0,,Defensive rebound by N. Batum,81,85
380,4,4:46.0,,Turnover by D. Lillard (lost ball; steal by V. Oladipo),81,85
381,4,4:41.0,M. Harkless makes 2-pt dunk at rim (assist by V. Oladipo),,83,85
382,4,4:25.0,,Turnover by L. Aldridge (traveling),83,85
383,4,4:12.0,Shooting foul by L. Aldridge (drawn by N. Vučević),,83,85
