,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ATLANTA_ACTION,LA LAKERS_SCORE,ATLANTA_SCORE
0,1,11:35.0,Inbound foul by K. Korver,,0,0
1,1,11:35.0,W. Johnson misses free throw 1 of 2,,0,0
2,1,11:35.0,Offensive rebound by Team,,0,0
3,1,11:35.0,W. Johnson misses free throw 2 of 2,,0,0
4,1,11:34.0,,Defensive rebound by A. Horford,0,0
5,1,11:10.0,,P. Millsap misses 2-pt jump shot from 6 ft,0,0
6,1,11:08.0,,Offensive rebound by T. Sefolosha,0,0
7,1,11:08.0,,T. Sefolosha misses 2-pt tip-in at rim,0,0
8,1,11:07.0,Defensive rebound by C. Boozer,,0,0
9,1,11:00.0,W. Johnson misses 2-pt layup from 1 ft,,0,0
10,1,10:58.0,Offensive rebound by Team,,0,0
11,1,10:45.0,K. Bryant makes 2-pt jump shot from 17 ft,,2,0
12,1,10:34.0,,P. Millsap makes 2-pt layup from 1 ft (assist by K. Korver),2,2
13,1,10:19.0,Personal foul by P. Millsap (drawn by J. Lin),,2,2
14,1,10:08.0,W. Johnson makes 2-pt jump shot from 19 ft (assist by C. Boozer),,4,2
15,1,9:57.0,,Turnover by K. Korver (bad pass; steal by W. Johnson),4,2
16,1,9:48.0,C. Boozer misses 2-pt jump shot from 18 ft,,4,2
17,1,9:46.0,,Defensive rebound by A. Horford,4,2
18,1,9:25.0,,P. Millsap makes 2-pt jump shot from 15 ft,4,4
19,1,9:10.0,C. Boozer makes 2-pt jump shot from 15 ft (assist by J. Hill),,6,4
20,1,8:52.0,,P. Millsap makes 2-pt layup from 1 ft,6,6
21,1,8:32.0,C. Boozer makes 2-pt jump shot from 17 ft (assist by J. Lin),,8,6
22,1,8:12.0,,Turnover by P. Millsap (bad pass; steal by K. Bryant),8,6
23,1,8:07.0,J. Lin makes 2-pt layup from 1 ft (assist by K. Bryant),,10,6
24,1,7:43.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,10,6
25,1,7:42.0,Defensive rebound by C. Boozer,,10,6
26,1,7:35.0,Personal foul by J. Teague (drawn by J. Lin),,10,6
27,1,7:24.0,K. Bryant misses 2-pt jump shot from 17 ft,,10,6
28,1,7:22.0,,Defensive rebound by P. Millsap,10,6
29,1,7:11.0,,A. Horford makes 2-pt jump shot from 17 ft,10,8
30,1,6:51.0,Personal foul by T. Sefolosha (drawn by K. Bryant),,10,8
31,1,6:42.0,J. Lin makes 3-pt jump shot from 24 ft,,13,8
32,1,6:19.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by A. Horford),13,11
33,1,6:02.0,C. Boozer misses 2-pt jump shot from 16 ft,,13,11
34,1,6:00.0,Offensive rebound by J. Hill,,13,11
35,1,6:00.0,J. Hill misses 2-pt tip-in from 2 ft,,13,11
36,1,5:59.0,,Defensive rebound by A. Horford,13,11
37,1,5:55.0,,Atlanta full timeout,13,11
38,1,5:55.0,E. Davis enters the game for W. Johnson,,13,11
39,1,5:55.0,N. Young enters the game for C. Boozer,,13,11
40,1,5:55.0,,P. Antić enters the game for A. Horford,13,11
41,1,5:50.0,,P. Millsap misses 2-pt jump shot from 5 ft,13,11
42,1,5:49.0,,Offensive rebound by Team,13,11
43,1,5:41.0,,K. Korver misses 2-pt jump shot from 17 ft,13,11
44,1,5:40.0,Defensive rebound by K. Bryant,,13,11
45,1,5:22.0,Turnover by J. Hill (lost ball; steal by P. Millsap),,13,11
46,1,5:18.0,,Shooting foul by J. Hill (drawn by P. Millsap),13,11
47,1,5:18.0,,P. Millsap makes free throw 1 of 2,13,12
48,1,5:18.0,,K. Bazemore enters the game for T. Sefolosha,13,12
49,1,5:18.0,,P. Millsap makes free throw 2 of 2,13,13
50,1,4:59.0,J. Hill misses 2-pt hook shot from 7 ft,,13,13
51,1,4:58.0,,Defensive rebound by P. Millsap,13,13
52,1,4:48.0,,P. Antić misses 3-pt jump shot from 25 ft,13,13
53,1,4:46.0,Defensive rebound by N. Young,,13,13
54,1,4:37.0,Offensive foul by K. Bryant (drawn by K. Bazemore),,13,13
55,1,4:37.0,Turnover by K. Bryant (offensive foul),,13,13
56,1,4:27.0,,P. Millsap makes 2-pt jump shot from 18 ft (assist by J. Teague),13,15
57,1,4:13.0,K. Bryant makes 3-pt jump shot from 23 ft,,16,15
58,1,3:59.0,,K. Bazemore misses 3-pt jump shot from 25 ft,16,15
59,1,3:58.0,Defensive rebound by J. Lin,,16,15
60,1,3:54.0,J. Lin makes 2-pt layup from 2 ft,,18,15
61,1,3:54.0,Shooting foul by P. Millsap (drawn by J. Lin),,18,15
62,1,3:54.0,,M. Scott enters the game for P. Millsap,18,15
63,1,3:54.0,J. Lin makes free throw 1 of 1,,19,15
64,1,3:43.0,,M. Scott misses 2-pt hook shot from 8 ft,19,15
65,1,3:40.0,Defensive rebound by K. Bryant,,19,15
66,1,3:36.0,K. Bryant misses 3-pt jump shot from 25 ft,,19,15
67,1,3:33.0,Offensive rebound by J. Hill,,19,15
68,1,3:33.0,Shooting foul by M. Scott (drawn by K. Bryant),,19,15
69,1,3:33.0,K. Bryant makes free throw 1 of 2,,20,15
70,1,3:33.0,R. Price enters the game for J. Lin,,20,15
71,1,3:33.0,,D. Schröder enters the game for J. Teague,20,15
72,1,3:33.0,K. Bryant makes free throw 2 of 2,,21,15
73,1,3:19.0,,Personal foul by J. Hill (drawn by P. Antić),21,15
74,1,3:19.0,R. Sacre enters the game for J. Hill,,21,15
75,1,3:09.0,,P. Antić misses 3-pt jump shot from 25 ft,21,15
76,1,3:07.0,Defensive rebound by R. Price,,21,15
77,1,3:01.0,Shooting foul by K. Korver (drawn by N. Young),,21,15
78,1,3:01.0,N. Young makes free throw 1 of 2,,22,15
79,1,3:01.0,,S. Mack enters the game for K. Korver,22,15
80,1,3:01.0,N. Young makes free throw 2 of 2,,23,15
81,1,2:46.0,,Turnover by D. Schröder (bad pass; steal by E. Davis),23,15
82,1,2:37.0,N. Young misses 3-pt jump shot from 23 ft,,23,15
83,1,2:37.0,,Defensive rebound by Team,23,15
84,1,2:37.0,LA Lakers full timeout,,23,15
85,1,2:26.0,,Turnover by D. Schröder (lost ball; steal by N. Young),23,15
86,1,2:15.0,Shooting foul by K. Bazemore (drawn by K. Bryant),,23,15
87,1,2:15.0,K. Bryant makes free throw 1 of 2,,24,15
88,1,2:15.0,K. Bryant makes free throw 2 of 2,,25,15
89,1,1:58.0,,M. Scott misses 3-pt jump shot from 25 ft,25,15
90,1,1:56.0,Defensive rebound by E. Davis,,25,15
91,1,1:42.0,R. Price misses 3-pt jump shot from 25 ft,,25,15
92,1,1:40.0,,Defensive rebound by P. Antić,25,15
93,1,1:34.0,,S. Mack misses 2-pt jump shot from 18 ft,25,15
94,1,1:31.0,Defensive rebound by R. Price,,25,15
95,1,1:24.0,E. Davis misses 2-pt layup from 2 ft,,25,15
96,1,1:22.0,,Defensive rebound by K. Bazemore,25,15
97,1,1:08.0,,Shooting foul by R. Price (drawn by K. Bazemore),25,15
98,1,1:08.0,,K. Bazemore makes free throw 1 of 2,25,16
99,1,1:08.0,,K. Bazemore makes free throw 2 of 2,25,17
100,1,0:57.0,K. Bryant makes 2-pt jump shot from 15 ft (assist by R. Price),,27,17
101,1,0:46.0,,D. Schröder makes 2-pt layup from 2 ft,27,19
102,1,0:38.0,Shooting foul by P. Antić (drawn by R. Price),,27,19
103,1,0:38.0,R. Price makes free throw 1 of 2,,28,19
104,1,0:38.0,,A. Horford enters the game for P. Antić,28,19
105,1,0:38.0,R. Price misses free throw 2 of 2,,28,19
106,1,0:38.0,,Defensive rebound by Team,28,19
107,1,0:20.0,,Shooting foul by R. Sacre (drawn by D. Schröder),28,19
108,1,0:20.0,,D. Schröder makes free throw 1 of 2,28,20
109,1,0:20.0,,D. Schröder misses free throw 2 of 2,28,20
110,1,0:20.0,Defensive rebound by R. Sacre,,28,20
111,1,0:01.0,N. Young makes 3-pt jump shot from 24 ft (assist by K. Bryant),,31,20
112,2,11:44.0,,Personal foul by R. Sacre (drawn by A. Horford),31,20
113,2,11:29.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by D. Schröder),31,23
114,2,11:10.0,Turnover by R. Price (lost ball; steal by S. Mack),,31,23
115,2,11:06.0,,A. Horford makes 2-pt dunk at rim (assist by S. Mack),31,25
116,2,10:43.0,R. Sacre makes 2-pt jump shot from 11 ft,,33,25
117,2,10:25.0,,S. Mack misses 2-pt jump shot from 4 ft,33,25
118,2,10:23.0,,Offensive rebound by A. Horford,33,25
119,2,10:19.0,,M. Scott misses 3-pt jump shot from 23 ft,33,25
120,2,10:18.0,Defensive rebound by N. Young,,33,25
121,2,10:08.0,N. Young makes 2-pt jump shot from 15 ft,,35,25
122,2,9:51.0,,M. Scott makes 2-pt layup from 1 ft (assist by A. Horford),35,27
123,2,9:51.0,,Shooting foul by C. Boozer (drawn by M. Scott),35,27
124,2,9:51.0,,M. Scott makes free throw 1 of 1,35,28
125,2,9:33.0,C. Boozer makes 2-pt jump shot from 10 ft (assist by R. Price),,37,28
126,2,9:19.0,,D. Schröder makes 2-pt layup from 1 ft,37,30
127,2,9:07.0,R. Sacre misses 2-pt jump shot from 9 ft,,37,30
128,2,9:06.0,,Defensive rebound by S. Mack,37,30
129,2,8:55.0,,M. Scott makes 2-pt jump shot from 16 ft (assist by S. Mack),37,32
130,2,8:48.0,LA Lakers full timeout,,37,32
131,2,8:48.0,J. Hill enters the game for R. Sacre,,37,32
132,2,8:32.0,N. Young makes 2-pt jump shot from 15 ft,,39,32
133,2,8:22.0,,K. Korver misses 3-pt jump shot from 25 ft,39,32
134,2,8:20.0,Defensive rebound by R. Price,,39,32
135,2,8:06.0,J. Hill misses 2-pt jump shot from 18 ft,,39,32
136,2,8:05.0,,Defensive rebound by M. Scott,39,32
137,2,7:55.0,,S. Mack makes 3-pt jump shot from 25 ft (assist by D. Schröder),39,35
138,2,7:26.0,J. Hill misses 2-pt layup from 2 ft,,39,35
139,2,7:25.0,Offensive rebound by C. Boozer,,39,35
140,2,7:25.0,C. Boozer makes 2-pt tip-in at rim,,41,35
141,2,7:19.0,,M. Scott misses 2-pt layup from 1 ft,41,35
142,2,7:18.0,Defensive rebound by C. Boozer,,41,35
143,2,7:10.0,C. Boozer makes 2-pt layup from 1 ft (assist by R. Price),,43,35
144,2,6:57.0,,Turnover by D. Schröder (bad pass; steal by R. Price),43,35
145,2,6:49.0,Turnover by R. Price (traveling),,43,35
146,2,6:49.0,J. Lin enters the game for R. Price,,43,35
147,2,6:49.0,K. Bryant enters the game for N. Young,,43,35
148,2,6:49.0,,T. Sefolosha enters the game for D. Schröder,43,35
149,2,6:49.0,,J. Teague enters the game for S. Mack,43,35
150,2,6:38.0,,Personal foul by J. Lin (drawn by J. Teague),43,35
151,2,6:38.0,,P. Millsap enters the game for M. Scott,43,35
152,2,6:35.0,,Turnover by K. Korver (lost ball; steal by J. Lin),43,35
153,2,6:29.0,K. Bryant makes 2-pt layup at rim (assist by J. Lin),,45,35
154,2,6:15.0,,T. Sefolosha misses 2-pt jump shot from 15 ft,45,35
155,2,6:13.0,Defensive rebound by J. Hill,,45,35
156,2,6:08.0,C. Boozer makes 2-pt layup at rim (assist by J. Lin),,47,35
157,2,6:06.0,,Atlanta full timeout,47,35
158,2,5:45.0,,Turnover by A. Horford (back court),47,35
159,2,5:30.0,C. Boozer misses 2-pt jump shot from 17 ft,,47,35
160,2,5:28.0,,Defensive rebound by A. Horford,47,35
161,2,5:20.0,,Personal foul by J. Lin (drawn by J. Teague),47,35
162,2,5:13.0,,P. Millsap makes 2-pt dunk at rim,47,37
