,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SACRAMENTO_ACTION,PHILADELPHIA_SCORE,SACRAMENTO_SCORE
73,1,3:58.0,J. Grant makes 3-pt jump shot from 22 ft (assist by T. Robinson),,22,17
74,1,3:45.0,,O. Casspi misses 2-pt jump shot from 7 ft,22,17
75,1,3:44.0,Defensive rebound by T. Robinson,,22,17
76,1,3:38.0,I. Canaan makes 3-pt jump shot from 24 ft,,25,17
77,1,3:24.0,,D. Cousins misses 2-pt jump shot from 5 ft,25,17
78,1,3:22.0,,Offensive rebound by D. Cousins,25,17
79,1,3:20.0,,D. Cousins makes 2-pt jump shot from 4 ft,25,19
80,1,2:54.0,T. Robinson misses 2-pt jump shot from 4 ft,,25,19
81,1,2:53.0,,Defensive rebound by O. Casspi,25,19
82,1,2:40.0,,R. McCallum makes 2-pt dunk at rim (assist by J. Thompson),25,21
83,1,2:19.0,F. Aldemir misses 3-pt jump shot from 25 ft,,25,21
84,1,2:18.0,,Defensive rebound by R. McCallum,25,21
85,1,2:13.0,,Shooting foul by F. Aldemir (drawn by D. Cousins),25,21
86,1,2:13.0,,D. Cousins makes free throw 1 of 2,25,22
87,1,2:13.0,,A. Miller enters the game for R. McCallum,25,22
88,1,2:13.0,,N. Stauskas enters the game for O. Casspi,25,22
89,1,2:13.0,,D. Cousins makes free throw 2 of 2,25,23
90,1,2:06.0,Turnover by H. Thompson (lost ball),,25,23
91,1,2:06.0,,D. Williams enters the game for D. Cousins,25,23
92,1,1:53.0,,B. McLemore misses 2-pt jump shot from 19 ft,25,23
93,1,1:52.0,Defensive rebound by T. Robinson,,25,23
94,1,1:37.0,I. Canaan misses 3-pt jump shot from 24 ft,,25,23
95,1,1:35.0,Offensive rebound by F. Aldemir,,25,23
96,1,1:33.0,F. Aldemir makes 2-pt layup from 2 ft,,27,23
97,1,1:14.0,,B. McLemore misses 2-pt jump shot from 19 ft,27,23
98,1,1:13.0,Defensive rebound by T. Robinson,,27,23
99,1,1:07.0,H. Thompson misses 3-pt jump shot from 23 ft,,27,23
100,1,1:05.0,,Defensive rebound by D. Williams,27,23
101,1,0:55.0,,N. Stauskas misses 2-pt jump shot from 3 ft (block by H. Thompson),27,23
102,1,0:55.0,,Offensive rebound by Team,27,23
103,1,0:55.0,,R. Gay enters the game for B. McLemore,27,23
104,1,0:53.0,,R. Gay makes 2-pt jump shot from 16 ft (assist by N. Stauskas),27,25
105,1,0:32.0,I. Canaan misses 2-pt jump shot from 4 ft,,27,25
106,1,0:31.0,Offensive rebound by T. Robinson,,27,25
107,1,0:31.0,T. Robinson makes 2-pt tip-in from 3 ft,,29,25
108,1,0:22.0,,J. Thompson makes 2-pt jump shot from 17 ft (assist by A. Miller),29,27
109,1,0:07.0,Personal take foul by A. Miller (drawn by I. Canaan),,29,27
110,1,0:00.0,I. Canaan makes 2-pt jump shot from 9 ft,,31,27
111,2,11:36.0,J. Grant misses 3-pt jump shot from 24 ft,,31,27
112,2,11:35.0,,Defensive rebound by N. Stauskas,31,27
113,2,11:14.0,,D. Williams misses 2-pt jump shot from 14 ft,31,27
114,2,11:13.0,Defensive rebound by H. Thompson,,31,27
115,2,11:01.0,T. Robinson makes 2-pt layup from 2 ft (assist by H. Thompson),,33,27
116,2,10:50.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by A. Miller),33,30
117,2,10:38.0,T. Robinson makes 2-pt layup from 3 ft (assist by I. Canaan),,35,30
118,2,10:22.0,,Personal foul by I. Canaan (drawn by A. Miller),35,30
119,2,10:22.0,I. Smith enters the game for I. Canaan,,35,30
120,2,10:22.0,J. Sampson enters the game for J. Grant,,35,30
121,2,10:22.0,N. Noel enters the game for F. Aldemir,,35,30
122,2,10:22.0,,R. Evans enters the game for D. Williams,35,30
123,2,10:14.0,,J. Thompson makes 2-pt hook shot from 5 ft (assist by N. Stauskas),35,32
124,2,10:02.0,Shooting foul by J. Thompson (drawn by T. Robinson),,35,32
125,2,10:02.0,T. Robinson misses free throw 1 of 2,,35,32
126,2,10:02.0,Offensive rebound by Team,,35,32
127,2,10:02.0,T. Robinson makes free throw 2 of 2,,36,32
128,2,9:52.0,,Shooting foul by N. Noel (drawn by A. Miller),36,32
129,2,9:52.0,,A. Miller makes free throw 1 of 2,36,33
130,2,9:52.0,L. Mbah a Moute enters the game for T. Robinson,,36,33
131,2,9:52.0,,A. Miller makes free throw 2 of 2,36,34
132,2,9:37.0,N. Noel makes 2-pt jump shot from 12 ft,,38,34
133,2,9:28.0,,R. Evans misses 2-pt jump shot from 3 ft,38,34
134,2,9:26.0,Defensive rebound by I. Smith,,38,34
135,2,9:17.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by I. Smith),,41,34
136,2,9:03.0,,R. Evans makes 2-pt layup from 3 ft (assist by R. Gay),41,36
137,2,9:03.0,Philadelphia full timeout,,41,36
138,2,8:46.0,N. Noel makes 2-pt hook shot from 6 ft,,43,36
139,2,8:46.0,Shooting foul by R. Evans (drawn by N. Noel),,43,36
140,2,8:46.0,N. Noel misses free throw 1 of 1,,43,36
141,2,8:46.0,,Defensive rebound by R. Evans,43,36
142,2,8:37.0,,J. Thompson makes 2-pt dunk at rim (assist by A. Miller),43,38
143,2,8:24.0,H. Thompson makes 2-pt jump shot from 6 ft (assist by N. Noel),,45,38
144,2,8:13.0,,N. Stauskas makes 3-pt jump shot from 22 ft (assist by A. Miller),45,41
145,2,7:58.0,L. Mbah a Moute misses 2-pt jump shot from 6 ft,,45,41
146,2,7:57.0,,Defensive rebound by R. Evans,45,41
147,2,7:48.0,,N. Stauskas misses 3-pt jump shot from 24 ft,45,41
148,2,7:48.0,Defensive rebound by N. Noel,,45,41
149,2,7:45.0,Personal foul by A. Miller (drawn by I. Smith),,45,41
150,2,7:45.0,,R. McCallum enters the game for J. Thompson,45,41
151,2,7:45.0,,D. Cousins enters the game for A. Miller,45,41
152,2,7:37.0,Personal foul by R. McCallum (drawn by I. Smith),,45,41
153,2,7:28.0,L. Mbah a Moute misses 3-pt jump shot from 24 ft,,45,41
154,2,7:27.0,,Defensive rebound by D. Cousins,45,41
155,2,7:10.0,,R. McCallum misses 2-pt jump shot from 17 ft,45,41
156,2,7:10.0,,Offensive rebound by R. McCallum,45,41
157,2,7:10.0,,Personal foul by I. Smith (drawn by R. McCallum),45,41
158,2,7:01.0,,R. Gay misses 2-pt jump shot from 5 ft (block by L. Mbah a Moute),45,41
159,2,7:01.0,,Offensive rebound by Team,45,41
160,2,6:47.0,,R. Gay misses 2-pt jump shot from 15 ft,45,41
161,2,6:47.0,Defensive rebound by N. Noel,,45,41
162,2,6:39.0,H. Thompson misses 3-pt jump shot from 25 ft,,45,41
163,2,6:37.0,,Defensive rebound by R. Gay,45,41
164,2,6:32.0,,R. McCallum misses 2-pt jump shot from 6 ft,45,41
165,2,6:31.0,,Offensive rebound by D. Cousins,45,41
166,2,6:31.0,,D. Cousins makes 2-pt layup from 2 ft,45,43
167,2,6:31.0,,Shooting foul by J. Sampson (drawn by D. Cousins),45,43
168,2,6:31.0,,D. Cousins makes free throw 1 of 1,45,44
169,2,6:10.0,H. Thompson misses 2-pt jump shot from 8 ft,,45,44
170,2,6:10.0,,Defensive rebound by Team,45,44
171,2,6:10.0,,B. McLemore enters the game for R. Evans,45,44
172,2,5:57.0,,D. Cousins misses 2-pt jump shot from 16 ft,45,44
173,2,5:57.0,Defensive rebound by I. Smith,,45,44
174,2,5:53.0,Turnover by I. Smith (lost ball; steal by R. Gay),,45,44
175,2,5:51.0,,R. Gay makes 2-pt dunk at rim,45,46
176,2,5:40.0,I. Smith makes 2-pt jump shot from 6 ft,,47,46
177,2,5:30.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by B. McLemore),47,49
178,2,5:09.0,L. Mbah a Moute misses 2-pt jump shot from 3 ft (block by R. Gay),,47,49
179,2,5:07.0,Offensive rebound by N. Noel,,47,49
180,2,5:07.0,N. Noel misses 2-pt tip-in at rim,,47,49
181,2,5:06.0,,Defensive rebound by B. McLemore,47,49
182,2,4:55.0,,R. McCallum misses 3-pt jump shot from 23 ft,47,49
183,2,4:54.0,Defensive rebound by Team,,47,49
184,2,4:54.0,,Loose ball foul by R. Gay (drawn by L. Mbah a Moute),47,49
185,2,4:54.0,Official timeout,,47,49
186,2,4:54.0,,O. Casspi enters the game for N. Stauskas,47,49
187,2,4:54.0,R. Covington enters the game for H. Thompson,,47,49
188,2,4:54.0,L. Mbah a Moute makes free throw 1 of 2,,48,49
189,2,4:54.0,L. Mbah a Moute makes free throw 2 of 2,,49,49
190,2,4:44.0,,Turnover by D. Cousins (bad pass; steal by R. Covington),49,49
191,2,4:41.0,R. Covington makes 2-pt layup from 2 ft,,51,49
192,2,4:27.0,,R. McCallum misses 2-pt jump shot from 7 ft,51,49
193,2,4:25.0,,Offensive rebound by D. Cousins,51,49
194,2,4:25.0,,D. Cousins misses 2-pt dunk from 2 ft,51,49
195,2,4:24.0,Defensive rebound by R. Covington,,51,49
196,2,4:15.0,J. Sampson misses 2-pt jump shot from 4 ft (block by D. Cousins),,51,49
197,2,4:13.0,,Defensive rebound by O. Casspi,51,49
198,2,4:10.0,,Shooting foul by I. Smith (drawn by R. Gay),51,49
199,2,4:10.0,,R. Gay misses free throw 1 of 2,51,49
200,2,4:10.0,,Offensive rebound by Team,51,49
201,2,4:10.0,I. Canaan enters the game for I. Smith,,51,49
202,2,4:10.0,J. Grant enters the game for J. Sampson,,51,49
203,2,4:10.0,,R. Gay makes free throw 2 of 2,51,50
204,2,3:55.0,Shooting foul by D. Cousins (drawn by N. Noel),,51,50
205,2,3:55.0,N. Noel makes free throw 1 of 2,,52,50
206,2,3:55.0,T. Robinson enters the game for L. Mbah a Moute,,52,50
207,2,3:55.0,N. Noel makes free throw 2 of 2,,53,50
208,2,3:32.0,,R. Gay misses 2-pt jump shot from 19 ft,53,50
209,2,3:31.0,Defensive rebound by J. Grant,,53,50
210,2,3:13.0,T. Robinson misses 2-pt jump shot from 16 ft,,53,50
211,2,3:13.0,Offensive rebound by Team,,53,50
212,2,3:13.0,,Loose ball foul by O. Casspi (drawn by N. Noel),53,50
213,2,3:13.0,N. Noel makes free throw 1 of 2,,54,50
214,2,3:13.0,N. Noel makes free throw 2 of 2,,55,50
215,2,3:05.0,,Shooting foul by N. Noel (drawn by D. Cousins),55,50
216,2,3:05.0,,D. Cousins makes free throw 1 of 2,55,51
217,2,3:05.0,,D. Cousins makes free throw 2 of 2,55,52
218,2,2:50.0,I. Canaan makes 2-pt jump shot from 6 ft,,57,52
219,2,2:37.0,,D. Cousins misses 2-pt jump shot from 5 ft (block by N. Noel),57,52
220,2,2:35.0,Defensive rebound by R. Covington,,57,52
221,2,2:29.0,R. Covington makes 3-pt jump shot from 25 ft,,60,52
222,2,2:18.0,,O. Casspi misses 2-pt layup from 2 ft,60,52
223,2,2:13.0,,Offensive rebound by D. Cousins,60,52
224,2,2:12.0,,D. Cousins makes 2-pt jump shot from 11 ft,60,54
225,2,2:02.0,T. Robinson makes 2-pt jump shot from 6 ft,,62,54
226,2,1:45.0,,O. Casspi makes 3-pt jump shot from 26 ft (assist by R. McCallum),62,57
227,2,1:35.0,Personal block foul by D. Cousins (drawn by T. Robinson),,62,57
228,2,1:35.0,,Sacramento full timeout,62,57
229,2,1:35.0,,N. Stauskas enters the game for O. Casspi,62,57
230,2,1:35.0,F. Aldemir enters the game for R. Covington,,62,57
231,2,1:35.0,H. Thompson enters the game for N. Noel,,62,57
232,2,1:35.0,T. Robinson misses free throw 1 of 2,,62,57
233,2,1:35.0,Offensive rebound by Team,,62,57
234,2,1:35.0,T. Robinson makes free throw 2 of 2,,63,57
235,2,1:25.0,,Shooting foul by F. Aldemir (drawn by R. Gay),63,57
236,2,1:25.0,,Sacramento full timeout,63,57
237,2,1:25.0,,R. Gay makes free throw 1 of 2,63,58
238,2,1:25.0,,R. Gay makes free throw 2 of 2,63,59
239,2,1:11.0,T. Robinson makes 2-pt jump shot from 3 ft,,65,59
240,2,0:51.0,,D. Cousins makes 2-pt dunk at rim (assist by N. Stauskas),65,61
241,2,0:51.0,Philadelphia full timeout,,65,61
242,2,0:39.0,T. Robinson makes 2-pt layup from 2 ft (assist by F. Aldemir),,67,61
243,2,0:33.0,,R. Gay misses 3-pt jump shot from 25 ft,67,61
244,2,0:32.0,,Offensive rebound by D. Cousins,67,61
245,2,0:26.0,,R. McCallum misses 2-pt jump shot from 4 ft,67,61
246,2,0:26.0,,Offensive rebound by D. Cousins,67,61
247,2,0:26.0,,D. Cousins makes 2-pt dunk at rim,67,63
248,2,0:06.0,I. Canaan makes 3-pt jump shot from 24 ft,,70,63
249,2,0:01.0,,R. McCallum misses 3-pt jump shot from 25 ft,70,63
250,2,0:00.0,Defensive rebound by F. Aldemir,,70,63
251,3,11:47.0,Turnover by R. Covington (lost ball; steal by O. Casspi),,70,63
252,3,11:42.0,,B. McLemore misses 2-pt dunk at rim,70,63
253,3,11:40.0,,Offensive rebound by O. Casspi,70,63
254,3,11:37.0,,D. Cousins misses 2-pt jump shot from 1 ft (block by N. Noel),70,63
255,3,11:34.0,Defensive rebound by J. Sampson,,70,63
256,3,11:32.0,J. Sampson makes 2-pt dunk at rim,,72,63
257,3,11:16.0,,R. McCallum makes 2-pt layup from 1 ft (assist by R. Gay),72,65
258,3,11:01.0,Turnover by R. Covington (bad pass; steal by R. McCallum),,72,65
259,3,11:00.0,,R. McCallum misses 2-pt layup from 2 ft (block by N. Noel),72,65
260,3,11:00.0,,Offensive rebound by Team,72,65
261,3,10:57.0,,D. Cousins misses 2-pt jump shot from 6 ft (block by R. Covington),72,65
262,3,10:57.0,,Offensive rebound by Team,72,65
263,3,10:49.0,,D. Cousins makes 2-pt layup from 1 ft (assist by R. Gay),72,67
264,3,10:24.0,R. Covington makes 3-pt jump shot from 23 ft (assist by I. Smith),,75,67
265,3,10:11.0,,Shooting foul by N. Noel (drawn by D. Cousins),75,67
266,3,10:11.0,,D. Cousins makes free throw 1 of 2,75,68
267,3,10:11.0,,D. Cousins misses free throw 2 of 2,75,68
268,3,10:09.0,Defensive rebound by N. Noel,,75,68
269,3,9:50.0,Turnover by I. Smith (bad pass),,75,68
270,3,9:49.0,Loose ball foul by N. Noel (drawn by D. Cousins),,75,68
271,3,9:49.0,F. Aldemir enters the game for N. Noel,,75,68
272,3,9:28.0,,Turnover by R. Gay (bad pass),75,68
273,3,9:14.0,Turnover by R. Covington (bad pass),,75,68
274,3,9:04.0,,D. Cousins misses 2-pt layup from 2 ft,75,68
275,3,9:03.0,,Offensive rebound by R. McCallum,75,68
276,3,9:02.0,,R. McCallum misses 3-pt jump shot from 25 ft,75,68
277,3,9:02.0,,Offensive rebound by Team,75,68
278,3,9:02.0,Loose ball foul by F. Aldemir (drawn by D. Cousins),,75,68
279,3,8:51.0,,R. Gay misses 2-pt jump shot from 10 ft,75,68
280,3,8:50.0,Defensive rebound by L. Mbah a Moute,,75,68
281,3,8:42.0,J. Sampson makes 3-pt jump shot from 22 ft (assist by R. Covington),,78,68
282,3,8:23.0,,Turnover by D. Cousins (lost ball; steal by F. Aldemir),78,68
283,3,8:23.0,,Offensive charge foul by R. Covington (drawn by D. Cousins),78,68
284,3,8:23.0,Turnover by R. Covington (offensive foul),,78,68
285,3,8:10.0,,R. McCallum makes 3-pt jump shot from 23 ft (assist by D. Cousins),78,71
286,3,7:55.0,Personal foul by R. McCallum (drawn by I. Smith),,78,71
287,3,7:40.0,I. Smith misses 2-pt jump shot from 14 ft (block by R. McCallum),,78,71
288,3,7:39.0,,Defensive rebound by D. Cousins,78,71
289,3,7:36.0,,Shooting foul by F. Aldemir (drawn by D. Cousins),78,71
290,3,7:36.0,,D. Cousins makes free throw 1 of 2,78,72
291,3,7:36.0,H. Sims enters the game for F. Aldemir,,78,72
292,3,7:36.0,,D. Cousins misses free throw 2 of 2,78,72
293,3,7:35.0,,Offensive rebound by Team,78,72
294,3,7:20.0,,D. Cousins misses 2-pt jump shot from 19 ft,78,72
295,3,7:19.0,Defensive rebound by I. Smith,,78,72
296,3,7:12.0,R. Covington misses 3-pt jump shot from 25 ft,,78,72
297,3,7:11.0,,Defensive rebound by R. Gay,78,72
298,3,7:07.0,,Offensive foul by O. Casspi (drawn by I. Smith),78,72
299,3,7:07.0,,Turnover by O. Casspi (offensive foul),78,72
300,3,6:53.0,R. Covington misses 2-pt jump shot from 17 ft,,78,72
301,3,6:52.0,,Defensive rebound by R. McCallum,78,72
302,3,6:45.0,H. Thompson enters the game for R. Covington,,78,72
303,3,6:45.0,J. Grant enters the game for J. Sampson,,78,72
304,3,6:36.0,,R. McCallum makes 2-pt layup from 4 ft,78,74
305,3,6:35.0,Philadelphia full timeout,,78,74
306,3,6:17.0,I. Smith misses 2-pt jump shot from 6 ft,,78,74
307,3,6:16.0,,Defensive rebound by D. Cousins,78,74
308,3,5:58.0,,R. Gay misses 2-pt jump shot from 9 ft,78,74
309,3,5:58.0,Defensive rebound by H. Sims,,78,74
310,3,5:58.0,Personal foul by D. Cousins (drawn by H. Sims),,78,74
311,3,5:34.0,I. Smith misses 2-pt jump shot from 14 ft,,78,74
312,3,5:34.0,Offensive rebound by Team,,78,74
313,3,5:34.0,,Loose ball foul by B. McLemore (drawn by L. Mbah a Moute),78,74
314,3,5:34.0,I. Canaan enters the game for I. Smith,,78,74
315,3,5:34.0,T. Robinson enters the game for L. Mbah a Moute,,78,74
316,3,5:17.0,T. Robinson misses 2-pt jump shot from 13 ft,,78,74
317,3,5:16.0,,Defensive rebound by D. Cousins,78,74
318,3,5:00.0,,O. Casspi misses 3-pt jump shot from 24 ft,78,74
319,3,4:59.0,,Offensive rebound by D. Cousins,78,74
320,3,4:59.0,,Personal foul by H. Sims (drawn by D. Cousins),78,74
321,3,4:59.0,,D. Cousins makes free throw 1 of 2,78,75
322,3,4:59.0,,D. Cousins makes free throw 2 of 2,78,76
323,3,4:45.0,I. Canaan misses 3-pt jump shot from 25 ft,,78,76
324,3,4:45.0,,Defensive rebound by R. McCallum,78,76
325,3,4:37.0,,R. Gay makes 2-pt jump shot from 6 ft,78,78
326,3,4:16.0,Shooting block foul by D. Cousins (drawn by H. Thompson),,78,78
327,3,4:16.0,H. Thompson misses free throw 1 of 2,,78,78
328,3,4:16.0,Offensive rebound by Team,,78,78
329,3,4:16.0,,J. Thompson enters the game for O. Casspi,78,78
330,3,4:16.0,,D. Williams enters the game for D. Cousins,78,78
331,3,4:16.0,Turnover by H. Sims (lane violation.),,78,78
332,3,4:05.0,,Shooting foul by J. Grant (drawn by R. Gay),78,78
333,3,4:05.0,,R. Gay makes free throw 1 of 2,78,79
334,3,4:05.0,,R. Gay makes free throw 2 of 2,78,80
335,3,3:41.0,Turnover by Team (shot clock),,78,80
336,3,3:41.0,Violation by Team (delay of game),,78,80
337,3,3:23.0,,R. Gay makes 2-pt jump shot from 5 ft (assist by J. Thompson),78,82
338,3,3:01.0,T. Robinson makes 2-pt layup from 1 ft,,80,82
339,3,2:51.0,,Personal foul by T. Robinson (drawn by R. McCallum),80,82
340,3,2:51.0,,Sacramento full timeout,80,82
341,3,2:51.0,,R. McCallum misses free throw 1 of 2,80,82
342,3,2:51.0,,Offensive rebound by Team,80,82
343,3,2:51.0,,R. McCallum misses free throw 2 of 2,80,82
344,3,2:50.0,Defensive rebound by J. Grant,,80,82
345,3,2:26.0,I. Canaan misses 3-pt jump shot from 25 ft,,80,82
346,3,2:26.0,Offensive rebound by Team,,80,82
347,3,2:26.0,,A. Miller enters the game for R. McCallum,80,82
348,3,2:15.0,H. Thompson makes 2-pt jump shot from 20 ft (assist by J. Grant),,82,82
349,3,1:56.0,,R. Gay makes 2-pt jump shot from 5 ft,82,84
350,3,1:56.0,,Shooting foul by J. Grant (drawn by R. Gay),82,84
351,3,1:56.0,,R. Gay makes free throw 1 of 1,82,85
352,3,1:39.0,H. Thompson misses 3-pt jump shot from 24 ft,,82,85
353,3,1:38.0,,Defensive rebound by R. Gay,82,85
354,3,1:20.0,,B. McLemore misses 2-pt jump shot from 7 ft,82,85
355,3,1:20.0,Defensive rebound by T. Robinson,,82,85
356,3,0:57.0,J. Grant misses 2-pt jump shot from 19 ft,,82,85
357,3,0:57.0,,Defensive rebound by R. Gay,82,85
358,3,0:50.0,,Shooting foul by H. Thompson (drawn by D. Williams),82,85
359,3,0:50.0,,D. Williams makes free throw 1 of 2,82,86
360,3,0:50.0,,N. Stauskas enters the game for B. McLemore,82,86
361,3,0:50.0,,D. Williams makes free throw 2 of 2,82,87
362,3,0:30.0,Shooting foul by N. Stauskas (drawn by J. Grant),,82,87
363,3,0:30.0,J. Grant misses free throw 1 of 2,,82,87
364,3,0:30.0,Offensive rebound by Team,,82,87
365,3,0:30.0,J. Grant misses free throw 2 of 2,,82,87
366,3,0:30.0,,Defensive rebound by D. Williams,82,87
367,3,0:10.0,,J. Thompson misses 2-pt jump shot from 5 ft (block by T. Robinson),82,87
368,3,0:08.0,,Offensive rebound by D. Williams,82,87
369,3,0:07.0,,D. Williams misses 3-pt jump shot from 23 ft,82,87
370,3,0:05.0,Defensive rebound by T. Robinson,,82,87
371,3,0:02.0,T. Robinson misses 2-pt layup from 2 ft (block by N. Stauskas),,82,87
372,3,0:02.0,Offensive rebound by Team,,82,87
373,3,0:00.0,H. Thompson makes 2-pt jump shot from 18 ft (assist by T. Robinson),,84,87
374,4,11:46.0,,Shooting foul by T. Robinson (drawn by J. Thompson),84,87
375,4,11:46.0,,J. Thompson misses free throw 1 of 2,84,87
376,4,11:46.0,,Offensive rebound by Team,84,87
377,4,11:46.0,,J. Thompson misses free throw 2 of 2,84,87
378,4,11:45.0,,Offensive rebound by D. Williams,84,87
379,4,11:33.0,,Turnover by A. Miller (bad pass; steal by I. Canaan),84,87
380,4,11:30.0,I. Canaan makes 2-pt layup from 1 ft,,86,87
381,4,11:13.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by A. Miller),86,90
382,4,10:56.0,Def 3 sec tech foul by A. Miller,,86,90
383,4,10:56.0,I. Canaan makes technical free throw,,87,90
384,4,10:47.0,I. Canaan misses 3-pt jump shot from 25 ft,,87,90
385,4,10:47.0,,Defensive rebound by N. Stauskas,87,90
386,4,10:39.0,,A. Miller makes 2-pt jump shot from 5 ft,87,92
387,4,10:25.0,Offensive foul by J. Grant (drawn by R. Gay),,87,92
