,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHICAGO_ACTION,LA LAKERS_SCORE,CHICAGO_SCORE
110,2,10:22.0,,T. Gibson makes 2-pt dunk at rim (assist by N. Mirotić),28,31
111,2,10:12.0,J. Lin misses 2-pt layup from 1 ft,,28,31
112,2,10:11.0,,Defensive rebound by E. Moore,28,31
113,2,10:05.0,,N. Mirotić misses 3-pt jump shot from 24 ft,28,31
114,2,10:04.0,,Offensive rebound by J. Butler,28,31
115,2,9:57.0,,A. Brooks makes 2-pt layup from 1 ft,28,33
116,2,9:42.0,C. Boozer makes 2-pt jump shot from 13 ft (assist by N. Young),,30,33
117,2,9:25.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by A. Brooks),30,36
118,2,9:05.0,N. Young misses 2-pt jump shot from 19 ft,,30,36
119,2,9:04.0,,Defensive rebound by A. Brooks,30,36
120,2,9:00.0,,A. Brooks misses 2-pt layup from 2 ft (block by J. Clarkson),30,36
121,2,8:59.0,,Offensive rebound by Team,30,36
122,2,8:59.0,,Chicago full timeout,30,36
123,2,8:59.0,,T. Snell enters the game for J. Butler,30,36
124,2,8:59.0,E. Davis enters the game for R. Sacre,,30,36
125,2,8:52.0,,Personal foul by J. Lin (drawn by N. Mirotić),30,36
126,2,8:38.0,,E. Moore makes 2-pt jump shot from 6 ft,30,38
127,2,8:25.0,C. Boozer misses 2-pt jump shot from 13 ft,,30,38
128,2,8:24.0,,Defensive rebound by N. Mirotić,30,38
129,2,8:12.0,,T. Gibson makes 2-pt jump shot from 5 ft (assist by N. Mirotić),30,40
130,2,7:57.0,E. Davis misses 2-pt jump shot from 7 ft,,30,40
131,2,7:54.0,,Defensive rebound by T. Gibson,30,40
132,2,7:45.0,,Turnover by A. Brooks (bad pass; steal by J. Clarkson),30,40
133,2,7:40.0,N. Young misses 2-pt layup from 2 ft,,30,40
134,2,7:39.0,,Defensive rebound by T. Snell,30,40
135,2,7:24.0,,E. Moore misses 2-pt jump shot from 16 ft,30,40
136,2,7:23.0,,Offensive rebound by T. Gibson,30,40
137,2,7:22.0,,T. Gibson misses 2-pt layup from 1 ft,30,40
138,2,7:19.0,,Offensive rebound by N. Mirotić,30,40
139,2,7:14.0,,Personal foul by J. Clarkson (drawn by T. Snell),30,40
140,2,7:03.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by A. Brooks),30,43
141,2,6:55.0,LA Lakers full timeout,,30,43
142,2,6:55.0,R. Price enters the game for N. Young,,30,43
143,2,6:55.0,J. Hill enters the game for C. Boozer,,30,43
144,2,6:55.0,W. Johnson enters the game for J. Lin,,30,43
145,2,6:55.0,W. Ellington enters the game for J. Clarkson,,30,43
146,2,6:55.0,,D. Rose enters the game for E. Moore,30,43
147,2,6:35.0,J. Hill misses 2-pt jump shot from 16 ft,,30,43
148,2,6:34.0,,Defensive rebound by T. Snell,30,43
149,2,6:23.0,,N. Mirotić misses 3-pt jump shot from 25 ft,30,43
150,2,6:22.0,Defensive rebound by J. Hill,,30,43
151,2,6:04.0,W. Johnson misses 3-pt jump shot from 25 ft,,30,43
152,2,6:03.0,,Defensive rebound by D. Rose,30,43
153,2,5:55.0,,T. Gibson makes 2-pt layup from 1 ft (assist by D. Rose),30,45
154,2,5:55.0,,Shooting foul by E. Davis (drawn by T. Gibson),30,45
155,2,5:55.0,,T. Gibson misses free throw 1 of 1,30,45
156,2,5:53.0,Defensive rebound by W. Johnson,,30,45
157,2,5:32.0,R. Price makes 2-pt jump shot from 12 ft,,32,45
158,2,5:14.0,,D. Rose makes 2-pt jump shot from 8 ft,32,47
159,2,4:56.0,Shooting foul by T. Gibson (drawn by E. Davis),,32,47
160,2,4:56.0,E. Davis makes free throw 1 of 2,,33,47
161,2,4:56.0,,J. Noah enters the game for T. Gibson,33,47
162,2,4:56.0,,P. Gasol enters the game for N. Mirotić,33,47
163,2,4:56.0,E. Davis misses free throw 2 of 2,,33,47
164,2,4:55.0,,Defensive rebound by J. Noah,33,47
165,2,4:37.0,,T. Snell misses 3-pt jump shot from 25 ft,33,47
166,2,4:36.0,,Offensive rebound by J. Noah,33,47
167,2,4:27.0,,J. Noah misses 2-pt layup from 1 ft (block by E. Davis),33,47
168,2,4:26.0,Defensive rebound by E. Davis,,33,47
169,2,4:20.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by R. Price),,36,47
170,2,4:00.0,,Personal foul by R. Price (drawn by P. Gasol),36,47
171,2,4:00.0,,P. Gasol misses free throw 1 of 2,36,47
172,2,4:00.0,,Offensive rebound by Team,36,47
173,2,4:00.0,,J. Butler enters the game for T. Snell,36,47
174,2,4:00.0,,P. Gasol makes free throw 2 of 2,36,48
175,2,3:53.0,Offensive foul by R. Price (drawn by D. Rose),,36,48
176,2,3:53.0,Turnover by R. Price (offensive foul),,36,48
177,2,3:40.0,,J. Noah makes 2-pt dunk at rim (assist by P. Gasol),36,50
178,2,3:22.0,W. Ellington misses 2-pt jump shot from 19 ft,,36,50
179,2,3:20.0,,Defensive rebound by J. Butler,36,50
180,2,3:06.0,,P. Gasol makes 2-pt layup from 1 ft,36,52
181,2,2:46.0,J. Hill makes 2-pt jump shot from 15 ft,,38,52
182,2,2:27.0,,Chicago full timeout,38,52
183,2,2:25.0,,P. Gasol makes 2-pt layup from 1 ft (assist by D. Rose),38,54
184,2,2:10.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by R. Price),,41,54
185,2,1:43.0,,J. Butler misses 3-pt jump shot from 24 ft,41,54
186,2,1:42.0,,Offensive rebound by P. Gasol,41,54
187,2,1:33.0,,Turnover by P. Gasol (back court),41,54
188,2,1:21.0,R. Price makes 2-pt jump shot from 15 ft,,43,54
189,2,0:54.0,,D. Rose makes 2-pt jump shot from 15 ft,43,56
190,2,0:34.0,J. Hill makes 2-pt jump shot from 20 ft (assist by R. Price),,45,56
191,2,0:25.0,,Turnover by D. Rose (lost ball; steal by R. Price),45,56
192,2,0:22.0,E. Davis makes 2-pt dunk at rim (assist by R. Price),,47,56
193,2,0:03.0,,J. Butler makes 2-pt jump shot from 13 ft (assist by D. Rose),47,58
194,2,0:00.0,W. Johnson misses 3-pt jump shot from 24 ft,,47,58
195,2,0:00.0,Offensive rebound by Team,,47,58
196,3,11:46.0,Shooting foul by P. Gasol (drawn by J. Hill),,47,58
197,3,11:46.0,J. Hill makes free throw 1 of 2,,48,58
198,3,11:46.0,J. Hill makes free throw 2 of 2,,49,58
199,3,11:26.0,,P. Gasol misses 2-pt jump shot from 10 ft,49,58
200,3,11:25.0,Defensive rebound by W. Johnson,,49,58
201,3,11:12.0,Shooting foul by P. Gasol (drawn by J. Hill),,49,58
202,3,11:12.0,J. Hill makes free throw 1 of 2,,50,58
203,3,11:12.0,J. Hill makes free throw 2 of 2,,51,58
204,3,10:55.0,,J. Butler makes 2-pt jump shot from 7 ft (assist by J. Noah),51,60
205,3,10:43.0,Shooting foul by M. Dunleavy (drawn by W. Johnson),,51,60
206,3,10:43.0,,Technical foul by J. Noah,51,60
207,3,10:43.0,W. Ellington makes technical free throw,,52,60
208,3,10:43.0,W. Johnson makes free throw 1 of 2,,53,60
209,3,10:43.0,W. Johnson makes free throw 2 of 2,,54,60
210,3,10:32.0,Violation by E. Davis (kicked ball),,54,60
211,3,10:27.0,,Turnover by P. Gasol (lost ball),54,60
212,3,10:10.0,J. Hill makes 2-pt layup from 2 ft (assist by R. Price),,56,60
213,3,9:56.0,,Turnover by J. Noah (bad pass; steal by W. Johnson),56,60
214,3,9:53.0,W. Johnson makes 2-pt layup from 1 ft,,58,60
215,3,9:52.0,,Chicago full timeout,58,60
216,3,9:36.0,,Shooting foul by E. Davis (drawn by D. Rose),58,60
217,3,9:36.0,,D. Rose makes free throw 1 of 2,58,61
218,3,9:36.0,,D. Rose makes free throw 2 of 2,58,62
219,3,9:17.0,E. Davis makes 2-pt jump shot from 7 ft,,60,62
220,3,9:00.0,,Shooting foul by W. Johnson (drawn by J. Butler),60,62
221,3,9:00.0,,J. Butler makes free throw 1 of 2,60,63
222,3,9:00.0,,J. Butler makes free throw 2 of 2,60,64
223,3,8:42.0,J. Hill misses 2-pt jump shot from 13 ft (block by J. Noah),,60,64
224,3,8:41.0,Offensive rebound by J. Hill,,60,64
225,3,8:37.0,J. Hill makes 2-pt hook shot from 3 ft,,62,64
226,3,8:17.0,,D. Rose misses 3-pt jump shot from 24 ft,62,64
227,3,8:16.0,Defensive rebound by W. Johnson,,62,64
228,3,8:05.0,R. Price misses 2-pt jump shot from 19 ft,,62,64
229,3,8:04.0,,Defensive rebound by P. Gasol,62,64
230,3,7:50.0,,P. Gasol makes 2-pt jump shot from 13 ft (assist by J. Butler),62,66
231,3,7:36.0,W. Johnson makes 2-pt jump shot from 16 ft (assist by R. Price),,64,66
232,3,7:23.0,,J. Butler misses 2-pt layup from 2 ft (block by E. Davis),64,66
233,3,7:23.0,,Offensive rebound by P. Gasol,64,66
234,3,7:23.0,,P. Gasol makes 2-pt layup from 1 ft,64,68
235,3,7:23.0,,Shooting foul by E. Davis (drawn by P. Gasol),64,68
236,3,7:23.0,,P. Gasol misses free throw 1 of 1,64,68
237,3,7:20.0,,Offensive rebound by J. Noah,64,68
238,3,7:20.0,,J. Noah misses 2-pt tip-in from 2 ft,64,68
239,3,7:19.0,,Offensive rebound by J. Noah,64,68
240,3,7:07.0,,J. Butler makes 2-pt layup from 2 ft (assist by J. Noah),64,70
241,3,6:44.0,J. Hill misses 2-pt jump shot from 21 ft,,64,70
242,3,6:44.0,,Defensive rebound by P. Gasol,64,70
243,3,6:44.0,,Personal foul by R. Price (drawn by P. Gasol),64,70
244,3,6:19.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,64,70
245,3,6:18.0,Defensive rebound by E. Davis,,64,70
246,3,6:07.0,W. Ellington makes 2-pt layup from 1 ft,,66,70
247,3,5:47.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by D. Rose),66,73
248,3,5:27.0,J. Hill misses 2-pt jump shot from 5 ft (block by M. Dunleavy),,66,73
249,3,5:26.0,Offensive rebound by E. Davis,,66,73
250,3,5:24.0,E. Davis misses 2-pt layup from 2 ft (block by J. Butler),,66,73
251,3,5:23.0,Offensive rebound by Team,,66,73
252,3,5:11.0,J. Hill misses 2-pt jump shot from 14 ft,,66,73
253,3,5:11.0,,Defensive rebound by J. Noah,66,73
254,3,5:11.0,,P. Gasol misses 2-pt jump shot from 2 ft,66,73
255,3,5:11.0,,Offensive rebound by Team,66,73
256,3,5:11.0,,J. Noah misses 2-pt layup from 1 ft (block by E. Davis),66,73
257,3,5:11.0,,Offensive rebound by J. Noah,66,73
258,3,4:56.0,Offensive charge foul by J. Butler (drawn by R. Price),,66,73
259,3,4:56.0,,Turnover by J. Butler (offensive foul),66,73
260,3,4:30.0,J. Hill misses 2-pt jump shot from 19 ft,,66,73
261,3,4:28.0,Offensive rebound by E. Davis,,66,73
262,3,4:28.0,E. Davis makes 2-pt layup at rim,,68,73
263,3,4:07.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by D. Rose),68,75
264,3,3:49.0,R. Price misses 3-pt jump shot from 26 ft,,68,75
265,3,3:48.0,,Defensive rebound by J. Noah,68,75
266,3,3:34.0,,J. Noah misses 2-pt layup from 1 ft,68,75
267,3,3:33.0,Defensive rebound by E. Davis,,68,75
268,3,3:28.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by R. Price),,71,75
269,3,3:11.0,,D. Rose misses 2-pt layup from 2 ft,71,75
270,3,3:09.0,,Offensive rebound by P. Gasol,71,75
271,3,3:09.0,,P. Gasol misses 2-pt tip-in at rim,71,75
272,3,3:08.0,,Offensive rebound by J. Noah,71,75
273,3,3:08.0,,J. Noah misses 2-pt tip-in from 1 ft,71,75
274,3,3:07.0,,Offensive rebound by P. Gasol,71,75
275,3,3:07.0,,P. Gasol makes 2-pt tip-in from 2 ft,71,77
276,3,2:59.0,LA Lakers full timeout,,71,77
277,3,2:59.0,C. Boozer enters the game for E. Davis,,71,77
278,3,2:59.0,R. Sacre enters the game for J. Hill,,71,77
279,3,2:59.0,,T. Gibson enters the game for J. Noah,71,77
280,3,2:59.0,,A. Brooks enters the game for D. Rose,71,77
281,3,2:45.0,R. Sacre misses 2-pt hook shot from 4 ft,,71,77
282,3,2:44.0,,Defensive rebound by T. Gibson,71,77
283,3,2:32.0,,Personal foul by W. Johnson (drawn by J. Butler),71,77
284,3,2:32.0,,J. Butler makes free throw 1 of 2,71,78
285,3,2:32.0,N. Young enters the game for W. Ellington,,71,78
286,3,2:32.0,,J. Butler makes free throw 2 of 2,71,79
287,3,2:16.0,Shooting foul by T. Gibson (drawn by W. Johnson),,71,79
288,3,2:16.0,W. Johnson makes free throw 1 of 2,,72,79
289,3,2:16.0,J. Lin enters the game for R. Price,,72,79
290,3,2:16.0,,E. Moore enters the game for M. Dunleavy,72,79
291,3,2:16.0,W. Johnson makes free throw 2 of 2,,73,79
292,3,2:01.0,,Turnover by A. Brooks (bad pass; steal by J. Lin),73,79
293,3,1:52.0,C. Boozer misses 2-pt jump shot from 13 ft,,73,79
294,3,1:51.0,Offensive rebound by W. Johnson,,73,79
295,3,1:49.0,W. Johnson misses 2-pt jump shot from 13 ft,,73,79
296,3,1:48.0,,Defensive rebound by P. Gasol,73,79
297,3,1:27.0,,E. Moore makes 2-pt layup from 2 ft (assist by P. Gasol),73,81
298,3,1:17.0,Personal foul by A. Brooks (drawn by J. Lin),,73,81
299,3,1:17.0,J. Lin makes free throw 1 of 2,,74,81
300,3,1:17.0,J. Lin makes free throw 2 of 2,,75,81
301,3,1:05.0,,Turnover by A. Brooks (lost ball),75,81
302,3,0:45.0,W. Johnson misses 2-pt jump shot from 14 ft,,75,81
303,3,0:44.0,,Defensive rebound by P. Gasol,75,81
304,3,0:26.0,,J. Butler misses 2-pt jump shot from 5 ft (block by R. Sacre),75,81
305,3,0:24.0,Defensive rebound by W. Johnson,,75,81
306,3,0:21.0,C. Boozer makes 2-pt layup from 1 ft,,77,81
307,3,0:02.0,,P. Gasol makes 2-pt layup from 1 ft (assist by J. Butler),77,83
308,4,11:46.0,,N. Mirotić misses 3-pt jump shot from 22 ft,77,83
309,4,11:46.0,,Offensive rebound by Team,77,83
310,4,11:46.0,Loose ball foul by N. Young (drawn by J. Butler),,77,83
311,4,11:28.0,,A. Brooks makes 2-pt jump shot from 15 ft (assist by T. Gibson),77,85
312,4,11:14.0,N. Young misses 2-pt jump shot from 18 ft,,77,85
313,4,11:13.0,,Defensive rebound by N. Mirotić,77,85
314,4,11:07.0,,J. Butler makes 2-pt jump shot from 6 ft (assist by A. Brooks),77,87
315,4,10:49.0,C. Boozer makes 2-pt jump shot from 5 ft (assist by J. Lin),,79,87
316,4,10:49.0,Loose ball foul by C. Boozer (drawn by T. Gibson),,79,87
317,4,10:26.0,,A. Brooks makes 2-pt jump shot from 18 ft (assist by T. Gibson),79,89
318,4,10:15.0,J. Lin misses 2-pt layup from 3 ft (block by J. Butler),,79,89
319,4,10:15.0,Offensive rebound by Team,,79,89
320,4,10:08.0,N. Young misses 3-pt jump shot from 24 ft,,79,89
321,4,10:07.0,,Defensive rebound by N. Mirotić,79,89
322,4,9:58.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by A. Brooks),79,91
323,4,9:40.0,Shooting foul by T. Gibson (drawn by J. Clarkson),,79,91
324,4,9:40.0,J. Clarkson misses free throw 1 of 2,,79,91
325,4,9:40.0,Offensive rebound by Team,,79,91
326,4,9:40.0,J. Clarkson makes free throw 2 of 2,,80,91
327,4,9:20.0,,A. Brooks misses 2-pt jump shot from 4 ft,80,91
328,4,9:19.0,,Offensive rebound by T. Gibson,80,91
329,4,9:17.0,,N. Mirotić misses 3-pt jump shot from 22 ft,80,91
330,4,9:16.0,Defensive rebound by C. Boozer,,80,91
331,4,9:10.0,N. Young misses 3-pt jump shot from 24 ft,,80,91
332,4,9:07.0,,Defensive rebound by N. Mirotić,80,91
333,4,9:00.0,,N. Mirotić misses 2-pt layup from 3 ft,80,91
334,4,8:58.0,,Offensive rebound by T. Gibson,80,91
335,4,8:58.0,,Shooting foul by C. Boozer (drawn by T. Gibson),80,91
336,4,8:58.0,,Chicago full timeout,80,91
337,4,8:58.0,,T. Gibson makes free throw 1 of 2,80,92
338,4,8:58.0,,T. Gibson misses free throw 2 of 2,80,92
339,4,8:57.0,Defensive rebound by N. Young,,80,92
340,4,8:40.0,J. Lin makes 2-pt jump shot from 18 ft (assist by R. Sacre),,82,92
341,4,8:18.0,,E. Moore misses 2-pt jump shot from 6 ft,82,92
342,4,8:17.0,,Offensive rebound by T. Gibson,82,92
343,4,8:17.0,,T. Gibson misses 2-pt tip-in from 1 ft,82,92
344,4,8:17.0,,Offensive rebound by T. Gibson,82,92
345,4,8:17.0,,Shooting foul by J. Lin (drawn by T. Gibson),82,92
346,4,8:17.0,,T. Gibson makes free throw 1 of 2,82,93
347,4,8:17.0,,D. Rose enters the game for A. Brooks,82,93
348,4,8:17.0,,T. Gibson makes free throw 2 of 2,82,94
349,4,8:03.0,J. Clarkson misses 2-pt jump shot from 8 ft (block by E. Moore),,82,94
350,4,8:01.0,,Defensive rebound by E. Moore,82,94
351,4,7:45.0,,Personal foul by R. Sacre (drawn by N. Mirotić),82,94
352,4,7:45.0,,N. Mirotić makes free throw 1 of 2,82,95
353,4,7:45.0,,N. Mirotić makes free throw 2 of 2,82,96
354,4,7:24.0,C. Boozer makes 2-pt layup at rim (assist by N. Young),,84,96
355,4,7:04.0,,Turnover by T. Gibson (lost ball; steal by J. Lin),84,96
356,4,6:59.0,J. Clarkson misses 2-pt layup from 1 ft,,84,96
357,4,6:58.0,Offensive rebound by C. Boozer,,84,96
358,4,6:58.0,C. Boozer makes 2-pt layup from 2 ft,,86,96
359,4,6:34.0,,D. Rose misses 3-pt jump shot from 23 ft,86,96
360,4,6:33.0,Defensive rebound by C. Boozer,,86,96
361,4,6:25.0,C. Boozer misses 2-pt jump shot from 17 ft,,86,96
362,4,6:24.0,,Defensive rebound by J. Butler,86,96
363,4,6:21.0,,Personal foul by C. Boozer (drawn by T. Gibson),86,96
364,4,6:21.0,,T. Gibson misses free throw 1 of 2,86,96
365,4,6:21.0,,Offensive rebound by Team,86,96
366,4,6:21.0,W. Johnson enters the game for N. Young,,86,96
367,4,6:21.0,J. Hill enters the game for C. Boozer,,86,96
368,4,6:21.0,E. Davis enters the game for R. Sacre,,86,96
369,4,6:21.0,W. Ellington enters the game for J. Clarkson,,86,96
370,4,6:21.0,,T. Gibson misses free throw 2 of 2,86,96
371,4,6:18.0,Defensive rebound by J. Lin,,86,96
372,4,6:07.0,J. Lin misses 3-pt jump shot from 26 ft,,86,96
373,4,6:06.0,,Defensive rebound by N. Mirotić,86,96
374,4,5:58.0,,Turnover by D. Rose (bad pass; steal by J. Hill),86,96
375,4,5:52.0,,Chicago full timeout,86,96
376,4,5:52.0,,J. Noah enters the game for T. Gibson,86,96
377,4,5:52.0,,A. Brooks enters the game for E. Moore,86,96
378,4,5:36.0,W. Ellington misses 3-pt jump shot from 24 ft,,86,96
379,4,5:35.0,,Defensive rebound by N. Mirotić,86,96
380,4,5:15.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),86,99
381,4,4:59.0,W. Johnson misses 2-pt jump shot from 21 ft,,86,99
382,4,4:58.0,Offensive rebound by W. Ellington,,86,99
383,4,4:55.0,J. Hill misses 2-pt jump shot from 19 ft,,86,99
384,4,4:53.0,Offensive rebound by W. Johnson,,86,99
385,4,4:44.0,J. Hill makes 2-pt jump shot from 20 ft (assist by J. Lin),,88,99
386,4,4:22.0,,D. Rose misses 3-pt jump shot from 25 ft,88,99
387,4,4:21.0,Defensive rebound by J. Hill,,88,99
388,4,4:11.0,Shooting foul by A. Brooks (drawn by E. Davis),,88,99
389,4,4:11.0,E. Davis misses free throw 1 of 2,,88,99
