,QUARTER,TIME_REMAINING,TORONTO_ACTION,BOSTON_ACTION,TORONTO_SCORE,BOSTON_SCORE
51,1,4:49.0,L. Williams makes 2-pt layup at rim,,11,25
52,1,4:37.0,Violation by P. Patterson (kicked ball),,11,25
53,1,4:37.0,J. Johnson enters the game for P. Patterson,,11,25
54,1,4:37.0,,E. Turner enters the game for R. Rondo,11,25
55,1,4:24.0,,J. Green misses 3-pt jump shot from 25 ft,11,25
56,1,4:23.0,,Offensive rebound by J. Sullinger,11,25
57,1,4:19.0,,J. Sullinger makes 2-pt hook shot from 8 ft,11,27
58,1,4:01.0,K. Lowry misses 2-pt layup at rim,,11,27
59,1,3:59.0,,Defensive rebound by J. Green,11,27
60,1,3:57.0,,Turnover by B. Bass (lost ball),11,27
61,1,3:43.0,L. Williams makes 2-pt jump shot from 18 ft,,13,27
62,1,3:43.0,Shooting foul by E. Turner (drawn by L. Williams),,13,27
63,1,3:43.0,,T. Zeller enters the game for J. Sullinger,13,27
64,1,3:43.0,G. Stiemsma enters the game for T. Hansbrough,,13,27
65,1,3:43.0,L. Williams makes free throw 1 of 1,,14,27
66,1,3:27.0,,Turnover by J. Green (bad pass; steal by L. Williams),14,27
67,1,3:24.0,L. Williams misses 2-pt layup at rim (block by J. Green),,14,27
68,1,3:23.0,Offensive rebound by Team,,14,27
69,1,3:18.0,K. Lowry makes 2-pt layup at rim,,16,27
70,1,3:18.0,Shooting foul by T. Zeller (drawn by K. Lowry),,16,27
71,1,3:18.0,K. Lowry makes free throw 1 of 1,,17,27
72,1,3:14.0,,Boston full timeout,17,27
73,1,3:10.0,,Personal foul by D. DeRozan (drawn by M. Smart),17,27
74,1,3:10.0,T. Ross enters the game for D. DeRozan,,17,27
75,1,3:03.0,,Personal foul by T. Ross (drawn by J. Green),17,27
76,1,2:56.0,,Turnover by E. Turner (traveling),17,27
77,1,2:33.0,Shooting foul by T. Zeller (drawn by K. Lowry),,17,27
78,1,2:33.0,K. Lowry makes free throw 1 of 2,,18,27
79,1,2:33.0,,K. Olynyk enters the game for T. Zeller,18,27
80,1,2:33.0,,M. Thornton enters the game for J. Green,18,27
81,1,2:33.0,K. Lowry makes free throw 2 of 2,,19,27
82,1,2:18.0,,E. Turner makes 2-pt jump shot from 12 ft (assist by B. Bass),19,29
83,1,2:04.0,K. Lowry misses 2-pt layup at rim,,19,29
84,1,2:03.0,,Defensive rebound by K. Olynyk,19,29
85,1,1:52.0,,M. Smart makes 3-pt jump shot from 25 ft,19,32
86,1,1:36.0,L. Williams misses 2-pt jump shot from 9 ft,,19,32
87,1,1:35.0,,Defensive rebound by K. Olynyk,19,32
88,1,1:27.0,,Turnover by E. Turner (bad pass),19,32
89,1,1:27.0,G. Vásquez enters the game for K. Lowry,,19,32
90,1,1:08.0,Shooting foul by K. Olynyk (drawn by G. Stiemsma),,19,32
91,1,1:08.0,G. Stiemsma makes free throw 1 of 2,,20,32
92,1,1:08.0,G. Stiemsma makes free throw 2 of 2,,21,32
93,1,0:58.0,,B. Bass misses 2-pt jump shot from 18 ft,21,32
94,1,0:56.0,Defensive rebound by T. Ross,,21,32
95,1,0:46.0,T. Ross misses 2-pt layup at rim,,21,32
96,1,0:45.0,,Defensive rebound by E. Turner,21,32
97,1,0:34.0,,M. Thornton misses 3-pt jump shot from 22 ft,21,32
98,1,0:33.0,,Offensive rebound by K. Olynyk,21,32
99,1,0:29.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by K. Olynyk),21,35
100,1,0:10.0,G. Vásquez makes 2-pt jump shot from 14 ft,,23,35
101,1,0:00.0,,Turnover by E. Turner (bad pass),23,35
102,2,11:52.0,,Personal foul by G. Stiemsma (drawn by J. Sullinger),23,35
103,2,11:39.0,,J. Sullinger misses 2-pt jump shot from 4 ft,23,35
104,2,11:38.0,,Offensive rebound by R. Rondo,23,35
105,2,11:36.0,,Turnover by R. Rondo (bad pass),23,35
106,2,11:19.0,J. Johnson makes 2-pt dunk at rim (assist by T. Ross),,25,35
107,2,10:57.0,,K. Olynyk misses 2-pt jump shot from 14 ft,25,35
108,2,10:55.0,,Offensive rebound by J. Sullinger,25,35
109,2,10:44.0,,Shooting foul by G. Stiemsma (drawn by J. Sullinger),25,35
110,2,10:44.0,,J. Sullinger makes free throw 1 of 2,25,36
111,2,10:44.0,,A. Bradley enters the game for E. Turner,25,36
112,2,10:44.0,,J. Sullinger makes free throw 2 of 2,25,37
113,2,10:29.0,L. Williams makes 2-pt jump shot from 6 ft,,27,37
114,2,10:15.0,,Turnover by A. Bradley (traveling),27,37
115,2,10:01.0,J. Johnson misses 3-pt jump shot from 24 ft,,27,37
116,2,10:00.0,,Defensive rebound by K. Olynyk,27,37
117,2,9:53.0,,J. Sullinger misses 3-pt jump shot from 25 ft,27,37
118,2,9:52.0,Defensive rebound by J. Johnson,,27,37
119,2,9:46.0,G. Stiemsma makes 2-pt dunk at rim (assist by J. Johnson),,29,37
120,2,9:38.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by R. Rondo),29,40
121,2,9:09.0,G. Vásquez misses 3-pt jump shot from 25 ft,,29,40
122,2,9:08.0,,Defensive rebound by M. Thornton,29,40
123,2,9:02.0,,K. Olynyk makes 2-pt dunk at rim (assist by M. Thornton),29,42
124,2,8:45.0,J. Johnson misses 2-pt layup from 5 ft,,29,42
125,2,8:44.0,Offensive rebound by G. Stiemsma,,29,42
126,2,8:43.0,G. Stiemsma makes 2-pt layup at rim,,31,42
127,2,8:30.0,,J. Sullinger misses 2-pt layup at rim (block by T. Ross),31,42
128,2,8:30.0,,Offensive rebound by Team,31,42
129,2,8:30.0,Official timeout,,31,42
130,2,8:30.0,D. DeRozan enters the game for T. Ross,,31,42
131,2,8:30.0,T. Hansbrough enters the game for G. Stiemsma,,31,42
132,2,8:17.0,,R. Rondo misses 2-pt jump shot from 7 ft,31,42
133,2,8:16.0,,Offensive rebound by Team,31,42
134,2,8:16.0,,Turnover by Team (shot clock),31,42
135,2,8:03.0,L. Williams misses 3-pt jump shot from 25 ft,,31,42
136,2,8:02.0,Offensive rebound by T. Hansbrough,,31,42
137,2,7:54.0,J. Johnson misses 2-pt jump shot from 14 ft,,31,42
138,2,7:53.0,,Defensive rebound by K. Olynyk,31,42
139,2,7:47.0,,R. Rondo makes 2-pt layup at rim,31,44
140,2,7:47.0,,Shooting foul by J. Johnson (drawn by R. Rondo),31,44
141,2,7:47.0,P. Patterson enters the game for J. Johnson,,31,44
142,2,7:47.0,,J. Green enters the game for K. Olynyk,31,44
143,2,7:47.0,,R. Rondo misses free throw 1 of 1,31,44
144,2,7:46.0,Defensive rebound by P. Patterson,,31,44
145,2,7:28.0,G. Vásquez misses 2-pt jump shot from 6 ft,,31,44
146,2,7:27.0,,Defensive rebound by J. Green,31,44
147,2,7:21.0,,R. Rondo makes 2-pt layup at rim,31,46
148,2,7:05.0,G. Vásquez makes 3-pt jump shot from 23 ft (assist by L. Williams),,34,46
149,2,6:50.0,,J. Green makes 2-pt hook shot from 11 ft,34,48
150,2,6:32.0,G. Vásquez misses 2-pt jump shot from 15 ft,,34,48
151,2,6:31.0,,Defensive rebound by M. Thornton,34,48
152,2,6:15.0,,A. Bradley misses 3-pt jump shot from 25 ft,34,48
153,2,6:13.0,,Offensive rebound by J. Sullinger,34,48
154,2,6:13.0,,J. Sullinger makes 2-pt tip-in at rim,34,50
155,2,6:04.0,Toronto full timeout,,34,50
156,2,6:04.0,K. Lowry enters the game for L. Williams,,34,50
157,2,6:04.0,,M. Smart enters the game for M. Thornton,34,50
158,2,5:56.0,Turnover by P. Patterson (bad pass; steal by J. Green),,34,50
159,2,5:48.0,,Turnover by R. Rondo (bad pass),34,50
160,2,5:36.0,Personal foul by M. Smart (drawn by G. Vásquez),,34,50
161,2,5:36.0,,K. Olynyk enters the game for J. Sullinger,34,50
162,2,5:36.0,,B. Bass enters the game for R. Rondo,34,50
163,2,5:29.0,Personal foul by A. Bradley (drawn by K. Lowry),,34,50
164,2,5:29.0,,M. Thornton enters the game for A. Bradley,34,50
165,2,5:20.0,D. DeRozan makes 2-pt jump shot from 18 ft,,36,50
166,2,5:07.0,Offensive charge foul by K. Olynyk (drawn by K. Lowry),,36,50
167,2,5:07.0,,Turnover by K. Olynyk (offensive foul),36,50
168,2,4:55.0,D. DeRozan makes 2-pt jump shot from 12 ft (assist by P. Patterson),,38,50
169,2,4:32.0,,J. Green misses 2-pt jump shot from 21 ft,38,50
170,2,4:31.0,Defensive rebound by G. Vásquez,,38,50
171,2,4:18.0,D. DeRozan misses 2-pt jump shot from 15 ft,,38,50
172,2,4:17.0,,Defensive rebound by J. Green,38,50
173,2,4:13.0,,M. Smart misses 3-pt jump shot from 25 ft,38,50
174,2,4:12.0,Defensive rebound by Team,,38,50
175,2,3:56.0,G. Vásquez misses 2-pt jump shot from 6 ft,,38,50
176,2,3:55.0,,Defensive rebound by K. Olynyk,38,50
177,2,3:48.0,,M. Thornton misses 3-pt jump shot from 25 ft,38,50
178,2,3:47.0,Defensive rebound by P. Patterson,,38,50
179,2,3:32.0,Personal foul by M. Smart (drawn by G. Vásquez),,38,50
180,2,3:32.0,,R. Rondo enters the game for M. Smart,38,50
181,2,3:32.0,T. Ross enters the game for G. Vásquez,,38,50
182,2,3:24.0,D. DeRozan misses 2-pt jump shot from 15 ft,,38,50
183,2,3:23.0,,Defensive rebound by R. Rondo,38,50
184,2,3:14.0,,B. Bass misses 2-pt jump shot from 12 ft,38,50
185,2,3:13.0,Defensive rebound by T. Hansbrough,,38,50
186,2,3:05.0,T. Hansbrough misses 2-pt layup at rim,,38,50
187,2,3:04.0,Offensive rebound by T. Hansbrough,,38,50
188,2,3:03.0,Shooting foul by B. Bass (drawn by T. Hansbrough),,38,50
189,2,3:03.0,T. Hansbrough makes free throw 1 of 2,,39,50
190,2,3:03.0,T. Hansbrough misses free throw 2 of 2,,39,50
191,2,3:02.0,Offensive rebound by K. Lowry,,39,50
192,2,2:57.0,K. Lowry makes 3-pt jump shot from 25 ft,,42,50
193,2,2:30.0,,K. Olynyk misses 2-pt layup from 1 ft (block by P. Patterson),42,50
194,2,2:29.0,Defensive rebound by K. Lowry,,42,50
195,2,2:27.0,Shooting foul by B. Bass (drawn by K. Lowry),,42,50
196,2,2:27.0,,Boston full timeout,42,50
197,2,2:27.0,,E. Turner enters the game for M. Thornton,42,50
198,2,2:27.0,,J. Sullinger enters the game for B. Bass,42,50
199,2,2:27.0,K. Lowry makes free throw 1 of 2,,43,50
200,2,2:27.0,K. Lowry makes free throw 2 of 2,,44,50
201,2,2:16.0,,Turnover by E. Turner (bad pass),44,50
202,2,2:09.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by K. Lowry),,47,50
203,2,1:50.0,,E. Turner misses 2-pt jump shot from 10 ft,47,50
204,2,1:49.0,Defensive rebound by P. Patterson,,47,50
205,2,1:43.0,D. DeRozan makes 2-pt layup from 1 ft (assist by K. Lowry),,49,50
206,2,1:22.0,,J. Sullinger misses 2-pt layup at rim,49,50
207,2,1:21.0,,Offensive rebound by K. Olynyk,49,50
208,2,1:21.0,,K. Olynyk makes 2-pt layup at rim,49,52
209,2,0:57.0,D. DeRozan misses 2-pt jump shot from 15 ft,,49,52
210,2,0:56.0,,Defensive rebound by J. Sullinger,49,52
211,2,0:48.0,,R. Rondo misses 2-pt jump shot from 17 ft,49,52
212,2,0:47.0,,Offensive rebound by J. Green,49,52
213,2,0:47.0,,J. Green makes 2-pt layup at rim,49,54
214,2,0:36.0,K. Lowry makes 2-pt jump shot from 12 ft,,51,54
215,2,0:20.0,,K. Olynyk misses 2-pt jump shot from 4 ft,51,54
216,2,0:20.0,Defensive rebound by T. Hansbrough,,51,54
217,2,0:20.0,Personal foul by J. Sullinger (drawn by T. Hansbrough),,51,54
218,2,0:20.0,T. Hansbrough misses free throw 1 of 2,,51,54
219,2,0:20.0,Offensive rebound by Team,,51,54
220,2,0:20.0,G. Vásquez enters the game for D. DeRozan,,51,54
221,2,0:20.0,T. Hansbrough makes free throw 2 of 2,,52,54
222,2,0:05.0,,R. Rondo makes 2-pt layup at rim,52,56
223,2,0:05.0,,Shooting foul by K. Lowry (drawn by R. Rondo),52,56
224,2,0:05.0,,R. Rondo makes free throw 1 of 1,52,57
225,2,0:00.0,K. Lowry makes 2-pt jump shot from 16 ft,,54,57
226,3,11:44.0,,J. Green misses 2-pt layup from 2 ft (block by T. Hansbrough),54,57
227,3,11:43.0,,Offensive rebound by J. Sullinger,54,57
228,3,11:41.0,,J. Sullinger makes 2-pt layup at rim,54,59
229,3,11:23.0,P. Patterson makes 3-pt jump shot from 22 ft (assist by D. DeRozan),,57,59
230,3,11:06.0,,A. Bradley misses 2-pt jump shot from 9 ft,57,59
231,3,11:05.0,,Offensive rebound by J. Sullinger,57,59
232,3,10:56.0,,K. Olynyk makes 2-pt hook shot from 5 ft (assist by R. Rondo),57,61
233,3,10:42.0,T. Ross makes 2-pt jump shot from 10 ft,,59,61
234,3,10:31.0,,J. Green misses 3-pt jump shot from 24 ft,59,61
235,3,10:30.0,Defensive rebound by T. Ross,,59,61
236,3,10:20.0,K. Lowry misses 3-pt jump shot from 24 ft,,59,61
237,3,10:19.0,,Defensive rebound by R. Rondo,59,61
238,3,10:10.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by R. Rondo),59,64
239,3,9:49.0,D. DeRozan makes 2-pt jump shot from 11 ft,,61,64
240,3,9:36.0,,Turnover by J. Green (lost ball; steal by K. Lowry),61,64
241,3,9:27.0,Shooting foul by K. Olynyk (drawn by D. DeRozan),,61,64
242,3,9:27.0,D. DeRozan makes free throw 1 of 2,,62,64
243,3,9:27.0,D. DeRozan makes free throw 2 of 2,,63,64
244,3,9:11.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by R. Rondo),63,66
245,3,8:50.0,T. Ross misses 3-pt jump shot from 22 ft,,63,66
246,3,8:49.0,,Defensive rebound by R. Rondo,63,66
247,3,8:29.0,,J. Green misses 3-pt jump shot from 26 ft,63,66
248,3,8:28.0,,Offensive rebound by J. Sullinger,63,66
249,3,8:23.0,,Personal foul by K. Lowry (drawn by K. Olynyk),63,66
250,3,8:15.0,,A. Bradley misses 2-pt jump shot from 21 ft,63,66
251,3,8:14.0,Defensive rebound by Team,,63,66
252,3,8:14.0,,Loose ball foul by K. Olynyk (drawn by T. Hansbrough),63,66
253,3,8:14.0,,T. Zeller enters the game for K. Olynyk,63,66
254,3,7:57.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,66,66
255,3,7:32.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by R. Rondo),66,69
256,3,7:12.0,Personal foul by J. Green (drawn by D. DeRozan),,66,69
257,3,7:05.0,D. DeRozan misses 2-pt jump shot from 14 ft,,66,69
258,3,7:04.0,,Defensive rebound by T. Zeller,66,69
259,3,6:56.0,,Turnover by A. Bradley (lost ball),66,69
260,3,6:56.0,,Violation by Team (delay of game),66,69
261,3,6:45.0,Turnover by T. Hansbrough (lost ball; steal by A. Bradley),,66,69
262,3,6:26.0,,Personal foul by T. Hansbrough (drawn by R. Rondo),66,69
263,3,6:26.0,,Boston full timeout,66,69
264,3,6:26.0,G. Stiemsma enters the game for T. Hansbrough,,66,69
265,3,6:20.0,,J. Green makes 2-pt dunk at rim (assist by R. Rondo),66,71
266,3,5:58.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by T. Ross),,68,71
267,3,5:43.0,,A. Bradley makes 3-pt jump shot from 22 ft (assist by J. Green),68,74
268,3,5:20.0,D. DeRozan misses 2-pt layup at rim,,68,74
269,3,5:19.0,,Defensive rebound by T. Zeller,68,74
270,3,5:06.0,,J. Green makes 2-pt jump shot from 13 ft,68,76
271,3,4:51.0,K. Lowry makes 3-pt jump shot from 25 ft,,71,76
272,3,4:25.0,,Turnover by R. Rondo (bad pass; steal by P. Patterson),71,76
273,3,4:19.0,D. DeRozan misses 2-pt layup at rim,,71,76
274,3,4:18.0,,Defensive rebound by J. Sullinger,71,76
275,3,4:09.0,,J. Green misses 3-pt jump shot from 25 ft,71,76
276,3,4:08.0,Defensive rebound by K. Lowry,,71,76
277,3,4:01.0,D. DeRozan makes 2-pt layup at rim,,73,76
278,3,4:01.0,Shooting foul by T. Zeller (drawn by D. DeRozan),,73,76
279,3,4:01.0,,M. Smart enters the game for J. Sullinger,73,76
280,3,4:01.0,,E. Turner enters the game for A. Bradley,73,76
281,3,4:01.0,,B. Bass enters the game for J. Green,73,76
282,3,4:01.0,J. Johnson enters the game for P. Patterson,,73,76
283,3,4:01.0,L. Williams enters the game for T. Ross,,73,76
284,3,4:01.0,D. DeRozan misses free throw 1 of 1,,73,76
285,3,3:59.0,,Defensive rebound by T. Zeller,73,76
286,3,3:48.0,,Turnover by M. Smart (bad pass; steal by D. DeRozan),73,76
287,3,3:44.0,Personal foul by E. Turner (drawn by D. DeRozan),,73,76
288,3,3:44.0,D. DeRozan makes free throw 1 of 2,,74,76
289,3,3:44.0,,K. Olynyk enters the game for T. Zeller,74,76
290,3,3:44.0,D. DeRozan makes free throw 2 of 2,,75,76
291,3,3:35.0,,B. Bass makes 2-pt layup at rim (assist by R. Rondo),75,78
292,3,3:35.0,,Shooting foul by G. Stiemsma (drawn by B. Bass),75,78
293,3,3:35.0,,B. Bass makes free throw 1 of 1,75,79
294,3,3:14.0,K. Lowry makes 2-pt jump shot from 6 ft,,77,79
295,3,2:59.0,,M. Smart misses 3-pt jump shot from 23 ft,77,79
296,3,2:58.0,Defensive rebound by K. Lowry,,77,79
297,3,2:41.0,D. DeRozan misses 2-pt jump shot from 11 ft,,77,79
298,3,2:40.0,,Defensive rebound by B. Bass,77,79
299,3,2:20.0,,Turnover by B. Bass (lost ball),77,79
300,3,2:20.0,Toronto full timeout,,77,79
301,3,2:20.0,,M. Thornton enters the game for R. Rondo,77,79
302,3,2:09.0,Turnover by G. Stiemsma (lost ball; steal by E. Turner),,77,79
303,3,1:59.0,,M. Smart makes 2-pt layup at rim,77,81
304,3,1:59.0,,Shooting foul by J. Johnson (drawn by M. Smart),77,81
305,3,1:59.0,,M. Smart makes free throw 1 of 1,77,82
306,3,1:46.0,L. Williams misses 2-pt jump shot from 16 ft,,77,82
307,3,1:45.0,,Defensive rebound by B. Bass,77,82
308,3,1:39.0,,M. Smart misses 3-pt jump shot from 24 ft,77,82
309,3,1:38.0,,Offensive rebound by K. Olynyk,77,82
310,3,1:33.0,,M. Thornton makes 2-pt jump shot from 5 ft (assist by K. Olynyk),77,84
311,3,1:18.0,K. Lowry makes 2-pt layup from 1 ft,,79,84
312,3,1:18.0,Shooting foul by E. Turner (drawn by K. Lowry),,79,84
313,3,1:18.0,G. Vásquez enters the game for D. DeRozan,,79,84
314,3,1:18.0,C. Hayes enters the game for G. Stiemsma,,79,84
315,3,1:18.0,,A. Bradley enters the game for M. Smart,79,84
316,3,1:18.0,K. Lowry makes free throw 1 of 1,,80,84
317,3,1:05.0,,Turnover by K. Olynyk (lost ball; steal by J. Johnson),80,84
318,3,0:59.0,K. Lowry makes 2-pt layup at rim (assist by J. Johnson),,82,84
319,3,0:55.0,,Shooting foul by C. Hayes (drawn by M. Thornton),82,84
320,3,0:55.0,,M. Thornton makes free throw 1 of 2,82,85
321,3,0:55.0,,J. Sullinger enters the game for K. Olynyk,82,85
322,3,0:55.0,,M. Thornton makes free throw 2 of 2,82,86
323,3,0:50.0,Shooting foul by E. Turner (drawn by K. Lowry),,82,86
324,3,0:50.0,K. Lowry makes free throw 1 of 2,,83,86
325,3,0:50.0,K. Lowry makes free throw 2 of 2,,84,86
326,3,0:42.0,,Turnover by E. Turner (bad pass; steal by C. Hayes),84,86
327,3,0:37.0,K. Lowry makes 2-pt layup at rim (assist by J. Johnson),,86,86
328,3,0:17.0,,A. Bradley misses 2-pt layup at rim,86,86
329,3,0:16.0,Defensive rebound by L. Williams,,86,86
330,3,0:00.0,L. Williams makes 2-pt jump shot from 9 ft,,88,86
331,4,11:51.0,L. Williams makes 2-pt jump shot from 20 ft,,90,86
332,4,11:29.0,,Turnover by M. Thornton (bad pass; steal by L. Williams),90,86
333,4,11:17.0,L. Williams misses 2-pt jump shot from 18 ft,,90,86
334,4,11:16.0,,Defensive rebound by J. Sullinger,90,86
335,4,11:05.0,,A. Bradley misses 3-pt jump shot from 25 ft,90,86
336,4,11:04.0,,Offensive rebound by K. Olynyk,90,86
337,4,10:53.0,,M. Smart misses 2-pt layup at rim (block by J. Johnson),90,86
338,4,10:52.0,Defensive rebound by L. Williams,,90,86
339,4,10:48.0,,Offensive charge foul by D. DeRozan (drawn by K. Olynyk),90,86
340,4,10:48.0,Turnover by D. DeRozan (offensive foul),,90,86
341,4,10:48.0,,J. Green enters the game for M. Thornton,90,86
342,4,10:35.0,,J. Sullinger misses 2-pt jump shot from 20 ft,90,86
343,4,10:34.0,Defensive rebound by G. Vásquez,,90,86
344,4,10:25.0,J. Johnson misses 3-pt jump shot from 23 ft,,90,86
345,4,10:24.0,,Defensive rebound by J. Sullinger,90,86
346,4,10:07.0,,M. Smart misses 3-pt jump shot from 25 ft,90,86
347,4,10:06.0,,Offensive rebound by M. Smart,90,86
348,4,10:02.0,Offensive charge foul by M. Smart (drawn by C. Hayes),,90,86
349,4,10:02.0,,Turnover by M. Smart (offensive foul),90,86
350,4,9:40.0,J. Johnson misses 2-pt layup from 1 ft,,90,86
351,4,9:39.0,,Defensive rebound by Team,90,86
352,4,9:39.0,,R. Rondo enters the game for K. Olynyk,90,86
353,4,9:18.0,,Turnover by A. Bradley (lost ball; steal by J. Johnson),90,86
354,4,9:13.0,J. Johnson makes 2-pt dunk at rim,,92,86
355,4,8:48.0,,Shooting foul by L. Williams (drawn by A. Bradley),92,86
356,4,8:48.0,Official timeout,,92,86
357,4,8:48.0,,A. Bradley makes free throw 1 of 3,92,87
358,4,8:48.0,,A. Bradley makes free throw 2 of 3,92,88
359,4,8:48.0,,A. Bradley makes free throw 3 of 3,92,89
360,4,8:34.0,D. DeRozan misses 2-pt jump shot from 18 ft,,92,89
361,4,8:33.0,,Defensive rebound by R. Rondo,92,89
362,4,8:21.0,,Turnover by A. Bradley (lost ball),92,89
363,4,8:06.0,D. DeRozan makes 2-pt jump shot from 14 ft,,94,89
364,4,7:52.0,,J. Sullinger makes 2-pt layup at rim (assist by R. Rondo),94,91
365,4,7:52.0,,Shooting foul by C. Hayes (drawn by J. Sullinger),94,91
366,4,7:52.0,,J. Sullinger makes free throw 1 of 1,94,92
367,4,7:36.0,D. DeRozan misses 2-pt jump shot from 18 ft,,94,92
368,4,7:35.0,Offensive rebound by J. Johnson,,94,92
369,4,7:30.0,C. Hayes makes 2-pt layup at rim (assist by D. DeRozan),,96,92
370,4,7:21.0,,Turnover by R. Rondo (lost ball; steal by G. Vásquez),96,92
371,4,7:09.0,G. Vásquez misses 2-pt jump shot from 18 ft,,96,92
372,4,7:08.0,,Defensive rebound by J. Sullinger,96,92
373,4,6:53.0,,Boston full timeout,96,92
374,4,6:53.0,,K. Olynyk enters the game for M. Smart,96,92
375,4,6:53.0,K. Lowry enters the game for L. Williams,,96,92
376,4,6:47.0,,J. Sullinger misses 2-pt jump shot from 15 ft,96,92
377,4,6:46.0,Defensive rebound by C. Hayes,,96,92
378,4,6:25.0,D. DeRozan misses 3-pt jump shot from 25 ft,,96,92
379,4,6:24.0,Offensive rebound by Team,,96,92
380,4,6:03.0,J. Johnson makes 2-pt jump shot from 9 ft (assist by D. DeRozan),,98,92
381,4,5:50.0,,A. Bradley misses 3-pt jump shot from 22 ft,98,92
382,4,5:50.0,,Offensive rebound by R. Rondo,98,92
383,4,5:42.0,,A. Bradley misses 3-pt jump shot from 25 ft,98,92
384,4,5:41.0,Defensive rebound by J. Johnson,,98,92
385,4,5:35.0,G. Vásquez makes 2-pt layup at rim (assist by J. Johnson),,100,92
