,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MILWAUKEE_ACTION,CHICAGO_SCORE,MILWAUKEE_SCORE
0,1,11:36.0,P. Gasol makes 2-pt jump shot from 13 ft,,2,0
1,1,11:21.0,,L. Sanders misses 2-pt jump shot from 13 ft,2,0
2,1,11:20.0,,Offensive rebound by J. Parker,2,0
3,1,11:19.0,,J. Parker misses 2-pt tip-in at rim,2,0
4,1,11:16.0,,Offensive rebound by J. Parker,2,0
5,1,11:16.0,,J. Parker makes 2-pt tip-in from 1 ft,2,2
6,1,11:02.0,J. Butler makes 2-pt jump shot from 10 ft (assist by M. Dunleavy),,4,2
7,1,10:39.0,,B. Knight misses 2-pt jump shot from 8 ft,4,2
8,1,10:38.0,Defensive rebound by P. Gasol,,4,2
9,1,10:24.0,D. Rose misses 3-pt jump shot from 25 ft,,4,2
10,1,10:23.0,,Defensive rebound by J. Dudley,4,2
11,1,10:13.0,,E. İlyasova makes 2-pt jump shot from 19 ft (assist by B. Knight),4,4
12,1,9:49.0,P. Gasol makes 2-pt jump shot from 15 ft (assist by J. Butler),,6,4
13,1,9:30.0,,B. Knight makes 2-pt jump shot from 21 ft (assist by L. Sanders),6,6
14,1,9:11.0,Turnover by D. Rose (bad pass; steal by B. Knight),,6,6
15,1,9:02.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by B. Knight),6,9
16,1,8:36.0,D. Rose misses 2-pt jump shot from 16 ft,,6,9
17,1,8:35.0,,Defensive rebound by L. Sanders,6,9
18,1,8:20.0,,E. İlyasova misses 2-pt jump shot from 6 ft (block by P. Gasol),6,9
19,1,8:18.0,,Offensive rebound by J. Parker,6,9
20,1,8:16.0,,J. Parker misses 2-pt jump shot from 7 ft,6,9
21,1,8:14.0,,Offensive rebound by L. Sanders,6,9
22,1,8:12.0,,L. Sanders misses 2-pt layup from 1 ft,6,9
23,1,8:09.0,Defensive rebound by D. Rose,,6,9
24,1,7:59.0,Turnover by J. Butler (bad pass; steal by B. Knight),,6,9
25,1,7:54.0,,J. Parker makes 2-pt dunk at rim (assist by B. Knight),6,11
