,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,LA CLIPPERS_ACTION,LA LAKERS_SCORE,LA CLIPPERS_SCORE
0,1,11:43.0,,B. Griffin misses 2-pt jump shot from 21 ft,0,0
1,1,11:42.0,Defensive rebound by T. Black,,0,0
2,1,11:26.0,R. Kelly misses 2-pt jump shot from 15 ft,,0,0
3,1,11:25.0,,Defensive rebound by D. Jordan,0,0
4,1,11:21.0,,Shooting foul by R. Kelly (drawn by B. Griffin),0,0
5,1,11:21.0,,B. Griffin makes free throw 1 of 2,0,1
6,1,11:21.0,,B. Griffin makes free throw 2 of 2,0,2
7,1,11:10.0,J. Clarkson misses 3-pt jump shot from 27 ft,,0,2
8,1,11:09.0,,Defensive rebound by B. Griffin,0,2
9,1,10:57.0,,J. Redick makes 2-pt jump shot from 17 ft (assist by C. Paul),0,4
10,1,10:39.0,J. Lin makes 3-pt jump shot from 26 ft (assist by R. Kelly),,3,4
11,1,10:17.0,,M. Barnes misses 3-pt jump shot from 26 ft,3,4
12,1,10:16.0,Defensive rebound by T. Black,,3,4
13,1,10:08.0,J. Lin misses 3-pt jump shot from 26 ft,,3,4
14,1,10:06.0,Offensive rebound by W. Johnson,,3,4
15,1,9:56.0,R. Kelly misses 3-pt jump shot from 26 ft,,3,4
16,1,9:55.0,Offensive rebound by T. Black,,3,4
17,1,9:50.0,J. Clarkson makes 2-pt layup from 2 ft (assist by T. Black),,5,4
18,1,9:29.0,,J. Redick misses 2-pt jump shot from 20 ft,5,4
19,1,9:28.0,Defensive rebound by J. Clarkson,,5,4
20,1,9:22.0,J. Lin makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,8,4
21,1,9:08.0,,B. Griffin misses 2-pt jump shot from 16 ft,8,4
22,1,9:07.0,Defensive rebound by T. Black,,8,4
23,1,9:01.0,J. Clarkson misses 2-pt jump shot from 17 ft,,8,4
24,1,8:59.0,,Defensive rebound by M. Barnes,8,4
25,1,8:55.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by M. Barnes),8,7
26,1,8:30.0,W. Johnson misses 2-pt jump shot from 3 ft (block by D. Jordan),,8,7
27,1,8:23.0,,Defensive rebound by C. Paul,8,7
28,1,8:21.0,,M. Barnes misses 3-pt jump shot from 23 ft,8,7
29,1,8:16.0,Defensive rebound by J. Clarkson,,8,7
30,1,8:12.0,J. Lin misses 2-pt layup from 3 ft (block by D. Jordan),,8,7
31,1,8:09.0,,Defensive rebound by C. Paul,8,7
32,1,7:58.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),8,9
33,1,7:35.0,T. Black makes 2-pt jump shot from 20 ft (assist by R. Kelly),,10,9
34,1,7:24.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),10,11
35,1,7:07.0,T. Black makes 2-pt dunk at rim (assist by J. Lin),,12,11
36,1,6:53.0,,J. Redick misses 2-pt jump shot from 2 ft,12,11
37,1,6:52.0,Defensive rebound by Team,,12,11
38,1,6:52.0,R. Sacre enters the game for T. Black,,12,11
39,1,6:37.0,R. Kelly misses 2-pt jump shot from 5 ft (block by B. Griffin),,12,11
40,1,6:37.0,,Defensive rebound by Team,12,11
41,1,6:27.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by C. Paul),12,14
42,1,6:04.0,Turnover by J. Lin (bad pass; steal by M. Barnes),,12,14
43,1,6:00.0,,Turnover by D. Jordan (bad pass),12,14
44,1,6:00.0,J. Brown enters the game for J. Lin,,12,14
45,1,5:40.0,J. Brown misses 3-pt jump shot from 24 ft,,12,14
46,1,5:39.0,,Defensive rebound by C. Paul,12,14
47,1,5:28.0,,C. Paul misses 3-pt jump shot from 24 ft,12,14
48,1,5:27.0,Defensive rebound by R. Kelly,,12,14
49,1,5:16.0,J. Clarkson misses 2-pt jump shot from 18 ft,,12,14
50,1,5:16.0,,Defensive rebound by D. Jordan,12,14
51,1,5:05.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by B. Griffin),12,16
52,1,4:51.0,R. Kelly misses 3-pt jump shot from 25 ft,,12,16
53,1,4:50.0,,Defensive rebound by D. Jordan,12,16
54,1,4:44.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),12,19
55,1,4:32.0,LA Lakers full timeout,,12,19
56,1,4:16.0,W. Johnson makes 2-pt jump shot from 14 ft (assist by R. Kelly),,14,19
57,1,3:54.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by B. Griffin),14,21
58,1,3:38.0,R. Kelly misses 3-pt jump shot from 25 ft,,14,21
59,1,3:37.0,,Defensive rebound by D. Jordan,14,21
60,1,3:34.0,,Turnover by B. Griffin (lost ball; steal by R. Kelly),14,21
61,1,3:27.0,R. Kelly misses 2-pt jump shot from 3 ft,,14,21
62,1,3:25.0,,Defensive rebound by D. Jordan,14,21
63,1,3:19.0,,J. Redick makes 2-pt layup at rim,14,23
64,1,2:59.0,R. Sacre misses 2-pt jump shot from 12 ft,,14,23
65,1,2:57.0,Offensive rebound by R. Sacre,,14,23
66,1,2:50.0,R. Sacre misses 2-pt hook shot from 12 ft,,14,23
67,1,2:48.0,,Defensive rebound by M. Barnes,14,23
68,1,2:43.0,,M. Barnes misses 3-pt jump shot from 27 ft,14,23
69,1,2:41.0,Defensive rebound by J. Brown,,14,23
70,1,2:35.0,Turnover by J. Clarkson (bad pass; steal by J. Redick),,14,23
71,1,2:28.0,,J. Redick misses 2-pt jump shot from 3 ft,14,23
72,1,2:25.0,Defensive rebound by W. Johnson,,14,23
73,1,2:22.0,J. Clarkson makes 2-pt layup from 2 ft,,16,23
74,1,2:22.0,Shooting foul by B. Griffin (drawn by J. Clarkson),,16,23
75,1,2:22.0,,LA Clippers full timeout,16,23
76,1,2:22.0,,J. Crawford enters the game for J. Redick,16,23
77,1,2:22.0,,G. Davis enters the game for B. Griffin,16,23
78,1,2:22.0,E. Davis enters the game for R. Kelly,,16,23
79,1,2:22.0,J. Clarkson makes free throw 1 of 1,,17,23
80,1,2:09.0,,Shooting foul by R. Sacre (drawn by D. Jordan),17,23
81,1,2:09.0,,D. Jordan misses free throw 1 of 2,17,23
82,1,2:09.0,,Offensive rebound by Team,17,23
83,1,2:09.0,,A. Rivers enters the game for C. Paul,17,23
84,1,2:09.0,,D. Jordan misses free throw 2 of 2,17,23
85,1,2:08.0,Defensive rebound by E. Davis,,17,23
86,1,1:51.0,J. Brown makes 2-pt jump shot from 3 ft (assist by E. Davis),,19,23
87,1,1:40.0,,Personal foul by J. Clarkson (drawn by A. Rivers),19,23
88,1,1:40.0,,S. Hawes enters the game for D. Jordan,19,23
89,1,1:34.0,,A. Rivers misses 2-pt jump shot from 4 ft,19,23
90,1,1:30.0,Defensive rebound by E. Davis,,19,23
91,1,1:19.0,Offensive foul by J. Brown (drawn by M. Barnes),,19,23
92,1,1:19.0,Turnover by J. Brown (offensive foul),,19,23
93,1,1:07.0,,S. Hawes misses 3-pt jump shot from 23 ft,19,23
94,1,1:06.0,Defensive rebound by Team,,19,23
95,1,1:05.0,,H. Türkoğlu enters the game for M. Barnes,19,23
