,QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
25,1,8:56.0,,Offensive rebound by S. Adams,7,4
26,1,8:56.0,,S. Adams misses 2-pt tip-in from 1 ft,7,4
27,1,8:55.0,Defensive rebound by D. Favors,,7,4
28,1,8:48.0,A. Burks makes 2-pt layup at rim (assist by T. Burke),,9,4
29,1,8:48.0,,Oklahoma City full timeout,9,4
30,1,8:36.0,,R. Jackson misses 2-pt jump shot from 4 ft,9,4
31,1,8:35.0,,Offensive rebound by Team,9,4
32,1,8:32.0,,A. Roberson makes 2-pt jump shot from 15 ft (assist by L. Thomas),9,6
33,1,8:07.0,,S. Ibaka misses 2-pt jump shot from 16 ft,9,6
34,1,8:06.0,,Offensive rebound by S. Adams,9,6
35,1,7:59.0,,S. Adams makes 2-pt dunk at rim,9,8
36,1,7:41.0,T. Burke makes 3-pt jump shot from 24 ft (assist by A. Burks),,12,8
37,1,7:18.0,,Turnover by R. Jackson (bad pass; steal by A. Burks),12,8
38,1,7:14.0,A. Burks makes 2-pt dunk at rim,,14,8
39,1,6:56.0,,R. Jackson makes 2-pt layup from 2 ft (assist by S. Ibaka),14,10
40,1,6:38.0,T. Burke makes 2-pt layup from 1 ft,,16,10
41,1,6:13.0,,R. Jackson makes 3-pt jump shot from 24 ft (assist by S. Adams),16,13
42,1,6:02.0,G. Hayward misses 2-pt layup at rim,,16,13
43,1,6:00.0,Offensive rebound by D. Favors,,16,13
44,1,6:00.0,D. Favors makes 2-pt dunk at rim,,18,13
45,1,5:43.0,,S. Ibaka misses 2-pt jump shot from 16 ft,18,13
46,1,5:42.0,Defensive rebound by T. Burke,,18,13
47,1,5:33.0,E. Freedom misses 2-pt jump shot from 17 ft,,18,13
48,1,5:32.0,,Defensive rebound by R. Jackson,18,13
49,1,5:23.0,,R. Jackson makes 2-pt jump shot from 16 ft,18,15
50,1,4:59.0,E. Freedom misses 2-pt jump shot from 18 ft,,18,15
51,1,4:58.0,,Defensive rebound by S. Adams,18,15
52,1,4:46.0,,Turnover by R. Jackson (bad pass; steal by E. Freedom),18,15
53,1,4:30.0,D. Favors makes 2-pt jump shot from 15 ft (assist by G. Hayward),,20,15
54,1,4:17.0,,Turnover by R. Jackson (bad pass; steal by E. Freedom),20,15
55,1,4:14.0,E. Freedom makes 2-pt layup at rim,,22,15
56,1,4:14.0,Shooting foul by R. Jackson (drawn by E. Freedom),,22,15
57,1,4:14.0,,J. Lamb enters the game for L. Thomas,22,15
58,1,4:14.0,,K. Perkins enters the game for S. Ibaka,22,15
59,1,4:14.0,,N. Collison enters the game for S. Adams,22,15
60,1,4:14.0,,A. Morrow enters the game for A. Roberson,22,15
61,1,4:14.0,J. Ingles enters the game for G. Hayward,,22,15
62,1,4:14.0,E. Freedom makes free throw 1 of 1,,23,15
63,1,4:04.0,,Offensive foul by N. Collison (drawn by A. Burks),23,15
64,1,4:04.0,,Turnover by N. Collison (offensive foul),23,15
65,1,3:49.0,A. Burks makes 2-pt jump shot from 6 ft,,25,15
66,1,3:48.0,,Oklahoma City full timeout,25,15
67,1,3:48.0,,S. Telfair enters the game for R. Jackson,25,15
68,1,3:30.0,,Shooting foul by A. Burks (drawn by J. Lamb),25,15
69,1,3:30.0,,J. Lamb makes free throw 1 of 2,25,16
70,1,3:30.0,T. Booker enters the game for E. Freedom,,25,16
71,1,3:30.0,,J. Lamb misses free throw 2 of 2,25,16
72,1,3:30.0,,Offensive rebound by N. Collison,25,16
73,1,3:27.0,,N. Collison makes 2-pt layup at rim,25,18
74,1,3:09.0,Turnover by T. Booker (bad pass; steal by J. Lamb),,25,18
75,1,3:04.0,,A. Morrow makes 3-pt jump shot from 25 ft (assist by J. Lamb),25,21
76,1,3:03.0,Utah full timeout,,25,21
77,1,3:03.0,R. Gobert enters the game for D. Favors,,25,21
78,1,3:03.0,D. Exum enters the game for T. Burke,,25,21
79,1,2:48.0,,Violation by S. Telfair (kicked ball),25,21
80,1,2:38.0,Turnover by J. Ingles (bad pass; steal by N. Collison),,25,21
81,1,2:18.0,,K. Perkins makes 2-pt layup at rim (assist by S. Telfair),25,23
82,1,1:57.0,Turnover by T. Booker (bad pass),,25,23
83,1,1:35.0,,K. Perkins misses 2-pt hook shot from 3 ft (block by R. Gobert),25,23
84,1,1:33.0,Defensive rebound by D. Exum,,25,23
85,1,1:24.0,A. Burks makes 2-pt jump shot from 22 ft,,27,23
86,1,1:02.0,,J. Lamb makes 3-pt jump shot from 24 ft,27,26
87,1,0:42.0,D. Exum misses 3-pt jump shot from 24 ft,,27,26
88,1,0:41.0,,Defensive rebound by N. Collison,27,26
89,1,0:33.0,,J. Lamb makes 3-pt jump shot from 24 ft,27,29
90,1,0:11.0,A. Burks makes 2-pt layup from 1 ft,,29,29
91,1,0:00.0,,J. Lamb makes 2-pt layup at rim,29,31
92,2,11:44.0,G. Hayward misses 2-pt jump shot from 20 ft,,29,31
93,2,11:42.0,Offensive rebound by R. Gobert,,29,31
94,2,11:29.0,Turnover by T. Booker (bad pass; steal by A. Morrow),,29,31
95,2,11:16.0,,Offensive foul by A. Morrow (drawn by J. Ingles),29,31
96,2,11:16.0,,Turnover by A. Morrow (offensive foul),29,31
97,2,11:07.0,T. Booker misses 2-pt layup from 1 ft (block by K. Perkins),,29,31
98,2,11:07.0,Offensive rebound by Team,,29,31
99,2,11:00.0,Turnover by G. Hayward (bad pass),,29,31
100,2,10:39.0,,S. Telfair makes 2-pt jump shot from 3 ft,29,33
101,2,10:31.0,Personal foul by J. Lamb (drawn by G. Hayward),,29,33
102,2,10:17.0,J. Ingles misses 3-pt jump shot from 24 ft,,29,33
103,2,10:16.0,,Defensive rebound by K. Perkins,29,33
104,2,10:13.0,,Turnover by S. Telfair (bad pass),29,33
105,2,10:02.0,G. Hayward makes 2-pt layup from 1 ft,,31,33
106,2,10:02.0,Shooting foul by N. Collison (drawn by G. Hayward),,31,33
107,2,10:02.0,G. Hayward misses free throw 1 of 1,,31,33
108,2,10:02.0,,Defensive rebound by K. Perkins,31,33
109,2,9:44.0,,A. Morrow misses 2-pt jump shot from 15 ft,31,33
110,2,9:44.0,Defensive rebound by J. Ingles,,31,33
111,2,9:26.0,D. Exum misses 3-pt jump shot from 24 ft,,31,33
112,2,9:25.0,,Defensive rebound by N. Collison,31,33
113,2,9:15.0,,N. Collison misses 2-pt jump shot from 16 ft,31,33
114,2,9:14.0,Defensive rebound by R. Gobert,,31,33
115,2,9:10.0,Personal block foul by N. Collison (drawn by J. Ingles),,31,33
116,2,9:10.0,,Technical foul by N. Collison,31,33
117,2,9:10.0,G. Hayward makes technical free throw,,32,33
118,2,9:10.0,,S. Ibaka enters the game for N. Collison,32,33
119,2,9:03.0,J. Ingles misses 3-pt jump shot from 22 ft,,32,33
120,2,9:02.0,Offensive rebound by R. Gobert,,32,33
121,2,9:02.0,Personal foul by A. Morrow (drawn by R. Gobert),,32,33
122,2,8:54.0,Turnover by G. Hayward (lost ball; steal by J. Lamb),,32,33
123,2,8:47.0,,Turnover by J. Lamb (bad pass; steal by G. Hayward),32,33
124,2,8:43.0,D. Exum misses 2-pt layup at rim,,32,33
125,2,8:42.0,Offensive rebound by G. Hayward,,32,33
126,2,8:42.0,G. Hayward makes 2-pt layup at rim,,34,33
127,2,8:23.0,,S. Ibaka misses 2-pt jump shot from 17 ft,34,33
128,2,8:21.0,Defensive rebound by T. Booker,,34,33
129,2,8:04.0,T. Booker misses 2-pt jump shot from 14 ft,,34,33
130,2,8:03.0,,Defensive rebound by J. Lamb,34,33
131,2,7:44.0,,S. Ibaka misses 2-pt hook shot from 7 ft,34,33
132,2,7:44.0,Defensive rebound by R. Gobert,,34,33
133,2,7:32.0,Turnover by G. Hayward (bad pass; steal by J. Lamb),,34,33
134,2,7:29.0,,J. Lamb makes 2-pt dunk at rim (assist by S. Ibaka),34,35
135,2,7:28.0,Utah full timeout,,34,35
136,2,7:28.0,E. Freedom enters the game for T. Booker,,34,35
137,2,7:28.0,T. Burke enters the game for D. Exum,,34,35
138,2,7:28.0,,S. Adams enters the game for K. Perkins,34,35
139,2,7:28.0,,R. Jackson enters the game for S. Telfair,34,35
140,2,7:19.0,Personal foul by J. Lamb (drawn by G. Hayward),,34,35
141,2,7:19.0,G. Hayward makes free throw 1 of 2,,35,35
142,2,7:19.0,G. Hayward makes free throw 2 of 2,,36,35
143,2,7:02.0,,R. Jackson misses 2-pt layup from 3 ft,36,35
144,2,7:00.0,,Offensive rebound by S. Adams,36,35
145,2,7:00.0,,S. Adams makes 2-pt layup from 1 ft,36,37
146,2,6:52.0,Offensive foul by G. Hayward (drawn by A. Morrow),,36,37
147,2,6:52.0,Turnover by G. Hayward (offensive foul),,36,37
148,2,6:52.0,D. Favors enters the game for R. Gobert,,36,37
149,2,6:42.0,,J. Lamb misses 2-pt jump shot from 18 ft,36,37
150,2,6:40.0,Defensive rebound by E. Freedom,,36,37
151,2,6:30.0,E. Freedom misses 2-pt jump shot from 18 ft,,36,37
152,2,6:30.0,,Defensive rebound by R. Jackson,36,37
153,2,6:18.0,,R. Jackson misses 3-pt jump shot from 24 ft,36,37
154,2,6:17.0,Defensive rebound by G. Hayward,,36,37
155,2,6:11.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by T. Burke),,39,37
156,2,5:43.0,,R. Jackson makes 2-pt jump shot from 5 ft,39,39
157,2,5:25.0,T. Burke makes 2-pt jump shot from 17 ft,,41,39
158,2,5:09.0,,J. Lamb makes 2-pt jump shot from 5 ft,41,41
159,2,4:45.0,Shooting foul by J. Lamb (drawn by G. Hayward),,41,41
160,2,4:45.0,Official timeout,,41,41
161,2,4:45.0,,A. Roberson enters the game for J. Lamb,41,41
162,2,4:45.0,A. Burks enters the game for J. Ingles,,41,41
163,2,4:45.0,G. Hayward makes free throw 1 of 2,,42,41
164,2,4:45.0,G. Hayward misses free throw 2 of 2,,42,41
165,2,4:44.0,,Defensive rebound by S. Ibaka,42,41
166,2,4:30.0,,S. Ibaka makes 3-pt jump shot from 22 ft (assist by R. Jackson),42,44
167,2,4:16.0,G. Hayward makes 2-pt jump shot from 4 ft (assist by A. Burks),,44,44
168,2,3:56.0,,S. Adams misses 2-pt layup from 2 ft,44,44
169,2,3:55.0,Defensive rebound by D. Favors,,44,44
170,2,3:43.0,T. Burke misses 3-pt jump shot from 24 ft,,44,44
171,2,3:42.0,,Defensive rebound by S. Adams,44,44
172,2,3:29.0,,S. Ibaka makes 2-pt jump shot from 15 ft,44,46
173,2,3:16.0,Shooting foul by A. Roberson (drawn by G. Hayward),,44,46
174,2,3:16.0,G. Hayward misses free throw 1 of 2,,44,46
175,2,3:16.0,Offensive rebound by Team,,44,46
176,2,3:16.0,G. Hayward misses free throw 2 of 2,,44,46
177,2,3:16.0,,Defensive rebound by S. Ibaka,44,46
178,2,3:02.0,,A. Roberson makes 2-pt layup from 1 ft (assist by A. Morrow),44,48
179,2,2:47.0,A. Burks misses 2-pt jump shot from 4 ft,,44,48
180,2,2:45.0,,Defensive rebound by S. Adams,44,48
181,2,2:42.0,,Personal foul by T. Burke (drawn by R. Jackson),44,48
182,2,2:42.0,,Oklahoma City full timeout,44,48
183,2,2:42.0,J. Ingles enters the game for G. Hayward,,44,48
184,2,2:36.0,,S. Adams misses 2-pt dunk at rim,44,48
185,2,2:35.0,Defensive rebound by J. Ingles,,44,48
186,2,2:15.0,Turnover by A. Burks (bad pass; steal by A. Roberson),,44,48
187,2,2:09.0,,A. Morrow makes 3-pt jump shot from 22 ft (assist by R. Jackson),44,51
188,2,1:52.0,D. Favors misses 2-pt jump shot from 14 ft,,44,51
189,2,1:51.0,,Defensive rebound by A. Morrow,44,51
190,2,1:40.0,G. Hayward enters the game for J. Ingles,,44,51
191,2,1:37.0,,K. Perkins enters the game for S. Adams,44,51
192,2,1:28.0,,R. Jackson makes 2-pt dunk at rim,44,53
193,2,1:01.0,T. Burke misses 2-pt jump shot from 21 ft,,44,53
194,2,1:00.0,Offensive rebound by E. Freedom,,44,53
195,2,0:58.0,E. Freedom makes 2-pt layup from 1 ft,,46,53
196,2,0:49.0,,S. Ibaka misses 3-pt jump shot from 24 ft,46,53
197,2,0:48.0,Defensive rebound by A. Burks,,46,53
198,2,0:38.0,G. Hayward misses 3-pt jump shot from 26 ft,,46,53
199,2,0:38.0,Offensive rebound by Team,,46,53
200,2,0:38.0,,Loose ball foul by S. Ibaka (drawn by E. Freedom),46,53
201,2,0:38.0,E. Freedom makes free throw 1 of 2,,47,53
202,2,0:38.0,E. Freedom misses free throw 2 of 2,,47,53
203,2,0:38.0,,Defensive rebound by K. Perkins,47,53
204,2,0:30.0,,R. Jackson makes 3-pt jump shot from 24 ft,47,56
205,2,0:17.0,Personal foul by A. Roberson (drawn by G. Hayward),,47,56
206,2,0:17.0,G. Hayward misses free throw 1 of 2,,47,56
207,2,0:17.0,Offensive rebound by Team,,47,56
208,2,0:17.0,G. Hayward makes free throw 2 of 2,,48,56
209,2,0:10.0,,Personal foul by T. Burke (drawn by R. Jackson),48,56
210,2,0:10.0,,J. Lamb enters the game for A. Roberson,48,56
211,2,0:10.0,D. Exum enters the game for T. Burke,,48,56
212,2,0:01.0,,A. Morrow misses 2-pt jump shot from 10 ft,48,56
213,2,0:00.0,,Offensive rebound by K. Perkins,48,56
214,3,11:45.0,E. Freedom misses 2-pt jump shot from 14 ft,,48,56
215,3,11:43.0,,Defensive rebound by L. Thomas,48,56
216,3,11:22.0,,R. Jackson misses 2-pt jump shot from 3 ft (block by D. Favors),48,56
217,3,11:20.0,,Offensive rebound by Team,48,56
218,3,11:20.0,,R. Jackson misses 3-pt jump shot from 32 ft,48,56
219,3,11:20.0,,Offensive rebound by Team,48,56
220,3,11:20.0,,Turnover by Team (shot clock),48,56
221,3,11:05.0,T. Burke misses 2-pt layup at rim (block by S. Ibaka),,48,56
222,3,11:03.0,,Defensive rebound by S. Ibaka,48,56
223,3,10:58.0,,Turnover by R. Jackson (bad pass; steal by D. Favors),48,56
224,3,10:53.0,T. Burke makes 2-pt layup from 1 ft,,50,56
225,3,10:39.0,,S. Ibaka misses 3-pt jump shot from 24 ft,50,56
226,3,10:37.0,Defensive rebound by G. Hayward,,50,56
227,3,10:29.0,Personal foul by A. Roberson (drawn by A. Burks),,50,56
228,3,10:21.0,A. Burks misses 3-pt jump shot from 22 ft,,50,56
229,3,10:20.0,Offensive rebound by E. Freedom,,50,56
230,3,10:18.0,E. Freedom makes 2-pt jump shot from 3 ft,,52,56
231,3,10:16.0,,Oklahoma City full timeout,52,56
232,3,9:56.0,,S. Adams misses 2-pt hook shot from 4 ft,52,56
233,3,9:55.0,Defensive rebound by A. Burks,,52,56
234,3,9:43.0,Shooting foul by S. Adams (drawn by E. Freedom),,52,56
235,3,9:43.0,E. Freedom makes free throw 1 of 2,,53,56
236,3,9:43.0,E. Freedom makes free throw 2 of 2,,54,56
237,3,9:26.0,,A. Roberson misses 3-pt jump shot from 24 ft,54,56
238,3,9:25.0,Defensive rebound by G. Hayward,,54,56
239,3,9:13.0,E. Freedom misses 2-pt layup at rim (block by S. Ibaka),,54,56
240,3,9:11.0,,Defensive rebound by S. Ibaka,54,56
241,3,9:07.0,,R. Jackson makes 2-pt layup at rim,54,58
242,3,8:59.0,Personal foul by L. Thomas (drawn by A. Burks),,54,58
243,3,8:45.0,Turnover by G. Hayward (step out of bounds),,54,58
244,3,8:23.0,,S. Adams makes 2-pt dunk at rim (assist by R. Jackson),54,60
245,3,8:06.0,T. Burke misses 3-pt jump shot from 24 ft,,54,60
246,3,8:05.0,,Defensive rebound by S. Ibaka,54,60
247,3,7:49.0,,Shooting foul by E. Freedom (drawn by A. Roberson),54,60
248,3,7:49.0,,A. Roberson makes free throw 1 of 2,54,61
249,3,7:49.0,,A. Roberson misses free throw 2 of 2,54,61
250,3,7:49.0,Defensive rebound by D. Favors,,54,61
251,3,7:30.0,D. Favors misses 2-pt layup at rim (block by S. Ibaka),,54,61
252,3,7:29.0,,Defensive rebound by S. Adams,54,61
253,3,7:23.0,,R. Jackson makes 2-pt layup from 1 ft,54,63
254,3,7:04.0,E. Freedom makes 2-pt jump shot from 13 ft (assist by T. Burke),,56,63
255,3,6:46.0,,Turnover by R. Jackson (bad pass),56,63
256,3,6:27.0,E. Freedom makes 2-pt jump shot from 16 ft (assist by A. Burks),,58,63
257,3,6:14.0,,S. Ibaka misses 2-pt jump shot from 18 ft,58,63
258,3,6:13.0,,Offensive rebound by R. Jackson,58,63
259,3,6:00.0,,S. Ibaka misses 2-pt jump shot from 9 ft,58,63
260,3,5:59.0,Defensive rebound by E. Freedom,,58,63
261,3,5:43.0,Turnover by E. Freedom (bad pass; steal by R. Jackson),,58,63
262,3,5:28.0,,A. Roberson misses 3-pt jump shot from 24 ft,58,63
263,3,5:27.0,Defensive rebound by E. Freedom,,58,63
264,3,5:11.0,G. Hayward misses 3-pt jump shot from 24 ft,,58,63
265,3,5:09.0,,Defensive rebound by S. Adams,58,63
266,3,4:53.0,,R. Jackson misses 2-pt jump shot from 17 ft,58,63
267,3,4:53.0,,Offensive rebound by S. Adams,58,63
268,3,4:48.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by S. Adams),58,66
269,3,4:47.0,Utah full timeout,,58,66
270,3,4:47.0,,J. Lamb enters the game for L. Thomas,58,66
271,3,4:47.0,,N. Collison enters the game for S. Ibaka,58,66
272,3,4:47.0,T. Booker enters the game for G. Hayward,,58,66
273,3,4:47.0,D. Exum enters the game for E. Freedom,,58,66
274,3,4:47.0,J. Ingles enters the game for T. Burke,,58,66
275,3,4:27.0,D. Favors misses 2-pt hook shot from 7 ft,,58,66
276,3,4:26.0,,Defensive rebound by Team,58,66
277,3,4:26.0,Loose ball foul by D. Favors (drawn by R. Jackson),,58,66
278,3,4:08.0,,S. Adams misses 2-pt hook shot from 8 ft,58,66
279,3,4:08.0,Defensive rebound by Team,,58,66
280,3,4:08.0,,Loose ball foul by S. Adams (drawn by D. Favors),58,66
281,3,3:43.0,A. Burks misses 2-pt jump shot from 22 ft,,58,66
282,3,3:42.0,,Defensive rebound by J. Lamb,58,66
283,3,3:36.0,,Personal foul by J. Ingles (drawn by J. Lamb),58,66
284,3,3:36.0,,A. Morrow enters the game for A. Roberson,58,66
285,3,3:36.0,R. Gobert enters the game for D. Favors,,58,66
286,3,3:28.0,,R. Jackson makes 2-pt dunk at rim (assist by N. Collison),58,68
287,3,3:08.0,T. Booker misses 2-pt layup from 2 ft (block by N. Collison),,58,68
288,3,3:07.0,,Defensive rebound by S. Adams,58,68
289,3,2:57.0,,Personal foul by R. Gobert (drawn by S. Adams),58,68
290,3,2:54.0,,Offensive foul by N. Collison (drawn by A. Burks),58,68
291,3,2:54.0,,Turnover by N. Collison (offensive foul),58,68
292,3,2:29.0,A. Burks misses 2-pt jump shot from 6 ft,,58,68
293,3,2:28.0,,Defensive rebound by A. Morrow,58,68
294,3,2:22.0,,A. Morrow makes 3-pt jump shot from 23 ft (assist by R. Jackson),58,71
295,3,1:57.0,D. Exum makes 2-pt jump shot from 15 ft,,60,71
296,3,1:39.0,,K. Perkins enters the game for S. Adams,60,71
297,3,1:39.0,,S. Telfair enters the game for R. Jackson,60,71
298,3,1:30.0,,S. Telfair misses 3-pt jump shot from 24 ft,60,71
299,3,1:29.0,Defensive rebound by R. Gobert,,60,71
300,3,1:20.0,Turnover by R. Gobert (traveling),,60,71
301,3,1:06.0,,S. Telfair makes 3-pt jump shot from 24 ft,60,74
302,3,0:54.0,Turnover by R. Gobert (dbl dribble),,60,74
303,3,0:54.0,D. Favors enters the game for R. Gobert,,60,74
304,3,0:36.0,,N. Collison misses 2-pt layup from 2 ft,60,74
305,3,0:35.0,Defensive rebound by T. Booker,,60,74
306,3,0:30.0,Shooting foul by N. Collison (drawn by A. Burks),,60,74
307,3,0:30.0,A. Burks makes free throw 1 of 2,,61,74
308,3,0:30.0,A. Burks makes free throw 2 of 2,,62,74
309,3,0:11.0,,N. Collison misses 3-pt jump shot from 22 ft,62,74
310,3,0:10.0,,Offensive rebound by K. Perkins,62,74
311,3,0:08.0,,K. Perkins misses 2-pt hook shot from 5 ft,62,74
312,3,0:07.0,Defensive rebound by D. Favors,,62,74
313,3,0:03.0,Offensive foul by D. Exum (drawn by S. Telfair),,62,74
314,3,0:03.0,Turnover by D. Exum (offensive foul),,62,74
315,3,0:03.0,,S. Ibaka enters the game for K. Perkins,62,74
316,3,0:03.0,,R. Jackson enters the game for N. Collison,62,74
317,3,0:00.0,,S. Telfair misses 3-pt jump shot from 25 ft,62,74
318,3,0:00.0,Defensive rebound by Team,,62,74
319,4,11:46.0,,A. Morrow misses 3-pt jump shot from 24 ft,62,74
320,4,11:45.0,Defensive rebound by J. Ingles,,62,74
321,4,11:22.0,Turnover by G. Hayward (bad pass; steal by S. Ibaka),,62,74
322,4,11:11.0,,A. Morrow misses 3-pt jump shot from 23 ft,62,74
323,4,11:10.0,Defensive rebound by D. Favors,,62,74
324,4,11:02.0,G. Hayward makes 2-pt layup from 1 ft,,64,74
325,4,10:44.0,,Personal foul by D. Exum (drawn by S. Telfair),64,74
326,4,10:38.0,,Turnover by J. Lamb (bad pass),64,74
327,4,10:21.0,Shooting foul by K. Perkins (drawn by T. Booker),,64,74
328,4,10:21.0,T. Booker misses free throw 1 of 2,,64,74
329,4,10:21.0,Offensive rebound by Team,,64,74
330,4,10:21.0,T. Booker misses free throw 2 of 2,,64,74
331,4,10:20.0,,Defensive rebound by K. Perkins,64,74
332,4,10:11.0,,Shooting foul by G. Hayward (drawn by J. Lamb),64,74
333,4,10:11.0,,J. Lamb makes free throw 1 of 2,64,75
334,4,10:11.0,,J. Lamb makes free throw 2 of 2,64,76
335,4,9:50.0,D. Favors misses 2-pt layup from 4 ft,,64,76
336,4,9:50.0,,Defensive rebound by J. Lamb,64,76
337,4,9:41.0,,J. Lamb makes 2-pt layup from 1 ft (assist by K. Perkins),64,78
338,4,9:41.0,,Shooting foul by D. Favors (drawn by J. Lamb),64,78
339,4,9:41.0,,J. Lamb makes free throw 1 of 1,64,79
340,4,9:26.0,Shooting foul by S. Ibaka (drawn by D. Exum),,64,79
341,4,9:26.0,,Violation by Team (delay of game),64,79
342,4,9:26.0,D. Exum misses free throw 1 of 2,,64,79
343,4,9:26.0,Offensive rebound by Team,,64,79
344,4,9:26.0,E. Freedom enters the game for T. Booker,,64,79
345,4,9:26.0,D. Exum makes free throw 2 of 2,,65,79
346,4,9:20.0,,Turnover by K. Perkins (bad pass; steal by G. Hayward),65,79
347,4,9:18.0,G. Hayward makes 2-pt dunk at rim,,67,79
348,4,9:18.0,Shooting foul by J. Lamb (drawn by G. Hayward),,67,79
349,4,9:18.0,T. Burke enters the game for D. Exum,,67,79
350,4,9:18.0,G. Hayward makes free throw 1 of 1,,68,79
351,4,9:06.0,,Turnover by J. Lamb (bad pass; steal by G. Hayward),68,79
352,4,9:02.0,T. Burke misses 3-pt jump shot from 24 ft (block by J. Lamb),,68,79
353,4,9:01.0,,Defensive rebound by S. Ibaka,68,79
354,4,8:56.0,,Oklahoma City full timeout,68,79
355,4,8:56.0,,R. Jackson enters the game for S. Telfair,68,79
356,4,8:45.0,,R. Jackson misses 2-pt jump shot from 17 ft,68,79
357,4,8:44.0,Defensive rebound by G. Hayward,,68,79
358,4,8:26.0,E. Freedom makes 2-pt jump shot from 15 ft,,70,79
359,4,7:58.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by J. Lamb),70,81
360,4,7:42.0,G. Hayward misses 2-pt jump shot from 13 ft,,70,81
361,4,7:41.0,,Defensive rebound by J. Lamb,70,81
362,4,7:34.0,,Offensive foul by K. Perkins (drawn by G. Hayward),70,81
363,4,7:34.0,,Turnover by K. Perkins (offensive foul),70,81
364,4,7:22.0,G. Hayward makes 2-pt jump shot from 8 ft,,72,81
365,4,7:22.0,Shooting foul by J. Lamb (drawn by G. Hayward),,72,81
366,4,7:22.0,G. Hayward misses free throw 1 of 1,,72,81
367,4,7:22.0,,Defensive rebound by Team,72,81
368,4,7:22.0,Loose ball foul by E. Freedom (drawn by K. Perkins),,72,81
369,4,7:08.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by R. Jackson),72,83
370,4,6:49.0,D. Favors makes 2-pt layup from 2 ft (assist by G. Hayward),,74,83
371,4,6:30.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by S. Ibaka),74,86
372,4,6:16.0,Turnover by E. Freedom (lost ball),,74,86
373,4,6:16.0,A. Burks enters the game for J. Ingles,,74,86
374,4,5:53.0,,A. Morrow misses 3-pt jump shot from 22 ft,74,86
375,4,5:52.0,,Offensive rebound by R. Jackson,74,86
376,4,5:34.0,,S. Ibaka makes 2-pt layup from 2 ft,74,88
377,4,5:34.0,,Shooting foul by E. Freedom (drawn by S. Ibaka),74,88
378,4,5:34.0,Official timeout,,74,88
379,4,5:34.0,,S. Ibaka misses free throw 1 of 1,74,88
380,4,5:33.0,Defensive rebound by G. Hayward,,74,88
381,4,5:13.0,G. Hayward misses 3-pt jump shot from 24 ft,,74,88
382,4,5:13.0,,Defensive rebound by S. Ibaka,74,88
383,4,4:58.0,,K. Perkins makes 2-pt layup from 1 ft (assist by R. Jackson),74,90
384,4,4:38.0,Shooting foul by J. Lamb (drawn by G. Hayward),,74,90
385,4,4:38.0,,A. Roberson enters the game for J. Lamb,74,90
386,4,4:38.0,G. Hayward misses free throw 1 of 2,,74,90
387,4,4:38.0,Offensive rebound by Team,,74,90
388,4,4:38.0,G. Hayward makes free throw 2 of 2,,75,90
389,4,4:19.0,,R. Jackson makes 2-pt jump shot from 14 ft,75,92
390,4,4:05.0,E. Freedom misses 3-pt jump shot from 22 ft,,75,92
