,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW ORLEANS_ACTION,MINNESOTA_SCORE,NEW ORLEANS_SCORE
96,1,1:07.0,,A. Rivers makes 2-pt layup from 2 ft,17,40
97,1,0:56.0,Turnover by M. Williams (bad pass; steal by A. Davis),,17,40
98,1,0:56.0,Loose ball foul by S. Muhammad (drawn by A. Davis),,17,40
99,1,0:42.0,,R. Anderson misses 2-pt jump shot from 14 ft,17,40
100,1,0:41.0,Defensive rebound by C. Brewer,,17,40
101,1,0:35.0,M. Williams misses 3-pt jump shot from 25 ft,,17,40
102,1,0:32.0,Offensive rebound by G. Dieng,,17,40
103,1,0:30.0,C. Brewer makes 2-pt layup from 2 ft (assist by G. Dieng),,19,40
104,1,0:16.0,,L. Babbitt makes 3-pt jump shot from 23 ft (assist by A. Rivers),19,43
105,1,0:01.0,M. Williams misses 2-pt jump shot from 19 ft (block by A. Davis),,19,43
106,1,0:00.0,,Defensive rebound by R. Anderson,19,43
107,2,11:47.0,Personal foul by D. Miller (drawn by S. Muhammad),,19,43
108,2,11:42.0,C. Brewer makes 2-pt layup from 2 ft (assist by M. Williams),,21,43
109,2,11:25.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by L. Babbitt),21,46
110,2,11:07.0,Turnover by G. Dieng (traveling),,21,46
111,2,10:50.0,,R. Anderson misses 2-pt jump shot from 5 ft (block by A. Bennett),21,46
112,2,10:47.0,Defensive rebound by A. Bennett,,21,46
113,2,10:46.0,C. Brewer makes 2-pt layup from 1 ft (assist by A. Bennett),,23,46
114,2,10:46.0,Shooting foul by L. Babbitt (drawn by C. Brewer),,23,46
115,2,10:46.0,R. Turiaf enters the game for G. Dieng,,23,46
116,2,10:46.0,R. Hummel enters the game for A. Bennett,,23,46
117,2,10:46.0,,T. Evans enters the game for L. Babbitt,23,46
118,2,10:46.0,C. Brewer makes free throw 1 of 1,,24,46
119,2,10:26.0,,Turnover by A. Rivers (lost ball; steal by M. Williams),24,46
120,2,10:19.0,Turnover by M. Williams (lost ball; steal by T. Evans),,24,46
121,2,10:05.0,,Turnover by Ö. Aşık (lost ball; steal by C. Brewer),24,46
122,2,10:00.0,S. Muhammad makes 2-pt dunk at rim (assist by C. Brewer),,26,46
123,2,9:59.0,,New Orleans full timeout,26,46
124,2,9:59.0,Z. LaVine enters the game for M. Williams,,26,46
125,2,9:44.0,,Turnover by R. Anderson (bad pass; steal by C. Brewer),26,46
126,2,9:39.0,Shooting foul by D. Miller (drawn by R. Hummel),,26,46
127,2,9:39.0,R. Hummel makes free throw 1 of 2,,27,46
128,2,9:39.0,,E. Gordon enters the game for D. Miller,27,46
129,2,9:39.0,R. Hummel misses free throw 2 of 2,,27,46
130,2,9:37.0,,Defensive rebound by A. Rivers,27,46
131,2,9:19.0,,E. Gordon makes 2-pt jump shot from 16 ft,27,48
132,2,9:00.0,C. Brewer makes 2-pt layup from 2 ft (assist by R. Turiaf),,29,48
133,2,8:46.0,,Turnover by T. Evans (lost ball; steal by C. Brewer),29,48
134,2,8:41.0,S. Muhammad misses 2-pt layup from 1 ft (block by A. Rivers),,29,48
135,2,8:40.0,Offensive rebound by Z. LaVine,,29,48
136,2,8:39.0,Z. LaVine misses 2-pt layup from 1 ft,,29,48
137,2,8:38.0,,Defensive rebound by R. Anderson,29,48
138,2,8:30.0,K. Martin enters the game for S. Muhammad,,29,48
139,2,8:21.0,,Personal foul by Z. LaVine (drawn by A. Rivers),29,48
140,2,8:11.0,,R. Anderson misses 2-pt jump shot from 15 ft,29,48
141,2,8:07.0,,Offensive rebound by Ö. Aşık,29,48
142,2,8:07.0,,Ö. Aşık makes 2-pt tip-in from 1 ft,29,50
143,2,7:53.0,Turnover by C. Brewer (lost ball; steal by T. Evans),,29,50
144,2,7:48.0,,A. Rivers makes 2-pt dunk at rim (assist by T. Evans),29,52
145,2,7:45.0,,Violation by Team (delay of game),29,52
146,2,7:27.0,C. Brewer misses 3-pt jump shot from 23 ft,,29,52
147,2,7:26.0,,Defensive rebound by Ö. Aşık,29,52
148,2,7:15.0,,T. Evans makes 2-pt layup from 1 ft,29,54
149,2,7:13.0,Minnesota full timeout,,29,54
150,2,7:13.0,A. Wiggins enters the game for C. Brewer,,29,54
151,2,7:13.0,N. Peković enters the game for R. Turiaf,,29,54
152,2,7:13.0,,J. Holiday enters the game for A. Rivers,29,54
153,2,7:02.0,Turnover by K. Martin (step out of bounds),,29,54
154,2,6:41.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by T. Evans),29,57
155,2,6:16.0,K. Martin misses 2-pt layup from 2 ft,,29,57
156,2,6:15.0,,Defensive rebound by E. Gordon,29,57
157,2,5:59.0,,R. Anderson misses 2-pt layup from 1 ft,29,57
158,2,5:58.0,Defensive rebound by N. Peković,,29,57
159,2,5:53.0,Z. LaVine misses 2-pt layup from 1 ft,,29,57
160,2,5:51.0,,Defensive rebound by T. Evans,29,57
161,2,5:45.0,,R. Anderson makes 3-pt jump shot from 23 ft (assist by T. Evans),29,60
162,2,5:22.0,Turnover by N. Peković (lost ball; steal by Ö. Aşık),,29,60
163,2,5:18.0,,Shooting foul by A. Wiggins (drawn by T. Evans),29,60
164,2,5:18.0,,T. Evans makes free throw 1 of 2,29,61
165,2,5:18.0,,A. Davis enters the game for R. Anderson,29,61
166,2,5:18.0,,T. Evans makes free throw 2 of 2,29,62
167,2,5:07.0,Turnover by Z. LaVine (lost ball),,29,62
168,2,4:48.0,,A. Davis makes 2-pt jump shot from 5 ft,29,64
169,2,4:34.0,Z. LaVine makes 2-pt jump shot from 13 ft,,31,64
170,2,4:13.0,,E. Gordon makes 3-pt jump shot from 23 ft (assist by Ö. Aşık),31,67
171,2,3:56.0,A. Wiggins misses 2-pt jump shot from 15 ft,,31,67
172,2,3:54.0,Offensive rebound by N. Peković,,31,67
173,2,3:50.0,K. Martin misses 3-pt jump shot from 24 ft,,31,67
174,2,3:47.0,,Defensive rebound by A. Davis,31,67
175,2,3:36.0,,A. Davis misses 2-pt jump shot from 7 ft,31,67
176,2,3:35.0,Defensive rebound by R. Hummel,,31,67
177,2,3:30.0,Z. LaVine makes 2-pt jump shot from 6 ft,,33,67
178,2,3:18.0,,J. Holiday makes 2-pt jump shot from 15 ft,33,69
179,2,2:56.0,N. Peković makes 2-pt layup from 1 ft,,35,69
180,2,2:53.0,,Personal block foul by K. Martin (drawn by E. Gordon),35,69
181,2,2:53.0,Official timeout,,35,69
182,2,2:53.0,C. Brewer enters the game for R. Hummel,,35,69
183,2,2:53.0,A. Bennett enters the game for K. Martin,,35,69
184,2,2:42.0,,Shooting foul by Z. LaVine (drawn by J. Holiday),35,69
185,2,2:42.0,,J. Holiday makes free throw 1 of 2,35,70
186,2,2:42.0,,J. Holiday makes free throw 2 of 2,35,71
187,2,2:26.0,A. Wiggins misses 2-pt jump shot from 19 ft,,35,71
188,2,2:24.0,,Defensive rebound by Team,35,71
189,2,2:09.0,,Shooting foul by A. Bennett (drawn by A. Davis),35,71
190,2,2:09.0,,A. Davis makes free throw 1 of 2,35,72
191,2,2:09.0,,A. Rivers enters the game for E. Gordon,35,72
192,2,2:09.0,,A. Davis makes free throw 2 of 2,35,73
193,2,1:52.0,A. Wiggins makes 2-pt jump shot from 16 ft,,37,73
194,2,1:47.0,,T. Evans misses 2-pt layup from 2 ft (block by A. Bennett),37,73
195,2,1:44.0,Defensive rebound by A. Wiggins,,37,73
196,2,1:33.0,Z. LaVine misses 2-pt jump shot from 20 ft,,37,73
197,2,1:32.0,,Defensive rebound by T. Evans,37,73
198,2,1:10.0,,Ö. Aşık makes 2-pt dunk at rim (assist by T. Evans),37,75
199,2,1:04.0,A. Wiggins makes 2-pt jump shot from 16 ft,,39,75
200,2,0:43.0,,Ö. Aşık misses 2-pt jump shot from 15 ft,39,75
201,2,0:42.0,Defensive rebound by A. Bennett,,39,75
202,2,0:37.0,Shooting foul by Ö. Aşık (drawn by Z. LaVine),,39,75
203,2,0:37.0,Z. LaVine makes 2-pt layup from 1 ft,,41,75
204,2,0:37.0,,R. Anderson enters the game for Ö. Aşık,41,75
205,2,0:37.0,G. Dieng enters the game for N. Peković,,41,75
206,2,0:37.0,Z. LaVine makes free throw 1 of 1,,42,75
207,2,0:27.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),42,77
208,2,0:07.0,Z. LaVine makes 2-pt dunk at rim,,44,77
209,2,0:02.0,,A. Davis makes 2-pt layup from 2 ft (assist by T. Evans),44,79
210,2,0:02.0,,Shooting foul by G. Dieng (drawn by A. Davis),44,79
211,2,0:02.0,,A. Davis makes free throw 1 of 1,44,80
212,2,0:00.0,Z. LaVine misses 3-pt jump shot from 57 ft,,44,80
213,2,0:00.0,Offensive rebound by Team,,44,80
214,3,11:51.0,Personal foul by Ö. Aşık (drawn by N. Peković),,44,80
215,3,11:40.0,N. Peković misses 2-pt hook shot from 3 ft,,44,80
216,3,11:39.0,,Defensive rebound by A. Davis,44,80
217,3,11:16.0,,A. Davis makes 2-pt layup from 1 ft,44,82
218,3,11:11.0,Z. LaVine misses 2-pt layup from 3 ft,,44,82
219,3,11:09.0,Offensive rebound by G. Dieng,,44,82
220,3,11:09.0,G. Dieng misses 2-pt tip-in at rim,,44,82
221,3,11:08.0,Offensive rebound by G. Dieng,,44,82
222,3,11:07.0,Shooting foul by Ö. Aşık (drawn by G. Dieng),,44,82
223,3,11:07.0,G. Dieng makes free throw 1 of 2,,45,82
224,3,11:07.0,,R. Anderson enters the game for Ö. Aşık,45,82
225,3,11:07.0,G. Dieng misses free throw 2 of 2,,45,82
226,3,11:07.0,Offensive rebound by Team,,45,82
227,3,11:07.0,,Loose ball foul by R. Anderson (drawn by N. Peković),45,82
228,3,10:59.0,Personal foul by E. Gordon (drawn by K. Martin),,45,82
229,3,10:50.0,K. Martin misses 2-pt jump shot from 17 ft,,45,82
230,3,10:48.0,Offensive rebound by A. Wiggins,,45,82
231,3,10:47.0,A. Wiggins makes 2-pt layup from 2 ft,,47,82
232,3,10:38.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by E. Gordon),47,85
233,3,10:21.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by K. Martin),,50,85
234,3,10:09.0,,J. Holiday misses 2-pt jump shot from 19 ft,50,85
235,3,10:09.0,Defensive rebound by A. Wiggins,,50,85
236,3,10:04.0,,Violation by J. Holiday (kicked ball),50,85
237,3,9:47.0,Turnover by Z. LaVine (lost ball; steal by E. Gordon),,50,85
238,3,9:43.0,,A. Davis makes 2-pt dunk at rim (assist by T. Evans),50,87
239,3,9:28.0,Personal foul by T. Evans (drawn by A. Wiggins),,50,87
240,3,9:28.0,A. Wiggins makes free throw 1 of 2,,51,87
241,3,9:28.0,A. Wiggins makes free throw 2 of 2,,52,87
242,3,9:18.0,,R. Anderson misses 3-pt jump shot from 25 ft,52,87
243,3,9:17.0,Defensive rebound by K. Martin,,52,87
244,3,9:03.0,N. Peković misses 2-pt layup from 2 ft,,52,87
245,3,9:02.0,,Defensive rebound by R. Anderson,52,87
246,3,8:57.0,,Turnover by T. Evans (bad pass),52,87
247,3,8:43.0,Turnover by A. Wiggins (bad pass; steal by A. Davis),,52,87
248,3,8:40.0,,Shooting foul by K. Martin (drawn by T. Evans),52,87
249,3,8:40.0,,T. Evans misses free throw 1 of 2,52,87
250,3,8:40.0,,Offensive rebound by Team,52,87
251,3,8:40.0,,T. Evans makes free throw 2 of 2,52,88
252,3,8:21.0,K. Martin misses 3-pt jump shot from 24 ft,,52,88
253,3,8:20.0,,Defensive rebound by E. Gordon,52,88
254,3,8:11.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Anderson),52,91
255,3,7:49.0,G. Dieng makes 2-pt jump shot from 12 ft (assist by A. Wiggins),,54,91
256,3,7:32.0,,A. Davis misses 2-pt jump shot from 15 ft,54,91
257,3,7:31.0,Defensive rebound by Z. LaVine,,54,91
258,3,7:22.0,A. Wiggins makes 2-pt jump shot from 15 ft,,56,91
259,3,7:02.0,Violation by G. Dieng (def goaltending),,56,91
260,3,7:02.0,,T. Evans makes 2-pt layup from 1 ft,56,93
261,3,6:49.0,Def 3 sec tech foul by J. Holiday,,56,93
262,3,6:49.0,K. Martin makes technical free throw,,57,93
263,3,6:49.0,C. Brewer enters the game for K. Martin,,57,93
264,3,6:49.0,A. Bennett enters the game for N. Peković,,57,93
265,3,6:47.0,Personal foul by E. Gordon (drawn by A. Wiggins),,57,93
266,3,6:47.0,A. Wiggins makes free throw 1 of 2,,58,93
267,3,6:47.0,A. Wiggins makes free throw 2 of 2,,59,93
268,3,6:32.0,,J. Holiday makes 2-pt jump shot from 16 ft,59,95
269,3,6:17.0,Turnover by G. Dieng (lost ball; steal by T. Evans),,59,95
270,3,6:12.0,,T. Evans makes 2-pt dunk at rim (assist by E. Gordon),59,97
271,3,6:12.0,Minnesota full timeout,,59,97
272,3,5:57.0,A. Bennett makes 2-pt dunk at rim (assist by C. Brewer),,61,97
273,3,5:36.0,,R. Anderson misses 2-pt layup from 1 ft,61,97
274,3,5:33.0,Defensive rebound by G. Dieng,,61,97
275,3,5:28.0,C. Brewer makes 2-pt layup from 1 ft,,63,97
276,3,5:22.0,,R. Anderson misses 3-pt jump shot from 25 ft,63,97
277,3,5:21.0,Defensive rebound by A. Wiggins,,63,97
278,3,5:14.0,Shooting foul by R. Anderson (drawn by G. Dieng),,63,97
279,3,5:14.0,G. Dieng misses free throw 1 of 2,,63,97
280,3,5:14.0,Offensive rebound by Team,,63,97
281,3,5:14.0,G. Dieng makes free throw 2 of 2,,64,97
282,3,5:01.0,,Shooting foul by A. Bennett (drawn by T. Evans),64,97
283,3,5:01.0,,T. Evans misses free throw 1 of 2,64,97
284,3,5:01.0,,Offensive rebound by Team,64,97
285,3,5:01.0,,T. Evans misses free throw 2 of 2,64,97
286,3,5:00.0,Defensive rebound by G. Dieng,,64,97
287,3,4:52.0,A. Wiggins makes 2-pt dunk at rim (assist by A. Bennett),,66,97
288,3,4:36.0,,T. Evans makes 3-pt jump shot from 24 ft (assist by J. Holiday),66,100
289,3,4:26.0,Turnover by A. Wiggins (lost ball; steal by T. Evans),,66,100
290,3,4:18.0,,T. Evans misses 2-pt layup from 1 ft (block by G. Dieng),66,100
291,3,4:17.0,,Offensive rebound by T. Evans,66,100
292,3,4:15.0,,A. Davis misses 2-pt jump shot from 17 ft,66,100
293,3,4:14.0,,Offensive rebound by T. Evans,66,100
294,3,4:12.0,,T. Evans makes 2-pt layup from 1 ft,66,102
295,3,3:57.0,Turnover by G. Dieng (traveling),,66,102
296,3,3:57.0,S. Muhammad enters the game for A. Wiggins,,66,102
297,3,3:57.0,R. Turiaf enters the game for G. Dieng,,66,102
298,3,3:57.0,,A. Rivers enters the game for E. Gordon,66,102
299,3,3:50.0,,J. Holiday makes 2-pt layup at rim,66,104
300,3,3:50.0,,Shooting foul by Z. LaVine (drawn by J. Holiday),66,104
301,3,3:50.0,,J. Holiday makes free throw 1 of 1,66,105
302,3,3:36.0,Turnover by Z. LaVine (bad pass),,66,105
303,3,3:36.0,M. Williams enters the game for Z. LaVine,,66,105
304,3,3:36.0,,L. Babbitt enters the game for T. Evans,66,105
305,3,3:19.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Holiday),66,108
306,3,3:13.0,Shooting foul by A. Rivers (drawn by C. Brewer),,66,108
307,3,3:13.0,C. Brewer misses free throw 1 of 2,,66,108
308,3,3:13.0,Offensive rebound by Team,,66,108
309,3,3:13.0,C. Brewer makes free throw 2 of 2,,67,108
310,3,3:01.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by J. Holiday),67,110
311,3,2:43.0,S. Muhammad makes 2-pt jump shot from 20 ft (assist by M. Williams),,69,110
312,3,2:30.0,,J. Holiday makes 2-pt jump shot from 11 ft,69,112
313,3,2:11.0,S. Muhammad misses 2-pt jump shot from 23 ft,,69,112
314,3,2:10.0,,Defensive rebound by R. Anderson,69,112
315,3,2:01.0,,R. Anderson misses 3-pt jump shot from 25 ft,69,112
316,3,2:00.0,Defensive rebound by M. Williams,,69,112
317,3,1:56.0,,New Orleans full timeout,69,112
318,3,1:56.0,,A. Ajinça enters the game for A. Davis,69,112
319,3,1:53.0,M. Williams misses 2-pt jump shot from 17 ft,,69,112
320,3,1:51.0,,Defensive rebound by L. Babbitt,69,112
321,3,1:34.0,,R. Anderson makes 2-pt jump shot from 18 ft,69,114
322,3,1:19.0,A. Bennett misses 2-pt jump shot from 21 ft,,69,114
323,3,1:18.0,,Defensive rebound by R. Anderson,69,114
324,3,1:11.0,,Turnover by J. Holiday (step out of bounds),69,114
325,3,1:01.0,Personal foul by A. Rivers (drawn by C. Brewer),,69,114
326,3,1:01.0,C. Brewer misses free throw 1 of 2,,69,114
327,3,1:01.0,Offensive rebound by Team,,69,114
328,3,1:01.0,,J. Fredette enters the game for J. Holiday,69,114
329,3,1:01.0,R. Hummel enters the game for A. Bennett,,69,114
330,3,1:01.0,C. Brewer makes free throw 2 of 2,,70,114
331,3,0:51.0,,Personal foul by M. Williams (drawn by A. Ajinça),70,114
332,3,0:50.0,,Turnover by L. Babbitt (bad pass; steal by C. Brewer),70,114
333,3,0:48.0,Shooting foul by A. Rivers (drawn by C. Brewer),,70,114
334,3,0:48.0,C. Brewer makes free throw 1 of 2,,71,114
335,3,0:48.0,C. Brewer misses free throw 2 of 2,,71,114
336,3,0:45.0,,Defensive rebound by A. Rivers,71,114
337,3,0:31.0,,J. Fredette makes 2-pt layup from 1 ft,71,116
338,3,0:11.0,Personal foul by J. Fredette (drawn by S. Muhammad),,71,116
339,3,0:11.0,S. Muhammad misses free throw 1 of 2,,71,116
340,3,0:11.0,Offensive rebound by Team,,71,116
341,3,0:11.0,S. Muhammad makes free throw 2 of 2,,72,116
342,3,0:02.0,,A. Rivers makes 2-pt jump shot from 20 ft,72,118
343,3,0:00.0,C. Brewer misses 3-pt jump shot from 27 ft,,72,118
344,3,0:00.0,Offensive rebound by Team,,72,118
345,4,11:49.0,,A. Rivers makes 2-pt layup from 2 ft,72,120
346,4,11:35.0,S. Muhammad misses 2-pt jump shot from 6 ft,,72,120
347,4,11:33.0,,Defensive rebound by A. Ajinça,72,120
348,4,11:25.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by A. Rivers),72,123
349,4,11:05.0,M. Williams misses 3-pt jump shot from 26 ft,,72,123
350,4,11:04.0,,Defensive rebound by A. Ajinça,72,123
351,4,10:58.0,,J. Fredette misses 3-pt jump shot from 26 ft,72,123
352,4,10:57.0,Defensive rebound by R. Hummel,,72,123
353,4,10:44.0,C. Budinger makes 2-pt jump shot from 6 ft,,74,123
354,4,10:25.0,,Turnover by A. Ajinça (3 sec),74,123
355,4,10:00.0,M. Williams makes 2-pt jump shot from 6 ft,,76,123
356,4,9:47.0,,Turnover by A. Rivers (traveling),76,123
357,4,9:47.0,G. Dieng enters the game for R. Turiaf,,76,123
358,4,9:35.0,R. Hummel misses 2-pt jump shot from 21 ft,,76,123
359,4,9:33.0,Offensive rebound by G. Dieng,,76,123
360,4,9:24.0,C. Budinger misses 3-pt jump shot from 25 ft,,76,123
361,4,9:23.0,,Defensive rebound by A. Ajinça,76,123
362,4,9:14.0,,A. Rivers misses 2-pt jump shot from 18 ft,76,123
363,4,9:13.0,Defensive rebound by R. Hummel,,76,123
364,4,8:59.0,Turnover by G. Dieng (lost ball; steal by A. Rivers),,76,123
365,4,8:57.0,,Personal foul by M. Williams (drawn by A. Rivers),76,123
366,4,8:57.0,Official timeout,,76,123
367,4,8:41.0,,Turnover by A. Ajinça (traveling),76,123
368,4,8:24.0,M. Williams misses 2-pt jump shot from 19 ft,,76,123
369,4,8:22.0,Offensive rebound by G. Dieng,,76,123
370,4,8:17.0,R. Hummel makes 2-pt jump shot from 16 ft (assist by M. Williams),,78,123
371,4,7:58.0,,A. Rivers makes 2-pt layup from 1 ft (assist by A. Ajinça),78,125
372,4,7:47.0,Shooting foul by A. Rivers (drawn by G. Dieng),,78,125
373,4,7:47.0,G. Dieng misses free throw 1 of 2,,78,125
374,4,7:47.0,Offensive rebound by Team,,78,125
375,4,7:47.0,G. Robinson enters the game for S. Muhammad,,78,125
376,4,7:47.0,G. Dieng makes free throw 2 of 2,,79,125
377,4,7:33.0,,D. Miller makes 2-pt jump shot from 7 ft,79,127
378,4,7:20.0,Turnover by M. Williams (bad pass; steal by A. Rivers),,79,127
379,4,7:03.0,,L. Babbitt makes 3-pt jump shot from 27 ft (assist by A. Rivers),79,130
380,4,6:55.0,Minnesota full timeout,,79,130
381,4,6:55.0,Z. LaVine enters the game for M. Williams,,79,130
382,4,6:51.0,Personal foul by D. Miller (drawn by G. Robinson),,79,130
