,QUARTER,TIME_REMAINING,UTAH_ACTION,INDIANA_ACTION,UTAH_SCORE,INDIANA_SCORE
0,1,11:38.0,,R. Hibbert misses 2-pt jump shot from 8 ft,0,0
1,1,11:36.0,,Offensive rebound by L. Scola,0,0
2,1,11:24.0,,R. Hibbert misses 2-pt jump shot from 18 ft,0,0
3,1,11:23.0,Defensive rebound by A. Burks,,0,0
4,1,11:11.0,D. Favors misses 2-pt jump shot from 10 ft,,0,0
5,1,11:10.0,,Defensive rebound by L. Scola,0,0
6,1,10:53.0,,D. Sloan misses 3-pt jump shot from 26 ft,0,0
7,1,10:52.0,,Offensive rebound by C. Copeland,0,0
8,1,10:36.0,,R. Hibbert makes 2-pt hook shot from 5 ft (assist by D. Sloan),0,2
9,1,10:17.0,Personal foul by R. Hibbert (drawn by D. Favors),,0,2
10,1,10:10.0,G. Hayward misses 2-pt jump shot from 6 ft,,0,2
11,1,10:10.0,Offensive rebound by Team,,0,2
12,1,10:10.0,,Loose ball foul by S. Hill (drawn by A. Burks),0,2
13,1,9:59.0,A. Burks misses 2-pt jump shot from 18 ft,,0,2
14,1,9:58.0,,Defensive rebound by L. Scola,0,2
15,1,9:51.0,,L. Scola makes 2-pt jump shot from 19 ft (assist by D. Sloan),0,4
16,1,9:27.0,E. Freedom makes 2-pt jump shot from 10 ft (assist by G. Hayward),,2,4
17,1,9:11.0,,S. Hill misses 2-pt jump shot from 18 ft,2,4
18,1,9:11.0,Defensive rebound by G. Hayward,,2,4
19,1,8:48.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by T. Burke),,5,4
20,1,8:30.0,,R. Hibbert makes 2-pt hook shot from 4 ft,5,6
21,1,8:17.0,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),,7,6
22,1,8:02.0,,R. Hibbert misses 2-pt jump shot from 15 ft,7,6
23,1,8:02.0,Defensive rebound by T. Burke,,7,6
24,1,7:44.0,Turnover by A. Burks (bad pass),,7,6
25,1,7:32.0,,D. Sloan misses 2-pt jump shot from 9 ft,7,6
26,1,7:31.0,Defensive rebound by D. Favors,,7,6
27,1,7:26.0,Offensive foul by E. Freedom (drawn by S. Hill),,7,6
28,1,7:26.0,Turnover by E. Freedom (offensive foul),,7,6
29,1,7:13.0,,C. Copeland misses 2-pt layup from 2 ft (block by D. Favors),7,6
30,1,7:11.0,Defensive rebound by D. Favors,,7,6
31,1,7:06.0,E. Freedom makes 2-pt layup from 2 ft (assist by T. Burke),,9,6
32,1,6:47.0,,L. Scola makes 2-pt hook shot from 5 ft,9,8
33,1,6:34.0,D. Favors misses 2-pt layup from 1 ft,,9,8
34,1,6:32.0,Offensive rebound by D. Favors,,9,8
35,1,6:32.0,D. Favors makes 2-pt tip-in at rim,,11,8
36,1,6:23.0,,Indiana full timeout,11,8
37,1,6:17.0,,S. Hill misses 2-pt jump shot from 5 ft (block by D. Favors),11,8
38,1,6:15.0,,Offensive rebound by Team,11,8
39,1,6:08.0,,L. Scola misses 2-pt jump shot from 17 ft,11,8
40,1,6:07.0,Defensive rebound by G. Hayward,,11,8
41,1,5:58.0,T. Burke misses 3-pt jump shot from 22 ft,,11,8
42,1,5:57.0,,Defensive rebound by C. Copeland,11,8
43,1,5:50.0,,R. Hibbert misses 2-pt jump shot from 19 ft,11,8
44,1,5:46.0,Defensive rebound by G. Hayward,,11,8
45,1,5:35.0,Turnover by E. Freedom (3 sec),,11,8
46,1,5:35.0,D. Exum enters the game for G. Hayward,,11,8
47,1,5:21.0,,R. Hibbert misses 2-pt jump shot from 12 ft,11,8
48,1,5:20.0,Defensive rebound by D. Exum,,11,8
49,1,5:11.0,E. Freedom makes 2-pt layup from 1 ft (assist by T. Burke),,13,8
50,1,5:11.0,Shooting foul by C. Copeland (drawn by E. Freedom),,13,8
51,1,5:11.0,,L. Allen enters the game for C. Copeland,13,8
52,1,5:11.0,,D. Rudež enters the game for L. Scola,13,8
53,1,5:11.0,E. Freedom makes free throw 1 of 1,,14,8
54,1,4:52.0,,D. Rudež misses 3-pt jump shot from 26 ft,14,8
55,1,4:50.0,Defensive rebound by D. Favors,,14,8
56,1,4:30.0,Turnover by E. Freedom (bad pass; steal by R. Hibbert),,14,8
57,1,4:16.0,,Shooting foul by A. Burks (drawn by S. Hill),14,8
58,1,4:16.0,,S. Hill misses free throw 1 of 2,14,8
59,1,4:16.0,,Offensive rebound by Team,14,8
60,1,4:16.0,T. Booker enters the game for E. Freedom,,14,8
61,1,4:16.0,,S. Hill makes free throw 2 of 2,14,9
62,1,4:03.0,Personal foul by D. Sloan (drawn by D. Favors),,14,9
63,1,3:48.0,D. Exum misses 3-pt jump shot from 25 ft,,14,9
64,1,3:47.0,,Defensive rebound by D. Sloan,14,9
65,1,3:25.0,,R. Hibbert makes 2-pt hook shot from 6 ft,14,11
66,1,3:10.0,D. Favors misses 2-pt jump shot from 14 ft,,14,11
67,1,3:08.0,,Defensive rebound by D. Sloan,14,11
68,1,2:52.0,,D. Sloan misses 2-pt jump shot from 12 ft,14,11
69,1,2:51.0,,Offensive rebound by L. Allen,14,11
70,1,2:51.0,,L. Allen misses 2-pt tip-in at rim,14,11
71,1,2:50.0,Defensive rebound by D. Exum,,14,11
72,1,2:41.0,A. Burks makes 2-pt layup from 1 ft,,16,11
73,1,2:41.0,Shooting foul by S. Hill (drawn by A. Burks),,16,11
74,1,2:41.0,Utah full timeout,,16,11
75,1,2:41.0,R. Gobert enters the game for D. Favors,,16,11
76,1,2:41.0,J. Ingles enters the game for T. Burke,,16,11
77,1,2:41.0,,A. Price enters the game for S. Hill,16,11
78,1,2:41.0,A. Burks makes free throw 1 of 1,,17,11
79,1,2:23.0,,R. Hibbert makes 2-pt jump shot from 4 ft,17,13
80,1,2:23.0,,Shooting foul by R. Gobert (drawn by R. Hibbert),17,13
81,1,2:23.0,,R. Hibbert makes free throw 1 of 1,17,14
82,1,2:08.0,Turnover by T. Booker (traveling),,17,14
83,1,1:55.0,,L. Allen misses 2-pt jump shot from 18 ft,17,14
84,1,1:54.0,Defensive rebound by D. Exum,,17,14
85,1,1:50.0,T. Booker misses 2-pt layup from 1 ft,,17,14
86,1,1:49.0,,Defensive rebound by L. Allen,17,14
87,1,1:43.0,,D. Sloan misses 2-pt layup from 2 ft (block by R. Gobert),17,14
88,1,1:41.0,,Offensive rebound by R. Hibbert,17,14
89,1,1:39.0,,R. Hibbert makes 2-pt dunk at rim,17,16
90,1,1:21.0,A. Burks misses 2-pt jump shot from 17 ft,,17,16
91,1,1:21.0,Offensive rebound by A. Burks,,17,16
92,1,1:12.0,A. Burks misses 2-pt layup at rim,,17,16
93,1,1:10.0,Offensive rebound by T. Booker,,17,16
94,1,0:48.0,J. Ingles makes 3-pt jump shot from 22 ft (assist by T. Booker),,20,16
95,1,0:35.0,,Personal foul by R. Gobert (drawn by R. Hibbert),20,16
96,1,0:23.0,,Shooting foul by D. Exum (drawn by A. Price),20,16
97,1,0:23.0,,A. Price misses free throw 1 of 2,20,16
98,1,0:23.0,,Offensive rebound by Team,20,16
99,1,0:23.0,,C. Copeland enters the game for D. Sloan,20,16
100,1,0:23.0,,A. Price makes free throw 2 of 2,20,17
101,1,0:03.0,A. Burks misses 2-pt jump shot from 11 ft,,20,17
102,1,0:02.0,,Defensive rebound by L. Allen,20,17
103,1,0:00.0,,A. Price misses 3-pt jump shot from 28 ft,20,17
104,1,0:00.0,,Offensive rebound by Team,20,17
105,2,11:35.0,J. Ingles misses 3-pt jump shot from 26 ft,,20,17
106,2,11:33.0,Offensive rebound by D. Exum,,20,17
107,2,11:30.0,Shooting foul by I. Mahinmi (drawn by R. Gobert),,20,17
108,2,11:30.0,R. Gobert makes free throw 1 of 2,,21,17
109,2,11:30.0,R. Gobert misses free throw 2 of 2,,21,17
110,2,11:30.0,,Defensive rebound by I. Mahinmi,21,17
111,2,11:05.0,,C. Copeland misses 3-pt jump shot from 23 ft,21,17
112,2,11:04.0,Defensive rebound by R. Gobert,,21,17
113,2,10:54.0,T. Booker misses 2-pt hook shot from 7 ft,,21,17
114,2,10:53.0,,Defensive rebound by I. Mahinmi,21,17
115,2,10:46.0,,Personal foul by T. Booker (drawn by L. Allen),21,17
116,2,10:36.0,,Personal foul by G. Hayward (drawn by C. Copeland),21,17
117,2,10:29.0,,Turnover by I. Mahinmi (lost ball; steal by D. Exum),21,17
118,2,10:07.0,T. Booker makes 2-pt layup from 1 ft (assist by J. Ingles),,23,17
119,2,10:07.0,Shooting foul by I. Mahinmi (drawn by T. Booker),,23,17
120,2,10:07.0,T. Booker misses free throw 1 of 1,,23,17
121,2,10:07.0,,Defensive rebound by I. Mahinmi,23,17
122,2,9:57.0,,Personal foul by D. Exum (drawn by A. Price),23,17
123,2,9:57.0,,L. Scola enters the game for I. Mahinmi,23,17
124,2,9:51.0,,D. Rudež misses 2-pt layup from 1 ft,23,17
125,2,9:50.0,Defensive rebound by J. Ingles,,23,17
126,2,9:36.0,T. Booker misses 2-pt layup at rim,,23,17
127,2,9:35.0,,Defensive rebound by L. Scola,23,17
128,2,9:25.0,,A. Price makes 2-pt jump shot from 8 ft,23,19
129,2,9:09.0,Personal foul by L. Allen (drawn by R. Gobert),,23,19
130,2,9:09.0,T. Burke enters the game for D. Exum,,23,19
131,2,9:04.0,G. Hayward misses 2-pt jump shot from 17 ft,,23,19
132,2,9:01.0,,Defensive rebound by Team,23,19
133,2,8:43.0,,L. Allen makes 2-pt jump shot from 17 ft (assist by L. Scola),23,21
134,2,8:20.0,T. Burke misses 2-pt jump shot from 18 ft,,23,21
135,2,8:19.0,,Defensive rebound by Team,23,21
136,2,8:19.0,Official timeout,,23,21
137,2,8:19.0,D. Favors enters the game for T. Booker,,23,21
138,2,8:19.0,E. Freedom enters the game for R. Gobert,,23,21
139,2,8:00.0,,C. Copeland misses 2-pt jump shot from 14 ft,23,21
140,2,7:59.0,,Offensive rebound by L. Allen,23,21
141,2,7:59.0,,L. Allen makes 2-pt tip-in at rim,23,23
142,2,7:42.0,Shooting foul by L. Allen (drawn by G. Hayward),,23,23
143,2,7:42.0,G. Hayward makes free throw 1 of 2,,24,23
144,2,7:42.0,G. Hayward makes free throw 2 of 2,,25,23
145,2,7:30.0,,A. Price makes 2-pt jump shot from 17 ft,25,25
146,2,7:15.0,Shooting foul by C. Copeland (drawn by D. Favors),,25,25
147,2,7:15.0,D. Favors misses free throw 1 of 2,,25,25
148,2,7:15.0,Offensive rebound by Team,,25,25
149,2,7:15.0,,S. Hill enters the game for C. Copeland,25,25
150,2,7:15.0,D. Favors misses free throw 2 of 2,,25,25
151,2,7:15.0,,Defensive rebound by L. Allen,25,25
152,2,7:03.0,,L. Allen misses 2-pt jump shot from 19 ft,25,25
153,2,7:02.0,Defensive rebound by G. Hayward,,25,25
154,2,6:47.0,Turnover by E. Freedom (traveling),,25,25
155,2,6:25.0,,L. Allen makes 2-pt jump shot from 17 ft (assist by D. Rudež),25,27
156,2,6:19.0,Shooting foul by D. Rudež (drawn by G. Hayward),,25,27
157,2,6:19.0,G. Hayward makes free throw 1 of 2,,26,27
158,2,6:19.0,A. Burks enters the game for J. Ingles,,26,27
159,2,6:19.0,G. Hayward makes free throw 2 of 2,,27,27
160,2,6:06.0,,S. Hill misses 2-pt jump shot from 18 ft,27,27
161,2,6:03.0,Defensive rebound by D. Favors,,27,27
162,2,5:53.0,E. Freedom makes 2-pt layup at rim,,29,27
163,2,5:47.0,,Indiana full timeout,29,27
164,2,5:47.0,,R. Hibbert enters the game for L. Allen,29,27
165,2,5:38.0,,S. Hill makes 2-pt layup from 1 ft (assist by R. Hibbert),29,29
166,2,5:28.0,Personal foul by D. Rudež (drawn by G. Hayward),,29,29
167,2,5:28.0,G. Hayward makes free throw 1 of 2,,30,29
168,2,5:28.0,G. Hayward makes free throw 2 of 2,,31,29
169,2,5:13.0,,R. Hibbert misses 2-pt hook shot from 10 ft,31,29
170,2,5:12.0,Defensive rebound by E. Freedom,,31,29
171,2,4:57.0,G. Hayward makes 2-pt jump shot from 19 ft (assist by D. Favors),,33,29
172,2,4:46.0,,A. Price misses 2-pt jump shot from 6 ft (block by E. Freedom),33,29
173,2,4:46.0,,Offensive rebound by Team,33,29
174,2,4:46.0,,C. Copeland enters the game for D. Rudež,33,29
175,2,4:40.0,,L. Scola misses 2-pt jump shot from 18 ft,33,29
176,2,4:39.0,,Offensive rebound by S. Hill,33,29
177,2,4:35.0,,S. Hill misses 3-pt jump shot from 22 ft,33,29
178,2,4:34.0,Defensive rebound by G. Hayward,,33,29
179,2,4:27.0,T. Burke misses 3-pt jump shot from 26 ft,,33,29
180,2,4:26.0,,Defensive rebound by L. Scola,33,29
181,2,4:15.0,,L. Scola makes 2-pt layup from 2 ft,33,31
182,2,4:04.0,D. Favors makes 2-pt jump shot from 17 ft (assist by T. Burke),,35,31
183,2,3:46.0,,A. Price makes 2-pt jump shot from 13 ft,35,33
184,2,3:33.0,T. Burke makes 2-pt layup from 2 ft,,37,33
185,2,3:25.0,,Personal foul by E. Freedom (drawn by L. Scola),37,33
186,2,3:25.0,J. Ingles enters the game for G. Hayward,,37,33
187,2,3:17.0,,C. Copeland makes 3-pt jump shot from 27 ft (assist by A. Price),37,36
188,2,2:52.0,A. Burks makes 2-pt layup at rim,,39,36
189,2,2:45.0,,Turnover by A. Price (bad pass; steal by A. Burks),39,36
190,2,2:39.0,A. Burks misses 2-pt jump shot from 9 ft,,39,36
191,2,2:38.0,,Defensive rebound by R. Hibbert,39,36
192,2,2:23.0,,L. Scola misses 2-pt jump shot from 18 ft,39,36
193,2,2:23.0,,Offensive rebound by Team,39,36
194,2,2:23.0,Utah full timeout,,39,36
195,2,2:23.0,G. Hayward enters the game for E. Freedom,,39,36
196,2,2:23.0,T. Booker enters the game for J. Ingles,,39,36
197,2,2:23.0,,D. Sloan enters the game for A. Price,39,36
198,2,2:09.0,,C. Copeland makes 3-pt jump shot from 26 ft (assist by L. Scola),39,39
199,2,1:55.0,T. Burke misses 3-pt jump shot from 27 ft,,39,39
200,2,1:54.0,,Defensive rebound by R. Hibbert,39,39
201,2,1:38.0,,Shooting foul by D. Favors (drawn by R. Hibbert),39,39
202,2,1:38.0,,R. Hibbert makes free throw 1 of 2,39,40
203,2,1:38.0,,R. Hibbert makes free throw 2 of 2,39,41
204,2,1:18.0,G. Hayward misses 2-pt jump shot from 8 ft,,39,41
205,2,1:16.0,,Defensive rebound by S. Hill,39,41
206,2,1:08.0,,Personal foul by T. Booker (drawn by R. Hibbert),39,41
207,2,1:08.0,,R. Hibbert makes free throw 1 of 2,39,42
208,2,1:08.0,E. Freedom enters the game for T. Booker,,39,42
209,2,1:08.0,,R. Hibbert makes free throw 2 of 2,39,43
210,2,0:56.0,Turnover by E. Freedom (bad pass; steal by S. Hill),,39,43
211,2,0:54.0,,S. Hill makes 2-pt dunk at rim,39,45
