,QUARTER,TIME_REMAINING,UTAH_ACTION,SACRAMENTO_ACTION,UTAH_SCORE,SACRAMENTO_SCORE
28,1,7:40.0,,Shooting foul by D. Favors (drawn by B. McLemore),7,10
29,1,7:40.0,,B. McLemore makes free throw 1 of 2,7,11
30,1,7:40.0,,B. McLemore makes free throw 2 of 2,7,12
31,1,7:40.0,,Violation by Team (delay of game),7,12
32,1,7:16.0,T. Burke makes 2-pt jump shot from 21 ft (assist by E. Freedom),,9,12
33,1,7:02.0,,Turnover by D. Collison (bad pass; steal by A. Burks),9,12
34,1,6:59.0,A. Burks makes 2-pt dunk at rim,,11,12
35,1,6:42.0,,R. Gay misses 2-pt jump shot from 13 ft,11,12
36,1,6:42.0,Defensive rebound by G. Hayward,,11,12
37,1,6:34.0,G. Hayward makes 2-pt jump shot from 18 ft,,13,12
38,1,6:12.0,,J. Thompson makes 2-pt jump shot from 6 ft (assist by B. McLemore),13,14
39,1,5:54.0,G. Hayward misses 2-pt jump shot from 19 ft,,13,14
40,1,5:53.0,Offensive rebound by D. Favors,,13,14
41,1,5:53.0,D. Favors makes 2-pt tip-in from 1 ft,,15,14
42,1,5:41.0,,D. Collison misses 2-pt jump shot from 18 ft,15,14
43,1,5:41.0,Defensive rebound by E. Freedom,,15,14
44,1,5:33.0,A. Burks makes 2-pt layup from 1 ft (assist by T. Burke),,17,14
45,1,5:33.0,Shooting foul by R. Evans (drawn by A. Burks),,17,14
46,1,5:33.0,,Sacramento full timeout,17,14
47,1,5:33.0,T. Booker enters the game for E. Freedom,,17,14
48,1,5:33.0,A. Burks misses free throw 1 of 1,,17,14
49,1,5:32.0,,Defensive rebound by R. Evans,17,14
50,1,5:19.0,,B. McLemore misses 2-pt jump shot from 3 ft (block by D. Favors),17,14
51,1,5:14.0,Defensive rebound by A. Burks,,17,14
52,1,5:03.0,Turnover by G. Hayward (traveling),,17,14
53,1,5:03.0,R. Hood enters the game for A. Burks,,17,14
54,1,4:50.0,,R. Evans misses 2-pt layup from 2 ft,17,14
55,1,4:50.0,Defensive rebound by Team,,17,14
56,1,4:33.0,T. Burke makes 2-pt jump shot from 17 ft,,19,14
57,1,4:17.0,,B. McLemore misses 2-pt jump shot from 20 ft,19,14
58,1,4:16.0,Defensive rebound by T. Burke,,19,14
59,1,4:11.0,T. Booker misses 2-pt layup from 2 ft,,19,14
60,1,4:09.0,,Defensive rebound by R. Evans,19,14
61,1,3:56.0,,R. Gay makes 2-pt jump shot from 9 ft,19,16
62,1,3:49.0,Shooting foul by R. Gay (drawn by G. Hayward),,19,16
63,1,3:49.0,G. Hayward misses free throw 1 of 2,,19,16
64,1,3:49.0,Offensive rebound by Team,,19,16
65,1,3:49.0,G. Hayward makes free throw 2 of 2,,20,16
66,1,3:36.0,,Def 3 sec tech foul by D. Favors,20,16
67,1,3:36.0,,R. Gay makes technical free throw,20,17
68,1,3:36.0,,N. Stauskas enters the game for R. Evans,20,17
69,1,3:36.0,,C. Landry enters the game for B. McLemore,20,17
70,1,3:27.0,,R. Gay misses 2-pt jump shot from 16 ft,20,17
71,1,3:27.0,Defensive rebound by D. Favors,,20,17
72,1,3:07.0,Turnover by T. Booker (lost ball; steal by R. Gay),,20,17
73,1,2:58.0,,N. Stauskas misses 3-pt jump shot from 24 ft,20,17
74,1,2:57.0,Defensive rebound by G. Hayward,,20,17
75,1,2:50.0,G. Hayward makes 2-pt jump shot from 9 ft,,22,17
76,1,2:32.0,,D. Collison makes 2-pt jump shot from 15 ft,22,19
77,1,2:31.0,Utah full timeout,,22,19
78,1,2:31.0,D. Exum enters the game for D. Favors,,22,19
79,1,2:31.0,R. Gobert enters the game for T. Burke,,22,19
80,1,2:31.0,,D. Williams enters the game for R. Gay,22,19
81,1,2:22.0,Shooting foul by C. Landry (drawn by R. Gobert),,22,19
82,1,2:22.0,R. Gobert misses free throw 1 of 2,,22,19
83,1,2:22.0,Offensive rebound by Team,,22,19
84,1,2:22.0,R. Gobert makes free throw 2 of 2,,23,19
85,1,2:06.0,,D. Collison makes 2-pt jump shot from 18 ft,23,21
86,1,1:51.0,T. Booker makes 2-pt jump shot from 13 ft (assist by G. Hayward),,25,21
87,1,1:33.0,,N. Stauskas misses 2-pt jump shot from 18 ft,25,21
88,1,1:32.0,Defensive rebound by G. Hayward,,25,21
89,1,1:28.0,G. Hayward makes 2-pt jump shot from 8 ft,,27,21
90,1,1:06.0,,D. Williams misses 2-pt jump shot from 8 ft,27,21
91,1,1:05.0,Defensive rebound by T. Booker,,27,21
92,1,0:53.0,G. Hayward misses 2-pt jump shot from 20 ft,,27,21
93,1,0:52.0,,Defensive rebound by D. Collison,27,21
94,1,0:38.0,,Shooting foul by R. Gobert (drawn by C. Landry),27,21
95,1,0:38.0,,C. Landry makes free throw 1 of 2,27,22
96,1,0:38.0,,R. Hollins enters the game for J. Thompson,27,22
97,1,0:38.0,,C. Landry makes free throw 2 of 2,27,23
98,1,0:17.0,R. Hood misses 3-pt jump shot from 25 ft,,27,23
99,1,0:17.0,Offensive rebound by Team,,27,23
100,1,0:17.0,Shooting foul by R. Hollins (drawn by T. Booker),,27,23
101,1,0:17.0,T. Booker makes free throw 1 of 2,,28,23
102,1,0:17.0,T. Booker misses free throw 2 of 2,,28,23
103,1,0:16.0,Offensive rebound by R. Gobert,,28,23
104,1,0:01.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by T. Booker),,31,23
105,2,11:41.0,,N. Stauskas makes 3-pt jump shot from 24 ft (assist by R. Sessions),31,26
106,2,11:21.0,D. Exum misses 3-pt jump shot from 23 ft,,31,26
107,2,11:20.0,,Defensive rebound by N. Stauskas,31,26
108,2,11:07.0,,C. Landry makes 2-pt jump shot from 16 ft,31,28
109,2,10:50.0,E. Freedom misses 2-pt jump shot from 7 ft,,31,28
110,2,10:50.0,Offensive rebound by Team,,31,28
111,2,10:50.0,,Loose ball foul by C. Landry (drawn by R. Gobert),31,28
112,2,10:43.0,E. Freedom misses 2-pt jump shot from 5 ft,,31,28
113,2,10:42.0,,Defensive rebound by Team,31,28
114,2,10:42.0,Loose ball foul by E. Freedom (drawn by R. Hollins),,31,28
115,2,10:24.0,,Turnover by R. Hollins (3 sec),31,28
116,2,10:05.0,J. Ingles makes 2-pt jump shot from 14 ft (assist by R. Gobert),,33,28
117,2,9:49.0,,N. Stauskas makes 2-pt jump shot from 18 ft (assist by C. Landry),33,30
118,2,9:24.0,J. Ingles misses 2-pt jump shot from 19 ft,,33,30
119,2,9:22.0,Offensive rebound by R. Gobert,,33,30
120,2,9:10.0,Turnover by D. Exum (bad pass; steal by R. Sessions),,33,30
121,2,8:52.0,,Turnover by D. Williams (lost ball),33,30
122,2,8:52.0,Official timeout,,33,30
123,2,8:41.0,E. Freedom makes 2-pt jump shot from 17 ft (assist by A. Burks),,35,30
124,2,8:23.0,,Turnover by C. Landry (traveling),35,30
125,2,8:10.0,Turnover by E. Freedom (lost ball; steal by R. Hollins),,35,30
126,2,8:04.0,,Personal foul by D. Exum (drawn by R. Sessions),35,30
127,2,7:58.0,,Shooting foul by E. Freedom (drawn by C. Landry),35,30
128,2,7:58.0,,C. Landry makes free throw 1 of 2,35,31
129,2,7:58.0,,C. Landry makes free throw 2 of 2,35,32
130,2,7:43.0,A. Burks misses 2-pt jump shot from 12 ft,,35,32
131,2,7:42.0,,Defensive rebound by N. Stauskas,35,32
132,2,7:28.0,,D. Williams makes 2-pt layup from 2 ft,35,34
133,2,7:20.0,A. Burks makes 2-pt layup from 2 ft,,37,34
134,2,7:05.0,,Shooting block foul by D. Exum (drawn by R. Sessions),37,34
135,2,7:05.0,,R. Sessions makes free throw 1 of 2,37,35
136,2,7:05.0,,J. Thompson enters the game for C. Landry,37,35
137,2,7:05.0,,R. Sessions makes free throw 2 of 2,37,36
138,2,6:51.0,R. Gobert makes 2-pt layup from 3 ft (assist by J. Ingles),,39,36
139,2,6:35.0,,J. Thompson misses 2-pt jump shot from 17 ft,39,36
140,2,6:33.0,Defensive rebound by J. Ingles,,39,36
141,2,6:21.0,Shooting foul by R. Hollins (drawn by E. Freedom),,39,36
142,2,6:21.0,E. Freedom makes free throw 1 of 2,,40,36
143,2,6:21.0,,R. Gay enters the game for D. Williams,40,36
144,2,6:21.0,,R. Evans enters the game for R. Hollins,40,36
145,2,6:21.0,D. Favors enters the game for D. Exum,,40,36
146,2,6:21.0,T. Burke enters the game for R. Gobert,,40,36
147,2,6:21.0,E. Freedom makes free throw 2 of 2,,41,36
148,2,6:04.0,,R. Sessions makes 2-pt jump shot from 8 ft,41,38
149,2,5:44.0,Turnover by J. Ingles (bad pass; steal by N. Stauskas),,41,38
150,2,5:26.0,,R. Evans makes 2-pt layup from 2 ft (assist by R. Sessions),41,40
151,2,5:13.0,T. Burke misses 2-pt jump shot from 16 ft,,41,40
152,2,5:13.0,,Defensive rebound by R. Evans,41,40
153,2,4:54.0,,R. Gay misses 2-pt jump shot from 7 ft (block by J. Ingles),41,40
154,2,4:54.0,,Offensive rebound by R. Gay,41,40
155,2,4:54.0,,Shooting foul by D. Favors (drawn by R. Gay),41,40
156,2,4:54.0,,Sacramento full timeout,41,40
157,2,4:54.0,,D. Collison enters the game for R. Sessions,41,40
158,2,4:54.0,R. Hood enters the game for E. Freedom,,41,40
159,2,4:54.0,G. Hayward enters the game for A. Burks,,41,40
160,2,4:54.0,T. Booker enters the game for J. Ingles,,41,40
161,2,4:54.0,,R. Gay makes free throw 1 of 2,41,41
162,2,4:54.0,,R. Gay makes free throw 2 of 2,41,42
163,2,4:36.0,G. Hayward misses 3-pt jump shot from 25 ft,,41,42
164,2,4:35.0,,Defensive rebound by J. Thompson,41,42
165,2,4:13.0,,N. Stauskas makes 2-pt jump shot from 20 ft (assist by D. Collison),41,44
166,2,3:44.0,T. Booker makes 2-pt layup from 1 ft (assist by G. Hayward),,43,44
167,2,3:19.0,,R. Gay misses 2-pt jump shot from 12 ft,43,44
168,2,3:18.0,Defensive rebound by D. Favors,,43,44
169,2,3:07.0,D. Favors makes 2-pt jump shot from 17 ft (assist by T. Burke),,45,44
170,2,2:50.0,,Turnover by J. Thompson (bad pass; steal by G. Hayward),45,44
171,2,2:45.0,T. Burke makes 2-pt jump shot from 18 ft (assist by G. Hayward),,47,44
172,2,2:45.0,,Sacramento full timeout,47,44
173,2,2:45.0,Utah full timeout,,47,44
174,2,2:45.0,,B. McLemore enters the game for N. Stauskas,47,44
175,2,2:24.0,,Shooting foul by D. Favors (drawn by R. Evans),47,44
176,2,2:24.0,,R. Evans misses free throw 1 of 2,47,44
177,2,2:24.0,,Offensive rebound by Team,47,44
178,2,2:24.0,R. Gobert enters the game for D. Favors,,47,44
179,2,2:24.0,,R. Evans makes free throw 2 of 2,47,45
180,2,2:06.0,T. Booker misses 2-pt jump shot from 18 ft,,47,45
181,2,2:06.0,,Defensive rebound by R. Evans,47,45
182,2,1:54.0,,R. Gay makes 2-pt jump shot from 13 ft,47,47
183,2,1:36.0,Turnover by G. Hayward (bad pass; steal by R. Evans),,47,47
184,2,1:31.0,,Shooting foul by T. Booker (drawn by D. Collison),47,47
185,2,1:31.0,,D. Collison makes free throw 1 of 2,47,48
186,2,1:31.0,A. Burks enters the game for R. Hood,,47,48
187,2,1:31.0,,D. Collison makes free throw 2 of 2,47,49
188,2,1:21.0,Shooting foul by D. Collison (drawn by T. Burke),,47,49
189,2,1:21.0,T. Burke makes free throw 1 of 2,,48,49
190,2,1:21.0,T. Burke makes free throw 2 of 2,,49,49
191,2,1:02.0,,Shooting foul by R. Gobert (drawn by R. Gay),49,49
192,2,1:02.0,,R. Gay makes free throw 1 of 2,49,50
193,2,1:02.0,,R. Gay makes free throw 2 of 2,49,51
194,2,0:53.0,Turnover by T. Booker (bad pass; steal by R. Gay),,49,51
195,2,0:50.0,,R. Gay makes 2-pt dunk at rim,49,53
196,2,0:32.0,Turnover by A. Burks (bad pass; steal by D. Collison),,49,53
197,2,0:29.0,,B. McLemore makes 2-pt dunk at rim (assist by D. Collison),49,55
198,2,0:06.0,G. Hayward misses 3-pt jump shot from 25 ft,,49,55
199,2,0:04.0,Offensive rebound by A. Burks,,49,55
200,2,0:02.0,Utah full timeout,,49,55
201,2,0:00.0,G. Hayward misses 3-pt jump shot from 25 ft,,49,55
202,2,0:00.0,Offensive rebound by Team,,49,55
203,3,11:43.0,,Shooting foul by D. Favors (drawn by R. Evans),49,55
204,3,11:43.0,,R. Evans makes free throw 1 of 2,49,56
205,3,11:43.0,R. Gobert enters the game for D. Favors,,49,56
206,3,11:43.0,,R. Evans misses free throw 2 of 2,49,56
207,3,11:42.0,Defensive rebound by E. Freedom,,49,56
208,3,11:24.0,Shooting foul by D. Collison (drawn by T. Burke),,49,56
209,3,11:24.0,T. Burke makes free throw 1 of 2,,50,56
210,3,11:24.0,T. Burke makes free throw 2 of 2,,51,56
211,3,11:08.0,,R. Gay makes 2-pt jump shot from 19 ft,51,58
212,3,10:53.0,E. Freedom misses 2-pt jump shot from 16 ft,,51,58
213,3,10:52.0,Offensive rebound by R. Gobert,,51,58
214,3,10:52.0,R. Gobert makes 2-pt tip-in from 1 ft,,53,58
215,3,10:40.0,,J. Thompson makes 2-pt jump shot from 18 ft (assist by D. Collison),53,60
216,3,10:25.0,R. Gobert makes 2-pt dunk at rim (assist by T. Burke),,55,60
217,3,10:06.0,,R. Evans misses 2-pt layup from 3 ft,55,60
218,3,10:04.0,Defensive rebound by R. Gobert,,55,60
219,3,10:02.0,Shooting foul by D. Collison (drawn by G. Hayward),,55,60
220,3,10:02.0,G. Hayward makes free throw 1 of 2,,56,60
221,3,10:02.0,J. Evans enters the game for R. Gobert,,56,60
222,3,10:02.0,G. Hayward makes free throw 2 of 2,,57,60
223,3,9:53.0,,Turnover by D. Collison (lost ball; steal by G. Hayward),57,60
224,3,9:50.0,Turnover by T. Burke (bad pass; steal by R. Gay),,57,60
225,3,9:40.0,,Turnover by J. Thompson (bad pass),57,60
226,3,9:30.0,T. Burke misses 2-pt jump shot from 18 ft,,57,60
227,3,9:29.0,,Defensive rebound by D. Collison,57,60
228,3,9:19.0,,D. Collison misses 3-pt jump shot from 25 ft,57,60
229,3,9:18.0,Defensive rebound by E. Freedom,,57,60
230,3,9:14.0,Shooting foul by B. McLemore (drawn by A. Burks),,57,60
231,3,9:14.0,A. Burks makes free throw 1 of 2,,58,60
232,3,9:14.0,A. Burks makes free throw 2 of 2,,59,60
233,3,8:49.0,,D. Collison misses 3-pt jump shot from 23 ft,59,60
234,3,8:48.0,Defensive rebound by Team,,59,60
235,3,8:33.0,Personal foul by R. Gay (drawn by E. Freedom),,59,60
236,3,8:22.0,T. Burke misses 3-pt jump shot from 27 ft,,59,60
237,3,8:21.0,,Defensive rebound by R. Evans,59,60
238,3,8:13.0,,R. Gay makes 2-pt layup from 2 ft,59,62
239,3,8:06.0,A. Burks misses 2-pt jump shot from 3 ft,,59,62
240,3,8:05.0,,Defensive rebound by R. Gay,59,62
241,3,7:56.0,,R. Gay misses 2-pt jump shot from 16 ft,59,62
242,3,7:56.0,Defensive rebound by A. Burks,,59,62
243,3,7:53.0,Shooting foul by B. McLemore (drawn by G. Hayward),,59,62
244,3,7:53.0,G. Hayward makes free throw 1 of 2,,60,62
245,3,7:53.0,R. Gobert enters the game for J. Evans,,60,62
246,3,7:53.0,G. Hayward misses free throw 2 of 2,,60,62
247,3,7:51.0,,Defensive rebound by R. Gay,60,62
248,3,7:33.0,,J. Thompson misses 2-pt jump shot from 5 ft,60,62
249,3,7:32.0,,Offensive rebound by J. Thompson,60,62
250,3,7:31.0,,J. Thompson misses 2-pt layup from 3 ft (block by E. Freedom),60,62
251,3,7:29.0,Defensive rebound by T. Burke,,60,62
252,3,7:26.0,Turnover by E. Freedom (lost ball),,60,62
253,3,7:17.0,,D. Collison makes 2-pt jump shot from 18 ft,60,64
254,3,6:57.0,T. Burke misses 2-pt jump shot from 7 ft (block by B. McLemore),,60,64
255,3,6:57.0,Offensive rebound by Team,,60,64
256,3,6:57.0,,C. Landry enters the game for J. Thompson,60,64
257,3,6:50.0,A. Burks misses 3-pt jump shot from 25 ft,,60,64
258,3,6:50.0,,Defensive rebound by R. Evans,60,64
259,3,6:35.0,,C. Landry misses 2-pt jump shot from 20 ft,60,64
260,3,6:34.0,Defensive rebound by Team,,60,64
261,3,6:34.0,D. Exum enters the game for T. Burke,,60,64
262,3,6:18.0,G. Hayward misses 3-pt jump shot from 25 ft,,60,64
263,3,6:17.0,,Defensive rebound by R. Evans,60,64
264,3,6:06.0,,D. Collison misses 2-pt jump shot from 16 ft,60,64
265,3,6:06.0,Defensive rebound by R. Gobert,,60,64
266,3,6:01.0,E. Freedom makes 2-pt dunk at rim (assist by G. Hayward),,62,64
267,3,6:00.0,,Sacramento full timeout,62,64
268,3,6:00.0,R. Hood enters the game for A. Burks,,62,64
269,3,5:57.0,,Turnover by C. Landry (lost ball),62,64
270,3,5:34.0,R. Hood misses 2-pt jump shot from 18 ft,,62,64
271,3,5:34.0,,Defensive rebound by R. Evans,62,64
272,3,5:17.0,,R. Gay misses 3-pt jump shot from 24 ft,62,64
273,3,5:17.0,Defensive rebound by G. Hayward,,62,64
274,3,5:09.0,G. Hayward misses 2-pt jump shot from 5 ft (block by R. Gay),,62,64
275,3,5:09.0,Offensive rebound by Team,,62,64
276,3,5:09.0,,N. Stauskas enters the game for R. Evans,62,64
277,3,5:09.0,,R. Hollins enters the game for B. McLemore,62,64
278,3,4:58.0,Turnover by R. Gobert (lost ball),,62,64
279,3,4:49.0,,D. Collison misses 2-pt jump shot from 3 ft (block by R. Gobert),62,64
280,3,4:47.0,Defensive rebound by E. Freedom,,62,64
281,3,4:34.0,Turnover by E. Freedom (traveling),,62,64
282,3,4:34.0,Technical foul by E. Freedom,,62,64
283,3,4:34.0,T. Booker enters the game for E. Freedom,,62,64
284,3,4:34.0,,R. Gay misses technical free throw,62,64
285,3,4:34.0,,Offensive rebound by Team,62,64
286,3,4:08.0,,R. Gay makes 2-pt jump shot from 13 ft,62,66
287,3,3:53.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,64,66
288,3,3:35.0,,Turnover by R. Gay (lost ball),64,66
289,3,3:35.0,,R. Sessions enters the game for D. Collison,64,66
290,3,3:20.0,D. Exum misses 2-pt jump shot from 20 ft,,64,66
291,3,3:20.0,,Defensive rebound by R. Gay,64,66
292,3,3:13.0,,Turnover by R. Gay (traveling),64,66
293,3,3:13.0,Utah full timeout,,64,66
294,3,2:55.0,T. Booker misses 2-pt jump shot from 4 ft,,64,66
295,3,2:54.0,Offensive rebound by R. Gobert,,64,66
296,3,2:54.0,R. Gobert misses 2-pt tip-in from 2 ft,,64,66
297,3,2:53.0,,Defensive rebound by R. Hollins,64,66
298,3,2:48.0,,R. Sessions misses 2-pt layup from 2 ft (block by T. Booker),64,66
299,3,2:47.0,,Offensive rebound by N. Stauskas,64,66
300,3,2:44.0,,N. Stauskas misses 2-pt layup from 2 ft,64,66
301,3,2:44.0,Defensive rebound by Team,,64,66
302,3,2:44.0,,Loose ball foul by C. Landry (drawn by R. Gobert),64,66
303,3,2:44.0,R. Gobert makes free throw 1 of 2,,65,66
304,3,2:44.0,T. Burke enters the game for D. Exum,,65,66
305,3,2:44.0,R. Gobert misses free throw 2 of 2,,65,66
306,3,2:43.0,,Defensive rebound by Team,65,66
307,3,2:28.0,,Turnover by R. Sessions (bad pass; steal by T. Booker),65,66
308,3,2:22.0,G. Hayward misses 3-pt jump shot from 23 ft,,65,66
309,3,2:21.0,Offensive rebound by R. Gobert,,65,66
310,3,2:19.0,R. Gobert misses 2-pt jump shot from 4 ft,,65,66
311,3,2:18.0,Offensive rebound by T. Booker,,65,66
312,3,2:17.0,R. Gobert misses 2-pt jump shot from 3 ft,,65,66
313,3,2:15.0,Offensive rebound by R. Gobert,,65,66
314,3,2:15.0,R. Gobert makes 2-pt dunk at rim,,67,66
315,3,1:57.0,,R. Gay misses 2-pt jump shot from 10 ft,67,66
316,3,1:56.0,Defensive rebound by R. Gobert,,67,66
317,3,1:43.0,G. Hayward misses 3-pt jump shot from 23 ft,,67,66
318,3,1:42.0,,Defensive rebound by R. Hollins,67,66
319,3,1:29.0,,R. Sessions misses 2-pt jump shot from 18 ft,67,66
320,3,1:28.0,,Offensive rebound by C. Landry,67,66
321,3,1:21.0,,N. Stauskas misses 2-pt jump shot from 15 ft,67,66
322,3,1:20.0,Defensive rebound by T. Booker,,67,66
323,3,1:02.0,T. Booker misses 2-pt jump shot from 17 ft,,67,66
324,3,1:01.0,,Defensive rebound by N. Stauskas,67,66
325,3,0:45.0,,Personal foul by G. Hayward (drawn by N. Stauskas),67,66
326,3,0:45.0,,J. Thompson enters the game for R. Hollins,67,66
327,3,0:45.0,,D. Williams enters the game for R. Gay,67,66
328,3,0:39.0,,R. Sessions makes 2-pt jump shot from 5 ft (assist by J. Thompson),67,68
329,3,0:39.0,,Shooting foul by T. Burke (drawn by R. Sessions),67,68
330,3,0:39.0,,R. Sessions misses free throw 1 of 1,67,68
331,3,0:39.0,Defensive rebound by Team,,67,68
332,3,0:39.0,,Loose ball foul by C. Landry (drawn by T. Booker),67,68
333,3,0:39.0,T. Booker makes free throw 1 of 2,,68,68
334,3,0:39.0,,R. Evans enters the game for C. Landry,68,68
335,3,0:39.0,E. Freedom enters the game for R. Gobert,,68,68
336,3,0:39.0,T. Booker misses free throw 2 of 2,,68,68
337,3,0:37.0,,Defensive rebound by N. Stauskas,68,68
338,3,0:25.0,,N. Stauskas misses 3-pt jump shot from 24 ft,68,68
339,3,0:23.0,,Offensive rebound by Team,68,68
340,3,0:23.0,R. Gobert enters the game for E. Freedom,,68,68
341,3,0:02.0,,Shooting foul by R. Gobert (drawn by R. Sessions),68,68
342,3,0:02.0,,R. Sessions misses free throw 1 of 2,68,68
343,3,0:02.0,,Offensive rebound by Team,68,68
344,3,0:02.0,,R. Sessions misses free throw 2 of 2,68,68
345,3,0:02.0,,Offensive rebound by R. Sessions,68,68
346,3,0:00.0,,R. Sessions misses 2-pt jump shot from 14 ft,68,68
347,3,0:00.0,,Offensive rebound by Team,68,68
348,4,11:43.0,D. Favors misses 2-pt jump shot from 19 ft,,68,68
349,4,11:42.0,,Defensive rebound by J. Thompson,68,68
350,4,11:27.0,,N. Stauskas misses 2-pt jump shot from 11 ft,68,68
351,4,11:26.0,Defensive rebound by D. Favors,,68,68
352,4,11:15.0,Shooting foul by R. Evans (drawn by A. Burks),,68,68
353,4,11:15.0,A. Burks makes free throw 1 of 2,,69,68
354,4,11:15.0,A. Burks makes free throw 2 of 2,,70,68
355,4,10:57.0,,D. Williams misses 2-pt jump shot from 5 ft,70,68
356,4,10:55.0,,Offensive rebound by D. Williams,70,68
357,4,10:55.0,,D. Williams makes 2-pt tip-in from 1 ft,70,70
358,4,10:42.0,T. Burke misses 2-pt jump shot from 18 ft,,70,70
359,4,10:41.0,,Defensive rebound by R. Sessions,70,70
360,4,10:31.0,,J. Thompson misses 2-pt jump shot from 17 ft,70,70
361,4,10:31.0,,Offensive rebound by N. Stauskas,70,70
362,4,10:12.0,,N. Stauskas makes 2-pt jump shot from 15 ft (assist by R. Sessions),70,72
363,4,9:57.0,Personal foul by R. Sessions (drawn by T. Burke),,70,72
364,4,9:57.0,T. Booker enters the game for E. Freedom,,70,72
365,4,9:47.0,R. Hood misses 3-pt jump shot from 25 ft,,70,72
366,4,9:46.0,,Defensive rebound by R. Sessions,70,72
367,4,9:42.0,,Personal foul by R. Hood (drawn by D. Williams),70,72
368,4,9:42.0,E. Freedom enters the game for T. Booker,,70,72
369,4,9:36.0,,D. Williams misses 2-pt layup from 2 ft (block by E. Freedom),70,72
370,4,9:36.0,,Offensive rebound by Team,70,72
371,4,9:23.0,,D. Williams makes 3-pt jump shot from 25 ft (assist by R. Sessions),70,75
372,4,9:06.0,E. Freedom misses 2-pt jump shot from 18 ft,,70,75
373,4,9:05.0,,Defensive rebound by R. Evans,70,75
374,4,8:55.0,,J. Thompson makes 2-pt jump shot from 5 ft (assist by R. Evans),70,77
375,4,8:55.0,Utah full timeout,,70,77
376,4,8:36.0,T. Burke misses 3-pt jump shot from 24 ft,,70,77
377,4,8:35.0,,Defensive rebound by R. Evans,70,77
378,4,8:19.0,,N. Stauskas makes 3-pt jump shot from 24 ft (assist by J. Thompson),70,80
379,4,7:57.0,Shooting foul by R. Evans (drawn by D. Favors),,70,80
380,4,7:57.0,D. Favors makes free throw 1 of 2,,71,80
381,4,7:57.0,G. Hayward enters the game for R. Hood,,71,80
382,4,7:57.0,D. Favors misses free throw 2 of 2,,71,80
383,4,7:56.0,,Defensive rebound by R. Evans,71,80
384,4,7:40.0,,Personal foul by E. Freedom (drawn by N. Stauskas),71,80
385,4,7:40.0,D. Exum enters the game for T. Burke,,71,80
386,4,7:29.0,,D. Williams misses 2-pt jump shot from 4 ft,71,80
387,4,7:28.0,Defensive rebound by E. Freedom,,71,80
388,4,7:12.0,D. Favors makes 2-pt jump shot from 12 ft (assist by A. Burks),,73,80
389,4,6:54.0,,Turnover by N. Stauskas (lost ball; steal by A. Burks),73,80
390,4,6:46.0,D. Exum makes 2-pt jump shot from 3 ft (assist by G. Hayward),,75,80
391,4,6:40.0,,Sacramento full timeout,75,80
392,4,6:32.0,,Turnover by R. Sessions (bad pass),75,80
393,4,6:18.0,D. Favors misses 2-pt jump shot from 19 ft,,75,80
394,4,6:18.0,Offensive rebound by Team,,75,80
395,4,6:18.0,Personal foul by J. Thompson (drawn by E. Freedom),,75,80
396,4,6:18.0,,D. Collison enters the game for D. Williams,75,80
