,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SACRAMENTO_ACTION,LA CLIPPERS_SCORE,SACRAMENTO_SCORE
28,1,8:24.0,Offensive rebound by Team,,9,10
29,1,8:24.0,D. Jordan misses free throw 2 of 2,,9,10
30,1,8:23.0,,Defensive rebound by J. Thompson,9,10
31,1,8:16.0,,Turnover by D. Collison (step out of bounds),9,10
32,1,8:07.0,B. Griffin misses 2-pt jump shot from 19 ft,,9,10
33,1,8:06.0,,Defensive rebound by D. Williams,9,10
34,1,7:48.0,,D. Collison makes 3-pt jump shot from 22 ft,9,13
35,1,7:44.0,M. Barnes makes 2-pt layup from 1 ft (assist by B. Griffin),,11,13
36,1,7:18.0,,J. Thompson makes 2-pt jump shot from 19 ft (assist by B. McLemore),11,15
37,1,7:04.0,J. Redick makes 2-pt jump shot from 10 ft,,13,15
38,1,6:57.0,,Turnover by B. McLemore (lost ball; steal by J. Redick),13,15
39,1,6:56.0,Personal foul by D. Williams (drawn by M. Barnes),,13,15
40,1,6:48.0,C. Paul misses 2-pt jump shot from 15 ft,,13,15
41,1,6:47.0,,Defensive rebound by J. Thompson,13,15
42,1,6:40.0,,Shooting foul by J. Redick (drawn by J. Thompson),13,15
43,1,6:40.0,,J. Thompson makes free throw 1 of 2,13,16
44,1,6:40.0,,J. Thompson makes free throw 2 of 2,13,17
45,1,6:30.0,J. Redick misses 3-pt jump shot from 25 ft,,13,17
46,1,6:29.0,,Defensive rebound by J. Thompson,13,17
47,1,6:21.0,,B. McLemore makes 2-pt jump shot from 16 ft (assist by J. Thompson),13,19
48,1,6:13.0,Turnover by J. Redick (offensive foul),,13,19
49,1,6:13.0,,Offensive charge foul by J. Redick (drawn by R. Hollins),13,19
50,1,6:13.0,J. Crawford enters the game for J. Redick,,13,19
51,1,6:00.0,,Personal foul by M. Barnes (drawn by D. Williams),13,19
52,1,5:47.0,,D. Williams misses 3-pt jump shot from 25 ft,13,19
53,1,5:47.0,,Offensive rebound by R. Hollins,13,19
54,1,5:42.0,,D. Williams misses 2-pt jump shot from 1 ft,13,19
55,1,5:41.0,,Offensive rebound by D. Williams,13,19
56,1,5:41.0,,D. Williams makes 2-pt tip-in from 1 ft,13,21
57,1,5:34.0,LA Clippers full timeout,,13,21
58,1,5:17.0,J. Crawford misses 3-pt jump shot from 24 ft,,13,21
59,1,5:17.0,Offensive rebound by D. Jordan,,13,21
60,1,5:12.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by C. Paul),,16,21
61,1,4:51.0,,J. Thompson makes 2-pt jump shot from 17 ft (assist by D. Collison),16,23
62,1,4:36.0,B. Griffin makes 2-pt hook shot from 9 ft,,18,23
63,1,4:26.0,,Turnover by D. Collison (bad pass; steal by M. Barnes),18,23
64,1,4:21.0,M. Barnes makes 2-pt layup from 3 ft (assist by J. Crawford),,20,23
65,1,4:03.0,,R. Hollins misses 2-pt jump shot from 20 ft,20,23
66,1,4:02.0,Defensive rebound by M. Barnes,,20,23
67,1,3:55.0,D. Jordan misses 2-pt jump shot from 4 ft,,20,23
68,1,3:52.0,Offensive rebound by M. Barnes,,20,23
69,1,3:52.0,M. Barnes makes 2-pt tip-in from 1 ft,,22,23
70,1,3:43.0,,D. Collison misses 2-pt layup from 2 ft (block by D. Jordan),22,23
71,1,3:43.0,,Offensive rebound by Team,22,23
72,1,3:42.0,,Offensive foul by D. Williams (drawn by M. Barnes),22,23
73,1,3:42.0,,Turnover by D. Williams (offensive foul),22,23
74,1,3:19.0,B. Griffin misses 2-pt jump shot from 17 ft,,22,23
75,1,3:18.0,,Defensive rebound by Team,22,23
76,1,3:18.0,,O. Casspi enters the game for D. Williams,22,23
77,1,3:18.0,,R. Evans enters the game for R. Hollins,22,23
78,1,2:56.0,,O. Casspi misses 2-pt jump shot from 7 ft,22,23
79,1,2:55.0,Defensive rebound by D. Jordan,,22,23
80,1,2:44.0,B. Griffin makes 2-pt jump shot from 17 ft,,24,23
81,1,2:35.0,,Personal foul by M. Barnes (drawn by O. Casspi),24,23
82,1,2:35.0,,Sacramento full timeout,24,23
83,1,2:35.0,A. Rivers enters the game for D. Jordan,,24,23
84,1,2:35.0,S. Hawes enters the game for M. Barnes,,24,23
85,1,2:35.0,D. Jones enters the game for C. Paul,,24,23
86,1,2:35.0,,R. Gay enters the game for O. Casspi,24,23
87,1,2:23.0,,J. Thompson makes 2-pt jump shot from 15 ft,24,25
88,1,2:06.0,B. Griffin makes 2-pt layup from 2 ft (assist by S. Hawes),,26,25
89,1,1:41.0,,D. Collison misses 2-pt jump shot from 22 ft (block by A. Rivers),26,25
90,1,1:39.0,,Offensive rebound by D. Collison,26,25
91,1,1:39.0,,D. Collison misses 3-pt jump shot from 26 ft,26,25
92,1,1:39.0,,Offensive rebound by Team,26,25
93,1,1:39.0,,Turnover by Team (shot clock),26,25
94,1,1:21.0,B. Griffin makes 2-pt layup from 1 ft,,28,25
95,1,1:05.0,,B. McLemore makes 2-pt jump shot from 22 ft (assist by R. Gay),28,27
96,1,0:41.0,D. Jones misses 3-pt jump shot from 23 ft,,28,27
97,1,0:39.0,,Defensive rebound by J. Thompson,28,27
98,1,0:25.0,,Shooting foul by B. Griffin (drawn by J. Thompson),28,27
99,1,0:25.0,,J. Thompson makes free throw 1 of 2,28,28
100,1,0:25.0,,R. McCallum enters the game for D. Collison,28,28
101,1,0:25.0,,J. Thompson misses free throw 2 of 2,28,28
102,1,0:24.0,,Offensive rebound by R. Evans,28,28
103,1,0:07.0,,Turnover by R. Gay (bad pass),28,28
104,1,0:02.0,Personal take foul by B. McLemore (drawn by J. Crawford),,28,28
105,1,0:00.0,J. Crawford misses 3-pt jump shot from 24 ft,,28,28
106,1,0:00.0,Offensive rebound by Team,,28,28
107,2,11:40.0,,R. Gay makes 2-pt jump shot from 9 ft,28,30
108,2,11:25.0,A. Rivers misses 2-pt jump shot from 4 ft,,28,30
109,2,11:23.0,Offensive rebound by Team,,28,30
110,2,11:21.0,J. Crawford makes 2-pt jump shot from 15 ft (assist by A. Rivers),,30,30
111,2,11:09.0,,Personal foul by D. Jones (drawn by R. Gay),30,30
112,2,10:53.0,,R. McCallum makes 2-pt jump shot from 13 ft,30,32
113,2,10:36.0,D. Jones misses 2-pt jump shot from 11 ft,,30,32
114,2,10:35.0,Offensive rebound by S. Hawes,,30,32
115,2,10:35.0,S. Hawes makes 2-pt tip-in from 2 ft,,32,32
116,2,10:19.0,,Personal foul by D. Jones (drawn by R. Gay),32,32
117,2,10:19.0,M. Barnes enters the game for D. Jones,,32,32
118,2,10:12.0,,B. McLemore makes 2-pt jump shot from 14 ft (assist by R. Gay),32,34
119,2,9:57.0,A. Rivers misses 2-pt jump shot from 5 ft,,32,34
120,2,9:57.0,Offensive rebound by Team,,32,34
121,2,9:57.0,,Loose ball foul by D. Williams (drawn by S. Hawes),32,34
122,2,9:50.0,S. Hawes misses 2-pt jump shot from 17 ft,,32,34
123,2,9:49.0,,Defensive rebound by R. Gay,32,34
124,2,9:32.0,,R. Gay misses 2-pt jump shot from 17 ft,32,34
125,2,9:31.0,Defensive rebound by Team,,32,34
126,2,9:31.0,,R. Hollins enters the game for D. Williams,32,34
127,2,9:18.0,J. Crawford makes 2-pt jump shot from 5 ft,,34,34
128,2,8:52.0,,R. McCallum misses 2-pt jump shot from 17 ft (block by M. Barnes),34,34
129,2,8:52.0,Defensive rebound by J. Crawford,,34,34
130,2,8:47.0,J. Crawford misses 2-pt layup from 2 ft,,34,34
131,2,8:47.0,Offensive rebound by Team,,34,34
132,2,8:47.0,Official timeout,,34,34
133,2,8:47.0,,D. Collison enters the game for B. McLemore,34,34
134,2,8:39.0,S. Hawes misses 2-pt jump shot from 11 ft,,34,34
135,2,8:38.0,,Defensive rebound by R. Evans,34,34
136,2,8:20.0,,R. McCallum makes 2-pt jump shot from 15 ft,34,36
137,2,8:06.0,Turnover by J. Crawford (lost ball; steal by R. McCallum),,34,36
138,2,7:55.0,,D. Collison misses 3-pt jump shot from 25 ft,34,36
139,2,7:55.0,Defensive rebound by J. Crawford,,34,36
140,2,7:47.0,M. Barnes misses 3-pt jump shot from 22 ft,,34,36
141,2,7:47.0,Offensive rebound by M. Barnes,,34,36
142,2,7:43.0,M. Barnes makes 2-pt dunk at rim,,36,36
143,2,7:20.0,,R. Gay makes 2-pt jump shot from 19 ft,36,38
144,2,7:01.0,G. Davis misses 2-pt layup from 2 ft,,36,38
145,2,7:00.0,,Defensive rebound by R. Evans,36,38
146,2,6:50.0,,R. Gay misses 2-pt jump shot from 18 ft,36,38
147,2,6:50.0,Defensive rebound by Team,,36,38
148,2,6:50.0,,Loose ball foul by R. Evans (drawn by S. Hawes),36,38
149,2,6:50.0,B. Griffin enters the game for S. Hawes,,36,38
150,2,6:50.0,D. Jordan enters the game for A. Rivers,,36,38
151,2,6:50.0,C. Paul enters the game for G. Davis,,36,38
152,2,6:42.0,J. Crawford misses 2-pt jump shot from 14 ft,,36,38
153,2,6:41.0,,Defensive rebound by D. Collison,36,38
154,2,6:36.0,,Turnover by D. Collison (lost ball),36,38
155,2,6:36.0,,J. Thompson enters the game for R. Evans,36,38
156,2,6:21.0,C. Paul misses 2-pt jump shot from 16 ft,,36,38
157,2,6:20.0,,Defensive rebound by J. Thompson,36,38
158,2,6:11.0,,D. Collison misses 2-pt jump shot from 21 ft,36,38
159,2,6:10.0,Defensive rebound by J. Crawford,,36,38
160,2,6:00.0,M. Barnes makes 3-pt jump shot from 23 ft (assist by C. Paul),,39,38
161,2,5:37.0,,R. Gay misses 2-pt jump shot from 18 ft,39,38
162,2,5:36.0,Defensive rebound by D. Jordan,,39,38
163,2,5:27.0,B. Griffin misses 2-pt jump shot from 18 ft,,39,38
164,2,5:27.0,Offensive rebound by C. Paul,,39,38
165,2,5:17.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,41,38
166,2,5:10.0,,Sacramento full timeout,41,38
167,2,5:10.0,J. Redick enters the game for J. Crawford,,41,38
168,2,4:59.0,,J. Thompson misses 2-pt dunk at rim,41,38
169,2,4:58.0,Defensive rebound by B. Griffin,,41,38
170,2,4:51.0,J. Redick misses 2-pt jump shot from 21 ft,,41,38
171,2,4:50.0,,Defensive rebound by J. Thompson,41,38
172,2,4:37.0,,R. Gay makes 2-pt hook shot from 7 ft (assist by R. McCallum),41,40
173,2,4:23.0,B. Griffin makes 2-pt jump shot from 3 ft (assist by C. Paul),,43,40
174,2,4:08.0,,R. McCallum makes 2-pt jump shot from 17 ft,43,42
175,2,3:42.0,M. Barnes misses 3-pt jump shot from 25 ft,,43,42
176,2,3:40.0,Offensive rebound by D. Jordan,,43,42
177,2,3:40.0,D. Jordan misses 2-pt tip-in from 1 ft,,43,42
178,2,3:39.0,,Defensive rebound by J. Thompson,43,42
179,2,3:29.0,,Turnover by R. Hollins (lost ball),43,42
180,2,3:23.0,M. Barnes makes 3-pt jump shot from 23 ft (assist by C. Paul),,46,42
181,2,3:07.0,,D. Collison misses 2-pt jump shot from 18 ft,46,42
182,2,3:06.0,Defensive rebound by B. Griffin,,46,42
183,2,2:58.0,J. Redick misses 3-pt jump shot from 23 ft,,46,42
184,2,2:57.0,Offensive rebound by B. Griffin,,46,42
185,2,2:52.0,C. Paul misses 2-pt jump shot from 10 ft,,46,42
186,2,2:49.0,Offensive rebound by D. Jordan,,46,42
187,2,2:47.0,D. Jordan misses 2-pt layup from 2 ft,,46,42
188,2,2:44.0,,Defensive rebound by R. Hollins,46,42
189,2,2:39.0,Violation by D. Jordan (def goaltending),,46,42
190,2,2:39.0,,D. Collison makes 2-pt layup from 2 ft (assist by J. Thompson),46,44
191,2,2:28.0,Personal foul by J. Thompson (drawn by B. Griffin),,46,44
192,2,2:28.0,LA Clippers full timeout,,46,44
193,2,2:20.0,C. Paul makes 2-pt jump shot from 12 ft,,48,44
194,2,1:55.0,,R. Gay misses 2-pt jump shot from 8 ft,48,44
195,2,1:54.0,,Offensive rebound by J. Thompson,48,44
196,2,1:54.0,,J. Thompson makes 2-pt tip-in at rim,48,46
197,2,1:30.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by B. Griffin),,51,46
198,2,1:09.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by R. McCallum),51,49
199,2,0:50.0,J. Redick misses 3-pt jump shot from 25 ft,,51,49
200,2,0:50.0,,Defensive rebound by R. Hollins,51,49
201,2,0:43.0,,Offensive foul by J. Thompson (drawn by C. Paul),51,49
202,2,0:43.0,,Turnover by J. Thompson (offensive foul),51,49
203,2,0:43.0,J. Crawford enters the game for J. Redick,,51,49
204,2,0:32.0,Shooting foul by R. Hollins (drawn by D. Jordan),,51,49
205,2,0:32.0,D. Jordan misses free throw 1 of 2,,51,49
206,2,0:32.0,Offensive rebound by Team,,51,49
207,2,0:32.0,D. Jones enters the game for M. Barnes,,51,49
208,2,0:32.0,,Q. Miller enters the game for R. Hollins,51,49
209,2,0:32.0,D. Jordan makes free throw 2 of 2,,52,49
210,2,0:09.0,,R. Gay misses 2-pt jump shot from 7 ft,52,49
211,2,0:08.0,,Offensive rebound by R. Gay,52,49
212,2,0:03.0,,R. Gay makes 3-pt jump shot from 23 ft,52,52
213,3,11:45.0,,R. Gay misses 2-pt jump shot from 22 ft,52,52
214,3,11:45.0,,Offensive rebound by D. Collison,52,52
215,3,11:37.0,,D. Collison makes 2-pt jump shot from 8 ft,52,54
216,3,11:16.0,J. Redick makes 2-pt jump shot from 18 ft,,54,54
217,3,10:50.0,,J. Thompson misses 2-pt jump shot from 21 ft,54,54
218,3,10:49.0,Defensive rebound by M. Barnes,,54,54
219,3,10:43.0,Turnover by B. Griffin (bad pass; steal by B. McLemore),,54,54
220,3,10:37.0,,B. McLemore misses 3-pt jump shot from 25 ft,54,54
221,3,10:36.0,Defensive rebound by M. Barnes,,54,54
222,3,10:23.0,C. Paul misses 3-pt jump shot from 24 ft,,54,54
223,3,10:22.0,,Defensive rebound by J. Thompson,54,54
224,3,10:14.0,,Sacramento full timeout,54,54
225,3,10:03.0,,Shooting foul by B. Griffin (drawn by R. Hollins),54,54
226,3,10:03.0,,R. Hollins misses free throw 1 of 2,54,54
227,3,10:03.0,,Offensive rebound by Team,54,54
228,3,10:03.0,,R. Hollins misses free throw 2 of 2,54,54
229,3,10:02.0,Defensive rebound by D. Jordan,,54,54
230,3,9:49.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,56,54
231,3,9:37.0,,Personal foul by D. Jordan (drawn by R. Hollins),56,54
232,3,9:25.0,,D. Collison makes 2-pt jump shot from 17 ft,56,56
233,3,9:07.0,B. Griffin misses 2-pt jump shot from 9 ft (block by J. Thompson),,56,56
234,3,9:07.0,Offensive rebound by Team,,56,56
235,3,9:04.0,Personal foul by J. Thompson (drawn by B. Griffin),,56,56
236,3,8:54.0,M. Barnes misses 3-pt jump shot from 24 ft,,56,56
237,3,8:54.0,,Defensive rebound by J. Thompson,56,56
238,3,8:38.0,,Turnover by R. Gay (lost ball; steal by M. Barnes),56,56
239,3,8:29.0,C. Paul misses 2-pt jump shot from 20 ft,,56,56
240,3,8:29.0,,Defensive rebound by J. Thompson,56,56
241,3,8:26.0,Loose ball foul by D. Jordan (drawn by R. Hollins),,56,56
242,3,8:17.0,,B. McLemore makes 2-pt jump shot from 9 ft,56,58
243,3,8:06.0,J. Redick misses 2-pt jump shot from 3 ft,,56,58
244,3,8:06.0,,Defensive rebound by Team,56,58
245,3,8:06.0,Loose ball foul by D. Jordan (drawn by R. Hollins),,56,58
246,3,7:56.0,,Turnover by R. Hollins (lost ball; steal by D. Jordan),56,58
247,3,7:51.0,Shooting foul by R. Hollins (drawn by B. Griffin),,56,58
248,3,7:51.0,B. Griffin makes free throw 1 of 2,,57,58
249,3,7:51.0,B. Griffin misses free throw 2 of 2,,57,58
250,3,7:50.0,,Defensive rebound by R. Gay,57,58
251,3,7:39.0,,Turnover by D. Collison (bad pass),57,58
252,3,7:31.0,Turnover by M. Barnes (traveling),,57,58
253,3,7:18.0,,R. Gay misses 2-pt jump shot from 10 ft,57,58
254,3,7:18.0,,Offensive rebound by J. Thompson,57,58
255,3,7:12.0,,J. Thompson makes 2-pt jump shot from 7 ft,57,60
256,3,7:02.0,J. Redick makes 3-pt jump shot from 24 ft (assist by M. Barnes),,60,60
257,3,7:02.0,Away from play foul by R. Hollins (drawn by B. Griffin),,60,60
258,3,7:02.0,,R. Evans enters the game for R. Hollins,60,60
259,3,7:02.0,B. Griffin misses free throw 1 of 1,,60,60
260,3,7:01.0,,Defensive rebound by J. Thompson,60,60
261,3,6:53.0,,Offensive foul by R. Evans (drawn by B. Griffin),60,60
262,3,6:53.0,,Turnover by R. Evans (offensive foul),60,60
263,3,6:41.0,J. Redick misses 3-pt jump shot from 22 ft,,60,60
264,3,6:40.0,,Defensive rebound by R. Evans,60,60
265,3,6:23.0,,Shooting foul by M. Barnes (drawn by R. Gay),60,60
266,3,6:23.0,,R. Gay makes free throw 1 of 2,60,61
267,3,6:23.0,,R. Gay makes free throw 2 of 2,60,62
268,3,6:15.0,Shooting foul by R. Gay (drawn by B. Griffin),,60,62
269,3,6:15.0,B. Griffin makes free throw 1 of 2,,61,62
270,3,6:15.0,B. Griffin makes free throw 2 of 2,,62,62
271,3,6:03.0,,R. Gay misses 3-pt jump shot from 24 ft,62,62
272,3,6:03.0,Defensive rebound by M. Barnes,,62,62
273,3,5:59.0,M. Barnes makes 2-pt dunk at rim,,64,62
274,3,5:33.0,,B. McLemore makes 2-pt jump shot from 15 ft,64,64
275,3,5:27.0,Personal foul by B. McLemore (drawn by C. Paul),,64,64
276,3,5:27.0,C. Paul makes free throw 1 of 2,,65,64
277,3,5:27.0,C. Paul makes free throw 2 of 2,,66,64
278,3,5:08.0,,D. Collison misses 3-pt jump shot from 26 ft,66,64
279,3,5:08.0,Defensive rebound by C. Paul,,66,64
280,3,4:59.0,C. Paul misses 3-pt jump shot from 22 ft,,66,64
281,3,4:57.0,Offensive rebound by D. Jordan,,66,64
282,3,4:52.0,J. Redick makes 3-pt jump shot from 24 ft (assist by D. Jordan),,69,64
283,3,4:39.0,,Turnover by D. Collison (bad pass; steal by C. Paul),69,64
284,3,4:36.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,71,64
285,3,4:35.0,,Sacramento full timeout,71,64
286,3,4:35.0,,D. Williams enters the game for R. Gay,71,64
287,3,4:21.0,,D. Williams misses 2-pt jump shot from 5 ft (block by D. Jordan),71,64
288,3,4:19.0,Defensive rebound by M. Barnes,,71,64
289,3,4:14.0,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),,73,64
290,3,3:56.0,,B. McLemore misses 3-pt jump shot from 24 ft,73,64
291,3,3:55.0,Defensive rebound by D. Jordan,,73,64
292,3,3:38.0,C. Paul misses 2-pt jump shot from 8 ft,,73,64
293,3,3:38.0,Offensive rebound by C. Paul,,73,64
294,3,3:36.0,C. Paul makes 2-pt jump shot from 7 ft,,75,64
295,3,3:12.0,,R. Evans makes 2-pt hook shot from 4 ft (assist by D. Williams),75,66
296,3,2:57.0,Shooting foul by J. Thompson (drawn by B. Griffin),,75,66
297,3,2:57.0,B. Griffin makes free throw 1 of 2,,76,66
298,3,2:57.0,,R. McCallum enters the game for J. Thompson,76,66
299,3,2:57.0,,Q. Miller enters the game for D. Collison,76,66
300,3,2:57.0,J. Crawford enters the game for M. Barnes,,76,66
301,3,2:57.0,B. Griffin makes free throw 2 of 2,,77,66
302,3,2:44.0,,R. Evans misses 2-pt jump shot from 6 ft,77,66
303,3,2:42.0,Defensive rebound by C. Paul,,77,66
304,3,2:35.0,B. Griffin makes 2-pt layup from 1 ft (assist by J. Crawford),,79,66
305,3,2:14.0,,D. Williams makes 2-pt jump shot from 15 ft,79,68
306,3,2:00.0,C. Paul misses 2-pt jump shot from 6 ft,,79,68
307,3,2:00.0,,Defensive rebound by Q. Miller,79,68
308,3,1:54.0,,D. Williams makes 2-pt layup from 1 ft (assist by Q. Miller),79,70
309,3,1:54.0,LA Clippers full timeout,,79,70
310,3,1:54.0,S. Hawes enters the game for D. Jordan,,79,70
311,3,1:54.0,A. Rivers enters the game for C. Paul,,79,70
312,3,1:48.0,Personal foul by R. Evans (drawn by B. Griffin),,79,70
313,3,1:48.0,B. Griffin makes free throw 1 of 2,,80,70
314,3,1:48.0,B. Griffin makes free throw 2 of 2,,81,70
315,3,1:35.0,,Q. Miller misses 2-pt jump shot from 20 ft,81,70
316,3,1:35.0,,Offensive rebound by Team,81,70
317,3,1:35.0,Loose ball foul by S. Hawes (drawn by R. Evans),,81,70
318,3,1:35.0,,R. Evans makes free throw 1 of 2,81,71
319,3,1:35.0,,R. Evans makes free throw 2 of 2,81,72
320,3,1:28.0,A. Rivers misses 2-pt layup from 3 ft,,81,72
321,3,1:28.0,Offensive rebound by Team,,81,72
322,3,1:20.0,J. Redick misses 3-pt jump shot from 25 ft,,81,72
323,3,1:19.0,,Defensive rebound by R. Evans,81,72
324,3,1:07.0,,Shooting foul by S. Hawes (drawn by D. Williams),81,72
325,3,1:07.0,,D. Williams makes free throw 1 of 2,81,73
326,3,1:07.0,,D. Williams makes free throw 2 of 2,81,74
327,3,0:55.0,B. Griffin makes 2-pt jump shot from 5 ft,,83,74
328,3,0:46.0,,R. Evans makes 2-pt layup from 2 ft (assist by Q. Miller),83,76
329,3,0:32.0,B. Griffin misses 2-pt jump shot from 14 ft,,83,76
330,3,0:30.0,,Defensive rebound by Team,83,76
331,3,0:30.0,G. Davis enters the game for B. Griffin,,83,76
332,3,0:05.0,,D. Williams misses 3-pt jump shot from 24 ft,83,76
333,3,0:05.0,,Offensive rebound by R. Evans,83,76
334,3,0:04.0,,R. Evans makes 2-pt layup from 2 ft,83,78
335,3,0:00.0,J. Crawford misses 3-pt jump shot from 48 ft,,83,78
336,3,0:00.0,Offensive rebound by Team,,83,78
337,4,11:48.0,J. Crawford misses 2-pt jump shot from 19 ft,,83,78
338,4,11:47.0,,Defensive rebound by R. McCallum,83,78
339,4,11:27.0,,Q. Miller misses 3-pt jump shot from 22 ft,83,78
340,4,11:26.0,,Offensive rebound by R. Gay,83,78
341,4,11:23.0,,R. Gay misses 2-pt layup from 3 ft,83,78
342,4,11:23.0,Defensive rebound by S. Hawes,,83,78
343,4,11:11.0,J. Crawford makes 2-pt layup from 4 ft,,85,78
344,4,10:56.0,,R. Gay misses 2-pt jump shot from 4 ft,85,78
345,4,10:55.0,Defensive rebound by S. Hawes,,85,78
346,4,10:45.0,S. Hawes misses 2-pt hook shot from 8 ft,,85,78
347,4,10:45.0,,Defensive rebound by R. Evans,85,78
348,4,10:35.0,,Q. Miller misses 2-pt jump shot from 18 ft,85,78
349,4,10:34.0,,Offensive rebound by R. McCallum,85,78
350,4,10:32.0,,R. McCallum misses 2-pt jump shot from 17 ft,85,78
351,4,10:32.0,,Offensive rebound by Q. Miller,85,78
352,4,10:32.0,,Shooting foul by M. Barnes (drawn by Q. Miller),85,78
353,4,10:32.0,,Q. Miller misses free throw 1 of 2,85,78
354,4,10:32.0,,Offensive rebound by Team,85,78
355,4,10:32.0,,Technical foul by R. Gay,85,78
356,4,10:32.0,J. Crawford makes technical free throw,,86,78
357,4,10:32.0,,Q. Miller makes free throw 2 of 2,86,79
358,4,10:18.0,J. Crawford makes 2-pt jump shot from 21 ft,,88,79
359,4,10:18.0,Shooting foul by R. McCallum (drawn by J. Crawford),,88,79
360,4,10:18.0,J. Crawford makes free throw 1 of 1,,89,79
361,4,10:02.0,,R. Evans misses 2-pt layup from 2 ft (block by S. Hawes),89,79
362,4,10:00.0,Defensive rebound by M. Barnes,,89,79
363,4,9:52.0,J. Crawford misses 3-pt jump shot from 22 ft,,89,79
364,4,9:51.0,,Defensive rebound by R. Evans,89,79
365,4,9:47.0,,Turnover by R. McCallum (lost ball),89,79
366,4,9:47.0,,D. Collison enters the game for Q. Miller,89,79
367,4,9:25.0,S. Hawes makes 2-pt jump shot from 18 ft (assist by J. Crawford),,91,79
368,4,9:13.0,,Shooting foul by G. Davis (drawn by D. Williams),91,79
369,4,9:13.0,,D. Williams misses free throw 1 of 2,91,79
370,4,9:13.0,,Offensive rebound by Team,91,79
371,4,9:13.0,,D. Williams makes free throw 2 of 2,91,80
372,4,9:03.0,Shooting foul by R. Evans (drawn by A. Rivers),,91,80
373,4,9:03.0,A. Rivers misses free throw 1 of 2,,91,80
374,4,9:03.0,Offensive rebound by Team,,91,80
375,4,9:03.0,A. Rivers makes free throw 2 of 2,,92,80
376,4,8:47.0,,Personal foul by G. Davis (drawn by R. Evans),92,80
377,4,8:47.0,Official timeout,,92,80
378,4,8:47.0,,J. Thompson enters the game for R. Evans,92,80
379,4,8:34.0,,D. Collison makes 3-pt jump shot from 25 ft (assist by R. Gay),92,83
380,4,8:15.0,G. Davis makes 2-pt jump shot from 4 ft (assist by J. Crawford),,94,83
381,4,8:05.0,,J. Thompson makes 2-pt jump shot from 20 ft (assist by R. McCallum),94,85
382,4,7:55.0,Shooting foul by J. Thompson (drawn by G. Davis),,94,85
383,4,7:55.0,G. Davis misses free throw 1 of 2,,94,85
384,4,7:55.0,Offensive rebound by Team,,94,85
385,4,7:55.0,G. Davis makes free throw 2 of 2,,95,85
386,4,7:37.0,,J. Thompson misses 2-pt jump shot from 5 ft,95,85
387,4,7:35.0,,Offensive rebound by R. McCallum,95,85
388,4,7:33.0,,R. McCallum makes 2-pt jump shot from 9 ft,95,87
389,4,7:18.0,M. Barnes misses 3-pt jump shot from 24 ft,,95,87
