,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHICAGO_ACTION,NEW ORLEANS_SCORE,CHICAGO_SCORE
56,1,4:13.0,,J. Noah misses free throw 1 of 2,15,18
57,1,4:13.0,,Offensive rebound by Team,15,18
58,1,4:13.0,,J. Noah makes free throw 2 of 2,15,19
59,1,4:02.0,J. Holiday makes 2-pt jump shot from 7 ft,,17,19
60,1,3:43.0,,P. Gasol misses 2-pt layup from 3 ft,17,19
61,1,3:42.0,,Offensive rebound by J. Noah,17,19
62,1,3:42.0,,J. Noah makes 2-pt tip-in from 1 ft,17,21
63,1,3:29.0,Shooting foul by J. Butler (drawn by R. Anderson),,17,21
64,1,3:29.0,R. Anderson makes free throw 1 of 2,,18,21
65,1,3:29.0,,A. Brooks enters the game for D. Rose,18,21
66,1,3:29.0,A. Rivers enters the game for J. Holiday,,18,21
67,1,3:29.0,,T. Gibson enters the game for J. Noah,18,21
68,1,3:29.0,R. Anderson misses free throw 2 of 2,,18,21
69,1,3:27.0,,Defensive rebound by T. Gibson,18,21
70,1,3:13.0,,J. Butler misses 3-pt jump shot from 24 ft,18,21
71,1,3:12.0,,Offensive rebound by J. Butler,18,21
72,1,3:09.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,18,21
73,1,3:08.0,Defensive rebound by A. Davis,,18,21
74,1,2:57.0,A. Davis misses 2-pt jump shot from 5 ft (block by P. Gasol),,18,21
75,1,2:56.0,Offensive rebound by Team,,18,21
76,1,2:56.0,,Chicago full timeout,18,21
77,1,2:45.0,T. Evans makes 2-pt jump shot from 21 ft,,20,21
78,1,2:28.0,,P. Gasol misses 2-pt jump shot from 7 ft (block by A. Davis),20,21
79,1,2:27.0,Defensive rebound by A. Davis,,20,21
80,1,2:19.0,A. Davis makes 2-pt layup from 1 ft (assist by T. Evans),,22,21
81,1,2:06.0,,Personal foul by R. Anderson (drawn by A. Brooks),22,21
82,1,2:06.0,,N. Mirotić enters the game for M. Dunleavy,22,21
83,1,1:51.0,,T. Gibson makes 2-pt jump shot from 11 ft (assist by J. Butler),22,23
84,1,1:28.0,T. Evans misses 2-pt layup at rim,,22,23
85,1,1:27.0,,Defensive rebound by N. Mirotić,22,23
86,1,1:22.0,,P. Gasol misses 2-pt layup from 2 ft,22,23
87,1,1:21.0,Defensive rebound by R. Anderson,,22,23
88,1,1:07.0,T. Evans makes 2-pt layup from 1 ft (assist by A. Davis),,24,23
89,1,1:07.0,Shooting foul by A. Brooks (drawn by T. Evans),,24,23
90,1,1:07.0,A. Ajinça enters the game for A. Davis,,24,23
91,1,1:07.0,T. Evans makes free throw 1 of 1,,25,23
92,1,0:56.0,,A. Brooks misses 2-pt jump shot from 8 ft,25,23
93,1,0:55.0,,Offensive rebound by Team,25,23
94,1,0:50.0,,T. Gibson misses 2-pt jump shot from 6 ft,25,23
95,1,0:49.0,Defensive rebound by T. Evans,,25,23
96,1,0:41.0,R. Anderson misses 3-pt jump shot from 23 ft,,25,23
97,1,0:40.0,,Defensive rebound by P. Gasol,25,23
98,1,0:28.0,,J. Butler misses 2-pt layup from 3 ft (block by T. Evans),25,23
99,1,0:28.0,,Offensive rebound by Team,25,23
100,1,0:17.0,,A. Brooks misses 3-pt jump shot from 26 ft,25,23
101,1,0:16.0,,Offensive rebound by Team,25,23
102,1,0:16.0,J. Salmons enters the game for T. Evans,,25,23
103,1,0:01.0,,A. Brooks misses 2-pt layup from 2 ft,25,23
104,1,0:00.0,,Offensive rebound by T. Gibson,25,23
105,1,0:00.0,,T. Gibson misses 2-pt tip-in at rim,25,23
106,1,0:00.0,,Offensive rebound by Team,25,23
107,2,11:45.0,Turnover by A. Rivers (bad pass; steal by A. Brooks),,25,23
108,2,11:37.0,,E. Moore misses 3-pt jump shot from 22 ft,25,23
109,2,11:34.0,Defensive rebound by A. Rivers,,25,23
110,2,11:29.0,A. Rivers misses 2-pt layup from 2 ft,,25,23
111,2,11:28.0,,Defensive rebound by N. Mirotić,25,23
112,2,11:21.0,,J. Butler misses 3-pt jump shot from 25 ft,25,23
113,2,11:20.0,,Offensive rebound by T. Gibson,25,23
114,2,11:13.0,,J. Butler misses 3-pt jump shot from 23 ft,25,23
115,2,11:12.0,Defensive rebound by A. Ajinça,,25,23
116,2,10:58.0,A. Ajinça makes 2-pt dunk at rim (assist by A. Rivers),,27,23
117,2,10:42.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by A. Brooks),27,26
118,2,10:23.0,R. Anderson misses 3-pt jump shot from 24 ft,,27,26
119,2,10:22.0,,Defensive rebound by N. Mirotić,27,26
120,2,10:14.0,,Shooting foul by A. Ajinça (drawn by N. Mirotić),27,26
121,2,10:14.0,,N. Mirotić makes free throw 1 of 2,27,27
122,2,10:14.0,,T. Snell enters the game for J. Butler,27,27
123,2,10:14.0,,N. Mirotić makes free throw 2 of 2,27,28
124,2,9:52.0,R. Anderson misses 2-pt layup from 3 ft,,27,28
125,2,9:52.0,,Defensive rebound by N. Mirotić,27,28
126,2,9:46.0,,Personal foul by A. Ajinça (drawn by N. Mirotić),27,28
127,2,9:46.0,,Personal foul by R. Anderson (drawn by N. Mirotić),27,28
128,2,9:46.0,A. Davis enters the game for R. Anderson,,27,28
129,2,9:40.0,,A. Brooks misses 2-pt layup from 2 ft,27,28
130,2,9:39.0,,Offensive rebound by T. Gibson,27,28
131,2,9:39.0,,T. Gibson misses 2-pt tip-in at rim,27,28
132,2,9:38.0,,Offensive rebound by T. Gibson,27,28
133,2,9:38.0,,T. Gibson makes 2-pt tip-in at rim,27,30
134,2,9:24.0,Turnover by A. Ajinça (bad pass; steal by N. Mirotić),,27,30
135,2,9:12.0,,Turnover by T. Snell (traveling),27,30
136,2,8:56.0,D. Cunningham misses 2-pt jump shot from 21 ft,,27,30
137,2,8:48.0,,Defensive rebound by N. Mirotić,27,30
138,2,8:45.0,,N. Mirotić misses 3-pt jump shot from 24 ft,27,30
139,2,8:43.0,Defensive rebound by A. Rivers,,27,30
140,2,8:41.0,A. Davis makes 2-pt jump shot from 8 ft (assist by A. Rivers),,29,30
141,2,8:41.0,Shooting foul by N. Mirotić (drawn by A. Davis),,29,30
142,2,8:41.0,New Orleans full timeout,,29,30
143,2,8:41.0,A. Davis makes free throw 1 of 1,,30,30
144,2,8:21.0,,T. Snell misses 2-pt layup from 3 ft,30,30
145,2,8:20.0,Defensive rebound by A. Ajinça,,30,30
146,2,8:09.0,A. Davis misses 2-pt jump shot from 15 ft,,30,30
147,2,8:08.0,,Defensive rebound by T. Gibson,30,30
148,2,8:03.0,,N. Mirotić misses 2-pt layup from 2 ft (block by A. Davis),30,30
149,2,8:01.0,Defensive rebound by D. Cunningham,,30,30
150,2,7:52.0,A. Ajinça misses 2-pt jump shot from 19 ft,,30,30
151,2,7:51.0,,Defensive rebound by T. Gibson,30,30
152,2,7:44.0,,Turnover by E. Moore (bad pass; steal by A. Ajinça),30,30
153,2,7:30.0,A. Rivers misses 2-pt jump shot from 18 ft,,30,30
154,2,7:29.0,,Defensive rebound by T. Gibson,30,30
155,2,7:14.0,,T. Gibson makes 2-pt jump shot from 17 ft (assist by A. Brooks),30,32
156,2,6:54.0,A. Davis makes 2-pt jump shot from 20 ft (assist by A. Rivers),,32,32
157,2,6:39.0,,N. Mirotić misses 2-pt layup from 2 ft (block by A. Davis),32,32
158,2,6:37.0,Defensive rebound by D. Cunningham,,32,32
159,2,6:28.0,A. Rivers misses 2-pt jump shot from 14 ft,,32,32
160,2,6:27.0,Offensive rebound by A. Rivers,,32,32
161,2,6:26.0,A. Rivers misses 2-pt layup from 2 ft (block by T. Gibson),,32,32
162,2,6:24.0,,Defensive rebound by N. Mirotić,32,32
163,2,6:24.0,Technical foul by A. Rivers,,32,32
164,2,6:24.0,,A. Brooks makes technical free throw,32,33
165,2,6:24.0,J. Holiday enters the game for D. Cunningham,,32,33
166,2,6:24.0,,D. Rose enters the game for E. Moore,32,33
167,2,6:24.0,Ö. Aşık enters the game for A. Ajinça,,32,33
168,2,6:19.0,,Offensive foul by N. Mirotić (drawn by J. Holiday),32,33
169,2,6:19.0,,Turnover by N. Mirotić (offensive foul),32,33
170,2,6:00.0,,Offensive charge foul by A. Rivers (drawn by A. Brooks),32,33
171,2,6:00.0,Turnover by A. Rivers (offensive foul),,32,33
172,2,6:00.0,T. Evans enters the game for A. Rivers,,32,33
173,2,6:00.0,,J. Noah enters the game for T. Gibson,32,33
174,2,6:00.0,,J. Butler enters the game for T. Snell,32,33
175,2,5:52.0,,Turnover by D. Rose (bad pass),32,33
176,2,5:52.0,,Chicago full timeout,32,33
177,2,5:39.0,Ö. Aşık misses 2-pt layup from 1 ft,,32,33
178,2,5:38.0,,Defensive rebound by J. Noah,32,33
179,2,5:27.0,,D. Rose makes 2-pt layup from 2 ft,32,35
180,2,5:16.0,J. Holiday makes 3-pt jump shot from 25 ft,,35,35
181,2,5:11.0,,Turnover by D. Rose (lost ball; steal by J. Holiday),35,35
182,2,5:03.0,Turnover by J. Holiday (lost ball),,35,35
183,2,4:49.0,,D. Rose makes 2-pt jump shot from 17 ft,35,37
184,2,4:43.0,Turnover by T. Evans (discontinued dribble),,35,37
185,2,4:43.0,,P. Gasol enters the game for N. Mirotić,35,37
186,2,4:27.0,,D. Rose makes 3-pt jump shot from 24 ft (assist by P. Gasol),35,40
187,2,4:11.0,J. Holiday misses 2-pt jump shot from 17 ft,,35,40
188,2,4:10.0,Offensive rebound by J. Holiday,,35,40
189,2,4:05.0,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),,37,40
190,2,4:05.0,Shooting foul by J. Noah (drawn by A. Davis),,37,40
191,2,4:05.0,L. Babbitt enters the game for J. Salmons,,37,40
192,2,4:05.0,A. Davis makes free throw 1 of 1,,38,40
193,2,3:50.0,,D. Rose misses 2-pt layup from 1 ft,38,40
194,2,3:49.0,Defensive rebound by Ö. Aşık,,38,40
195,2,3:31.0,Shooting foul by P. Gasol (drawn by Ö. Aşık),,38,40
196,2,3:31.0,Ö. Aşık makes free throw 1 of 2,,39,40
197,2,3:31.0,Ö. Aşık makes free throw 2 of 2,,40,40
198,2,3:15.0,,A. Brooks misses 2-pt jump shot from 12 ft (block by A. Davis),40,40
199,2,3:15.0,,Offensive rebound by Team,40,40
200,2,3:15.0,R. Anderson enters the game for Ö. Aşık,,40,40
201,2,3:11.0,,J. Butler makes 2-pt layup from 3 ft (assist by P. Gasol),40,42
202,2,2:56.0,T. Evans misses 2-pt layup from 2 ft,,40,42
203,2,2:54.0,,Defensive rebound by J. Noah,40,42
204,2,2:48.0,,Turnover by A. Brooks (bad pass; steal by L. Babbitt),40,42
205,2,2:45.0,Turnover by J. Holiday (bad pass),,40,42
206,2,2:45.0,New Orleans full timeout,,40,42
207,2,2:22.0,,A. Brooks misses 3-pt jump shot from 25 ft,40,42
208,2,2:22.0,Defensive rebound by Team,,40,42
209,2,2:10.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by T. Evans),,43,42
210,2,1:48.0,,A. Brooks makes 2-pt layup from 2 ft,43,44
211,2,1:48.0,,Shooting foul by A. Davis (drawn by A. Brooks),43,44
212,2,1:48.0,Violation by T. Evans (lane),,43,44
213,2,1:48.0,,A. Brooks makes free throw 1 of 1,43,45
214,2,1:33.0,R. Anderson misses 2-pt jump shot from 22 ft,,43,45
215,2,1:32.0,,Defensive rebound by J. Butler,43,45
216,2,1:32.0,,Personal foul by L. Babbitt (drawn by J. Butler),43,45
217,2,1:32.0,,J. Butler makes free throw 1 of 2,43,46
218,2,1:32.0,A. Rivers enters the game for L. Babbitt,,43,46
219,2,1:32.0,,M. Dunleavy enters the game for A. Brooks,43,46
220,2,1:32.0,,J. Butler makes free throw 2 of 2,43,47
221,2,1:11.0,A. Davis misses 2-pt jump shot from 6 ft,,43,47
222,2,1:11.0,Offensive rebound by Team,,43,47
223,2,1:06.0,Turnover by J. Holiday (bad pass; steal by J. Butler),,43,47
224,2,1:06.0,,Personal foul by R. Anderson (drawn by J. Butler),43,47
225,2,1:06.0,,J. Butler makes free throw 1 of 2,43,48
226,2,1:06.0,Ö. Aşık enters the game for R. Anderson,,43,48
227,2,1:06.0,,J. Butler makes free throw 2 of 2,43,49
228,2,0:49.0,A. Davis makes 2-pt jump shot from 16 ft (assist by T. Evans),,45,49
229,2,0:34.0,,D. Rose misses 2-pt jump shot from 13 ft,45,49
230,2,0:33.0,,Offensive rebound by J. Butler,45,49
231,2,0:21.0,,Turnover by P. Gasol (bad pass; steal by T. Evans),45,49
232,2,0:03.0,T. Evans misses 2-pt layup from 2 ft,,45,49
233,2,0:02.0,Offensive rebound by Ö. Aşık,,45,49
234,2,0:02.0,Personal foul by P. Gasol (drawn by Ö. Aşık),,45,49
235,2,0:00.0,A. Davis misses 2-pt jump shot from 21 ft,,45,49
236,2,0:00.0,Offensive rebound by Team,,45,49
237,3,11:42.0,Ö. Aşık misses 2-pt layup from 1 ft,,45,49
238,3,11:41.0,,Defensive rebound by P. Gasol,45,49
239,3,11:41.0,,Personal foul by Ö. Aşık (drawn by P. Gasol),45,49
240,3,11:19.0,,J. Noah misses 2-pt layup from 1 ft (block by Ö. Aşık),45,49
241,3,11:17.0,,Offensive rebound by J. Noah,45,49
242,3,11:17.0,,Turnover by Team (shot clock),45,49
243,3,11:07.0,T. Evans misses 3-pt jump shot from 24 ft,,45,49
244,3,11:06.0,,Defensive rebound by P. Gasol,45,49
245,3,11:01.0,Violation by L. Babbitt (kicked ball),,45,49
246,3,10:54.0,,M. Dunleavy misses 2-pt jump shot from 20 ft,45,49
247,3,10:53.0,Defensive rebound by T. Evans,,45,49
248,3,10:44.0,A. Davis makes 2-pt jump shot from 16 ft (assist by T. Evans),,47,49
249,3,10:30.0,,J. Butler makes 2-pt jump shot from 15 ft,47,51
250,3,10:18.0,T. Evans makes 2-pt jump shot from 19 ft,,49,51
251,3,10:00.0,,P. Gasol misses 2-pt jump shot from 16 ft,49,51
252,3,9:59.0,Defensive rebound by A. Davis,,49,51
253,3,9:49.0,Turnover by A. Davis (lost ball; steal by J. Butler),,49,51
254,3,9:45.0,,Shooting foul by T. Evans (drawn by J. Butler),49,51
255,3,9:45.0,,J. Butler makes free throw 1 of 2,49,52
256,3,9:45.0,,J. Butler makes free throw 2 of 2,49,53
257,3,9:27.0,A. Davis makes 2-pt jump shot from 8 ft (assist by T. Evans),,51,53
258,3,9:27.0,Shooting foul by J. Butler (drawn by A. Davis),,51,53
259,3,9:27.0,A. Davis makes free throw 1 of 1,,52,53
260,3,9:10.0,,D. Rose misses 2-pt jump shot from 16 ft,52,53
261,3,9:08.0,,Offensive rebound by J. Noah,52,53
262,3,9:04.0,,D. Rose misses 2-pt jump shot from 5 ft,52,53
263,3,9:03.0,Defensive rebound by J. Holiday,,52,53
264,3,8:59.0,Turnover by J. Holiday (traveling),,52,53
265,3,8:42.0,,P. Gasol makes 2-pt hook shot from 1 ft,52,55
266,3,8:28.0,J. Holiday makes 2-pt jump shot from 10 ft,,54,55
267,3,8:14.0,,Turnover by D. Rose (lost ball; steal by J. Holiday),54,55
268,3,8:10.0,J. Holiday makes 2-pt layup from 1 ft,,56,55
269,3,7:51.0,,P. Gasol misses 2-pt jump shot from 10 ft,56,55
270,3,7:50.0,Defensive rebound by T. Evans,,56,55
271,3,7:46.0,T. Evans misses 2-pt layup from 1 ft (block by J. Butler),,56,55
272,3,7:45.0,Offensive rebound by Ö. Aşık,,56,55
273,3,7:45.0,Ö. Aşık makes 2-pt tip-in from 1 ft,,58,55
274,3,7:29.0,,D. Rose misses 2-pt jump shot from 5 ft (block by A. Davis),58,55
275,3,7:27.0,Defensive rebound by A. Davis,,58,55
276,3,7:21.0,L. Babbitt misses 3-pt jump shot from 25 ft,,58,55
277,3,7:20.0,,Defensive rebound by D. Rose,58,55
278,3,7:13.0,,P. Gasol makes 2-pt layup from 2 ft (assist by M. Dunleavy),58,57
279,3,6:56.0,A. Davis makes 2-pt jump shot from 19 ft (assist by J. Holiday),,60,57
280,3,6:36.0,,Shooting foul by Ö. Aşık (drawn by P. Gasol),60,57
281,3,6:36.0,,P. Gasol makes free throw 1 of 2,60,58
282,3,6:36.0,D. Cunningham enters the game for L. Babbitt,,60,58
283,3,6:36.0,,A. Brooks enters the game for D. Rose,60,58
284,3,6:36.0,,P. Gasol makes free throw 2 of 2,60,59
285,3,6:15.0,Personal block foul by J. Butler (drawn by T. Evans),,60,59
286,3,6:02.0,Turnover by T. Evans (step out of bounds),,60,59
287,3,5:45.0,,J. Butler misses 2-pt jump shot from 16 ft,60,59
288,3,5:44.0,,Offensive rebound by J. Noah,60,59
289,3,5:44.0,,J. Noah makes 2-pt tip-in from 1 ft,60,61
290,3,5:31.0,J. Holiday makes 2-pt jump shot from 17 ft,,62,61
291,3,5:18.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by J. Noah),62,64
292,3,5:06.0,Turnover by J. Holiday (lost ball; steal by J. Noah),,62,64
293,3,5:02.0,,J. Butler makes 2-pt layup from 2 ft (assist by A. Brooks),62,66
294,3,5:02.0,New Orleans full timeout,,62,66
295,3,4:47.0,T. Evans makes 2-pt jump shot from 16 ft (assist by Ö. Aşık),,64,66
296,3,4:25.0,,A. Brooks misses 3-pt jump shot from 24 ft,64,66
297,3,4:24.0,,Offensive rebound by J. Noah,64,66
298,3,4:24.0,,J. Noah misses 2-pt tip-in from 1 ft,64,66
299,3,4:23.0,,Offensive rebound by J. Noah,64,66
300,3,4:23.0,,J. Noah misses 2-pt tip-in from 1 ft,64,66
301,3,4:23.0,,Offensive rebound by Team,64,66
302,3,4:20.0,,Personal foul by T. Evans (drawn by J. Butler),64,66
303,3,4:02.0,,A. Brooks misses 3-pt jump shot from 24 ft,64,66
304,3,4:01.0,,Offensive rebound by J. Noah,64,66
305,3,4:01.0,,J. Noah makes 2-pt layup from 2 ft,64,68
306,3,3:42.0,A. Davis misses 2-pt jump shot from 17 ft,,64,68
307,3,3:41.0,,Defensive rebound by P. Gasol,64,68
308,3,3:25.0,,J. Butler makes 2-pt layup from 1 ft (assist by J. Noah),64,70
309,3,3:14.0,Shooting foul by J. Butler (drawn by T. Evans),,64,70
310,3,3:14.0,T. Evans misses free throw 1 of 2,,64,70
311,3,3:14.0,Offensive rebound by Team,,64,70
312,3,3:14.0,,T. Gibson enters the game for J. Noah,64,70
313,3,3:14.0,R. Anderson enters the game for Ö. Aşık,,64,70
314,3,3:14.0,A. Rivers enters the game for J. Holiday,,64,70
315,3,3:14.0,T. Evans makes free throw 2 of 2,,65,70
316,3,2:51.0,,J. Butler makes 2-pt jump shot from 19 ft (assist by P. Gasol),65,72
317,3,2:27.0,R. Anderson makes 2-pt jump shot from 4 ft,,67,72
318,3,2:09.0,,Chicago full timeout,67,72
319,3,2:09.0,,E. Moore enters the game for J. Butler,67,72
320,3,2:00.0,,T. Gibson makes 2-pt hook shot from 5 ft,67,74
321,3,1:45.0,T. Evans misses 3-pt jump shot from 25 ft,,67,74
322,3,1:44.0,,Defensive rebound by P. Gasol,67,74
323,3,1:38.0,,A. Brooks makes 2-pt jump shot from 5 ft,67,76
324,3,1:10.0,R. Anderson makes 2-pt layup from 2 ft,,69,76
325,3,0:54.0,,T. Gibson makes 2-pt jump shot from 17 ft (assist by A. Brooks),69,78
326,3,0:46.0,T. Evans makes 2-pt layup from 2 ft,,71,78
327,3,0:23.0,,T. Gibson misses 2-pt jump shot from 12 ft,71,78
328,3,0:21.0,Defensive rebound by T. Evans,,71,78
329,3,0:09.0,Personal take foul by E. Moore (drawn by T. Evans),,71,78
330,3,0:08.0,Turnover by D. Cunningham (bad pass; steal by A. Brooks),,71,78
331,3,0:06.0,,A. Brooks makes 2-pt layup from 2 ft,71,80
332,3,0:00.0,A. Davis misses 2-pt layup from 1 ft,,71,80
333,3,0:00.0,Offensive rebound by Team,,71,80
334,4,11:43.0,,A. Brooks makes 2-pt layup from 1 ft,71,82
335,4,11:28.0,A. Rivers misses 2-pt layup from 2 ft,,71,82
336,4,11:27.0,Offensive rebound by R. Anderson,,71,82
337,4,11:26.0,Shooting foul by T. Gibson (drawn by R. Anderson),,71,82
338,4,11:26.0,R. Anderson makes free throw 1 of 2,,72,82
339,4,11:26.0,R. Anderson makes free throw 2 of 2,,73,82
340,4,11:16.0,,Personal foul by A. Rivers (drawn by A. Brooks),73,82
341,4,11:16.0,J. Holiday enters the game for D. Cunningham,,73,82
342,4,11:09.0,,Turnover by T. Gibson (traveling),73,82
343,4,11:00.0,Turnover by J. Salmons (bad pass; steal by E. Moore),,73,82
344,4,10:57.0,,N. Mirotić makes 2-pt dunk at rim (assist by E. Moore),73,84
345,4,10:32.0,A. Rivers misses 3-pt jump shot from 26 ft,,73,84
346,4,10:31.0,,Defensive rebound by T. Gibson,73,84
347,4,10:19.0,,E. Moore makes 2-pt jump shot from 6 ft,73,86
348,4,9:56.0,R. Anderson misses 3-pt jump shot from 25 ft,,73,86
349,4,9:54.0,Offensive rebound by Team,,73,86
350,4,9:43.0,J. Holiday makes 2-pt layup from 3 ft,,75,86
351,4,9:29.0,,Shooting foul by A. Ajinça (drawn by T. Gibson),75,86
352,4,9:29.0,,T. Gibson makes free throw 1 of 2,75,87
353,4,9:29.0,,T. Gibson makes free throw 2 of 2,75,88
354,4,9:10.0,A. Rivers misses 3-pt jump shot from 24 ft,,75,88
355,4,9:09.0,,Defensive rebound by T. Gibson,75,88
356,4,8:56.0,,N. Mirotić misses 2-pt jump shot from 15 ft,75,88
357,4,8:55.0,Defensive rebound by R. Anderson,,75,88
358,4,8:35.0,R. Anderson misses 2-pt jump shot from 14 ft,,75,88
359,4,8:34.0,,Defensive rebound by E. Moore,75,88
360,4,8:15.0,,Turnover by N. Mirotić (lost ball; steal by A. Rivers),75,88
361,4,8:08.0,J. Holiday misses 2-pt layup from 2 ft,,75,88
362,4,8:07.0,Offensive rebound by J. Salmons,,75,88
363,4,8:02.0,Turnover by J. Salmons (bad pass),,75,88
364,4,8:02.0,,Chicago full timeout,75,88
365,4,8:02.0,A. Davis enters the game for A. Ajinça,,75,88
366,4,7:48.0,,A. Brooks misses 2-pt jump shot from 10 ft (block by A. Davis),75,88
367,4,7:47.0,,Offensive rebound by E. Moore,75,88
368,4,7:42.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by E. Moore),75,91
369,4,7:20.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by J. Holiday),,78,91
370,4,7:00.0,,M. Dunleavy misses 2-pt jump shot from 18 ft,78,91
371,4,6:58.0,Defensive rebound by A. Davis,,78,91
372,4,6:51.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,80,91
373,4,6:42.0,,Chicago full timeout,80,91
374,4,6:42.0,,D. Rose enters the game for M. Dunleavy,80,91
375,4,6:42.0,,J. Butler enters the game for A. Brooks,80,91
376,4,6:42.0,T. Evans enters the game for J. Salmons,,80,91
377,4,6:25.0,,D. Rose makes 2-pt jump shot from 22 ft (assist by J. Butler),80,93
378,4,6:01.0,A. Rivers makes 2-pt layup from 2 ft,,82,93
379,4,5:41.0,,J. Butler makes 2-pt layup from 1 ft,82,95
380,4,5:31.0,J. Holiday makes 2-pt layup from 1 ft,,84,95
381,4,5:09.0,,N. Mirotić misses 3-pt jump shot from 24 ft,84,95
382,4,5:08.0,Defensive rebound by T. Evans,,84,95
383,4,5:03.0,Personal foul by T. Gibson (drawn by R. Anderson),,84,95
384,4,5:03.0,,J. Noah enters the game for T. Gibson,84,95
