,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,OKLAHOMA CITY_ACTION,CLEVELAND_SCORE,OKLAHOMA CITY_SCORE
42,1,6:48.0,,Turnover by R. Westbrook (lost ball),11,6
43,1,6:37.0,K. Love makes 2-pt hook shot from 3 ft,,13,6
44,1,6:17.0,,Turnover by S. Ibaka (traveling),13,6
45,1,6:17.0,D. Waiters enters the game for M. Dellavedova,,13,6
46,1,6:08.0,K. Love makes 2-pt jump shot from 17 ft,,15,6
47,1,5:54.0,,A. Roberson misses 3-pt jump shot from 23 ft,15,6
48,1,5:53.0,,Offensive rebound by S. Adams,15,6
49,1,5:51.0,,S. Adams makes 2-pt dunk at rim,15,8
50,1,5:38.0,K. Love misses 3-pt jump shot from 24 ft,,15,8
51,1,5:37.0,,Defensive rebound by Team,15,8
52,1,5:36.0,,R. Jackson enters the game for A. Roberson,15,8
53,1,5:27.0,,R. Westbrook misses 3-pt jump shot from 24 ft,15,8
54,1,5:26.0,Defensive rebound by Team,,15,8
55,1,5:25.0,T. Thompson enters the game for A. Varejão,,15,8
56,1,5:01.0,D. Waiters makes 3-pt jump shot from 22 ft,,18,8
57,1,4:44.0,,J. Lamb misses 3-pt jump shot from 24 ft,18,8
58,1,4:43.0,Defensive rebound by S. Marion,,18,8
59,1,4:38.0,K. Love misses 2-pt dunk at rim (block by S. Ibaka),,18,8
60,1,4:36.0,,Defensive rebound by J. Lamb,18,8
61,1,4:33.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by J. Lamb),18,10
62,1,4:10.0,T. Thompson makes 2-pt jump shot from 10 ft (assist by K. Irving),,20,10
63,1,3:58.0,,Oklahoma City full timeout,20,10
64,1,3:58.0,,K. Perkins enters the game for S. Adams,20,10
65,1,3:58.0,,N. Collison enters the game for S. Ibaka,20,10
66,1,3:58.0,J. Jones enters the game for S. Marion,,20,10
67,1,3:52.0,,Turnover by R. Westbrook (lost ball; steal by K. Love),20,10
68,1,3:47.0,D. Waiters misses 2-pt layup from 1 ft (block by J. Lamb),,20,10
69,1,3:46.0,,Defensive rebound by Team,20,10
70,1,3:33.0,,Shooting foul by K. Love (drawn by J. Lamb),20,10
71,1,3:33.0,,J. Lamb makes free throw 1 of 2,20,11
72,1,3:33.0,,J. Lamb makes free throw 2 of 2,20,12
73,1,3:21.0,K. Love makes 2-pt jump shot from 21 ft (assist by J. Jones),,22,12
74,1,3:09.0,,R. Westbrook makes 2-pt layup at rim,22,14
75,1,2:43.0,Turnover by T. Thompson (3 sec),,22,14
76,1,2:43.0,Cleveland full timeout,,22,14
77,1,2:43.0,,A. Morrow enters the game for R. Westbrook,22,14
78,1,2:35.0,,J. Lamb misses 2-pt jump shot from 5 ft (block by T. Thompson),22,14
79,1,2:34.0,Defensive rebound by T. Thompson,,22,14
80,1,2:34.0,Personal foul by J. Lamb (drawn by T. Thompson),,22,14
81,1,2:24.0,J. Jones misses 3-pt jump shot from 22 ft,,22,14
82,1,2:23.0,,Defensive rebound by J. Lamb,22,14
83,1,2:12.0,,J. Lamb makes 2-pt layup at rim,22,16
84,1,1:57.0,K. Irving misses 2-pt jump shot from 15 ft,,22,16
85,1,1:56.0,,Defensive rebound by Team,22,16
86,1,1:55.0,M. Dellavedova enters the game for K. Irving,,22,16
87,1,1:42.0,,R. Jackson makes 2-pt jump shot from 17 ft,22,18
88,1,1:30.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by D. Waiters),,25,18
89,1,1:07.0,,Turnover by K. Perkins (3 sec),25,18
90,1,0:56.0,Turnover by D. Waiters (lost ball; steal by N. Collison),,25,18
91,1,0:48.0,,J. Lamb misses 3-pt jump shot from 25 ft,25,18
92,1,0:47.0,Defensive rebound by K. Love,,25,18
93,1,0:38.0,Shooting foul by N. Collison (drawn by T. Thompson),,25,18
94,1,0:38.0,T. Thompson makes free throw 1 of 2,,26,18
95,1,0:38.0,A. Varejão enters the game for K. Love,,26,18
96,1,0:38.0,,K. Durant enters the game for N. Collison,26,18
97,1,0:38.0,T. Thompson misses free throw 2 of 2,,26,18
98,1,0:38.0,,Defensive rebound by K. Durant,26,18
99,1,0:31.0,,K. Durant misses 3-pt jump shot from 24 ft,26,18
100,1,0:31.0,Defensive rebound by T. Thompson,,26,18
101,1,0:06.0,A. Varejão misses 2-pt jump shot from 15 ft (block by K. Perkins),,26,18
102,1,0:05.0,,Defensive rebound by R. Jackson,26,18
103,1,0:00.0,,R. Jackson misses 3-pt jump shot from 29 ft,26,18
104,1,0:00.0,Defensive rebound by Team,,26,18
105,2,11:36.0,D. Waiters makes 2-pt jump shot from 20 ft,,28,18
106,2,11:21.0,,J. Lamb misses 3-pt jump shot from 25 ft,28,18
107,2,11:20.0,Defensive rebound by D. Waiters,,28,18
108,2,11:13.0,J. Jones misses 3-pt jump shot from 25 ft,,28,18
109,2,11:12.0,,Defensive rebound by K. Perkins,28,18
110,2,11:04.0,,K. Durant makes 2-pt layup at rim (assist by R. Jackson),28,20
111,2,10:52.0,D. Waiters misses 2-pt layup at rim (block by K. Perkins),,28,20
112,2,10:51.0,,Defensive rebound by K. Perkins,28,20
113,2,10:46.0,,J. Lamb misses 2-pt layup from 1 ft,28,20
114,2,10:46.0,Defensive rebound by Team,,28,20
115,2,10:46.0,,Loose ball foul by K. Perkins,28,20
116,2,10:31.0,Shooting foul by K. Perkins (drawn by J. Jones),,28,20
117,2,10:31.0,J. Jones makes free throw 1 of 3,,29,20
118,2,10:31.0,J. Jones makes free throw 2 of 3,,30,20
119,2,10:31.0,J. Jones makes free throw 3 of 3,,31,20
120,2,10:23.0,,Shooting foul by T. Thompson (drawn by K. Durant),31,20
121,2,10:23.0,,K. Durant makes free throw 1 of 2,31,21
122,2,10:23.0,S. Marion enters the game for J. Jones,,31,21
123,2,10:23.0,,K. Durant makes free throw 2 of 2,31,22
124,2,10:00.0,D. Waiters misses 2-pt layup from 2 ft,,31,22
125,2,9:58.0,,Defensive rebound by K. Perkins,31,22
126,2,9:45.0,,A. Morrow misses 2-pt jump shot from 15 ft,31,22
127,2,9:44.0,Defensive rebound by T. Thompson,,31,22
128,2,9:37.0,S. Marion misses 2-pt jump shot from 15 ft,,31,22
129,2,9:36.0,Offensive rebound by T. Thompson,,31,22
130,2,9:36.0,T. Thompson misses 2-pt tip-in from 1 ft,,31,22
131,2,9:34.0,,Defensive rebound by R. Jackson,31,22
132,2,9:25.0,,K. Perkins makes 2-pt dunk at rim (assist by R. Jackson),31,24
133,2,9:11.0,K. Irving enters the game for D. Waiters,,31,24
134,2,9:11.0,Cleveland full timeout,,31,24
135,2,9:11.0,K. Love enters the game for T. Thompson,,31,24
136,2,9:02.0,A. Varejão misses 2-pt layup at rim,,31,24
137,2,9:01.0,,Defensive rebound by J. Lamb,31,24
138,2,8:52.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by K. Durant),31,27
139,2,8:33.0,Shooting foul by R. Jackson (drawn by K. Irving),,31,27
140,2,8:33.0,K. Irving makes free throw 1 of 2,,32,27
141,2,8:33.0,,R. Westbrook enters the game for A. Morrow,32,27
142,2,8:33.0,K. Irving makes free throw 2 of 2,,33,27
143,2,8:20.0,,K. Durant misses 2-pt jump shot from 11 ft,33,27
144,2,8:18.0,Defensive rebound by K. Love,,33,27
145,2,8:12.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by K. Irving),,36,27
146,2,7:59.0,,R. Jackson makes 2-pt jump shot from 4 ft,36,29
147,2,7:46.0,M. Dellavedova misses 3-pt jump shot from 22 ft,,36,29
148,2,7:46.0,,Defensive rebound by R. Westbrook,36,29
149,2,7:43.0,,Personal foul by K. Irving (drawn by R. Westbrook),36,29
150,2,7:35.0,,R. Jackson misses 3-pt jump shot from 23 ft,36,29
151,2,7:35.0,Defensive rebound by M. Dellavedova,,36,29
152,2,7:14.0,K. Irving misses 3-pt jump shot from 23 ft,,36,29
153,2,7:11.0,,Defensive rebound by R. Westbrook,36,29
154,2,7:08.0,,Shooting foul by S. Marion (drawn by K. Durant),36,29
155,2,7:08.0,,K. Durant makes free throw 1 of 2,36,30
156,2,7:08.0,,S. Ibaka enters the game for R. Jackson,36,30
157,2,7:08.0,,K. Durant makes free throw 2 of 2,36,31
158,2,6:53.0,K. Irving misses 3-pt jump shot from 24 ft,,36,31
159,2,6:53.0,Offensive rebound by A. Varejão,,36,31
160,2,6:43.0,S. Marion misses 3-pt jump shot from 22 ft,,36,31
161,2,6:41.0,,Defensive rebound by K. Durant,36,31
162,2,6:40.0,Personal foul by S. Ibaka (drawn by K. Love),,36,31
163,2,6:40.0,,Personal foul by K. Love,36,31
164,2,6:27.0,,R. Westbrook makes 2-pt jump shot from 19 ft,36,33
165,2,6:09.0,K. Love misses 2-pt layup from 1 ft (block by K. Perkins),,36,33
166,2,6:07.0,Offensive rebound by K. Love,,36,33
167,2,6:04.0,A. Varejão makes 2-pt jump shot from 14 ft (assist by K. Love),,38,33
168,2,5:56.0,,J. Lamb misses 3-pt jump shot from 24 ft,38,33
169,2,5:55.0,Defensive rebound by M. Dellavedova,,38,33
170,2,5:52.0,Turnover by M. Dellavedova (lost ball; steal by J. Lamb),,38,33
171,2,5:44.0,,K. Perkins misses 2-pt jump shot from 6 ft,38,33
172,2,5:43.0,Defensive rebound by K. Irving,,38,33
173,2,5:25.0,Turnover by K. Love (lost ball; steal by R. Westbrook),,38,33
174,2,5:19.0,,J. Lamb makes 2-pt jump shot from 8 ft (assist by R. Westbrook),38,35
175,2,5:12.0,Cleveland full timeout,,38,35
176,2,5:11.0,Official timeout,,38,35
177,2,5:11.0,,N. Collison enters the game for K. Perkins,38,35
178,2,5:11.0,D. Waiters enters the game for M. Dellavedova,,38,35
179,2,5:11.0,T. Thompson enters the game for A. Varejão,,38,35
180,2,5:01.0,D. Waiters misses 3-pt jump shot from 23 ft,,38,35
181,2,5:00.0,,Defensive rebound by R. Westbrook,38,35
182,2,4:54.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by R. Westbrook),38,37
183,2,4:40.0,K. Irving misses 2-pt jump shot from 3 ft,,38,37
184,2,4:39.0,,Defensive rebound by J. Lamb,38,37
185,2,4:25.0,Violation by K. Love (kicked ball),,38,37
186,2,4:11.0,,Turnover by S. Ibaka (step out of bounds),38,37
187,2,3:47.0,S. Marion misses 2-pt jump shot from 12 ft,,38,37
188,2,3:46.0,,Defensive rebound by N. Collison,38,37
189,2,3:46.0,,R. Jackson enters the game for K. Durant,38,37
190,2,3:24.0,,R. Jackson makes 2-pt layup from 1 ft,38,39
191,2,3:06.0,K. Irving misses 2-pt layup from 1 ft,,38,39
192,2,3:05.0,Offensive rebound by K. Irving,,38,39
193,2,3:01.0,Shooting foul by J. Lamb (drawn by D. Waiters),,38,39
194,2,3:01.0,D. Waiters makes free throw 1 of 2,,39,39
195,2,3:01.0,,A. Morrow enters the game for J. Lamb,39,39
196,2,3:01.0,D. Waiters makes free throw 2 of 2,,40,39
197,2,2:49.0,,Shooting foul by S. Marion (drawn by N. Collison),40,39
198,2,2:49.0,,Oklahoma City full timeout,40,39
199,2,2:49.0,,N. Collison makes free throw 1 of 2,40,40
200,2,2:49.0,,N. Collison makes free throw 2 of 2,40,41
201,2,2:37.0,Turnover by K. Love (lost ball; steal by N. Collison),,40,41
202,2,2:24.0,,A. Morrow misses 3-pt jump shot from 22 ft,40,41
203,2,2:23.0,,Offensive rebound by N. Collison,40,41
204,2,2:22.0,,N. Collison misses 2-pt layup at rim,40,41
205,2,2:20.0,Defensive rebound by S. Marion,,40,41
206,2,2:15.0,K. Irving misses 2-pt layup from 1 ft,,40,41
207,2,2:14.0,Offensive rebound by T. Thompson,,40,41
208,2,2:12.0,T. Thompson misses 2-pt layup from 1 ft,,40,41
209,2,2:10.0,,Defensive rebound by R. Jackson,40,41
210,2,2:06.0,,R. Westbrook makes 2-pt dunk at rim (assist by R. Jackson),40,43
211,2,1:47.0,Personal foul by A. Morrow (drawn by K. Love),,40,43
212,2,1:47.0,K. Love misses free throw 1 of 2,,40,43
213,2,1:47.0,Offensive rebound by Team,,40,43
214,2,1:47.0,M. Dellavedova enters the game for S. Marion,,40,43
215,2,1:47.0,K. Love misses free throw 2 of 2,,40,43
216,2,1:46.0,,Defensive rebound by A. Morrow,40,43
217,2,1:32.0,,R. Westbrook misses 2-pt jump shot from 15 ft,40,43
218,2,1:31.0,Defensive rebound by Team,,40,43
219,2,1:31.0,,Loose ball foul by S. Ibaka (drawn by T. Thompson),40,43
220,2,1:31.0,Cleveland full timeout,,40,43
221,2,1:31.0,A. Price enters the game for K. Irving,,40,43
222,2,1:31.0,T. Thompson makes free throw 1 of 2,,41,43
223,2,1:31.0,T. Thompson makes free throw 2 of 2,,42,43
224,2,1:16.0,,R. Westbrook makes 2-pt jump shot from 5 ft (assist by N. Collison),42,45
225,2,1:02.0,D. Waiters makes 2-pt jump shot from 19 ft,,44,45
226,2,0:37.0,,A. Morrow makes 2-pt jump shot from 4 ft (assist by S. Ibaka),44,47
227,2,0:25.0,D. Waiters misses 3-pt jump shot from 24 ft,,44,47
228,2,0:24.0,Offensive rebound by M. Dellavedova,,44,47
229,2,0:02.0,D. Waiters makes 3-pt jump shot from 22 ft (assist by M. Dellavedova),,47,47
230,3,11:38.0,K. Irving makes 2-pt jump shot from 6 ft (assist by K. Love),,49,47
231,3,11:20.0,,K. Durant misses 3-pt jump shot from 25 ft,49,47
232,3,11:19.0,Defensive rebound by A. Varejão,,49,47
233,3,11:01.0,S. Marion misses 3-pt jump shot from 24 ft,,49,47
234,3,11:00.0,,Defensive rebound by Team,49,47
235,3,10:38.0,,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),49,49
236,3,10:18.0,Turnover by A. Varejão (3 sec),,49,49
237,3,9:56.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),49,51
238,3,9:33.0,K. Love makes 3-pt jump shot from 25 ft (assist by A. Varejão),,52,51
239,3,9:18.0,,R. Westbrook misses 2-pt layup from 1 ft (block by A. Varejão),52,51
240,3,9:18.0,,Offensive rebound by S. Adams,52,51
241,3,9:18.0,,Shooting foul by K. Irving (drawn by S. Adams),52,51
242,3,9:18.0,,S. Adams makes free throw 1 of 2,52,52
243,3,9:18.0,,S. Adams makes free throw 2 of 2,52,53
244,3,9:07.0,Personal foul by A. Roberson (drawn by K. Irving),,52,53
245,3,8:59.0,Shooting foul by S. Ibaka (drawn by K. Love),,52,53
246,3,8:59.0,K. Love makes free throw 1 of 2,,53,53
247,3,8:59.0,K. Love makes free throw 2 of 2,,54,53
248,3,8:41.0,,R. Westbrook misses 2-pt layup from 2 ft,54,53
249,3,8:41.0,,Offensive rebound by S. Adams,54,53
250,3,8:41.0,,Shooting foul by M. Dellavedova (drawn by S. Adams),54,53
251,3,8:41.0,,S. Adams makes free throw 1 of 2,54,54
252,3,8:41.0,,S. Adams makes free throw 2 of 2,54,55
253,3,8:29.0,K. Irving misses 2-pt jump shot from 10 ft,,54,55
254,3,8:29.0,,Defensive rebound by S. Adams,54,55
255,3,8:23.0,,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),54,57
256,3,8:03.0,K. Love misses 2-pt jump shot from 4 ft (block by S. Adams),,54,57
257,3,8:03.0,Offensive rebound by Team,,54,57
258,3,7:57.0,Shooting foul by S. Adams (drawn by S. Marion),,54,57
259,3,7:57.0,S. Marion misses free throw 1 of 2,,54,57
260,3,7:57.0,Offensive rebound by Team,,54,57
261,3,7:57.0,S. Marion misses free throw 2 of 2,,54,57
262,3,7:56.0,,Defensive rebound by S. Adams,54,57
263,3,7:43.0,,Turnover by K. Durant (lost ball; steal by M. Dellavedova),54,57
264,3,7:39.0,M. Dellavedova misses 2-pt layup from 1 ft,,54,57
265,3,7:38.0,Offensive rebound by S. Marion,,54,57
266,3,7:33.0,Turnover by S. Marion (bad pass),,54,57
267,3,7:33.0,,A. Morrow enters the game for K. Durant,54,57
268,3,7:31.0,,A. Morrow misses 2-pt jump shot from 23 ft,54,57
269,3,7:30.0,Defensive rebound by M. Dellavedova,,54,57
270,3,7:21.0,Turnover by K. Love (lost ball; steal by A. Morrow),,54,57
271,3,7:10.0,,Personal foul by S. Marion (drawn by S. Ibaka),54,57
272,3,7:10.0,J. Jones enters the game for S. Marion,,54,57
273,3,6:59.0,,R. Westbrook misses 3-pt jump shot from 25 ft,54,57
274,3,6:59.0,Defensive rebound by K. Love,,54,57
275,3,6:45.0,A. Varejão misses 2-pt jump shot from 3 ft (block by S. Ibaka),,54,57
276,3,6:44.0,,Defensive rebound by A. Morrow,54,57
277,3,6:42.0,,Personal foul by J. Jones (drawn by R. Westbrook),54,57
278,3,6:42.0,T. Thompson enters the game for A. Varejão,,54,57
279,3,6:42.0,D. Waiters enters the game for M. Dellavedova,,54,57
280,3,6:37.0,,Turnover by R. Westbrook (lost ball; steal by K. Irving),54,57
281,3,6:26.0,K. Love makes 3-pt jump shot from 24 ft (assist by D. Waiters),,57,57
282,3,6:23.0,,Oklahoma City full timeout,57,57
283,3,6:11.0,,R. Westbrook makes 2-pt layup at rim,57,59
284,3,5:59.0,Offensive foul by T. Thompson (drawn by R. Westbrook),,57,59
285,3,5:59.0,Turnover by T. Thompson (offensive foul),,57,59
286,3,5:51.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by A. Morrow),57,62
287,3,5:33.0,K. Irving misses 2-pt layup from 2 ft,,57,62
288,3,5:32.0,Offensive rebound by T. Thompson,,57,62
289,3,5:31.0,T. Thompson misses 2-pt layup from 2 ft (block by S. Adams),,57,62
290,3,5:29.0,,Defensive rebound by A. Roberson,57,62
291,3,5:23.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by R. Westbrook),57,65
292,3,5:20.0,Cleveland full timeout,,57,65
293,3,5:08.0,K. Love misses 3-pt jump shot from 25 ft,,57,65
294,3,5:07.0,Offensive rebound by T. Thompson,,57,65
295,3,4:43.0,J. Jones misses 3-pt jump shot from 26 ft,,57,65
296,3,4:42.0,Offensive rebound by K. Love,,57,65
297,3,4:31.0,Turnover by T. Thompson (offensive goaltending),,57,65
298,3,4:19.0,,R. Westbrook misses 2-pt layup from 1 ft (block by T. Thompson),57,65
299,3,4:17.0,Defensive rebound by K. Love,,57,65
300,3,4:05.0,J. Jones misses 3-pt jump shot from 22 ft,,57,65
301,3,4:04.0,,Defensive rebound by R. Westbrook,57,65
302,3,4:03.0,,Personal foul by T. Thompson (drawn by R. Westbrook),57,65
303,3,4:03.0,,R. Westbrook makes free throw 1 of 2,57,66
304,3,4:03.0,,K. Perkins enters the game for S. Adams,57,66
305,3,4:03.0,,R. Jackson enters the game for A. Roberson,57,66
306,3,4:03.0,,R. Westbrook makes free throw 2 of 2,57,67
307,3,3:45.0,T. Thompson makes 2-pt jump shot from 12 ft (assist by D. Waiters),,59,67
308,3,3:29.0,,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),59,69
309,3,3:17.0,Shooting foul by S. Ibaka (drawn by T. Thompson),,59,69
310,3,3:17.0,T. Thompson misses free throw 1 of 2,,59,69
311,3,3:17.0,Offensive rebound by Team,,59,69
312,3,3:17.0,,N. Collison enters the game for S. Ibaka,59,69
313,3,3:17.0,T. Thompson makes free throw 2 of 2,,60,69
314,3,3:09.0,,R. Westbrook misses 2-pt jump shot from 5 ft,60,69
315,3,3:08.0,,Offensive rebound by K. Perkins,60,69
316,3,3:08.0,,K. Perkins misses 2-pt tip-in from 1 ft,60,69
317,3,3:06.0,Defensive rebound by J. Jones,,60,69
318,3,2:54.0,D. Waiters misses 2-pt jump shot from 17 ft,,60,69
319,3,2:53.0,,Defensive rebound by K. Perkins,60,69
320,3,2:41.0,,Shooting foul by K. Love (drawn by K. Perkins),60,69
321,3,2:41.0,,K. Perkins makes free throw 1 of 2,60,70
322,3,2:41.0,,K. Durant enters the game for R. Westbrook,60,70
323,3,2:41.0,,K. Perkins misses free throw 2 of 2,60,70
324,3,2:40.0,Defensive rebound by T. Thompson,,60,70
325,3,2:23.0,T. Thompson makes 2-pt jump shot from 6 ft (assist by D. Waiters),,62,70
326,3,2:01.0,,R. Jackson misses 2-pt layup from 1 ft,62,70
327,3,2:00.0,,Offensive rebound by N. Collison,62,70
328,3,2:00.0,,N. Collison misses 2-pt tip-in from 1 ft,62,70
329,3,1:59.0,Defensive rebound by T. Thompson,,62,70
330,3,1:47.0,K. Irving misses 2-pt jump shot from 12 ft,,62,70
331,3,1:46.0,,Defensive rebound by K. Perkins,62,70
332,3,1:38.0,,R. Jackson misses 2-pt jump shot from 4 ft,62,70
333,3,1:38.0,Defensive rebound by K. Love,,62,70
334,3,1:25.0,T. Thompson misses 2-pt jump shot from 15 ft,,62,70
335,3,1:25.0,,Defensive rebound by Team,62,70
336,3,1:25.0,Loose ball foul by K. Irving (drawn by R. Jackson),,62,70
337,3,1:25.0,,R. Jackson makes free throw 1 of 2,62,71
338,3,1:25.0,,R. Jackson makes free throw 2 of 2,62,72
339,3,1:03.0,Turnover by D. Waiters (lost ball; steal by K. Durant),,62,72
340,3,0:56.0,,A. Morrow makes 3-pt jump shot from 25 ft (assist by K. Durant),62,75
341,3,0:43.0,K. Irving makes 2-pt jump shot from 5 ft,,64,75
342,3,0:29.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by N. Collison),64,78
343,3,0:11.0,D. Waiters makes 2-pt dunk at rim,,66,78
344,3,0:00.0,,K. Durant misses 2-pt layup from 1 ft,66,78
345,3,0:00.0,Defensive rebound by Team,,66,78
346,4,11:45.0,,R. Jackson makes 2-pt jump shot from 15 ft,66,80
347,4,11:31.0,D. Waiters misses 2-pt layup from 2 ft (block by N. Collison),,66,80
348,4,11:30.0,,Defensive rebound by K. Durant,66,80
349,4,11:21.0,,R. Jackson makes 3-pt jump shot from 23 ft (assist by K. Durant),66,83
350,4,10:54.0,Turnover by Team (shot clock),,66,83
351,4,10:41.0,K. Irving enters the game for J. Jones,,66,83
352,4,10:36.0,Violation by K. Irving (kicked ball),,66,83
353,4,10:24.0,,A. Morrow makes 3-pt jump shot from 23 ft (assist by K. Durant),66,86
354,4,9:56.0,K. Irving misses 3-pt jump shot from 25 ft,,66,86
355,4,9:56.0,Offensive rebound by T. Thompson,,66,86
356,4,9:52.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by T. Thompson),,69,86
357,4,9:43.0,,Offensive foul by R. Jackson (drawn by M. Dellavedova),69,86
358,4,9:43.0,,Turnover by R. Jackson (offensive foul),69,86
359,4,9:43.0,,J. Lamb enters the game for K. Durant,69,86
360,4,9:32.0,Personal block foul by N. Collison (drawn by D. Waiters),,69,86
361,4,9:23.0,D. Waiters misses 3-pt jump shot from 23 ft,,69,86
362,4,9:22.0,Offensive rebound by T. Thompson,,69,86
363,4,9:16.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by K. Irving),,72,86
364,4,9:15.0,,Oklahoma City full timeout,72,86
365,4,8:59.0,,N. Collison misses 3-pt jump shot from 22 ft,72,86
366,4,8:59.0,Defensive rebound by K. Irving,,72,86
367,4,8:49.0,K. Irving makes 2-pt layup at rim,,74,86
368,4,8:36.0,,Personal foul by M. Dellavedova (drawn by R. Jackson),74,86
369,4,8:36.0,,R. Westbrook enters the game for A. Morrow,74,86
370,4,8:36.0,,S. Ibaka enters the game for N. Collison,74,86
371,4,8:26.0,,S. Ibaka misses 2-pt jump shot from 18 ft,74,86
372,4,8:25.0,Defensive rebound by A. Varejão,,74,86
373,4,8:19.0,Turnover by M. Dellavedova (lost ball; steal by J. Lamb),,74,86
374,4,8:05.0,,R. Westbrook misses 2-pt jump shot from 9 ft,74,86
375,4,8:04.0,,Offensive rebound by K. Perkins,74,86
376,4,8:02.0,,Shooting foul by T. Thompson (drawn by K. Perkins),74,86
377,4,8:02.0,,K. Perkins makes free throw 1 of 2,74,87
378,4,8:02.0,,K. Perkins misses free throw 2 of 2,74,87
379,4,8:01.0,,Offensive rebound by R. Westbrook,74,87
380,4,8:00.0,,R. Westbrook makes 2-pt layup from 1 ft,74,89
381,4,7:44.0,K. Irving misses 2-pt jump shot from 16 ft,,74,89
382,4,7:43.0,Offensive rebound by A. Varejão,,74,89
383,4,7:40.0,Turnover by M. Dellavedova (lost ball; steal by J. Lamb),,74,89
384,4,7:37.0,,R. Westbrook makes 2-pt dunk at rim (assist by J. Lamb),74,91
385,4,7:18.0,M. Dellavedova misses 3-pt jump shot from 23 ft,,74,91
386,4,7:17.0,Offensive rebound by A. Varejão,,74,91
387,4,7:17.0,Personal foul by S. Ibaka (drawn by T. Thompson),,74,91
388,4,7:17.0,J. Harris enters the game for D. Waiters,,74,91
