,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ATLANTA_ACTION,MILWAUKEE_SCORE,ATLANTA_SCORE
188,2,1:00.0,Defensive rebound by G. Antetokounmpo,,37,46
189,2,0:51.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,37,46
190,2,0:50.0,,Defensive rebound by A. Horford,37,46
191,2,0:27.0,,P. Millsap misses 3-pt jump shot from 24 ft,37,46
192,2,0:25.0,Defensive rebound by K. Middleton,,37,46
193,2,0:03.0,K. Middleton makes 2-pt jump shot from 6 ft (assist by Z. Pachulia),,39,46
194,2,0:00.0,,S. Mack misses 2-pt layup from 2 ft,39,46
195,2,0:00.0,,Offensive rebound by Team,39,46
196,3,11:49.0,,J. Teague misses 2-pt jump shot from 21 ft,39,46
197,3,11:46.0,Defensive rebound by Z. Pachulia,,39,46
198,3,11:24.0,Turnover by Team (shot clock),,39,46
199,3,11:00.0,,D. Carroll misses 3-pt jump shot from 23 ft,39,46
200,3,10:59.0,,Offensive rebound by Team,39,46
201,3,10:42.0,,J. Teague misses 2-pt layup from 1 ft,39,46
202,3,10:41.0,,Offensive rebound by D. Carroll,39,46
203,3,10:40.0,,D. Carroll makes 2-pt layup at rim,39,48
204,3,10:26.0,K. Middleton makes 2-pt jump shot from 22 ft (assist by M. Carter-Williams),,41,48
205,3,10:10.0,,Turnover by D. Carroll (step out of bounds),41,48
206,3,9:59.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),,43,48
207,3,9:45.0,,D. Carroll makes 2-pt layup from 1 ft (assist by K. Korver),43,50
208,3,9:27.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,43,50
209,3,9:26.0,,Defensive rebound by P. Millsap,43,50
210,3,9:08.0,,P. Millsap makes 2-pt layup from 1 ft (assist by K. Korver),43,52
211,3,8:43.0,Turnover by K. Middleton (lost ball; steal by P. Millsap),,43,52
212,3,8:34.0,,P. Millsap makes 2-pt layup from 2 ft (assist by K. Korver),43,54
213,3,8:34.0,,Shooting foul by E. İlyasova (drawn by P. Millsap),43,54
214,3,8:34.0,,P. Millsap misses free throw 1 of 1,43,54
215,3,8:33.0,Defensive rebound by Z. Pachulia,,43,54
216,3,8:23.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,46,54
217,3,8:04.0,,K. Korver misses 3-pt jump shot from 26 ft,46,54
218,3,8:02.0,Defensive rebound by Z. Pachulia,,46,54
219,3,7:53.0,Turnover by G. Antetokounmpo (traveling),,46,54
220,3,7:43.0,,Turnover by J. Teague (bad pass; steal by M. Carter-Williams),46,54
221,3,7:43.0,Personal foul by D. Carroll (drawn by M. Carter-Williams),,46,54
222,3,7:35.0,Turnover by M. Carter-Williams (lost ball; steal by P. Millsap),,46,54
223,3,7:31.0,,J. Teague misses 2-pt layup at rim (block by E. İlyasova),46,54
224,3,7:29.0,Defensive rebound by Z. Pachulia,,46,54
225,3,7:25.0,K. Middleton misses 3-pt jump shot from 23 ft,,46,54
226,3,7:24.0,Offensive rebound by G. Antetokounmpo,,46,54
227,3,7:20.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,49,54
228,3,7:00.0,,P. Millsap makes 2-pt dunk at rim (assist by A. Horford),49,56
229,3,6:50.0,Personal foul by P. Millsap (drawn by Z. Pachulia),,49,56
230,3,6:43.0,E. İlyasova makes 2-pt layup from 1 ft (assist by Z. Pachulia),,51,56
231,3,6:31.0,,Personal foul by G. Antetokounmpo (drawn by J. Teague),51,56
232,3,6:23.0,,A. Horford misses 2-pt jump shot from 19 ft,51,56
233,3,6:22.0,Defensive rebound by Team,,51,56
234,3,6:10.0,E. İlyasova misses 2-pt layup from 1 ft (block by A. Horford),,51,56
235,3,6:08.0,,Defensive rebound by P. Millsap,51,56
236,3,6:08.0,,Personal foul by Z. Pachulia (drawn by P. Millsap),51,56
237,3,6:08.0,,Atlanta full timeout,51,56
238,3,5:49.0,,K. Korver makes 3-pt jump shot from 30 ft (assist by A. Horford),51,59
239,3,5:34.0,M. Carter-Williams misses 2-pt layup from 2 ft,,51,59
240,3,5:33.0,,Defensive rebound by D. Carroll,51,59
241,3,5:27.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by D. Carroll),51,61
242,3,5:14.0,E. İlyasova misses 3-pt jump shot from 25 ft,,51,61
243,3,5:13.0,,Defensive rebound by J. Teague,51,61
244,3,5:05.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Carroll),51,64
245,3,4:51.0,K. Middleton misses 2-pt jump shot from 18 ft,,51,64
246,3,4:49.0,,Defensive rebound by P. Millsap,51,64
247,3,4:44.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),51,67
248,3,4:42.0,Milwaukee full timeout,,51,67
249,3,4:42.0,,P. Antić enters the game for D. Carroll,51,67
250,3,4:42.0,,K. Bazemore enters the game for A. Horford,51,67
251,3,4:42.0,O. Mayo enters the game for G. Antetokounmpo,,51,67
252,3,4:42.0,J. Bayless enters the game for Z. Pachulia,,51,67
253,3,4:42.0,J. Henson enters the game for M. Carter-Williams,,51,67
254,3,4:30.0,K. Middleton makes 2-pt jump shot from 11 ft (assist by J. Bayless),,53,67
255,3,4:09.0,,K. Bazemore misses 3-pt jump shot from 25 ft,53,67
256,3,4:07.0,Defensive rebound by E. İlyasova,,53,67
257,3,3:51.0,J. Bayless makes 2-pt jump shot from 9 ft,,55,67
258,3,3:46.0,Offensive charge foul by J. Teague (drawn by J. Bayless),,55,67
259,3,3:46.0,,Turnover by J. Teague (offensive foul),55,67
260,3,3:46.0,,S. Mack enters the game for J. Teague,55,67
261,3,3:31.0,K. Middleton misses 2-pt jump shot from 15 ft,,55,67
262,3,3:30.0,Offensive rebound by E. İlyasova,,55,67
263,3,3:27.0,E. İlyasova misses 2-pt jump shot from 6 ft,,55,67
264,3,3:25.0,,Defensive rebound by P. Millsap,55,67
265,3,3:13.0,,K. Korver misses 3-pt jump shot from 24 ft,55,67
266,3,3:11.0,Defensive rebound by E. İlyasova,,55,67
267,3,2:48.0,J. Henson misses 2-pt hook shot from 4 ft,,55,67
268,3,2:46.0,,Defensive rebound by P. Antić,55,67
269,3,2:34.0,,P. Antić misses 3-pt jump shot from 25 ft,55,67
270,3,2:32.0,Defensive rebound by O. Mayo,,55,67
271,3,2:27.0,Shooting foul by P. Millsap (drawn by O. Mayo),,55,67
272,3,2:27.0,O. Mayo makes free throw 1 of 2,,56,67
273,3,2:27.0,J. O'Bryant enters the game for E. İlyasova,,56,67
274,3,2:27.0,O. Mayo makes free throw 2 of 2,,57,67
275,3,2:07.0,,Turnover by K. Bazemore (lost ball; steal by K. Middleton),57,67
276,3,2:01.0,J. Bayless makes 3-pt jump shot from 23 ft (assist by O. Mayo),,60,67
277,3,1:44.0,,Personal foul by K. Middleton (drawn by K. Korver),60,67
278,3,1:44.0,,A. Horford enters the game for P. Millsap,60,67
279,3,1:44.0,,D. Carroll enters the game for K. Korver,60,67
280,3,1:34.0,,S. Mack misses 3-pt jump shot from 24 ft,60,67
281,3,1:34.0,,Offensive rebound by Team,60,67
282,3,1:34.0,Loose ball foul by J. O'Bryant (drawn by P. Antić),,60,67
283,3,1:34.0,,P. Antić misses free throw 1 of 2,60,67
284,3,1:34.0,,Offensive rebound by Team,60,67
285,3,1:34.0,G. Antetokounmpo enters the game for K. Middleton,,60,67
286,3,1:34.0,,P. Antić makes free throw 2 of 2,60,68
287,3,1:18.0,J. O'Bryant makes 2-pt jump shot from 19 ft (assist by J. Bayless),,62,68
288,3,0:59.0,,Shooting foul by J. Henson (drawn by P. Antić),62,68
289,3,0:59.0,,P. Antić makes free throw 1 of 2,62,69
290,3,0:59.0,,P. Antić makes free throw 2 of 2,62,70
291,3,0:45.0,G. Antetokounmpo makes 2-pt jump shot from 22 ft (assist by O. Mayo),,64,70
292,3,0:27.0,,S. Mack misses 3-pt jump shot from 25 ft,64,70
293,3,0:25.0,,Offensive rebound by D. Carroll,64,70
294,3,0:04.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by S. Mack),64,72
295,3,0:01.0,Turnover by J. Bayless (bad pass),,64,72
296,3,0:01.0,,Turnover by P. Antić (bad pass),64,72
297,3,0:00.0,O. Mayo misses 3-pt jump shot from 24 ft (block by D. Carroll),,64,72
298,3,0:00.0,Offensive rebound by Team,,64,72
299,4,11:49.0,O. Mayo misses 2-pt jump shot from 19 ft,,64,72
300,4,11:46.0,Offensive rebound by J. Henson,,64,72
301,4,11:42.0,O. Mayo misses 3-pt jump shot from 23 ft,,64,72
302,4,11:41.0,,Defensive rebound by S. Mack,64,72
303,4,11:30.0,,A. Horford misses 2-pt hook shot from 6 ft,64,72
304,4,11:29.0,Defensive rebound by Team,,64,72
305,4,11:17.0,Turnover by J. Henson (bad pass; steal by S. Mack),,64,72
306,4,10:58.0,,Shooting foul by G. Antetokounmpo (drawn by D. Carroll),64,72
307,4,10:58.0,,D. Carroll misses free throw 1 of 2,64,72
308,4,10:58.0,,Offensive rebound by Team,64,72
309,4,10:58.0,,D. Carroll makes free throw 2 of 2,64,73
310,4,10:44.0,J. O'Bryant misses 2-pt jump shot from 18 ft,,64,73
311,4,10:41.0,,Defensive rebound by D. Carroll,64,73
312,4,10:21.0,,D. Carroll makes 2-pt jump shot from 10 ft (assist by P. Antić),64,75
313,4,9:54.0,J. Henson misses 2-pt layup at rim,,64,75
314,4,9:53.0,Offensive rebound by J. Henson,,64,75
315,4,9:53.0,J. Henson misses 2-pt tip-in at rim,,64,75
316,4,9:51.0,Offensive rebound by J. Henson,,64,75
317,4,9:51.0,J. Henson misses 2-pt tip-in at rim,,64,75
318,4,9:50.0,,Defensive rebound by D. Carroll,64,75
319,4,9:46.0,Violation by G. Antetokounmpo (def goaltending),,64,75
320,4,9:46.0,,D. Carroll makes 2-pt layup from 1 ft,64,77
321,4,9:32.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,64,77
322,4,9:29.0,,Defensive rebound by A. Horford,64,77
323,4,9:16.0,,D. Carroll misses 3-pt jump shot from 25 ft,64,77
324,4,9:15.0,Defensive rebound by O. Mayo,,64,77
325,4,9:09.0,Shooting foul by P. Antić (drawn by J. Henson),,64,77
326,4,9:09.0,J. Henson misses free throw 1 of 2,,64,77
327,4,9:09.0,Offensive rebound by Team,,64,77
328,4,9:09.0,,M. Muscala enters the game for P. Antić,64,77
329,4,9:09.0,Z. Pachulia enters the game for J. O'Bryant,,64,77
330,4,9:09.0,,T. Sefolosha enters the game for K. Bazemore,64,77
331,4,9:09.0,J. Henson misses free throw 2 of 2,,64,77
332,4,9:05.0,,Defensive rebound by D. Carroll,64,77
333,4,8:49.0,,T. Sefolosha misses 2-pt layup from 2 ft,64,77
334,4,8:47.0,,Offensive rebound by T. Sefolosha,64,77
335,4,8:43.0,,A. Horford misses 3-pt jump shot from 25 ft,64,77
336,4,8:42.0,Defensive rebound by J. Henson,,64,77
337,4,8:38.0,Shooting foul by T. Sefolosha (drawn by J. Bayless),,64,77
338,4,8:38.0,Official timeout,,64,77
339,4,8:38.0,J. Bayless makes free throw 1 of 2,,65,77
340,4,8:38.0,J. Bayless makes free throw 2 of 2,,66,77
341,4,8:26.0,,M. Muscala misses 3-pt jump shot from 24 ft,66,77
342,4,8:24.0,Defensive rebound by G. Antetokounmpo,,66,77
343,4,8:02.0,Z. Pachulia misses 2-pt jump shot from 17 ft (block by D. Carroll),,66,77
344,4,8:00.0,Offensive rebound by G. Antetokounmpo,,66,77
345,4,7:54.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft,,68,77
346,4,7:45.0,,Personal foul by O. Mayo (drawn by M. Muscala),68,77
347,4,7:45.0,,P. Millsap enters the game for D. Carroll,68,77
348,4,7:45.0,,K. Korver enters the game for A. Horford,68,77
349,4,7:45.0,,J. Teague enters the game for S. Mack,68,77
350,4,7:35.0,Violation by Z. Pachulia (kicked ball),,68,77
351,4,7:35.0,K. Middleton enters the game for O. Mayo,,68,77
352,4,7:26.0,,Turnover by P. Millsap (bad pass; steal by K. Middleton),68,77
353,4,7:20.0,J. Bayless misses 3-pt jump shot from 24 ft,,68,77
354,4,7:18.0,Offensive rebound by Z. Pachulia,,68,77
355,4,7:18.0,Personal foul by M. Muscala (drawn by Z. Pachulia),,68,77
356,4,7:01.0,K. Middleton misses 3-pt jump shot from 25 ft,,68,77
357,4,7:00.0,,Defensive rebound by M. Muscala,68,77
358,4,6:29.0,,M. Muscala misses 2-pt jump shot from 5 ft (block by J. Henson),68,77
359,4,6:26.0,,Offensive rebound by T. Sefolosha,68,77
360,4,6:23.0,,K. Korver misses 3-pt jump shot from 30 ft,68,77
361,4,6:22.0,,Offensive rebound by M. Muscala,68,77
362,4,6:18.0,,Atlanta full timeout,68,77
363,4,6:18.0,E. İlyasova enters the game for J. Henson,,68,77
364,4,6:11.0,,Personal foul by K. Middleton (drawn by P. Millsap),68,77
365,4,6:02.0,,T. Sefolosha makes 2-pt jump shot from 19 ft (assist by J. Teague),68,79
366,4,5:49.0,Shooting foul by K. Korver (drawn by G. Antetokounmpo),,68,79
367,4,5:49.0,G. Antetokounmpo makes free throw 1 of 2,,69,79
368,4,5:49.0,G. Antetokounmpo makes free throw 2 of 2,,70,79
369,4,5:30.0,,M. Muscala misses 2-pt jump shot from 18 ft,70,79
370,4,5:28.0,,Offensive rebound by P. Millsap,70,79
371,4,5:23.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by P. Millsap),70,82
372,4,5:08.0,Shooting foul by K. Korver (drawn by G. Antetokounmpo),,70,82
373,4,5:08.0,G. Antetokounmpo makes free throw 1 of 2,,71,82
374,4,5:08.0,,D. Carroll enters the game for T. Sefolosha,71,82
375,4,5:08.0,G. Antetokounmpo makes free throw 2 of 2,,72,82
376,4,4:58.0,Offensive charge foul by J. Teague (drawn by E. İlyasova),,72,82
377,4,4:58.0,,Turnover by J. Teague (offensive foul),72,82
