,QUARTER,TIME_REMAINING,CHICAGO_ACTION,WASHINGTON_ACTION,CHICAGO_SCORE,WASHINGTON_SCORE
38,1,5:55.0,,Defensive rebound by K. Humphries,14,10
39,1,5:55.0,,Washington full timeout,14,10
40,1,5:38.0,,B. Beal misses 3-pt jump shot from 25 ft,14,10
41,1,5:37.0,Defensive rebound by J. Noah,,14,10
42,1,5:17.0,J. Noah misses 2-pt jump shot from 8 ft,,14,10
43,1,5:16.0,,Defensive rebound by B. Beal,14,10
44,1,5:04.0,,M. Gortat misses 2-pt jump shot from 9 ft,14,10
45,1,5:03.0,Defensive rebound by P. Gasol,,14,10
46,1,4:56.0,D. Rose misses 2-pt jump shot from 4 ft,,14,10
47,1,4:55.0,Offensive rebound by J. Noah,,14,10
48,1,4:54.0,J. Noah misses 2-pt layup from 1 ft,,14,10
49,1,4:54.0,Offensive rebound by J. Noah,,14,10
50,1,4:54.0,,N. Hilário enters the game for K. Humphries,14,10
51,1,4:54.0,A. Brooks enters the game for D. Rose,,14,10
52,1,4:53.0,Turnover by J. Noah (lost ball; steal by M. Gortat),,14,10
53,1,4:43.0,,J. Wall makes 2-pt jump shot from 15 ft,14,12
54,1,4:26.0,P. Gasol misses 2-pt jump shot from 11 ft,,14,12
55,1,4:25.0,,Defensive rebound by J. Wall,14,12
56,1,4:20.0,,J. Wall makes 2-pt layup from 1 ft,14,14
57,1,4:14.0,Chicago full timeout,,14,14
58,1,3:54.0,J. Butler misses 2-pt jump shot from 22 ft,,14,14
59,1,3:53.0,,Defensive rebound by M. Gortat,14,14
60,1,3:39.0,,J. Wall misses 2-pt jump shot from 18 ft,14,14
61,1,3:38.0,,Offensive rebound by M. Gortat,14,14
62,1,3:36.0,,M. Gortat makes 2-pt tip-in from 1 ft,14,16
63,1,3:10.0,J. Butler misses 2-pt jump shot from 20 ft,,14,16
64,1,3:10.0,Offensive rebound by Team,,14,16
65,1,3:10.0,Turnover by Team (shot clock),,14,16
66,1,3:10.0,T. Gibson enters the game for J. Noah,,14,16
67,1,3:10.0,,R. Butler enters the game for P. Pierce,14,16
68,1,2:59.0,,Personal foul by T. Gibson (drawn by N. Hilário),14,16
69,1,2:48.0,,N. Hilário misses 2-pt jump shot from 15 ft,14,16
70,1,2:47.0,Defensive rebound by J. Butler,,14,16
71,1,2:26.0,A. Brooks misses 2-pt layup from 1 ft,,14,16
72,1,2:25.0,,Defensive rebound by N. Hilário,14,16
73,1,2:16.0,,J. Wall misses 2-pt jump shot from 16 ft,14,16
74,1,2:15.0,Defensive rebound by T. Gibson,,14,16
75,1,2:06.0,A. Brooks makes 2-pt hook shot from 9 ft,,16,16
76,1,1:48.0,,B. Beal makes 2-pt jump shot from 12 ft (assist by J. Wall),16,18
77,1,1:30.0,A. Brooks misses 2-pt jump shot from 11 ft,,16,18
78,1,1:29.0,,Defensive rebound by M. Gortat,16,18
79,1,1:15.0,,M. Gortat misses 2-pt layup from 1 ft,16,18
80,1,1:14.0,,Offensive rebound by M. Gortat,16,18
81,1,1:12.0,,M. Gortat misses 2-pt layup from 1 ft,16,18
82,1,1:11.0,Defensive rebound by J. Butler,,16,18
83,1,1:00.0,J. Butler misses 2-pt layup from 1 ft,,16,18
84,1,0:59.0,,Defensive rebound by B. Beal,16,18
85,1,0:50.0,,R. Butler misses 2-pt jump shot from 15 ft,16,18
86,1,0:49.0,Defensive rebound by A. Brooks,,16,18
87,1,0:36.0,Shooting foul by J. Wall (drawn by A. Brooks),,16,18
88,1,0:36.0,A. Brooks makes free throw 1 of 3,,17,18
89,1,0:36.0,A. Brooks misses free throw 2 of 3,,17,18
90,1,0:36.0,Offensive rebound by Team,,17,18
91,1,0:36.0,,A. Miller enters the game for J. Wall,17,18
92,1,0:36.0,,O. Porter enters the game for B. Beal,17,18
93,1,0:36.0,E. Moore enters the game for J. Butler,,17,18
94,1,0:36.0,A. Brooks makes free throw 3 of 3,,18,18
95,1,0:17.0,,A. Miller makes 2-pt jump shot from 7 ft,18,20
96,1,0:00.0,P. Gasol makes 3-pt jump shot from 23 ft (assist by A. Brooks),,21,20
97,2,11:36.0,Shooting foul by R. Butler (drawn by N. Mirotić),,21,20
98,2,11:36.0,N. Mirotić misses free throw 1 of 2,,21,20
99,2,11:36.0,Offensive rebound by Team,,21,20
100,2,11:36.0,N. Mirotić makes free throw 2 of 2,,22,20
101,2,11:19.0,,R. Butler misses 2-pt jump shot from 18 ft,22,20
102,2,11:18.0,Defensive rebound by T. Snell,,22,20
103,2,11:08.0,,Violation by A. Miller (kicked ball),22,20
104,2,10:57.0,N. Mirotić misses 2-pt jump shot from 15 ft,,22,20
105,2,10:56.0,,Defensive rebound by K. Séraphin,22,20
106,2,10:37.0,,O. Porter makes 2-pt jump shot from 19 ft,22,22
107,2,10:11.0,A. Brooks makes 2-pt layup from 1 ft,,24,22
108,2,9:58.0,,Turnover by K. Séraphin (3 sec),24,22
109,2,9:49.0,A. Brooks misses 3-pt jump shot from 26 ft,,24,22
110,2,9:48.0,Offensive rebound by T. Gibson,,24,22
111,2,9:40.0,E. Moore misses 2-pt jump shot from 18 ft,,24,22
112,2,9:39.0,,Defensive rebound by O. Porter,24,22
113,2,9:34.0,,Turnover by A. Miller (bad pass),24,22
114,2,9:20.0,Shooting foul by K. Séraphin (drawn by T. Gibson),,24,22
115,2,9:20.0,T. Gibson makes free throw 1 of 2,,25,22
116,2,9:20.0,T. Gibson makes free throw 2 of 2,,26,22
117,2,9:10.0,,Turnover by O. Porter (bad pass; steal by A. Brooks),26,22
118,2,8:55.0,T. Snell misses 2-pt jump shot from 20 ft,,26,22
119,2,8:53.0,,Defensive rebound by A. Miller,26,22
120,2,8:47.0,,K. Séraphin misses 2-pt jump shot from 8 ft,26,22
121,2,8:46.0,Defensive rebound by T. Snell,,26,22
122,2,8:41.0,E. Moore makes 3-pt jump shot from 25 ft (assist by A. Brooks),,29,22
123,2,8:25.0,,R. Butler misses 2-pt layup from 2 ft (block by N. Mirotić),29,22
124,2,8:25.0,,Offensive rebound by Team,29,22
125,2,8:25.0,Official timeout,,29,22
126,2,8:17.0,,A. Miller makes 2-pt jump shot from 13 ft,29,24
127,2,8:01.0,N. Mirotić misses 3-pt jump shot from 23 ft,,29,24
128,2,8:00.0,,Defensive rebound by R. Butler,29,24
129,2,7:49.0,,N. Hilário makes 2-pt layup from 1 ft (assist by A. Miller),29,26
130,2,7:25.0,T. Gibson makes 2-pt hook shot from 4 ft,,31,26
131,2,7:03.0,,N. Hilário misses 2-pt jump shot from 7 ft (block by N. Mirotić),31,26
132,2,7:03.0,,Offensive rebound by Team,31,26
133,2,7:01.0,,R. Butler misses 2-pt jump shot from 15 ft,31,26
134,2,7:00.0,Defensive rebound by N. Mirotić,,31,26
135,2,6:52.0,N. Mirotić misses 3-pt jump shot from 28 ft,,31,26
136,2,6:51.0,,Defensive rebound by N. Hilário,31,26
137,2,6:41.0,,N. Hilário makes 2-pt layup at rim (assist by K. Séraphin),31,28
138,2,6:41.0,,Shooting foul by T. Snell (drawn by N. Hilário),31,28
139,2,6:41.0,,J. Wall enters the game for A. Miller,31,28
140,2,6:41.0,,B. Beal enters the game for O. Porter,31,28
141,2,6:41.0,,N. Hilário misses free throw 1 of 1,31,28
142,2,6:41.0,Defensive rebound by N. Mirotić,,31,28
143,2,6:30.0,A. Brooks makes 2-pt layup from 1 ft,,33,28
144,2,6:07.0,,Shooting foul by A. Brooks (drawn by B. Beal),33,28
145,2,6:07.0,,B. Beal misses free throw 1 of 2,33,28
146,2,6:07.0,,Offensive rebound by Team,33,28
147,2,6:07.0,,M. Gortat enters the game for K. Séraphin,33,28
148,2,6:07.0,J. Butler enters the game for T. Snell,,33,28
149,2,6:07.0,J. Noah enters the game for E. Moore,,33,28
150,2,6:07.0,D. Rose enters the game for T. Gibson,,33,28
151,2,6:07.0,,B. Beal makes free throw 2 of 2,33,29
152,2,5:49.0,J. Butler misses 2-pt jump shot from 11 ft,,33,29
153,2,5:48.0,,Defensive rebound by R. Butler,33,29
154,2,5:42.0,,J. Wall misses 2-pt layup from 2 ft,33,29
155,2,5:40.0,,Offensive rebound by N. Hilário,33,29
156,2,5:37.0,,B. Beal makes 3-pt jump shot from 29 ft (assist by N. Hilário),33,32
157,2,5:21.0,J. Noah misses 2-pt jump shot from 7 ft,,33,32
158,2,5:20.0,Offensive rebound by Team,,33,32
159,2,5:20.0,,Loose ball foul by R. Butler (drawn by J. Butler),33,32
160,2,5:20.0,,Washington full timeout,33,32
161,2,5:20.0,P. Gasol enters the game for N. Mirotić,,33,32
162,2,5:20.0,,P. Pierce enters the game for R. Butler,33,32
163,2,5:05.0,P. Gasol makes 2-pt jump shot from 17 ft,,35,32
164,2,4:50.0,,N. Hilário misses 2-pt jump shot from 17 ft,35,32
165,2,4:49.0,Defensive rebound by D. Rose,,35,32
166,2,4:40.0,J. Butler makes 2-pt layup from 1 ft (assist by P. Gasol),,37,32
167,2,4:40.0,Shooting foul by P. Pierce (drawn by J. Butler),,37,32
168,2,4:40.0,,K. Humphries enters the game for N. Hilário,37,32
169,2,4:40.0,J. Butler misses free throw 1 of 1,,37,32
170,2,4:38.0,,Defensive rebound by K. Humphries,37,32
171,2,4:17.0,,M. Gortat misses 2-pt jump shot from 10 ft,37,32
172,2,4:16.0,Defensive rebound by J. Butler,,37,32
173,2,3:56.0,P. Gasol misses 2-pt jump shot from 12 ft,,37,32
174,2,3:56.0,,Defensive rebound by M. Gortat,37,32
175,2,3:53.0,,Personal foul by A. Brooks (drawn by J. Wall),37,32
176,2,3:53.0,E. Moore enters the game for A. Brooks,,37,32
177,2,3:44.0,,J. Wall misses 2-pt jump shot from 17 ft,37,32
178,2,3:43.0,Defensive rebound by E. Moore,,37,32
179,2,3:35.0,J. Butler misses 3-pt jump shot from 26 ft,,37,32
180,2,3:34.0,,Defensive rebound by P. Pierce,37,32
181,2,3:29.0,,Turnover by J. Wall (bad pass; steal by P. Gasol),37,32
182,2,3:25.0,Shooting foul by P. Pierce (drawn by J. Noah),,37,32
183,2,3:25.0,J. Noah misses free throw 1 of 2,,37,32
184,2,3:25.0,Offensive rebound by Team,,37,32
185,2,3:25.0,J. Noah misses free throw 2 of 2,,37,32
186,2,3:24.0,,Defensive rebound by M. Gortat,37,32
187,2,3:11.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by J. Wall),37,34
188,2,2:44.0,P. Gasol misses 2-pt jump shot from 12 ft,,37,34
189,2,2:44.0,Offensive rebound by J. Noah,,37,34
190,2,2:41.0,Turnover by Team (shot clock),,37,34
191,2,2:37.0,,Offensive foul by J. Wall (drawn by D. Rose),37,34
192,2,2:37.0,,Turnover by J. Wall (offensive foul),37,34
193,2,2:37.0,Chicago full timeout,,37,34
194,2,2:37.0,,A. Miller enters the game for J. Wall,37,34
195,2,2:27.0,Turnover by D. Rose (bad pass; steal by B. Beal),,37,34
196,2,2:08.0,,M. Gortat misses 2-pt jump shot from 12 ft,37,34
197,2,2:07.0,Defensive rebound by J. Noah,,37,34
198,2,1:52.0,Turnover by J. Noah (lost ball; steal by K. Humphries),,37,34
199,2,1:45.0,,P. Pierce misses 2-pt layup from 1 ft,37,34
200,2,1:44.0,,Offensive rebound by K. Humphries,37,34
201,2,1:42.0,,K. Humphries misses 2-pt layup from 1 ft,37,34
202,2,1:42.0,Defensive rebound by E. Moore,,37,34
203,2,1:42.0,Turnover by D. Rose (traveling),,37,34
204,2,1:42.0,,R. Butler enters the game for P. Pierce,37,34
205,2,1:31.0,,Turnover by M. Gortat (lost ball; steal by J. Noah),37,34
206,2,1:28.0,J. Noah makes 2-pt dunk at rim,,39,34
207,2,1:14.0,,A. Miller makes 2-pt jump shot from 11 ft,39,36
208,2,1:08.0,Shooting foul by M. Gortat (drawn by D. Rose),,39,36
209,2,1:08.0,,Technical foul by M. Gortat,39,36
210,2,1:08.0,J. Butler misses technical free throw,,39,36
211,2,1:08.0,Offensive rebound by Team,,39,36
212,2,1:08.0,D. Rose makes free throw 1 of 2,,40,36
213,2,1:08.0,D. Rose makes free throw 2 of 2,,41,36
214,2,0:58.0,,B. Beal makes 2-pt jump shot from 14 ft,41,38
215,2,0:43.0,J. Noah makes 2-pt dunk at rim (assist by D. Rose),,43,38
216,2,0:29.0,,A. Miller makes 2-pt layup from 2 ft (assist by R. Butler),43,40
217,2,0:23.0,D. Rose misses 2-pt jump shot from 20 ft,,43,40
218,2,0:22.0,Offensive rebound by E. Moore,,43,40
219,2,0:01.0,D. Rose makes 3-pt jump shot from 26 ft,,46,40
220,3,11:46.0,P. Gasol misses 2-pt jump shot from 18 ft,,46,40
221,3,11:46.0,Offensive rebound by Team,,46,40
222,3,11:46.0,,Loose ball foul by K. Humphries (drawn by J. Noah),46,40
223,3,11:33.0,P. Gasol makes 2-pt layup from 1 ft (assist by J. Butler),,48,40
224,3,11:13.0,,P. Pierce makes 3-pt jump shot from 25 ft (assist by M. Gortat),48,43
225,3,10:46.0,J. Butler misses 2-pt jump shot from 18 ft,,48,43
226,3,10:45.0,,Defensive rebound by M. Gortat,48,43
227,3,10:39.0,,K. Humphries misses 2-pt layup from 1 ft,48,43
228,3,10:37.0,Defensive rebound by J. Noah,,48,43
229,3,10:24.0,J. Butler misses 2-pt layup from 1 ft (block by M. Gortat),,48,43
230,3,10:24.0,,Defensive rebound by Team,48,43
231,3,10:01.0,,P. Pierce misses 2-pt jump shot from 20 ft,48,43
232,3,10:00.0,Defensive rebound by P. Gasol,,48,43
233,3,9:48.0,J. Noah misses 2-pt jump shot from 17 ft (block by M. Gortat),,48,43
234,3,9:46.0,,Defensive rebound by J. Wall,48,43
235,3,9:34.0,,B. Beal misses 2-pt jump shot from 19 ft,48,43
236,3,9:33.0,Defensive rebound by M. Dunleavy,,48,43
237,3,9:27.0,D. Rose misses 2-pt layup from 1 ft (block by B. Beal),,48,43
238,3,9:25.0,Offensive rebound by Team,,48,43
239,3,9:18.0,D. Rose makes 2-pt jump shot from 8 ft (assist by M. Dunleavy),,50,43
240,3,9:04.0,,Shooting foul by J. Butler (drawn by P. Pierce),50,43
241,3,9:04.0,,P. Pierce misses free throw 1 of 2,50,43
242,3,9:04.0,,Offensive rebound by Team,50,43
243,3,9:04.0,,P. Pierce misses free throw 2 of 2,50,43
244,3,9:03.0,Defensive rebound by P. Gasol,,50,43
245,3,8:51.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by D. Rose),,52,43
246,3,8:36.0,,K. Humphries makes 2-pt jump shot from 14 ft (assist by J. Wall),52,45
247,3,8:22.0,D. Rose makes 2-pt jump shot from 10 ft,,54,45
248,3,8:03.0,,M. Gortat misses 2-pt jump shot from 19 ft,54,45
249,3,8:02.0,Defensive rebound by J. Noah,,54,45
250,3,7:50.0,J. Noah misses 2-pt jump shot from 16 ft,,54,45
251,3,7:49.0,,Defensive rebound by B. Beal,54,45
252,3,7:28.0,,K. Humphries makes 2-pt jump shot from 19 ft (assist by B. Beal),54,47
253,3,7:07.0,P. Gasol misses 2-pt jump shot from 17 ft,,54,47
254,3,7:06.0,,Defensive rebound by J. Wall,54,47
255,3,6:58.0,,P. Pierce misses 3-pt jump shot from 26 ft,54,47
256,3,6:57.0,Defensive rebound by M. Dunleavy,,54,47
257,3,6:41.0,D. Rose makes 2-pt layup at rim,,56,47
258,3,6:40.0,,Washington full timeout,56,47
259,3,6:21.0,,M. Gortat misses 2-pt layup from 2 ft (block by P. Gasol),56,47
260,3,6:19.0,Defensive rebound by J. Noah,,56,47
261,3,6:14.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,56,47
262,3,6:12.0,Offensive rebound by J. Butler,,56,47
263,3,5:58.0,Turnover by D. Rose (lost ball; steal by J. Wall),,56,47
264,3,5:56.0,,Personal take foul by M. Dunleavy (drawn by J. Wall),56,47
265,3,5:50.0,,M. Gortat makes 2-pt jump shot from 5 ft (assist by B. Beal),56,49
266,3,5:36.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by D. Rose),,58,49
267,3,5:15.0,,Shooting foul by P. Gasol (drawn by M. Gortat),58,49
268,3,5:15.0,,M. Gortat makes free throw 1 of 2,58,50
269,3,5:15.0,,M. Gortat makes free throw 2 of 2,58,51
270,3,5:02.0,J. Noah makes 2-pt dunk at rim (assist by P. Gasol),,60,51
271,3,4:45.0,,K. Humphries makes 2-pt jump shot from 15 ft (assist by J. Wall),60,53
272,3,4:31.0,D. Rose misses 3-pt jump shot from 27 ft,,60,53
273,3,4:29.0,,Defensive rebound by K. Humphries,60,53
274,3,4:24.0,,J. Wall makes 2-pt layup at rim,60,55
275,3,4:05.0,J. Butler makes 2-pt jump shot from 11 ft (assist by P. Gasol),,62,55
276,3,3:50.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by K. Humphries),62,58
277,3,3:31.0,D. Rose makes 2-pt jump shot from 9 ft,,64,58
278,3,3:23.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),64,61
279,3,3:15.0,Chicago full timeout,,64,61
280,3,3:15.0,,N. Hilário enters the game for K. Humphries,64,61
281,3,3:15.0,T. Gibson enters the game for J. Noah,,64,61
282,3,3:15.0,A. Brooks enters the game for D. Rose,,64,61
283,3,3:06.0,Turnover by M. Dunleavy (lost ball; steal by N. Hilário),,64,61
284,3,3:04.0,,Personal foul by T. Gibson (drawn by B. Beal),64,61
285,3,2:43.0,,P. Pierce makes 2-pt jump shot from 13 ft,64,63
286,3,2:24.0,T. Gibson makes 2-pt jump shot from 12 ft (assist by A. Brooks),,66,63
287,3,2:04.0,,P. Pierce misses 2-pt jump shot from 15 ft,66,63
288,3,2:03.0,Defensive rebound by T. Gibson,,66,63
289,3,1:56.0,A. Brooks makes 2-pt layup from 1 ft,,68,63
290,3,1:37.0,,B. Beal misses 2-pt jump shot from 15 ft,68,63
291,3,1:36.0,Defensive rebound by Team,,68,63
292,3,1:36.0,E. Moore enters the game for M. Dunleavy,,68,63
293,3,1:36.0,,R. Butler enters the game for P. Pierce,68,63
294,3,1:11.0,J. Butler misses 3-pt jump shot from 25 ft,,68,63
295,3,1:10.0,Offensive rebound by T. Gibson,,68,63
296,3,0:56.0,T. Gibson makes 2-pt dunk at rim (assist by P. Gasol),,70,63
297,3,0:46.0,,J. Wall makes 2-pt jump shot from 17 ft,70,65
298,3,0:34.0,Personal foul by J. Wall (drawn by A. Brooks),,70,65
299,3,0:34.0,,A. Miller enters the game for J. Wall,70,65
300,3,0:32.0,A. Brooks misses 3-pt jump shot from 25 ft,,70,65
301,3,0:31.0,,Defensive rebound by N. Hilário,70,65
302,3,0:14.0,,A. Miller misses 2-pt jump shot from 15 ft,70,65
303,3,0:13.0,Defensive rebound by P. Gasol,,70,65
304,3,0:01.0,A. Brooks misses 2-pt jump shot from 9 ft,,70,65
305,3,0:00.0,,Defensive rebound by Team,70,65
306,4,11:40.0,,Shooting foul by N. Mirotić (drawn by N. Hilário),70,65
307,4,11:40.0,,N. Hilário makes free throw 1 of 2,70,66
308,4,11:40.0,,N. Hilário makes free throw 2 of 2,70,67
309,4,11:26.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by A. Brooks),,73,67
310,4,11:05.0,,N. Hilário misses 2-pt jump shot from 5 ft,73,67
311,4,11:04.0,Defensive rebound by T. Gibson,,73,67
312,4,10:51.0,A. Brooks makes 2-pt layup from 2 ft (assist by T. Gibson),,75,67
313,4,10:24.0,,N. Hilário misses 2-pt jump shot from 17 ft,75,67
314,4,10:23.0,Defensive rebound by J. Butler,,75,67
315,4,10:09.0,T. Gibson makes 2-pt dunk at rim (assist by E. Moore),,77,67
316,4,10:06.0,,Washington full timeout,77,67
317,4,10:06.0,,K. Séraphin enters the game for M. Gortat,77,67
318,4,10:06.0,T. Snell enters the game for J. Butler,,77,67
319,4,10:06.0,,J. Wall enters the game for O. Porter,77,67
320,4,9:55.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Wall),77,69
321,4,9:28.0,A. Brooks misses 2-pt jump shot from 4 ft,,77,69
322,4,9:27.0,,Defensive rebound by N. Hilário,77,69
323,4,9:13.0,,K. Séraphin makes 2-pt layup from 1 ft (assist by A. Miller),77,71
324,4,9:13.0,,Shooting foul by A. Brooks (drawn by K. Séraphin),77,71
325,4,9:13.0,,K. Séraphin misses free throw 1 of 1,77,71
326,4,9:13.0,Defensive rebound by N. Mirotić,,77,71
327,4,8:57.0,T. Gibson makes 2-pt layup from 1 ft (assist by A. Brooks),,79,71
328,4,8:40.0,,N. Hilário misses 2-pt jump shot from 13 ft,79,71
329,4,8:39.0,Defensive rebound by T. Gibson,,79,71
330,4,8:31.0,Shooting foul by K. Séraphin (drawn by N. Mirotić),,79,71
331,4,8:31.0,N. Mirotić misses free throw 1 of 2,,79,71
332,4,8:31.0,Offensive rebound by Team,,79,71
333,4,8:31.0,N. Mirotić makes free throw 2 of 2,,80,71
334,4,8:22.0,,Personal foul by E. Moore (drawn by N. Hilário),80,71
335,4,8:11.0,,R. Butler misses 2-pt jump shot from 18 ft,80,71
336,4,8:10.0,,Offensive rebound by A. Miller,80,71
337,4,8:06.0,,A. Miller misses 2-pt layup at rim (block by T. Gibson),80,71
338,4,8:05.0,Defensive rebound by A. Brooks,,80,71
339,4,8:01.0,N. Mirotić makes 2-pt jump shot from 19 ft,,82,71
340,4,7:47.0,,J. Wall misses 2-pt jump shot from 19 ft,82,71
341,4,7:46.0,Defensive rebound by T. Gibson,,82,71
342,4,7:41.0,E. Moore misses 2-pt layup from 1 ft,,82,71
343,4,7:39.0,,Defensive rebound by J. Wall,82,71
344,4,7:33.0,,R. Butler makes 3-pt jump shot from 24 ft (assist by J. Wall),82,74
345,4,7:16.0,A. Brooks misses 2-pt jump shot from 16 ft,,82,74
346,4,7:15.0,,Defensive rebound by R. Butler,82,74
347,4,7:03.0,,K. Séraphin misses 2-pt jump shot from 13 ft,82,74
348,4,7:02.0,Defensive rebound by A. Brooks,,82,74
349,4,6:55.0,E. Moore makes 2-pt jump shot from 5 ft (assist by A. Brooks),,84,74
350,4,6:36.0,,Def 3 sec tech foul by N. Mirotić,84,74
351,4,6:36.0,D. Rose enters the game for A. Brooks,,84,74
352,4,6:36.0,,R. Butler makes technical free throw,84,75
353,4,6:36.0,,B. Beal enters the game for A. Miller,84,75
354,4,6:36.0,J. Butler enters the game for T. Snell,,84,75
355,4,6:31.0,,B. Beal misses 2-pt layup from 1 ft (block by T. Gibson),84,75
356,4,6:31.0,Defensive rebound by Team,,84,75
357,4,6:23.0,D. Rose makes 2-pt jump shot from 7 ft,,86,75
358,4,6:08.0,,N. Hilário misses 2-pt layup from 1 ft,86,75
359,4,6:07.0,Defensive rebound by N. Mirotić,,86,75
360,4,5:53.0,Turnover by D. Rose (bad pass),,86,75
361,4,5:53.0,Official timeout,,86,75
362,4,5:53.0,,M. Gortat enters the game for K. Séraphin,86,75
363,4,5:53.0,,P. Pierce enters the game for N. Hilário,86,75
364,4,5:41.0,,J. Wall makes 2-pt layup at rim,86,77
365,4,5:34.0,D. Rose misses 2-pt jump shot from 10 ft (block by P. Pierce),,86,77
366,4,5:33.0,,Defensive rebound by R. Butler,86,77
367,4,5:26.0,,Shooting foul by T. Gibson (drawn by P. Pierce),86,77
368,4,5:26.0,,P. Pierce makes free throw 1 of 3,86,78
369,4,5:26.0,,P. Pierce makes free throw 2 of 3,86,79
370,4,5:26.0,J. Noah enters the game for T. Gibson,,86,79
371,4,5:26.0,,P. Pierce misses free throw 3 of 3,86,79
372,4,5:25.0,Defensive rebound by N. Mirotić,,86,79
373,4,5:05.0,J. Noah misses 2-pt jump shot from 6 ft,,86,79
374,4,5:05.0,,Defensive rebound by P. Pierce,86,79
375,4,5:00.0,,J. Wall makes 2-pt layup at rim,86,81
376,4,4:45.0,J. Noah misses 2-pt layup from 2 ft,,86,81
377,4,4:44.0,,Defensive rebound by P. Pierce,86,81
378,4,4:40.0,,J. Wall makes 2-pt layup from 1 ft (assist by P. Pierce),86,83
379,4,4:40.0,Chicago full timeout,,86,83
380,4,4:40.0,P. Gasol enters the game for N. Mirotić,,86,83
381,4,4:19.0,D. Rose misses 3-pt jump shot from 27 ft,,86,83
382,4,4:17.0,,Defensive rebound by J. Wall,86,83
383,4,4:14.0,,J. Wall makes 2-pt layup at rim,86,85
384,4,3:57.0,Turnover by D. Rose (step out of bounds),,86,85
385,4,3:57.0,A. Brooks enters the game for E. Moore,,86,85
386,4,3:44.0,,J. Wall makes 2-pt jump shot from 20 ft,86,87
387,4,3:25.0,Shooting block foul by B. Beal (drawn by J. Butler),,86,87
388,4,3:25.0,J. Butler makes free throw 1 of 2,,87,87
389,4,3:25.0,J. Butler makes free throw 2 of 2,,88,87
390,4,3:15.0,,Turnover by J. Wall (bad pass; steal by D. Rose),88,87
