,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MEMPHIS_ACTION,HOUSTON_SCORE,MEMPHIS_SCORE
62,1,4:27.0,,C. Lee misses 3-pt jump shot from 26 ft,16,19
63,1,4:26.0,Defensive rebound by P. Beverley,,16,19
64,1,4:21.0,J. Dorsey enters the game for D. Motiejūnas,,16,19
65,1,4:21.0,,B. Udrih enters the game for M. Conley,16,19
66,1,4:18.0,Turnover by J. Smith (bad pass),,16,19
67,1,4:06.0,,C. Lee misses 3-pt jump shot from 24 ft,16,19
68,1,4:05.0,Defensive rebound by J. Harden,,16,19
69,1,3:59.0,Shooting foul by T. Allen (drawn by J. Harden),,16,19
70,1,3:59.0,J. Harden makes free throw 1 of 2,,17,19
71,1,3:59.0,A. Shved enters the game for P. Beverley,,17,19
72,1,3:59.0,C. Brewer enters the game for T. Ariza,,17,19
73,1,3:59.0,J. Harden makes free throw 2 of 2,,18,19
74,1,3:44.0,,Shooting foul by A. Shved (drawn by B. Udrih),18,19
75,1,3:44.0,,B. Udrih makes 2-pt jump shot from 12 ft,18,21
76,1,3:44.0,,B. Udrih misses free throw 1 of 1,18,21
77,1,3:43.0,Defensive rebound by J. Smith,,18,21
78,1,3:31.0,A. Shved misses 3-pt jump shot from 26 ft,,18,21
79,1,3:30.0,Offensive rebound by J. Harden,,18,21
80,1,3:22.0,J. Harden makes 2-pt jump shot from 7 ft,,20,21
81,1,3:22.0,Shooting foul by T. Allen (drawn by J. Harden),,20,21
82,1,3:22.0,,Q. Pondexter enters the game for T. Allen,20,21
83,1,3:22.0,J. Harden makes free throw 1 of 1,,21,21
84,1,3:05.0,,M. Gasol makes 2-pt hook shot from 6 ft,21,23
85,1,2:56.0,J. Smith misses 2-pt layup from 1 ft,,21,23
86,1,2:54.0,,Defensive rebound by M. Gasol,21,23
87,1,2:50.0,,B. Udrih makes 2-pt jump shot from 13 ft,21,25
88,1,2:38.0,J. Harden makes 2-pt layup from 2 ft,,23,25
89,1,2:16.0,,B. Udrih misses 3-pt jump shot from 25 ft,23,25
90,1,2:14.0,,Offensive rebound by Q. Pondexter,23,25
91,1,2:14.0,,Q. Pondexter makes 2-pt tip-in at rim,23,27
92,1,1:54.0,J. Smith misses 2-pt hook shot from 6 ft,,23,27
93,1,1:52.0,,Defensive rebound by B. Udrih,23,27
94,1,1:34.0,,T. Prince misses 2-pt jump shot from 14 ft,23,27
95,1,1:33.0,Defensive rebound by J. Harden,,23,27
96,1,1:29.0,Shooting block foul by B. Udrih (drawn by A. Shved),,23,27
97,1,1:29.0,,Memphis full timeout,23,27
98,1,1:29.0,J. Terry enters the game for J. Harden,,23,27
99,1,1:29.0,,K. Koufos enters the game for M. Gasol,23,27
100,1,1:29.0,,V. Carter enters the game for C. Lee,23,27
101,1,1:29.0,A. Shved misses free throw 1 of 2,,23,27
102,1,1:29.0,Offensive rebound by Team,,23,27
103,1,1:29.0,A. Shved makes free throw 2 of 2,,24,27
104,1,1:18.0,,Personal foul by C. Brewer (drawn by V. Carter),24,27
105,1,1:18.0,,V. Carter makes free throw 1 of 2,24,28
106,1,1:18.0,,V. Carter makes free throw 2 of 2,24,29
107,1,1:03.0,J. Terry misses 3-pt jump shot from 25 ft,,24,29
108,1,1:02.0,Offensive rebound by A. Shved,,24,29
109,1,0:52.0,J. Dorsey misses 2-pt hook shot from 4 ft,,24,29
110,1,0:52.0,,Defensive rebound by Team,24,29
111,1,0:52.0,Loose ball foul by J. Dorsey (drawn by K. Koufos),,24,29
112,1,0:52.0,,K. Koufos makes free throw 1 of 2,24,30
113,1,0:52.0,,K. Koufos makes free throw 2 of 2,24,31
114,1,0:33.0,J. Terry misses 3-pt jump shot from 25 ft,,24,31
115,1,0:31.0,,Defensive rebound by Team,24,31
116,1,0:09.0,,V. Carter misses 3-pt jump shot from 27 ft (block by C. Brewer),24,31
117,1,0:07.0,,Offensive rebound by T. Prince,24,31
118,1,0:05.0,,T. Prince misses 2-pt jump shot from 11 ft,24,31
119,1,0:02.0,Defensive rebound by J. Smith,,24,31
120,1,0:01.0,J. Smith misses 3-pt jump shot from 27 ft,,24,31
121,1,0:00.0,Offensive rebound by Team,,24,31
122,2,11:51.0,Shooting foul by B. Udrih (drawn by A. Shved),,24,31
123,2,11:51.0,A. Shved makes free throw 1 of 2,,25,31
124,2,11:51.0,A. Shved makes free throw 2 of 2,,26,31
125,2,11:33.0,,B. Udrih misses 2-pt jump shot from 12 ft,26,31
126,2,11:31.0,Defensive rebound by J. Terry,,26,31
127,2,11:25.0,Turnover by C. Brewer (lost ball; steal by V. Carter),,26,31
128,2,11:20.0,,Q. Pondexter makes 2-pt layup at rim (assist by T. Prince),26,33
129,2,10:57.0,J. Terry makes 3-pt jump shot from 23 ft (assist by D. Howard),,29,33
130,2,10:36.0,Violation by A. Shved (def goaltending),,29,33
131,2,10:36.0,,B. Udrih makes 2-pt layup from 2 ft (assist by V. Carter),29,35
132,2,10:17.0,A. Shved misses 3-pt jump shot from 25 ft,,29,35
133,2,10:16.0,,Defensive rebound by B. Udrih,29,35
134,2,10:11.0,,Q. Pondexter misses 3-pt jump shot from 26 ft,29,35
135,2,10:09.0,,Offensive rebound by T. Prince,29,35
136,2,10:01.0,,B. Udrih makes 2-pt jump shot from 19 ft,29,37
137,2,9:49.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by J. Terry),,32,37
138,2,9:33.0,,Q. Pondexter makes 2-pt layup at rim (assist by T. Prince),32,39
139,2,9:28.0,Houston full timeout,,32,39
140,2,9:28.0,P. Beverley enters the game for A. Shved,,32,39
141,2,9:21.0,Shooting foul by K. Koufos (drawn by D. Howard),,32,39
142,2,9:21.0,D. Howard misses free throw 1 of 2,,32,39
143,2,9:21.0,Offensive rebound by Team,,32,39
144,2,9:21.0,D. Howard misses free throw 2 of 2,,32,39
145,2,9:20.0,Offensive rebound by Team,,32,39
146,2,9:15.0,Turnover by D. Howard (lost ball; steal by V. Carter),,32,39
147,2,9:09.0,,Q. Pondexter misses 2-pt layup from 1 ft,32,39
148,2,9:08.0,Defensive rebound by D. Howard,,32,39
149,2,9:03.0,C. Brewer misses 2-pt layup at rim,,32,39
150,2,9:00.0,,Defensive rebound by V. Carter,32,39
151,2,8:57.0,,Q. Pondexter makes 2-pt dunk at rim (assist by V. Carter),32,41
152,2,8:38.0,D. Motiejūnas misses 2-pt jump shot from 5 ft,,32,41
153,2,8:36.0,,Defensive rebound by T. Prince,32,41
154,2,8:31.0,,T. Prince makes 2-pt layup from 1 ft,32,43
155,2,8:18.0,D. Motiejūnas misses 2-pt jump shot from 13 ft,,32,43
156,2,8:17.0,,Defensive rebound by K. Koufos,32,43
157,2,8:12.0,,Memphis full timeout,32,43
158,2,8:12.0,,C. Lee enters the game for Q. Pondexter,32,43
159,2,8:05.0,,K. Koufos misses 2-pt hook shot from 10 ft,32,43
160,2,8:03.0,Defensive rebound by D. Howard,,32,43
161,2,7:53.0,C. Brewer makes 2-pt jump shot from 16 ft (assist by P. Beverley),,34,43
162,2,7:35.0,,T. Prince makes 2-pt jump shot from 13 ft,34,45
163,2,7:22.0,P. Beverley misses 2-pt jump shot from 4 ft,,34,45
164,2,7:21.0,,Defensive rebound by K. Koufos,34,45
165,2,7:14.0,,K. Koufos makes 2-pt dunk at rim (assist by B. Udrih),34,47
166,2,6:51.0,Shooting foul by B. Udrih (drawn by D. Howard),,34,47
167,2,6:51.0,D. Howard misses free throw 1 of 2,,34,47
168,2,6:51.0,Offensive rebound by Team,,34,47
169,2,6:51.0,,M. Conley enters the game for B. Udrih,34,47
170,2,6:51.0,,T. Allen enters the game for V. Carter,34,47
171,2,6:51.0,T. Ariza enters the game for C. Brewer,,34,47
172,2,6:51.0,J. Harden enters the game for J. Terry,,34,47
173,2,6:51.0,D. Howard misses free throw 2 of 2,,34,47
174,2,6:50.0,,Defensive rebound by K. Koufos,34,47
175,2,6:31.0,,K. Koufos misses 2-pt jump shot from 20 ft,34,47
176,2,6:30.0,Defensive rebound by J. Harden,,34,47
177,2,6:11.0,Turnover by J. Harden (bad pass; steal by K. Koufos),,34,47
178,2,6:03.0,,T. Prince misses 3-pt jump shot from 23 ft,34,47
179,2,6:02.0,Defensive rebound by D. Howard,,34,47
180,2,5:48.0,Houston full timeout,,34,47
181,2,5:48.0,,M. Gasol enters the game for K. Koufos,34,47
182,2,5:41.0,J. Harden makes 2-pt jump shot from 20 ft,,36,47
183,2,5:17.0,,T. Prince makes 2-pt jump shot from 21 ft,36,49
184,2,4:52.0,P. Beverley misses 2-pt layup at rim (block by T. Allen),,36,49
185,2,4:51.0,Offensive rebound by D. Howard,,36,49
186,2,4:51.0,D. Howard misses 2-pt tip-in at rim,,36,49
187,2,4:48.0,Offensive rebound by D. Howard,,36,49
188,2,4:42.0,T. Ariza misses 3-pt jump shot from 25 ft,,36,49
189,2,4:39.0,Offensive rebound by P. Beverley,,36,49
190,2,4:37.0,P. Beverley misses 2-pt jump shot from 5 ft,,36,49
191,2,4:36.0,Offensive rebound by Team,,36,49
192,2,4:36.0,J. Smith enters the game for D. Motiejūnas,,36,49
193,2,4:35.0,Personal foul by T. Allen (drawn by J. Harden),,36,49
194,2,4:35.0,,Q. Pondexter enters the game for T. Allen,36,49
195,2,4:29.0,J. Harden misses 3-pt jump shot from 26 ft,,36,49
196,2,4:28.0,Offensive rebound by T. Ariza,,36,49
197,2,4:13.0,P. Beverley misses 3-pt jump shot from 23 ft,,36,49
198,2,4:12.0,Offensive rebound by J. Smith,,36,49
199,2,4:08.0,T. Ariza misses 3-pt jump shot from 25 ft,,36,49
200,2,4:06.0,Offensive rebound by P. Beverley,,36,49
201,2,4:04.0,P. Beverley makes 2-pt tip-in at rim,,38,49
202,2,3:53.0,,M. Conley misses 2-pt jump shot from 20 ft,38,49
203,2,3:52.0,Defensive rebound by T. Ariza,,38,49
204,2,3:44.0,J. Smith misses 2-pt layup from 1 ft,,38,49
205,2,3:42.0,,Defensive rebound by T. Prince,38,49
206,2,3:38.0,,Q. Pondexter makes 2-pt layup from 1 ft (assist by M. Conley),38,51
207,2,3:38.0,,Shooting foul by J. Harden (drawn by Q. Pondexter),38,51
208,2,3:38.0,,Q. Pondexter makes free throw 1 of 1,38,52
209,2,3:14.0,J. Harden misses 2-pt jump shot from 17 ft,,38,52
210,2,3:11.0,,Defensive rebound by Q. Pondexter,38,52
211,2,2:57.0,,M. Conley misses 3-pt jump shot from 22 ft,38,52
212,2,2:56.0,Defensive rebound by D. Howard,,38,52
213,2,2:48.0,J. Smith makes 2-pt layup at rim (assist by P. Beverley),,40,52
214,2,2:25.0,,Technical foul by T. Allen,40,52
215,2,2:25.0,Houston full timeout,,40,52
216,2,2:25.0,,J. Leuer enters the game for T. Prince,40,52
217,2,2:25.0,J. Harden misses technical free throw,,40,52
218,2,2:25.0,,Offensive rebound by Team,40,52
219,2,2:17.0,,M. Conley makes 2-pt jump shot from 20 ft,40,54
220,2,1:59.0,Shooting foul by C. Lee (drawn by J. Smith),,40,54
221,2,1:59.0,J. Smith makes 2-pt jump shot from 3 ft (assist by J. Harden),,42,54
222,2,1:59.0,J. Smith makes free throw 1 of 1,,43,54
223,2,1:44.0,,Personal foul by J. Smith (drawn by J. Leuer),43,54
224,2,1:39.0,,M. Conley misses 2-pt jump shot from 13 ft,43,54
225,2,1:37.0,,Offensive rebound by Q. Pondexter,43,54
226,2,1:34.0,,Q. Pondexter misses 2-pt layup at rim,43,54
227,2,1:33.0,,Offensive rebound by J. Leuer,43,54
228,2,1:16.0,,M. Gasol misses 2-pt hook shot from 8 ft,43,54
229,2,1:15.0,Defensive rebound by Team,,43,54
230,2,1:00.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Smith),,46,54
231,2,0:50.0,,Turnover by M. Conley (bad pass; steal by T. Ariza),46,54
232,2,0:47.0,Shooting foul by M. Conley (drawn by J. Harden),,46,54
233,2,0:47.0,J. Harden makes free throw 1 of 2,,47,54
234,2,0:47.0,J. Harden makes free throw 2 of 2,,48,54
235,2,0:25.0,,C. Lee misses 2-pt jump shot from 16 ft,48,54
236,2,0:23.0,Defensive rebound by J. Harden,,48,54
237,2,0:19.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,50,54
238,2,0:01.0,,M. Conley makes 3-pt jump shot from 25 ft,50,57
239,3,11:44.0,J. Harden makes 3-pt jump shot from 25 ft (assist by D. Motiejūnas),,53,57
240,3,11:26.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by C. Lee),53,59
241,3,11:06.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by P. Beverley),,56,59
242,3,10:54.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by M. Conley),56,61
243,3,10:50.0,Turnover by D. Motiejūnas (bad pass; steal by M. Conley),,56,61
244,3,10:42.0,,C. Lee misses 2-pt jump shot from 14 ft,56,61
245,3,10:40.0,Defensive rebound by J. Harden,,56,61
246,3,10:34.0,P. Beverley misses 3-pt jump shot from 25 ft,,56,61
247,3,10:32.0,Offensive rebound by D. Motiejūnas,,56,61
248,3,10:31.0,D. Motiejūnas makes 2-pt layup at rim,,58,61
249,3,10:14.0,,T. Allen misses 2-pt layup from 1 ft,58,61
250,3,10:13.0,Defensive rebound by D. Howard,,58,61
251,3,10:08.0,Personal foul by J. Leuer (drawn by D. Motiejūnas),,58,61
252,3,9:59.0,P. Beverley makes 2-pt jump shot from 11 ft,,60,61
253,3,9:59.0,,Memphis full timeout,60,61
254,3,9:43.0,,M. Conley misses 2-pt jump shot from 22 ft,60,61
255,3,9:42.0,Defensive rebound by D. Howard,,60,61
256,3,9:34.0,Turnover by T. Ariza (bad pass; steal by M. Conley),,60,61
257,3,9:34.0,,Personal foul by T. Ariza (drawn by M. Conley),60,61
258,3,9:18.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by T. Allen),60,63
259,3,9:00.0,Turnover by D. Motiejūnas (lost ball),,60,63
260,3,8:45.0,,T. Allen makes 2-pt layup at rim (assist by M. Conley),60,65
261,3,8:26.0,D. Howard misses 2-pt layup from 1 ft,,60,65
262,3,8:24.0,,Defensive rebound by J. Leuer,60,65
263,3,8:16.0,,M. Conley misses 2-pt layup from 2 ft (block by D. Motiejūnas),60,65
264,3,8:16.0,,Offensive rebound by Team,60,65
265,3,8:13.0,,M. Gasol makes 2-pt jump shot from 14 ft (assist by T. Allen),60,67
266,3,8:02.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by P. Beverley),,63,67
267,3,7:50.0,,M. Gasol makes 3-pt jump shot from 24 ft (assist by M. Conley),63,70
268,3,7:31.0,J. Harden misses 2-pt layup from 1 ft,,63,70
269,3,7:31.0,,Defensive rebound by Team,63,70
270,3,7:31.0,Loose ball foul by D. Howard (drawn by M. Gasol),,63,70
271,3,7:12.0,,M. Conley misses 2-pt jump shot from 13 ft,63,70
272,3,7:11.0,Defensive rebound by Team,,63,70
273,3,6:57.0,Personal foul by M. Gasol (drawn by D. Howard),,63,70
274,3,6:49.0,Turnover by P. Beverley (bad pass),,63,70
275,3,6:27.0,,J. Leuer misses 3-pt jump shot from 25 ft,63,70
276,3,6:27.0,Defensive rebound by T. Ariza,,63,70
277,3,6:15.0,Shooting foul by M. Conley (drawn by T. Ariza),,63,70
278,3,6:15.0,T. Ariza misses free throw 1 of 2,,63,70
279,3,6:15.0,Offensive rebound by Team,,63,70
280,3,6:15.0,T. Ariza makes free throw 2 of 2,,64,70
281,3,5:52.0,,T. Allen misses 3-pt jump shot from 25 ft,64,70
282,3,5:51.0,Defensive rebound by D. Motiejūnas,,64,70
283,3,5:37.0,Turnover by D. Howard (traveling),,64,70
284,3,5:37.0,J. Smith enters the game for D. Motiejūnas,,64,70
285,3,5:21.0,,C. Lee misses 2-pt jump shot from 10 ft,64,70
286,3,5:17.0,Defensive rebound by T. Ariza,,64,70
287,3,5:11.0,J. Smith misses 2-pt jump shot from 20 ft,,64,70
288,3,5:11.0,,Defensive rebound by Team,64,70
289,3,5:11.0,Loose ball foul by D. Howard (drawn by M. Gasol),,64,70
290,3,5:11.0,,Q. Pondexter enters the game for T. Allen,64,70
291,3,5:11.0,,T. Prince enters the game for J. Leuer,64,70
292,3,5:11.0,J. Dorsey enters the game for D. Howard,,64,70
293,3,4:48.0,,T. Prince makes 2-pt jump shot from 19 ft (assist by M. Gasol),64,72
294,3,4:35.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by J. Harden),,67,72
295,3,4:20.0,,M. Gasol misses 2-pt jump shot from 16 ft,67,72
296,3,4:19.0,Defensive rebound by T. Ariza,,67,72
297,3,4:03.0,J. Harden makes 2-pt layup from 1 ft,,69,72
298,3,3:52.0,,Shooting foul by P. Beverley (drawn by M. Conley),69,72
299,3,3:52.0,,M. Conley misses free throw 1 of 2,69,72
300,3,3:52.0,,Offensive rebound by Team,69,72
301,3,3:52.0,C. Brewer enters the game for T. Ariza,,69,72
302,3,3:52.0,,M. Conley makes free throw 2 of 2,69,73
303,3,3:34.0,P. Beverley misses 2-pt jump shot from 21 ft,,69,73
304,3,3:32.0,Offensive rebound by J. Smith,,69,73
305,3,3:29.0,J. Smith makes 2-pt layup from 1 ft,,71,73
306,3,3:16.0,,Turnover by M. Conley (bad pass),71,73
307,3,3:16.0,,Loose ball foul by M. Gasol (drawn by J. Dorsey),71,73
308,3,3:16.0,,B. Udrih enters the game for M. Conley,71,73
309,3,3:01.0,J. Harden makes 2-pt jump shot from 17 ft,,73,73
310,3,2:49.0,,Personal foul by C. Brewer (drawn by Q. Pondexter),73,73
311,3,2:49.0,Houston full timeout,,73,73
312,3,2:49.0,,Q. Pondexter makes free throw 1 of 2,73,74
313,3,2:49.0,,Q. Pondexter makes free throw 2 of 2,73,75
314,3,2:38.0,J. Dorsey makes 2-pt dunk at rim (assist by J. Harden),,75,75
315,3,2:23.0,,Personal foul by P. Beverley (drawn by B. Udrih),75,75
316,3,2:23.0,,B. Udrih makes free throw 1 of 2,75,76
317,3,2:23.0,J. Terry enters the game for P. Beverley,,75,76
318,3,2:23.0,,B. Udrih makes free throw 2 of 2,75,77
319,3,2:10.0,C. Brewer misses 3-pt jump shot from 26 ft,,75,77
320,3,2:09.0,,Defensive rebound by T. Prince,75,77
321,3,1:52.0,,M. Gasol makes 2-pt jump shot from 9 ft (assist by B. Udrih),75,79
322,3,1:35.0,J. Smith makes 2-pt jump shot from 4 ft (assist by J. Harden),,77,79
323,3,1:21.0,,B. Udrih makes 2-pt jump shot from 15 ft (assist by T. Prince),77,81
324,3,1:00.0,Turnover by J. Smith (lost ball; steal by T. Prince),,77,81
325,3,0:42.0,,T. Prince misses 2-pt jump shot from 21 ft,77,81
326,3,0:41.0,Defensive rebound by J. Harden,,77,81
327,3,0:36.0,J. Smith makes 2-pt layup at rim (assist by J. Harden),,79,81
328,3,0:27.0,,B. Udrih misses 2-pt jump shot from 20 ft,79,81
329,3,0:26.0,Defensive rebound by J. Terry,,79,81
330,3,0:02.0,J. Harden misses 2-pt jump shot from 20 ft,,79,81
331,3,0:01.0,,Defensive rebound by M. Gasol,79,81
332,4,11:39.0,,T. Prince misses 2-pt jump shot from 14 ft,79,81
333,4,11:37.0,Defensive rebound by C. Brewer,,79,81
334,4,11:36.0,Personal foul by V. Carter (drawn by C. Brewer),,79,81
335,4,11:25.0,C. Brewer makes 2-pt layup from 1 ft (assist by J. Terry),,81,81
336,4,11:04.0,,Q. Pondexter misses 3-pt jump shot from 25 ft,81,81
337,4,11:02.0,Defensive rebound by D. Motiejūnas,,81,81
338,4,10:56.0,T. Ariza misses 3-pt jump shot from 25 ft,,81,81
339,4,10:54.0,,Defensive rebound by K. Koufos,81,81
340,4,10:43.0,,K. Koufos misses 2-pt hook shot from 8 ft,81,81
341,4,10:40.0,Defensive rebound by J. Terry,,81,81
342,4,10:32.0,C. Brewer misses 3-pt jump shot from 23 ft,,81,81
343,4,10:31.0,,Defensive rebound by B. Udrih,81,81
344,4,10:27.0,,Turnover by K. Koufos (lost ball),81,81
345,4,10:24.0,J. Terry misses 3-pt jump shot from 27 ft,,81,81
346,4,10:23.0,,Defensive rebound by Team,81,81
347,4,10:03.0,,Q. Pondexter misses 2-pt layup from 1 ft (block by T. Ariza),81,81
348,4,10:03.0,,Offensive rebound by Team,81,81
349,4,9:58.0,,V. Carter misses 2-pt jump shot from 21 ft,81,81
350,4,9:58.0,Defensive rebound by J. Smith,,81,81
351,4,9:50.0,C. Brewer makes 3-pt jump shot from 22 ft (assist by J. Smith),,84,81
352,4,9:34.0,,Shooting foul by J. Smith (drawn by Q. Pondexter),84,81
353,4,9:34.0,,Q. Pondexter makes free throw 1 of 2,84,82
354,4,9:34.0,,Q. Pondexter misses free throw 2 of 2,84,82
355,4,9:33.0,Defensive rebound by J. Smith,,84,82
356,4,9:22.0,C. Brewer misses 2-pt layup from 2 ft (block by K. Koufos),,84,82
357,4,9:21.0,Offensive rebound by C. Brewer,,84,82
358,4,9:10.0,J. Smith makes 2-pt jump shot from 12 ft,,86,82
359,4,9:09.0,,Memphis full timeout,86,82
360,4,9:09.0,,M. Conley enters the game for Q. Pondexter,86,82
361,4,8:55.0,,Personal foul by T. Ariza (drawn by V. Carter),86,82
362,4,8:44.0,,T. Prince misses 2-pt layup from 1 ft,86,82
363,4,8:42.0,,Offensive rebound by T. Prince,86,82
364,4,8:36.0,,T. Prince misses 3-pt jump shot from 23 ft,86,82
365,4,8:35.0,Defensive rebound by D. Motiejūnas,,86,82
366,4,8:17.0,J. Smith misses 3-pt jump shot from 25 ft,,86,82
367,4,8:16.0,,Defensive rebound by K. Koufos,86,82
368,4,7:54.0,,B. Udrih misses 3-pt jump shot from 23 ft,86,82
369,4,7:53.0,,Offensive rebound by K. Koufos,86,82
370,4,7:45.0,,M. Conley makes 2-pt layup from 1 ft,86,84
371,4,7:31.0,C. Brewer makes 3-pt jump shot from 25 ft (assist by J. Terry),,89,84
372,4,7:10.0,,T. Prince misses 2-pt jump shot from 19 ft,89,84
373,4,7:09.0,Defensive rebound by J. Terry,,89,84
374,4,7:01.0,Turnover by J. Terry (bad pass),,89,84
375,4,7:01.0,J. Harden enters the game for J. Smith,,89,84
376,4,6:36.0,,V. Carter misses 3-pt jump shot from 27 ft,89,84
377,4,6:35.0,,Offensive rebound by T. Prince,89,84
378,4,6:31.0,,B. Udrih misses 3-pt jump shot from 23 ft,89,84
379,4,6:30.0,,Offensive rebound by T. Prince,89,84
380,4,6:25.0,,B. Udrih makes 2-pt layup from 1 ft (assist by T. Prince),89,86
381,4,6:07.0,Personal take foul by K. Koufos (drawn by J. Harden),,89,86
382,4,6:07.0,Houston full timeout,,89,86
383,4,5:54.0,J. Harden makes 3-pt jump shot from 25 ft,,92,86
384,4,5:33.0,,M. Conley misses 2-pt layup from 1 ft (block by J. Harden),92,86
385,4,5:32.0,,Offensive rebound by M. Conley,92,86
386,4,5:32.0,,Shooting foul by J. Terry (drawn by T. Prince),92,86
387,4,5:32.0,,T. Prince misses free throw 1 of 2,92,86
388,4,5:32.0,,Offensive rebound by Team,92,86
389,4,5:32.0,,M. Gasol enters the game for K. Koufos,92,86
390,4,5:32.0,,T. Prince misses free throw 2 of 2,92,86
