,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SAN ANTONIO_ACTION,OKLAHOMA CITY_SCORE,SAN ANTONIO_SCORE
0,1,11:38.0,Shooting foul by T. Parker (drawn by R. Westbrook),,0,0
1,1,11:38.0,R. Westbrook makes free throw 1 of 2,,1,0
2,1,11:38.0,R. Westbrook makes free throw 2 of 2,,2,0
3,1,11:21.0,,T. Duncan misses 2-pt jump shot from 15 ft,2,0
4,1,11:20.0,Defensive rebound by R. Westbrook,,2,0
5,1,11:09.0,S. Ibaka makes 2-pt jump shot from 16 ft (assist by A. Roberson),,4,0
6,1,10:44.0,,T. Duncan makes 2-pt jump shot from 5 ft (assist by T. Parker),4,2
7,1,10:35.0,Turnover by R. Westbrook (bad pass; steal by M. Belinelli),,4,2
8,1,10:20.0,,D. Green misses 3-pt jump shot from 25 ft,4,2
9,1,10:19.0,Defensive rebound by R. Westbrook,,4,2
10,1,10:12.0,Shooting foul by D. Green (drawn by R. Westbrook),,4,2
11,1,10:12.0,R. Westbrook makes free throw 1 of 2,,5,2
12,1,10:12.0,R. Westbrook makes free throw 2 of 2,,6,2
13,1,9:54.0,,T. Parker makes 2-pt jump shot from 14 ft (assist by D. Green),6,4
14,1,9:43.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,9,4
15,1,9:29.0,,T. Parker makes 2-pt jump shot from 18 ft (assist by T. Duncan),9,6
16,1,9:15.0,P. Jones makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,12,6
17,1,9:02.0,,Turnover by D. Green (bad pass),12,6
18,1,8:46.0,Turnover by S. Ibaka (lost ball; steal by T. Parker),,12,6
19,1,8:40.0,,D. Green misses 2-pt layup from 1 ft (block by S. Ibaka),12,6
20,1,8:36.0,Defensive rebound by S. Ibaka,,12,6
21,1,8:27.0,Turnover by R. Westbrook (bad pass; steal by D. Green),,12,6
22,1,8:21.0,,T. Splitter makes 2-pt layup from 1 ft (assist by D. Green),12,8
23,1,8:02.0,S. Adams makes 2-pt layup from 1 ft,,14,8
24,1,7:48.0,,Shooting foul by P. Jones (drawn by D. Green),14,8
25,1,7:48.0,,D. Green misses free throw 1 of 2,14,8
26,1,7:48.0,,Offensive rebound by Team,14,8
27,1,7:48.0,,D. Green misses free throw 2 of 2,14,8
28,1,7:47.0,Defensive rebound by A. Roberson,,14,8
29,1,7:33.0,S. Adams makes 2-pt hook shot from 5 ft,,16,8
30,1,7:14.0,,Turnover by M. Belinelli (bad pass; steal by R. Westbrook),16,8
31,1,7:09.0,Shooting foul by D. Green (drawn by P. Jones),,16,8
32,1,7:09.0,P. Jones misses free throw 1 of 2,,16,8
33,1,7:09.0,Offensive rebound by Team,,16,8
34,1,7:09.0,,M. Ginóbili enters the game for D. Green,16,8
35,1,7:09.0,P. Jones makes free throw 2 of 2,,17,8
36,1,6:58.0,,Shooting foul by S. Ibaka (drawn by T. Duncan),17,8
37,1,6:58.0,,T. Duncan makes 2-pt layup at rim (assist by M. Ginóbili),17,10
38,1,6:58.0,,T. Duncan makes free throw 1 of 1,17,11
39,1,6:44.0,S. Adams makes 2-pt hook shot from 7 ft,,19,11
