,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,BOSTON_ACTION,WASHINGTON_SCORE,BOSTON_SCORE
0,1,11:42.0,M. Gortat misses 2-pt hook shot from 11 ft,,0,0
1,1,11:41.0,,Defensive rebound by J. Green,0,0
2,1,11:26.0,,J. Sullinger makes 2-pt jump shot from 8 ft,0,2
3,1,11:06.0,Turnover by B. Beal (lost ball; steal by R. Rondo),,0,2
4,1,11:01.0,,R. Rondo makes 2-pt layup from 1 ft (assist by J. Sullinger),0,4
5,1,10:41.0,P. Pierce makes 2-pt jump shot from 12 ft,,2,4
6,1,10:23.0,,J. Green misses 3-pt jump shot from 22 ft,2,4
7,1,10:22.0,Defensive rebound by K. Humphries,,2,4
8,1,10:16.0,Turnover by P. Pierce (step out of bounds),,2,4
9,1,10:15.0,,Turnover by J. Sullinger (bad pass),2,4
10,1,10:08.0,Turnover by M. Gortat (lost ball),,2,4
11,1,9:59.0,,Turnover by R. Rondo (bad pass),2,4
12,1,9:51.0,Turnover by M. Gortat (offensive foul),,2,4
13,1,9:51.0,,Offensive charge foul by M. Gortat (drawn by J. Green),2,4
14,1,9:34.0,,J. Green misses 2-pt layup from 3 ft,2,4
15,1,9:33.0,,Offensive rebound by Team,2,4
16,1,9:29.0,,R. Rondo makes 2-pt jump shot from 21 ft (assist by T. Zeller),2,6
17,1,9:11.0,M. Gortat misses 2-pt hook shot from 7 ft,,2,6
18,1,9:10.0,Offensive rebound by K. Humphries,,2,6
19,1,9:09.0,K. Humphries misses 2-pt layup from 2 ft (block by A. Bradley),,2,6
20,1,9:09.0,,Defensive rebound by A. Bradley,2,6
21,1,8:58.0,,A. Bradley makes 2-pt jump shot from 14 ft,2,8
22,1,8:41.0,P. Pierce makes 2-pt jump shot from 13 ft (assist by M. Gortat),,4,8
23,1,8:21.0,,A. Bradley makes 2-pt layup from 2 ft (assist by R. Rondo),4,10
24,1,8:08.0,P. Pierce misses 2-pt jump shot from 18 ft,,4,10
25,1,8:07.0,,Defensive rebound by T. Zeller,4,10
26,1,7:58.0,,R. Rondo misses 2-pt hook shot from 5 ft,4,10
27,1,7:57.0,Defensive rebound by K. Humphries,,4,10
28,1,7:51.0,B. Beal misses 3-pt jump shot from 23 ft,,4,10
29,1,7:49.0,Offensive rebound by K. Humphries,,4,10
30,1,7:45.0,J. Wall misses 3-pt jump shot from 25 ft,,4,10
31,1,7:44.0,,Defensive rebound by T. Zeller,4,10
32,1,7:24.0,,J. Green makes 2-pt jump shot from 6 ft,4,12
33,1,7:20.0,Washington full timeout,,4,12
34,1,7:10.0,B. Beal misses 2-pt jump shot from 20 ft,,4,12
35,1,7:09.0,,Defensive rebound by T. Zeller,4,12
