,QUARTER,TIME_REMAINING,DALLAS_ACTION,MEMPHIS_ACTION,DALLAS_SCORE,MEMPHIS_SCORE
0,1,11:42.0,R. Rondo misses 2-pt jump shot from 11 ft,,0,0
1,1,11:38.0,,Defensive rebound by Z. Randolph,0,0
2,1,11:24.0,,M. Conley misses 2-pt jump shot from 13 ft,0,0
3,1,11:22.0,Defensive rebound by D. Nowitzki,,0,0
4,1,11:18.0,R. Rondo makes 2-pt layup at rim,,2,0
5,1,10:59.0,,Shooting foul by R. Rondo (drawn by M. Conley),2,0
6,1,10:59.0,,M. Conley makes free throw 1 of 2,2,1
7,1,10:59.0,,M. Conley makes free throw 2 of 2,2,2
8,1,10:46.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,2,2
9,1,10:45.0,,Defensive rebound by M. Gasol,2,2
10,1,10:32.0,,C. Lee misses 2-pt jump shot from 21 ft,2,2
11,1,10:29.0,Defensive rebound by R. Rondo,,2,2
12,1,10:16.0,Turnover by C. Parsons (lost ball; steal by T. Allen),,2,2
13,1,10:10.0,,M. Gasol makes 2-pt dunk at rim (assist by Z. Randolph),2,4
14,1,9:47.0,Offensive foul by R. Rondo (drawn by M. Conley),,2,4
15,1,9:47.0,Turnover by R. Rondo (offensive foul),,2,4
16,1,9:47.0,D. Harris enters the game for R. Rondo,,2,4
17,1,9:23.0,,C. Lee misses 2-pt layup from 1 ft,2,4
18,1,9:21.0,Defensive rebound by D. Harris,,2,4
19,1,9:15.0,C. Parsons misses 3-pt jump shot from 23 ft,,2,4
20,1,9:13.0,Offensive rebound by T. Chandler,,2,4
21,1,9:10.0,T. Chandler makes 2-pt dunk at rim (assist by C. Parsons),,4,4
22,1,8:57.0,,M. Conley misses 2-pt jump shot from 22 ft,4,4
23,1,8:56.0,Defensive rebound by T. Chandler,,4,4
24,1,8:48.0,M. Ellis misses 3-pt jump shot from 27 ft,,4,4
25,1,8:47.0,,Defensive rebound by M. Gasol,4,4
26,1,8:25.0,,M. Gasol misses 2-pt jump shot from 10 ft,4,4
27,1,8:24.0,Defensive rebound by C. Parsons,,4,4
28,1,8:16.0,Shooting foul by C. Lee (drawn by T. Chandler),,4,4
29,1,8:16.0,T. Chandler makes free throw 1 of 2,,5,4
30,1,8:16.0,T. Chandler makes free throw 2 of 2,,6,4
31,1,8:00.0,,Turnover by C. Lee (bad pass),6,4
32,1,7:50.0,Shooting foul by T. Allen (drawn by M. Ellis),,6,4
33,1,7:50.0,M. Ellis misses free throw 1 of 2,,6,4
34,1,7:50.0,Offensive rebound by Team,,6,4
35,1,7:50.0,M. Ellis makes free throw 2 of 2,,7,4
36,1,7:30.0,,Z. Randolph makes 2-pt jump shot from 3 ft,7,6
37,1,7:23.0,C. Parsons misses 2-pt layup from 1 ft,,7,6
38,1,7:21.0,,Defensive rebound by Z. Randolph,7,6
39,1,7:05.0,,M. Gasol misses 2-pt jump shot from 18 ft,7,6
40,1,7:05.0,,Offensive rebound by Team,7,6
