,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW ORLEANS_ACTION,MEMPHIS_SCORE,NEW ORLEANS_SCORE
0,1,11:44.0,,Shooting foul by M. Conley (drawn by J. Holiday),0,0
1,1,11:44.0,,J. Holiday makes free throw 1 of 2,0,1
2,1,11:44.0,,J. Holiday makes free throw 2 of 2,0,2
3,1,11:26.0,Turnover by T. Allen (offensive goaltending),,0,2
4,1,11:10.0,,Ö. Aşık makes 2-pt dunk at rim (assist by A. Davis),0,4
5,1,10:43.0,T. Allen misses 2-pt layup from 2 ft (block by D. Cunningham),,0,4
6,1,10:42.0,,Defensive rebound by E. Gordon,0,4
7,1,10:34.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by E. Gordon),0,7
8,1,10:18.0,M. Gasol misses 2-pt jump shot from 16 ft,,0,7
9,1,10:17.0,,Defensive rebound by Ö. Aşık,0,7
10,1,10:09.0,,Shooting foul by M. Gasol (drawn by Ö. Aşık),0,7
11,1,10:09.0,,Ö. Aşık makes free throw 1 of 2,0,8
12,1,10:09.0,,Ö. Aşık makes free throw 2 of 2,0,9
13,1,9:52.0,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),,2,9
14,1,9:30.0,,J. Holiday misses 2-pt jump shot from 6 ft,2,9
15,1,9:29.0,,Offensive rebound by Ö. Aşık,2,9
16,1,9:29.0,,Ö. Aşık makes 2-pt tip-in from 1 ft,2,11
17,1,9:14.0,Shooting foul by A. Davis (drawn by Z. Randolph),,2,11
18,1,9:14.0,Z. Randolph makes free throw 1 of 2,,3,11
19,1,9:14.0,Z. Randolph makes free throw 2 of 2,,4,11
20,1,9:03.0,,E. Gordon makes 2-pt jump shot from 21 ft,4,13
21,1,8:52.0,M. Gasol misses 2-pt jump shot from 18 ft,,4,13
22,1,8:51.0,Offensive rebound by C. Lee,,4,13
23,1,8:45.0,Turnover by C. Lee (lost ball; steal by J. Holiday),,4,13
24,1,8:34.0,,E. Gordon misses 3-pt jump shot from 25 ft,4,13
25,1,8:33.0,Defensive rebound by M. Conley,,4,13
26,1,8:28.0,M. Conley makes 2-pt layup from 2 ft,,6,13
27,1,8:12.0,,A. Davis misses 2-pt jump shot from 19 ft,6,13
28,1,8:11.0,Defensive rebound by M. Conley,,6,13
29,1,8:02.0,Personal foul by Ö. Aşık (drawn by M. Gasol),,6,13
30,1,7:56.0,M. Conley makes 2-pt jump shot from 11 ft,,8,13
31,1,7:41.0,,D. Cunningham misses 2-pt jump shot from 17 ft,8,13
32,1,7:40.0,Defensive rebound by M. Conley,,8,13
33,1,7:30.0,Z. Randolph misses 2-pt jump shot from 4 ft (block by Ö. Aşık),,8,13
34,1,7:29.0,,Defensive rebound by D. Cunningham,8,13
35,1,7:21.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Holiday),8,16
36,1,7:05.0,C. Lee makes 2-pt jump shot from 20 ft (assist by M. Conley),,10,16
37,1,6:47.0,,Shooting foul by Z. Randolph (drawn by A. Davis),10,16
38,1,6:47.0,,A. Davis makes free throw 1 of 2,10,17
39,1,6:47.0,T. Prince enters the game for T. Allen,,10,17
40,1,6:47.0,,A. Davis makes free throw 2 of 2,10,18
41,1,6:24.0,Z. Randolph makes 2-pt layup from 1 ft,,12,18
42,1,6:17.0,,E. Gordon makes 2-pt layup from 2 ft (assist by J. Holiday),12,20
43,1,6:17.0,Memphis full timeout,,12,20
44,1,6:17.0,B. Udrih enters the game for M. Conley,,12,20
45,1,6:01.0,C. Lee misses 2-pt jump shot from 20 ft,,12,20
46,1,6:00.0,Offensive rebound by Z. Randolph,,12,20
47,1,5:57.0,Z. Randolph makes 2-pt layup at rim,,14,20
48,1,5:34.0,,A. Davis makes 2-pt jump shot from 14 ft (assist by E. Gordon),14,22
49,1,5:17.0,M. Gasol makes 2-pt layup from 2 ft,,16,22
50,1,4:59.0,,Turnover by Ö. Aşık (3 sec),16,22
51,1,4:59.0,,T. Evans enters the game for E. Gordon,16,22
