,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,TORONTO_ACTION,WASHINGTON_SCORE,TORONTO_SCORE
0,1,11:41.0,N. Hilário misses 2-pt jump shot from 15 ft,,0,0
1,1,11:40.0,,Defensive rebound by J. Valančiūnas,0,0
2,1,11:24.0,,T. Ross makes 2-pt jump shot from 17 ft (assist by D. DeRozan),0,2
3,1,11:12.0,N. Hilário misses 2-pt layup from 3 ft (block by T. Hansbrough),,0,2
4,1,11:09.0,,Defensive rebound by J. Valančiūnas,0,2
5,1,11:07.0,,Shooting block foul by B. Beal (drawn by T. Hansbrough),0,2
6,1,11:07.0,,T. Hansbrough makes free throw 1 of 2,0,3
7,1,11:07.0,,T. Hansbrough makes free throw 2 of 2,0,4
8,1,10:54.0,P. Pierce misses 3-pt jump shot from 25 ft,,0,4
9,1,10:53.0,Offensive rebound by Team,,0,4
10,1,10:53.0,,Loose ball foul by K. Lowry (drawn by N. Hilário),0,4
11,1,10:35.0,Turnover by B. Beal (traveling),,0,4
12,1,10:10.0,,K. Lowry misses 3-pt jump shot from 25 ft,0,4
13,1,10:09.0,Defensive rebound by B. Beal,,0,4
14,1,10:06.0,Shooting foul by T. Ross (drawn by B. Beal),,0,4
15,1,10:06.0,B. Beal misses free throw 1 of 2,,0,4
16,1,10:06.0,Offensive rebound by Team,,0,4
17,1,10:06.0,B. Beal makes free throw 2 of 2,,1,4
18,1,9:55.0,,Shooting foul by P. Pierce (drawn by D. DeRozan),1,4
19,1,9:55.0,,D. DeRozan makes free throw 1 of 2,1,5
20,1,9:55.0,,D. DeRozan misses free throw 2 of 2,1,5
21,1,9:54.0,Defensive rebound by N. Hilário,,1,5
22,1,9:40.0,M. Gortat makes 2-pt jump shot from 14 ft (assist by J. Wall),,3,5
23,1,9:13.0,,T. Ross misses 3-pt jump shot from 25 ft,3,5
24,1,9:12.0,Defensive rebound by P. Pierce,,3,5
25,1,9:10.0,Offensive foul by M. Gortat (drawn by T. Hansbrough),,3,5
26,1,9:10.0,Turnover by M. Gortat (offensive foul),,3,5
