,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA CLIPPERS_ACTION,PHOENIX_SCORE,LA CLIPPERS_SCORE
130,2,9:26.0,M. Plumlee misses 2-pt layup from 1 ft (block by R. Bullock),,25,30
131,2,9:25.0,,Defensive rebound by R. Bullock,25,30
132,2,9:21.0,,J. Crawford misses 3-pt jump shot from 25 ft,25,30
133,2,9:19.0,Defensive rebound by G. Green,,25,30
134,2,9:12.0,M. Morris misses 3-pt jump shot from 23 ft,,25,30
135,2,9:10.0,Offensive rebound by M. Morris,,25,30
136,2,9:06.0,M. Morris misses 2-pt jump shot from 12 ft (block by S. Hawes),,25,30
137,2,9:04.0,Offensive rebound by M. Morris,,25,30
138,2,9:00.0,M. Plumlee makes 2-pt hook shot from 6 ft (assist by M. Morris),,27,30
139,2,8:56.0,,LA Clippers full timeout,27,30
140,2,8:48.0,,J. Crawford misses 2-pt jump shot from 4 ft,27,30
141,2,8:46.0,Defensive rebound by M. Plumlee,,27,30
142,2,8:32.0,G. Green misses 2-pt jump shot from 17 ft,,27,30
143,2,8:31.0,,Defensive rebound by S. Hawes,27,30
144,2,8:09.0,,S. Hawes misses 2-pt jump shot from 4 ft,27,30
145,2,8:08.0,,Offensive rebound by D. Jordan,27,30
146,2,8:02.0,,R. Bullock makes 3-pt jump shot from 23 ft (assist by D. Jordan),27,33
147,2,7:40.0,P. Tucker misses 2-pt layup from 1 ft (block by D. Jordan),,27,33
148,2,7:38.0,,Defensive rebound by D. Jordan,27,33
149,2,7:33.0,,Shooting foul by M. Morris (drawn by J. Crawford),27,33
150,2,7:33.0,,J. Crawford makes free throw 1 of 2,27,34
151,2,7:33.0,A. Len enters the game for M. Plumlee,,27,34
152,2,7:33.0,E. Bledsoe enters the game for P. Tucker,,27,34
153,2,7:33.0,,C. Paul enters the game for J. Farmar,27,34
154,2,7:33.0,,B. Griffin enters the game for S. Hawes,27,34
155,2,7:33.0,,J. Crawford makes free throw 2 of 2,27,35
156,2,7:22.0,G. Green makes 3-pt jump shot from 25 ft (assist by I. Thomas),,30,35
157,2,7:03.0,,J. Crawford makes 3-pt jump shot from 24 ft,30,38
158,2,6:53.0,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),,32,38
159,2,6:40.0,,Shooting foul by A. Len (drawn by B. Griffin),32,38
160,2,6:40.0,,B. Griffin makes free throw 1 of 2,32,39
161,2,6:40.0,M. Morris enters the game for M. Morris,,32,39
162,2,6:40.0,,B. Griffin misses free throw 2 of 2,32,39
163,2,6:39.0,Defensive rebound by A. Len,,32,39
164,2,6:31.0,G. Green misses 3-pt jump shot from 26 ft,,32,39
165,2,6:30.0,,Defensive rebound by C. Paul,32,39
166,2,6:18.0,,B. Griffin misses 2-pt jump shot from 16 ft,32,39
167,2,6:17.0,Defensive rebound by A. Len,,32,39
168,2,6:09.0,Personal foul by C. Paul,,32,39
169,2,6:09.0,,J. Redick enters the game for J. Crawford,32,39
170,2,6:09.0,,M. Barnes enters the game for R. Bullock,32,39
171,2,6:02.0,M. Morris makes 2-pt layup at rim (assist by I. Thomas),,34,39
172,2,6:02.0,Shooting foul by D. Jordan (drawn by M. Morris),,34,39
173,2,6:02.0,M. Morris makes free throw 1 of 1,,35,39
174,2,5:54.0,,Offensive foul by D. Jordan (drawn by E. Bledsoe),35,39
175,2,5:54.0,,Turnover by D. Jordan (offensive foul),35,39
176,2,5:54.0,Official timeout,,35,39
177,2,5:40.0,G. Green misses 2-pt jump shot from 6 ft,,35,39
178,2,5:39.0,,Defensive rebound by B. Griffin,35,39
179,2,5:31.0,,J. Redick misses 3-pt jump shot from 24 ft,35,39
180,2,5:29.0,Defensive rebound by M. Morris,,35,39
181,2,5:19.0,A. Len misses 2-pt layup from 1 ft (block by B. Griffin),,35,39
182,2,5:17.0,,Defensive rebound by D. Jordan,35,39
183,2,5:05.0,,Shooting foul by M. Morris (drawn by B. Griffin),35,39
184,2,5:05.0,,B. Griffin makes free throw 1 of 2,35,40
185,2,5:05.0,,B. Griffin makes free throw 2 of 2,35,41
186,2,4:47.0,A. Len makes 2-pt jump shot from 5 ft (assist by E. Bledsoe),,37,41
187,2,4:29.0,,Turnover by B. Griffin (lost ball; steal by E. Bledsoe),37,41
188,2,4:22.0,G. Green makes 3-pt jump shot from 24 ft (assist by I. Thomas),,40,41
189,2,4:10.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),40,43
190,2,3:58.0,A. Len makes 2-pt dunk at rim (assist by I. Thomas),,42,43
191,2,3:43.0,,Personal foul by I. Thomas,42,43
192,2,3:43.0,G. Dragić enters the game for I. Thomas,,42,43
193,2,3:28.0,,C. Paul misses 2-pt jump shot from 12 ft,42,43
194,2,3:27.0,Defensive rebound by G. Dragić,,42,43
195,2,3:20.0,A. Len makes 2-pt dunk at rim (assist by G. Green),,44,43
196,2,3:03.0,,M. Barnes misses 3-pt jump shot from 23 ft (block by G. Green),44,43
197,2,3:03.0,,Offensive rebound by Team,44,43
198,2,2:55.0,,C. Paul makes 2-pt jump shot from 12 ft (assist by D. Jordan),44,45
199,2,2:36.0,Turnover by M. Morris (traveling),,44,45
200,2,2:36.0,Phoenix full timeout,,44,45
201,2,2:36.0,M. Plumlee enters the game for A. Len,,44,45
202,2,2:28.0,,Turnover by J. Redick (lost ball; steal by E. Bledsoe),44,45
203,2,2:22.0,G. Dragić makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,47,45
204,2,2:01.0,,Shooting foul by M. Morris (drawn by D. Jordan),47,45
205,2,2:01.0,,D. Jordan makes free throw 1 of 2,47,46
206,2,2:01.0,,D. Jordan makes free throw 2 of 2,47,47
207,2,1:48.0,M. Plumlee makes 2-pt layup at rim (assist by G. Dragić),,49,47
208,2,1:38.0,,Def 3 sec tech foul by G. Green,49,47
209,2,1:38.0,,J. Redick makes technical free throw,49,48
210,2,1:38.0,,J. Crawford enters the game for M. Barnes,49,48
211,2,1:38.0,P. Tucker enters the game for M. Morris,,49,48
212,2,1:35.0,,Offensive foul by B. Griffin (drawn by P. Tucker),49,48
213,2,1:35.0,,Turnover by B. Griffin (offensive foul),49,48
214,2,1:22.0,G. Green makes 2-pt layup from 1 ft (assist by E. Bledsoe),,51,48
215,2,1:10.0,,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),51,50
216,2,0:49.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,51,50
217,2,0:48.0,,Defensive rebound by B. Griffin,51,50
218,2,0:41.0,,Personal foul by E. Bledsoe,51,50
219,2,0:41.0,,C. Paul makes free throw 1 of 2,51,51
220,2,0:41.0,,S. Hawes enters the game for D. Jordan,51,51
221,2,0:41.0,,M. Barnes enters the game for B. Griffin,51,51
222,2,0:41.0,,C. Paul makes free throw 2 of 2,51,52
223,2,0:27.0,G. Green makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,54,52
224,2,0:07.0,,C. Paul makes 2-pt layup from 1 ft,54,54
225,2,0:01.0,G. Green misses 3-pt jump shot from 25 ft,,54,54
226,2,0:00.0,Offensive rebound by E. Bledsoe,,54,54
227,3,11:44.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,54,54
228,3,11:43.0,Offensive rebound by M. Morris,,54,54
229,3,11:39.0,M. Morris misses 2-pt layup from 1 ft (block by D. Jordan),,54,54
230,3,11:37.0,,Defensive rebound by C. Paul,54,54
231,3,11:31.0,,C. Paul makes 3-pt jump shot from 24 ft,54,57
232,3,11:19.0,M. Plumlee misses 2-pt layup from 2 ft,,54,57
233,3,11:18.0,,Defensive rebound by D. Jordan,54,57
234,3,11:09.0,,C. Paul makes 3-pt jump shot from 26 ft (assist by J. Redick),54,60
235,3,10:53.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,57,60
236,3,10:40.0,,Personal foul by M. Morris,57,60
237,3,10:23.0,,Shooting foul by M. Morris (drawn by M. Barnes),57,60
238,3,10:23.0,,M. Barnes makes free throw 1 of 2,57,61
239,3,10:23.0,P. Tucker enters the game for M. Morris,,57,61
240,3,10:23.0,,M. Barnes makes free throw 2 of 2,57,62
241,3,10:04.0,P. Tucker misses 2-pt jump shot from 21 ft,,57,62
242,3,9:59.0,,Defensive rebound by D. Jordan,57,62
243,3,9:56.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),57,64
244,3,9:41.0,E. Bledsoe misses 2-pt jump shot from 3 ft (block by D. Jordan),,57,64
245,3,9:39.0,,Defensive rebound by C. Paul,57,64
246,3,9:32.0,,C. Paul makes 3-pt jump shot from 23 ft (assist by J. Redick),57,67
247,3,9:31.0,Phoenix full timeout,,57,67
248,3,9:19.0,P. Tucker misses 3-pt jump shot from 23 ft,,57,67
249,3,9:18.0,,Defensive rebound by D. Jordan,57,67
250,3,9:06.0,,Personal foul by G. Dragić,57,67
251,3,9:03.0,,C. Paul misses 3-pt jump shot from 23 ft,57,67
252,3,9:01.0,Defensive rebound by P. Tucker,,57,67
253,3,8:50.0,G. Dragić misses 3-pt jump shot from 25 ft,,57,67
254,3,8:49.0,,Defensive rebound by D. Jordan,57,67
255,3,8:41.0,,Personal foul by P. Tucker,57,67
256,3,8:32.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),57,70
257,3,8:17.0,Personal foul by C. Paul,,57,70
258,3,8:02.0,M. Plumlee makes 2-pt hook shot from 6 ft,,59,70
259,3,7:53.0,Technical foul by M. Morris,,59,70
260,3,7:53.0,,J. Redick makes technical free throw,59,71
261,3,7:44.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),59,73
262,3,7:23.0,Personal foul by D. Jordan,,59,73
263,3,7:23.0,A. Len enters the game for M. Plumlee,,59,73
264,3,7:17.0,P. Tucker misses 2-pt jump shot from 12 ft,,59,73
265,3,7:17.0,,Defensive rebound by D. Jordan,59,73
266,3,7:17.0,,Personal foul by A. Len,59,73
267,3,7:17.0,,D. Jordan misses free throw 1 of 2,59,73
268,3,7:17.0,,Offensive rebound by Team,59,73
269,3,7:17.0,,D. Jordan misses free throw 2 of 2,59,73
270,3,7:15.0,Defensive rebound by P. Tucker,,59,73
271,3,6:58.0,M. Morris misses 2-pt jump shot from 9 ft,,59,73
272,3,6:57.0,Offensive rebound by A. Len,,59,73
273,3,6:57.0,Personal foul by B. Griffin,,59,73
274,3,6:50.0,Turnover by G. Dragić (lost ball),,59,73
275,3,6:35.0,,M. Barnes misses 3-pt jump shot from 25 ft,59,73
276,3,6:34.0,,Offensive rebound by D. Jordan,59,73
277,3,6:23.0,,Shooting foul by E. Bledsoe (drawn by D. Jordan),59,73
278,3,6:23.0,,D. Jordan makes 2-pt layup at rim (assist by C. Paul),59,75
279,3,6:23.0,G. Green enters the game for M. Morris,,59,75
280,3,6:23.0,,D. Jordan makes free throw 1 of 1,59,76
281,3,6:12.0,P. Tucker misses 2-pt hook shot from 7 ft,,59,76
282,3,6:09.0,,Defensive rebound by D. Jordan,59,76
283,3,6:01.0,,Turnover by C. Paul (lost ball; steal by G. Green),59,76
284,3,5:53.0,A. Len makes 2-pt layup from 1 ft (assist by G. Green),,61,76
285,3,5:28.0,,B. Griffin makes 2-pt jump shot from 15 ft (assist by C. Paul),61,78
286,3,5:13.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,61,78
287,3,5:12.0,,Defensive rebound by D. Jordan,61,78
288,3,5:06.0,,Personal foul by P. Tucker,61,78
289,3,5:06.0,,D. Jordan misses free throw 1 of 2,61,78
290,3,5:06.0,,Offensive rebound by Team,61,78
291,3,5:06.0,I. Thomas enters the game for E. Bledsoe,,61,78
292,3,5:06.0,,D. Jordan makes free throw 2 of 2,61,79
293,3,4:49.0,P. Tucker makes 3-pt jump shot from 25 ft (assist by A. Len),,64,79
294,3,4:31.0,,B. Griffin misses 2-pt jump shot from 15 ft,64,79
295,3,4:30.0,Defensive rebound by G. Green,,64,79
296,3,4:25.0,G. Green misses 3-pt jump shot from 25 ft,,64,79
297,3,4:24.0,,Defensive rebound by D. Jordan,64,79
298,3,4:11.0,,M. Barnes makes 3-pt jump shot from 22 ft (assist by D. Jordan),64,82
299,3,3:50.0,I. Thomas misses 2-pt jump shot from 18 ft,,64,82
300,3,3:49.0,Offensive rebound by A. Len,,64,82
301,3,3:39.0,Personal foul by M. Barnes,,64,82
302,3,3:32.0,G. Dragić misses 2-pt layup from 2 ft (block by D. Jordan),,64,82
303,3,3:30.0,,Defensive rebound by B. Griffin,64,82
304,3,3:19.0,,B. Griffin makes 2-pt jump shot from 3 ft,64,84
305,3,3:10.0,Turnover by I. Thomas (lost ball; steal by C. Paul),,64,84
306,3,3:09.0,,Personal foul by I. Thomas,64,84
307,3,3:09.0,,C. Paul makes free throw 1 of 2,64,85
308,3,3:09.0,,S. Hawes enters the game for D. Jordan,64,85
309,3,3:09.0,,J. Crawford enters the game for M. Barnes,64,85
310,3,3:09.0,,C. Paul makes free throw 2 of 2,64,86
311,3,2:53.0,Shooting foul by J. Redick (drawn by I. Thomas),,64,86
312,3,2:53.0,,LA Clippers full timeout,64,86
313,3,2:53.0,,J. Farmar enters the game for J. Redick,64,86
314,3,2:53.0,I. Thomas makes free throw 1 of 2,,65,86
315,3,2:53.0,I. Thomas makes free throw 2 of 2,,66,86
316,3,2:42.0,,Personal foul by G. Dragić,66,86
317,3,2:42.0,,J. Crawford makes free throw 1 of 2,66,87
318,3,2:42.0,,J. Crawford makes free throw 2 of 2,66,88
319,3,2:17.0,I. Thomas misses 2-pt jump shot from 20 ft,,66,88
320,3,2:16.0,,Defensive rebound by B. Griffin,66,88
321,3,1:53.0,,J. Farmar misses 3-pt jump shot from 24 ft,66,88
322,3,1:53.0,,Offensive rebound by Team,66,88
323,3,1:53.0,,Turnover by Team (shot clock),66,88
324,3,1:38.0,Shooting foul by B. Griffin (drawn by G. Dragić),,66,88
325,3,1:38.0,G. Dragić makes free throw 1 of 2,,67,88
326,3,1:38.0,,G. Davis enters the game for B. Griffin,67,88
327,3,1:38.0,G. Dragić misses free throw 2 of 2,,67,88
328,3,1:36.0,,Defensive rebound by S. Hawes,67,88
329,3,1:20.0,,S. Hawes makes 3-pt jump shot from 23 ft (assist by C. Paul),67,91
330,3,1:09.0,G. Dragić misses 3-pt jump shot from 25 ft,,67,91
331,3,1:08.0,,Defensive rebound by J. Farmar,67,91
332,3,1:03.0,,S. Hawes makes 2-pt dunk at rim (assist by J. Farmar),67,93
333,3,0:54.0,I. Thomas makes 2-pt layup from 1 ft,,69,93
334,3,0:36.0,,Turnover by G. Davis (lost ball; steal by G. Dragić),69,93
335,3,0:30.0,Shooting foul by G. Davis (drawn by G. Green),,69,93
336,3,0:30.0,G. Green makes 2-pt layup from 2 ft,,71,93
337,3,0:30.0,,J. Redick enters the game for C. Paul,71,93
338,3,0:30.0,G. Green makes free throw 1 of 1,,72,93
339,3,0:10.0,,S. Hawes makes 2-pt layup from 2 ft (assist by J. Redick),72,95
340,3,0:10.0,,Shooting foul by G. Green (drawn by S. Hawes),72,95
341,3,0:10.0,,J. Cunningham enters the game for J. Redick,72,95
342,3,0:10.0,,S. Hawes makes free throw 1 of 1,72,96
343,3,0:02.0,Shooting foul by J. Farmar (drawn by I. Thomas),,72,96
344,3,0:02.0,I. Thomas makes free throw 1 of 2,,73,96
345,3,0:02.0,I. Thomas makes free throw 2 of 2,,74,96
346,3,0:00.0,,J. Crawford misses 3-pt jump shot from 52 ft,74,96
347,3,0:00.0,,Offensive rebound by Team,74,96
348,4,11:46.0,,Turnover by J. Redick (bad pass),74,96
349,4,11:31.0,I. Thomas misses 2-pt layup from 2 ft (block by S. Hawes),,74,96
350,4,11:29.0,Offensive rebound by I. Thomas,,74,96
351,4,11:29.0,E. Bledsoe enters the game for G. Dragić,,74,96
352,4,11:29.0,Turnover by I. Thomas (lost ball; steal by G. Davis),,74,96
353,4,11:16.0,,Shooting foul by G. Green (drawn by G. Davis),74,96
354,4,11:16.0,,G. Davis makes free throw 1 of 2,74,97
355,4,11:16.0,,G. Davis makes free throw 2 of 2,74,98
356,4,11:02.0,I. Thomas misses 2-pt jump shot from 6 ft,,74,98
357,4,11:00.0,,Defensive rebound by S. Hawes,74,98
358,4,10:57.0,,Turnover by S. Hawes (lost ball; steal by I. Thomas),74,98
359,4,10:55.0,G. Green misses 3-pt jump shot from 24 ft,,74,98
360,4,10:55.0,Offensive rebound by Team,,74,98
361,4,10:55.0,,Loose ball foul by J. Farmar,74,98
362,4,10:46.0,G. Green makes 2-pt jump shot from 7 ft (assist by I. Thomas),,76,98
363,4,10:35.0,,Shooting foul by G. Green (drawn by S. Hawes),76,98
364,4,10:35.0,,S. Hawes misses free throw 1 of 2,76,98
365,4,10:35.0,,Offensive rebound by Team,76,98
366,4,10:35.0,,D. Jordan enters the game for G. Davis,76,98
367,4,10:35.0,,S. Hawes makes free throw 2 of 2,76,99
368,4,10:20.0,G. Green makes 2-pt layup from 2 ft (assist by I. Thomas),,78,99
369,4,10:20.0,Shooting foul by S. Hawes (drawn by G. Green),,78,99
370,4,10:20.0,Technical foul by I. Thomas,,78,99
371,4,10:20.0,,J. Redick makes technical free throw,78,100
372,4,10:20.0,G. Green makes free throw 1 of 1,,79,100
373,4,10:08.0,,J. Farmar misses 2-pt layup from 2 ft,79,100
374,4,10:03.0,,Offensive rebound by D. Jordan,79,100
375,4,10:03.0,,D. Jordan makes 2-pt tip-in at rim,79,102
376,4,9:54.0,Turnover by E. Bledsoe (offensive foul),,79,102
377,4,9:54.0,Offensive foul by E. Bledsoe (drawn by J. Farmar),,79,102
378,4,9:44.0,,Personal foul by M. Morris,79,102
379,4,9:35.0,,Turnover by S. Hawes (traveling),79,102
380,4,9:21.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,82,102
381,4,9:07.0,,J. Crawford makes 2-pt layup from 1 ft,82,104
382,4,8:58.0,G. Green makes 2-pt jump shot from 14 ft,,84,104
383,4,8:40.0,,J. Crawford misses 3-pt jump shot from 24 ft,84,104
384,4,8:39.0,Defensive rebound by E. Bledsoe,,84,104
385,4,8:34.0,E. Bledsoe misses 2-pt jump shot from 3 ft,,84,104
386,4,8:33.0,Offensive rebound by A. Len,,84,104
387,4,8:33.0,A. Len makes 2-pt dunk at rim,,86,104
388,4,8:33.0,Technical foul by E. Bledsoe,,86,104
389,4,8:33.0,,LA Clippers full timeout,86,104
390,4,8:33.0,,C. Paul enters the game for S. Hawes,86,104
