,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW YORK_ACTION,MINNESOTA_SCORE,NEW YORK_SCORE
388,4,1:01.0,A. Wiggins makes 2-pt layup from 2 ft,,85,83
389,4,1:01.0,,New York full timeout,85,83
390,4,1:01.0,L. Brown enters the game for Z. LaVine,,85,83
391,4,1:01.0,,J. Smith enters the game for Q. Acy,85,83
392,4,0:43.0,,A. Bargnani misses 2-pt jump shot from 13 ft,85,83
393,4,0:41.0,Defensive rebound by G. Dieng,,85,83
394,4,0:22.0,K. Martin misses 2-pt jump shot from 14 ft,,85,83
395,4,0:20.0,,Defensive rebound by S. Larkin,85,83
396,4,0:12.0,,Personal foul by G. Dieng (drawn by S. Larkin),85,83
397,4,0:12.0,,New York full timeout,85,83
398,4,0:07.0,,Shooting foul by G. Dieng (drawn by A. Shved),85,83
399,4,0:07.0,,A. Shved makes free throw 1 of 2,85,84
400,4,0:07.0,A. Payne enters the game for L. Brown,,85,84
401,4,0:07.0,,A. Shved makes free throw 2 of 2,85,85
402,4,0:07.0,Minnesota full timeout,,85,85
403,4,0:07.0,Z. LaVine enters the game for A. Payne,,85,85
404,4,0:07.0,,L. Thomas enters the game for A. Bargnani,85,85
405,4,0:07.0,,Q. Acy enters the game for J. Smith,85,85
406,4,0:07.0,,C. Aldrich enters the game for S. Larkin,85,85
407,4,0:01.0,K. Martin misses 2-pt jump shot from 18 ft,,85,85
408,4,0:00.0,Offensive rebound by Team,,85,85
409,1OT,4:41.0,,C. Aldrich makes 2-pt hook shot from 4 ft,85,87
410,1OT,4:17.0,C. Budinger misses 3-pt jump shot from 24 ft,,85,87
411,1OT,4:15.0,,Defensive rebound by C. Aldrich,85,87
412,1OT,3:52.0,,A. Bargnani misses 2-pt jump shot from 16 ft,85,87
413,1OT,3:50.0,Defensive rebound by Z. LaVine,,85,87
414,1OT,3:42.0,Shooting foul by A. Shved (drawn by A. Wiggins),,85,87
415,1OT,3:42.0,A. Wiggins makes free throw 1 of 2,,86,87
416,1OT,3:42.0,A. Wiggins misses free throw 2 of 2,,86,87
417,1OT,3:41.0,,Defensive rebound by C. Aldrich,86,87
418,1OT,3:19.0,,C. Aldrich misses 2-pt hook shot from 4 ft,86,87
419,1OT,3:17.0,,Offensive rebound by A. Bargnani,86,87
420,1OT,3:17.0,,A. Bargnani misses 2-pt tip-in from 2 ft,86,87
421,1OT,3:15.0,Defensive rebound by A. Wiggins,,86,87
422,1OT,3:11.0,Turnover by Z. LaVine (lost ball; steal by C. Aldrich),,86,87
423,1OT,3:05.0,,L. Thomas makes 2-pt dunk at rim (assist by A. Shved),86,89
424,1OT,3:03.0,Minnesota full timeout,,86,89
425,1OT,2:52.0,Z. LaVine makes 2-pt layup from 1 ft,,88,89
426,1OT,2:31.0,,L. Galloway misses 3-pt jump shot from 25 ft,88,89
427,1OT,2:29.0,Defensive rebound by G. Dieng,,88,89
428,1OT,2:09.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by Z. LaVine),,90,89
429,1OT,1:47.0,,A. Shved misses 2-pt jump shot from 5 ft (block by A. Wiggins),90,89
430,1OT,1:45.0,,Offensive rebound by L. Galloway,90,89
431,1OT,1:42.0,,L. Galloway makes 3-pt jump shot from 24 ft,90,92
432,1OT,1:27.0,C. Budinger misses 3-pt jump shot from 23 ft,,90,92
433,1OT,1:25.0,Offensive rebound by Z. LaVine,,90,92
434,1OT,1:15.0,Shooting foul by A. Shved (drawn by A. Wiggins),,90,92
435,1OT,1:15.0,A. Wiggins makes free throw 1 of 2,,91,92
436,1OT,1:15.0,A. Wiggins misses free throw 2 of 2,,91,92
437,1OT,1:13.0,,Defensive rebound by C. Aldrich,91,92
438,1OT,0:58.0,,A. Bargnani misses 2-pt layup from 1 ft,91,92
439,1OT,0:56.0,Defensive rebound by Z. LaVine,,91,92
440,1OT,0:36.0,A. Wiggins misses 2-pt layup from 2 ft (block by C. Aldrich),,91,92
441,1OT,0:34.0,,Defensive rebound by A. Bargnani,91,92
442,1OT,0:28.0,,New York full timeout,91,92
443,1OT,0:17.0,,A. Shved misses 2-pt jump shot from 5 ft (block by G. Dieng),91,92
444,1OT,0:15.0,Defensive rebound by C. Budinger,,91,92
445,1OT,0:11.0,Shooting foul by L. Galloway (drawn by Z. LaVine),,91,92
446,1OT,0:11.0,Z. LaVine makes free throw 1 of 2,,92,92
447,1OT,0:11.0,Z. LaVine makes free throw 2 of 2,,93,92
448,1OT,0:11.0,,New York full timeout,93,92
449,1OT,0:11.0,L. Brown enters the game for K. Martin,,93,92
450,1OT,0:06.0,,A. Shved misses 2-pt layup from 1 ft,93,92
451,1OT,0:04.0,Defensive rebound by A. Wiggins,,93,92
452,1OT,0:02.0,Personal take foul by L. Galloway (drawn by Z. LaVine),,93,92
453,1OT,0:02.0,Z. LaVine makes free throw 1 of 2,,94,92
454,1OT,0:02.0,Z. LaVine makes free throw 2 of 2,,95,92
455,1OT,0:02.0,,New York full timeout,95,92
456,1OT,0:02.0,,J. Smith enters the game for C. Aldrich,95,92
457,1OT,0:02.0,A. Payne enters the game for Z. LaVine,,95,92
458,1OT,0:01.0,,A. Bargnani misses 3-pt jump shot from 25 ft,95,92
459,1OT,0:00.0,,Offensive rebound by Team,95,92
