,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MEMPHIS_ACTION,ORLANDO_SCORE,MEMPHIS_SCORE
385,4,3:09.0,Defensive rebound by D. Dedmon,,91,101
386,4,3:04.0,,Offensive charge foul by V. Oladipo (drawn by M. Gasol),91,101
387,4,3:04.0,Turnover by V. Oladipo (offensive foul),,91,101
388,4,3:04.0,,Memphis full timeout,91,101
389,4,3:04.0,,J. Green enters the game for N. Calathes,91,101
390,4,3:04.0,,Z. Randolph enters the game for V. Carter,91,101
391,4,3:04.0,,C. Lee enters the game for J. Leuer,91,101
392,4,2:40.0,,M. Gasol misses 2-pt jump shot from 9 ft,91,101
393,4,2:38.0,Defensive rebound by V. Oladipo,,91,101
394,4,2:25.0,Turnover by V. Oladipo (bad pass; steal by Z. Randolph),,91,101
395,4,2:18.0,,Turnover by Z. Randolph (bad pass; steal by W. Green),91,101
396,4,2:12.0,E. Payton misses 2-pt layup from 2 ft,,91,101
397,4,2:11.0,,Defensive rebound by J. Green,91,101
398,4,2:11.0,,Personal foul by E. Payton (drawn by J. Green),91,101
399,4,1:54.0,,Turnover by M. Gasol (traveling),91,101
400,4,1:33.0,W. Green misses 2-pt jump shot from 18 ft,,91,101
401,4,1:32.0,,Defensive rebound by M. Gasol,91,101
402,4,1:12.0,,B. Udrih misses 2-pt layup from 1 ft,91,101
403,4,1:10.0,Defensive rebound by N. Vučević,,91,101
404,4,1:07.0,Shooting foul by M. Gasol (drawn by E. Payton),,91,101
405,4,1:07.0,E. Payton makes free throw 1 of 2,,92,101
406,4,1:07.0,E. Payton misses free throw 2 of 2,,92,101
407,4,1:06.0,Offensive rebound by D. Dedmon,,92,101
408,4,1:01.0,V. Oladipo misses 3-pt jump shot from 25 ft,,92,101
409,4,1:00.0,,Defensive rebound by Z. Randolph,92,101
410,4,0:46.0,,Z. Randolph misses 2-pt jump shot from 16 ft,92,101
411,4,0:45.0,Defensive rebound by V. Oladipo,,92,101
412,4,0:38.0,V. Oladipo misses 2-pt layup from 2 ft (block by Z. Randolph),,92,101
413,4,0:35.0,,Defensive rebound by Z. Randolph,92,101
414,4,0:34.0,,B. Udrih makes 2-pt layup at rim,92,103
415,4,0:24.0,E. Payton makes 2-pt jump shot from 18 ft,,94,103
