,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MEMPHIS_ACTION,NEW YORK_SCORE,MEMPHIS_SCORE
34,1,8:31.0,,M. Gasol misses free throw 2 of 2,2,11
35,1,8:30.0,Defensive rebound by Q. Acy,,2,11
36,1,8:06.0,Turnover by Team (shot clock),,2,11
37,1,7:54.0,,M. Gasol misses 2-pt jump shot from 3 ft,2,11
38,1,7:53.0,Defensive rebound by S. Larkin,,2,11
39,1,7:44.0,S. Larkin misses 3-pt jump shot from 25 ft,,2,11
40,1,7:43.0,Offensive rebound by J. Smith,,2,11
41,1,7:37.0,T. Hardaway misses 3-pt jump shot from 24 ft,,2,11
42,1,7:37.0,,Defensive rebound by M. Gasol,2,11
43,1,7:24.0,,Turnover by J. Stokes (lost ball),2,11
44,1,7:09.0,J. Calderón makes 2-pt jump shot from 18 ft (assist by S. Larkin),,4,11
45,1,6:52.0,,Shooting foul by S. Larkin (drawn by J. Stokes),4,11
46,1,6:52.0,,J. Stokes makes free throw 1 of 2,4,12
47,1,6:52.0,,J. Stokes misses free throw 2 of 2,4,12
48,1,6:51.0,Defensive rebound by Q. Acy,,4,12
49,1,6:39.0,J. Calderón misses 2-pt jump shot from 17 ft,,4,12
50,1,6:38.0,,Defensive rebound by Team,4,12
51,1,6:38.0,P. Prigioni enters the game for S. Larkin,,4,12
52,1,6:20.0,,T. Allen makes 2-pt layup from 2 ft (assist by M. Gasol),4,14
53,1,5:55.0,J. Smith misses 2-pt jump shot from 18 ft,,4,14
54,1,5:55.0,,Defensive rebound by C. Lee,4,14
55,1,5:39.0,,M. Conley makes 2-pt jump shot from 7 ft,4,16
56,1,5:20.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by J. Calderón),,7,16
57,1,5:07.0,,M. Conley misses 3-pt jump shot from 25 ft,7,16
58,1,5:07.0,Defensive rebound by T. Hardaway,,7,16
59,1,5:02.0,T. Hardaway misses 2-pt jump shot from 15 ft,,7,16
60,1,5:00.0,,Defensive rebound by M. Conley,7,16
61,1,4:57.0,,Turnover by M. Conley (bad pass; steal by P. Prigioni),7,16
62,1,4:43.0,J. Smith misses 2-pt jump shot from 20 ft,,7,16
63,1,4:43.0,,Defensive rebound by M. Conley,7,16
64,1,4:29.0,,J. Stokes misses 2-pt layup from 1 ft (block by J. Smith),7,16
65,1,4:26.0,Defensive rebound by J. Smith,,7,16
66,1,4:25.0,Turnover by P. Prigioni (bad pass; steal by T. Allen),,7,16
67,1,4:22.0,,T. Allen misses 2-pt layup at rim,7,16
68,1,4:19.0,Defensive rebound by P. Prigioni,,7,16
69,1,4:17.0,J. Calderón makes 3-pt jump shot from 24 ft (assist by P. Prigioni),,10,16
70,1,4:15.0,,Memphis full timeout,10,16
71,1,4:15.0,,J. Leuer enters the game for J. Stokes,10,16
72,1,4:15.0,,B. Udrih enters the game for M. Conley,10,16
73,1,4:15.0,C. Aldrich enters the game for T. Hardaway,,10,16
74,1,4:15.0,C. Early enters the game for J. Smith,,10,16
75,1,3:57.0,,C. Lee misses 2-pt jump shot from 19 ft,10,16
76,1,3:55.0,,Offensive rebound by J. Leuer,10,16
77,1,3:52.0,,C. Lee misses 3-pt jump shot from 24 ft,10,16
78,1,3:51.0,Defensive rebound by Team,,10,16
79,1,3:43.0,C. Early misses 3-pt jump shot from 24 ft,,10,16
80,1,3:43.0,,Defensive rebound by B. Udrih,10,16
81,1,3:30.0,,T. Allen makes 2-pt layup from 1 ft (assist by J. Leuer),10,18
82,1,3:26.0,Turnover by C. Early (traveling),,10,18
83,1,3:14.0,,Turnover by J. Leuer (3 sec),10,18
84,1,3:14.0,T. Wear enters the game for C. Early,,10,18
85,1,3:01.0,C. Aldrich misses 2-pt hook shot from 5 ft,,10,18
86,1,2:59.0,,Defensive rebound by J. Leuer,10,18
87,1,2:53.0,,J. Leuer misses 2-pt jump shot from 20 ft,10,18
88,1,2:51.0,Defensive rebound by T. Wear,,10,18
89,1,2:34.0,C. Aldrich misses 2-pt hook shot from 5 ft,,10,18
90,1,2:31.0,,Defensive rebound by J. Leuer,10,18
91,1,2:19.0,,M. Gasol misses 2-pt jump shot from 18 ft,10,18
92,1,2:18.0,Defensive rebound by Q. Acy,,10,18
93,1,2:03.0,P. Prigioni makes 2-pt jump shot from 13 ft (assist by J. Calderón),,12,18
94,1,1:47.0,,Turnover by M. Gasol (lost ball; steal by T. Wear),12,18
95,1,1:38.0,T. Wear misses 2-pt jump shot from 19 ft,,12,18
96,1,1:37.0,,Defensive rebound by T. Allen,12,18
97,1,1:26.0,,M. Gasol misses 2-pt jump shot from 3 ft,12,18
98,1,1:25.0,Defensive rebound by C. Aldrich,,12,18
99,1,1:24.0,Turnover by C. Aldrich (bad pass),,12,18
100,1,1:24.0,,T. Prince enters the game for M. Gasol,12,18
101,1,1:24.0,S. Larkin enters the game for J. Calderón,,12,18
102,1,1:24.0,,K. Koufos enters the game for T. Allen,12,18
103,1,1:09.0,,B. Udrih misses 2-pt jump shot from 9 ft,12,18
104,1,1:08.0,Defensive rebound by Q. Acy,,12,18
105,1,0:54.0,P. Prigioni misses 3-pt jump shot from 24 ft,,12,18
106,1,0:53.0,Offensive rebound by Q. Acy,,12,18
107,1,0:42.0,Personal foul by K. Koufos (drawn by P. Prigioni),,12,18
108,1,0:36.0,S. Larkin makes 2-pt jump shot from 17 ft,,14,18
109,1,0:22.0,,B. Udrih makes 2-pt jump shot from 4 ft,14,20
110,1,0:22.0,,Shooting foul by S. Larkin (drawn by B. Udrih),14,20
111,1,0:22.0,T. Hardaway enters the game for S. Larkin,,14,20
112,1,0:22.0,,B. Udrih makes free throw 1 of 1,14,21
113,1,0:02.0,Q. Acy misses 3-pt jump shot from 23 ft,,14,21
114,1,0:00.0,,Defensive rebound by K. Koufos,14,21
115,2,11:43.0,T. Hardaway misses 3-pt jump shot from 27 ft,,14,21
116,2,11:42.0,,Defensive rebound by K. Koufos,14,21
117,2,11:26.0,,K. Koufos misses 2-pt hook shot from 5 ft,14,21
118,2,11:25.0,Defensive rebound by T. Wear,,14,21
119,2,11:14.0,T. Hardaway misses 3-pt jump shot from 25 ft,,14,21
120,2,11:14.0,Offensive rebound by Team,,14,21
121,2,11:14.0,Personal foul by Q. Pondexter (drawn by C. Early),,14,21
122,2,11:09.0,T. Wear misses 2-pt jump shot from 19 ft,,14,21
123,2,11:08.0,,Defensive rebound by K. Koufos,14,21
124,2,10:59.0,,B. Udrih misses 2-pt jump shot from 14 ft,14,21
125,2,10:58.0,Defensive rebound by T. Hardaway,,14,21
126,2,10:39.0,P. Prigioni makes 2-pt jump shot from 17 ft,,16,21
127,2,10:19.0,,Turnover by B. Udrih (traveling),16,21
128,2,9:56.0,C. Early makes 2-pt jump shot from 20 ft (assist by T. Wear),,18,21
129,2,9:39.0,,Shooting foul by C. Early (drawn by B. Udrih),18,21
130,2,9:39.0,,B. Udrih makes free throw 1 of 2,18,22
131,2,9:39.0,,B. Udrih misses free throw 2 of 2,18,22
132,2,9:38.0,Defensive rebound by Q. Acy,,18,22
133,2,9:19.0,T. Wear makes 2-pt jump shot from 20 ft (assist by Q. Acy),,20,22
134,2,9:05.0,,Personal foul by C. Early (drawn by V. Carter),20,22
135,2,8:52.0,,T. Prince misses 2-pt jump shot from 7 ft,20,22
136,2,8:51.0,Defensive rebound by Q. Acy,,20,22
137,2,8:29.0,T. Wear misses 3-pt jump shot from 28 ft,,20,22
138,2,8:29.0,,Defensive rebound by T. Prince,20,22
139,2,8:14.0,,Turnover by K. Koufos (lost ball; steal by Q. Acy),20,22
140,2,7:57.0,Q. Acy makes 2-pt layup from 1 ft (assist by P. Prigioni),,22,22
141,2,7:32.0,,B. Udrih misses 3-pt jump shot from 25 ft,22,22
142,2,7:30.0,,Offensive rebound by Q. Pondexter,22,22
143,2,7:30.0,,Q. Pondexter makes 2-pt dunk at rim,22,24
144,2,7:17.0,New York full timeout,,22,24
145,2,7:17.0,,M. Gasol enters the game for B. Udrih,22,24
146,2,7:17.0,,M. Conley enters the game for K. Koufos,22,24
147,2,7:17.0,C. Aldrich enters the game for Q. Acy,,22,24
148,2,7:17.0,J. Calderón enters the game for P. Prigioni,,22,24
149,2,7:03.0,C. Aldrich misses 2-pt hook shot from 5 ft,,22,24
150,2,7:01.0,Offensive rebound by Team,,22,24
151,2,6:51.0,Turnover by T. Wear (bad pass; steal by T. Prince),,22,24
152,2,6:30.0,,V. Carter misses 2-pt layup from 2 ft,22,24
153,2,6:28.0,Defensive rebound by C. Aldrich,,22,24
154,2,6:26.0,Shooting foul by Q. Pondexter (drawn by T. Hardaway),,22,24
155,2,6:26.0,T. Hardaway makes free throw 1 of 2,,23,24
156,2,6:26.0,S. Larkin enters the game for T. Wear,,23,24
157,2,6:26.0,T. Hardaway makes free throw 2 of 2,,24,24
158,2,6:10.0,,Q. Pondexter makes 2-pt jump shot from 15 ft (assist by M. Gasol),24,26
159,2,5:54.0,J. Calderón makes 3-pt jump shot from 23 ft (assist by C. Aldrich),,27,26
160,2,5:36.0,,M. Gasol misses 2-pt jump shot from 19 ft,27,26
161,2,5:36.0,Defensive rebound by C. Early,,27,26
162,2,5:14.0,New York full timeout,,27,26
163,2,5:10.0,J. Calderón makes 2-pt jump shot from 19 ft (assist by T. Hardaway),,29,26
164,2,4:46.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by T. Prince),29,29
165,2,4:36.0,C. Early misses 3-pt jump shot from 22 ft,,29,29
166,2,4:35.0,,Defensive rebound by T. Prince,29,29
167,2,4:30.0,,Offensive foul by M. Gasol (drawn by C. Aldrich),29,29
168,2,4:30.0,,Turnover by M. Gasol (offensive foul),29,29
169,2,4:20.0,S. Larkin misses 3-pt jump shot from 25 ft,,29,29
170,2,4:19.0,Offensive rebound by C. Early,,29,29
171,2,4:17.0,C. Early misses 2-pt layup from 2 ft,,29,29
172,2,4:13.0,,Defensive rebound by M. Gasol,29,29
173,2,4:02.0,,V. Carter misses 2-pt jump shot from 15 ft,29,29
174,2,4:01.0,Defensive rebound by S. Larkin,,29,29
175,2,3:43.0,J. Calderón misses 2-pt jump shot from 20 ft (block by V. Carter),,29,29
176,2,3:41.0,,Defensive rebound by M. Gasol,29,29
177,2,3:32.0,,T. Prince makes 2-pt jump shot from 5 ft,29,31
178,2,3:09.0,C. Early misses 2-pt jump shot from 16 ft,,29,31
179,2,3:09.0,,Defensive rebound by T. Prince,29,31
180,2,3:01.0,,M. Gasol makes 2-pt layup at rim (assist by T. Prince),29,33
181,2,3:01.0,,Shooting foul by C. Aldrich (drawn by M. Gasol),29,33
182,2,3:01.0,,T. Allen enters the game for Q. Pondexter,29,33
183,2,3:01.0,J. Smith enters the game for C. Aldrich,,29,33
184,2,3:01.0,,M. Gasol makes free throw 1 of 1,29,34
185,2,2:39.0,Turnover by T. Hardaway (bad pass; steal by T. Allen),,29,34
186,2,2:34.0,,T. Allen makes 2-pt layup from 1 ft (assist by M. Conley),29,36
187,2,2:26.0,New York full timeout,,29,36
188,2,2:26.0,,Memphis full timeout,29,36
189,2,2:26.0,Q. Acy enters the game for T. Hardaway,,29,36
190,2,2:26.0,P. Prigioni enters the game for C. Early,,29,36
191,2,2:12.0,Offensive foul by J. Smith (drawn by V. Carter),,29,36
192,2,2:12.0,Turnover by J. Smith (offensive foul),,29,36
193,2,1:57.0,,Shooting foul by J. Smith (drawn by M. Gasol),29,36
194,2,1:57.0,,M. Gasol makes free throw 1 of 2,29,37
195,2,1:57.0,,M. Gasol makes free throw 2 of 2,29,38
196,2,1:41.0,Q. Acy makes 2-pt jump shot from 4 ft (assist by P. Prigioni),,31,38
197,2,1:27.0,,T. Prince makes 2-pt jump shot from 17 ft,31,40
198,2,1:13.0,J. Smith misses 2-pt layup from 2 ft (block by M. Gasol),,31,40
199,2,1:11.0,,Defensive rebound by M. Gasol,31,40
200,2,1:03.0,,T. Prince makes 2-pt layup from 1 ft (assist by M. Gasol),31,42
201,2,0:48.0,Q. Acy makes 3-pt jump shot from 23 ft (assist by J. Calderón),,34,42
202,2,0:30.0,,T. Prince makes 2-pt layup from 2 ft,34,44
203,2,0:09.0,Shooting foul by V. Carter (drawn by Q. Acy),,34,44
204,2,0:09.0,Q. Acy makes free throw 1 of 2,,35,44
205,2,0:09.0,,C. Lee enters the game for T. Allen,35,44
206,2,0:09.0,Q. Acy makes free throw 2 of 2,,36,44
207,2,0:01.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by M. Conley),36,47
208,3,11:45.0,C. Aldrich makes 2-pt layup from 2 ft,,38,47
209,3,11:45.0,Shooting block foul by J. Stokes (drawn by C. Aldrich),,38,47
210,3,11:45.0,C. Aldrich makes free throw 1 of 1,,39,47
211,3,11:31.0,,C. Lee makes 2-pt jump shot from 16 ft,39,49
212,3,11:22.0,Personal foul by T. Allen (drawn by S. Larkin),,39,49
213,3,11:09.0,Turnover by S. Larkin (bad pass; steal by T. Allen),,39,49
214,3,11:06.0,,T. Allen misses 2-pt layup at rim,39,49
215,3,11:04.0,,Offensive rebound by M. Conley,39,49
216,3,11:04.0,,M. Conley makes 2-pt tip-in from 1 ft,39,51
217,3,10:51.0,J. Smith makes 2-pt jump shot from 16 ft (assist by S. Larkin),,41,51
218,3,10:37.0,,Personal foul by C. Aldrich (drawn by M. Gasol),41,51
219,3,10:28.0,,C. Lee makes 2-pt jump shot from 19 ft (assist by M. Conley),41,53
220,3,10:03.0,C. Aldrich makes 2-pt hook shot from 7 ft (assist by S. Larkin),,43,53
221,3,9:49.0,,C. Lee makes 2-pt jump shot from 17 ft,43,55
222,3,9:35.0,J. Smith makes 2-pt jump shot from 19 ft (assist by C. Aldrich),,45,55
223,3,9:14.0,,M. Gasol misses 2-pt jump shot from 19 ft,45,55
224,3,9:14.0,Defensive rebound by J. Smith,,45,55
225,3,9:01.0,T. Hardaway makes 2-pt jump shot from 17 ft,,47,55
226,3,8:41.0,,M. Gasol makes 2-pt layup from 2 ft (assist by M. Conley),47,57
227,3,8:25.0,Shooting foul by J. Stokes (drawn by J. Smith),,47,57
228,3,8:25.0,J. Smith makes free throw 1 of 2,,48,57
229,3,8:25.0,,T. Prince enters the game for J. Stokes,48,57
230,3,8:25.0,J. Smith makes free throw 2 of 2,,49,57
231,3,8:05.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),49,60
232,3,7:41.0,T. Hardaway misses 3-pt jump shot from 27 ft,,49,60
233,3,7:41.0,,Defensive rebound by M. Conley,49,60
234,3,7:22.0,,Turnover by M. Gasol (lost ball),49,60
235,3,7:21.0,,Violation by M. Gasol (kicked ball),49,60
236,3,7:12.0,J. Smith misses 2-pt jump shot from 4 ft,,49,60
237,3,7:10.0,,Defensive rebound by M. Gasol,49,60
238,3,7:00.0,,Turnover by C. Lee (bad pass; steal by S. Larkin),49,60
239,3,6:57.0,S. Larkin makes 2-pt layup from 2 ft,,51,60
240,3,6:38.0,,Turnover by M. Gasol (bad pass; steal by C. Aldrich),51,60
241,3,6:36.0,Turnover by C. Aldrich (bad pass; steal by T. Prince),,51,60
242,3,6:33.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by T. Prince),51,63
243,3,6:24.0,Turnover by J. Calderón (bad pass; steal by M. Conley),,51,63
244,3,6:21.0,,M. Conley makes 2-pt layup from 2 ft,51,65
245,3,6:20.0,New York full timeout,,51,65
246,3,6:20.0,C. Early enters the game for T. Hardaway,,51,65
247,3,6:20.0,P. Prigioni enters the game for J. Smith,,51,65
248,3,6:20.0,T. Wear enters the game for S. Larkin,,51,65
249,3,6:11.0,Turnover by P. Prigioni (bad pass; steal by T. Allen),,51,65
250,3,6:09.0,,T. Allen makes 2-pt dunk at rim,51,67
251,3,6:09.0,,Shooting foul by C. Early (drawn by T. Allen),51,67
252,3,6:09.0,,T. Allen makes free throw 1 of 1,51,68
253,3,5:48.0,Turnover by J. Calderón (bad pass; steal by M. Gasol),,51,68
254,3,5:40.0,,C. Lee makes 2-pt layup at rim,51,70
255,3,5:28.0,C. Aldrich makes 2-pt hook shot from 5 ft (assist by J. Calderón),,53,70
256,3,5:09.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by C. Lee),53,73
257,3,4:49.0,P. Prigioni misses 3-pt jump shot from 25 ft,,53,73
258,3,4:48.0,,Defensive rebound by T. Prince,53,73
259,3,4:44.0,,M. Conley misses 2-pt layup from 1 ft,53,73
260,3,4:41.0,Defensive rebound by T. Wear,,53,73
261,3,4:32.0,Turnover by P. Prigioni (bad pass),,53,73
262,3,4:16.0,,M. Gasol makes 2-pt layup at rim (assist by T. Prince),53,75
263,3,4:16.0,New York full timeout,,53,75
264,3,4:01.0,C. Early makes 2-pt layup from 2 ft (assist by T. Wear),,55,75
265,3,3:36.0,,Turnover by T. Allen (bad pass; steal by C. Early),55,75
266,3,3:19.0,Turnover by C. Aldrich (bad pass; steal by T. Allen),,55,75
267,3,3:14.0,,M. Conley makes 2-pt layup at rim (assist by T. Allen),55,77
268,3,2:53.0,C. Early makes 2-pt dunk at rim (assist by J. Calderón),,57,77
269,3,2:25.0,,M. Gasol makes 2-pt jump shot from 7 ft,57,79
270,3,2:13.0,Turnover by C. Early (lost ball; steal by T. Allen),,57,79
271,3,2:03.0,,C. Lee misses 3-pt jump shot from 24 ft,57,79
272,3,2:02.0,Defensive rebound by C. Early,,57,79
273,3,1:51.0,Turnover by C. Aldrich (traveling),,57,79
274,3,1:51.0,,Memphis full timeout,57,79
275,3,1:51.0,,K. Koufos enters the game for M. Gasol,57,79
276,3,1:51.0,Q. Acy enters the game for C. Aldrich,,57,79
277,3,1:35.0,,T. Prince misses 2-pt jump shot from 16 ft,57,79
278,3,1:35.0,Defensive rebound by Q. Acy,,57,79
279,3,1:19.0,Q. Acy makes 2-pt jump shot from 15 ft (assist by C. Early),,59,79
280,3,1:05.0,,T. Prince misses 2-pt jump shot from 19 ft,59,79
281,3,1:04.0,Defensive rebound by Q. Acy,,59,79
282,3,0:55.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by P. Prigioni),,62,79
283,3,0:35.0,,T. Allen makes 3-pt jump shot from 22 ft (assist by M. Conley),62,82
284,3,0:19.0,P. Prigioni misses 3-pt jump shot from 24 ft,,62,82
285,3,0:18.0,,Defensive rebound by M. Conley,62,82
286,3,0:00.0,,M. Conley makes 2-pt jump shot from 8 ft,62,84
287,4,11:46.0,,K. Koufos misses 2-pt dunk at rim,62,84
288,4,11:45.0,,Offensive rebound by Team,62,84
289,4,11:45.0,Loose ball foul by Q. Acy (drawn by T. Prince),,62,84
290,4,11:31.0,,Turnover by T. Prince (lost ball),62,84
291,4,11:31.0,,Loose ball foul by T. Prince (drawn by P. Prigioni),62,84
292,4,11:14.0,Turnover by Q. Acy (bad pass; steal by B. Udrih),,62,84
293,4,11:02.0,,K. Koufos makes 2-pt hook shot from 5 ft (assist by B. Udrih),62,86
294,4,10:43.0,Turnover by T. Wear (bad pass),,62,86
295,4,10:43.0,,J. Leuer enters the game for T. Prince,62,86
296,4,10:22.0,T. Hardaway enters the game for P. Prigioni,,62,86
297,4,10:19.0,,B. Udrih misses 3-pt jump shot from 29 ft,62,86
298,4,10:18.0,,Offensive rebound by K. Koufos,62,86
299,4,10:16.0,,K. Koufos misses 2-pt hook shot from 3 ft,62,86
300,4,10:13.0,Defensive rebound by T. Wear,,62,86
301,4,10:06.0,T. Hardaway misses 2-pt jump shot from 4 ft,,62,86
302,4,10:05.0,,Defensive rebound by Q. Pondexter,62,86
303,4,9:52.0,,Personal foul by T. Hardaway (drawn by K. Koufos),62,86
304,4,9:52.0,,J. Adams enters the game for C. Lee,62,86
305,4,9:47.0,,Shooting foul by T. Wear (drawn by J. Leuer),62,86
306,4,9:47.0,,J. Leuer makes free throw 1 of 2,62,87
307,4,9:47.0,,J. Leuer misses free throw 2 of 2,62,87
308,4,9:46.0,Defensive rebound by Q. Acy,,62,87
309,4,9:28.0,T. Wear misses 2-pt jump shot from 19 ft,,62,87
310,4,9:28.0,,Defensive rebound by J. Leuer,62,87
311,4,9:20.0,,B. Udrih misses 2-pt jump shot from 16 ft,62,87
312,4,9:19.0,Defensive rebound by Q. Acy,,62,87
313,4,9:09.0,Q. Acy makes 3-pt jump shot from 25 ft (assist by S. Larkin),,65,87
314,4,8:56.0,,Q. Pondexter makes 2-pt jump shot from 20 ft (assist by B. Udrih),65,89
315,4,8:50.0,New York full timeout,,65,89
316,4,8:50.0,J. Smith enters the game for T. Wear,,65,89
317,4,8:29.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by S. Larkin),,68,89
318,4,8:10.0,,Turnover by J. Leuer (lost ball; steal by C. Early),68,89
319,4,8:05.0,Q. Acy makes 2-pt dunk at rim (assist by S. Larkin),,70,89
320,4,7:51.0,,Q. Pondexter misses 3-pt jump shot from 24 ft,70,89
321,4,7:50.0,,Offensive rebound by J. Adams,70,89
322,4,7:46.0,,Personal foul by Q. Acy (drawn by J. Leuer),70,89
323,4,7:37.0,,B. Udrih makes 3-pt jump shot from 24 ft (assist by Q. Pondexter),70,92
324,4,7:12.0,T. Hardaway misses 3-pt jump shot from 24 ft,,70,92
325,4,7:11.0,,Defensive rebound by K. Koufos,70,92
326,4,7:02.0,,Shooting foul by J. Smith (drawn by J. Adams),70,92
327,4,7:02.0,,J. Adams misses free throw 1 of 2,70,92
328,4,7:02.0,,Offensive rebound by Team,70,92
329,4,7:02.0,,J. Adams makes free throw 2 of 2,70,93
330,4,6:40.0,J. Smith makes 2-pt jump shot from 6 ft,,72,93
331,4,6:25.0,,J. Leuer makes 2-pt layup from 2 ft (assist by B. Udrih),72,95
332,4,6:07.0,J. Smith makes 2-pt jump shot from 19 ft (assist by S. Larkin),,74,95
333,4,5:48.0,,K. Koufos makes 2-pt jump shot from 5 ft (assist by J. Leuer),74,97
334,4,5:30.0,C. Early misses 2-pt jump shot from 15 ft,,74,97
335,4,5:30.0,Offensive rebound by Q. Acy,,74,97
336,4,5:30.0,,Loose ball foul by Q. Pondexter (drawn by Q. Acy),74,97
337,4,5:30.0,New York full timeout,,74,97
338,4,5:30.0,,J. Stokes enters the game for B. Udrih,74,97
339,4,5:30.0,,N. Calathes enters the game for K. Koufos,74,97
340,4,5:20.0,Turnover by J. Smith (bad pass; steal by J. Adams),,74,97
341,4,5:15.0,,J. Adams misses 2-pt layup from 2 ft (block by T. Hardaway),74,97
342,4,5:11.0,,Offensive rebound by N. Calathes,74,97
343,4,5:11.0,,N. Calathes makes 2-pt layup from 1 ft (assist by J. Adams),74,99
344,4,5:02.0,Q. Acy makes 2-pt dunk at rim (assist by S. Larkin),,76,99
345,4,4:45.0,,Turnover by Q. Pondexter (bad pass),76,99
346,4,4:28.0,S. Larkin misses 3-pt jump shot from 24 ft,,76,99
347,4,4:28.0,Offensive rebound by Q. Acy,,76,99
348,4,4:28.0,,Loose ball foul by J. Stokes (drawn by Q. Acy),76,99
349,4,4:23.0,Personal foul by N. Calathes (drawn by J. Smith),,76,99
350,4,4:12.0,Shooting foul by J. Adams (drawn by T. Hardaway),,76,99
351,4,4:12.0,T. Hardaway misses free throw 1 of 2,,76,99
352,4,4:12.0,Offensive rebound by Team,,76,99
353,4,4:12.0,T. Hardaway misses free throw 2 of 2,,76,99
354,4,4:11.0,,Defensive rebound by J. Leuer,76,99
355,4,3:57.0,,Q. Pondexter makes 2-pt jump shot from 19 ft (assist by J. Leuer),76,101
356,4,3:32.0,T. Hardaway misses 2-pt jump shot from 21 ft,,76,101
357,4,3:31.0,,Defensive rebound by Team,76,101
358,4,3:20.0,,J. Adams misses 2-pt jump shot from 3 ft,76,101
359,4,3:19.0,,Offensive rebound by J. Stokes,76,101
360,4,3:16.0,,Shooting foul by C. Early (drawn by J. Adams),76,101
361,4,3:16.0,,J. Adams misses free throw 1 of 2,76,101
362,4,3:16.0,,Offensive rebound by Team,76,101
363,4,3:16.0,T. Wear enters the game for J. Smith,,76,101
364,4,3:16.0,,J. Adams misses free throw 2 of 2,76,101
365,4,3:15.0,Defensive rebound by Q. Acy,,76,101
366,4,2:54.0,C. Early misses 3-pt jump shot from 23 ft,,76,101
367,4,2:54.0,,Defensive rebound by J. Leuer,76,101
368,4,2:46.0,,Turnover by J. Stokes (lost ball; steal by S. Larkin),76,101
369,4,2:30.0,C. Early misses 2-pt jump shot from 19 ft,,76,101
370,4,2:30.0,,Defensive rebound by Q. Pondexter,76,101
371,4,2:21.0,,J. Adams misses 3-pt jump shot from 24 ft,76,101
372,4,2:19.0,,Offensive rebound by Team,76,101
373,4,2:19.0,,Memphis full timeout,76,101
374,4,2:10.0,,J. Leuer misses 2-pt jump shot from 19 ft,76,101
375,4,2:10.0,,Offensive rebound by N. Calathes,76,101
376,4,2:04.0,,J. Adams misses 3-pt jump shot from 25 ft,76,101
377,4,2:04.0,,Offensive rebound by Q. Pondexter,76,101
378,4,2:01.0,,Turnover by Q. Pondexter (bad pass; steal by T. Wear),76,101
379,4,1:55.0,C. Early misses 2-pt layup from 1 ft,,76,101
380,4,1:55.0,Offensive rebound by C. Early,,76,101
381,4,1:55.0,Shooting foul by J. Stokes (drawn by C. Early),,76,101
382,4,1:55.0,C. Early makes free throw 1 of 2,,77,101
