,QUARTER,TIME_REMAINING,DENVER_ACTION,MEMPHIS_ACTION,DENVER_SCORE,MEMPHIS_SCORE
0,1,11:41.0,K. Faried misses 2-pt jump shot from 10 ft,,0,0
1,1,11:40.0,,Defensive rebound by Z. Randolph,0,0
2,1,11:24.0,,M. Gasol makes 2-pt jump shot from 21 ft,0,2
3,1,11:00.0,A. Afflalo misses 3-pt jump shot from 25 ft,,0,2
4,1,10:59.0,,Defensive rebound by J. Green,0,2
5,1,10:45.0,,C. Lee misses 2-pt jump shot from 19 ft,0,2
6,1,10:42.0,Defensive rebound by W. Chandler,,0,2
7,1,10:37.0,W. Chandler makes 2-pt layup from 1 ft,,2,2
8,1,10:19.0,,B. Udrih makes 2-pt layup at rim,2,4
9,1,10:05.0,W. Chandler misses 3-pt jump shot from 23 ft,,2,4
10,1,10:04.0,,Defensive rebound by B. Udrih,2,4
11,1,9:59.0,,C. Lee makes 2-pt layup at rim (assist by B. Udrih),2,6
12,1,9:37.0,T. Lawson misses 2-pt jump shot from 21 ft,,2,6
13,1,9:36.0,,Defensive rebound by M. Gasol,2,6
14,1,9:21.0,,Z. Randolph makes 2-pt jump shot from 17 ft,2,8
15,1,9:01.0,A. Afflalo makes 2-pt jump shot from 7 ft,,4,8
16,1,8:44.0,,B. Udrih makes 3-pt jump shot from 26 ft (assist by M. Gasol),4,11
17,1,8:17.0,W. Chandler misses 2-pt jump shot from 6 ft,,4,11
18,1,8:17.0,Offensive rebound by Team,,4,11
19,1,8:17.0,,Loose ball foul by Z. Randolph (drawn by K. Faried),4,11
20,1,8:12.0,W. Chandler makes 2-pt dunk at rim (assist by J. Nurkić),,6,11
21,1,7:55.0,,Z. Randolph makes 2-pt jump shot from 5 ft,6,13
22,1,7:47.0,Personal foul by M. Gasol (drawn by J. Nurkić),,6,13
23,1,7:29.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by W. Chandler),,9,13
24,1,7:12.0,,C. Lee misses 2-pt jump shot from 11 ft,9,13
