,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,UTAH_ACTION,LA CLIPPERS_SCORE,UTAH_SCORE
0,1,11:41.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by B. Griffin),,3,0
1,1,11:17.0,,E. Freedom misses 2-pt jump shot from 18 ft,3,0
2,1,11:15.0,Defensive rebound by C. Paul,,3,0
3,1,11:05.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),,5,0
4,1,10:41.0,,E. Freedom makes 2-pt dunk at rim (assist by G. Hayward),5,2
5,1,10:31.0,Offensive foul by M. Barnes (drawn by J. Ingles),,5,2
6,1,10:31.0,Turnover by M. Barnes (offensive foul),,5,2
7,1,10:07.0,,D. Favors misses 2-pt hook shot from 5 ft,5,2
8,1,10:05.0,Defensive rebound by B. Griffin,,5,2
9,1,9:56.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by C. Paul),,8,2
10,1,9:43.0,,D. Exum misses 2-pt jump shot from 3 ft,8,2
11,1,9:42.0,Defensive rebound by M. Barnes,,8,2
12,1,9:32.0,J. Crawford misses 3-pt jump shot from 23 ft,,8,2
13,1,9:31.0,,Defensive rebound by G. Hayward,8,2
14,1,9:15.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by G. Hayward),8,5
15,1,9:00.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,10,5
16,1,8:42.0,,D. Favors makes 2-pt jump shot from 19 ft (assist by J. Ingles),10,7
17,1,8:16.0,B. Griffin misses 3-pt jump shot from 25 ft,,10,7
18,1,8:14.0,,Defensive rebound by G. Hayward,10,7
19,1,7:55.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by G. Hayward),10,10
20,1,7:33.0,M. Barnes misses 2-pt jump shot from 8 ft (block by E. Freedom),,10,10
21,1,7:30.0,,Defensive rebound by E. Freedom,10,10
22,1,7:24.0,,E. Freedom makes 2-pt layup from 2 ft (assist by J. Ingles),10,12
23,1,7:10.0,B. Griffin misses 2-pt jump shot from 19 ft,,10,12
24,1,7:09.0,,Defensive rebound by D. Favors,10,12
25,1,6:50.0,,E. Freedom makes 2-pt hook shot from 4 ft,10,14
26,1,6:32.0,Turnover by C. Paul (bad pass),,10,14
27,1,6:32.0,A. Rivers enters the game for J. Crawford,,10,14
28,1,6:19.0,,G. Hayward misses 3-pt jump shot from 23 ft,10,14
29,1,6:17.0,Defensive rebound by B. Griffin,,10,14
30,1,6:01.0,M. Barnes misses 3-pt jump shot from 23 ft,,10,14
31,1,6:00.0,,Defensive rebound by D. Favors,10,14
32,1,5:57.0,,Turnover by D. Favors (bad pass; steal by M. Barnes),10,14
33,1,5:51.0,M. Barnes makes 2-pt layup from 1 ft (assist by C. Paul),,12,14
34,1,5:49.0,,Utah full timeout,12,14
35,1,5:29.0,,D. Favors makes 2-pt layup from 1 ft (assist by J. Ingles),12,16
36,1,5:15.0,Personal foul by E. Freedom (drawn by B. Griffin),,12,16
37,1,5:15.0,,R. Gobert enters the game for E. Freedom,12,16
38,1,5:02.0,C. Paul makes 2-pt jump shot from 10 ft,,14,16
39,1,4:46.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),14,18
40,1,4:28.0,A. Rivers makes 2-pt jump shot from 10 ft,,16,18
41,1,4:02.0,,R. Gobert misses 2-pt hook shot from 8 ft,16,18
42,1,4:00.0,,Offensive rebound by D. Favors,16,18
43,1,4:00.0,,D. Favors misses 2-pt tip-in from 2 ft,16,18
44,1,3:58.0,Defensive rebound by C. Paul,,16,18
45,1,3:48.0,M. Barnes misses 3-pt jump shot from 25 ft,,16,18
46,1,3:46.0,,Defensive rebound by D. Exum,16,18
47,1,3:35.0,,R. Gobert misses 2-pt jump shot from 4 ft,16,18
48,1,3:33.0,Defensive rebound by M. Barnes,,16,18
49,1,3:17.0,Shooting foul by G. Hayward (drawn by C. Paul),,16,18
50,1,3:17.0,C. Paul makes free throw 1 of 3,,17,18
51,1,3:17.0,C. Paul makes free throw 2 of 3,,18,18
52,1,3:17.0,S. Hawes enters the game for D. Jordan,,18,18
53,1,3:17.0,,T. Burke enters the game for D. Exum,18,18
54,1,3:17.0,C. Paul misses free throw 3 of 3,,18,18
55,1,3:15.0,,Defensive rebound by R. Gobert,18,18
56,1,2:51.0,,T. Burke makes 2-pt jump shot from 20 ft,18,20
57,1,2:37.0,S. Hawes misses 3-pt jump shot from 25 ft,,18,20
58,1,2:37.0,Offensive rebound by B. Griffin,,18,20
59,1,2:37.0,Personal foul by R. Gobert (drawn by B. Griffin),,18,20
60,1,2:37.0,LA Clippers full timeout,,18,20
61,1,2:37.0,J. Crawford enters the game for C. Paul,,18,20
62,1,2:37.0,,E. Millsap enters the game for J. Ingles,18,20
63,1,2:37.0,,T. Booker enters the game for D. Favors,18,20
64,1,2:23.0,B. Griffin makes 2-pt jump shot from 20 ft,,20,20
65,1,1:56.0,,G. Hayward makes 2-pt jump shot from 19 ft,20,22
66,1,1:45.0,A. Rivers makes 2-pt jump shot from 3 ft (assist by B. Griffin),,22,22
67,1,1:20.0,,R. Gobert makes 2-pt hook shot from 7 ft,22,24
68,1,1:10.0,Personal foul by R. Gobert (drawn by B. Griffin),,22,24
69,1,1:10.0,,E. Freedom enters the game for R. Gobert,22,24
70,1,1:00.0,J. Crawford misses 2-pt jump shot from 10 ft,,22,24
71,1,1:00.0,,Defensive rebound by E. Millsap,22,24
72,1,0:52.0,,Shooting foul by S. Hawes (drawn by G. Hayward),22,24
73,1,0:52.0,,G. Hayward makes free throw 1 of 2,22,25
74,1,0:52.0,,G. Hayward makes free throw 2 of 2,22,26
75,1,0:44.0,B. Griffin makes 2-pt layup from 1 ft,,24,26
76,1,0:32.0,,T. Burke misses 2-pt jump shot from 19 ft,24,26
77,1,0:31.0,Defensive rebound by A. Rivers,,24,26
78,1,0:10.0,H. Türkoğlu enters the game for M. Barnes,,24,26
79,1,0:07.0,A. Rivers misses 3-pt jump shot from 23 ft,,24,26
80,1,0:06.0,Offensive rebound by H. Türkoğlu,,24,26
81,1,0:03.0,Turnover by B. Griffin (bad pass),,24,26
82,2,11:40.0,,E. Freedom makes 2-pt layup from 1 ft (assist by E. Millsap),24,28
83,2,11:19.0,A. Rivers makes 3-pt jump shot from 23 ft (assist by H. Türkoğlu),,27,28
84,2,10:57.0,,T. Burke makes 3-pt jump shot from 26 ft (assist by E. Millsap),27,31
85,2,10:41.0,J. Crawford misses 3-pt jump shot from 24 ft,,27,31
86,2,10:40.0,,Defensive rebound by T. Burke,27,31
87,2,10:31.0,,E. Freedom misses 2-pt jump shot from 3 ft (block by S. Hawes),27,31
88,2,10:28.0,Defensive rebound by G. Davis,,27,31
89,2,10:20.0,S. Hawes misses 3-pt jump shot from 25 ft,,27,31
90,2,10:19.0,Offensive rebound by J. Crawford,,27,31
91,2,9:59.0,A. Rivers misses 3-pt jump shot from 25 ft,,27,31
92,2,9:57.0,,Defensive rebound by T. Booker,27,31
93,2,9:37.0,,D. Exum misses 3-pt jump shot from 23 ft,27,31
94,2,9:36.0,,Offensive rebound by T. Booker,27,31
95,2,9:33.0,,Turnover by T. Booker (bad pass; steal by G. Davis),27,31
96,2,9:30.0,Shooting foul by T. Burke (drawn by J. Crawford),,27,31
97,2,9:30.0,J. Crawford makes free throw 1 of 2,,28,31
98,2,9:30.0,J. Crawford makes free throw 2 of 2,,29,31
99,2,9:09.0,,T. Booker makes 2-pt layup from 3 ft,29,33
100,2,8:53.0,J. Crawford misses 2-pt jump shot from 7 ft,,29,33
101,2,8:52.0,Offensive rebound by Team,,29,33
102,2,8:52.0,Official timeout,,29,33
103,2,8:41.0,H. Türkoğlu misses 2-pt jump shot from 19 ft,,29,33
104,2,8:40.0,,Defensive rebound by E. Freedom,29,33
105,2,8:16.0,,T. Booker makes 2-pt layup from 1 ft,29,35
106,2,7:53.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by G. Davis),,32,35
107,2,7:37.0,,Personal foul by G. Davis (drawn by T. Burke),32,35
108,2,7:37.0,D. Jordan enters the game for S. Hawes,,32,35
109,2,7:37.0,C. Paul enters the game for A. Rivers,,32,35
110,2,7:37.0,,D. Favors enters the game for E. Freedom,32,35
111,2,7:28.0,,Shooting foul by G. Davis (drawn by D. Favors),32,35
112,2,7:28.0,,D. Favors misses free throw 1 of 2,32,35
113,2,7:28.0,,Offensive rebound by Team,32,35
114,2,7:28.0,B. Griffin enters the game for G. Davis,,32,35
115,2,7:28.0,M. Barnes enters the game for H. Türkoğlu,,32,35
116,2,7:28.0,,D. Favors misses free throw 2 of 2,32,35
117,2,7:26.0,Defensive rebound by J. Crawford,,32,35
118,2,7:12.0,Shooting foul by E. Millsap (drawn by J. Crawford),,32,35
119,2,7:12.0,J. Crawford makes free throw 1 of 3,,33,35
120,2,7:12.0,J. Crawford makes free throw 2 of 3,,34,35
121,2,7:12.0,J. Crawford makes free throw 3 of 3,,35,35
122,2,6:52.0,,T. Burke misses 3-pt jump shot from 26 ft,35,35
123,2,6:50.0,Defensive rebound by D. Jordan,,35,35
124,2,6:41.0,C. Paul misses 3-pt jump shot from 24 ft,,35,35
125,2,6:40.0,,Defensive rebound by T. Booker,35,35
126,2,6:29.0,,J. Ingles enters the game for T. Burke,35,35
127,2,6:20.0,,T. Booker misses 3-pt jump shot from 25 ft,35,35
128,2,6:19.0,,Offensive rebound by J. Ingles,35,35
129,2,6:15.0,,Personal foul by B. Griffin (drawn by T. Booker),35,35
130,2,6:15.0,,Utah full timeout,35,35
131,2,6:15.0,,G. Hayward enters the game for E. Millsap,35,35
132,2,6:10.0,,D. Favors misses 2-pt layup from 2 ft,35,35
133,2,6:09.0,Defensive rebound by D. Jordan,,35,35
134,2,6:02.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,37,35
135,2,5:48.0,,Personal foul by M. Barnes (drawn by G. Hayward),37,35
136,2,5:40.0,,G. Hayward makes 2-pt layup from 2 ft (assist by J. Ingles),37,37
137,2,5:23.0,Shooting foul by D. Favors (drawn by M. Barnes),,37,37
138,2,5:23.0,M. Barnes makes free throw 1 of 2,,38,37
139,2,5:23.0,,R. Gobert enters the game for T. Booker,38,37
140,2,5:23.0,M. Barnes makes free throw 2 of 2,,39,37
141,2,5:07.0,,Shooting foul by D. Jordan (drawn by R. Gobert),39,37
142,2,5:07.0,,R. Gobert makes free throw 1 of 2,39,38
143,2,5:07.0,,R. Gobert misses free throw 2 of 2,39,38
144,2,5:06.0,,Offensive rebound by Team,39,38
145,2,5:00.0,,G. Hayward misses 2-pt jump shot from 10 ft (block by D. Jordan),39,38
146,2,5:00.0,,Offensive rebound by Team,39,38
147,2,4:57.0,,G. Hayward misses 2-pt jump shot from 10 ft,39,38
148,2,4:54.0,,Offensive rebound by D. Favors,39,38
149,2,4:54.0,,D. Favors makes 2-pt dunk at rim,39,40
150,2,4:34.0,Personal foul by D. Favors (drawn by B. Griffin),,39,40
151,2,4:34.0,,E. Freedom enters the game for D. Favors,39,40
152,2,4:25.0,Personal foul by R. Gobert (drawn by D. Jordan),,39,40
153,2,4:25.0,D. Jordan misses free throw 1 of 2,,39,40
154,2,4:25.0,Offensive rebound by Team,,39,40
155,2,4:25.0,,T. Booker enters the game for R. Gobert,39,40
156,2,4:25.0,D. Jordan misses free throw 2 of 2,,39,40
157,2,4:22.0,Offensive rebound by M. Barnes,,39,40
158,2,4:15.0,C. Paul makes 2-pt jump shot from 9 ft,,41,40
159,2,3:55.0,,Turnover by G. Hayward (bad pass; steal by B. Griffin),41,40
160,2,3:50.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,43,40
161,2,3:36.0,,Shooting foul by D. Jordan (drawn by E. Freedom),43,40
162,2,3:36.0,,E. Freedom makes free throw 1 of 2,43,41
163,2,3:36.0,,E. Freedom makes free throw 2 of 2,43,42
164,2,3:26.0,C. Paul makes 2-pt jump shot from 13 ft,,45,42
165,2,3:05.0,,Turnover by T. Booker (bad pass),45,42
166,2,2:56.0,D. Jordan misses 2-pt dunk at rim,,45,42
167,2,2:55.0,,Defensive rebound by T. Booker,45,42
168,2,2:43.0,,G. Hayward makes 2-pt jump shot from 2 ft,45,44
169,2,2:18.0,J. Crawford misses 2-pt jump shot from 16 ft,,45,44
170,2,2:17.0,Offensive rebound by D. Jordan,,45,44
171,2,2:13.0,D. Jordan makes 2-pt jump shot from 4 ft,,47,44
172,2,2:09.0,,Utah full timeout,47,44
173,2,2:09.0,LA Clippers full timeout,,47,44
174,2,2:09.0,,T. Burke enters the game for D. Exum,47,44
175,2,1:56.0,,T. Burke makes 3-pt jump shot from 22 ft (assist by E. Freedom),47,47
176,2,1:39.0,C. Paul makes 2-pt layup from 1 ft,,49,47
177,2,1:13.0,,J. Ingles makes 2-pt jump shot from 16 ft,49,49
178,2,0:46.0,Personal foul by J. Ingles (drawn by B. Griffin),,49,49
179,2,0:46.0,B. Griffin misses free throw 1 of 2,,49,49
180,2,0:46.0,Offensive rebound by Team,,49,49
181,2,0:46.0,S. Hawes enters the game for D. Jordan,,49,49
182,2,0:46.0,D. Jones enters the game for M. Barnes,,49,49
183,2,0:46.0,B. Griffin misses free throw 2 of 2,,49,49
184,2,0:46.0,,Defensive rebound by E. Freedom,49,49
185,2,0:33.0,,J. Ingles misses 3-pt jump shot from 24 ft,49,49
186,2,0:32.0,,Offensive rebound by Team,49,49
187,2,0:32.0,,Personal foul by D. Jones (drawn by E. Freedom),49,49
188,2,0:32.0,,E. Millsap enters the game for J. Ingles,49,49
189,2,0:32.0,,E. Freedom misses free throw 1 of 2,49,49
190,2,0:32.0,,Offensive rebound by Team,49,49
191,2,0:32.0,,E. Freedom makes free throw 2 of 2,49,50
192,2,0:14.0,B. Griffin misses 2-pt jump shot from 20 ft,,49,50
193,2,0:13.0,,Defensive rebound by G. Hayward,49,50
194,3,11:48.0,,Personal foul by J. Crawford (drawn by J. Ingles),49,50
195,3,11:33.0,,Turnover by Team (shot clock),49,50
196,3,11:13.0,B. Griffin misses 2-pt jump shot from 16 ft,,49,50
197,3,11:11.0,,Defensive rebound by D. Favors,49,50
198,3,10:56.0,,E. Freedom misses 2-pt hook shot from 5 ft,49,50
199,3,10:55.0,Defensive rebound by D. Jordan,,49,50
200,3,10:45.0,C. Paul makes 3-pt jump shot from 24 ft (assist by M. Barnes),,52,50
201,3,10:30.0,,G. Hayward misses 3-pt jump shot from 23 ft,52,50
202,3,10:28.0,,Offensive rebound by E. Freedom,52,50
203,3,10:25.0,,E. Freedom makes 2-pt layup from 1 ft,52,52
204,3,10:10.0,C. Paul misses 3-pt jump shot from 22 ft,,52,52
205,3,10:09.0,,Defensive rebound by J. Ingles,52,52
206,3,10:05.0,,Shooting foul by C. Paul (drawn by J. Ingles),52,52
207,3,10:05.0,,J. Ingles makes free throw 1 of 2,52,53
208,3,10:05.0,,J. Ingles makes free throw 2 of 2,52,54
209,3,9:42.0,C. Paul makes 2-pt jump shot from 18 ft,,54,54
210,3,9:21.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Exum),54,57
211,3,8:56.0,M. Barnes makes 2-pt layup at rim,,56,57
