,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DENVER_ACTION,CHARLOTTE_SCORE,DENVER_SCORE
123,2,10:40.0,,Personal foul by L. Stephenson (drawn by J. Nelson),34,18
124,2,10:28.0,,W. Chandler makes 2-pt layup from 2 ft (assist by J. Nelson),34,20
125,2,10:15.0,G. Neal makes 2-pt jump shot from 20 ft (assist by L. Stephenson),,36,20
126,2,10:08.0,,J. Nelson misses 2-pt jump shot from 3 ft (block by N. Vonleh),36,20
127,2,10:03.0,Defensive rebound by J. Maxiell,,36,20
128,2,9:55.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,36,20
129,2,9:54.0,,Defensive rebound by T. Lawson,36,20
130,2,9:47.0,,T. Lawson makes 2-pt jump shot from 21 ft,36,22
131,2,9:32.0,G. Neal makes 2-pt jump shot from 21 ft (assist by L. Stephenson),,38,22
132,2,9:18.0,,J. Nurkić misses 2-pt layup from 1 ft,38,22
133,2,9:18.0,Defensive rebound by J. Maxiell,,38,22
134,2,9:18.0,Personal foul by J. Nurkić (drawn by J. Maxiell),,38,22
135,2,9:04.0,J. Maxiell makes 2-pt jump shot from 5 ft (assist by G. Neal),,40,22
136,2,8:43.0,,J. Nelson misses 2-pt jump shot from 18 ft,40,22
137,2,8:41.0,Defensive rebound by G. Neal,,40,22
138,2,8:22.0,L. Stephenson misses 2-pt jump shot from 17 ft,,40,22
139,2,8:20.0,Offensive rebound by M. Kidd-Gilchrist,,40,22
140,2,8:13.0,N. Vonleh makes 2-pt layup from 1 ft (assist by L. Stephenson),,42,22
141,2,8:13.0,,Denver full timeout,42,22
142,2,8:13.0,,A. Afflalo enters the game for T. Lawson,42,22
143,2,8:03.0,,W. Chandler misses 3-pt jump shot from 26 ft,42,22
144,2,8:01.0,Defensive rebound by M. Kidd-Gilchrist,,42,22
145,2,7:49.0,L. Stephenson makes 2-pt jump shot from 18 ft,,44,22
146,2,7:35.0,,J. Nurkić misses 2-pt layup from 2 ft (block by J. Maxiell),44,22
147,2,7:32.0,Defensive rebound by M. Kidd-Gilchrist,,44,22
148,2,7:27.0,J. Maxiell makes 2-pt hook shot from 5 ft (assist by M. Kidd-Gilchrist),,46,22
149,2,7:10.0,,Turnover by A. Afflalo (lost ball; steal by M. Kidd-Gilchrist),46,22
150,2,7:10.0,Charlotte full timeout,,46,22
151,2,7:10.0,,D. Gallinari enters the game for J. Nurkić,46,22
152,2,7:10.0,A. Jefferson enters the game for J. Maxiell,,46,22
153,2,6:57.0,G. Neal misses 3-pt jump shot from 26 ft,,46,22
154,2,6:56.0,,Defensive rebound by A. Afflalo,46,22
155,2,6:43.0,,D. Gallinari misses 3-pt jump shot from 28 ft,46,22
156,2,6:42.0,Defensive rebound by L. Stephenson,,46,22
157,2,6:30.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,46,22
158,2,6:29.0,Offensive rebound by N. Vonleh,,46,22
159,2,6:28.0,Shooting foul by J. Hickson (drawn by N. Vonleh),,46,22
160,2,6:28.0,N. Vonleh misses free throw 1 of 2,,46,22
161,2,6:28.0,Offensive rebound by Team,,46,22
162,2,6:28.0,N. Vonleh makes free throw 2 of 2,,47,22
163,2,6:09.0,,D. Gallinari misses 2-pt jump shot from 4 ft,47,22
164,2,6:08.0,Defensive rebound by A. Jefferson,,47,22
165,2,5:59.0,G. Neal misses 2-pt layup from 2 ft,,47,22
166,2,5:57.0,,Defensive rebound by W. Chandler,47,22
167,2,5:49.0,,D. Gallinari misses 3-pt jump shot from 23 ft,47,22
168,2,5:48.0,Defensive rebound by M. Kidd-Gilchrist,,47,22
169,2,5:38.0,Shooting foul by J. Nelson (drawn by N. Vonleh),,47,22
170,2,5:38.0,N. Vonleh misses free throw 1 of 2,,47,22
171,2,5:38.0,Offensive rebound by Team,,47,22
172,2,5:38.0,,T. Lawson enters the game for J. Nelson,47,22
173,2,5:38.0,G. Henderson enters the game for M. Kidd-Gilchrist,,47,22
174,2,5:38.0,N. Vonleh makes free throw 2 of 2,,48,22
175,2,5:26.0,,A. Afflalo misses 3-pt jump shot from 24 ft,48,22
176,2,5:25.0,Defensive rebound by N. Vonleh,,48,22
177,2,5:19.0,Shooting foul by T. Lawson (drawn by G. Neal),,48,22
178,2,5:19.0,G. Neal makes free throw 1 of 2,,49,22
179,2,5:19.0,,R. Foye enters the game for D. Gallinari,49,22
180,2,5:19.0,C. Zeller enters the game for N. Vonleh,,49,22
181,2,5:19.0,G. Neal makes free throw 2 of 2,,50,22
182,2,5:05.0,,R. Foye misses 2-pt layup from 2 ft (block by A. Jefferson),50,22
183,2,5:03.0,Defensive rebound by C. Zeller,,50,22
184,2,4:56.0,Turnover by L. Stephenson (bad pass),,50,22
185,2,4:56.0,B. Roberts enters the game for G. Neal,,50,22
186,2,4:43.0,,J. Hickson makes 2-pt jump shot from 8 ft (assist by T. Lawson),50,24
187,2,4:28.0,A. Jefferson misses 2-pt jump shot from 17 ft,,50,24
188,2,4:27.0,,Defensive rebound by A. Afflalo,50,24
189,2,4:22.0,,Turnover by A. Afflalo (bad pass; steal by C. Zeller),50,24
190,2,4:07.0,C. Zeller makes 2-pt hook shot from 7 ft (assist by L. Stephenson),,52,24
191,2,3:57.0,,T. Lawson misses 3-pt jump shot from 25 ft,52,24
192,2,3:55.0,Defensive rebound by L. Stephenson,,52,24
193,2,3:49.0,L. Stephenson misses 3-pt jump shot from 24 ft,,52,24
194,2,3:48.0,,Defensive rebound by W. Chandler,52,24
195,2,3:37.0,,A. Afflalo makes 2-pt jump shot from 4 ft (assist by W. Chandler),52,26
196,2,3:18.0,A. Jefferson misses 2-pt jump shot from 16 ft,,52,26
197,2,3:17.0,,Defensive rebound by W. Chandler,52,26
198,2,3:08.0,,A. Afflalo misses 3-pt jump shot from 26 ft,52,26
199,2,3:07.0,Defensive rebound by L. Stephenson,,52,26
200,2,2:56.0,G. Henderson misses 3-pt jump shot from 24 ft,,52,26
201,2,2:54.0,,Defensive rebound by W. Chandler,52,26
202,2,2:49.0,,R. Foye misses 3-pt jump shot from 25 ft,52,26
203,2,2:47.0,Defensive rebound by A. Jefferson,,52,26
204,2,2:29.0,A. Jefferson makes 2-pt jump shot from 8 ft (assist by B. Roberts),,54,26
205,2,2:10.0,,T. Lawson misses 2-pt jump shot from 3 ft (block by C. Zeller),54,26
206,2,2:09.0,,Offensive rebound by Team,54,26
207,2,2:09.0,Official timeout,,54,26
208,2,2:09.0,,A. Gee enters the game for W. Chandler,54,26
209,2,2:09.0,,G. Harris enters the game for R. Foye,54,26
210,2,2:09.0,M. Kidd-Gilchrist enters the game for L. Stephenson,,54,26
211,2,2:07.0,,Turnover by G. Harris (bad pass; steal by G. Henderson),54,26
212,2,1:59.0,G. Henderson makes 2-pt layup from 2 ft,,56,26
213,2,1:48.0,,Personal foul by B. Roberts (drawn by T. Lawson),56,26
214,2,1:48.0,G. Neal enters the game for B. Roberts,,56,26
215,2,1:42.0,,J. Hickson misses 2-pt jump shot from 12 ft,56,26
216,2,1:40.0,Defensive rebound by M. Kidd-Gilchrist,,56,26
217,2,1:19.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,56,26
218,2,1:18.0,,Defensive rebound by J. Hickson,56,26
219,2,1:10.0,,Turnover by A. Gee (bad pass; steal by A. Jefferson),56,26
220,2,1:05.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by G. Neal),,58,26
221,2,0:52.0,,J. Hickson makes 2-pt dunk at rim (assist by G. Harris),58,28
222,2,0:37.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by A. Jefferson),,60,28
223,2,0:30.0,,T. Lawson makes 2-pt jump shot from 15 ft,60,30
224,2,0:12.0,A. Jefferson makes 2-pt jump shot from 4 ft,,62,30
225,2,0:00.0,,G. Harris misses 3-pt jump shot from 24 ft,62,30
226,2,0:00.0,,Offensive rebound by Team,62,30
227,3,11:47.0,,A. Afflalo misses 2-pt jump shot from 16 ft,62,30
228,3,11:46.0,Defensive rebound by B. Roberts,,62,30
229,3,11:27.0,A. Jefferson misses 2-pt jump shot from 6 ft,,62,30
230,3,11:25.0,,Defensive rebound by J. Hickson,62,30
231,3,11:19.0,,J. Hickson makes 2-pt dunk at rim (assist by T. Lawson),62,32
232,3,11:08.0,A. Jefferson makes 2-pt layup from 1 ft (assist by M. Kidd-Gilchrist),,64,32
233,3,10:58.0,,T. Lawson misses 2-pt layup from 2 ft,64,32
234,3,10:57.0,Defensive rebound by C. Zeller,,64,32
235,3,10:48.0,C. Zeller makes 2-pt jump shot from 18 ft (assist by B. Roberts),,66,32
236,3,10:28.0,,Turnover by J. Hickson (lost ball; steal by C. Zeller),66,32
237,3,10:18.0,Shooting foul by J. Hickson (drawn by C. Zeller),,66,32
238,3,10:18.0,C. Zeller makes free throw 1 of 2,,67,32
239,3,10:18.0,C. Zeller misses free throw 2 of 2,,67,32
240,3,10:16.0,,Defensive rebound by J. Nurkić,67,32
241,3,10:05.0,,W. Chandler misses 2-pt jump shot from 11 ft,67,32
242,3,10:04.0,,Offensive rebound by W. Chandler,67,32
243,3,10:01.0,,W. Chandler misses 2-pt jump shot from 7 ft,67,32
244,3,10:00.0,,Offensive rebound by T. Lawson,67,32
245,3,9:50.0,,J. Nurkić misses 2-pt jump shot from 4 ft (block by C. Zeller),67,32
246,3,9:48.0,Defensive rebound by G. Henderson,,67,32
247,3,9:45.0,Shooting foul by A. Afflalo (drawn by M. Kidd-Gilchrist),,67,32
248,3,9:45.0,M. Kidd-Gilchrist misses free throw 1 of 2,,67,32
249,3,9:45.0,Offensive rebound by Team,,67,32
250,3,9:45.0,,J. McGee enters the game for J. Nurkić,67,32
251,3,9:45.0,M. Kidd-Gilchrist makes free throw 2 of 2,,68,32
252,3,9:35.0,,W. Chandler misses 3-pt jump shot from 24 ft,68,32
253,3,9:33.0,Defensive rebound by G. Henderson,,68,32
254,3,9:23.0,B. Roberts misses 3-pt jump shot from 24 ft,,68,32
255,3,9:22.0,,Defensive rebound by A. Afflalo,68,32
256,3,9:06.0,,J. Hickson misses 2-pt layup at rim,68,32
257,3,9:05.0,,Offensive rebound by J. Hickson,68,32
258,3,9:04.0,,J. Hickson makes 2-pt layup from 1 ft,68,34
259,3,8:51.0,A. Jefferson misses 2-pt hook shot from 6 ft,,68,34
260,3,8:50.0,Offensive rebound by Team,,68,34
261,3,8:50.0,,Loose ball foul by W. Chandler (drawn by C. Zeller),68,34
262,3,8:38.0,G. Henderson misses 3-pt jump shot from 26 ft,,68,34
263,3,8:37.0,,Defensive rebound by T. Lawson,68,34
264,3,8:33.0,,W. Chandler makes 2-pt layup from 1 ft (assist by T. Lawson),68,36
265,3,8:10.0,B. Roberts misses 2-pt jump shot from 16 ft,,68,36
266,3,8:09.0,,Defensive rebound by J. McGee,68,36
267,3,8:03.0,,W. Chandler misses 2-pt jump shot from 5 ft,68,36
268,3,7:57.0,Defensive rebound by A. Jefferson,,68,36
269,3,7:45.0,Turnover by G. Henderson (bad pass),,68,36
270,3,7:37.0,,J. McGee makes 2-pt dunk at rim (assist by T. Lawson),68,38
271,3,7:34.0,Charlotte full timeout,,68,38
272,3,7:19.0,G. Henderson misses 2-pt jump shot from 15 ft,,68,38
273,3,7:17.0,,Defensive rebound by J. Hickson,68,38
274,3,7:07.0,,J. McGee misses 2-pt jump shot from 7 ft (block by A. Jefferson),68,38
275,3,7:07.0,,Offensive rebound by Team,68,38
276,3,6:57.0,,T. Lawson misses 2-pt jump shot from 15 ft,68,38
277,3,6:56.0,Defensive rebound by A. Jefferson,,68,38
278,3,6:47.0,B. Roberts misses 2-pt jump shot from 20 ft,,68,38
279,3,6:45.0,,Defensive rebound by J. Hickson,68,38
280,3,6:37.0,,W. Chandler makes 3-pt jump shot from 25 ft (assist by T. Lawson),68,41
281,3,6:24.0,Personal foul by T. Lawson (drawn by M. Kidd-Gilchrist),,68,41
282,3,6:18.0,G. Henderson misses 2-pt jump shot from 17 ft,,68,41
283,3,6:16.0,,Defensive rebound by A. Afflalo,68,41
284,3,6:06.0,,A. Afflalo misses 3-pt jump shot from 25 ft,68,41
285,3,6:05.0,Defensive rebound by A. Jefferson,,68,41
286,3,5:47.0,A. Jefferson makes 2-pt hook shot from 5 ft,,70,41
287,3,5:26.0,,J. Hickson misses 2-pt jump shot from 8 ft,70,41
288,3,5:24.0,Defensive rebound by M. Kidd-Gilchrist,,70,41
289,3,5:11.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by A. Jefferson),,72,41
290,3,4:50.0,,J. McGee misses 2-pt jump shot from 17 ft,72,41
291,3,4:49.0,Defensive rebound by M. Kidd-Gilchrist,,72,41
292,3,4:39.0,A. Jefferson makes 2-pt jump shot from 18 ft (assist by C. Zeller),,74,41
293,3,4:24.0,,J. McGee makes 2-pt hook shot from 3 ft (assist by T. Lawson),74,43
294,3,4:07.0,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by B. Roberts),,76,43
295,3,3:47.0,,T. Lawson misses 2-pt layup from 2 ft,76,43
296,3,3:45.0,Defensive rebound by A. Jefferson,,76,43
297,3,3:39.0,G. Henderson misses 2-pt layup from 1 ft,,76,43
298,3,3:38.0,,Defensive rebound by W. Chandler,76,43
299,3,3:38.0,,Personal foul by C. Zeller (drawn by W. Chandler),76,43
300,3,3:38.0,,Denver full timeout,76,43
301,3,3:38.0,L. Stephenson enters the game for G. Henderson,,76,43
302,3,3:38.0,,D. Gallinari enters the game for W. Chandler,76,43
303,3,3:38.0,,R. Foye enters the game for A. Afflalo,76,43
304,3,3:38.0,,J. Nelson enters the game for T. Lawson,76,43
305,3,3:38.0,,A. Gee enters the game for J. McGee,76,43
306,3,3:21.0,,Personal foul by C. Zeller (drawn by R. Foye),76,43
307,3,3:13.0,,J. Hickson makes 2-pt dunk at rim (assist by R. Foye),76,45
308,3,2:49.0,A. Jefferson makes 2-pt jump shot from 3 ft (assist by B. Roberts),,78,45
309,3,2:28.0,,D. Gallinari misses 2-pt jump shot from 22 ft,78,45
310,3,2:26.0,Defensive rebound by B. Roberts,,78,45
311,3,2:16.0,A. Jefferson misses 2-pt jump shot from 14 ft,,78,45
312,3,2:15.0,,Defensive rebound by J. Nelson,78,45
313,3,1:51.0,,D. Gallinari makes 2-pt jump shot from 9 ft,78,47
314,3,1:34.0,A. Jefferson makes 2-pt layup from 1 ft (assist by L. Stephenson),,80,47
315,3,1:20.0,,R. Foye misses 3-pt jump shot from 26 ft,80,47
316,3,1:19.0,Defensive rebound by A. Jefferson,,80,47
317,3,1:10.0,Turnover by L. Stephenson (lost ball),,80,47
318,3,1:10.0,G. Neal enters the game for B. Roberts,,80,47
319,3,0:57.0,,Shooting foul by A. Jefferson (drawn by J. Hickson),80,47
320,3,0:57.0,,J. Hickson makes free throw 1 of 2,80,48
321,3,0:57.0,,J. Hickson makes free throw 2 of 2,80,49
322,3,0:41.0,M. Kidd-Gilchrist misses 2-pt jump shot from 14 ft,,80,49
323,3,0:39.0,,Defensive rebound by D. Gallinari,80,49
324,3,0:35.0,,Shooting foul by C. Zeller (drawn by D. Gallinari),80,49
325,3,0:35.0,,D. Gallinari makes free throw 1 of 2,80,50
326,3,0:35.0,,D. Gallinari makes free throw 2 of 2,80,51
327,3,0:22.0,L. Stephenson misses 3-pt jump shot from 24 ft,,80,51
328,3,0:21.0,,Defensive rebound by J. Hickson,80,51
329,3,0:18.0,,Turnover by J. Hickson (bad pass; steal by L. Stephenson),80,51
330,3,0:02.0,Turnover by L. Stephenson (bad pass; steal by R. Foye),,80,51
331,3,0:01.0,,Personal foul by L. Stephenson (drawn by R. Foye),80,51
332,3,0:01.0,,R. Foye makes free throw 1 of 2,80,52
333,3,0:01.0,,R. Foye misses free throw 2 of 2,80,52
334,3,0:00.0,Defensive rebound by M. Kidd-Gilchrist,,80,52
335,4,11:47.0,C. Zeller makes 2-pt jump shot from 10 ft (assist by L. Stephenson),,82,52
336,4,11:36.0,,J. Nelson misses 2-pt jump shot from 20 ft,82,52
337,4,11:34.0,Defensive rebound by Team,,82,52
338,4,11:23.0,Shooting foul by A. Gee (drawn by J. Maxiell),,82,52
339,4,11:23.0,J. Maxiell makes free throw 1 of 2,,83,52
340,4,11:23.0,J. Maxiell makes free throw 2 of 2,,84,52
341,4,11:15.0,,R. Foye misses 3-pt jump shot from 23 ft,84,52
342,4,11:13.0,,Offensive rebound by A. Gee,84,52
343,4,11:06.0,,Turnover by J. Nelson (lost ball; steal by C. Zeller),84,52
344,4,11:03.0,Personal foul by R. Foye (drawn by C. Zeller),,84,52
345,4,11:03.0,,A. Afflalo enters the game for R. Foye,84,52
346,4,10:43.0,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by L. Stephenson),,86,52
347,4,10:39.0,,Shooting foul by M. Kidd-Gilchrist (drawn by A. Afflalo),86,52
348,4,10:39.0,,A. Afflalo misses free throw 1 of 2,86,52
349,4,10:39.0,,Offensive rebound by Team,86,52
350,4,10:39.0,,T. Lawson enters the game for A. Gee,86,52
351,4,10:39.0,P. Hairston enters the game for M. Kidd-Gilchrist,,86,52
352,4,10:39.0,,A. Afflalo makes free throw 2 of 2,86,53
353,4,10:25.0,J. Maxiell makes 2-pt jump shot from 4 ft (assist by C. Zeller),,88,53
354,4,10:13.0,,D. Gallinari makes 2-pt layup at rim (assist by J. Nelson),88,55
355,4,9:59.0,L. Stephenson makes 2-pt jump shot from 15 ft,,90,55
356,4,9:49.0,,Turnover by T. Lawson (lost ball; steal by J. Maxiell),90,55
357,4,9:48.0,Personal foul by J. Nelson (drawn by G. Neal),,90,55
358,4,9:48.0,N. Vonleh enters the game for C. Zeller,,90,55
359,4,9:40.0,J. Maxiell misses 2-pt jump shot from 15 ft,,90,55
360,4,9:38.0,,Defensive rebound by T. Lawson,90,55
361,4,9:31.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by J. Nelson),90,58
362,4,9:11.0,P. Hairston misses 3-pt jump shot from 26 ft,,90,58
363,4,9:10.0,,Defensive rebound by A. Afflalo,90,58
364,4,9:03.0,,Turnover by A. Afflalo (lost ball; steal by P. Hairston),90,58
365,4,9:03.0,Charlotte full timeout,,90,58
366,4,9:03.0,J. Taylor enters the game for G. Neal,,90,58
367,4,8:52.0,L. Stephenson misses 2-pt jump shot from 9 ft (block by J. McGee),,90,58
368,4,8:51.0,Offensive rebound by Team,,90,58
369,4,8:42.0,J. Maxiell makes 2-pt jump shot from 18 ft (assist by L. Stephenson),,92,58
