,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA LAKERS_ACTION,BROOKLYN_SCORE,LA LAKERS_SCORE
142,2,7:39.0,Turnover by B. Lopez (bad pass; steal by E. Davis),,45,38
143,2,7:34.0,,J. Lin makes 3-pt jump shot from 22 ft (assist by R. Price),45,41
144,2,7:14.0,T. Young misses 2-pt jump shot from 18 ft,,45,41
145,2,7:13.0,,Defensive rebound by N. Young,45,41
146,2,6:57.0,,E. Davis makes 2-pt layup from 1 ft (assist by J. Lin),45,43
147,2,6:41.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,45,43
148,2,6:40.0,,Defensive rebound by E. Davis,45,43
149,2,6:35.0,,Shooting foul by B. Lopez (drawn by J. Hill),45,43
150,2,6:35.0,,J. Hill misses free throw 1 of 2,45,43
151,2,6:35.0,,Offensive rebound by Team,45,43
152,2,6:35.0,A. Anderson enters the game for B. Bogdanović,,45,43
153,2,6:35.0,J. Johnson enters the game for B. Lopez,,45,43
154,2,6:35.0,J. Jordan enters the game for M. Brown,,45,43
155,2,6:35.0,,R. Kelly enters the game for E. Davis,45,43
156,2,6:35.0,,J. Clarkson enters the game for J. Lin,45,43
157,2,6:35.0,,W. Ellington enters the game for R. Price,45,43
158,2,6:35.0,,R. Sacre enters the game for N. Young,45,43
159,2,6:35.0,,J. Hill misses free throw 2 of 2,45,43
160,2,6:34.0,Defensive rebound by J. Johnson,,45,43
161,2,6:20.0,J. Jordan misses 2-pt layup from 1 ft,,45,43
162,2,6:18.0,,Defensive rebound by J. Hill,45,43
163,2,6:06.0,,J. Hill makes 2-pt dunk at rim (assist by J. Clarkson),45,45
164,2,5:48.0,T. Young misses 2-pt jump shot from 3 ft,,45,45
165,2,5:45.0,Offensive rebound by T. Young,,45,45
166,2,5:42.0,T. Young makes 2-pt layup from 1 ft,,47,45
167,2,5:32.0,,Personal foul by J. Jordan (drawn by R. Sacre),47,45
168,2,5:32.0,Official timeout,,47,45
169,2,5:32.0,,T. Black enters the game for J. Hill,47,45
170,2,5:22.0,,R. Kelly makes 2-pt jump shot from 12 ft,47,47
171,2,5:02.0,J. Jordan misses 2-pt layup from 2 ft (block by R. Sacre),,47,47
172,2,5:01.0,Offensive rebound by J. Jordan,,47,47
173,2,4:59.0,J. Jordan misses 2-pt layup from 1 ft (block by R. Kelly),,47,47
174,2,4:57.0,,Defensive rebound by J. Clarkson,47,47
175,2,4:53.0,,R. Kelly makes 3-pt jump shot from 24 ft (assist by J. Clarkson),47,50
176,2,4:31.0,J. Johnson misses 3-pt jump shot from 24 ft,,47,50
177,2,4:30.0,,Defensive rebound by J. Clarkson,47,50
178,2,4:22.0,,Turnover by R. Kelly (bad pass; steal by T. Young),47,50
179,2,4:16.0,D. Williams misses 3-pt jump shot from 24 ft,,47,50
180,2,4:14.0,Offensive rebound by T. Young,,47,50
181,2,4:10.0,T. Young makes 2-pt hook shot from 4 ft,,49,50
182,2,4:01.0,,R. Sacre misses 2-pt jump shot from 4 ft,49,50
183,2,3:59.0,Defensive rebound by T. Young,,49,50
184,2,3:53.0,D. Williams misses 2-pt layup from 1 ft,,49,50
185,2,3:53.0,Offensive rebound by J. Jordan,,49,50
186,2,3:53.0,J. Jordan misses 2-pt tip-in from 1 ft,,49,50
187,2,3:53.0,,Defensive rebound by Team,49,50
188,2,3:53.0,C. Jefferson enters the game for T. Young,,49,50
189,2,3:53.0,M. Plumlee enters the game for J. Jordan,,49,50
190,2,3:41.0,,Turnover by R. Sacre (lost ball; steal by M. Plumlee),49,50
191,2,3:33.0,Turnover by D. Williams (lost ball; steal by W. Ellington),,49,50
192,2,3:28.0,,W. Ellington makes 2-pt layup from 2 ft,49,52
193,2,3:04.0,J. Johnson misses 2-pt jump shot from 4 ft,,49,52
194,2,3:03.0,,Defensive rebound by T. Black,49,52
195,2,2:54.0,,R. Kelly misses 2-pt jump shot from 18 ft,49,52
196,2,2:53.0,Defensive rebound by A. Anderson,,49,52
197,2,2:38.0,C. Jefferson misses 2-pt jump shot from 9 ft,,49,52
198,2,2:35.0,,Defensive rebound by R. Sacre,49,52
199,2,2:33.0,,Turnover by R. Sacre (bad pass),49,52
200,2,2:33.0,,LA Lakers full timeout,49,52
201,2,2:22.0,A. Anderson makes 3-pt jump shot from 24 ft (assist by D. Williams),,52,52
202,2,2:09.0,,W. Ellington misses 3-pt jump shot from 25 ft,52,52
203,2,2:07.0,,Offensive rebound by R. Sacre,52,52
204,2,2:03.0,,R. Sacre makes 2-pt hook shot from 3 ft,52,54
205,2,1:48.0,M. Plumlee misses 2-pt jump shot from 6 ft,,52,54
206,2,1:46.0,Offensive rebound by C. Jefferson,,52,54
207,2,1:44.0,C. Jefferson makes 2-pt layup from 1 ft,,54,54
208,2,1:31.0,,Shooting foul by C. Jefferson (drawn by T. Black),54,54
209,2,1:31.0,,T. Black makes free throw 1 of 2,54,55
210,2,1:31.0,,T. Black misses free throw 2 of 2,54,55
211,2,1:30.0,Defensive rebound by A. Anderson,,54,55
212,2,1:11.0,C. Jefferson misses 2-pt jump shot from 12 ft,,54,55
213,2,1:09.0,,Defensive rebound by T. Black,54,55
214,2,0:55.0,,T. Black misses 2-pt dunk at rim,54,55
215,2,0:52.0,Defensive rebound by M. Plumlee,,54,55
216,2,0:48.0,Shooting foul by T. Black (drawn by A. Anderson),,54,55
217,2,0:48.0,A. Anderson makes free throw 1 of 2,,55,55
218,2,0:48.0,A. Anderson makes free throw 2 of 2,,56,55
219,2,0:28.0,,R. Sacre makes 2-pt hook shot from 8 ft,56,57
220,2,0:21.0,Brooklyn full timeout,,56,57
221,2,0:10.0,Turnover by D. Williams (bad pass),,56,57
222,2,0:03.0,,W. Ellington misses 3-pt jump shot from 24 ft,56,57
223,2,0:00.0,,Offensive rebound by Team,56,57
224,3,11:49.0,M. Plumlee makes 2-pt dunk at rim (assist by D. Williams),,58,57
225,3,11:35.0,,Personal foul by M. Plumlee (drawn by R. Sacre),58,57
226,3,11:28.0,,R. Sacre misses 2-pt hook shot from 6 ft,58,57
227,3,11:25.0,,Offensive rebound by R. Sacre,58,57
228,3,11:21.0,,W. Ellington misses 3-pt jump shot from 25 ft,58,57
229,3,11:20.0,Defensive rebound by B. Bogdanović,,58,57
230,3,11:07.0,A. Anderson makes 3-pt jump shot from 23 ft (assist by D. Williams),,61,57
231,3,10:52.0,,Shooting foul by A. Anderson (drawn by W. Ellington),61,57
232,3,10:52.0,,W. Ellington makes free throw 1 of 2,61,58
233,3,10:52.0,,W. Ellington makes free throw 2 of 2,61,59
234,3,10:41.0,A. Anderson makes 3-pt jump shot from 25 ft,,64,59
235,3,10:13.0,,J. Clarkson misses 2-pt jump shot from 19 ft,64,59
236,3,10:12.0,Defensive rebound by J. Johnson,,64,59
237,3,10:03.0,Turnover by J. Johnson (bad pass; steal by W. Ellington),,64,59
238,3,9:51.0,,R. Kelly misses 3-pt jump shot from 24 ft,64,59
239,3,9:49.0,Defensive rebound by M. Plumlee,,64,59
240,3,9:39.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by A. Anderson),,67,59
241,3,9:38.0,,LA Lakers full timeout,67,59
242,3,9:23.0,,W. Ellington makes 2-pt jump shot from 9 ft,67,61
243,3,9:08.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,67,61
244,3,9:07.0,,Defensive rebound by R. Sacre,67,61
245,3,8:58.0,,W. Ellington misses 3-pt jump shot from 25 ft,67,61
246,3,8:57.0,Defensive rebound by D. Williams,,67,61
247,3,8:48.0,M. Plumlee makes 2-pt jump shot from 3 ft (assist by A. Anderson),,69,61
248,3,8:24.0,,Shooting foul by M. Plumlee (drawn by R. Sacre),69,61
249,3,8:24.0,,R. Sacre makes free throw 1 of 2,69,62
250,3,8:24.0,B. Lopez enters the game for M. Plumlee,,69,62
251,3,8:24.0,,R. Sacre makes free throw 2 of 2,69,63
252,3,8:12.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by D. Williams),,72,63
253,3,7:50.0,,J. Clarkson makes 2-pt jump shot from 9 ft,72,65
254,3,7:28.0,B. Lopez makes 2-pt jump shot from 18 ft (assist by D. Williams),,74,65
255,3,7:15.0,,R. Sacre makes 2-pt jump shot from 18 ft (assist by J. Clarkson),74,67
256,3,7:00.0,B. Lopez makes 2-pt jump shot from 20 ft (assist by B. Bogdanović),,76,67
257,3,6:36.0,,R. Sacre misses 2-pt jump shot from 15 ft,76,67
258,3,6:35.0,Defensive rebound by A. Anderson,,76,67
259,3,6:25.0,D. Williams misses 2-pt jump shot from 16 ft,,76,67
260,3,6:24.0,,Defensive rebound by T. Black,76,67
261,3,6:14.0,,R. Sacre misses 2-pt layup from 3 ft (block by D. Williams),76,67
262,3,6:14.0,,Offensive rebound by Team,76,67
263,3,6:14.0,,J. Hill enters the game for T. Black,76,67
264,3,6:14.0,,E. Davis enters the game for R. Sacre,76,67
265,3,6:07.0,,Turnover by W. Ellington (bad pass),76,67
266,3,5:55.0,Personal foul by E. Davis (drawn by B. Lopez),,76,67
267,3,5:55.0,,R. Price enters the game for W. Ellington,76,67
268,3,5:47.0,B. Lopez misses 2-pt hook shot from 7 ft,,76,67
269,3,5:46.0,,Defensive rebound by E. Davis,76,67
270,3,5:29.0,,J. Hill misses 2-pt jump shot from 6 ft,76,67
271,3,5:27.0,,Offensive rebound by J. Clarkson,76,67
272,3,5:24.0,,J. Clarkson makes 2-pt tip-in at rim,76,69
273,3,5:10.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by A. Anderson),,79,69
274,3,4:48.0,,J. Hill makes 2-pt jump shot from 20 ft,79,71
275,3,4:33.0,B. Lopez misses 2-pt jump shot from 10 ft,,79,71
276,3,4:32.0,,Defensive rebound by E. Davis,79,71
277,3,4:20.0,,J. Hill makes 2-pt jump shot from 18 ft (assist by E. Davis),79,73
278,3,4:02.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Williams),,81,73
279,3,3:51.0,,R. Price misses 2-pt jump shot from 19 ft,81,73
280,3,3:50.0,Defensive rebound by Team,,81,73
281,3,3:50.0,,N. Young enters the game for R. Kelly,81,73
282,3,3:50.0,Brooklyn full timeout,,81,73
283,3,3:37.0,D. Williams makes 2-pt jump shot from 17 ft,,83,73
284,3,3:26.0,,Personal foul by J. Johnson (drawn by E. Davis),83,73
285,3,3:26.0,,J. Lin enters the game for J. Clarkson,83,73
286,3,3:14.0,,J. Lin makes 2-pt layup from 2 ft (assist by R. Price),83,75
287,3,2:55.0,B. Lopez misses 2-pt jump shot from 3 ft,,83,75
288,3,2:54.0,Offensive rebound by B. Lopez,,83,75
289,3,2:53.0,B. Lopez misses 2-pt layup from 2 ft (block by J. Hill),,83,75
290,3,2:53.0,Offensive rebound by B. Lopez,,83,75
291,3,2:53.0,Shooting foul by E. Davis (drawn by B. Lopez),,83,75
292,3,2:53.0,B. Lopez makes free throw 1 of 2,,84,75
293,3,2:53.0,B. Lopez makes free throw 2 of 2,,85,75
294,3,2:37.0,,N. Young misses 2-pt jump shot from 19 ft,85,75
295,3,2:35.0,Defensive rebound by J. Johnson,,85,75
296,3,2:17.0,D. Williams makes 2-pt jump shot from 16 ft,,87,75
297,3,1:54.0,,J. Hill misses 2-pt jump shot from 13 ft,87,75
298,3,1:52.0,Defensive rebound by B. Lopez,,87,75
299,3,1:44.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by D. Williams),,89,75
300,3,1:32.0,,Turnover by R. Price (bad pass; steal by D. Williams),89,75
301,3,1:23.0,Shooting foul by R. Price (drawn by J. Johnson),,89,75
302,3,1:23.0,J. Johnson makes free throw 1 of 2,,90,75
303,3,1:23.0,M. Brown enters the game for B. Bogdanović,,90,75
304,3,1:23.0,J. Johnson misses free throw 2 of 2,,90,75
305,3,1:22.0,,Defensive rebound by J. Hill,90,75
306,3,1:05.0,,E. Davis makes 2-pt layup from 1 ft (assist by J. Lin),90,77
307,3,0:51.0,D. Williams makes 2-pt jump shot from 16 ft,,92,77
308,3,0:43.0,,R. Price misses 2-pt jump shot from 10 ft,92,77
309,3,0:41.0,Defensive rebound by M. Brown,,92,77
310,3,0:34.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Williams),,95,77
311,3,0:09.0,,R. Price misses 2-pt jump shot from 4 ft,95,77
312,3,0:08.0,Defensive rebound by B. Lopez,,95,77
313,3,0:02.0,Shooting foul by J. Hill (drawn by M. Brown),,95,77
314,3,0:02.0,M. Brown misses free throw 1 of 2,,95,77
315,3,0:02.0,Offensive rebound by Team,,95,77
316,3,0:02.0,D. Morris enters the game for D. Williams,,95,77
317,3,0:02.0,C. Jefferson enters the game for J. Johnson,,95,77
318,3,0:02.0,M. Brown makes free throw 2 of 2,,96,77
319,4,11:35.0,,J. Lin misses 3-pt jump shot from 24 ft,96,77
320,4,11:33.0,,Offensive rebound by J. Hill,96,77
321,4,11:31.0,,J. Hill misses 2-pt layup from 1 ft (block by B. Lopez),96,77
322,4,11:31.0,,Offensive rebound by Team,96,77
323,4,11:29.0,,Shooting foul by C. Jefferson (drawn by J. Lin),96,77
324,4,11:29.0,,J. Lin misses free throw 1 of 2,96,77
325,4,11:29.0,,Offensive rebound by Team,96,77
326,4,11:29.0,,J. Lin makes free throw 2 of 2,96,78
327,4,11:16.0,M. Brown makes 2-pt jump shot from 7 ft,,98,78
328,4,11:06.0,,Shooting foul by M. Brown (drawn by J. Lin),98,78
329,4,11:06.0,,J. Lin makes free throw 1 of 2,98,79
330,4,11:06.0,,J. Lin misses free throw 2 of 2,98,79
331,4,11:05.0,Defensive rebound by B. Lopez,,98,79
332,4,10:57.0,Personal foul by N. Young (drawn by C. Jefferson),,98,79
333,4,10:45.0,A. Anderson misses 3-pt jump shot from 22 ft,,98,79
334,4,10:43.0,,Defensive rebound by J. Hill,98,79
335,4,10:40.0,,Shooting block foul by M. Brown (drawn by J. Lin),98,79
336,4,10:40.0,,J. Lin makes free throw 1 of 2,98,80
337,4,10:40.0,,J. Lin makes free throw 2 of 2,98,81
338,4,10:26.0,B. Lopez makes 2-pt layup from 1 ft (assist by A. Anderson),,100,81
339,4,10:26.0,Shooting foul by J. Hill (drawn by B. Lopez),,100,81
340,4,10:26.0,B. Lopez makes free throw 1 of 1,,101,81
341,4,10:16.0,Violation by M. Brown (kicked ball),,101,81
342,4,10:07.0,,E. Davis misses 2-pt layup from 1 ft,101,81
343,4,10:06.0,,Offensive rebound by J. Hill,101,81
344,4,10:04.0,,Turnover by J. Hill (lost ball; steal by A. Anderson),101,81
345,4,9:48.0,D. Morris misses 2-pt jump shot from 15 ft,,101,81
346,4,9:47.0,,Defensive rebound by E. Davis,101,81
347,4,9:38.0,,N. Young misses 3-pt jump shot from 22 ft,101,81
348,4,9:37.0,Defensive rebound by B. Lopez,,101,81
349,4,9:22.0,Shooting foul by R. Price (drawn by M. Brown),,101,81
350,4,9:22.0,M. Brown makes free throw 1 of 2,,102,81
351,4,9:22.0,B. Bogdanović enters the game for A. Anderson,,102,81
352,4,9:22.0,M. Brown makes free throw 2 of 2,,103,81
353,4,9:00.0,,J. Lin makes 2-pt jump shot from 16 ft (assist by R. Price),103,83
354,4,8:43.0,B. Lopez misses 2-pt jump shot from 19 ft,,103,83
355,4,8:42.0,,Defensive rebound by E. Davis,103,83
356,4,8:34.0,,N. Young makes 2-pt jump shot from 18 ft,103,85
357,4,8:33.0,Brooklyn full timeout,,103,85
358,4,8:33.0,D. Williams enters the game for D. Morris,,103,85
359,4,8:33.0,T. Young enters the game for C. Jefferson,,103,85
360,4,8:16.0,M. Brown misses 2-pt jump shot from 20 ft,,103,85
361,4,8:14.0,Offensive rebound by B. Lopez,,103,85
362,4,8:02.0,T. Young makes 2-pt layup from 1 ft (assist by D. Williams),,105,85
363,4,7:46.0,,J. Hill makes 2-pt jump shot from 21 ft (assist by E. Davis),105,87
364,4,7:26.0,T. Young misses 2-pt jump shot from 7 ft,,105,87
365,4,7:23.0,Offensive rebound by B. Lopez,,105,87
366,4,7:23.0,B. Lopez misses 2-pt tip-in from 1 ft,,105,87
367,4,7:21.0,,Defensive rebound by N. Young,105,87
368,4,7:16.0,,N. Young misses 3-pt jump shot from 26 ft,105,87
369,4,7:14.0,,Offensive rebound by J. Hill,105,87
370,4,7:11.0,,J. Hill misses 2-pt layup from 2 ft,105,87
371,4,7:10.0,Defensive rebound by M. Brown,,105,87
372,4,7:09.0,Personal foul by R. Price (drawn by M. Brown),,105,87
373,4,6:56.0,D. Williams misses 2-pt jump shot from 17 ft,,105,87
374,4,6:53.0,,Defensive rebound by E. Davis,105,87
375,4,6:42.0,,E. Davis makes 2-pt layup from 1 ft (assist by J. Hill),105,89
376,4,6:25.0,B. Lopez misses 2-pt jump shot from 16 ft,,105,89
377,4,6:24.0,,Defensive rebound by E. Davis,105,89
378,4,6:10.0,,Personal foul by B. Lopez (drawn by J. Hill),105,89
379,4,6:10.0,J. Johnson enters the game for B. Lopez,,105,89
380,4,6:10.0,M. Plumlee enters the game for M. Brown,,105,89
381,4,6:01.0,,J. Lin makes 2-pt jump shot from 10 ft,105,91
382,4,5:44.0,Turnover by D. Williams (bad pass; steal by R. Price),,105,91
383,4,5:40.0,,J. Lin makes 2-pt layup at rim (assist by R. Price),105,93
384,4,5:40.0,Brooklyn full timeout,,105,93
385,4,5:40.0,Official timeout,,105,93
