,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHICAGO_ACTION,ORLANDO_SCORE,CHICAGO_SCORE
68,1,3:11.0,,Personal foul by N. Vučević (drawn by P. Gasol),23,15
69,1,2:59.0,,Shooting foul by E. Payton (drawn by P. Gasol),23,15
70,1,2:59.0,Orlando full timeout,,23,15
71,1,2:59.0,L. Ridnour enters the game for E. Payton,,23,15
72,1,2:59.0,,A. Brooks enters the game for T. Snell,23,15
73,1,2:59.0,,P. Gasol misses free throw 1 of 2,23,15
74,1,2:59.0,,Offensive rebound by Team,23,15
75,1,2:59.0,,P. Gasol misses free throw 2 of 2,23,15
76,1,2:57.0,Defensive rebound by D. Marble,,23,15
77,1,2:36.0,V. Oladipo misses 2-pt layup from 2 ft,,23,15
78,1,2:35.0,,Defensive rebound by T. Gibson,23,15
79,1,2:16.0,,J. Butler misses 2-pt layup from 2 ft,23,15
80,1,2:15.0,,Offensive rebound by T. Gibson,23,15
81,1,2:15.0,,T. Gibson misses 2-pt layup from 2 ft,23,15
82,1,2:13.0,,Offensive rebound by T. Gibson,23,15
83,1,2:10.0,,K. Hinrich misses 3-pt jump shot from 24 ft,23,15
84,1,2:09.0,Defensive rebound by D. Marble,,23,15
85,1,1:59.0,N. Vučević misses 2-pt jump shot from 18 ft,,23,15
86,1,1:58.0,,Defensive rebound by K. Hinrich,23,15
87,1,1:57.0,,Personal foul by V. Oladipo (drawn by K. Hinrich),23,15
88,1,1:57.0,,K. Hinrich makes free throw 1 of 2,23,16
89,1,1:57.0,K. O'Quinn enters the game for C. Frye,,23,16
90,1,1:57.0,,K. Hinrich makes free throw 2 of 2,23,17
91,1,1:41.0,N. Vučević makes 2-pt dunk at rim (assist by D. Marble),,25,17
92,1,1:18.0,,Shooting foul by N. Vučević (drawn by P. Gasol),25,17
93,1,1:18.0,,P. Gasol makes free throw 1 of 2,25,18
94,1,1:18.0,,P. Gasol makes free throw 2 of 2,25,19
95,1,1:07.0,L. Ridnour makes 2-pt jump shot from 20 ft,,27,19
96,1,0:48.0,,K. Hinrich misses 2-pt jump shot from 17 ft,27,19
97,1,0:46.0,Defensive rebound by D. Marble,,27,19
98,1,0:33.0,K. O'Quinn misses 3-pt jump shot from 25 ft,,27,19
99,1,0:32.0,,Defensive rebound by P. Gasol,27,19
100,1,0:21.0,,P. Gasol makes 2-pt layup from 1 ft (assist by A. Brooks),27,21
101,1,0:03.0,V. Oladipo makes 2-pt jump shot from 12 ft,,29,21
102,1,0:00.0,,A. Brooks misses 3-pt jump shot from 41 ft,29,21
103,1,0:00.0,,Offensive rebound by Team,29,21
104,2,11:41.0,,A. Brooks makes 2-pt layup from 2 ft,29,23
105,2,11:18.0,W. Green makes 2-pt jump shot from 19 ft,,31,23
106,2,11:06.0,,T. Gibson misses 2-pt jump shot from 18 ft,31,23
107,2,11:05.0,Defensive rebound by M. Harkless,,31,23
108,2,10:58.0,M. Harkless makes 2-pt layup from 1 ft (assist by K. O'Quinn),,33,23
109,2,10:58.0,Shooting foul by N. Mirotić (drawn by M. Harkless),,33,23
110,2,10:58.0,M. Harkless makes free throw 1 of 1,,34,23
111,2,10:42.0,,Shooting foul by W. Green (drawn by J. Butler),34,23
112,2,10:42.0,,J. Butler makes free throw 1 of 2,34,24
113,2,10:42.0,,J. Butler makes free throw 2 of 2,34,25
114,2,10:20.0,L. Ridnour misses 2-pt layup from 3 ft,,34,25
115,2,10:19.0,,Defensive rebound by A. Brooks,34,25
116,2,10:13.0,,K. Hinrich makes 2-pt jump shot from 4 ft (assist by A. Brooks),34,27
117,2,9:54.0,K. O'Quinn makes 2-pt jump shot from 5 ft,,36,27
118,2,9:40.0,,Turnover by T. Gibson (bad pass; steal by K. O'Quinn),36,27
119,2,9:28.0,Shooting foul by T. Gibson (drawn by K. O'Quinn),,36,27
120,2,9:28.0,K. O'Quinn makes free throw 1 of 2,,37,27
121,2,9:28.0,K. O'Quinn makes free throw 2 of 2,,38,27
122,2,9:15.0,,J. Butler misses 2-pt jump shot from 10 ft,38,27
123,2,9:14.0,Defensive rebound by B. Gordon,,38,27
124,2,8:57.0,W. Green makes 2-pt jump shot from 16 ft (assist by L. Ridnour),,40,27
125,2,8:38.0,,Shooting foul by M. Harkless (drawn by N. Mirotić),40,27
126,2,8:38.0,,Chicago full timeout,40,27
127,2,8:38.0,,T. Snell enters the game for J. Butler,40,27
128,2,8:38.0,,N. Mirotić misses free throw 1 of 2,40,27
129,2,8:38.0,,Offensive rebound by Team,40,27
130,2,8:38.0,,N. Mirotić makes free throw 2 of 2,40,28
131,2,8:28.0,K. O'Quinn makes 2-pt dunk at rim (assist by B. Gordon),,42,28
132,2,8:27.0,,Chicago full timeout,42,28
133,2,8:27.0,,J. Noah enters the game for N. Mirotić,42,28
134,2,8:27.0,C. Frye enters the game for M. Harkless,,42,28
135,2,8:12.0,,J. Noah makes 2-pt jump shot from 8 ft,42,30
136,2,7:56.0,B. Gordon makes 2-pt jump shot from 19 ft,,44,30
137,2,7:42.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Noah),44,32
138,2,7:21.0,B. Gordon misses 3-pt jump shot from 26 ft,,44,32
139,2,7:19.0,,Defensive rebound by T. Snell,44,32
140,2,7:14.0,,A. Brooks misses 3-pt jump shot from 26 ft,44,32
141,2,7:13.0,Defensive rebound by K. O'Quinn,,44,32
142,2,6:59.0,L. Ridnour makes 3-pt jump shot from 26 ft,,47,32
143,2,6:46.0,,T. Gibson makes 2-pt jump shot from 13 ft (assist by A. Brooks),47,34
144,2,6:33.0,K. O'Quinn makes 2-pt jump shot from 14 ft (assist by W. Green),,49,34
145,2,6:16.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by J. Noah),49,37
146,2,6:07.0,W. Green makes 2-pt jump shot from 13 ft,,51,37
147,2,6:07.0,Shooting foul by T. Snell (drawn by W. Green),,51,37
148,2,6:07.0,,P. Gasol enters the game for T. Snell,51,37
149,2,6:07.0,,J. Butler enters the game for T. Gibson,51,37
150,2,6:07.0,,D. Rose enters the game for A. Brooks,51,37
151,2,6:07.0,N. Vučević enters the game for L. Ridnour,,51,37
152,2,6:07.0,D. Marble enters the game for K. O'Quinn,,51,37
153,2,6:07.0,E. Payton enters the game for B. Gordon,,51,37
154,2,6:07.0,W. Green makes free throw 1 of 1,,52,37
155,2,5:51.0,,Turnover by P. Gasol (bad pass; steal by W. Green),52,37
156,2,5:45.0,Turnover by W. Green (bad pass; steal by D. Rose),,52,37
157,2,5:33.0,,D. Rose makes 2-pt jump shot from 6 ft,52,39
158,2,5:28.0,Shooting foul by D. Rose (drawn by D. Marble),,52,39
159,2,5:28.0,D. Marble misses free throw 1 of 2,,52,39
160,2,5:28.0,Offensive rebound by Team,,52,39
161,2,5:28.0,V. Oladipo enters the game for W. Green,,52,39
162,2,5:28.0,D. Marble misses free throw 2 of 2,,52,39
163,2,5:26.0,,Defensive rebound by J. Noah,52,39
164,2,5:15.0,,P. Gasol makes 2-pt layup from 3 ft (assist by K. Hinrich),52,41
165,2,4:58.0,N. Vučević misses 2-pt hook shot from 6 ft,,52,41
166,2,4:57.0,,Defensive rebound by P. Gasol,52,41
167,2,4:51.0,,D. Rose makes 3-pt jump shot from 25 ft,52,44
168,2,4:50.0,Orlando full timeout,,52,44
169,2,4:40.0,V. Oladipo misses 2-pt layup from 2 ft (block by P. Gasol),,52,44
170,2,4:38.0,,Defensive rebound by D. Rose,52,44
171,2,4:21.0,,Turnover by J. Noah (bad pass; steal by D. Marble),52,44
172,2,4:15.0,D. Marble misses 2-pt layup from 2 ft,,52,44
173,2,4:14.0,,Defensive rebound by K. Hinrich,52,44
174,2,4:13.0,,Turnover by K. Hinrich (bad pass; steal by E. Payton),52,44
175,2,3:54.0,E. Payton misses 2-pt jump shot from 14 ft,,52,44
176,2,3:53.0,,Defensive rebound by J. Noah,52,44
177,2,3:46.0,,Shooting foul by V. Oladipo (drawn by J. Butler),52,44
178,2,3:46.0,,J. Butler makes free throw 1 of 2,52,45
179,2,3:46.0,,J. Butler makes free throw 2 of 2,52,46
180,2,3:34.0,Turnover by C. Frye (bad pass; steal by P. Gasol),,52,46
181,2,3:29.0,,Turnover by K. Hinrich (bad pass),52,46
182,2,3:19.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by D. Marble),,54,46
183,2,3:01.0,,J. Butler makes 2-pt layup from 2 ft (assist by P. Gasol),54,48
184,2,2:49.0,C. Frye misses 3-pt jump shot from 25 ft,,54,48
185,2,2:46.0,Offensive rebound by E. Payton,,54,48
186,2,2:46.0,E. Payton misses 2-pt layup from 2 ft (block by K. Hinrich),,54,48
187,2,2:44.0,,Defensive rebound by K. Hinrich,54,48
188,2,2:42.0,,Turnover by D. Rose (bad pass; steal by D. Marble),54,48
189,2,2:31.0,,T. Snell enters the game for K. Hinrich,54,48
190,2,2:29.0,Turnover by C. Frye (lost ball; steal by D. Rose),,54,48
191,2,2:08.0,,D. Rose misses 3-pt jump shot from 24 ft,54,48
192,2,2:07.0,,Offensive rebound by Team,54,48
193,2,1:56.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by J. Butler),54,51
194,2,1:47.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by E. Payton),,57,51
195,2,1:30.0,,J. Butler misses 2-pt jump shot from 6 ft,57,51
196,2,1:29.0,Defensive rebound by N. Vučević,,57,51
197,2,1:21.0,N. Vučević makes 2-pt layup from 1 ft (assist by D. Marble),,59,51
198,2,1:05.0,,J. Noah misses 2-pt jump shot from 12 ft,59,51
199,2,1:03.0,Defensive rebound by C. Frye,,59,51
200,2,1:01.0,Turnover by C. Frye (bad pass; steal by T. Snell),,59,51
201,2,1:00.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by D. Rose),59,53
202,2,0:53.0,E. Payton makes 2-pt jump shot from 8 ft,,61,53
203,2,0:41.0,,P. Gasol misses 2-pt jump shot from 19 ft,61,53
204,2,0:40.0,Defensive rebound by E. Payton,,61,53
205,2,0:26.0,E. Payton makes 2-pt layup from 2 ft (assist by N. Vučević),,63,53
206,2,0:05.0,,P. Gasol makes 2-pt layup from 1 ft (assist by D. Rose),63,55
207,2,0:01.0,V. Oladipo misses 3-pt jump shot from 24 ft,,63,55
208,2,0:00.0,,Defensive rebound by P. Gasol,63,55
209,3,11:35.0,,P. Gasol makes 2-pt hook shot from 9 ft,63,57
210,3,11:21.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by E. Payton),,66,57
211,3,10:58.0,,K. Hinrich makes 2-pt jump shot from 16 ft,66,59
212,3,10:36.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by V. Oladipo),,68,59
213,3,10:22.0,,P. Gasol makes 2-pt jump shot from 11 ft (assist by K. Hinrich),68,61
214,3,10:09.0,N. Vučević makes 2-pt layup from 2 ft (assist by C. Frye),,70,61
215,3,10:01.0,,Personal foul by D. Marble (drawn by J. Butler),70,61
216,3,9:47.0,,P. Gasol makes 2-pt jump shot from 16 ft,70,63
217,3,9:28.0,C. Frye misses 2-pt jump shot from 17 ft,,70,63
218,3,9:27.0,,Defensive rebound by P. Gasol,70,63
219,3,9:12.0,,J. Butler misses 3-pt jump shot from 24 ft,70,63
220,3,9:11.0,Defensive rebound by C. Frye,,70,63
221,3,9:03.0,C. Frye misses 3-pt jump shot from 24 ft,,70,63
222,3,9:02.0,,Defensive rebound by P. Gasol,70,63
223,3,9:00.0,,Shooting foul by C. Frye (drawn by D. Rose),70,63
224,3,9:00.0,,D. Rose makes free throw 1 of 2,70,64
225,3,9:00.0,,D. Rose misses free throw 2 of 2,70,64
226,3,8:58.0,Defensive rebound by C. Frye,,70,64
227,3,8:41.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by C. Frye),,72,64
228,3,8:23.0,,Turnover by P. Gasol (bad pass; steal by V. Oladipo),72,64
229,3,8:21.0,Shooting foul by K. Hinrich (drawn by V. Oladipo),,72,64
230,3,8:21.0,V. Oladipo makes free throw 1 of 2,,73,64
231,3,8:21.0,V. Oladipo misses free throw 2 of 2,,73,64
232,3,8:20.0,,Defensive rebound by P. Gasol,73,64
233,3,8:10.0,,J. Butler makes 2-pt jump shot from 19 ft (assist by D. Rose),73,66
234,3,7:58.0,N. Vučević misses 2-pt jump shot from 15 ft,,73,66
235,3,7:57.0,,Defensive rebound by J. Noah,73,66
236,3,7:47.0,,Personal foul by V. Oladipo (drawn by D. Rose),73,66
237,3,7:34.0,,K. Hinrich misses 2-pt jump shot from 18 ft,73,66
238,3,7:33.0,,Offensive rebound by J. Noah,73,66
239,3,7:28.0,,K. Hinrich makes 2-pt jump shot from 6 ft (assist by D. Rose),73,68
240,3,7:00.0,C. Frye misses 3-pt jump shot from 25 ft,,73,68
241,3,6:59.0,,Defensive rebound by D. Rose,73,68
242,3,6:52.0,,D. Rose makes 2-pt layup at rim,73,70
243,3,6:34.0,N. Vučević misses 2-pt jump shot from 6 ft,,73,70
244,3,6:33.0,,Defensive rebound by J. Noah,73,70
245,3,6:32.0,,Turnover by J. Noah (lost ball; steal by E. Payton),73,70
246,3,6:20.0,N. Vučević misses 2-pt jump shot from 13 ft,,73,70
247,3,6:18.0,Offensive rebound by C. Frye,,73,70
248,3,6:18.0,C. Frye misses 2-pt layup from 1 ft (block by P. Gasol),,73,70
249,3,6:16.0,,Defensive rebound by P. Gasol,73,70
250,3,6:13.0,,Turnover by P. Gasol (lost ball; steal by C. Frye),73,70
251,3,5:58.0,V. Oladipo makes 2-pt layup from 2 ft,,75,70
252,3,5:44.0,,J. Noah misses 2-pt jump shot from 7 ft,75,70
253,3,5:41.0,,Offensive rebound by J. Butler,75,70
254,3,5:30.0,,D. Rose misses 2-pt jump shot from 16 ft,75,70
255,3,5:29.0,Defensive rebound by V. Oladipo,,75,70
256,3,5:23.0,N. Vučević makes 2-pt dunk at rim (assist by V. Oladipo),,77,70
257,3,5:00.0,,J. Noah makes 2-pt jump shot from 18 ft (assist by K. Hinrich),77,72
258,3,4:52.0,Personal foul by D. Rose (drawn by E. Payton),,77,72
259,3,4:52.0,,Chicago full timeout,77,72
260,3,4:42.0,D. Marble makes 3-pt jump shot from 25 ft (assist by N. Vučević),,80,72
261,3,4:16.0,,P. Gasol misses 2-pt jump shot from 15 ft,80,72
262,3,4:15.0,Defensive rebound by E. Payton,,80,72
263,3,4:01.0,V. Oladipo makes 3-pt jump shot from 26 ft,,83,72
264,3,3:37.0,,J. Butler misses 3-pt jump shot from 25 ft,83,72
265,3,3:36.0,Defensive rebound by N. Vučević,,83,72
266,3,3:20.0,C. Frye misses 3-pt jump shot from 25 ft,,83,72
267,3,3:19.0,,Defensive rebound by P. Gasol,83,72
268,3,3:11.0,,D. Rose misses 3-pt jump shot from 25 ft,83,72
269,3,3:10.0,Defensive rebound by N. Vučević,,83,72
270,3,3:01.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),,85,72
271,3,2:53.0,,Chicago full timeout,85,72
272,3,2:53.0,Orlando full timeout,,85,72
273,3,2:53.0,,T. Gibson enters the game for J. Noah,85,72
274,3,2:53.0,,A. Brooks enters the game for D. Rose,85,72
275,3,2:44.0,,Personal foul by D. Marble (drawn by J. Butler),85,72
276,3,2:31.0,,P. Gasol makes 2-pt jump shot from 5 ft (assist by A. Brooks),85,74
277,3,2:15.0,Offensive foul by E. Payton (drawn by A. Brooks),,85,74
278,3,2:15.0,Turnover by E. Payton (offensive foul),,85,74
279,3,2:03.0,,K. Hinrich misses 3-pt jump shot from 23 ft,85,74
280,3,2:02.0,Defensive rebound by D. Marble,,85,74
281,3,1:55.0,E. Payton makes 2-pt layup from 1 ft,,87,74
282,3,1:38.0,,P. Gasol misses 2-pt jump shot from 11 ft,87,74
283,3,1:37.0,Defensive rebound by N. Vučević,,87,74
284,3,1:17.0,N. Vučević makes 2-pt hook shot from 11 ft,,89,74
285,3,1:00.0,,A. Brooks misses 2-pt layup from 2 ft,89,74
286,3,1:00.0,Defensive rebound by N. Vučević,,89,74
287,3,0:54.0,V. Oladipo makes 2-pt layup from 2 ft,,91,74
288,3,0:34.0,,Personal foul by C. Frye (drawn by P. Gasol),91,74
289,3,0:34.0,,P. Gasol makes free throw 1 of 2,91,75
290,3,0:34.0,,T. Snell enters the game for K. Hinrich,91,75
291,3,0:34.0,,P. Gasol makes free throw 2 of 2,91,76
292,3,0:18.0,N. Vučević makes 2-pt dunk at rim (assist by C. Frye),,93,76
293,3,0:06.0,,Shooting foul by E. Payton (drawn by A. Brooks),93,76
294,3,0:06.0,,A. Brooks makes free throw 1 of 2,93,77
295,3,0:06.0,,A. Brooks makes free throw 2 of 2,93,78
296,3,0:00.0,V. Oladipo misses 2-pt jump shot from 12 ft,,93,78
297,3,0:00.0,Offensive rebound by Team,,93,78
298,4,11:36.0,Turnover by Team (shot clock),,93,78
299,4,11:25.0,,N. Mirotić misses 3-pt jump shot from 23 ft,93,78
300,4,11:23.0,Defensive rebound by K. O'Quinn,,93,78
301,4,11:14.0,Turnover by L. Ridnour (lost ball; steal by N. Mirotić),,93,78
302,4,11:07.0,,N. Mirotić misses 3-pt jump shot from 23 ft,93,78
303,4,11:04.0,,Offensive rebound by T. Gibson,93,78
304,4,11:02.0,,T. Gibson makes 2-pt layup from 2 ft,93,80
305,4,10:34.0,W. Green misses 2-pt jump shot from 20 ft,,93,80
306,4,10:33.0,,Defensive rebound by N. Mirotić,93,80
307,4,10:17.0,,T. Gibson misses 2-pt layup from 2 ft (block by K. O'Quinn),93,80
308,4,10:15.0,Defensive rebound by B. Gordon,,93,80
309,4,10:14.0,Personal foul by A. Brooks (drawn by B. Gordon),,93,80
310,4,10:03.0,M. Harkless misses 2-pt jump shot from 5 ft (block by N. Mirotić),,93,80
311,4,10:03.0,Offensive rebound by Team,,93,80
312,4,10:00.0,B. Gordon misses 2-pt jump shot from 21 ft,,93,80
313,4,9:59.0,,Defensive rebound by A. Brooks,93,80
314,4,9:50.0,,Shooting foul by W. Green (drawn by N. Mirotić),93,80
315,4,9:50.0,,N. Mirotić makes free throw 1 of 2,93,81
316,4,9:50.0,,N. Mirotić makes free throw 2 of 2,93,82
317,4,9:43.0,Personal foul by A. Brooks (drawn by L. Ridnour),,93,82
318,4,9:36.0,Shooting foul by N. Mirotić (drawn by M. Harkless),,93,82
319,4,9:36.0,M. Harkless misses free throw 1 of 2,,93,82
320,4,9:36.0,Offensive rebound by Team,,93,82
321,4,9:36.0,M. Harkless makes free throw 2 of 2,,94,82
322,4,9:20.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by T. Gibson),94,85
323,4,8:58.0,Turnover by K. O'Quinn (bad pass; steal by N. Mirotić),,94,85
324,4,8:46.0,,Shooting block foul by K. O'Quinn (drawn by N. Mirotić),94,85
325,4,8:46.0,,Chicago full timeout,94,85
326,4,8:46.0,,N. Mirotić misses free throw 1 of 2,94,85
327,4,8:46.0,,Offensive rebound by Team,94,85
328,4,8:46.0,,N. Mirotić misses free throw 2 of 2,94,85
329,4,8:43.0,Defensive rebound by M. Harkless,,94,85
330,4,8:31.0,B. Gordon makes 2-pt jump shot from 11 ft (assist by L. Ridnour),,96,85
331,4,8:15.0,,T. Snell misses 3-pt jump shot from 25 ft,96,85
332,4,8:14.0,,Offensive rebound by J. Butler,96,85
333,4,8:06.0,,Shooting foul by M. Harkless (drawn by N. Mirotić),96,85
334,4,8:06.0,,N. Mirotić makes free throw 1 of 2,96,86
335,4,8:06.0,N. Vučević enters the game for K. O'Quinn,,96,86
336,4,8:06.0,,N. Mirotić makes free throw 2 of 2,96,87
337,4,7:51.0,Def 3 sec tech foul by N. Mirotić,,96,87
338,4,7:51.0,L. Ridnour makes technical free throw,,97,87
339,4,7:45.0,Shooting foul by A. Brooks (drawn by L. Ridnour),,97,87
340,4,7:45.0,L. Ridnour makes free throw 1 of 2,,98,87
341,4,7:45.0,L. Ridnour makes free throw 2 of 2,,99,87
342,4,7:34.0,,A. Brooks misses 3-pt jump shot from 24 ft,99,87
343,4,7:33.0,Defensive rebound by M. Harkless,,99,87
344,4,7:19.0,N. Vučević misses 2-pt jump shot from 15 ft,,99,87
345,4,7:18.0,,Defensive rebound by T. Gibson,99,87
346,4,7:03.0,,N. Mirotić misses 2-pt layup from 2 ft,99,87
347,4,7:02.0,,Offensive rebound by T. Snell,99,87
348,4,6:59.0,,T. Gibson makes 2-pt dunk at rim (assist by T. Snell),99,89
349,4,6:59.0,,Shooting foul by M. Harkless (drawn by T. Gibson),99,89
350,4,6:59.0,,T. Gibson makes free throw 1 of 1,99,90
351,4,6:56.0,Orlando full timeout,,99,90
352,4,6:56.0,,D. Rose enters the game for J. Butler,99,90
353,4,6:56.0,C. Frye enters the game for M. Harkless,,99,90
354,4,6:56.0,V. Oladipo enters the game for W. Green,,99,90
355,4,6:47.0,B. Gordon makes 3-pt jump shot from 23 ft (assist by L. Ridnour),,102,90
356,4,6:31.0,,N. Mirotić misses 3-pt jump shot from 22 ft,102,90
357,4,6:29.0,,Offensive rebound by T. Gibson,102,90
358,4,6:21.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by D. Rose),102,93
359,4,5:56.0,N. Vučević misses 2-pt jump shot from 10 ft,,102,93
360,4,5:55.0,,Defensive rebound by T. Snell,102,93
361,4,5:43.0,,N. Mirotić makes 2-pt layup from 2 ft,102,95
362,4,5:43.0,,Shooting foul by C. Frye (drawn by N. Mirotić),102,95
363,4,5:43.0,,J. Noah enters the game for T. Gibson,102,95
364,4,5:43.0,E. Payton enters the game for L. Ridnour,,102,95
365,4,5:43.0,,N. Mirotić makes free throw 1 of 1,102,96
366,4,5:31.0,Shooting foul by J. Noah (drawn by V. Oladipo),,102,96
367,4,5:31.0,V. Oladipo makes free throw 1 of 2,,103,96
368,4,5:31.0,V. Oladipo makes free throw 2 of 2,,104,96
369,4,5:18.0,,A. Brooks misses 3-pt jump shot from 23 ft,104,96
370,4,5:17.0,,Offensive rebound by T. Snell,104,96
371,4,5:12.0,,D. Rose makes 2-pt layup from 2 ft (assist by J. Noah),104,98
372,4,5:01.0,V. Oladipo makes 2-pt layup from 2 ft,,106,98
373,4,4:49.0,,D. Rose makes 2-pt jump shot from 9 ft,106,100
374,4,4:39.0,Shooting foul by J. Noah (drawn by N. Vučević),,106,100
375,4,4:39.0,N. Vučević misses free throw 1 of 2,,106,100
376,4,4:39.0,Offensive rebound by Team,,106,100
377,4,4:39.0,,P. Gasol enters the game for N. Mirotić,106,100
378,4,4:39.0,M. Harkless enters the game for C. Frye,,106,100
379,4,4:39.0,N. Vučević makes free throw 2 of 2,,107,100
380,4,4:30.0,,D. Rose misses 2-pt layup from 2 ft (block by E. Payton),107,100
381,4,4:30.0,Defensive rebound by Team,,107,100
