,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MILWAUKEE_ACTION,BROOKLYN_SCORE,MILWAUKEE_SCORE
58,1,4:19.0,,Z. Pachulia enters the game for J. Henson,17,14
59,1,4:19.0,,O. Mayo enters the game for K. Middleton,17,14
60,1,4:11.0,,Turnover by G. Antetokounmpo (bad pass),17,14
61,1,3:54.0,Shooting foul by Z. Pachulia (drawn by M. Plumlee),,17,14
62,1,3:54.0,M. Plumlee makes free throw 1 of 2,,18,14
63,1,3:54.0,M. Plumlee misses free throw 2 of 2,,18,14
64,1,3:54.0,,Defensive rebound by G. Antetokounmpo,18,14
65,1,3:37.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by B. Knight),18,16
66,1,3:24.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by J. Jack),,21,16
67,1,3:01.0,B. Lopez enters the game for M. Plumlee,,21,16
68,1,3:01.0,,J. Bayless enters the game for B. Knight,21,16
69,1,2:58.0,,O. Mayo makes 2-pt jump shot from 16 ft (assist by G. Antetokounmpo),21,18
70,1,2:54.0,Brooklyn full timeout,,21,18
71,1,2:54.0,,E. İlyasova enters the game for J. Dudley,21,18
72,1,2:41.0,J. Johnson makes 2-pt jump shot from 18 ft (assist by J. Jack),,23,18
73,1,2:27.0,,O. Mayo misses 2-pt layup at rim,23,18
74,1,2:25.0,Defensive rebound by D. Williams,,23,18
75,1,2:11.0,B. Lopez makes 2-pt layup at rim (assist by J. Johnson),,25,18
76,1,1:50.0,,Personal foul by B. Lopez (drawn by G. Antetokounmpo),25,18
77,1,1:44.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,25,18
78,1,1:43.0,,Offensive rebound by Team,25,18
79,1,1:37.0,,Def 3 sec tech foul by B. Lopez,25,18
80,1,1:37.0,,O. Mayo misses technical free throw,25,18
81,1,1:37.0,,Offensive rebound by Team,25,18
82,1,1:32.0,,O. Mayo misses 2-pt layup at rim,25,18
83,1,1:30.0,Defensive rebound by J. Johnson,,25,18
84,1,1:24.0,A. Anderson misses 3-pt jump shot from 26 ft,,25,18
85,1,1:23.0,,Defensive rebound by O. Mayo,25,18
86,1,1:17.0,,O. Mayo makes 2-pt layup at rim,25,20
87,1,0:58.0,J. Jack makes 3-pt jump shot from 23 ft (assist by B. Lopez),,28,20
88,1,0:46.0,,E. İlyasova makes 2-pt jump shot from 14 ft (assist by O. Mayo),28,22
89,1,0:36.0,D. Williams misses 3-pt jump shot from 26 ft,,28,22
90,1,0:35.0,,Defensive rebound by Z. Pachulia,28,22
91,1,0:26.0,,J. Bayless misses 2-pt jump shot from 6 ft,28,22
92,1,0:26.0,,Offensive rebound by Team,28,22
93,1,0:14.0,,Shooting foul by B. Lopez (drawn by O. Mayo),28,22
94,1,0:14.0,,O. Mayo makes free throw 1 of 2,28,23
95,1,0:14.0,,O. Mayo makes free throw 2 of 2,28,24
96,1,0:01.0,A. Anderson makes 2-pt layup at rim (assist by J. Johnson),,30,24
97,2,11:41.0,B. Lopez makes 2-pt hook shot from 3 ft,,32,24
98,2,11:18.0,,J. Henson misses 2-pt layup at rim,32,24
99,2,11:16.0,,Offensive rebound by E. İlyasova,32,24
100,2,11:16.0,,E. İlyasova misses 2-pt tip-in at rim,32,24
101,2,11:15.0,Defensive rebound by B. Lopez,,32,24
102,2,11:07.0,Shooting foul by J. Henson (drawn by B. Bogdanović),,32,24
103,2,11:07.0,B. Bogdanović makes free throw 1 of 2,,33,24
104,2,11:07.0,,B. Knight enters the game for J. Henson,33,24
105,2,11:07.0,B. Bogdanović makes free throw 2 of 2,,34,24
106,2,10:41.0,,O. Mayo misses 3-pt jump shot from 23 ft,34,24
107,2,10:40.0,Defensive rebound by Team,,34,24
108,2,10:14.0,Turnover by Team (shot clock),,34,24
109,2,9:58.0,,K. Middleton misses 3-pt jump shot from 25 ft,34,24
110,2,9:57.0,Defensive rebound by A. Anderson,,34,24
111,2,9:47.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,34,24
112,2,9:46.0,,Defensive rebound by B. Knight,34,24
113,2,9:41.0,,K. Middleton misses 2-pt layup from 1 ft,34,24
114,2,9:40.0,Defensive rebound by J. Jack,,34,24
115,2,9:36.0,B. Bogdanović makes 2-pt layup at rim (assist by J. Jack),,36,24
116,2,9:36.0,Shooting foul by E. İlyasova (drawn by B. Bogdanović),,36,24
117,2,9:36.0,B. Bogdanović misses free throw 1 of 1,,36,24
118,2,9:35.0,,Defensive rebound by E. İlyasova,36,24
119,2,9:25.0,,O. Mayo misses 2-pt jump shot from 5 ft,36,24
120,2,9:24.0,Defensive rebound by B. Bogdanović,,36,24
121,2,9:16.0,Brooklyn full timeout,,36,24
122,2,9:16.0,,J. Gutiérrez enters the game for O. Mayo,36,24
123,2,9:16.0,,J. Dudley enters the game for K. Middleton,36,24
124,2,9:16.0,J. Johnson enters the game for A. Anderson,,36,24
125,2,9:03.0,J. Johnson makes 2-pt jump shot from 5 ft,,38,24
126,2,8:50.0,,E. İlyasova misses 3-pt jump shot from 26 ft,38,24
127,2,8:48.0,Defensive rebound by D. Williams,,38,24
128,2,8:35.0,B. Lopez misses 2-pt jump shot from 7 ft,,38,24
129,2,8:34.0,,Defensive rebound by J. Bayless,38,24
130,2,8:18.0,,J. Bayless misses 2-pt jump shot from 18 ft,38,24
131,2,8:16.0,Defensive rebound by B. Bogdanović,,38,24
132,2,8:11.0,Turnover by D. Williams (bad pass; steal by E. İlyasova),,38,24
133,2,8:06.0,,J. Bayless misses 2-pt layup from 1 ft (block by B. Bogdanović),38,24
134,2,8:04.0,,Offensive rebound by J. Dudley,38,24
135,2,8:03.0,,J. Dudley misses 2-pt layup from 1 ft (block by D. Williams),38,24
136,2,8:00.0,,Offensive rebound by J. Dudley,38,24
137,2,8:00.0,,Personal foul by J. Jack (drawn by B. Knight),38,24
138,2,7:55.0,,B. Knight misses 2-pt jump shot from 18 ft,38,24
139,2,7:54.0,Defensive rebound by J. Jack,,38,24
140,2,7:45.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Jack),,41,24
141,2,7:43.0,,Milwaukee full timeout,41,24
142,2,7:43.0,,G. Antetokounmpo enters the game for B. Knight,41,24
143,2,7:43.0,M. Plumlee enters the game for B. Lopez,,41,24
144,2,7:43.0,A. Anderson enters the game for D. Williams,,41,24
145,2,7:37.0,D. Williams enters the game for J. Jack,,41,24
146,2,7:25.0,,J. Gutiérrez misses 2-pt layup from 1 ft (block by J. Johnson),41,24
147,2,7:22.0,Defensive rebound by A. Anderson,,41,24
148,2,7:09.0,Turnover by D. Williams (bad pass; steal by G. Antetokounmpo),,41,24
149,2,7:06.0,,Shooting foul by J. Johnson (drawn by G. Antetokounmpo),41,24
150,2,7:06.0,,G. Antetokounmpo makes free throw 1 of 2,41,25
151,2,7:06.0,,G. Antetokounmpo makes free throw 2 of 2,41,26
152,2,6:50.0,D. Williams misses 3-pt jump shot from 25 ft,,41,26
153,2,6:49.0,,Defensive rebound by G. Antetokounmpo,41,26
154,2,6:37.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),41,29
155,2,6:17.0,A. Anderson misses 3-pt jump shot from 23 ft,,41,29
156,2,6:15.0,,Defensive rebound by J. Gutiérrez,41,29
157,2,6:12.0,,Turnover by J. Gutiérrez (bad pass),41,29
158,2,5:58.0,Shooting foul by E. İlyasova (drawn by M. Plumlee),,41,29
159,2,5:58.0,M. Plumlee makes free throw 1 of 2,,42,29
160,2,5:58.0,M. Plumlee makes free throw 2 of 2,,43,29
161,2,5:43.0,,E. İlyasova misses 2-pt layup from 2 ft (block by M. Plumlee),43,29
162,2,5:40.0,,Offensive rebound by J. Bayless,43,29
163,2,5:32.0,,J. Dudley misses 2-pt layup at rim,43,29
164,2,5:30.0,Defensive rebound by M. Plumlee,,43,29
165,2,5:22.0,D. Williams misses 2-pt layup at rim (block by G. Antetokounmpo),,43,29
166,2,5:20.0,,Defensive rebound by J. Dudley,43,29
167,2,5:18.0,,J. Bayless makes 2-pt layup from 1 ft (assist by J. Dudley),43,31
168,2,4:51.0,M. Plumlee misses 2-pt jump shot from 7 ft,,43,31
169,2,4:49.0,,Defensive rebound by G. Antetokounmpo,43,31
170,2,4:43.0,,J. Bayless makes 2-pt layup at rim (assist by G. Antetokounmpo),43,33
171,2,4:21.0,J. Johnson misses 2-pt jump shot from 16 ft,,43,33
172,2,4:20.0,,Defensive rebound by J. Bayless,43,33
173,2,4:07.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),43,36
174,2,4:06.0,Brooklyn full timeout,,43,36
175,2,4:06.0,,J. Henson enters the game for E. İlyasova,43,36
176,2,3:50.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Williams),,46,36
177,2,3:30.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by J. Bayless),46,38
178,2,3:06.0,J. Johnson misses 3-pt jump shot from 26 ft,,46,38
179,2,3:05.0,,Defensive rebound by J. Henson,46,38
180,2,2:52.0,,Shooting foul by B. Bogdanović (drawn by J. Bayless),46,38
181,2,2:52.0,Official timeout,,46,38
182,2,2:52.0,,J. Bayless makes free throw 1 of 2,46,39
183,2,2:52.0,,J. Bayless makes free throw 2 of 2,46,40
184,2,2:29.0,B. Bogdanović makes 2-pt layup at rim (assist by D. Williams),,48,40
185,2,2:10.0,,J. Gutiérrez makes 2-pt jump shot from 4 ft (assist by G. Antetokounmpo),48,42
186,2,1:48.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,48,42
187,2,1:47.0,,Defensive rebound by G. Antetokounmpo,48,42
188,2,1:29.0,,J. Henson misses 2-pt hook shot from 6 ft,48,42
189,2,1:28.0,Defensive rebound by M. Plumlee,,48,42
190,2,1:11.0,J. Johnson makes 2-pt jump shot from 8 ft,,50,42
191,2,0:46.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),50,45
192,2,0:33.0,M. Plumlee makes 2-pt layup at rim (assist by D. Williams),,52,45
193,2,0:09.0,,J. Bayless misses 2-pt jump shot from 16 ft,52,45
194,2,0:08.0,,Offensive rebound by J. Dudley,52,45
195,2,0:01.0,,Shooting foul by B. Bogdanović (drawn by J. Henson),52,45
196,2,0:01.0,,J. Henson makes free throw 1 of 2,52,46
197,2,0:01.0,,J. Henson makes free throw 2 of 2,52,47
198,3,11:44.0,Shooting foul by K. Middleton (drawn by A. Anderson),,52,47
199,3,11:44.0,A. Anderson misses free throw 1 of 3,,52,47
200,3,11:44.0,Offensive rebound by Team,,52,47
201,3,11:44.0,A. Anderson misses free throw 2 of 3,,52,47
202,3,11:44.0,Offensive rebound by Team,,52,47
203,3,11:44.0,A. Anderson makes free throw 3 of 3,,53,47
204,3,11:26.0,,K. Middleton makes 2-pt jump shot from 18 ft,53,49
205,3,11:20.0,M. Plumlee makes 2-pt layup from 1 ft (assist by J. Jack),,55,49
206,3,11:20.0,Shooting foul by G. Antetokounmpo (drawn by M. Plumlee),,55,49
207,3,11:20.0,M. Plumlee makes free throw 1 of 1,,56,49
208,3,11:07.0,,G. Antetokounmpo makes 2-pt jump shot from 15 ft (assist by B. Knight),56,51
209,3,10:45.0,J. Jack misses 2-pt jump shot from 5 ft,,56,51
210,3,10:44.0,,Defensive rebound by K. Middleton,56,51
211,3,10:32.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by B. Knight),56,54
212,3,10:15.0,Turnover by A. Anderson (lost ball; steal by K. Middleton),,56,54
213,3,10:13.0,,B. Knight makes 2-pt layup at rim (assist by J. Dudley),56,56
214,3,10:13.0,Brooklyn full timeout,,56,56
215,3,10:01.0,M. Plumlee makes 2-pt layup at rim (assist by J. Johnson),,58,56
216,3,9:43.0,,G. Antetokounmpo misses 2-pt layup at rim (block by K. Garnett),58,56
217,3,9:43.0,Defensive rebound by Team,,58,56
218,3,9:20.0,J. Jack misses 2-pt jump shot from 14 ft,,58,56
219,3,9:19.0,,Defensive rebound by G. Antetokounmpo,58,56
220,3,9:05.0,,Turnover by G. Antetokounmpo (bad pass; steal by K. Garnett),58,56
221,3,8:55.0,Turnover by J. Johnson (bad pass; steal by J. Dudley),,58,56
222,3,8:50.0,,K. Middleton makes 2-pt layup at rim (assist by G. Antetokounmpo),58,58
223,3,8:25.0,K. Garnett misses 2-pt jump shot from 11 ft,,58,58
224,3,8:24.0,Offensive rebound by Team,,58,58
225,3,8:24.0,B. Lopez enters the game for M. Plumlee,,58,58
226,3,8:18.0,Turnover by J. Jack (bad pass; steal by K. Middleton),,58,58
227,3,8:16.0,,Shooting foul by J. Jack (drawn by B. Knight),58,58
228,3,8:16.0,,B. Knight makes free throw 1 of 2,58,59
229,3,8:16.0,,B. Knight makes free throw 2 of 2,58,60
230,3,8:02.0,K. Garnett misses 2-pt hook shot from 6 ft,,58,60
231,3,8:01.0,,Defensive rebound by J. Henson,58,60
232,3,7:58.0,,Turnover by B. Knight (bad pass),58,60
233,3,7:44.0,K. Garnett makes 2-pt jump shot from 16 ft (assist by J. Jack),,60,60
234,3,7:19.0,,J. Dudley makes 2-pt layup at rim,60,62
235,3,6:59.0,A. Anderson misses 3-pt jump shot from 24 ft,,60,62
236,3,6:58.0,,Defensive rebound by B. Knight,60,62
237,3,6:49.0,,B. Knight misses 2-pt layup at rim,60,62
238,3,6:47.0,,Offensive rebound by J. Henson,60,62
239,3,6:47.0,,J. Henson makes 2-pt tip-in from 1 ft,60,64
240,3,6:31.0,A. Anderson makes 2-pt dunk at rim (assist by B. Lopez),,62,64
241,3,6:18.0,,Personal foul by J. Jack (drawn by B. Knight),62,64
242,3,6:18.0,D. Williams enters the game for K. Garnett,,62,64
243,3,6:05.0,,K. Middleton makes 2-pt jump shot from 16 ft,62,66
244,3,5:48.0,B. Lopez makes 2-pt hook shot from 5 ft (assist by J. Jack),,64,66
245,3,5:38.0,,Personal foul by J. Jack (drawn by B. Knight),64,66
246,3,5:38.0,,Milwaukee full timeout,64,66
247,3,5:38.0,B. Bogdanović enters the game for J. Jack,,64,66
248,3,5:38.0,,Z. Pachulia enters the game for J. Henson,64,66
249,3,5:26.0,,K. Middleton makes 2-pt jump shot from 16 ft,64,68
250,3,5:13.0,Shooting foul by J. Dudley (drawn by B. Bogdanović),,64,68
251,3,5:13.0,B. Bogdanović makes free throw 1 of 2,,65,68
252,3,5:13.0,B. Bogdanović misses free throw 2 of 2,,65,68
253,3,5:13.0,,Defensive rebound by B. Knight,65,68
254,3,5:01.0,,Shooting foul by B. Lopez (drawn by Z. Pachulia),65,68
255,3,5:01.0,,Z. Pachulia makes free throw 1 of 2,65,69
256,3,5:01.0,,Z. Pachulia makes free throw 2 of 2,65,70
257,3,4:46.0,Personal foul by B. Knight (drawn by B. Lopez),,65,70
258,3,4:46.0,,O. Mayo enters the game for J. Dudley,65,70
259,3,4:38.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,65,70
260,3,4:36.0,,Defensive rebound by G. Antetokounmpo,65,70
261,3,4:16.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,65,70
262,3,4:15.0,,Offensive rebound by Z. Pachulia,65,70
263,3,4:13.0,,Z. Pachulia misses 2-pt layup from 2 ft,65,70
264,3,4:11.0,,Offensive rebound by Z. Pachulia,65,70
265,3,4:11.0,,Z. Pachulia misses 2-pt tip-in from 1 ft,65,70
266,3,4:10.0,,Offensive rebound by Z. Pachulia,65,70
267,3,4:06.0,,K. Middleton makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),65,72
268,3,3:52.0,B. Lopez misses 2-pt hook shot from 7 ft,,65,72
269,3,3:51.0,,Defensive rebound by K. Middleton,65,72
270,3,3:45.0,,Personal foul by D. Williams (drawn by B. Knight),65,72
271,3,3:45.0,,B. Knight makes free throw 1 of 2,65,73
272,3,3:45.0,,B. Knight misses free throw 2 of 2,65,73
273,3,3:41.0,Defensive rebound by B. Lopez,,65,73
274,3,3:40.0,Turnover by B. Lopez (lost ball; steal by Z. Pachulia),,65,73
275,3,3:40.0,,Z. Pachulia misses 2-pt layup from 1 ft (block by B. Lopez),65,73
276,3,3:40.0,Defensive rebound by Team,,65,73
277,3,3:21.0,A. Anderson misses 2-pt jump shot from 17 ft,,65,73
278,3,3:20.0,,Defensive rebound by B. Knight,65,73
279,3,3:04.0,,Turnover by O. Mayo (lost ball; steal by B. Bogdanović),65,73
280,3,3:04.0,Personal foul by O. Mayo (drawn by B. Bogdanović),,65,73
281,3,3:04.0,B. Bogdanović misses free throw 1 of 2,,65,73
282,3,3:04.0,Offensive rebound by Team,,65,73
283,3,3:04.0,C. Jefferson enters the game for J. Johnson,,65,73
284,3,3:04.0,B. Bogdanović makes free throw 2 of 2,,66,73
285,3,2:51.0,,Turnover by G. Antetokounmpo (bad pass),66,73
286,3,2:51.0,Brooklyn full timeout,,66,73
287,3,2:38.0,Turnover by B. Lopez (bad pass; steal by G. Antetokounmpo),,66,73
288,3,2:38.0,,Clear path foul by A. Anderson,66,73
289,3,2:38.0,,G. Antetokounmpo makes clear path free throw 1 of 2,66,74
290,3,2:38.0,,G. Antetokounmpo makes clear path free throw 2 of 2,66,75
291,3,2:17.0,,K. Middleton misses 2-pt jump shot from 11 ft,66,75
292,3,2:15.0,Defensive rebound by A. Anderson,,66,75
293,3,2:00.0,D. Williams misses 3-pt jump shot from 25 ft,,66,75
294,3,1:59.0,Offensive rebound by B. Lopez,,66,75
295,3,1:49.0,Turnover by D. Williams (bad pass; steal by K. Middleton),,66,75
296,3,1:45.0,,K. Middleton makes 2-pt layup at rim,66,77
297,3,1:28.0,D. Williams misses 2-pt layup at rim,,66,77
298,3,1:25.0,,Defensive rebound by Z. Pachulia,66,77
299,3,1:14.0,,B. Knight misses 2-pt layup at rim (block by C. Jefferson),66,77
300,3,1:11.0,Defensive rebound by B. Lopez,,66,77
301,3,1:07.0,Turnover by D. Williams (bad pass; steal by Z. Pachulia),,66,77
302,3,0:52.0,,Z. Pachulia makes 2-pt jump shot from 10 ft,66,79
303,3,0:34.0,Turnover by A. Anderson (bad pass),,66,79
304,3,0:34.0,,J. Bayless enters the game for K. Middleton,66,79
305,3,0:18.0,,Z. Pachulia misses 2-pt jump shot from 11 ft,66,79
306,3,0:17.0,Defensive rebound by C. Jefferson,,66,79
307,3,0:04.0,B. Lopez makes 2-pt dunk at rim (assist by D. Williams),,68,79
308,3,0:00.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,68,79
309,3,0:00.0,,Offensive rebound by Team,68,79
310,4,11:47.0,,O. Mayo misses 2-pt layup at rim (block by B. Lopez),68,79
311,4,11:45.0,Defensive rebound by B. Bogdanović,,68,79
312,4,11:27.0,J. Johnson misses 2-pt jump shot from 19 ft,,68,79
313,4,11:26.0,,Defensive rebound by B. Knight,68,79
314,4,11:08.0,,Turnover by J. Henson (bad pass; steal by B. Lopez),68,79
315,4,11:00.0,J. Jack misses 2-pt jump shot from 14 ft,,68,79
316,4,10:59.0,,Defensive rebound by J. Bayless,68,79
317,4,10:53.0,,E. İlyasova misses 2-pt jump shot from 16 ft,68,79
318,4,10:52.0,Defensive rebound by B. Bogdanović,,68,79
319,4,10:36.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by J. Johnson),,70,79
320,4,10:23.0,,Personal foul by B. Lopez (drawn by J. Henson),70,79
321,4,10:23.0,M. Plumlee enters the game for B. Lopez,,70,79
322,4,10:18.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by J. Bayless),70,82
323,4,9:58.0,J. Johnson misses 3-pt jump shot from 28 ft,,70,82
324,4,9:57.0,Offensive rebound by Team,,70,82
325,4,9:50.0,Personal foul by E. İlyasova (drawn by J. Jack),,70,82
326,4,9:39.0,J. Jack makes 3-pt jump shot from 23 ft (assist by C. Jefferson),,73,82
327,4,9:25.0,,Turnover by E. İlyasova (lost ball),73,82
328,4,9:13.0,C. Jefferson makes 2-pt jump shot from 19 ft (assist by J. Jack),,75,82
329,4,8:49.0,,J. Henson makes 2-pt hook shot from 2 ft (assist by J. Bayless),75,84
330,4,8:28.0,J. Jack misses 3-pt jump shot from 22 ft,,75,84
331,4,8:27.0,Offensive rebound by M. Plumlee,,75,84
332,4,8:24.0,M. Plumlee makes 2-pt hook shot from 4 ft,,77,84
333,4,7:55.0,,B. Knight misses 3-pt jump shot from 24 ft,77,84
334,4,7:54.0,Defensive rebound by C. Jefferson,,77,84
335,4,7:43.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,77,84
336,4,7:42.0,Offensive rebound by M. Plumlee,,77,84
337,4,7:36.0,C. Jefferson misses 2-pt jump shot from 4 ft (block by J. Henson),,77,84
338,4,7:34.0,Offensive rebound by B. Bogdanović,,77,84
339,4,7:33.0,B. Bogdanović makes 2-pt tip-in from 3 ft,,79,84
340,4,7:33.0,,Milwaukee full timeout,79,84
341,4,7:33.0,,K. Middleton enters the game for E. İlyasova,79,84
342,4,7:33.0,,J. Dudley enters the game for B. Knight,79,84
343,4,7:13.0,,J. Dudley makes 2-pt jump shot from 16 ft (assist by O. Mayo),79,86
344,4,6:54.0,C. Jefferson misses 2-pt layup at rim,,79,86
345,4,6:51.0,Offensive rebound by J. Jack,,79,86
346,4,6:46.0,J. Jack misses 2-pt jump shot from 17 ft,,79,86
347,4,6:45.0,Offensive rebound by M. Plumlee,,79,86
348,4,6:45.0,M. Plumlee misses 2-pt tip-in from 2 ft,,79,86
349,4,6:43.0,,Defensive rebound by K. Middleton,79,86
350,4,6:35.0,,O. Mayo misses 3-pt jump shot from 27 ft,79,86
351,4,6:34.0,Defensive rebound by C. Jefferson,,79,86
352,4,6:24.0,J. Jack makes 2-pt jump shot from 17 ft,,81,86
353,4,6:10.0,,O. Mayo makes 2-pt jump shot from 3 ft (assist by J. Bayless),81,88
354,4,6:10.0,,Shooting foul by B. Bogdanović (drawn by O. Mayo),81,88
355,4,6:10.0,,Z. Pachulia enters the game for J. Henson,81,88
356,4,6:10.0,,O. Mayo makes free throw 1 of 1,81,89
357,4,5:59.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,84,89
358,4,5:48.0,,Shooting foul by M. Plumlee (drawn by O. Mayo),84,89
359,4,5:48.0,Official timeout,,84,89
360,4,5:48.0,A. Anderson enters the game for B. Bogdanović,,84,89
361,4,5:48.0,,O. Mayo makes free throw 1 of 2,84,90
362,4,5:48.0,,O. Mayo makes free throw 2 of 2,84,91
363,4,5:30.0,Turnover by J. Jack (bad pass; steal by Z. Pachulia),,84,91
364,4,5:18.0,,Shooting foul by C. Jefferson (drawn by O. Mayo),84,91
365,4,5:18.0,,O. Mayo makes free throw 1 of 2,84,92
366,4,5:18.0,,O. Mayo makes free throw 2 of 2,84,93
367,4,4:58.0,J. Johnson misses 2-pt jump shot from 3 ft (block by K. Middleton),,84,93
368,4,4:55.0,Offensive rebound by A. Anderson,,84,93
369,4,4:52.0,A. Anderson misses 3-pt jump shot from 26 ft,,84,93
370,4,4:51.0,,Defensive rebound by J. Bayless,84,93
371,4,4:42.0,,J. Dudley misses 2-pt jump shot from 20 ft,84,93
372,4,4:41.0,Defensive rebound by J. Johnson,,84,93
373,4,4:22.0,J. Johnson makes 2-pt jump shot from 8 ft,,86,93
374,4,4:05.0,,Offensive foul by O. Mayo (drawn by A. Anderson),86,93
375,4,4:05.0,,Turnover by O. Mayo (offensive foul),86,93
