,QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
0,1,11:43.0,,A. Johnson makes 2-pt jump shot from 20 ft,0,2
1,1,11:26.0,C. Frye makes 3-pt jump shot from 26 ft (assist by E. Fournier),,3,2
2,1,11:08.0,,D. DeRozan misses 2-pt jump shot from 4 ft,3,2
3,1,11:07.0,Defensive rebound by N. Vučević,,3,2
4,1,10:54.0,T. Harris misses 2-pt layup from 3 ft,,3,2
5,1,10:53.0,,Defensive rebound by K. Lowry,3,2
6,1,10:45.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by K. Lowry),3,5
7,1,10:28.0,C. Frye makes 2-pt jump shot from 21 ft (assist by E. Payton),,5,5
8,1,10:10.0,,J. Valančiūnas misses 2-pt dunk at rim,5,5
9,1,10:09.0,,Offensive rebound by J. Valančiūnas,5,5
10,1,10:07.0,,J. Valančiūnas makes 2-pt layup from 1 ft,5,7
11,1,9:48.0,T. Harris misses 2-pt layup from 1 ft,,5,7
12,1,9:47.0,Offensive rebound by T. Harris,,5,7
13,1,9:45.0,T. Harris misses 2-pt layup from 1 ft,,5,7
14,1,9:44.0,Offensive rebound by T. Harris,,5,7
15,1,9:42.0,T. Harris makes 2-pt tip-in from 1 ft,,7,7
16,1,9:25.0,,Shooting foul by E. Fournier (drawn by D. DeRozan),7,7
17,1,9:25.0,,D. DeRozan makes free throw 1 of 2,7,8
18,1,9:25.0,,D. DeRozan makes free throw 2 of 2,7,9
19,1,9:13.0,E. Fournier misses 2-pt layup from 2 ft,,7,9
20,1,9:12.0,,Defensive rebound by A. Johnson,7,9
21,1,9:05.0,,K. Lowry misses 2-pt jump shot from 18 ft,7,9
22,1,9:03.0,Defensive rebound by C. Frye,,7,9
23,1,8:55.0,Personal block foul by A. Johnson (drawn by E. Payton),,7,9
24,1,8:46.0,C. Frye makes 3-pt jump shot from 24 ft (assist by T. Harris),,10,9
25,1,8:20.0,,D. DeRozan misses 2-pt jump shot from 16 ft,10,9
26,1,8:19.0,Defensive rebound by T. Harris,,10,9
27,1,8:12.0,Turnover by E. Fournier (lost ball; steal by T. Ross),,10,9
28,1,8:07.0,,Turnover by T. Ross (lost ball; steal by T. Harris),10,9
29,1,7:58.0,C. Frye makes 3-pt jump shot from 26 ft (assist by N. Vučević),,13,9
30,1,7:35.0,,A. Johnson makes 2-pt dunk at rim (assist by J. Valančiūnas),13,11
31,1,7:12.0,T. Harris misses 3-pt jump shot from 24 ft,,13,11
32,1,7:10.0,,Defensive rebound by D. DeRozan,13,11
33,1,7:04.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),13,14
34,1,6:47.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by T. Harris),,15,14
35,1,6:30.0,,J. Valančiūnas misses 2-pt jump shot from 17 ft,15,14
36,1,6:29.0,Defensive rebound by E. Payton,,15,14
37,1,6:18.0,E. Fournier misses 2-pt layup from 2 ft,,15,14
38,1,6:17.0,Offensive rebound by T. Harris,,15,14
39,1,6:11.0,C. Frye misses 2-pt jump shot from 7 ft,,15,14
40,1,6:10.0,,Defensive rebound by T. Ross,15,14
41,1,6:05.0,,T. Ross misses 2-pt layup at rim,15,14
42,1,6:04.0,Defensive rebound by N. Vučević,,15,14
43,1,5:53.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by C. Frye),,18,14
44,1,5:44.0,,Toronto full timeout,18,14
45,1,5:31.0,,D. DeRozan misses 2-pt jump shot from 15 ft,18,14
46,1,5:30.0,Defensive rebound by C. Frye,,18,14
47,1,5:22.0,E. Payton makes 2-pt layup from 1 ft,,20,14
48,1,5:02.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by D. DeRozan),20,17
49,1,4:47.0,E. Fournier misses 2-pt jump shot from 3 ft,,20,17
50,1,4:46.0,,Defensive rebound by J. Valančiūnas,20,17
51,1,4:38.0,,K. Lowry misses 3-pt jump shot from 25 ft,20,17
52,1,4:37.0,,Offensive rebound by J. Valančiūnas,20,17
53,1,4:35.0,,Turnover by J. Valančiūnas (lost ball; steal by E. Fournier),20,17
54,1,4:31.0,T. Harris makes 2-pt dunk at rim (assist by E. Payton),,22,17
55,1,4:10.0,,D. DeRozan makes 2-pt jump shot from 19 ft,22,19
56,1,4:03.0,N. Vučević makes 2-pt dunk at rim (assist by E. Payton),,24,19
57,1,3:45.0,,A. Johnson misses 2-pt hook shot from 3 ft,24,19
58,1,3:44.0,Defensive rebound by T. Harris,,24,19
59,1,3:38.0,E. Fournier makes 2-pt layup from 2 ft (assist by T. Harris),,26,19
60,1,3:31.0,,Toronto full timeout,26,19
61,1,3:31.0,,T. Hansbrough enters the game for A. Johnson,26,19
62,1,3:31.0,,P. Patterson enters the game for J. Valančiūnas,26,19
63,1,3:23.0,,D. DeRozan misses 2-pt jump shot from 19 ft,26,19
