,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHARLOTTE_ACTION,OKLAHOMA CITY_SCORE,CHARLOTTE_SCORE
119,2,9:41.0,,Personal foul by A. Morrow (drawn by J. Taylor),35,32
120,2,9:31.0,,B. Roberts misses 3-pt jump shot from 25 ft,35,32
121,2,9:30.0,Defensive rebound by M. McGary,,35,32
122,2,9:18.0,A. Morrow misses 2-pt layup from 2 ft (block by J. Maxiell),,35,32
123,2,9:16.0,,Defensive rebound by M. Williams,35,32
124,2,9:10.0,,J. Taylor misses 3-pt jump shot from 24 ft,35,32
125,2,9:09.0,Defensive rebound by M. McGary,,35,32
126,2,9:02.0,Shooting foul by J. Maxiell (drawn by D. Waiters),,35,32
127,2,9:02.0,D. Waiters makes free throw 1 of 2,,36,32
128,2,9:02.0,D. Waiters makes free throw 2 of 2,,37,32
129,2,8:52.0,,L. Stephenson misses 2-pt layup from 1 ft,37,32
130,2,8:50.0,Defensive rebound by M. McGary,,37,32
131,2,8:45.0,D. Waiters makes 2-pt layup from 1 ft (assist by D. Augustin),,39,32
132,2,8:39.0,,Charlotte full timeout,39,32
133,2,8:39.0,,M. Williams enters the game for J. Taylor,39,32
134,2,8:21.0,,L. Stephenson makes 2-pt jump shot from 3 ft (assist by M. Williams),39,34
135,2,8:01.0,D. Waiters misses 2-pt layup from 1 ft,,39,34
136,2,8:01.0,Offensive rebound by N. Collison,,39,34
137,2,8:01.0,N. Collison makes 2-pt layup from 1 ft,,41,34
138,2,8:01.0,Shooting foul by M. Williams (drawn by N. Collison),,41,34
139,2,8:01.0,N. Collison makes free throw 1 of 1,,42,34
140,2,7:44.0,,M. Williams makes 2-pt layup from 2 ft (assist by B. Roberts),42,36
141,2,7:32.0,M. McGary misses 2-pt jump shot from 17 ft,,42,36
142,2,7:30.0,,Defensive rebound by L. Stephenson,42,36
143,2,7:20.0,,J. Maxiell makes 2-pt layup from 1 ft (assist by L. Stephenson),42,38
144,2,7:04.0,D. Waiters misses 2-pt layup from 1 ft (block by J. Maxiell),,42,38
145,2,7:02.0,,Defensive rebound by M. Williams,42,38
146,2,6:56.0,,L. Stephenson misses 3-pt jump shot from 25 ft,42,38
147,2,6:52.0,,Offensive rebound by M. Williams,42,38
148,2,6:52.0,,M. Williams makes 2-pt layup from 1 ft,42,40
149,2,6:50.0,Oklahoma City full timeout,,42,40
150,2,6:50.0,E. Freedom enters the game for A. Morrow,,42,40
151,2,6:50.0,R. Westbrook enters the game for N. Collison,,42,40
152,2,6:40.0,Shooting foul by B. Roberts (drawn by D. Augustin),,42,40
153,2,6:40.0,D. Augustin makes free throw 1 of 2,,43,40
154,2,6:40.0,D. Augustin makes free throw 2 of 2,,44,40
155,2,6:30.0,,Shooting foul by D. Waiters (drawn by L. Stephenson),44,40
156,2,6:30.0,,L. Stephenson makes free throw 1 of 2,44,41
157,2,6:30.0,S. Ibaka enters the game for M. McGary,,44,41
158,2,6:30.0,,L. Stephenson misses free throw 2 of 2,44,41
159,2,6:28.0,Defensive rebound by S. Ibaka,,44,41
160,2,6:14.0,R. Westbrook misses 2-pt jump shot from 17 ft,,44,41
161,2,6:11.0,Offensive rebound by E. Freedom,,44,41
162,2,5:58.0,D. Augustin misses 2-pt layup from 2 ft (block by B. Roberts),,44,41
163,2,5:56.0,Offensive rebound by S. Ibaka,,44,41
164,2,5:53.0,S. Ibaka makes 2-pt jump shot from 16 ft,,46,41
165,2,5:39.0,,Shooting foul by E. Freedom (drawn by M. Williams),46,41
166,2,5:39.0,,M. Williams misses free throw 1 of 2,46,41
167,2,5:39.0,,Offensive rebound by Team,46,41
168,2,5:39.0,,A. Jefferson enters the game for J. Maxiell,46,41
169,2,5:39.0,,G. Henderson enters the game for B. Roberts,46,41
170,2,5:39.0,,M. Williams makes free throw 2 of 2,46,42
171,2,5:29.0,Turnover by S. Ibaka (lost ball; steal by M. Williams),,46,42
172,2,5:24.0,,M. Williams makes 2-pt dunk at rim,46,44
173,2,5:08.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by S. Ibaka),,49,44
174,2,4:56.0,,Turnover by M. Williams (bad pass),49,44
175,2,4:43.0,Turnover by R. Westbrook (bad pass; steal by L. Stephenson),,49,44
176,2,4:34.0,,M. Williams misses 3-pt jump shot from 24 ft,49,44
177,2,4:34.0,Defensive rebound by Team,,49,44
178,2,4:26.0,Offensive foul by D. Waiters (drawn by M. Williams),,49,44
179,2,4:26.0,Turnover by D. Waiters (offensive foul),,49,44
180,2,4:26.0,,C. Zeller enters the game for M. Williams,49,44
181,2,4:07.0,,A. Jefferson makes 2-pt jump shot from 5 ft,49,46
182,2,4:07.0,,Shooting foul by E. Freedom (drawn by A. Jefferson),49,46
183,2,4:07.0,,A. Jefferson makes free throw 1 of 1,49,47
184,2,3:58.0,R. Westbrook makes 2-pt layup from 1 ft,,51,47
185,2,3:37.0,,M. Williams misses 3-pt jump shot from 26 ft,51,47
186,2,3:36.0,Defensive rebound by R. Westbrook,,51,47
187,2,3:30.0,S. Ibaka makes 2-pt jump shot from 5 ft (assist by D. Augustin),,53,47
188,2,3:07.0,,A. Jefferson makes 2-pt jump shot from 9 ft,53,49
189,2,2:51.0,E. Freedom misses 2-pt jump shot from 13 ft,,53,49
190,2,2:50.0,,Defensive rebound by G. Henderson,53,49
191,2,2:46.0,,Shooting foul by D. Augustin (drawn by G. Henderson),53,49
192,2,2:46.0,Official timeout,,53,49
193,2,2:46.0,K. Singler enters the game for D. Waiters,,53,49
194,2,2:46.0,A. Roberson enters the game for D. Augustin,,53,49
195,2,2:46.0,,G. Henderson makes free throw 1 of 2,53,50
196,2,2:46.0,,G. Henderson makes free throw 2 of 2,53,51
197,2,2:32.0,K. Singler misses 3-pt jump shot from 25 ft,,53,51
198,2,2:29.0,,Defensive rebound by A. Jefferson,53,51
199,2,2:13.0,,C. Zeller misses 2-pt dunk at rim,53,51
200,2,2:13.0,,Offensive rebound by Team,53,51
201,2,2:07.0,,M. Williams makes 3-pt jump shot from 27 ft (assist by G. Henderson),53,54
202,2,1:46.0,R. Westbrook makes 2-pt jump shot from 15 ft (assist by E. Freedom),,55,54
203,2,1:30.0,,M. Williams makes 2-pt jump shot from 17 ft,55,56
204,2,1:17.0,R. Westbrook misses 3-pt jump shot from 25 ft,,55,56
205,2,1:15.0,,Defensive rebound by A. Jefferson,55,56
206,2,1:05.0,,L. Stephenson misses 2-pt layup from 1 ft (block by K. Singler),55,56
207,2,1:01.0,Defensive rebound by K. Singler,,55,56
208,2,1:00.0,R. Westbrook makes 2-pt layup from 1 ft,,57,56
209,2,0:44.0,,G. Henderson misses 2-pt jump shot from 17 ft,57,56
210,2,0:43.0,Defensive rebound by A. Roberson,,57,56
211,2,0:39.0,S. Ibaka makes 2-pt layup from 1 ft (assist by R. Westbrook),,59,56
212,2,0:18.0,,L. Stephenson misses 3-pt jump shot from 26 ft,59,56
213,2,0:17.0,Defensive rebound by R. Westbrook,,59,56
214,2,0:01.0,R. Westbrook misses 3-pt jump shot from 28 ft,,59,56
215,2,0:00.0,Offensive rebound by Team,,59,56
216,3,12:00.0,,Technical foul by L. Stephenson,59,56
217,3,12:00.0,R. Westbrook makes technical free throw,,60,56
218,3,11:37.0,,C. Zeller misses 2-pt jump shot from 19 ft,60,56
219,3,11:36.0,Defensive rebound by E. Freedom,,60,56
220,3,11:14.0,E. Freedom makes 2-pt layup from 1 ft,,62,56
221,3,11:00.0,,Turnover by M. Williams (bad pass; steal by R. Westbrook),62,56
222,3,10:56.0,,Violation by G. Henderson (def goaltending),62,56
223,3,10:56.0,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),,64,56
224,3,10:43.0,,G. Henderson misses 3-pt jump shot from 26 ft,64,56
225,3,10:42.0,Defensive rebound by S. Ibaka,,64,56
226,3,10:37.0,K. Singler misses 3-pt jump shot from 24 ft,,64,56
227,3,10:35.0,Offensive rebound by E. Freedom,,64,56
228,3,10:25.0,K. Singler misses 2-pt jump shot from 4 ft,,64,56
229,3,10:24.0,,Defensive rebound by C. Zeller,64,56
230,3,10:14.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,64,56
231,3,10:12.0,Defensive rebound by S. Ibaka,,64,56
232,3,10:02.0,Turnover by S. Ibaka (lost ball; steal by M. Kidd-Gilchrist),,64,56
233,3,9:59.0,,Turnover by G. Henderson (bad pass),64,56
234,3,9:47.0,Offensive foul by S. Ibaka (drawn by G. Henderson),,64,56
235,3,9:47.0,Turnover by S. Ibaka (offensive foul),,64,56
236,3,9:31.0,,M. Williams misses 2-pt jump shot from 19 ft,64,56
237,3,9:30.0,Defensive rebound by A. Roberson,,64,56
238,3,9:24.0,K. Singler makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,67,56
239,3,9:24.0,,Charlotte full timeout,67,56
240,3,9:06.0,,Personal foul by A. Roberson (drawn by C. Zeller),67,56
241,3,8:52.0,,G. Henderson misses 2-pt jump shot from 18 ft,67,56
242,3,8:50.0,Defensive rebound by E. Freedom,,67,56
243,3,8:42.0,E. Freedom misses 2-pt jump shot from 3 ft (block by C. Zeller),,67,56
244,3,8:42.0,,Defensive rebound by Team,67,56
245,3,8:42.0,Loose ball foul by E. Freedom (drawn by A. Jefferson),,67,56
246,3,8:42.0,,Technical foul by A. Jefferson,67,56
247,3,8:42.0,R. Westbrook makes technical free throw,,68,56
248,3,8:31.0,,M. Williams misses 2-pt jump shot from 20 ft,68,56
249,3,8:30.0,Defensive rebound by E. Freedom,,68,56
250,3,8:19.0,R. Westbrook misses 2-pt jump shot from 16 ft,,68,56
251,3,8:18.0,,Defensive rebound by M. Williams,68,56
252,3,7:56.0,,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by C. Zeller),68,58
253,3,7:45.0,S. Ibaka misses 3-pt jump shot from 25 ft,,68,58
254,3,7:43.0,Offensive rebound by K. Singler,,68,58
255,3,7:41.0,Turnover by A. Roberson (bad pass; steal by C. Zeller),,68,58
256,3,7:41.0,,Personal foul by R. Westbrook (drawn by M. Kidd-Gilchrist),68,58
257,3,7:31.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by A. Jefferson),68,61
258,3,7:09.0,E. Freedom misses 2-pt jump shot from 5 ft (block by C. Zeller),,68,61
259,3,7:09.0,,Defensive rebound by Team,68,61
260,3,6:54.0,,C. Zeller makes 2-pt dunk at rim (assist by M. Williams),68,63
261,3,6:44.0,Shooting foul by C. Zeller (drawn by R. Westbrook),,68,63
262,3,6:44.0,R. Westbrook makes free throw 1 of 2,,69,63
263,3,6:44.0,D. Waiters enters the game for A. Roberson,,69,63
264,3,6:44.0,R. Westbrook makes free throw 2 of 2,,70,63
265,3,6:28.0,,C. Zeller makes 2-pt jump shot from 18 ft (assist by G. Henderson),70,65
266,3,6:14.0,R. Westbrook makes 2-pt jump shot from 12 ft,,72,65
267,3,5:52.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,72,65
268,3,5:51.0,,Offensive rebound by A. Jefferson,72,65
269,3,5:48.0,,A. Jefferson misses 2-pt jump shot from 6 ft,72,65
270,3,5:46.0,,Offensive rebound by C. Zeller,72,65
271,3,5:46.0,,C. Zeller misses 2-pt layup from 1 ft (block by S. Ibaka),72,65
272,3,5:44.0,,Offensive rebound by M. Williams,72,65
273,3,5:43.0,,A. Jefferson misses 2-pt jump shot from 17 ft,72,65
274,3,5:43.0,,Offensive rebound by Team,72,65
275,3,5:43.0,,C. Zeller makes flagrant free throw 1 of 2,72,66
276,3,5:43.0,,C. Zeller misses flagrant free throw 2 of 2,72,66
277,3,5:27.0,,Offensive rebound by A. Jefferson,72,66
278,3,5:27.0,,A. Jefferson misses 2-pt hook shot from 6 ft,72,66
279,3,5:24.0,Defensive rebound by S. Ibaka,,72,66
280,3,5:20.0,R. Westbrook misses 2-pt layup from 2 ft (block by C. Zeller),,72,66
281,3,5:20.0,Offensive rebound by E. Freedom,,72,66
282,3,5:20.0,Shooting foul by A. Jefferson (drawn by E. Freedom),,72,66
283,3,5:20.0,E. Freedom misses free throw 1 of 2,,72,66
284,3,5:20.0,Offensive rebound by Team,,72,66
285,3,5:20.0,E. Freedom misses free throw 2 of 2,,72,66
286,3,5:19.0,,Defensive rebound by G. Henderson,72,66
287,3,5:03.0,,G. Henderson makes 2-pt layup at rim,72,68
288,3,4:44.0,K. Singler makes 3-pt jump shot from 26 ft (assist by D. Waiters),,75,68
289,3,4:26.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by C. Zeller),75,70
290,3,4:13.0,Personal foul by G. Henderson (drawn by D. Waiters),,75,70
291,3,4:13.0,A. Morrow enters the game for K. Singler,,75,70
292,3,4:13.0,M. McGary enters the game for S. Ibaka,,75,70
293,3,4:13.0,,M. Williams enters the game for C. Zeller,75,70
294,3,4:13.0,,L. Stephenson enters the game for G. Henderson,75,70
295,3,4:05.0,R. Westbrook misses 2-pt jump shot from 17 ft,,75,70
296,3,4:04.0,Offensive rebound by R. Westbrook,,75,70
297,3,4:03.0,Turnover by R. Westbrook (bad pass),,75,70
298,3,3:52.0,,Turnover by M. Williams (lost ball; steal by M. McGary),75,70
299,3,3:48.0,R. Westbrook makes 2-pt dunk at rim (assist by M. McGary),,77,70
300,3,3:32.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by M. Williams),77,72
301,3,3:15.0,Turnover by R. Westbrook (step out of bounds),,77,72
302,3,3:01.0,,A. Jefferson makes 2-pt jump shot from 16 ft (assist by M. Williams),77,74
303,3,2:47.0,Shooting foul by A. Jefferson (drawn by E. Freedom),,77,74
304,3,2:47.0,Oklahoma City full timeout,,77,74
305,3,2:47.0,,J. Maxiell enters the game for A. Jefferson,77,74
306,3,2:47.0,E. Freedom makes free throw 1 of 2,,78,74
307,3,2:47.0,E. Freedom misses free throw 2 of 2,,78,74
308,3,2:46.0,,Defensive rebound by M. Williams,78,74
309,3,2:32.0,,Shooting foul by E. Freedom (drawn by M. Kidd-Gilchrist),78,74
310,3,2:32.0,,M. Kidd-Gilchrist makes free throw 1 of 2,78,75
311,3,2:32.0,,M. Kidd-Gilchrist makes free throw 2 of 2,78,76
312,3,2:20.0,D. Waiters makes 2-pt jump shot from 19 ft,,80,76
313,3,2:03.0,,L. Stephenson misses 2-pt layup from 1 ft,80,76
314,3,2:01.0,Defensive rebound by E. Freedom,,80,76
315,3,1:55.0,D. Waiters misses 2-pt jump shot from 17 ft,,80,76
316,3,1:53.0,Offensive rebound by E. Freedom,,80,76
317,3,1:53.0,E. Freedom misses 2-pt layup at rim,,80,76
318,3,1:50.0,,Defensive rebound by M. Kidd-Gilchrist,80,76
319,3,1:41.0,,M. Williams makes 2-pt jump shot from 20 ft,80,78
320,3,1:27.0,R. Westbrook makes 2-pt layup from 1 ft,,82,78
321,3,1:27.0,Violation by Team (delay of game),,82,78
322,3,1:15.0,,M. Williams misses 3-pt jump shot from 25 ft,82,78
323,3,1:13.0,Defensive rebound by D. Waiters,,82,78
324,3,1:03.0,Turnover by R. Westbrook (bad pass; steal by M. Williams),,82,78
325,3,0:47.0,,Shooting foul by M. McGary (drawn by M. Williams),82,78
326,3,0:47.0,,M. Williams makes free throw 1 of 2,82,79
327,3,0:47.0,N. Collison enters the game for E. Freedom,,82,79
328,3,0:47.0,D. Augustin enters the game for R. Westbrook,,82,79
329,3,0:47.0,,M. Williams makes free throw 2 of 2,82,80
330,3,0:35.0,Personal foul by M. Williams (drawn by D. Augustin),,82,80
331,3,0:35.0,D. Augustin makes free throw 1 of 2,,83,80
332,3,0:35.0,D. Augustin makes free throw 2 of 2,,84,80
333,3,0:29.0,,M. Williams makes 3-pt jump shot from 30 ft,84,83
334,3,0:09.0,D. Waiters makes 2-pt jump shot from 17 ft,,86,83
335,3,0:02.0,,Turnover by J. Maxiell (lost ball; steal by N. Collison),86,83
336,3,0:00.0,D. Augustin misses 3-pt jump shot from 63 ft,,86,83
337,3,0:00.0,Offensive rebound by Team,,86,83
338,4,11:46.0,Turnover by M. McGary (bad pass; steal by M. Williams),,86,83
339,4,11:30.0,,B. Roberts makes 2-pt jump shot from 8 ft (assist by G. Henderson),86,85
340,4,11:17.0,D. Waiters misses 2-pt jump shot from 15 ft,,86,85
341,4,11:16.0,Offensive rebound by N. Collison,,86,85
342,4,11:16.0,Shooting foul by M. Williams (drawn by N. Collison),,86,85
343,4,11:16.0,N. Collison makes free throw 1 of 2,,87,85
344,4,11:16.0,N. Collison makes free throw 2 of 2,,88,85
345,4,10:53.0,,J. Maxiell misses 2-pt jump shot from 5 ft (block by M. McGary),88,85
346,4,10:53.0,,Offensive rebound by Team,88,85
347,4,10:50.0,,G. Henderson misses 2-pt jump shot from 19 ft,88,85
348,4,10:49.0,,Offensive rebound by L. Stephenson,88,85
349,4,10:45.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by L. Stephenson),88,88
350,4,10:33.0,D. Augustin makes 2-pt jump shot from 6 ft,,90,88
351,4,10:33.0,Shooting foul by B. Roberts (drawn by D. Augustin),,90,88
352,4,10:33.0,D. Augustin misses free throw 1 of 1,,90,88
353,4,10:32.0,,Defensive rebound by J. Maxiell,90,88
354,4,10:12.0,,Shooting foul by M. McGary (drawn by J. Maxiell),90,88
355,4,10:12.0,,J. Maxiell makes free throw 1 of 2,90,89
356,4,10:12.0,,J. Maxiell misses free throw 2 of 2,90,89
357,4,10:11.0,Defensive rebound by D. Augustin,,90,89
358,4,10:03.0,D. Waiters makes 2-pt layup from 1 ft (assist by N. Collison),,92,89
359,4,9:49.0,,G. Henderson misses 3-pt jump shot from 23 ft,92,89
360,4,9:48.0,Defensive rebound by N. Collison,,92,89
361,4,9:34.0,M. McGary misses 2-pt layup from 2 ft (block by J. Maxiell),,92,89
362,4,9:34.0,Offensive rebound by Team,,92,89
363,4,9:25.0,A. Morrow misses 2-pt layup from 2 ft (block by B. Roberts),,92,89
364,4,9:23.0,Offensive rebound by A. Morrow,,92,89
365,4,9:02.0,D. Waiters misses 2-pt jump shot from 21 ft,,92,89
366,4,9:00.0,Offensive rebound by M. McGary,,92,89
367,4,8:45.0,M. McGary misses 2-pt layup from 2 ft (block by J. Maxiell),,92,89
368,4,8:44.0,,Defensive rebound by M. Williams,92,89
369,4,8:32.0,,J. Maxiell misses 2-pt jump shot from 3 ft (block by M. McGary),92,89
370,4,8:30.0,Defensive rebound by N. Collison,,92,89
371,4,8:24.0,D. Waiters misses 3-pt jump shot from 23 ft,,92,89
372,4,8:23.0,,Defensive rebound by M. Williams,92,89
373,4,8:05.0,,B. Roberts makes 2-pt jump shot from 7 ft (assist by L. Stephenson),92,91
