,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DALLAS_ACTION,NEW ORLEANS_SCORE,DALLAS_SCORE
0,1,11:44.0,,R. Jefferson makes 2-pt layup from 1 ft,0,2
1,1,11:24.0,T. Evans makes 2-pt jump shot from 21 ft (assist by E. Gordon),,2,2
2,1,11:04.0,,Turnover by R. Rondo (bad pass; steal by Ö. Aşık),2,2
3,1,10:56.0,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by T. Evans),,5,2
4,1,10:39.0,,R. Rondo makes 2-pt jump shot from 19 ft (assist by M. Ellis),5,4
5,1,10:19.0,T. Evans misses 3-pt jump shot from 24 ft,,5,4
6,1,10:18.0,,Defensive rebound by M. Ellis,5,4
7,1,10:03.0,,R. Rondo misses 2-pt layup at rim,5,4
8,1,10:01.0,Defensive rebound by Ö. Aşık,,5,4
9,1,9:48.0,Personal foul by D. Nowitzki (drawn by Ö. Aşık),,5,4
10,1,9:39.0,T. Evans makes 2-pt jump shot from 4 ft,,7,4
11,1,9:20.0,,R. Rondo makes 2-pt hook shot from 4 ft,7,6
12,1,9:02.0,T. Evans makes 3-pt jump shot from 22 ft (assist by Q. Pondexter),,10,6
13,1,8:41.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by R. Rondo),10,9
14,1,8:28.0,Personal block foul by B. James (drawn by E. Gordon),,10,9
15,1,8:18.0,D. Cunningham misses 2-pt jump shot from 19 ft,,10,9
16,1,8:17.0,,Defensive rebound by R. Rondo,10,9
17,1,8:13.0,,R. Rondo makes 2-pt layup from 1 ft,10,11
18,1,8:04.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),,13,11
19,1,7:42.0,,M. Ellis makes 2-pt jump shot from 16 ft,13,13
20,1,7:22.0,Shooting foul by R. Jefferson (drawn by E. Gordon),,13,13
21,1,7:22.0,E. Gordon makes free throw 1 of 2,,14,13
22,1,7:22.0,E. Gordon makes free throw 2 of 2,,15,13
23,1,7:09.0,,R. Rondo makes 2-pt hook shot from 6 ft,15,15
24,1,6:54.0,E. Gordon misses 3-pt jump shot from 22 ft (block by M. Ellis),,15,15
25,1,6:52.0,,Defensive rebound by R. Jefferson,15,15
26,1,6:42.0,,Personal foul by Q. Pondexter (drawn by D. Nowitzki),15,15
27,1,6:37.0,,Personal foul by T. Evans (drawn by R. Rondo),15,15
28,1,6:22.0,,R. Rondo misses 2-pt jump shot from 20 ft,15,15
29,1,6:21.0,,Offensive rebound by R. Jefferson,15,15
30,1,6:20.0,,R. Jefferson makes 2-pt layup at rim,15,17
31,1,5:59.0,D. Cunningham misses 2-pt jump shot from 5 ft (block by B. James),,15,17
32,1,5:57.0,,Defensive rebound by M. Ellis,15,17
33,1,5:50.0,,R. Rondo misses 2-pt jump shot from 18 ft,15,17
34,1,5:48.0,Defensive rebound by T. Evans,,15,17
35,1,5:44.0,,Offensive charge foul by T. Evans (drawn by M. Ellis),15,17
36,1,5:44.0,Turnover by T. Evans (offensive foul),,15,17
37,1,5:44.0,,Dallas full timeout,15,17
38,1,5:44.0,,A. Aminu enters the game for D. Nowitzki,15,17
39,1,5:44.0,N. Cole enters the game for T. Evans,,15,17
40,1,5:30.0,,R. Rondo makes 2-pt jump shot from 8 ft,15,19
41,1,5:12.0,D. Cunningham misses 2-pt jump shot from 21 ft,,15,19
42,1,5:11.0,,Defensive rebound by B. James,15,19
43,1,5:01.0,,Shooting foul by E. Gordon (drawn by R. Jefferson),15,19
44,1,5:01.0,,R. Jefferson makes free throw 1 of 2,15,20
45,1,5:01.0,L. Babbitt enters the game for D. Cunningham,,15,20
46,1,5:01.0,,R. Jefferson makes free throw 2 of 2,15,21
47,1,4:46.0,N. Cole makes 3-pt jump shot from 25 ft,,18,21
48,1,4:24.0,,A. Aminu makes 2-pt jump shot from 6 ft,18,23
49,1,4:06.0,,A. Stoudemire enters the game for B. James,18,23
50,1,4:06.0,A. Ajinça enters the game for Ö. Aşık,,18,23
51,1,4:04.0,A. Ajinça makes 2-pt dunk at rim (assist by Q. Pondexter),,20,23
52,1,3:37.0,,A. Stoudemire makes 2-pt hook shot from 1 ft,20,25
53,1,3:22.0,Shooting foul by M. Ellis (drawn by E. Gordon),,20,25
54,1,3:22.0,E. Gordon makes free throw 1 of 2,,21,25
55,1,3:22.0,E. Gordon makes free throw 2 of 2,,22,25
56,1,3:12.0,,A. Stoudemire misses 2-pt jump shot from 18 ft,22,25
57,1,3:11.0,Defensive rebound by N. Cole,,22,25
58,1,2:58.0,A. Ajinça makes 2-pt jump shot from 9 ft,,24,25
59,1,2:40.0,,A. Stoudemire misses 2-pt hook shot from 6 ft,24,25
60,1,2:39.0,Defensive rebound by Q. Pondexter,,24,25
61,1,2:28.0,E. Gordon misses 3-pt jump shot from 25 ft,,24,25
62,1,2:27.0,Offensive rebound by L. Babbitt,,24,25
63,1,2:25.0,L. Babbitt misses 2-pt jump shot from 7 ft,,24,25
64,1,2:24.0,,Defensive rebound by A. Stoudemire,24,25
65,1,2:10.0,,R. Rondo makes 3-pt jump shot from 24 ft (assist by A. Aminu),24,28
66,1,1:52.0,Personal foul by M. Ellis (drawn by N. Cole),,24,28
67,1,1:52.0,New Orleans full timeout,,24,28
68,1,1:52.0,,J. Barea enters the game for R. Jefferson,24,28
69,1,1:52.0,,D. Harris enters the game for M. Ellis,24,28
70,1,1:52.0,,D. Nowitzki enters the game for R. Rondo,24,28
71,1,1:52.0,N. Cole makes free throw 1 of 2,,25,28
72,1,1:52.0,N. Cole misses free throw 2 of 2,,25,28
73,1,1:51.0,,Defensive rebound by D. Nowitzki,25,28
74,1,1:25.0,,D. Harris misses 3-pt jump shot from 30 ft,25,28
75,1,1:24.0,Defensive rebound by Q. Pondexter,,25,28
76,1,1:13.0,D. Cunningham enters the game for Q. Pondexter,,25,28
77,1,1:02.0,D. Cunningham makes 2-pt jump shot from 12 ft (assist by N. Cole),,27,28
78,1,0:47.0,,Shooting foul by L. Babbitt (drawn by D. Harris),27,28
79,1,0:47.0,,D. Harris makes free throw 1 of 2,27,29
80,1,0:47.0,J. Fredette enters the game for E. Gordon,,27,29
81,1,0:47.0,,D. Harris makes free throw 2 of 2,27,30
82,1,0:28.0,A. Ajinça makes 2-pt jump shot from 8 ft,,29,30
83,1,0:07.0,,A. Stoudemire makes 2-pt dunk at rim (assist by D. Harris),29,32
84,1,0:00.0,J. Fredette makes 2-pt layup at rim,,31,32
85,2,11:38.0,Turnover by A. Ajinça (lost ball),,31,32
86,2,11:21.0,,J. Barea misses 2-pt layup from 2 ft (block by D. Cunningham),31,32
87,2,11:19.0,Defensive rebound by A. Ajinça,,31,32
88,2,11:14.0,,B. James enters the game for A. Stoudemire,31,32
89,2,11:08.0,Turnover by J. Fredette (bad pass; steal by A. Aminu),,31,32
90,2,11:00.0,,D. Harris misses 2-pt layup from 1 ft,31,32
91,2,10:59.0,Defensive rebound by L. Babbitt,,31,32
92,2,10:53.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by J. Fredette),,34,32
93,2,10:31.0,,D. Nowitzki makes 2-pt jump shot from 12 ft,34,34
94,2,10:13.0,Turnover by J. Fredette (bad pass),,34,34
95,2,9:58.0,,D. Harris makes 2-pt layup from 1 ft,34,36
96,2,9:35.0,N. Cole makes 2-pt jump shot from 20 ft,,36,36
97,2,9:29.0,,D. Harris makes 2-pt jump shot from 9 ft,36,38
98,2,9:29.0,,Shooting foul by J. Fredette (drawn by D. Harris),36,38
99,2,9:29.0,,D. Harris makes free throw 1 of 1,36,39
100,2,9:13.0,Personal foul by B. James (drawn by A. Ajinça),,36,39
101,2,9:02.0,J. Fredette misses 3-pt jump shot from 24 ft,,36,39
102,2,9:01.0,,Defensive rebound by A. Aminu,36,39
103,2,8:53.0,,Shooting foul by N. Cole (drawn by J. Barea),36,39
104,2,8:53.0,Official timeout,,36,39
105,2,8:53.0,,A. Stoudemire enters the game for B. James,36,39
106,2,8:53.0,T. Evans enters the game for J. Fredette,,36,39
107,2,8:53.0,,J. Barea makes free throw 1 of 2,36,40
108,2,8:53.0,,J. Barea misses free throw 2 of 2,36,40
109,2,8:53.0,Defensive rebound by D. Cunningham,,36,40
110,2,8:29.0,N. Cole misses 3-pt jump shot from 24 ft,,36,40
111,2,8:28.0,Offensive rebound by A. Ajinça,,36,40
112,2,8:13.0,T. Evans makes 2-pt jump shot from 20 ft,,38,40
113,2,7:56.0,,J. Barea misses 3-pt jump shot from 24 ft,38,40
114,2,7:55.0,Defensive rebound by Team,,38,40
115,2,7:55.0,Q. Pondexter enters the game for L. Babbitt,,38,40
116,2,7:42.0,D. Cunningham misses 2-pt jump shot from 12 ft,,38,40
117,2,7:40.0,Offensive rebound by A. Ajinça,,38,40
118,2,7:40.0,A. Ajinça misses 2-pt layup at rim,,38,40
119,2,7:39.0,Offensive rebound by A. Ajinça,,38,40
120,2,7:39.0,A. Ajinça makes 2-pt tip-in at rim,,40,40
121,2,7:20.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,40,40
122,2,7:19.0,Defensive rebound by A. Ajinça,,40,40
123,2,7:15.0,N. Cole makes 2-pt layup at rim,,42,40
124,2,7:14.0,,Dallas full timeout,42,40
125,2,7:14.0,,R. Rondo enters the game for D. Nowitzki,42,40
126,2,7:14.0,,M. Ellis enters the game for J. Barea,42,40
127,2,7:14.0,,R. Jefferson enters the game for D. Harris,42,40
128,2,7:02.0,,Shooting block foul by A. Ajinça (drawn by A. Stoudemire),42,40
129,2,7:02.0,,A. Stoudemire makes free throw 1 of 2,42,41
130,2,7:02.0,,C. Villanueva enters the game for A. Aminu,42,41
131,2,7:02.0,,A. Stoudemire makes free throw 2 of 2,42,42
132,2,6:43.0,Q. Pondexter makes 3-pt jump shot from 24 ft (assist by T. Evans),,45,42
133,2,6:21.0,,C. Villanueva misses 2-pt jump shot from 10 ft,45,42
134,2,6:20.0,Defensive rebound by Q. Pondexter,,45,42
135,2,6:03.0,D. Cunningham misses 2-pt layup from 2 ft (block by R. Jefferson),,45,42
136,2,6:01.0,Offensive rebound by A. Ajinça,,45,42
137,2,5:59.0,A. Ajinça makes 2-pt layup at rim,,47,42
138,2,5:37.0,,R. Rondo makes 2-pt hook shot from 6 ft (assist by A. Stoudemire),47,44
139,2,5:22.0,D. Cunningham misses 2-pt jump shot from 21 ft,,47,44
140,2,5:21.0,,Defensive rebound by M. Ellis,47,44
141,2,5:12.0,,M. Ellis makes 2-pt jump shot from 17 ft,47,46
142,2,5:12.0,New Orleans full timeout,,47,46
143,2,5:12.0,E. Gordon enters the game for D. Cunningham,,47,46
144,2,4:50.0,Turnover by T. Evans (lost ball; steal by A. Stoudemire),,47,46
145,2,4:47.0,,M. Ellis makes 2-pt dunk at rim (assist by A. Stoudemire),47,48
146,2,4:29.0,T. Evans misses 3-pt jump shot from 22 ft,,47,48
147,2,4:29.0,Offensive rebound by A. Ajinça,,47,48
148,2,4:29.0,,Loose ball foul by A. Stoudemire (drawn by A. Ajinça),47,48
149,2,4:29.0,Ö. Aşık enters the game for A. Ajinça,,47,48
150,2,4:16.0,T. Evans misses 2-pt jump shot from 4 ft,,47,48
151,2,4:15.0,,Defensive rebound by C. Villanueva,47,48
152,2,4:06.0,,M. Ellis misses 2-pt jump shot from 6 ft,47,48
153,2,4:04.0,,Offensive rebound by A. Stoudemire,47,48
154,2,4:03.0,,A. Stoudemire makes 2-pt dunk at rim,47,50
155,2,3:39.0,Q. Pondexter misses 2-pt jump shot from 9 ft,,47,50
156,2,3:38.0,,Defensive rebound by R. Rondo,47,50
157,2,3:32.0,,R. Rondo misses 2-pt layup at rim,47,50
158,2,3:30.0,,Offensive rebound by C. Villanueva,47,50
159,2,3:19.0,,M. Ellis misses 2-pt layup from 2 ft (block by N. Cole),47,50
160,2,3:17.0,,Offensive rebound by M. Ellis,47,50
161,2,3:17.0,,M. Ellis makes 2-pt layup at rim,47,52
162,2,3:01.0,T. Evans misses 3-pt jump shot from 23 ft,,47,52
163,2,3:00.0,,Defensive rebound by A. Stoudemire,47,52
164,2,2:52.0,,C. Villanueva misses 3-pt jump shot from 25 ft,47,52
165,2,2:51.0,Defensive rebound by E. Gordon,,47,52
166,2,2:38.0,N. Cole makes 3-pt jump shot from 22 ft (assist by T. Evans),,50,52
167,2,2:37.0,,Dallas full timeout,50,52
168,2,2:37.0,,D. Harris enters the game for R. Jefferson,50,52
169,2,2:37.0,,D. Nowitzki enters the game for A. Stoudemire,50,52
170,2,2:37.0,,B. James enters the game for C. Villanueva,50,52
171,2,2:37.0,D. Cunningham enters the game for Q. Pondexter,,50,52
172,2,2:24.0,,M. Ellis makes 2-pt layup from 1 ft,50,54
173,2,2:03.0,N. Cole misses 3-pt jump shot from 25 ft,,50,54
174,2,2:02.0,,Defensive rebound by R. Rondo,50,54
175,2,1:57.0,,M. Ellis misses 2-pt layup at rim,50,54
176,2,1:54.0,Defensive rebound by D. Cunningham,,50,54
177,2,1:46.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by D. Cunningham),,53,54
178,2,1:22.0,,M. Ellis misses 3-pt jump shot from 24 ft,53,54
179,2,1:21.0,Defensive rebound by D. Cunningham,,53,54
180,2,1:08.0,D. Cunningham misses 2-pt jump shot from 18 ft,,53,54
181,2,1:06.0,,Defensive rebound by B. James,53,54
182,2,0:57.0,,Def 3 sec tech foul by T. Evans,53,54
183,2,0:57.0,,D. Nowitzki makes technical free throw,53,55
184,2,0:57.0,Q. Pondexter enters the game for T. Evans,,53,55
185,2,0:57.0,,A. Stoudemire enters the game for B. James,53,55
