,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,TORONTO_ACTION,SACRAMENTO_SCORE,TORONTO_SCORE
378,4,4:40.0,C. Landry makes free throw 1 of 2,,93,114
379,4,4:40.0,C. Landry makes free throw 2 of 2,,94,114
380,4,4:26.0,,L. Williams misses 3-pt jump shot from 24 ft,94,114
381,4,4:25.0,Defensive rebound by C. Landry,,94,114
382,4,4:11.0,Personal foul by L. Williams (drawn by N. Stauskas),,94,114
383,4,4:11.0,N. Stauskas makes free throw 1 of 2,,95,114
384,4,4:11.0,,J. Johnson enters the game for D. DeRozan,95,114
385,4,4:11.0,,G. Vásquez enters the game for K. Lowry,95,114
386,4,4:11.0,N. Stauskas makes free throw 2 of 2,,96,114
387,4,3:56.0,,J. Johnson misses 2-pt jump shot from 21 ft,96,114
388,4,3:55.0,Defensive rebound by R. McCallum,,96,114
389,4,3:50.0,B. McLemore makes 2-pt dunk at rim (assist by R. McCallum),,98,114
390,4,3:25.0,,Turnover by J. Johnson (bad pass; steal by C. Landry),98,114
391,4,3:20.0,R. McCallum makes 2-pt layup from 2 ft (assist by C. Landry),,100,114
392,4,3:12.0,,Toronto full timeout,100,114
393,4,3:12.0,,T. Hansbrough enters the game for P. Patterson,100,114
394,4,3:05.0,,Shooting foul by R. McCallum (drawn by L. Williams),100,114
395,4,3:05.0,,L. Williams makes free throw 1 of 3,100,115
396,4,3:05.0,,L. Williams makes free throw 2 of 3,100,116
397,4,3:05.0,,L. Williams makes free throw 3 of 3,100,117
398,4,2:48.0,C. Landry misses 2-pt jump shot from 7 ft,,100,117
399,4,2:47.0,,Defensive rebound by J. Johnson,100,117
400,4,2:26.0,,J. Johnson misses 2-pt jump shot from 4 ft (block by R. Hollins),100,117
401,4,2:26.0,,Offensive rebound by Team,100,117
402,4,2:23.0,,L. Williams misses 3-pt jump shot from 24 ft,100,117
403,4,2:22.0,,Offensive rebound by T. Hansbrough,100,117
404,4,2:05.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft,100,117
405,4,2:04.0,Defensive rebound by R. McCallum,,100,117
406,4,1:58.0,Turnover by B. McLemore (bad pass),,100,117
407,4,1:39.0,,J. Johnson misses 2-pt jump shot from 6 ft,100,117
408,4,1:38.0,,Offensive rebound by J. Valančiūnas,100,117
409,4,1:38.0,,J. Valančiūnas makes 2-pt tip-in at rim,100,119
410,4,1:26.0,N. Stauskas makes 2-pt jump shot from 20 ft,,102,119
411,4,1:09.0,,L. Williams misses 3-pt jump shot from 25 ft,102,119
412,4,1:08.0,Defensive rebound by C. Landry,,102,119
413,4,1:00.0,R. McCallum misses 2-pt jump shot from 17 ft,,102,119
414,4,0:59.0,,Defensive rebound by J. Johnson,102,119
415,4,0:35.0,,J. Johnson misses 2-pt layup from 4 ft,102,119
416,4,0:34.0,Defensive rebound by C. Landry,,102,119
417,4,0:27.0,Turnover by B. McLemore (bad pass; steal by L. Williams),,102,119
418,4,0:03.0,,Turnover by Team (shot clock),102,119
419,4,0:00.0,B. McLemore misses 3-pt jump shot from 24 ft,,102,119
420,4,0:00.0,Offensive rebound by Team,,102,119
