,QUARTER,TIME_REMAINING,TORONTO_ACTION,INDIANA_ACTION,TORONTO_SCORE,INDIANA_SCORE
80,1,1:42.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by K. Lowry),,21,20
81,1,1:27.0,,D. West misses 2-pt jump shot from 20 ft,21,20
82,1,1:26.0,,Offensive rebound by I. Mahinmi,21,20
83,1,1:24.0,,Shooting foul by D. DeRozan (drawn by I. Mahinmi),21,20
84,1,1:24.0,,I. Mahinmi makes free throw 1 of 2,21,21
85,1,1:24.0,T. Ross enters the game for D. DeRozan,,21,21
86,1,1:24.0,,D. Rudež enters the game for D. West,21,21
87,1,1:24.0,,L. Scola enters the game for S. Hill,21,21
88,1,1:24.0,G. Vásquez enters the game for K. Lowry,,21,21
89,1,1:24.0,,I. Mahinmi misses free throw 2 of 2,21,21
90,1,1:24.0,Defensive rebound by P. Patterson,,21,21
91,1,1:08.0,L. Williams misses 2-pt jump shot from 14 ft,,21,21
92,1,1:07.0,,Defensive rebound by L. Scola,21,21
93,1,1:00.0,,Personal block foul by P. Patterson (drawn by R. Stuckey),21,21
94,1,1:00.0,,R. Stuckey makes free throw 1 of 2,21,22
95,1,1:00.0,,R. Stuckey makes free throw 2 of 2,21,23
96,1,0:44.0,T. Ross misses 2-pt layup from 1 ft,,21,23
97,1,0:43.0,,Defensive rebound by L. Scola,21,23
98,1,0:21.0,,G. Hill makes 3-pt jump shot from 23 ft (assist by D. Rudež),21,26
99,1,0:04.0,Turnover by G. Vásquez (lost ball; steal by G. Hill),,21,26
100,1,0:00.0,,G. Hill makes 2-pt jump shot from 5 ft (assist by L. Scola),21,28
101,2,11:39.0,,I. Mahinmi misses 2-pt jump shot from 7 ft,21,28
102,2,11:39.0,,Offensive rebound by L. Scola,21,28
103,2,11:39.0,Loose ball foul by T. Hansbrough (drawn by L. Scola),,21,28
104,2,11:34.0,,D. Rudež makes 2-pt layup from 1 ft (assist by I. Mahinmi),21,30
105,2,11:17.0,Turnover by T. Ross (bad pass; steal by S. Hill),,21,30
106,2,11:12.0,,S. Hill makes 2-pt jump shot from 4 ft,21,32
107,2,10:57.0,T. Ross makes 3-pt jump shot from 24 ft (assist by P. Patterson),,24,32
108,2,10:42.0,,Turnover by L. Scola (bad pass),24,32
109,2,10:32.0,T. Hansbrough makes 2-pt layup from 2 ft (assist by P. Patterson),,26,32
110,2,10:15.0,,Turnover by D. Rudež (bad pass; steal by P. Patterson),26,32
111,2,10:14.0,Clear path foul by C. Watson,,26,32
112,2,10:14.0,L. Williams makes clear path free throw 1 of 2,,27,32
113,2,10:14.0,L. Williams makes clear path free throw 2 of 2,,28,32
114,2,10:06.0,L. Williams misses 3-pt jump shot from 25 ft,,28,32
115,2,10:05.0,,Defensive rebound by C. Watson,28,32
116,2,9:49.0,,L. Scola misses 2-pt jump shot from 3 ft (block by P. Patterson),28,32
117,2,9:48.0,Defensive rebound by T. Ross,,28,32
118,2,9:37.0,Shooting foul by S. Hill (drawn by L. Williams),,28,32
119,2,9:37.0,L. Williams makes free throw 1 of 3,,29,32
120,2,9:37.0,L. Williams makes free throw 2 of 3,,30,32
121,2,9:37.0,,D. Sloan enters the game for S. Hill,30,32
122,2,9:37.0,L. Williams makes free throw 3 of 3,,31,32
123,2,9:13.0,,C. Watson misses 2-pt jump shot from 21 ft,31,32
124,2,9:12.0,Defensive rebound by T. Ross,,31,32
125,2,9:06.0,T. Ross misses 3-pt jump shot from 25 ft,,31,32
126,2,9:05.0,Offensive rebound by T. Hansbrough,,31,32
127,2,9:05.0,Shooting foul by I. Mahinmi (drawn by T. Hansbrough),,31,32
128,2,9:05.0,,Indiana full timeout,31,32
129,2,9:05.0,T. Hansbrough makes free throw 1 of 2,,32,32
130,2,9:05.0,T. Hansbrough makes free throw 2 of 2,,33,32
131,2,8:49.0,,Indiana full timeout,33,32
132,2,8:45.0,,Offensive foul by I. Mahinmi (drawn by T. Hansbrough),33,32
133,2,8:45.0,,Turnover by I. Mahinmi (offensive foul),33,32
134,2,8:45.0,,R. Hibbert enters the game for I. Mahinmi,33,32
135,2,8:34.0,T. Ross makes 2-pt dunk from 2 ft (assist by P. Patterson),,35,32
136,2,8:13.0,,Turnover by D. Rudež (bad pass; steal by L. Williams),35,32
137,2,8:07.0,L. Williams misses 3-pt jump shot from 25 ft,,35,32
138,2,8:04.0,Offensive rebound by T. Ross,,35,32
139,2,8:00.0,Shooting foul by R. Hibbert (drawn by P. Patterson),,35,32
140,2,8:00.0,P. Patterson makes free throw 1 of 2,,36,32
141,2,8:00.0,P. Patterson makes free throw 2 of 2,,37,32
142,2,7:45.0,,C. Watson misses 3-pt jump shot from 25 ft,37,32
143,2,7:44.0,Defensive rebound by T. Hansbrough,,37,32
144,2,7:34.0,T. Ross makes 2-pt jump shot from 15 ft,,39,32
145,2,7:14.0,,C. Watson misses 2-pt jump shot from 4 ft,39,32
146,2,7:13.0,,Offensive rebound by L. Scola,39,32
147,2,7:12.0,,L. Scola misses 2-pt layup from 2 ft,39,32
148,2,7:11.0,Defensive rebound by T. Ross,,39,32
149,2,7:07.0,Shooting block foul by D. Sloan (drawn by L. Williams),,39,32
150,2,7:07.0,L. Williams misses free throw 1 of 2,,39,32
151,2,7:07.0,Offensive rebound by Team,,39,32
152,2,7:07.0,,R. Stuckey enters the game for C. Watson,39,32
153,2,7:07.0,,D. West enters the game for L. Scola,39,32
154,2,7:07.0,,S. Hill enters the game for D. Rudež,39,32
155,2,7:07.0,K. Lowry enters the game for G. Vásquez,,39,32
156,2,7:07.0,L. Williams makes free throw 2 of 2,,40,32
157,2,6:54.0,,Turnover by R. Stuckey (lost ball),40,32
158,2,6:54.0,D. DeRozan enters the game for L. Williams,,40,32
159,2,6:51.0,,C. Watson enters the game for D. Sloan,40,32
160,2,6:45.0,Personal foul by C. Watson (drawn by K. Lowry),,40,32
161,2,6:45.0,P. Patterson misses free throw 1 of 2,,40,32
162,2,6:45.0,Offensive rebound by Team,,40,32
163,2,6:45.0,,D. Sloan enters the game for C. Watson,40,32
164,2,6:45.0,P. Patterson makes free throw 2 of 2,,41,32
165,2,6:22.0,,Personal foul by T. Ross (drawn by R. Stuckey),41,32
166,2,6:22.0,,R. Stuckey misses free throw 1 of 3,41,32
167,2,6:22.0,,Offensive rebound by Team,41,32
168,2,6:22.0,,R. Stuckey makes free throw 2 of 3,41,33
169,2,6:22.0,,R. Stuckey makes free throw 3 of 3,41,34
170,2,6:11.0,T. Ross misses 3-pt jump shot from 25 ft,,41,34
171,2,6:10.0,,Defensive rebound by R. Hibbert,41,34
172,2,5:56.0,,R. Stuckey misses 2-pt jump shot from 17 ft,41,34
173,2,5:54.0,,Offensive rebound by R. Hibbert,41,34
174,2,5:54.0,,R. Hibbert makes 2-pt tip-in from 2 ft,41,36
175,2,5:47.0,T. Ross makes 2-pt dunk from 3 ft (assist by K. Lowry),,43,36
176,2,5:40.0,,Personal foul by K. Lowry (drawn by D. Sloan),43,36
177,2,5:40.0,Official timeout,,43,36
178,2,5:40.0,A. Johnson enters the game for P. Patterson,,43,36
179,2,5:40.0,J. Valančiūnas enters the game for T. Hansbrough,,43,36
180,2,5:40.0,,G. Hill enters the game for D. Sloan,43,36
181,2,5:28.0,,R. Hibbert misses 2-pt jump shot from 14 ft,43,36
182,2,5:27.0,Defensive rebound by A. Johnson,,43,36
183,2,5:04.0,D. DeRozan misses 2-pt jump shot from 20 ft,,43,36
184,2,5:03.0,,Defensive rebound by G. Hill,43,36
185,2,4:54.0,,R. Hibbert misses 2-pt hook shot from 4 ft,43,36
186,2,4:53.0,Defensive rebound by J. Valančiūnas,,43,36
187,2,4:46.0,K. Lowry misses 3-pt jump shot from 25 ft,,43,36
188,2,4:45.0,,Defensive rebound by R. Hibbert,43,36
189,2,4:41.0,,Turnover by R. Hibbert (bad pass; steal by A. Johnson),43,36
190,2,4:27.0,Offensive foul by A. Johnson (drawn by G. Hill),,43,36
191,2,4:27.0,Turnover by A. Johnson (offensive foul),,43,36
192,2,4:27.0,,L. Allen enters the game for R. Hibbert,43,36
193,2,4:09.0,,L. Allen makes 2-pt jump shot from 16 ft (assist by G. Hill),43,38
194,2,3:46.0,T. Ross misses 2-pt jump shot from 20 ft,,43,38
195,2,3:45.0,,Defensive rebound by D. West,43,38
196,2,3:37.0,,S. Hill makes 3-pt jump shot from 24 ft (assist by R. Stuckey),43,41
197,2,3:28.0,Toronto full timeout,,43,41
198,2,3:28.0,L. Williams enters the game for T. Ross,,43,41
199,2,3:21.0,K. Lowry misses 2-pt jump shot from 20 ft,,43,41
200,2,3:18.0,,Defensive rebound by D. West,43,41
201,2,3:02.0,,R. Stuckey makes 2-pt jump shot from 16 ft (assist by L. Allen),43,43
202,2,2:46.0,D. DeRozan makes 2-pt jump shot from 9 ft (assist by A. Johnson),,45,43
203,2,2:27.0,,G. Hill misses 2-pt jump shot from 10 ft (block by L. Williams),45,43
204,2,2:27.0,,Offensive rebound by Team,45,43
205,2,2:27.0,,Turnover by G. Hill (kicked ball),45,43
206,2,2:09.0,J. Valančiūnas makes 2-pt jump shot from 7 ft (assist by K. Lowry),,47,43
207,2,1:51.0,,L. Allen misses 2-pt jump shot from 6 ft,47,43
208,2,1:49.0,Defensive rebound by D. DeRozan,,47,43
209,2,1:32.0,Shooting foul by S. Hill (drawn by D. DeRozan),,47,43
210,2,1:32.0,D. DeRozan misses free throw 1 of 2,,47,43
211,2,1:32.0,Offensive rebound by Team,,47,43
212,2,1:32.0,,C. Watson enters the game for S. Hill,47,43
213,2,1:32.0,D. DeRozan makes free throw 2 of 2,,48,43
214,2,1:16.0,,Personal foul by K. Lowry (drawn by G. Hill),48,43
215,2,1:02.0,,D. West misses 2-pt jump shot from 19 ft,48,43
216,2,1:01.0,Defensive rebound by J. Valančiūnas,,48,43
217,2,0:50.0,K. Lowry makes 2-pt jump shot from 3 ft (assist by D. DeRozan),,50,43
218,2,0:41.0,,G. Hill misses 2-pt jump shot from 12 ft,50,43
219,2,0:40.0,,Offensive rebound by G. Hill,50,43
220,2,0:30.0,,Shooting foul by J. Valančiūnas (drawn by L. Allen),50,43
221,2,0:30.0,,L. Allen misses free throw 1 of 2,50,43
222,2,0:30.0,,Offensive rebound by Team,50,43
223,2,0:30.0,Violation by K. Lowry (lane),,50,43
224,2,0:30.0,,L. Allen makes free throw 2 of 2,50,44
225,2,0:07.0,L. Williams misses 3-pt jump shot from 25 ft,,50,44
226,2,0:05.0,,Defensive rebound by L. Allen,50,44
227,2,0:00.0,,G. Hill misses 2-pt jump shot from 21 ft,50,44
228,2,0:00.0,,Offensive rebound by Team,50,44
229,3,11:35.0,,S. Hill misses 3-pt jump shot from 23 ft,50,44
230,3,11:34.0,Defensive rebound by J. Valančiūnas,,50,44
231,3,11:18.0,D. DeRozan misses 2-pt jump shot from 13 ft,,50,44
232,3,11:17.0,Offensive rebound by A. Johnson,,50,44
233,3,11:17.0,Shooting foul by R. Stuckey (drawn by A. Johnson),,50,44
234,3,11:17.0,A. Johnson misses free throw 1 of 2,,50,44
235,3,11:17.0,Offensive rebound by Team,,50,44
236,3,11:17.0,A. Johnson misses free throw 2 of 2,,50,44
237,3,11:16.0,,Defensive rebound by R. Hibbert,50,44
238,3,11:02.0,,D. West makes 2-pt jump shot from 18 ft (assist by C. Watson),50,46
239,3,10:43.0,K. Lowry makes 2-pt jump shot from 19 ft (assist by A. Johnson),,52,46
240,3,10:27.0,,R. Hibbert makes 2-pt jump shot from 5 ft (assist by S. Hill),52,48
241,3,10:15.0,K. Lowry misses 2-pt jump shot from 6 ft,,52,48
242,3,10:13.0,,Defensive rebound by D. West,52,48
243,3,10:13.0,,Personal foul by D. DeRozan (drawn by R. Stuckey),52,48
244,3,9:51.0,,S. Hill misses 2-pt layup from 2 ft (block by J. Valančiūnas),52,48
245,3,9:50.0,Defensive rebound by J. Valančiūnas,,52,48
246,3,9:41.0,,Offensive charge foul by D. DeRozan (drawn by C. Watson),52,48
247,3,9:41.0,Turnover by D. DeRozan (offensive foul),,52,48
248,3,9:23.0,,Turnover by R. Hibbert (lost ball; steal by A. Johnson),52,48
249,3,9:18.0,A. Johnson makes 2-pt layup from 2 ft (assist by K. Lowry),,54,48
250,3,8:58.0,,Shooting foul by A. Johnson (drawn by D. West),54,48
251,3,8:58.0,,D. West makes free throw 1 of 2,54,49
252,3,8:58.0,,D. West misses free throw 2 of 2,54,49
253,3,8:57.0,Defensive rebound by G. Vásquez,,54,49
254,3,8:42.0,K. Lowry misses 2-pt jump shot from 13 ft,,54,49
255,3,8:41.0,,Defensive rebound by D. West,54,49
256,3,8:27.0,,D. West misses 2-pt jump shot from 5 ft,54,49
257,3,8:26.0,Defensive rebound by D. DeRozan,,54,49
258,3,8:18.0,D. DeRozan makes 2-pt jump shot from 16 ft,,56,49
259,3,7:59.0,,C. Watson misses 2-pt jump shot from 14 ft,56,49
260,3,7:58.0,Defensive rebound by D. DeRozan,,56,49
261,3,7:50.0,K. Lowry misses 3-pt jump shot from 23 ft,,56,49
262,3,7:49.0,Offensive rebound by K. Lowry,,56,49
263,3,7:46.0,G. Vásquez misses 3-pt jump shot from 26 ft,,56,49
264,3,7:44.0,,Defensive rebound by S. Hill,56,49
265,3,7:39.0,,C. Watson makes 2-pt jump shot from 21 ft,56,51
266,3,7:25.0,K. Lowry makes 2-pt layup from 2 ft,,58,51
267,3,6:58.0,,R. Stuckey misses 3-pt jump shot from 25 ft,58,51
268,3,6:57.0,,Offensive rebound by D. West,58,51
269,3,6:55.0,,Turnover by Team (shot clock),58,51
270,3,6:33.0,A. Johnson misses 2-pt jump shot from 4 ft (block by R. Hibbert),,58,51
271,3,6:32.0,,Defensive rebound by R. Stuckey,58,51
272,3,6:27.0,,R. Stuckey misses 2-pt jump shot from 14 ft,58,51
273,3,6:25.0,,Offensive rebound by D. West,58,51
274,3,6:24.0,,D. West misses 2-pt layup from 1 ft (block by A. Johnson),58,51
275,3,6:23.0,,Offensive rebound by D. West,58,51
276,3,6:22.0,Violation by J. Valančiūnas (def goaltending),,58,51
277,3,6:22.0,,D. West makes 2-pt layup from 1 ft,58,53
278,3,6:10.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,61,53
279,3,5:49.0,,Turnover by D. West (3 sec),61,53
280,3,5:49.0,,Indiana full timeout,61,53
281,3,5:40.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by G. Vásquez),,64,53
282,3,5:22.0,,R. Stuckey makes 2-pt jump shot from 8 ft (assist by R. Hibbert),64,55
283,3,5:05.0,Shooting foul by R. Hibbert (drawn by J. Valančiūnas),,64,55
284,3,5:05.0,J. Valančiūnas makes free throw 1 of 2,,65,55
285,3,5:05.0,J. Valančiūnas makes free throw 2 of 2,,66,55
286,3,4:44.0,,R. Hibbert makes 2-pt hook shot from 9 ft (assist by D. West),66,57
287,3,4:28.0,D. DeRozan makes 2-pt jump shot from 5 ft,,68,57
288,3,4:08.0,,R. Stuckey misses 2-pt jump shot from 8 ft (block by A. Johnson),68,57
289,3,4:07.0,Defensive rebound by G. Vásquez,,68,57
290,3,3:50.0,Shooting foul by D. West (drawn by J. Valančiūnas),,68,57
291,3,3:50.0,J. Valančiūnas makes free throw 1 of 2,,69,57
292,3,3:50.0,,G. Hill enters the game for C. Watson,69,57
293,3,3:50.0,,I. Mahinmi enters the game for R. Hibbert,69,57
294,3,3:50.0,,D. Rudež enters the game for S. Hill,69,57
295,3,3:50.0,L. Williams enters the game for G. Vásquez,,69,57
296,3,3:50.0,J. Valančiūnas makes free throw 2 of 2,,70,57
297,3,3:30.0,,Personal foul by J. Valančiūnas (drawn by I. Mahinmi),70,57
298,3,3:30.0,T. Hansbrough enters the game for J. Valančiūnas,,70,57
299,3,3:20.0,,R. Stuckey misses 3-pt jump shot from 26 ft,70,57
300,3,3:19.0,Defensive rebound by K. Lowry,,70,57
301,3,3:09.0,Shooting foul by D. Rudež (drawn by D. DeRozan),,70,57
302,3,3:09.0,D. DeRozan makes free throw 1 of 2,,71,57
303,3,3:09.0,D. DeRozan misses free throw 2 of 2,,71,57
304,3,3:08.0,,Defensive rebound by I. Mahinmi,71,57
305,3,2:53.0,,D. Rudež misses 3-pt jump shot from 25 ft,71,57
306,3,2:52.0,Defensive rebound by K. Lowry,,71,57
307,3,2:43.0,A. Johnson makes 2-pt layup from 1 ft (assist by K. Lowry),,73,57
308,3,2:42.0,,Indiana full timeout,73,57
309,3,2:42.0,Toronto full timeout,,73,57
310,3,2:21.0,,G. Hill makes 2-pt jump shot from 19 ft (assist by D. West),73,59
311,3,2:04.0,K. Lowry misses 3-pt jump shot from 25 ft,,73,59
312,3,2:04.0,,Defensive rebound by R. Stuckey,73,59
313,3,1:55.0,,G. Hill misses 2-pt jump shot from 6 ft,73,59
314,3,1:53.0,,Offensive rebound by R. Stuckey,73,59
315,3,1:52.0,,R. Stuckey makes 2-pt layup from 1 ft,73,61
316,3,1:37.0,A. Johnson makes 2-pt jump shot from 4 ft (assist by K. Lowry),,75,61
317,3,1:23.0,,D. West makes 2-pt jump shot from 4 ft,75,63
318,3,1:11.0,D. DeRozan misses 2-pt jump shot from 16 ft,,75,63
319,3,1:10.0,,Defensive rebound by I. Mahinmi,75,63
320,3,0:59.0,,Shooting foul by L. Williams (drawn by I. Mahinmi),75,63
321,3,0:59.0,,I. Mahinmi misses free throw 1 of 2,75,63
322,3,0:59.0,,Offensive rebound by Team,75,63
323,3,0:59.0,T. Ross enters the game for D. DeRozan,,75,63
324,3,0:59.0,P. Patterson enters the game for A. Johnson,,75,63
325,3,0:59.0,,I. Mahinmi makes free throw 2 of 2,75,64
326,3,0:48.0,L. Williams makes 2-pt jump shot from 16 ft,,77,64
327,3,0:38.0,,D. West makes 2-pt jump shot from 2 ft (assist by G. Hill),77,66
328,3,0:34.0,Offensive foul by K. Lowry (drawn by G. Hill),,77,66
329,3,0:34.0,Turnover by K. Lowry (offensive foul),,77,66
330,3,0:34.0,G. Vásquez enters the game for K. Lowry,,77,66
331,3,0:27.0,,G. Hill misses 2-pt jump shot from 17 ft,77,66
332,3,0:26.0,,Offensive rebound by I. Mahinmi,77,66
333,3,0:03.0,,R. Stuckey makes 2-pt jump shot from 3 ft (assist by D. West),77,68
334,4,11:43.0,G. Vásquez makes 2-pt jump shot from 18 ft,,79,68
335,4,11:24.0,,D. Rudež makes 3-pt jump shot from 23 ft (assist by C. Watson),79,71
336,4,11:02.0,L. Williams misses 2-pt jump shot from 11 ft,,79,71
337,4,11:01.0,,Defensive rebound by D. Rudež,79,71
338,4,10:46.0,,C. Watson misses 2-pt jump shot from 21 ft,79,71
339,4,10:45.0,,Offensive rebound by Team,79,71
340,4,10:39.0,,L. Scola misses 2-pt layup from 1 ft (block by T. Hansbrough),79,71
341,4,10:37.0,Defensive rebound by G. Vásquez,,79,71
342,4,10:31.0,L. Williams makes 3-pt jump shot from 26 ft (assist by G. Vásquez),,82,71
343,4,10:17.0,,Personal foul by G. Vásquez (drawn by S. Hill),82,71
344,4,10:07.0,,D. Rudež misses 3-pt jump shot from 22 ft,82,71
345,4,10:06.0,Defensive rebound by G. Vásquez,,82,71
346,4,9:57.0,P. Patterson makes 2-pt jump shot from 10 ft (assist by G. Vásquez),,84,71
347,4,9:45.0,,C. Watson misses 2-pt jump shot from 9 ft,84,71
348,4,9:45.0,,Offensive rebound by Team,84,71
349,4,9:28.0,,S. Hill makes 2-pt layup from 2 ft,84,73
350,4,9:04.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by T. Ross),,87,73
351,4,8:49.0,,Shooting foul by T. Ross (drawn by S. Hill),87,73
352,4,8:49.0,Official timeout,,87,73
353,4,8:49.0,,S. Hill makes free throw 1 of 2,87,74
354,4,8:49.0,,S. Hill makes free throw 2 of 2,87,75
355,4,8:34.0,Personal foul by S. Hill (drawn by L. Williams),,87,75
356,4,8:34.0,,R. Stuckey enters the game for S. Hill,87,75
357,4,8:33.0,Turnover by T. Ross (bad pass; steal by L. Scola),,87,75
358,4,8:30.0,,L. Scola makes 2-pt layup from 1 ft,87,77
359,4,8:17.0,Personal block foul by L. Scola (drawn by L. Williams),,87,77
360,4,8:03.0,G. Vásquez misses 2-pt jump shot from 17 ft,,87,77
361,4,8:02.0,,Defensive rebound by I. Mahinmi,87,77
362,4,7:45.0,,Personal block foul by T. Ross (drawn by C. Watson),87,77
363,4,7:42.0,,Personal foul by G. Vásquez (drawn by R. Stuckey),87,77
364,4,7:34.0,,Turnover by R. Stuckey (lost ball; steal by T. Hansbrough),87,77
365,4,7:19.0,G. Vásquez makes 3-pt jump shot from 23 ft (assist by L. Williams),,90,77
366,4,7:07.0,,C. Watson misses 2-pt layup from 2 ft,90,77
367,4,7:06.0,Defensive rebound by T. Hansbrough,,90,77
368,4,7:00.0,G. Vásquez misses 3-pt jump shot from 24 ft,,90,77
369,4,6:59.0,,Defensive rebound by L. Scola,90,77
370,4,6:38.0,,Turnover by L. Scola (lost ball; steal by T. Hansbrough),90,77
371,4,6:31.0,P. Patterson misses 2-pt jump shot from 23 ft,,90,77
372,4,6:30.0,Offensive rebound by T. Ross,,90,77
373,4,6:29.0,T. Ross makes 2-pt layup from 1 ft,,92,77
374,4,6:29.0,,Indiana full timeout,92,77
375,4,6:29.0,,G. Hill enters the game for C. Watson,92,77
376,4,6:29.0,,D. West enters the game for I. Mahinmi,92,77
377,4,6:29.0,,R. Hibbert enters the game for D. Rudež,92,77
378,4,6:29.0,,S. Hill enters the game for L. Scola,92,77
379,4,6:16.0,,R. Stuckey misses 2-pt jump shot from 17 ft,92,77
380,4,6:16.0,,Offensive rebound by Team,92,77
381,4,6:16.0,Loose ball foul by T. Hansbrough (drawn by R. Hibbert),,92,77
382,4,6:16.0,,R. Hibbert makes free throw 1 of 2,92,78
