,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHOENIX_ACTION,MINNESOTA_SCORE,PHOENIX_SCORE
382,4,3:01.0,G. Dieng makes 2-pt layup at rim (assist by T. Daniels),,97,108
383,4,3:01.0,,Phoenix full timeout,97,108
384,4,3:01.0,,P. Tucker enters the game for G. Green,97,108
385,4,2:49.0,,G. Dragić makes 2-pt jump shot from 5 ft,97,110
386,4,2:34.0,,A. Len enters the game for B. Wright,97,110
387,4,2:28.0,M. Williams misses 3-pt jump shot from 28 ft,,97,110
388,4,2:26.0,,Defensive rebound by A. Len,97,110
389,4,2:08.0,,Offensive foul by M. Morris (drawn by T. Daniels),97,110
390,4,2:08.0,,Turnover by M. Morris (offensive foul),97,110
391,4,1:55.0,Turnover by M. Williams (bad pass; steal by E. Bledsoe),,97,110
392,4,1:42.0,,M. Morris misses 2-pt jump shot from 20 ft,97,110
393,4,1:40.0,,Offensive rebound by A. Len,97,110
394,4,1:38.0,,A. Len misses 2-pt layup from 1 ft,97,110
395,4,1:36.0,,Offensive rebound by A. Len,97,110
396,4,1:35.0,,A. Len misses 2-pt hook shot from 5 ft,97,110
397,4,1:32.0,Defensive rebound by T. Daniels,,97,110
398,4,1:11.0,M. Williams makes 2-pt layup from 1 ft,,99,110
399,4,0:51.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,99,110
400,4,0:49.0,,Offensive rebound by M. Morris,99,110
401,4,0:31.0,,G. Dragić misses 2-pt jump shot from 14 ft,99,110
402,4,0:30.0,Defensive rebound by Team,,99,110
403,4,0:30.0,Minnesota full timeout,,99,110
404,4,0:06.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,99,110
405,4,0:04.0,Defensive rebound by M. Williams,,99,110
