,QUARTER,TIME_REMAINING,MIAMI_ACTION,WASHINGTON_ACTION,MIAMI_SCORE,WASHINGTON_SCORE
0,1,11:37.0,L. Deng misses 2-pt layup from 1 ft,,0,0
1,1,11:36.0,,Defensive rebound by P. Pierce,0,0
2,1,11:26.0,,P. Pierce makes 2-pt jump shot from 13 ft,0,2
3,1,11:01.0,C. Bosh makes 2-pt jump shot from 16 ft,,2,2
4,1,10:42.0,,M. Gortat makes 2-pt hook shot from 9 ft (assist by J. Wall),2,4
5,1,10:30.0,N. Cole makes 2-pt layup at rim,,4,4
6,1,10:16.0,,Turnover by P. Pierce (bad pass),4,4
7,1,10:03.0,L. Deng misses 3-pt jump shot from 25 ft,,4,4
8,1,10:02.0,,Defensive rebound by M. Gortat,4,4
9,1,9:50.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),4,6
10,1,9:29.0,D. Wade makes 2-pt jump shot from 19 ft (assist by C. Bosh),,6,6
11,1,9:17.0,,K. Humphries misses 2-pt jump shot from 17 ft,6,6
12,1,9:16.0,Defensive rebound by C. Bosh,,6,6
13,1,9:13.0,Turnover by C. Bosh (lost ball; steal by B. Beal),,6,6
14,1,9:07.0,,B. Beal makes 2-pt layup at rim,6,8
15,1,8:46.0,Shooting foul by B. Beal (drawn by L. Deng),,6,8
16,1,8:46.0,L. Deng makes free throw 1 of 2,,7,8
17,1,8:46.0,L. Deng makes free throw 2 of 2,,8,8
18,1,8:34.0,,B. Beal misses 2-pt jump shot from 20 ft,8,8
19,1,8:33.0,Defensive rebound by C. Bosh,,8,8
20,1,8:22.0,C. Bosh misses 3-pt jump shot from 26 ft,,8,8
21,1,8:21.0,,Defensive rebound by J. Wall,8,8
22,1,8:09.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by M. Gortat),8,11
23,1,7:51.0,Shooting foul by B. Beal (drawn by D. Wade),,8,11
24,1,7:51.0,D. Wade misses free throw 1 of 2,,8,11
25,1,7:51.0,Offensive rebound by Team,,8,11
26,1,7:51.0,,R. Butler enters the game for B. Beal,8,11
27,1,7:51.0,D. Wade misses free throw 2 of 2,,8,11
28,1,7:49.0,,Defensive rebound by M. Gortat,8,11
29,1,7:43.0,,Technical foul by Team,8,11
30,1,7:43.0,C. Bosh misses technical free throw,,8,11
31,1,7:43.0,,Offensive rebound by Team,8,11
32,1,7:35.0,,R. Butler makes 2-pt jump shot from 20 ft (assist by J. Wall),8,13
33,1,7:12.0,S. Williams misses 3-pt jump shot from 25 ft,,8,13
34,1,7:11.0,,Defensive rebound by J. Wall,8,13
35,1,7:00.0,,K. Humphries misses 2-pt jump shot from 16 ft,8,13
36,1,6:59.0,Defensive rebound by D. Wade,,8,13
37,1,6:42.0,N. Cole misses 3-pt jump shot from 25 ft,,8,13
38,1,6:41.0,,Defensive rebound by K. Humphries,8,13
39,1,6:37.0,,Shooting foul by S. Williams (drawn by P. Pierce),8,13
40,1,6:37.0,,P. Pierce makes free throw 1 of 2,8,14
41,1,6:37.0,,P. Pierce makes free throw 2 of 2,8,15
42,1,6:21.0,C. Bosh makes 2-pt jump shot from 12 ft,,10,15
43,1,6:04.0,,R. Butler misses 2-pt jump shot from 21 ft,10,15
44,1,6:03.0,Defensive rebound by N. Cole,,10,15
45,1,5:54.0,L. Deng misses 3-pt jump shot from 26 ft,,10,15
46,1,5:53.0,,Defensive rebound by Team,10,15
47,1,5:51.0,,Washington full timeout,10,15
48,1,5:37.0,Violation by N. Cole (kicked ball),,10,15
49,1,5:26.0,,R. Butler misses 2-pt jump shot from 3 ft,10,15
50,1,5:25.0,Defensive rebound by C. Bosh,,10,15
51,1,5:15.0,L. Deng makes 2-pt jump shot from 7 ft,,12,15
52,1,5:15.0,Shooting foul by P. Pierce (drawn by L. Deng),,12,15
53,1,5:15.0,L. Deng misses free throw 1 of 1,,12,15
54,1,5:14.0,,Defensive rebound by K. Humphries,12,15
55,1,5:02.0,,R. Butler makes 2-pt layup from 1 ft (assist by J. Wall),12,17
56,1,4:42.0,C. Bosh misses 2-pt layup at rim (block by M. Gortat),,12,17
57,1,4:40.0,,Defensive rebound by J. Wall,12,17
58,1,4:39.0,,Shooting foul by N. Cole (drawn by J. Wall),12,17
59,1,4:39.0,,J. Wall makes free throw 1 of 2,12,18
60,1,4:39.0,M. Chalmers enters the game for D. Wade,,12,18
61,1,4:39.0,J. McRoberts enters the game for S. Williams,,12,18
62,1,4:39.0,,J. Wall makes free throw 2 of 2,12,19
63,1,4:28.0,M. Chalmers misses 3-pt jump shot from 23 ft,,12,19
64,1,4:27.0,,Defensive rebound by K. Humphries,12,19
65,1,4:18.0,,J. Wall misses 2-pt jump shot from 21 ft,12,19
66,1,4:17.0,Defensive rebound by C. Bosh,,12,19
67,1,4:04.0,J. McRoberts makes 2-pt jump shot from 15 ft (assist by M. Chalmers),,14,19
68,1,3:53.0,,P. Pierce misses 2-pt jump shot from 16 ft,14,19
69,1,3:52.0,Defensive rebound by J. McRoberts,,14,19
70,1,3:36.0,C. Bosh makes 2-pt jump shot from 13 ft,,16,19
71,1,3:16.0,,K. Humphries makes 2-pt jump shot from 20 ft (assist by R. Butler),16,21
72,1,3:07.0,Miami full timeout,,16,21
73,1,3:07.0,,O. Porter enters the game for P. Pierce,16,21
74,1,3:07.0,,D. Gooden enters the game for K. Humphries,16,21
75,1,3:07.0,S. Napier enters the game for N. Cole,,16,21
76,1,3:00.0,C. Bosh makes 2-pt jump shot from 9 ft (assist by S. Napier),,18,21
77,1,3:00.0,Shooting foul by R. Butler (drawn by C. Bosh),,18,21
78,1,3:00.0,J. Ennis enters the game for L. Deng,,18,21
79,1,3:00.0,C. Bosh misses free throw 1 of 1,,18,21
80,1,2:58.0,,Defensive rebound by R. Butler,18,21
81,1,2:38.0,,R. Butler misses 2-pt jump shot from 16 ft,18,21
82,1,2:37.0,,Offensive rebound by O. Porter,18,21
83,1,2:22.0,,R. Butler makes 3-pt jump shot from 23 ft (assist by D. Gooden),18,24
84,1,1:56.0,C. Bosh misses 2-pt jump shot from 14 ft,,18,24
85,1,1:55.0,,Defensive rebound by M. Gortat,18,24
86,1,1:44.0,,D. Gooden misses 2-pt jump shot from 19 ft,18,24
87,1,1:43.0,Defensive rebound by J. Ennis,,18,24
88,1,1:33.0,S. Napier makes 2-pt jump shot from 14 ft,,20,24
89,1,1:11.0,,O. Porter makes 3-pt jump shot from 22 ft (assist by J. Wall),20,27
90,1,0:48.0,Turnover by C. Bosh (step out of bounds),,20,27
91,1,0:48.0,U. Haslem enters the game for C. Bosh,,20,27
92,1,0:48.0,,K. Séraphin enters the game for M. Gortat,20,27
93,1,0:29.0,,K. Séraphin misses 2-pt jump shot from 18 ft,20,27
94,1,0:28.0,Defensive rebound by S. Napier,,20,27
95,1,0:05.0,S. Napier makes 2-pt jump shot from 22 ft,,22,27
96,1,0:01.0,,J. Wall makes 3-pt jump shot from 27 ft,22,30
97,1,0:01.0,,Shooting foul by S. Napier (drawn by J. Wall),22,30
98,1,0:01.0,,J. Wall misses free throw 1 of 1,22,30
99,1,0:00.0,Defensive rebound by J. Ennis,,22,30
100,2,11:40.0,,K. Séraphin misses 2-pt jump shot from 12 ft,22,30
101,2,11:39.0,,Offensive rebound by D. Gooden,22,30
102,2,11:35.0,,D. Gooden makes 2-pt tip-in from 3 ft,22,32
103,2,11:15.0,J. McRoberts misses 2-pt jump shot from 10 ft,,22,32
104,2,11:13.0,,Defensive rebound by O. Porter,22,32
105,2,10:51.0,,A. Miller makes 2-pt layup from 1 ft (assist by R. Butler),22,34
106,2,10:36.0,Personal foul by K. Séraphin (drawn by U. Haslem),,22,34
107,2,10:21.0,M. Chalmers misses 3-pt jump shot from 23 ft,,22,34
108,2,10:20.0,,Defensive rebound by K. Séraphin,22,34
109,2,10:10.0,,D. Gooden makes 3-pt jump shot from 22 ft (assist by A. Miller),22,37
110,2,10:09.0,Miami full timeout,,22,37
111,2,10:09.0,D. Wade enters the game for J. Ennis,,22,37
112,2,9:53.0,J. McRoberts makes 2-pt jump shot from 3 ft,,24,37
113,2,9:53.0,Shooting foul by D. Gooden (drawn by J. McRoberts),,24,37
114,2,9:53.0,J. McRoberts misses free throw 1 of 1,,24,37
115,2,9:52.0,,Defensive rebound by K. Séraphin,24,37
116,2,9:34.0,,Personal foul by U. Haslem (drawn by R. Butler),24,37
117,2,9:19.0,,Turnover by Team (shot clock),24,37
118,2,9:09.0,S. Napier misses 3-pt jump shot from 25 ft,,24,37
119,2,9:08.0,,Defensive rebound by K. Séraphin,24,37
120,2,9:05.0,,Personal foul by J. McRoberts (drawn by D. Gooden),24,37
121,2,8:57.0,,B. Beal enters the game for O. Porter,24,37
122,2,8:49.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by R. Butler),24,40
123,2,8:34.0,D. Wade makes 2-pt jump shot from 14 ft,,26,40
124,2,8:23.0,,Shooting foul by S. Napier (drawn by K. Séraphin),26,40
125,2,8:23.0,,K. Séraphin misses free throw 1 of 2,26,40
126,2,8:23.0,,Offensive rebound by Team,26,40
127,2,8:23.0,,K. Séraphin makes free throw 2 of 2,26,41
128,2,8:08.0,D. Wade makes 2-pt jump shot from 21 ft (assist by J. McRoberts),,28,41
129,2,7:56.0,,Personal foul by M. Chalmers (drawn by B. Beal),28,41
130,2,7:52.0,,Turnover by B. Beal (discontinued dribble),28,41
131,2,7:45.0,Personal foul by R. Butler (drawn by D. Wade),,28,41
132,2,7:37.0,Shooting foul by B. Beal (drawn by M. Chalmers),,28,41
133,2,7:37.0,M. Chalmers misses free throw 1 of 2,,28,41
134,2,7:37.0,Offensive rebound by Team,,28,41
135,2,7:37.0,,O. Porter enters the game for B. Beal,28,41
136,2,7:37.0,,J. Wall enters the game for A. Miller,28,41
137,2,7:37.0,C. Bosh enters the game for J. McRoberts,,28,41
138,2,7:37.0,M. Chalmers makes free throw 2 of 2,,29,41
139,2,7:18.0,,D. Gooden makes 2-pt jump shot from 21 ft (assist by J. Wall),29,43
140,2,6:52.0,D. Wade makes 2-pt jump shot from 13 ft,,31,43
141,2,6:32.0,,Shooting foul by M. Chalmers (drawn by R. Butler),31,43
142,2,6:32.0,,R. Butler makes free throw 1 of 2,31,44
143,2,6:32.0,,K. Humphries enters the game for K. Séraphin,31,44
144,2,6:32.0,,R. Butler misses free throw 2 of 2,31,44
145,2,6:30.0,Defensive rebound by C. Bosh,,31,44
146,2,6:22.0,D. Wade makes 2-pt layup from 1 ft,,33,44
147,2,6:10.0,,R. Butler makes 2-pt jump shot from 17 ft (assist by J. Wall),33,46
148,2,5:56.0,C. Bosh makes 3-pt jump shot from 25 ft (assist by S. Napier),,36,46
149,2,5:25.0,,J. Wall makes 2-pt layup at rim,36,48
150,2,5:07.0,Shooting foul by D. Gooden (drawn by D. Wade),,36,48
151,2,5:07.0,Official timeout,,36,48
152,2,5:07.0,,M. Gortat enters the game for D. Gooden,36,48
153,2,5:07.0,S. Williams enters the game for U. Haslem,,36,48
154,2,5:07.0,D. Wade misses free throw 1 of 2,,36,48
155,2,5:07.0,Offensive rebound by Team,,36,48
156,2,5:07.0,D. Wade makes free throw 2 of 2,,37,48
157,2,4:46.0,,M. Gortat misses 2-pt jump shot from 15 ft,37,48
158,2,4:44.0,,Offensive rebound by O. Porter,37,48
159,2,4:29.0,,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),37,50
160,2,4:10.0,Turnover by D. Wade (lost ball; steal by J. Wall),,37,50
161,2,4:06.0,,Shooting foul by S. Williams (drawn by K. Humphries),37,50
162,2,4:06.0,,K. Humphries makes free throw 1 of 2,37,51
163,2,4:06.0,L. Deng enters the game for M. Chalmers,,37,51
164,2,4:06.0,,P. Pierce enters the game for O. Porter,37,51
165,2,4:06.0,N. Cole enters the game for S. Napier,,37,51
166,2,4:06.0,,K. Humphries makes free throw 2 of 2,37,52
167,2,3:56.0,N. Cole misses 2-pt jump shot from 14 ft,,37,52
168,2,3:54.0,,Defensive rebound by M. Gortat,37,52
169,2,3:47.0,,J. Wall makes 2-pt jump shot from 15 ft,37,54
170,2,3:46.0,Miami full timeout,,37,54
171,2,3:23.0,C. Bosh makes 2-pt jump shot from 14 ft,,39,54
172,2,3:09.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),39,56
173,2,2:47.0,D. Wade misses 2-pt jump shot from 5 ft (block by M. Gortat),,39,56
174,2,2:46.0,,Defensive rebound by M. Gortat,39,56
175,2,2:39.0,,K. Humphries misses 2-pt layup at rim (block by C. Bosh),39,56
176,2,2:38.0,Defensive rebound by N. Cole,,39,56
177,2,2:28.0,Turnover by L. Deng (lost ball; steal by K. Humphries),,39,56
178,2,2:20.0,,M. Gortat misses 2-pt layup from 2 ft,39,56
179,2,2:18.0,Defensive rebound by D. Wade,,39,56
180,2,2:14.0,Personal foul by P. Pierce (drawn by L. Deng),,39,56
181,2,2:14.0,L. Deng makes free throw 1 of 2,,40,56
182,2,2:14.0,M. Chalmers enters the game for D. Wade,,40,56
183,2,2:14.0,L. Deng misses free throw 2 of 2,,40,56
184,2,2:13.0,,Defensive rebound by K. Humphries,40,56
185,2,1:59.0,,R. Butler makes 3-pt jump shot from 25 ft (assist by P. Pierce),40,59
186,2,1:41.0,M. Chalmers makes 2-pt jump shot from 3 ft (assist by S. Williams),,42,59
187,2,1:30.0,,Shooting foul by S. Williams (drawn by M. Gortat),42,59
188,2,1:30.0,,M. Gortat misses free throw 1 of 2,42,59
189,2,1:30.0,,Offensive rebound by Team,42,59
