,QUARTER,TIME_REMAINING,INDIANA_ACTION,MINNESOTA_ACTION,INDIANA_SCORE,MINNESOTA_SCORE
0,1,11:37.0,,A. Wiggins misses 2-pt layup from 1 ft (block by R. Hibbert),0,0
1,1,11:36.0,Defensive rebound by D. West,,0,0
2,1,11:22.0,Turnover by S. Hill (bad pass; steal by A. Wiggins),,0,0
3,1,11:11.0,,Shooting foul by S. Hill (drawn by S. Muhammad),0,0
4,1,11:11.0,,S. Muhammad misses free throw 1 of 2,0,0
5,1,11:11.0,,Offensive rebound by Team,0,0
6,1,11:11.0,,S. Muhammad makes free throw 2 of 2,0,1
7,1,11:02.0,Turnover by S. Hill (bad pass; steal by S. Muhammad),,0,1
8,1,10:54.0,,Offensive foul by G. Dieng (drawn by R. Stuckey),0,1
9,1,10:54.0,,Turnover by G. Dieng (offensive foul),0,1
10,1,10:41.0,R. Hibbert misses 2-pt layup from 1 ft,,0,1
11,1,10:40.0,,Defensive rebound by A. Wiggins,0,1
12,1,10:37.0,,Shooting foul by R. Stuckey (drawn by G. Dieng),0,1
13,1,10:37.0,,G. Dieng makes free throw 1 of 2,0,2
14,1,10:37.0,,G. Dieng makes free throw 2 of 2,0,3
15,1,10:13.0,R. Stuckey makes 2-pt jump shot from 18 ft,,2,3
16,1,9:44.0,,T. Young misses 2-pt jump shot from 20 ft,2,3
17,1,9:43.0,,Offensive rebound by G. Dieng,2,3
18,1,9:41.0,,G. Dieng misses 2-pt layup from 2 ft (block by R. Hibbert),2,3
19,1,9:39.0,Defensive rebound by R. Stuckey,,2,3
20,1,9:29.0,D. West makes 2-pt jump shot from 21 ft (assist by R. Hibbert),,4,3
21,1,9:07.0,,A. Wiggins misses 2-pt jump shot from 16 ft,4,3
22,1,9:05.0,Defensive rebound by C. Watson,,4,3
23,1,8:54.0,C. Watson misses 2-pt jump shot from 12 ft,,4,3
24,1,8:53.0,,Defensive rebound by T. Young,4,3
25,1,8:47.0,,Turnover by T. Young (bad pass; steal by S. Hill),4,3
26,1,8:40.0,R. Stuckey makes 2-pt layup from 1 ft,,6,3
27,1,8:23.0,,Z. LaVine misses 2-pt jump shot from 20 ft,6,3
28,1,8:22.0,Defensive rebound by S. Hill,,6,3
29,1,8:09.0,R. Hibbert makes 2-pt jump shot from 3 ft (assist by S. Hill),,8,3
30,1,7:49.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by A. Wiggins),8,5
31,1,7:24.0,S. Hill misses 3-pt jump shot from 25 ft,,8,5
32,1,7:23.0,,Defensive rebound by A. Wiggins,8,5
33,1,7:20.0,Offensive charge foul by T. Young (drawn by C. Watson),,8,5
34,1,7:20.0,,Turnover by T. Young (offensive foul),8,5
35,1,7:09.0,C. Watson misses 2-pt jump shot from 8 ft,,8,5
36,1,7:08.0,,Defensive rebound by G. Dieng,8,5
37,1,7:07.0,,Personal foul by R. Stuckey (drawn by A. Wiggins),8,5
38,1,7:07.0,C. Miles enters the game for R. Stuckey,,8,5
39,1,6:55.0,,S. Muhammad misses 3-pt jump shot from 24 ft,8,5
40,1,6:54.0,Defensive rebound by C. Watson,,8,5
41,1,6:41.0,R. Hibbert makes 2-pt jump shot from 18 ft (assist by C. Watson),,10,5
42,1,6:22.0,,S. Muhammad misses 2-pt jump shot from 14 ft,10,5
43,1,6:21.0,Defensive rebound by R. Hibbert,,10,5
44,1,6:07.0,Turnover by R. Hibbert (lost ball; steal by T. Young),,10,5
45,1,6:00.0,,S. Muhammad misses 2-pt jump shot from 6 ft,10,5
46,1,5:59.0,Defensive rebound by R. Hibbert,,10,5
47,1,5:35.0,R. Hibbert makes 2-pt jump shot from 16 ft (assist by D. West),,12,5
48,1,5:35.0,,Minnesota full timeout,12,5
49,1,5:35.0,,M. Williams enters the game for Z. LaVine,12,5
50,1,5:35.0,,C. Budinger enters the game for S. Muhammad,12,5
51,1,5:35.0,L. Allen enters the game for D. West,,12,5
52,1,5:16.0,,M. Williams misses 2-pt jump shot from 19 ft,12,5
53,1,5:15.0,Defensive rebound by C. Miles,,12,5
54,1,4:58.0,C. Miles misses 3-pt jump shot from 25 ft,,12,5
55,1,4:57.0,,Defensive rebound by Team,12,5
56,1,4:44.0,,C. Budinger misses 2-pt layup at rim,12,5
57,1,4:42.0,Defensive rebound by C. Miles,,12,5
58,1,4:30.0,Turnover by S. Hill (traveling),,12,5
59,1,4:12.0,,A. Wiggins misses 2-pt jump shot from 17 ft,12,5
60,1,4:11.0,Defensive rebound by C. Miles,,12,5
61,1,4:00.0,S. Hill misses 2-pt jump shot from 20 ft,,12,5
62,1,3:59.0,,Defensive rebound by C. Budinger,12,5
63,1,3:53.0,,A. Wiggins misses 2-pt jump shot from 13 ft,12,5
64,1,3:52.0,Defensive rebound by C. Miles,,12,5
65,1,3:36.0,R. Hibbert makes 2-pt hook shot at rim (assist by L. Allen),,14,5
66,1,3:16.0,,T. Young misses 2-pt layup from 1 ft (block by R. Hibbert),14,5
67,1,3:15.0,Defensive rebound by R. Hibbert,,14,5
68,1,3:08.0,C. Watson misses 3-pt jump shot from 25 ft,,14,5
69,1,3:07.0,,Defensive rebound by C. Budinger,14,5
70,1,2:54.0,,M. Williams makes 2-pt jump shot from 18 ft,14,7
71,1,2:43.0,Indiana full timeout,,14,7
72,1,2:43.0,,S. Muhammad enters the game for A. Wiggins,14,7
73,1,2:43.0,D. Rudež enters the game for S. Hill,,14,7
74,1,2:32.0,R. Hibbert misses 2-pt jump shot from 16 ft,,14,7
75,1,2:30.0,Offensive rebound by L. Allen,,14,7
76,1,2:26.0,C. Miles makes 3-pt jump shot from 23 ft (assist by L. Allen),,17,7
77,1,2:13.0,,M. Williams makes 2-pt jump shot from 18 ft,17,9
78,1,1:54.0,L. Allen misses 2-pt jump shot from 11 ft,,17,9
79,1,1:53.0,,Defensive rebound by S. Muhammad,17,9
80,1,1:44.0,,C. Budinger makes 2-pt jump shot from 5 ft,17,11
81,1,1:19.0,R. Hibbert misses 2-pt jump shot from 20 ft,,17,11
82,1,1:18.0,,Defensive rebound by S. Muhammad,17,11
83,1,1:02.0,,T. Young makes 2-pt jump shot from 19 ft (assist by M. Williams),17,13
84,1,0:48.0,C. Watson misses 2-pt jump shot from 14 ft,,17,13
85,1,0:47.0,,Defensive rebound by M. Williams,17,13
86,1,0:42.0,,S. Muhammad makes 2-pt layup from 2 ft (assist by M. Williams),17,15
87,1,0:30.0,Turnover by D. Rudež (traveling),,17,15
88,1,0:30.0,,A. Bennett enters the game for T. Young,17,15
89,1,0:30.0,L. Scola enters the game for R. Hibbert,,17,15
90,1,0:30.0,D. Sloan enters the game for C. Watson,,17,15
91,1,0:09.0,,C. Budinger makes 2-pt jump shot from 17 ft (assist by M. Williams),17,17
92,1,0:00.0,C. Miles makes 3-pt jump shot from 28 ft,,20,17
93,2,11:49.0,L. Scola makes 2-pt layup from 1 ft (assist by D. Sloan),,22,17
94,2,11:29.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by C. Budinger),22,20
95,2,11:15.0,D. Sloan misses 2-pt jump shot from 13 ft,,22,20
96,2,11:14.0,,Defensive rebound by J. Adrien,22,20
97,2,11:04.0,,M. Williams misses 2-pt jump shot from 17 ft,22,20
98,2,11:03.0,Defensive rebound by D. Sloan,,22,20
99,2,10:59.0,C. Miles makes 2-pt jump shot from 9 ft,,24,20
100,2,10:59.0,Shooting foul by J. Adrien (drawn by C. Miles),,24,20
101,2,10:59.0,C. Miles misses free throw 1 of 1,,24,20
102,2,10:59.0,,Defensive rebound by J. Adrien,24,20
103,2,10:39.0,,Turnover by A. Bennett (traveling),24,20
104,2,10:23.0,D. Rudež misses 2-pt jump shot from 17 ft,,24,20
105,2,10:21.0,,Defensive rebound by J. Adrien,24,20
106,2,10:10.0,,C. Budinger misses 2-pt jump shot from 3 ft,24,20
107,2,10:09.0,Defensive rebound by D. Rudež,,24,20
108,2,9:54.0,C. Miles misses 3-pt jump shot from 26 ft,,24,20
109,2,9:53.0,,Defensive rebound by A. Bennett,24,20
110,2,9:43.0,,C. Budinger makes 2-pt jump shot from 17 ft (assist by S. Muhammad),24,22
111,2,9:30.0,L. Scola makes 2-pt jump shot from 20 ft (assist by D. Sloan),,26,22
112,2,9:14.0,,Turnover by M. Williams (bad pass),26,22
113,2,9:14.0,R. Stuckey enters the game for D. Rudež,,26,22
114,2,9:03.0,L. Scola makes 2-pt jump shot from 17 ft (assist by D. Sloan),,28,22
115,2,8:43.0,,Turnover by S. Muhammad (bad pass; steal by L. Allen),28,22
116,2,8:39.0,C. Miles makes 2-pt jump shot from 16 ft (assist by R. Stuckey),,30,22
117,2,8:39.0,,Minnesota full timeout,30,22
