,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW ORLEANS_ACTION,SAN ANTONIO_SCORE,NEW ORLEANS_SCORE
188,3,10:19.0,,T. Evans makes 2-pt layup from 1 ft,51,65
189,3,9:54.0,T. Parker makes 2-pt jump shot from 11 ft (assist by D. Green),,53,65
190,3,9:38.0,,A. Davis makes 2-pt jump shot from 6 ft,53,67
191,3,9:38.0,,Shooting foul by A. Baynes (drawn by A. Davis),53,67
192,3,9:38.0,,A. Davis misses free throw 1 of 1,53,67
193,3,9:38.0,Defensive rebound by D. Green,,53,67
194,3,9:31.0,,Violation by Ö. Aşık (kicked ball),53,67
195,3,9:26.0,T. Parker misses 2-pt jump shot from 10 ft,,53,67
196,3,9:25.0,,Defensive rebound by E. Gordon,53,67
197,3,9:16.0,,T. Evans makes 2-pt jump shot from 19 ft,53,69
198,3,9:01.0,A. Baynes misses 2-pt hook shot from 9 ft,,53,69
199,3,9:00.0,,Defensive rebound by Ö. Aşık,53,69
200,3,8:51.0,Offensive charge foul by A. Davis (drawn by A. Baynes),,53,69
201,3,8:51.0,,Turnover by A. Davis (offensive foul),53,69
202,3,8:31.0,K. Leonard makes 2-pt jump shot from 7 ft,,55,69
203,3,8:13.0,,Shooting foul by T. Duncan (drawn by Ö. Aşık),55,69
204,3,8:13.0,,Ö. Aşık misses free throw 1 of 2,55,69
205,3,8:13.0,,Offensive rebound by Team,55,69
206,3,8:13.0,,Ö. Aşık misses free throw 2 of 2,55,69
207,3,8:13.0,Defensive rebound by T. Duncan,,55,69
208,3,8:00.0,T. Duncan makes 2-pt layup from 2 ft (assist by T. Parker),,57,69
209,3,7:50.0,,Q. Pondexter misses 3-pt jump shot from 23 ft,57,69
210,3,7:49.0,,Offensive rebound by T. Evans,57,69
211,3,7:28.0,,T. Evans misses 2-pt jump shot from 19 ft,57,69
212,3,7:28.0,,Offensive rebound by Team,57,69
213,3,7:28.0,Loose ball foul by A. Baynes (drawn by Ö. Aşık),,57,69
214,3,7:28.0,B. Diaw enters the game for A. Baynes,,57,69
215,3,7:20.0,,A. Davis misses 2-pt jump shot from 13 ft,57,69
216,3,7:19.0,Defensive rebound by B. Diaw,,57,69
217,3,7:08.0,T. Parker makes 2-pt layup from 3 ft (assist by B. Diaw),,59,69
218,3,6:48.0,,A. Davis makes 2-pt layup from 2 ft (assist by T. Evans),59,71
219,3,6:35.0,Personal foul by Q. Pondexter (drawn by K. Leonard),,59,71
220,3,6:35.0,,J. Holiday enters the game for E. Gordon,59,71
221,3,6:22.0,K. Leonard misses 2-pt jump shot from 22 ft,,59,71
222,3,6:20.0,,Defensive rebound by T. Evans,59,71
223,3,6:02.0,Violation by T. Parker (kicked ball),,59,71
224,3,5:52.0,,Ö. Aşık makes 2-pt dunk at rim (assist by J. Holiday),59,73
225,3,5:43.0,San Antonio full timeout,,59,73
226,3,5:31.0,Turnover by T. Parker (bad pass; steal by A. Davis),,59,73
227,3,5:16.0,,A. Davis misses 2-pt jump shot from 18 ft,59,73
228,3,5:15.0,Defensive rebound by K. Leonard,,59,73
229,3,5:05.0,T. Parker misses 2-pt layup from 3 ft (block by Ö. Aşık),,59,73
230,3,5:05.0,Offensive rebound by Team,,59,73
231,3,4:53.0,T. Duncan misses 2-pt jump shot from 8 ft,,59,73
232,3,4:52.0,,Defensive rebound by A. Davis,59,73
233,3,4:39.0,,J. Holiday makes 2-pt layup from 2 ft,59,75
234,3,4:18.0,Turnover by B. Diaw (bad pass; steal by Q. Pondexter),,59,75
235,3,4:13.0,,Turnover by Q. Pondexter (bad pass),59,75
236,3,4:13.0,M. Ginóbili enters the game for D. Green,,59,75
237,3,3:56.0,T. Parker makes 2-pt jump shot from 12 ft (assist by T. Duncan),,61,75
238,3,3:35.0,,T. Evans makes 2-pt jump shot from 4 ft,61,77
239,3,3:17.0,Turnover by T. Parker (lost ball; steal by A. Davis),,61,77
240,3,3:16.0,,D. Cunningham enters the game for Q. Pondexter,61,77
241,3,3:16.0,P. Mills enters the game for T. Duncan,,61,77
242,3,3:12.0,,A. Davis makes 2-pt layup from 2 ft (assist by T. Evans),61,79
243,3,2:56.0,Turnover by B. Diaw (bad pass; steal by Ö. Aşık),,61,79
244,3,2:46.0,,J. Holiday misses 2-pt jump shot from 10 ft (block by M. Ginóbili),61,79
245,3,2:45.0,,Offensive rebound by J. Holiday,61,79
246,3,2:26.0,,A. Davis misses 2-pt jump shot from 15 ft,61,79
247,3,2:25.0,Defensive rebound by M. Ginóbili,,61,79
248,3,2:18.0,K. Leonard makes 2-pt layup from 2 ft (assist by B. Diaw),,63,79
249,3,1:55.0,,A. Davis misses 2-pt jump shot from 15 ft,63,79
250,3,1:54.0,Defensive rebound by B. Diaw,,63,79
251,3,1:41.0,P. Mills misses 3-pt jump shot from 27 ft,,63,79
252,3,1:38.0,,Defensive rebound by J. Holiday,63,79
253,3,1:38.0,,New Orleans full timeout,63,79
254,3,1:38.0,A. Baynes enters the game for T. Parker,,63,79
255,3,1:38.0,,N. Cole enters the game for T. Evans,63,79
256,3,1:28.0,,Turnover by A. Davis (bad pass),63,79
257,3,1:28.0,,E. Gordon enters the game for J. Holiday,63,79
258,3,1:16.0,,Violation by Ö. Aşık (kicked ball),63,79
259,3,1:16.0,,R. Anderson enters the game for A. Davis,63,79
260,3,1:06.0,P. Mills makes 2-pt jump shot from 20 ft,,65,79
261,3,0:42.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by N. Cole),65,82
262,3,0:32.0,M. Ginóbili makes 3-pt jump shot from 24 ft,,68,82
263,3,0:13.0,,N. Cole misses 2-pt layup at rim,68,82
264,3,0:12.0,Defensive rebound by A. Baynes,,68,82
265,3,0:07.0,Personal take foul by E. Gordon (drawn by M. Ginóbili),,68,82
266,3,0:00.0,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),,71,82
267,4,11:48.0,P. Mills makes 2-pt jump shot from 18 ft (assist by M. Ginóbili),,73,82
268,4,11:48.0,Shooting foul by N. Cole (drawn by P. Mills),,73,82
269,4,11:48.0,P. Mills makes free throw 1 of 1,,74,82
270,4,11:35.0,,N. Cole misses 2-pt jump shot from 11 ft,74,82
271,4,11:34.0,Defensive rebound by A. Baynes,,74,82
272,4,11:28.0,Turnover by P. Mills (bad pass; steal by N. Cole),,74,82
273,4,11:12.0,,Shooting foul by A. Baynes (drawn by A. Davis),74,82
274,4,11:12.0,,A. Davis misses free throw 1 of 2,74,82
275,4,11:12.0,,Offensive rebound by Team,74,82
276,4,11:12.0,,T. Evans enters the game for D. Cunningham,74,82
277,4,11:12.0,,A. Davis makes free throw 2 of 2,74,83
278,4,11:01.0,Personal foul by E. Gordon (drawn by M. Ginóbili),,74,83
279,4,10:56.0,A. Baynes makes 2-pt dunk at rim (assist by M. Ginóbili),,76,83
280,4,10:37.0,,Personal foul by P. Mills (drawn by N. Cole),76,83
281,4,10:27.0,,E. Gordon misses 3-pt jump shot from 25 ft,76,83
282,4,10:26.0,Defensive rebound by B. Diaw,,76,83
283,4,10:20.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,76,83
284,4,10:18.0,,Defensive rebound by R. Anderson,76,83
285,4,10:08.0,,T. Evans makes 2-pt layup from 3 ft,76,85
286,4,10:08.0,San Antonio full timeout,,76,85
287,4,10:08.0,,J. Holiday enters the game for N. Cole,76,85
288,4,9:51.0,B. Diaw misses 2-pt jump shot from 11 ft,,76,85
289,4,9:50.0,,Defensive rebound by E. Gordon,76,85
290,4,9:28.0,,T. Evans misses 2-pt layup at rim,76,85
291,4,9:26.0,Defensive rebound by Team,,76,85
292,4,9:15.0,Turnover by M. Ginóbili (lost ball; steal by T. Evans),,76,85
293,4,9:14.0,,Personal foul by M. Ginóbili (drawn by R. Anderson),76,85
294,4,8:56.0,,T. Evans misses 2-pt layup from 2 ft,76,85
295,4,8:55.0,Defensive rebound by A. Baynes,,76,85
296,4,8:46.0,B. Diaw makes 2-pt jump shot from 14 ft,,78,85
297,4,8:26.0,,Personal foul by P. Mills (drawn by J. Holiday),78,85
298,4,8:26.0,T. Parker enters the game for P. Mills,,78,85
299,4,8:26.0,T. Duncan enters the game for A. Baynes,,78,85
300,4,8:26.0,,Ö. Aşık enters the game for R. Anderson,78,85
301,4,8:18.0,,A. Davis misses 2-pt jump shot from 5 ft,78,85
302,4,8:16.0,,Offensive rebound by A. Davis,78,85
303,4,8:16.0,,A. Davis misses 2-pt tip-in from 1 ft,78,85
304,4,8:15.0,Defensive rebound by T. Duncan,,78,85
305,4,8:06.0,Personal foul by E. Gordon (drawn by M. Ginóbili),,78,85
306,4,8:00.0,Shooting foul by T. Evans (drawn by M. Belinelli),,78,85
307,4,8:00.0,M. Belinelli makes free throw 1 of 2,,79,85
308,4,8:00.0,K. Leonard enters the game for M. Ginóbili,,79,85
309,4,8:00.0,M. Belinelli makes free throw 2 of 2,,80,85
310,4,7:58.0,,Personal take foul by T. Parker (drawn by Ö. Aşık),80,85
311,4,7:58.0,,Ö. Aşık misses free throw 1 of 2,80,85
312,4,7:58.0,,Offensive rebound by Team,80,85
313,4,7:58.0,,Ö. Aşık makes free throw 2 of 2,80,86
314,4,7:38.0,B. Diaw makes 2-pt layup from 2 ft (assist by T. Parker),,82,86
315,4,7:34.0,,Personal take foul by T. Parker (drawn by Ö. Aşık),82,86
316,4,7:34.0,,Ö. Aşık makes free throw 1 of 2,82,87
317,4,7:34.0,,Ö. Aşık misses free throw 2 of 2,82,87
318,4,7:33.0,Defensive rebound by K. Leonard,,82,87
319,4,7:11.0,T. Parker misses 2-pt jump shot from 16 ft,,82,87
320,4,7:10.0,,Defensive rebound by J. Holiday,82,87
321,4,7:07.0,,Personal take foul by K. Leonard (drawn by Ö. Aşık),82,87
322,4,7:07.0,,Ö. Aşık misses free throw 1 of 2,82,87
323,4,7:07.0,,Offensive rebound by Team,82,87
324,4,7:07.0,,Ö. Aşık makes free throw 2 of 2,82,88
325,4,6:56.0,Personal foul by J. Holiday (drawn by T. Parker),,82,88
326,4,6:56.0,T. Parker makes free throw 1 of 2,,83,88
327,4,6:56.0,,R. Anderson enters the game for Ö. Aşık,83,88
328,4,6:56.0,T. Parker misses free throw 2 of 2,,83,88
329,4,6:55.0,,Defensive rebound by A. Davis,83,88
330,4,6:36.0,,E. Gordon makes 2-pt layup from 2 ft (assist by T. Evans),83,90
331,4,6:19.0,M. Belinelli misses 2-pt jump shot from 21 ft,,83,90
332,4,6:18.0,,Defensive rebound by T. Evans,83,90
333,4,6:08.0,,T. Evans makes 2-pt layup from 3 ft,83,92
334,4,6:08.0,San Antonio full timeout,,83,92
335,4,6:08.0,M. Ginóbili enters the game for M. Belinelli,,83,92
336,4,5:55.0,T. Parker misses 2-pt layup from 2 ft,,83,92
337,4,5:55.0,,Defensive rebound by A. Davis,83,92
338,4,5:55.0,Loose ball foul by K. Leonard (drawn by A. Davis),,83,92
339,4,5:55.0,Official timeout,,83,92
340,4,5:55.0,,A. Davis makes free throw 1 of 2,83,93
341,4,5:55.0,,A. Davis makes free throw 2 of 2,83,94
342,4,5:43.0,T. Duncan makes 2-pt jump shot from 5 ft (assist by M. Ginóbili),,85,94
343,4,5:26.0,,J. Holiday misses 2-pt jump shot from 18 ft,85,94
344,4,5:25.0,Defensive rebound by K. Leonard,,85,94
345,4,5:15.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,85,94
346,4,5:15.0,Offensive rebound by Team,,85,94
347,4,5:15.0,,Loose ball foul by R. Anderson (drawn by T. Duncan),85,94
348,4,5:15.0,T. Duncan misses free throw 1 of 2,,85,94
349,4,5:15.0,Offensive rebound by Team,,85,94
350,4,5:15.0,T. Duncan makes free throw 2 of 2,,86,94
351,4,5:01.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by T. Evans),86,97
352,4,4:43.0,K. Leonard misses 2-pt jump shot from 16 ft,,86,97
353,4,4:42.0,,Defensive rebound by A. Davis,86,97
354,4,4:24.0,,T. Evans misses 2-pt layup from 1 ft,86,97
355,4,4:23.0,Defensive rebound by T. Duncan,,86,97
356,4,4:15.0,Turnover by B. Diaw (bad pass; steal by E. Gordon),,86,97
357,4,3:55.0,,R. Anderson misses 2-pt layup from 1 ft,86,97
358,4,3:54.0,Defensive rebound by T. Duncan,,86,97
359,4,3:45.0,T. Duncan makes 2-pt dunk at rim (assist by K. Leonard),,88,97
360,4,3:42.0,,New Orleans full timeout,88,97
361,4,3:42.0,P. Mills enters the game for M. Ginóbili,,88,97
362,4,3:31.0,,Turnover by A. Davis (lost ball; steal by T. Duncan),88,97
363,4,3:23.0,K. Leonard misses 2-pt jump shot from 20 ft,,88,97
364,4,3:22.0,,Defensive rebound by A. Davis,88,97
365,4,3:05.0,,A. Davis makes 2-pt jump shot from 9 ft (assist by T. Evans),88,99
366,4,2:45.0,P. Mills makes 2-pt jump shot from 22 ft (assist by B. Diaw),,90,99
367,4,2:19.0,,E. Gordon misses 3-pt jump shot from 25 ft,90,99
368,4,2:18.0,Defensive rebound by K. Leonard,,90,99
369,4,2:09.0,K. Leonard misses 2-pt layup at rim (block by R. Anderson),,90,99
370,4,2:07.0,Offensive rebound by T. Duncan,,90,99
371,4,2:01.0,B. Diaw makes 2-pt layup from 2 ft (assist by P. Mills),,92,99
372,4,1:36.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by T. Evans),92,101
373,4,1:17.0,B. Diaw makes 2-pt layup from 3 ft (assist by P. Mills),,94,101
374,4,0:58.0,,A. Davis misses 2-pt jump shot from 15 ft,94,101
375,4,0:57.0,Defensive rebound by K. Leonard,,94,101
376,4,0:49.0,K. Leonard misses 2-pt jump shot from 11 ft (block by A. Davis),,94,101
377,4,0:47.0,Offensive rebound by K. Leonard,,94,101
378,4,0:45.0,Personal foul by J. Holiday (drawn by T. Duncan),,94,101
