,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,NEW YORK_ACTION,LA CLIPPERS_SCORE,NEW YORK_SCORE
400,4,2:42.0,G. Davis makes free throw 2 of 2,,106,77
401,4,2:28.0,,Offensive foul by R. Ledo (drawn by D. Jones),106,77
402,4,2:28.0,,Turnover by R. Ledo (offensive foul),106,77
403,4,2:18.0,Turnover by C. Wilcox (bad pass; steal by C. Aldrich),,106,77
404,4,2:07.0,,Personal foul by D. Jones (drawn by C. Aldrich),106,77
405,4,2:07.0,,C. Aldrich misses free throw 1 of 2,106,77
406,4,2:07.0,,Offensive rebound by Team,106,77
407,4,2:07.0,,C. Aldrich makes free throw 2 of 2,106,78
408,4,1:48.0,C. Wilcox makes 3-pt jump shot from 25 ft (assist by J. Hamilton),,109,78
409,4,1:32.0,,C. Early misses 3-pt jump shot from 24 ft,109,78
410,4,1:31.0,Defensive rebound by G. Davis,,109,78
411,4,1:22.0,G. Davis makes 2-pt jump shot from 19 ft (assist by J. Hamilton),,111,78
412,4,1:06.0,,Turnover by Q. Acy (lost ball; steal by C. Wilcox),111,78
413,4,0:56.0,Turnover by J. Hamilton (palming),,111,78
414,4,0:38.0,,C. Early misses 3-pt jump shot from 23 ft,111,78
415,4,0:37.0,Defensive rebound by J. Hamilton,,111,78
416,4,0:18.0,Turnover by C. Wilcox (lost ball; steal by C. Aldrich),,111,78
417,4,0:09.0,,C. Early misses 2-pt layup from 2 ft (block by E. Udoh),111,78
418,4,0:08.0,,Offensive rebound by Team,111,78
419,4,0:04.0,,Q. Acy misses 2-pt jump shot from 14 ft,111,78
420,4,0:04.0,,Offensive rebound by C. Aldrich,111,78
421,4,0:00.0,,R. Ledo makes 2-pt jump shot from 18 ft (assist by C. Aldrich),111,80
