,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CLEVELAND_ACTION,PHILADELPHIA_SCORE,CLEVELAND_SCORE
171,2,6:04.0,,T. Mozgov misses 2-pt dunk at rim,26,34
172,2,6:03.0,,Offensive rebound by K. Irving,26,34
173,2,5:44.0,,Shooting foul by R. Covington (drawn by L. James),26,34
174,2,5:44.0,Official timeout,,26,34
175,2,5:44.0,H. Thompson enters the game for R. Covington,,26,34
176,2,5:44.0,,L. James misses free throw 1 of 2,26,34
177,2,5:44.0,,Offensive rebound by Team,26,34
178,2,5:44.0,,L. James makes free throw 2 of 2,26,35
179,2,5:29.0,,J. Smith enters the game for L. James,26,35
180,2,5:27.0,K. McDaniels misses 3-pt jump shot from 25 ft,,26,35
181,2,5:25.0,,Defensive rebound by T. Mozgov,26,35
182,2,5:14.0,,J. Smith misses 3-pt jump shot from 25 ft,26,35
183,2,5:12.0,Defensive rebound by K. McDaniels,,26,35
184,2,5:06.0,M. Carter-Williams misses 2-pt jump shot from 16 ft,,26,35
185,2,5:04.0,,Defensive rebound by K. Irving,26,35
186,2,4:57.0,,Personal foul by L. Mbah a Moute (drawn by I. Shumpert),26,35
187,2,4:57.0,,I. Shumpert makes free throw 1 of 2,26,36
188,2,4:57.0,J. Grant enters the game for L. Mbah a Moute,,26,36
189,2,4:57.0,,I. Shumpert misses free throw 2 of 2,26,36
190,2,4:56.0,Defensive rebound by N. Noel,,26,36
191,2,4:39.0,Turnover by J. Grant (bad pass),,26,36
192,2,4:20.0,,Shooting foul by K. McDaniels (drawn by T. Mozgov),26,36
193,2,4:20.0,,T. Mozgov makes free throw 1 of 2,26,37
194,2,4:20.0,,M. Miller enters the game for I. Shumpert,26,37
195,2,4:20.0,,T. Mozgov makes free throw 2 of 2,26,38
196,2,4:01.0,H. Thompson makes 3-pt jump shot from 26 ft (assist by N. Noel),,29,38
197,2,3:45.0,,K. Irving makes 2-pt jump shot from 14 ft,29,40
198,2,3:31.0,M. Carter-Williams misses 2-pt jump shot from 4 ft (block by T. Mozgov),,29,40
199,2,3:29.0,Offensive rebound by H. Thompson,,29,40
200,2,3:28.0,H. Thompson misses 3-pt jump shot from 25 ft,,29,40
201,2,3:25.0,,Defensive rebound by K. Love,29,40
202,2,3:22.0,,J. Smith makes 2-pt dunk at rim (assist by K. Love),29,42
203,2,3:05.0,Shooting foul by K. Love (drawn by K. McDaniels),,29,42
204,2,3:05.0,K. McDaniels misses free throw 1 of 2,,29,42
205,2,3:05.0,Offensive rebound by Team,,29,42
206,2,3:05.0,K. McDaniels makes free throw 2 of 2,,30,42
207,2,2:56.0,,Cleveland full timeout,30,42
208,2,2:56.0,L. Drew enters the game for M. Carter-Williams,,30,42
209,2,2:54.0,,Turnover by M. Miller (bad pass; steal by N. Noel),30,42
210,2,2:40.0,Turnover by J. Grant (bad pass),,30,42
211,2,2:26.0,,K. Irving makes 2-pt jump shot from 11 ft,30,44
212,2,2:13.0,J. Grant makes 3-pt jump shot from 25 ft (assist by N. Noel),,33,44
213,2,2:01.0,,Personal foul by N. Noel (drawn by K. Irving),33,44
214,2,2:01.0,,K. Irving makes free throw 1 of 2,33,45
215,2,2:01.0,,L. James enters the game for K. Love,33,45
216,2,2:01.0,L. Mbah a Moute enters the game for K. McDaniels,,33,45
217,2,2:01.0,,K. Irving makes free throw 2 of 2,33,46
218,2,1:39.0,H. Thompson misses 2-pt jump shot from 8 ft,,33,46
219,2,1:37.0,Offensive rebound by H. Thompson,,33,46
220,2,1:34.0,H. Thompson makes 2-pt jump shot from 4 ft,,35,46
221,2,1:25.0,,Shooting foul by L. Drew (drawn by K. Irving),35,46
222,2,1:25.0,,K. Irving makes free throw 1 of 2,35,47
223,2,1:25.0,,K. Irving misses free throw 2 of 2,35,47
224,2,1:24.0,Defensive rebound by J. Grant,,35,47
225,2,1:02.0,L. Drew misses 3-pt jump shot from 26 ft,,35,47
226,2,1:01.0,,Defensive rebound by T. Mozgov,35,47
227,2,0:48.0,,M. Miller misses 3-pt jump shot from 23 ft,35,47
228,2,0:47.0,,Offensive rebound by T. Mozgov,35,47
229,2,0:46.0,,T. Mozgov misses 2-pt layup at rim (block by L. Mbah a Moute),35,47
230,2,0:45.0,,Offensive rebound by Team,35,47
231,2,0:26.0,,K. Irving misses 3-pt jump shot from 23 ft,35,47
232,2,0:25.0,Defensive rebound by L. Mbah a Moute,,35,47
233,2,0:07.0,L. Mbah a Moute misses 2-pt jump shot from 18 ft,,35,47
234,2,0:06.0,,Defensive rebound by L. James,35,47
235,2,0:00.0,,L. James misses 2-pt jump shot from 8 ft,35,47
236,2,0:00.0,,Offensive rebound by Team,35,47
237,3,11:38.0,L. Mbah a Moute misses 2-pt layup from 2 ft (block by T. Mozgov),,35,47
238,3,11:38.0,Offensive rebound by Team,,35,47
239,3,11:37.0,Turnover by L. Mbah a Moute (traveling),,35,47
240,3,11:20.0,,J. Smith makes 2-pt jump shot from 18 ft,35,49
241,3,11:08.0,,Violation by J. Smith (kicked ball),35,49
242,3,11:02.0,L. Mbah a Moute makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),,37,49
243,3,10:42.0,,L. James misses 2-pt jump shot from 17 ft,37,49
244,3,10:41.0,,Offensive rebound by T. Mozgov,37,49
245,3,10:41.0,,T. Mozgov makes 2-pt dunk at rim,37,51
246,3,10:29.0,R. Covington misses 3-pt jump shot from 25 ft,,37,51
247,3,10:28.0,,Defensive rebound by J. Smith,37,51
248,3,10:21.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),37,54
249,3,10:21.0,Philadelphia full timeout,,37,54
250,3,10:04.0,M. Carter-Williams misses 2-pt jump shot from 13 ft,,37,54
251,3,10:03.0,,Defensive rebound by K. Love,37,54
252,3,9:48.0,,Turnover by L. James (lost ball; steal by R. Covington),37,54
253,3,9:40.0,H. Thompson misses 2-pt jump shot from 21 ft,,37,54
254,3,9:39.0,,Defensive rebound by T. Mozgov,37,54
255,3,9:26.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),37,56
256,3,9:18.0,Shooting foul by T. Mozgov (drawn by H. Thompson),,37,56
257,3,9:18.0,H. Thompson makes free throw 1 of 2,,38,56
258,3,9:18.0,H. Thompson makes free throw 2 of 2,,39,56
259,3,9:09.0,,Turnover by J. Smith (bad pass; steal by R. Covington),39,56
260,3,8:52.0,M. Carter-Williams misses 2-pt layup at rim (block by T. Mozgov),,39,56
261,3,8:50.0,,Defensive rebound by K. Irving,39,56
262,3,8:48.0,,Turnover by K. Irving (lost ball; steal by H. Thompson),39,56
263,3,8:45.0,Turnover by H. Thompson (bad pass; steal by K. Love),,39,56
264,3,8:39.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by K. Irving),39,59
265,3,8:23.0,N. Noel misses 2-pt jump shot from 15 ft,,39,59
266,3,8:22.0,,Defensive rebound by K. Love,39,59
267,3,8:15.0,,J. Smith misses 3-pt jump shot from 23 ft,39,59
268,3,8:14.0,Defensive rebound by H. Thompson,,39,59
269,3,8:05.0,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,42,59
270,3,7:40.0,,Turnover by K. Irving (lost ball; steal by H. Thompson),42,59
271,3,7:33.0,R. Covington makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,45,59
272,3,7:31.0,,Cleveland full timeout,45,59
273,3,7:31.0,,I. Shumpert enters the game for K. Love,45,59
274,3,7:31.0,L. Drew enters the game for M. Carter-Williams,,45,59
275,3,7:31.0,J. Sampson enters the game for H. Thompson,,45,59
276,3,7:12.0,,L. James misses 2-pt jump shot from 14 ft,45,59
277,3,7:11.0,Defensive rebound by Team,,45,59
278,3,6:58.0,R. Covington misses 2-pt jump shot from 7 ft,,45,59
279,3,6:56.0,,Defensive rebound by I. Shumpert,45,59
280,3,6:48.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by L. James),45,61
281,3,6:27.0,J. Sampson makes 3-pt jump shot from 25 ft (assist by L. Drew),,48,61
282,3,6:08.0,,T. Mozgov misses 2-pt dunk at rim (block by J. Sampson),48,61
283,3,6:05.0,Defensive rebound by N. Noel,,48,61
284,3,6:00.0,L. Mbah a Moute misses 3-pt jump shot from 24 ft,,48,61
285,3,5:59.0,,Defensive rebound by K. Irving,48,61
286,3,5:47.0,,Turnover by K. Irving (lost ball; steal by R. Covington),48,61
287,3,5:41.0,J. Sampson makes 3-pt jump shot from 25 ft (assist by L. Drew),,51,61
288,3,5:23.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by L. James),51,64
289,3,5:08.0,Personal foul by K. Irving (drawn by L. Drew),,51,64
290,3,5:08.0,,M. Dellavedova enters the game for L. James,51,64
291,3,4:55.0,Turnover by L. Mbah a Moute (lost ball; steal by M. Dellavedova),,51,64
292,3,4:41.0,,Turnover by I. Shumpert (bad pass; steal by J. Sampson),51,64
293,3,4:35.0,Personal foul by I. Shumpert (drawn by J. Sampson),,51,64
294,3,4:35.0,J. Grant enters the game for L. Mbah a Moute,,51,64
295,3,4:24.0,Turnover by L. Drew (bad pass),,51,64
296,3,4:11.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),51,67
297,3,3:54.0,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Covington),,54,67
298,3,3:38.0,,Personal foul by J. Sampson (drawn by K. Irving),54,67
299,3,3:38.0,H. Sims enters the game for N. Noel,,54,67
300,3,3:38.0,,S. Marion enters the game for K. Irving,54,67
301,3,3:23.0,,J. Smith misses 3-pt jump shot from 26 ft,54,67
302,3,3:23.0,,Offensive rebound by Team,54,67
303,3,3:23.0,,Turnover by Team (shot clock),54,67
304,3,3:07.0,H. Sims makes 2-pt jump shot from 16 ft,,56,67
305,3,2:47.0,,M. Dellavedova makes 2-pt jump shot from 8 ft (assist by J. Smith),56,69
306,3,2:31.0,J. Sampson misses 2-pt layup from 1 ft (block by T. Mozgov),,56,69
307,3,2:31.0,Offensive rebound by Team,,56,69
308,3,2:31.0,K. McDaniels enters the game for R. Covington,,56,69
309,3,2:26.0,Shooting foul by T. Mozgov (drawn by J. Grant),,56,69
310,3,2:26.0,J. Grant makes free throw 1 of 2,,57,69
311,3,2:26.0,J. Grant makes free throw 2 of 2,,58,69
312,3,2:10.0,,Turnover by M. Dellavedova (lost ball; steal by L. Drew),58,69
313,3,1:58.0,L. Drew makes 2-pt jump shot from 5 ft,,60,69
314,3,1:35.0,,J. Smith misses 2-pt jump shot from 15 ft,60,69
315,3,1:32.0,Defensive rebound by H. Sims,,60,69
316,3,1:22.0,L. Drew misses 3-pt jump shot from 25 ft,,60,69
317,3,1:21.0,,Defensive rebound by Team,60,69
318,3,1:00.0,,T. Mozgov misses 2-pt layup from 2 ft (block by K. McDaniels),60,69
319,3,0:58.0,Defensive rebound by H. Sims,,60,69
320,3,0:54.0,J. Grant makes 2-pt dunk at rim (assist by L. Drew),,62,69
321,3,0:46.0,,Personal foul by L. Drew (drawn by M. Dellavedova),62,69
322,3,0:38.0,,Turnover by M. Dellavedova (bad pass; steal by J. Sampson),62,69
323,3,0:38.0,Personal foul by T. Mozgov (drawn by J. Grant),,62,69
324,3,0:38.0,J. Grant misses free throw 1 of 2,,62,69
325,3,0:38.0,Offensive rebound by Team,,62,69
326,3,0:38.0,,K. Irving enters the game for J. Smith,62,69
327,3,0:38.0,,T. Thompson enters the game for T. Mozgov,62,69
328,3,0:38.0,J. Grant makes free throw 2 of 2,,63,69
329,3,0:18.0,,K. Irving misses 2-pt jump shot from 3 ft,63,69
330,3,0:17.0,,Offensive rebound by T. Thompson,63,69
331,3,0:17.0,,T. Thompson misses 2-pt tip-in at rim,63,69
332,3,0:14.0,Defensive rebound by J. Grant,,63,69
333,3,0:03.0,L. Drew makes 2-pt jump shot from 18 ft,,65,69
334,4,11:41.0,,T. Thompson misses 2-pt dunk at rim,65,69
335,4,11:39.0,Defensive rebound by H. Sims,,65,69
336,4,11:33.0,R. Covington makes 2-pt layup from 1 ft (assist by L. Drew),,67,69
337,4,11:22.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),67,71
338,4,11:03.0,H. Sims misses 2-pt jump shot from 13 ft,,67,71
339,4,11:02.0,,Defensive rebound by K. Love,67,71
340,4,10:52.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),67,74
341,4,10:35.0,J. Grant misses 3-pt jump shot from 24 ft,,67,74
342,4,10:34.0,,Defensive rebound by T. Thompson,67,74
343,4,10:26.0,,L. James misses 2-pt jump shot from 23 ft,67,74
344,4,10:24.0,Defensive rebound by L. Drew,,67,74
345,4,10:21.0,Turnover by R. Covington (traveling),,67,74
346,4,10:21.0,N. Noel enters the game for H. Sims,,67,74
347,4,10:06.0,,Turnover by L. James (bad pass; steal by L. Drew),67,74
348,4,9:51.0,J. Grant misses 3-pt jump shot from 24 ft,,67,74
349,4,9:50.0,,Defensive rebound by M. Dellavedova,67,74
350,4,9:42.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by L. James),67,77
351,4,9:42.0,Philadelphia full timeout,,67,77
352,4,9:21.0,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Covington),,70,77
353,4,8:54.0,,Turnover by Team (shot clock),70,77
354,4,8:54.0,J. Sampson enters the game for L. Drew,,70,77
355,4,8:54.0,L. Mbah a Moute enters the game for J. Grant,,70,77
356,4,8:35.0,J. Sampson makes 2-pt layup at rim,,72,77
357,4,8:15.0,,L. James misses 2-pt jump shot from 18 ft,72,77
358,4,8:12.0,,Offensive rebound by T. Thompson,72,77
359,4,8:02.0,,K. Irving misses 3-pt jump shot from 25 ft,72,77
360,4,8:02.0,,Offensive rebound by Team,72,77
361,4,8:02.0,Loose ball foul by N. Noel (drawn by T. Thompson),,72,77
362,4,7:48.0,,Turnover by K. Irving (lost ball; steal by N. Noel),72,77
363,4,7:46.0,Personal foul by M. Dellavedova (drawn by J. Sampson),,72,77
364,4,7:31.0,N. Noel makes 2-pt jump shot from 4 ft (assist by J. Sampson),,74,77
365,4,7:10.0,,M. Dellavedova makes 3-pt jump shot from 22 ft (assist by L. James),74,80
366,4,6:58.0,R. Covington makes 3-pt jump shot from 26 ft,,77,80
367,4,6:38.0,,L. James misses 3-pt jump shot from 25 ft,77,80
368,4,6:37.0,,Offensive rebound by T. Thompson,77,80
369,4,6:32.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,77,80
370,4,6:31.0,Defensive rebound by L. Mbah a Moute,,77,80
371,4,6:11.0,K. McDaniels misses 3-pt jump shot from 24 ft,,77,80
372,4,6:10.0,Offensive rebound by R. Covington,,77,80
373,4,6:09.0,R. Covington misses 2-pt tip-in from 1 ft,,77,80
374,4,6:07.0,,Defensive rebound by K. Love,77,80
375,4,5:58.0,,K. Irving makes 2-pt layup at rim,77,82
376,4,5:37.0,Official timeout,,77,82
377,4,5:31.0,Turnover by J. Sampson (bad pass; steal by L. James),,77,82
378,4,5:26.0,,L. James makes 2-pt dunk at rim,77,84
379,4,5:17.0,R. Covington makes 3-pt jump shot from 26 ft (assist by L. Mbah a Moute),,80,84
380,4,4:56.0,,K. Irving makes 2-pt layup from 1 ft,80,86
381,4,4:47.0,Personal foul by L. James (drawn by R. Covington),,80,86
382,4,4:47.0,L. Drew enters the game for J. Sampson,,80,86
383,4,4:39.0,Turnover by N. Noel (bad pass),,80,86
384,4,4:39.0,J. Grant enters the game for N. Noel,,80,86
